,Concept_ID,se,cv
269,Körper::N,rumaš,ӳт
270,Körper::N,rumaš,ӳт-пӳ
271,Körper::N,ruumâš,ӳт
272,Körper::N,ruumâš,ӳт-пӳ
273,Körper::N,rå´pp,ӳт
274,Körper::N,rå´pp,ӳт-пӳ
275,Körper::N,лышшьк,ӳт
276,Körper::N,лышшьк,ӳт-пӳ
277,Körper::N,роаӈӈьк,ӳт
278,Körper::N,роаӈӈьк,ӳт-пӳ
279,Haut::N,njaltja,тир
280,Haut::N,lijkke,тир
281,Haut::N,tjuobma,тир
282,Haut::N,liiki,тир
283,Haut::N,liške,тир
284,Haut::N,le´šǩǩ,тир
285,Haut::N,лышшьк,тир
286,Blut::N,vïrre,юн
287,Blut::N,maelie,юн
288,Blut::N,varra,юн
289,Blut::N,varra,юн
290,Blut::N,vorrâ,юн
291,Blut::N,võrr,юн
292,Blut::N,вэ̄рр,юн
293,Ader::N,åerie,вена
294,Ader::N,aajroe,вена
295,Ader::N,suodna,вена
296,Ader::N,varrasuotna,вена
297,Ader::N,suoṇâ,вена
298,Ader::N,suõnn,вена
299,Ader::N,сӯнн,вена
300,Sehne::N,soene,шӑнӑр
301,Sehne::N,gåårtenje,шӑнӑр
302,Sehne::N,suodna,шӑнӑр
303,Sehne::N,suotna,шӑнӑр
304,Sehne::N,suoṇâ,шӑнӑр
305,Sehne::N,suõnn,шӑнӑр
306,Sehne::N,сӯнн,шӑнӑр
307,Knochen::N,måara,шӑмӑ
308,Knochen::N,måaroe,шӑмӑ
309,Knochen::N,dákte,шӑмӑ
310,Knochen::N,dákti,шӑмӑ
311,Knochen::N,tähti,шӑмӑ
312,Knochen::N,tä´htt,шӑмӑ
313,Knochen::N,та̄ххт,шӑмӑ
314,Knochen::N,та̄ффьт,шӑмӑ
315,Gehirn::N,aajla,миме
316,Gehirn::N,vuojŋam,миме
317,Gehirn::N,vuoigŋašat,миме
318,Gehirn::N,vuoi'ŋâšeh,миме
319,Gehirn::N,vuo'ivâšneh,миме
320,Gehirn::N,vuõivâšn,миме
321,Gehirn::N,вуэййвэшна,миме
322,Herz::N,vaajmoe,чӗре
323,Herz::N,tsåhke,чӗре
324,Herz::N,váibmu,чӗре
325,Herz::N,váimu,чӗре
326,Herz::N,čââ´đ,чӗре
327,Herz::N,кӯттҌк,чӗре
328,Magen::N,tjåejjie,хырӑмлӑх
329,Magen::N,tjoajvve,хырӑмлӑх
330,Magen::N,čoavji,хырӑмлӑх
331,Magen::N,čuáv'ji,хырӑмлӑх
332,Magen::N,čåu´jj,хырӑмлӑх
333,Magen::N,чо̄ввьй,хырӑмлӑх
334,Leber::N,mueksie,пӗвер
335,Leber::N,librre,пӗвер
336,Leber::N,vuoivvas,пӗвер
337,Leber::N,vuoivâs,пӗвер
338,Leber::N,vuõivâs,пӗвер
339,Leber::N,вуйвас,пӗвер
340,Atem::N,voejngehtasse,сывлав
341,Atem::N,båssånis,сывлав
342,Atem::N,vuojŋadahka,сывлав
343,Atem::N,vuoiŋŋahat,сывлав
344,Atem::N,vuo'iŋâstim,сывлав
345,Atem::N,jiõg'g,сывлав
346,Atem::N,вӯйнас,сывлав
347,Atem::N,вӯййнмушш,сывлав
348,Hunger::N,nielkie,выҫлӑх
349,Hunger::N,nielgge,выҫлӑх
350,Hunger::N,nealgi,выҫлӑх
351,Hunger::N,nelgi,выҫлӑх
352,Hunger::N,neä´lǧǧ,выҫлӑх
353,Hunger::N,не̄лльк,выҫлӑх
354,Träne::N,gïknjele,куҫҫуль
355,Träne::N,ganjál,куҫҫуль
356,Träne::N,ganjal,куҫҫуль
357,Träne::N,koonjâl,куҫҫуль
358,Träne::N,kõõnjâl,куҫҫуль
359,Träne::N,кэ̄нял,куҫҫуль
360,Geschmack::N,aelmie,техӗм
361,Geschmack::N,muosse,техӗм
362,Geschmack::N,smáhkka,техӗм
363,Geschmack::N,máhku,техӗм
364,Geschmack::N,smáhkka,техӗм
365,Geschmack::N,mááhu,техӗм
366,Geschmack::N,smakkâ,техӗм
367,Geschmack::N,njõõd,техӗм
368,Geschmack::N,smääkk,техӗм
369,Geschmack::N,ня̄лльк,техӗм
370,Geruch::N,haaje,шӑршӑ
371,Geruch::N,habjja,шӑршӑ
372,Geruch::N,hádja,шӑршӑ
373,Geruch::N,opsâ,шӑршӑ
374,Geruch::N,haajâ,шӑршӑ
375,Geruch::N,õpss,шӑршӑ
376,Geruch::N,haajj,шӑршӑ
377,Geruch::N,апс,шӑршӑ
378,Geruch::N,лэ̄гк,шӑршӑ
379,Schlaf::N,nahkerh,ыйхӑ
380,Schlaf::N,nager,ыйхӑ
381,Schlaf::N,oados,ыйхӑ
382,Schlaf::N,nagir,ыйхӑ
383,Schlaf::N,naṿer,ыйхӑ
384,Schlaf::N,nââ´er,ыйхӑ
385,Schlaf::N,нагерь,ыйхӑ
386,Traum::N,nahkere,тӗлӗк
387,Traum::N,niehko,тӗлӗк
388,Traum::N,niehku,тӗлӗк
389,Traum::N,naṿer,тӗлӗк
390,Traum::N,nââ´er,тӗлӗк
391,Traum::N,нагерь,тӗлӗк
392,Himmel::N,elmie,пӗлӗт
393,Himmel::N,almme,пӗлӗт
394,Himmel::N,albmi,пӗлӗт
395,Himmel::N,alme,пӗлӗт
396,Himmel::N,â´lmm,пӗлӗт
397,Himmel::N,алльм,пӗлӗт
398,Sonne::N,biejjie,хӗвел
399,Sonne::N,bæjvásj,хӗвел
400,Sonne::N,beaivváš,хӗвел
401,Sonne::N,peivi,хӗвел
402,Sonne::N,piäiváš,хӗвел
403,Sonne::N,pei´vv,хӗвел
404,Sonne::N,пе̄ййв,хӗвел
405,Mond::N,aske,уйӑх
406,Mond::N,mánno,уйӑх
407,Mond::N,mánnu,уйӑх
408,Mond::N,máánu,уйӑх
409,Mond::N,mään,уйӑх
410,Mond::N,ма̄нн,уйӑх
411,Stern::N,daasta,ҫӑлтӑр
412,Stern::N,naestie,ҫӑлтӑр
413,Stern::N,násste,ҫӑлтӑр
414,Stern::N,násti,ҫӑлтӑр
415,Stern::N,täsni,ҫӑлтӑр
416,Stern::N,tä´snn,ҫӑлтӑр
417,Stern::N,та̄ссьт,ҫӑлтӑр
418,Luft::N,elmie,сывлӑш
419,Luft::N,ájmmo,сывлӑш
420,Luft::N,áibmu,сывлӑш
421,Luft::N,áimu,сывлӑш
422,Luft::N,šõŋŋ,сывлӑш
423,Luft::N,вӯйнас,сывлӑш
424,Wind::N,bïegke,ҫил
425,Wind::N,biegga,ҫил
426,Wind::N,biegga,ҫил
427,Wind::N,pieg'gâ,ҫил
428,Wind::N,piõg'g,ҫил
429,Wind::N,пӣӈӈк,ҫил
430,Welle::N,baaroe,хум
431,Welle::N,bárro,хум
432,Welle::N,bárru,хум
433,Welle::N,pááṛu,хум
434,Welle::N,päärr,хум
435,Welle::N,нэ̄ммп,хум
436,Wasser::N,tjaetsie,шыв
437,Wasser::N,tjaetsie,шыв-шур
438,Wasser::N,tjáhtje,шыв
439,Wasser::N,tjáhtje,шыв-шур
440,Wasser::N,čáhci,шыв
441,Wasser::N,čáhci,шыв-шур
442,Wasser::N,čääci,шыв
443,Wasser::N,čääci,шыв-шур
444,Wasser::N,čää´cc,шыв
445,Wasser::N,čää´cc,шыв-шур
446,Wasser::N,ча̄дзь,шыв
447,Wasser::N,ча̄дзь,шыв-шур
448,Stein::N,gierkie,чул
449,Stein::N,giergge,чул
450,Stein::N,geađgi,чул
451,Stein::N,keđgi,чул
452,Stein::N,ǩeä´dǧǧ,чул
453,Stein::N,ке̄ддҌк,чул
454,Boden::N,betnie,тӑпра
455,Boden::N,ednam,тӑпра
456,Boden::N,bodni,тӑпра
457,Boden::N,vuođđu,тӑпра
458,Boden::N,ponne,тӑпра
459,Boden::N,vuáđ̣u,тӑпра
460,Boden::N,vuâđđ,тӑпра
461,Boden::N,лаввьн,тӑпра
462,Boden::N,е̄ммьне,тӑпра
463,Erde::N,jåarta,ҫӗр
464,Erde::N,mueltie,ҫӗр
465,Erde::N,ednam,ҫӗр
466,Erde::N,mållde,ҫӗр
467,Erde::N,eana,ҫӗр
468,Erde::N,eennâm,ҫӗр
469,Erde::N,mädd,ҫӗр
470,Erde::N,jânnam,ҫӗр
471,Erde::N,е̄ммьне,ҫӗр
472,Staub::N,heblie,тусан
473,Staub::N,tsumhtsie,тусан
474,Staub::N,dubme,тусан
475,Staub::N,dopmu,тусан
476,Staub::N,kovjâ,тусан
477,Staub::N,põõ´l,тусан
478,Staub::N,кэ̄ббьй,тусан
479,Rauch::N,soeve,тӗтӗм
480,Rauch::N,suovva,тӗтӗм
481,Rauch::N,suovva,тӗтӗм
482,Rauch::N,suoṿâ,тӗтӗм
483,Rauch::N,suõvv,тӗтӗм
484,Rauch::N,сӯвв,тӗтӗм
485,Funke::N,naestie,хӗм
486,Funke::N,tjuonam,хӗм
487,Funke::N,čuotnan,хӗм
488,Funke::N,čuođâlm,хӗм
489,Funke::N,iiskâr,хӗм
490,Funke::N,čuõzzâm,хӗм
491,Funke::N,чӯссэм,хӗм
492,Feuer::N,dålle,вут
493,Feuer::N,dålle,ҫулӑм
494,Feuer::N,dållå,вут
495,Feuer::N,dållå,ҫулӑм
496,Feuer::N,dolla,вут
497,Feuer::N,dolla,ҫулӑм
498,Feuer::N,tullâ,вут
499,Feuer::N,tullâ,ҫулӑм
500,Feuer::N,toll,вут
501,Feuer::N,toll,ҫулӑм
502,Feuer::N,то̄лл,вут
503,Feuer::N,то̄лл,ҫулӑм
504,Licht::N,tjoevke,ҫутӑ
505,Licht::N,tjuovgga,ҫутӑ
506,Licht::N,čuovga,ҫутӑ
507,Licht::N,čuovggas,ҫутӑ
508,Licht::N,čuoṿâ,ҫутӑ
509,Licht::N,toll,ҫутӑ
510,Licht::N,čuõvv,ҫутӑ
511,Licht::N,то̄лл,ҫутӑ
512,Schatten::N,skugkie,сулхӑн
513,Schatten::N,soejvene,сулхӑн
514,Schatten::N,irkes,сулхӑн
515,Schatten::N,sieges,сулхӑн
516,Schatten::N,itku,сулхӑн
517,Schatten::N,suoivâ,сулхӑн
518,Schatten::N,õõtt,сулхӑн
519,Schatten::N,ǩeeu´niǩ,сулхӑн
520,Schatten::N,кывьнэхь,сулхӑн
521,Wetter::N,vïerhtse,ҫанталӑк
522,Wetter::N,dálkke,ҫанталӑк
523,Wetter::N,dálki,ҫанталӑк
524,Wetter::N,šoŋŋâ,ҫанталӑк
525,Wetter::N,šõŋŋ,ҫанталӑк
526,Wetter::N,шэ̄ӈӈ,ҫанталӑк
527,Nebel::N,såavla,тӗтре
528,Nebel::N,mearhka,тӗтре
529,Nebel::N,murkko,тӗтре
530,Nebel::N,mierkká,тӗтре
531,Nebel::N,mierká,тӗтре
532,Nebel::N,miär'kká,тӗтре
533,Nebel::N,oṃo,тӗтре
534,Nebel::N,sue´lnn,тӗтре
535,Nebel::N,цӣгк,тӗтре
536,Nebel::N,сулльн,тӗтре
537,Wolke::N,balve,пӗлӗт
538,Wolke::N,balvva,пӗлӗт
539,Wolke::N,balva,пӗлӗт
540,Wolke::N,polvâ,пӗлӗт
541,Wolke::N,põlvv,пӗлӗт
542,Wolke::N,пэллв,пӗлӗт
543,Regen::N,ebrie,ҫумӑр
544,Regen::N,harvve,ҫумӑр
545,Regen::N,arvi,ҫумӑр
546,Regen::N,arve,ҫумӑр
547,Regen::N,â´brr,ҫумӑр
548,Regen::N,аббьр,ҫумӑр
549,Schnee::N,lopme,юр
550,Schnee::N,moehtege,юр
551,Schnee::N,muohta,юр
552,Schnee::N,muohta,юр
553,Schnee::N,muotâ,юр
554,Schnee::N,muõtt,юр
555,Schnee::N,вэ̄дз,юр
556,Schnee::N,куэллт,юр
557,Eis::N,jïenge,пӑр
558,Eis::N,jiegŋa,пӑр
559,Eis::N,jiekŋa,пӑр
560,Eis::N,jieŋ̣â,пӑр
561,Eis::N,jiõŋŋ,пӑр
562,Eis::N,ӣӈӈ,пӑр
563,Frost::N,baajkoe,сивӗ
564,Frost::N,tjoasskem,сивӗ
565,Frost::N,buolaš,сивӗ
566,Frost::N,puolâš,сивӗ
567,Frost::N,puõlâš,сивӗ
568,Frost::N,мӯнь,сивӗ
569,Kälte::N,jueskie,сивӗ
570,Kälte::N,tjåetskeme,сивӗ
571,Kälte::N,tjoasskem,сивӗ
572,Kälte::N,čoaskin,сивӗ
573,Kälte::N,ko'lmâsvuotâ,сивӗ
574,Kälte::N,ijss,сивӗ
575,Kälte::N,čuä´cǩǩem,сивӗ
576,Kälte::N,tuârggnjõs,сивӗ
577,Kälte::N,кэ̄лмас,сивӗ
578,Hitze::N,baahke,вӗри
579,Hitze::N,baahke,шӑрӑх
580,Hitze::N,báhkka,вӗри
581,Hitze::N,báhkka,шӑрӑх
582,Hitze::N,báhkka,вӗри
583,Hitze::N,báhkka,шӑрӑх
584,Hitze::N,pakkâ,вӗри
585,Hitze::N,pakkâ,шӑрӑх
586,Hitze::N,kuṃe,вӗри
587,Hitze::N,kuṃe,шӑрӑх
588,Hitze::N,paašt,вӗри
589,Hitze::N,paašt,шӑрӑх
590,Hitze::N,жоарр,вӗри
591,Hitze::N,жоарр,шӑрӑх
592,Raureif::N,jyjse,пас
593,Raureif::N,ridne,пас
594,Raureif::N,goarre,пас
595,Raureif::N,ritni,пас
596,Raureif::N,suhči,пас
597,Raureif::N,riṇe,пас
598,Raureif::N,ай,пас
599,Regenbogen::N,aatjan goengere,асамат кӗперӗ
600,Regenbogen::N,aatjan joekse,асамат кӗперӗ
601,Regenbogen::N,ádjájuoksa,асамат кӗперӗ
602,Regenbogen::N,arvedávgi,асамат кӗперӗ
603,Regenbogen::N,bajándávgi,асамат кӗперӗ
604,Regenbogen::N,äijihtävgi,асамат кӗперӗ
605,Regenbogen::N,teârmmazjohss,асамат кӗперӗ
606,Regenbogen::N,тӣрмесью̄ккс,асамат кӗперӗ
607,Donner::N,raejrie,аслати
608,Donner::N,átjek,аслати
609,Donner::N,átjárájdde,аслати
610,Donner::N,áddjá,аслати
611,Donner::N,baján,аслати
612,Donner::N,juuṛâ,аслати
613,Donner::N,tie´rmes,аслати
614,Donner::N,тӣрмесь,аслати
615,Donner::N,ча̄ркнэгк,аслати
616,Strömung::N,njuvvie,юхӑ
617,Strömung::N,ájggedáhpe,юхӑ
618,Strömung::N,rávdnji,юхӑ
619,Strömung::N,virde,юхӑ
620,Strömung::N,ve´rdd,юхӑ
621,Strömung::N,выррьт,юхӑ
622,Tropfen::N,gåajhkohts,тумлам
623,Tropfen::N,gåjkudis,тумлам
624,Tropfen::N,goaikkanas,тумлам
625,Tropfen::N,čalme,тумлам
626,Tropfen::N,čâ´lmm,тумлам
627,Tropfen::N,ча̄лльм,тумлам
628,Schaum::N,sapte,кӑпӑк
629,Schaum::N,såpptå,кӑпӑк
630,Schaum::N,sokta,кӑпӑк
631,Schaum::N,suptâ,кӑпӑк
632,Schaum::N,soptt,кӑпӑк
633,Schaum::N,со̄ппт,кӑпӑк
634,Schmutz::N,haaskoe,пылчӑк
635,Schmutz::N,duolvva,пылчӑк
636,Schmutz::N,duolva,пылчӑк
637,Schmutz::N,durdi,пылчӑк
638,Schmutz::N,stänži,пылчӑк
639,Schmutz::N,sähss,пылчӑк
640,Schmutz::N,са̄ккьс,пылчӑк
641,Schmutz::N,не̄шшь,пылчӑк
642,See::N,jaevrie,кӳлӗ
643,See::N,jávrre,кӳлӗ
644,See::N,jávri,кӳлӗ
645,See::N,jävri,кӳлӗ
646,See::N,jâu´rr,кӳлӗ
647,See::N,я̄ввьр,кӳлӗ
648,Sumpf::N,pluevie,шур
649,Sumpf::N,pluevie,шурлӑх
650,Sumpf::N,áhpe,шур
651,Sumpf::N,áhpe,шурлӑх
652,Sumpf::N,sæmssa,шур
653,Sumpf::N,sæmssa,шурлӑх
654,Sumpf::N,jeaggi,шур
655,Sumpf::N,jeaggi,шурлӑх
656,Sumpf::N,jeggi,шур
657,Sumpf::N,jeggi,шурлӑх
658,Sumpf::N,jeä´ǧ'ǧ,шур
659,Sumpf::N,jeä´ǧ'ǧ,шурлӑх
660,Sumpf::N,ла̄ммьп,шур
