,Concept_ID,de,mhr
82,Regen::N,Regen,йӱр
83,Schnee::N,Schnee,лум
84,Eis::N,Eis,ий
85,Frost::N,Frost,чатлама́
86,Kälte::N,Kälte,йӱ́штӧ
87,Hitze::N,Hitze,шо́кшо
88,Raureif::N,Raureif,пӧрш
89,Raureif::N,Raureif,по́кшым
90,Regenbogen::N,Regenbogen,шонанпы́л
91,Donner::N,Donner,кӱ́дырчӧ
92,Strömung::N,Strömung,йо́гын
93,Tropfen::N,Tropfen,чӱча́лтыш
94,Schaum::N,Schaum,шоҥ
95,Schmutz::N,Schmutz,лавыра́
96,See::N,See,ер
97,Sumpf::N,Sumpf,лӱ́кӧ
98,Moor::N,Moor,куп
99,Wiese::N,Wiese,о́лык
100,Wald::N,Wald,чодыра́
101,Hügel::N,Hügel,арка́
102,Anhöhe::N,Anhöhe,тӧва́
103,Anhöhe::N,Anhöhe,кӱкшака́
104,Berg::N,Berg,ку́рык
105,Gipfel::N,Gipfel,чаҥга́
106,Gipfel::N,Gipfel,курыкву́й
107,Höhle::N,Höhle,пеще́р
108,Höhle::N,Höhle,курыкпо́мыш
109,Abhang::N,Abhang,та́йыл
110,Quelle::N,Quelle,важ
111,Quelle::N,Quelle,вӱдшинча́
112,Bach::N,Bach,изэҥе́р
113,Fluss::N,Fluss,эҥе́р
114,Ufer::N,Ufer,сер
115,Küste::N,Küste,вӱдтӱ́р
116,Festland::N,Festland,мла́нде
117,Meer::N,Meer,те́ҥыз
118,Bucht::N,Bucht,икса́
119,Insel::N,Insel,отро́
120,Blume::N,Blume,пеле́дыш
121,Gras::N,Gras,шу́до
122,Wurzel::N,Wurzel,вож
123,Baum::N,Baum,пуше́ҥге
124,Stamm::N,Stamm,йы́тыр
125,Rinde::N,Rinde,шӱм
126,Ast::N,Ast,укш
127,Zweig::N,Zweig,торма́к
128,Blatt::N,Blatt,лышта́ш
129,Birke::N,Birke,куэ́
130,Kiefer[Baum]::N,Kiefer,пӱ́нчӧ
131,Weide[Baum]::N,Weide,уа́
132,Tanne::N,Tanne,кож
133,Horn::N,Horn,шур
134,Feder::N,Feder,пы́стыл
135,Fell::N,Fell,кова́ште
136,Flügel::N,Flügel,шу́лдыр
137,Klaue::N,Klaue,кӱч
138,Kralle::N,Kralle,ла́па
139,Kralle::N,Kralle,копа́
140,Schwanz::N,Schwanz,поч
141,Ei::N,Ei,му́но
142,Nest::N,Nest,пыжа́ш
143,Bau::N,Bau,пыжа́ш
144,Tier::N,Tier,я́нлык
145,Tier::N,Tier,живо́тный
146,Herde::N,Herde,кӱ́тӱ
147,Herde::N,Herde,тӱшка́
148,Kuh::N,Kuh,ушка́л
149,Bulle::N,Bulle,ӱ́шкыж
150,Pferd::N,Pferd,и́мне
151,Schaf::N,Schaf,шо́рык
152,Schwein::N,Schwein,сӧсна́
153,Hund::N,Hund,пий
154,Katze::N,Katze,пы́рыс
155,Bär::N,Bär,маска́
156,Eichhörnchen::N,Eichhörnchen,ур
157,Elch::N,Elch,шо́рдо
158,Fuchs::N,Fuchs,ры́выж
159,Hase::N,Hase,мера́ҥ
160,Maus::N,Maus,коля́
161,Wolf::N,Wolf,пи́ре
162,Vogel::N,Vogel,ка́йык
163,Schwarm::N,Schwarm,каша́к
164,Huhn::N,Huhn,чы́ве
165,Hahn::N,Hahn,агыта́н
166,Gans::N,Gans,ко́мбо
167,Adler::N,Adler,карагу́ш
168,Ente::N,Ente,лу́до
169,Eule::N,Eule,тумна́
170,Kranich::N,Kranich,турня́
171,Krähe::N,Krähe,кора́к
172,Kuckuck::N,Kuckuck,куку́
173,Schwan::N,Schwan,йӱ́ксӧ
174,Fisch::N,Fisch,кол
175,Barsch::N,Barsch,ола́ҥге
176,Hecht::N,Hecht,нуж
177,Hecht::N,Hecht,чорта́н
178,Schlange[Tier]::N,Schlange,ки́шке
179,Wurm::N,Wurm,шукш
180,Spinne::N,Spinne,эҥыре́мыш
181,Ameise::N,Ameise,ку́тко
182,Laus::N,Laus,тий
183,Mücke::N,Mücke,шыҥа́
184,Fliege::N,Fliege,ка́рме
185,Schmetterling::N,Schmetterling,лы́ве
186,Beere::N,Beere,мӧр
187,Apfel::N,Apfel,олма́
188,Pilz::N,Pilz,по́ҥго
189,Zwiebel::N,Zwiebel,шога́н
190,Saat::N,Saat,нӧ́шмӧ
191,Saat::N,Saat,туш
192,Korn::N,Korn,шу́рно
193,Heu::N,Heu,шу́до
194,Schale::N,Schale,шӱм
195,Grube::N,Grube,выне́м
196,Falle::N,Falle,лӧ́дӧ
197,Schlinge::N,Schlinge,о́птыш
198,Schlinge::N,Schlinge,шӧрга́лтыш
199,Spur::N,Spur,кыша́
200,Asche::N,Asche,ло́мыж
201,Dreck::N,Dreck,лавыра́
202,Eisen::N,Eisen,кӱ́ртньӧ
203,Gold::N,Gold,шӧ́ртньӧ
204,Silber::N,Silber,ший
205,Kohle::N,Kohle,мландышӱ́й
206,Glas::N,Glas,янда́
207,Lehm::N,Lehm,шун
208,Sand::N,Sand,ошма́
209,Mensch::N,Mensch,еҥ
210,Mensch::N,Mensch,айде́ме
211,Mann::N,Mann,пӧръе́ҥ
212,Frau::N,Frau,ӱдырама́ш
213,Kind::N,Kind,аза́
214,Junge::N,Junge,рве́зе
215,Mädchen::N,Mädchen,ӱдыра́ш
216,Familie::N,Familie,еш
217,Großvater::N,Großvater,коча́
218,Großmutter::N,Großmutter,кова́
219,Eltern::N,Eltern,ача́-ава́
220,Vater::N,Vater,ача́
221,Mutter::N,Mutter,ава́
222,Sohn::N,Sohn,э́рге
223,Tochter::N,Tochter,ӱ́дыр
224,Bruder::N,Bruder,иза́
225,Bruder::N,Bruder,шо́льо
226,Schwester::N,Schwester,ака́
227,Onkel::N,Onkel,иза́
228,Tante::N,Tante,кока́
229,Ehemann::N,Ehemann,мари́й
230,Ehefrau::N,Ehefrau,ва́те
231,Freude::N,Freude,куа́н
232,Freude::N,Freude,куаныма́ш
233,Gelächter::N,Gelächter,во́штылтыш
234,Glück::N,Glück,пиа́л
235,Kummer::N,Kummer,о́йго
236,Wunsch::N,Wunsch,ку́мыл
237,Lust::N,Lust,ку́мыл
238,Geist::N,Geist,ӧрт
239,Geist::N,Geist,чон
240,Gedanke::N,Gedanke,ой
241,Gedanke::N,Gedanke,шоныма́ш
242,Gedächtnis::N,Gedächtnis,шарныма́ш
243,Verstand::N,Verstand,уш
244,Sinn::N,Sinn,смысл
245,Grund::N,Grund,ама́л
246,Wahrheit::N,Wahrheit,чын
247,Gespräch::N,Gespräch,мутланыма́ш
248,Märchen::N,Märchen,йома́к
249,Erzählung::N,Erzählung,ойлыма́ш
250,Nachricht::N,Nachricht,увертарыма́ш
251,Neuigkeit::N,Neuigkeit,уве́р
252,Name::N,Name,лӱм
253,Rätsel::N,Rätsel,ту́што
254,Rede::N,Rede,ойлыма́ш
255,Sprache::N,Sprache,йы́лме
256,Stimme::N,Stimme,йӱк
257,Wort::N,Wort,ой
258,Wort::N,Wort,мут
259,Zeichen::N,Zeichen,ти́ште
260,Zeichen::N,Zeichen,знак
261,Ruf::N,Ruf,ӱжма́ш
262,Lärm::N,Lärm,лӱшкыма́ш
263,Lärm::N,Lärm,йӱк-йӱа́н
264,Laut::N,Laut,йӱк
265,Ton::N,Ton,йӱксе́м
266,Lied::N,Lied,му́ро
267,Ruhe::N,Ruhe,ты́мык
268,Leute::N,Leute,еҥ-влак
269,Volk::N,Volk,ка́лык
270,Arbeit::N,Arbeit,паша́
271,Gast::N,Gast,уна́
272,Geschenk::N,Geschenk,пӧле́к
273,Spiel::N,Spiel,мо́дыш
274,Spiel::N,Spiel,модма́ш
275,Gesellschaft::N,Gesellschaft,тӱшка́
276,Hilfe::N,Hilfe,по́лыш
277,Freund::N,Freund,таҥ
278,Freund::N,Freund,йолта́ш
279,Kamerad::N,Kamerad,таҥ
280,Angelegenheit::N,Angelegenheit,паша́
281,Anzahl::N,Anzahl,чот
282,Art::N,Art,вид
283,Stück::N,Stück,ка́тыш
284,Stück::N,Stück,ла́стык
285,Teil::N,Teil,ужа́ш
286,Hälfte::N,Hälfte,пел
287,Hälfte::N,Hälfte,пе́ле
288,Kreis::N,Kreis,ты́ртыш
289,Kreuz::N,Kreuz,ыре́с
290,Linie::N,Linie,ли́ний
291,Strich::N,Strich,коре́ш
292,Abstand::N,Abstand,кокла́
293,Entfernung::N,Entfernung,тора́
294,Entfernung::N,Entfernung,ку́жыт
295,Gegend::N,Gegend,кунде́м
296,Platz::N,Platz,ку́мдык
297,Ort::N,Ort,вер
298,Ort::N,Ort,о́лмо
299,Seite::N,Seite,ӧ́рдыж
300,Mitte::N,Mitte,покше́л
301,Gegenstand::N,Gegenstand,наста́
302,Sache::N,Sache,наста́
303,Rand::N,Rand,тӱр
304,Kante::N,Kante,тӱр
305,Ecke::N,Ecke,лук
306,Spitze::N,Spitze,вуй
307,Ende::N,Ende,муча́ш
308,Loch::N,Loch,рож
309,Winkel::N,Winkel,лук
310,Muster::N,Muster,пеза́к
311,Muster::N,Muster,узо́р
312,Muster::N,Muster,ӱ́лгӧ
313,Größe::N,Größe,кӱ́кшыт
314,Länge::N,Länge,ку́тыш
315,Höhe::N,Höhe,кӱ́кшыт
316,Gewicht::N,Gewicht,не́лыт
317,Menge::N,Menge,чот
318,Haufen::N,Haufen,кы́шыл
319,Reihe::N,Reihe,рада́м
320,Boot::N,Boot,пуш
321,Ruder::N,Ruder,эшка́к
322,Schlitten::N,Schlitten,тер
323,Schlitten::N,Schlitten,изде́р
324,Ski::N,Ski,е́че
325,Lagerfeuer::N,Lagerfeuer,туло́то
326,Last::N,Last,нӧ́лтыш
327,Gang::N,Gang,ошкылма́ш
328,Schritt::N,Schritt,о́шкыл
329,Norden::N,Norden,йӱдйыма́л
330,Süden::N,Süden,кечывалве́л
331,Westen::N,Westen,касве́л
332,Osten::N,Osten,эрве́л
333,Holz::N,Holz,пу
334,Brett::N,Brett,оҥа́
335,Platte::N,Platte,аста́р
336,Stütze::N,Stütze,чара́к
337,Stange::N,Stange,лома́ш
338,Stock::N,Stock,тоя́
339,Stab::N,Stab,вара́
340,Stab::N,Stab,кашта́
341,Rohr::N,Rohr,пуч
342,Haus::N,Haus,пӧрт
343,Heim::N,Heim,мӧ́ҥгӧ
344,Ofen::N,Ofen,комака́
345,Fußboden::N,Fußboden,кӱва́р
346,Tisch::N,Tisch,ӱсте́л
347,Stuhl::N,Stuhl,пӱке́н
348,Wiege::N,Wiege,шепка́
349,Bett::N,Bett,ва́кшыш
350,Regal::N,Regal,шӧ́рлык
351,Kiste::N,Kiste,шо́ндык
352,Kiste::N,Kiste,я́шлык
353,Fenster::N,Fenster,окна́
354,Tür::N,Tür,омса́
355,Tor::N,Tor,капка́
356,Zaun::N,Zaun,сава́р
357,Dach::N,Dach,леве́дыш
358,Leiter::N,Leiter,тошка́лтыш
359,Besen::N,Besen,ӱштерво́штыр
360,Spaten::N,Spaten,ко́льмо
361,Schaufel::N,Schaufel,сово́к
362,Schaufel::N,Schaufel,су́ско
363,Gabel::N,Gabel,ви́лке
364,Löffel::N,Löffel,па́не
365,Löffel::N,Löffel,совла́
366,Messer::N,Messer,кӱ́зӧ
367,Nagel::N,Nagel,пуда́
368,Netz::N,Netz,вапш
369,Haken::N,Haken,са́гыле
370,Griff::N,Griff,кыл
371,Schloss::N,Schloss,кӧгӧ́н
372,Bild::N,Bild,сӱре́т
373,Figur::N,Figur,фигу́р
374,Puppe::N,Puppe,курча́к
375,Beutel::N,Beutel,меша́к
376,Bündel::N,Bündel,арша́ш
377,Tasche::N,Tasche,сумка́
378,Eimer::N,Eimer,ведра́
379,Deckel::N,Deckel,ко́мдыш
380,Geschirr::N,Geschirr,а́те
381,Sack::N,Sack,куль
382,Sack::N,Sack,меша́к
383,Tasse::N,Tasse,чу́кыр
384,Tasse::N,Tasse,чашка́
385,Topf::N,Topf,ми́ске
386,Kessel::N,Kessel,под
387,Essen::N,Essen,ко́чкыш
388,Nahrung::N,Nahrung,ку́рго
389,Speise::N,Speise,ко́чкыш
390,Fleisch::N,Fleisch,шыл
391,Getreide::N,Getreide,шу́рно
392,Brei::N,Brei,пу́чымыш
393,Brot::N,Brot,ки́нде
394,Scheibe::N,Scheibe,ка́тыш
395,Fett::N,Fett,коя́
396,Butter::N,Butter,ӱй
397,Öl::N,Öl,ӱй
398,Salz::N,Salz,шинча́л
399,Suppe::N,Suppe,шӱр
400,Honig::N,Honig,мӱй
401,Milch::N,Milch,шӧр
402,Tee::N,Tee,чай
403,Leder::N,Leder,сура́н
404,Leder::N,Leder,шӱ́штӧ
405,Wolle::N,Wolle,пун
406,Stoff::N,Stoff,куэ́м
407,Stoff::N,Stoff,посто́
408,Nadel::N,Nadel,и́ме
409,Faden::N,Faden,шӱ́ртӧ
410,Knopf::N,Knopf,по́лдыш
411,Knoten::N,Knoten,пышке́м
412,Farbe::N,Farbe,чия́
413,Kleidung::N,Kleidung,чие́м
414,Kleidung::N,Kleidung,вурге́м
415,Hemd::N,Hemd,ту́выр
416,Kragen::N,Kragen,сога́
417,Ärmel::N,Ärmel,шокш
418,Hose::N,Hose,йола́ш
419,Gürtel::N,Gürtel,ӱ́штӧ
420,Mütze::N,Mütze,упш
421,Schuh::N,Schuh,боти́нке
422,Stiefel::N,Stiefel,кем
423,Ring::N,Ring,шерга́ш
424,Band::N,Band,тасма́
425,Band::N,Band,ле́нте
426,Kamm::N,Kamm,шерге́
427,Spiegel::N,Spiegel,вошто́нчыш
428,Riemen::N,Riemen,кӱзанӱ́штӧ
429,Schnur::N,Schnur,кере́м
430,Schnur::N,Schnur,кандыра́
431,Leine::N,Leine,вӱра́ҥ
432,Decke::N,Decke,леве́дыш
433,Decke::N,Decke,одея́л
434,Kissen::N,Kissen,кӱ́пчык
435,Tuch::N,Tuch,шо́выч
436,Handtuch::N,Handtuch,со́лык
437,Kraft::N,Kraft,вий
438,Kraft::N,Kraft,куа́т
439,Stärke::N,Stärke,куа́т
440,Stärke::N,Stärke,карма́н
441,Gesundheit::N,Gesundheit,таза́лык
442,Krankheit::N,Krankheit,чер
443,Schmerz::N,Schmerz,ко́рштыш
444,Wunde::N,Wunde,су́сыр
445,Fieber::N,Fieber,йӱштыму́ж
446,Fieber::N,Fieber,лихора́дке
447,Arznei::N,Arznei,эм
448,Brücke::N,Brücke,кӱва́р
449,Brunnen::N,Brunnen,вӱдвыне́м
450,Weide::N,Weide,нурше́р
451,Pfad::N,Pfad,йолго́рно
452,Pfad::N,Pfad,сокма́к
453,Weg::N,Weg,ко́рно
454,Straße::N,Straße,ко́рно
455,Dorf::N,Dorf,ял
456,Stadt::N,Stadt,ола́
457,Brief::N,Brief,се́рыш
458,Buch::N,Buch,книга́
459,Buchstabe::N,Buchstabe,буква́
460,Zeitung::N,Zeitung,газе́т
461,Leben::N,Leben,и́лыш
462,Tod::N,Tod,колыма́ш
463,Grab::N,Grab,шӱга́р
464,Kirche::N,Kirche,че́рке
465,Sünde::N,Sünde,су́лык
466,Gott::N,Gott,ю́мо
467,Arbeiter::N,Arbeiter,паша́зе
468,Chef::N,Chef,тӧра́
469,Meister::N,Meister,маста́р
470,Arzt::N,Arzt,врач
471,Lehrer::N,Lehrer,ту́ныктышо
472,Geld::N,Geld,окса́
473,Geschäft::N,Geschäft,сатулыма́ш
474,Laden::N,Laden,ке́выт
475,Preis::N,Preis,ак
476,Ware::N,Ware,сату́
477,Nutzen::N,Nutzen,пайда́
478,Reichtum::N,Reichtum,поя́нлык
479,Welt::N,Welt,тӱня́
480,Land::N,Land,эл
481,Staat::N,Staat,кугыжа́ныш
482,König::N,König,кугыжа́
483,Macht::N,Macht,власть
484,Grenze::N,Grenze,грани́ца
485,Krieg::N,Krieg,сар
486,Feind::N,Feind,тушма́н
487,Gewalt::N,Gewalt,виешлыма́ш
488,Kampf::N,Kampf,кредалма́ш
489,Bogen[Waffe]::N,Bogen,юҥе́ж
490,Pfeil::N,Pfeil,пикш
491,Gewehr::N,Gewehr,пыча́л
492,Fehler::N,Fehler,йо́ҥылыш
493,Lüge::N,Lüge,шоя́к
494,Schaden::N,Schaden,зия́н
495,Unglück::N,Unglück,эҥге́к
496,Schuld::N,Schuld,тита́к
497,Schuld::N,Schuld,йола́
498,Alter::N,Alter,ийго́т
499,Schluss::N,Schluss,муча́ш
500,Zeit::N,Zeit,жап
501,Zeit::N,Zeit,па́гыт
502,Tag::N,Tag,ке́че
503,Morgen::N,Morgen,эр
504,Mittag::N,Mittag,кечыва́л
505,Abend::N,Abend,кас
506,Nacht::N,Nacht,йӱд
507,Woche::N,Woche,арня́
508,Monat::N,Monat,ты́лзе
509,Jahr::N,Jahr,ий
510,Frühling::N,Frühling,шо́шо
511,Sommer::N,Sommer,кеҥе́ж
512,Herbst::N,Herbst,шы́же
513,Winter::N,Winter,те́ле
514,Januar::N,Januar,шоркыйол
515,Januar::N,Januar,идалыкву́й
516,Januar::N,Januar,янва́рь
517,Februar::N,Februar,пургыж
518,Februar::N,Februar,февра́ль
519,März::N,März,ӱярня
520,März::N,März,март
521,April::N,April,апре́ль
522,Mai::N,Mai,ага
523,Mai::N,Mai,май
524,Juni::N,Juni,пеледыш
525,Juni::N,Juni,ию́нь
526,Juli::N,Juli,сӱрем
527,Juli::N,Juli,ию́ль
528,August::N,August,сорла
529,August::N,August,агарма́н
530,August::N,August,а́вгуст
531,September::N,September,идым
532,September::N,September,сентя́брь
533,Oktober::N,Oktober,шыжа
534,Oktober::N,Oktober,октя́брь
535,November::N,November,кылме тылзе
536,November::N,November,ноя́брь
537,Dezember::N,Dezember,дека́брь
538,Montag::N,Montag,шо́чмо
539,Dienstag::N,Dienstag,ку́шкыжмо
540,Mittwoch::N,Mittwoch,вӱрге́че
541,Donnerstag::N,Donnerstag,изарня́
542,Freitag::N,Freitag,кугарня́
543,Samstag::N,Samstag,шуматке́че
544,Sonntag::N,Sonntag,рушарня́
545,groß::A,groß,кугу́
546,klein::A,klein,изи́
547,lang::A,lang,кужу́
548,kurz::A,kurz,кӱ́чык
549,breit::A,breit,кумда́
550,schmal::A,schmal,а́ҥысыр
551,dicht::A,dicht,ну́гыдо
552,dick[Gegenstand]::A,dick,кӱ́жгӧ
553,dünn::A,dünn,ви́чкыж
554,fein::A,fein,ты́гыде
555,fest::A,fest,чо́ткыдо
556,flach::A,flach,лапка́
557,glatt::A,glatt,яклака́
558,hart::A,hart,пе́ҥгыде
559,weich::A,weich,пу́шкыдо
560,rund::A,rund,йырге́шке
561,spitz::A,spitz,коша́р
562,scharf::A,scharf,пӱ́сӧ
563,stumpf::A,stumpf,токма́к
564,schwer::A,schwer,не́ле
565,schön::A,schön,сы́лне
566,heiß::A,heiß,шо́кшо
567,warm::A,warm,ле́ве
568,kalt::A,kalt,йӱ́штӧ
569,kühl::A,kühl,юа́лге
570,kühl::A,kühl,южгата́
571,frisch::A,frisch,свежа́
572,feucht::A,feucht,вӱ́дыжгӧ
573,nass::A,nass,нӧ́рӧ
574,trocken::A,trocken,ку́кшо
575,voll::A,voll,тич
576,leer::A,leer,яра́
577,offen::A,offen,виш
578,geschlossen::A,geschlossen,пе́тырыме
579,geschlossen::A,geschlossen,тӱ́чмӧ
580,sauber::A,sauber,ару́
581,sauber::A,sauber,янда́р
582,schmutzig::A,schmutzig,лавыра́н
583,schmutzig::A,schmutzig,ла́выргыше
584,roh::A,roh,кӱ́чымӧ
585,reif::A,reif,лӧза́
586,lecker::A,lecker,ту́тло
587,süß::A,süß,ше́ре
588,bitter::A,bitter,ко́чо
589,sauer::A,sauer,шо́по
590,hell::A,hell,во́лгыдо
591,dunkel::A,dunkel,пычке́мыш
592,schwarz::A,schwarz,шола́
593,weiß::A,weiß,ош
594,rot::A,rot,йошка́р
595,gelb::A,gelb,сар
596,blau::A,blau,ка́нде
597,grün::A,grün,ужа́р
598,grau::A,grau,сур
599,bunt::A,bunt,олача́
600,billig::A,billig,шу́лдо
601,teuer::A,teuer,ше́рге
602,wertvoll::A,wertvoll,шергака́н
603,blind::A,blind,со́кыр
604,taub::A,taub,соҥгыра́
605,kräftig::A,kräftig,куа́тле
606,stark::A,stark,вия́н
607,schwach::A,schwach,а́лдыме
608,fett::A,fett,коя́
609,schlank::A,schlank,йоштката́
610,schlank::A,schlank,яжу́
611,hübsch::A,hübsch,чеве́р
612,böse::A,böse,шы́де
613,dumm::A,dumm,аҥыра́
614,faul::A,faul,його
615,fleißig::A,fleißig,ты́ршыше
616,geizig::A,geizig,чаҥга́
617,klug::A,klug,уша́н
618,geschickt::A,geschickt,уста́
619,lieb::A,lieb,ала́л
620,lustig::A,lustig,весела́
621,sanft::A,sanft,ны́жылге
622,hungrig::A,hungrig,шу́жышо
623,krank::A,krank,че́рле
624,nackt::A,nackt,чарама́т
625,traurig::A,traurig,ойга́н
626,lebendig::A,lebendig,и́лыше
627,gut::A,gut,сай
628,schlecht::A,schlecht,уда́
629,schlecht::A,schlecht,шӱ́кшӧ
630,richtig::A,richtig,чы́нле
631,schlimm::A,schlimm,аля́к
632,schlimm::A,schlimm,тыра́н
633,wahr::A,wahr,чы́нле
634,wahr::A,wahr,настоя́щий
635,alt::A,alt,то́што
636,neu::A,neu,у
637,ehemalig::A,ehemalig,о́нчычсо
638,ehemalig::A,ehemalig,онда́кысе
639,alt[Lebewesen]::A,alt,шо́нто
640,jung::A,jung,са́мырык
641,arm::A,arm,нужна́
642,reich::A,reich,поя́н
643,bekannt::A,bekannt,па́лыме
644,berühmt::A,berühmt,лӱ́млӧ
645,fremd::A,fremd,йот
646,verschieden::A,verschieden,тӱ́рлӧ
647,nah::A,nah,ли́шыл
648,fern::A,fern,тора́
649,fern::A,fern,мӱ́ндыр
650,linker::A,linker,шола́
651,rechter::A,rechter,пурла́
652,anderer::A,anderer,вес
653,anderer::A,anderer,мо́ло
654,erster::A,erster,и́кымше
655,zweiter::A,zweiter,ко́кымшо
656,dritter::A,dritter,ку́мшо
657,letzter::A,letzter,пыта́ртыш
658,allein::ADV,allein,шкет
659,auf einmal::ADV,auf einmal,икана́ште
660,zusammen::ADV,zusammen,пырля́
661,lange::ADV,lange,кужу́н
662,plötzlich::ADV,plötzlich,кенета́
663,sofort::ADV,sofort,кызыта́к
664,später::ADV,später,варара́к
665,jetzt::ADV,jetzt,ы́нде
666,jetzt::ADV,jetzt,кы́зыт
667,heute::ADV,heute,та́че
668,morgen::ADV,morgen,эрла́
669,bald::ADV,bald,вашке́
670,dann::ADV,dann,вара́
671,gestern::ADV,gestern,теҥге́че
672,einst::ADV,einst,икана́
673,damals::ADV,damals,туна́м
674,danach::ADV,danach,вара́
675,vorher::ADV,vorher,о́нчыч
676,zuerst::ADV,zuerst,онда́к
677,einmal::ADV,einmal,икана́
678,manchmal::ADV,manchmal,ка́шын
679,manchmal::ADV,manchmal,кокла́н
680,oft::ADV,oft,чӱ́чкыдын
681,immer::ADV,immer,эре́
682,immer::ADV,immer,ту́тыш
683,niemals::ADV,niemals,ок нигуна́м
684,hier::ADV,hier,ты́ште
685,hierhin::ADV,hierhin,ты́шке
686,hierhin::ADV,hierhin,тыш
687,von hier::ADV,von hier,тыше́ч
688,von hier::ADV,von hier,тыве́ч
689,dort::ADV,dort,ту́што
690,dorthin::ADV,dorthin,туш
691,dorthin::ADV,dorthin,ту́шко
692,geradeaus::ADV,geradeaus,вик
693,vorwärts::ADV,vorwärts,о́нчыко
694,rückwärts::ADV,rückwärts,шеҥге́к
695,zurück::ADV,zurück,мӧҥге́ш
696,unten::ADV,unten,ӱ́лнӧ
697,unten::ADV,unten,йыма́лне
698,hinab::ADV,hinab,йыма́к
699,oben::ADV,oben,кӱ́шнӧ
700,oben::ADV,oben,ӱмба́лне
701,hinauf::ADV,hinauf,кӱ́ш
702,hinauf::ADV,hinauf,кӱ́шкӧ
703,überall::ADV,überall,чыла́ вере́
704,nicht::ADV,nicht,ок
705,nicht::ADV,nicht,о́геш
706,ein wenig::ADV,ein wenig,изи́ш
707,kaum::ADV,kaum,пыкше́
708,sehr::ADV,sehr,чот
709,so::ADV,so,тыге́
710,noch::ADV,noch,а́ле
711,nur::ADV,nur,гына́
712,schon::ADV,schon,ы́нде
713,wieder::ADV,wieder,ада́к
714,vergebens::ADV,vergebens,ара́м
715,vor::PRP,vor,о́нчыч
716,hinter::PRP,hinter,шеҥге́лне
717,unter::PRP,unter,йыма́лне
718,durch::PRP,durch,вошт
719,neben::PRP,neben,вокте́н
720,zwischen::PRP,zwischen,кокла́ште
721,wegen::PRP,wegen,верч
