,Concept_ID,se,bg
193,Arm::N,kie'tâkaaṿâ,ръка
194,Arm::N,ǩiõtt,ръка
195,Arm::N,кӣдт,ръка
196,Ellenbogen::N,gernjere,лакът
197,Ellenbogen::N,garŋŋel,лакът
198,Ellenbogen::N,gargŋil,лакът
199,Ellenbogen::N,käŋŋir,лакът
200,Ellenbogen::N,kõõnjâr,лакът
201,Ellenbogen::N,карьнэль,лакът
202,Hand::N,gïete,ръка
203,Hand::N,gïete,китка
204,Hand::N,giehta,ръка
205,Hand::N,giehta,китка
206,Hand::N,giehta,ръка
207,Hand::N,giehta,китка
208,Hand::N,kietâ,ръка
209,Hand::N,kietâ,китка
210,Hand::N,ǩiõtt,ръка
211,Hand::N,ǩiõtt,китка
212,Hand::N,кӣдт,ръка
213,Hand::N,кӣдт,китка
214,Handfläche::N,gïeten-låapoe,длан
215,Handfläche::N,giehtavuodo,длан
216,Handfläche::N,tjårmmåvuodo,длан
217,Handfläche::N,giehtaloahpu,длан
218,Handfläche::N,kiämád,длан
219,Handfläche::N,kuámmir,длан
220,Handfläche::N,kuä´m'mer,длан
221,Handfläche::N,ǩiõttǩeä´m'men,длан
222,Handfläche::N,ко̄а̄ллдэгк,длан
223,Handfläche::N,кӣдткоалдэгк,длан
224,Finger::N,soerme,пръст
225,Finger::N,tjuvdde,пръст
226,Finger::N,suorbma,пръст
227,Finger::N,čuvde,пръст
228,Finger::N,suor'mâ,пръст
229,Finger::N,suõrmm,пръст
230,Finger::N,це̄ххп,пръст
231,Fingernagel::N,gadtse,нокът
232,Fingernagel::N,guehpere,нокът
233,Fingernagel::N,gadtsa,нокът
234,Fingernagel::N,gazza,нокът
235,Fingernagel::N,kozzâ,нокът
236,Fingernagel::N,kõʒʒ,нокът
237,Fingernagel::N,кэ̄ннц,нокът
238,Nagel[Anatomie]::N,gadtse,нокът
239,Nagel[Anatomie]::N,guehpere,нокът
240,Nagel[Anatomie]::N,gadtsa,нокът
241,Nagel[Anatomie]::N,gazza,нокът
242,Nagel[Anatomie]::N,kozzâ,нокът
243,Nagel[Anatomie]::N,kõʒʒ,нокът
244,Nagel[Anatomie]::N,кэ̄ннц,нокът
245,Zeh::N,tjiehtjere,пръст на крак
246,Zeh::N,juolggetjuvdde,пръст на крак
247,Zeh::N,juolgesuorbma,пръст на крак
248,Zeh::N,jyel'gisuor'mâ,пръст на крак
249,Zeh::N,jue´lǧǧsuõrmm,пръст на крак
250,Zeh::N,ю̄лльк-це̄һп,пръст на крак
251,Fuß::N,juelkie,крак
252,Fuß::N,juelkie,нога
253,Fuß::N,juolgge,крак
254,Fuß::N,juolgge,нога
255,Fuß::N,juolgi,крак
256,Fuß::N,juolgi,нога
257,Fuß::N,jyel'gi,крак
258,Fuß::N,jyel'gi,нога
259,Fuß::N,jue´lǧǧ,крак
260,Fuß::N,jue´lǧǧ,нога
261,Fuß::N,ла̄бпь,крак
262,Fuß::N,ла̄бпь,нога
263,Ferse::N,båetskie,пета
264,Ferse::N,boasske,пета
265,Ferse::N,šušmi,пета
266,Ferse::N,šušme,пета
267,Ferse::N,jue´lǧǧkädd,пета
268,Ferse::N,ка̄ннт,пета
269,Knie::N,boelve,коляно
270,Knie::N,buolvva,коляно
271,Knie::N,čibbi,коляно
272,Knie::N,veaŋki,коляно
273,Knie::N,iidâ,коляно
274,Knie::N,puõlvv,коляно
275,Knie::N,пуллв,коляно
276,Oberschenkel::N,ruaksja,бедро
277,Oberschenkel::N,tjibbe,бедро
278,Oberschenkel::N,gassaváhkká,бедро
279,Oberschenkel::N,badjeváhkáa,бедро
280,Oberschenkel::N,čuár'bpeeḷi,бедро
281,Oberschenkel::N,če´bb,бедро
282,Oberschenkel::N,чуаррбе̄лль,бедро
283,Bein::N,juelkie,крак
284,Bein::N,juelkie,нога
285,Bein::N,juolgge,крак
286,Bein::N,juolgge,нога
287,Bein::N,juolgi,крак
288,Bein::N,juolgi,нога
289,Bein::N,jyel'gi,крак
290,Bein::N,jyel'gi,нога
291,Bein::N,jue´lǧǧ,крак
292,Bein::N,jue´lǧǧ,нога
293,Bein::N,ю̄лльк,крак
294,Bein::N,ю̄лльк,нога
295,Körper::N,kråahpe,тяло
296,Körper::N,rumáj,тяло
297,Körper::N,rumaš,тяло
298,Körper::N,ruumâš,тяло
299,Körper::N,rå´pp,тяло
300,Körper::N,лышшьк,тяло
301,Körper::N,роаӈӈьк,тяло
302,Haut::N,njaltja,кожа
303,Haut::N,lijkke,кожа
304,Haut::N,tjuobma,кожа
305,Haut::N,liiki,кожа
306,Haut::N,liške,кожа
307,Haut::N,le´šǩǩ,кожа
308,Haut::N,лышшьк,кожа
309,Blut::N,vïrre,кръв
310,Blut::N,maelie,кръв
311,Blut::N,varra,кръв
312,Blut::N,varra,кръв
313,Blut::N,vorrâ,кръв
314,Blut::N,võrr,кръв
315,Blut::N,вэ̄рр,кръв
316,Ader::N,åerie,вена
317,Ader::N,åerie,артерия
318,Ader::N,aajroe,вена
319,Ader::N,aajroe,артерия
320,Ader::N,suodna,вена
321,Ader::N,suodna,артерия
322,Ader::N,varrasuotna,вена
323,Ader::N,varrasuotna,артерия
324,Ader::N,suoṇâ,вена
325,Ader::N,suoṇâ,артерия
326,Ader::N,suõnn,вена
327,Ader::N,suõnn,артерия
328,Ader::N,сӯнн,вена
329,Ader::N,сӯнн,артерия
330,Sehne::N,soene,жила
331,Sehne::N,soene,сухожилие
332,Sehne::N,gåårtenje,жила
333,Sehne::N,gåårtenje,сухожилие
334,Sehne::N,suodna,жила
335,Sehne::N,suodna,сухожилие
336,Sehne::N,suotna,жила
337,Sehne::N,suotna,сухожилие
338,Sehne::N,suoṇâ,жила
339,Sehne::N,suoṇâ,сухожилие
340,Sehne::N,suõnn,жила
341,Sehne::N,suõnn,сухожилие
342,Sehne::N,сӯнн,жила
343,Sehne::N,сӯнн,сухожилие
344,Knochen::N,måara,кост
345,Knochen::N,måaroe,кост
346,Knochen::N,dákte,кост
347,Knochen::N,dákti,кост
348,Knochen::N,tähti,кост
349,Knochen::N,tä´htt,кост
350,Knochen::N,та̄ххт,кост
351,Knochen::N,та̄ффьт,кост
352,Gehirn::N,aajla,мозък
353,Gehirn::N,vuojŋam,мозък
354,Gehirn::N,vuoigŋašat,мозък
355,Gehirn::N,vuoi'ŋâšeh,мозък
356,Gehirn::N,vuo'ivâšneh,мозък
357,Gehirn::N,vuõivâšn,мозък
358,Gehirn::N,вуэййвэшна,мозък
359,Herz::N,vaajmoe,сърце
360,Herz::N,tsåhke,сърце
361,Herz::N,váibmu,сърце
362,Herz::N,váimu,сърце
363,Herz::N,čââ´đ,сърце
364,Herz::N,кӯттҌк,сърце
365,Magen::N,tjåejjie,стомах
366,Magen::N,tjoajvve,стомах
367,Magen::N,čoavji,стомах
368,Magen::N,čuáv'ji,стомах
369,Magen::N,čåu´jj,стомах
370,Magen::N,чо̄ввьй,стомах
371,Leber::N,mueksie,черен дроб
372,Leber::N,librre,черен дроб
373,Leber::N,vuoivvas,черен дроб
374,Leber::N,vuoivâs,черен дроб
375,Leber::N,vuõivâs,черен дроб
376,Leber::N,вуйвас,черен дроб
377,Atem::N,voejngehtasse,дишане
378,Atem::N,båssånis,дишане
379,Atem::N,vuojŋadahka,дишане
380,Atem::N,vuoiŋŋahat,дишане
381,Atem::N,vuo'iŋâstim,дишане
382,Atem::N,jiõg'g,дишане
383,Atem::N,вӯйнас,дишане
384,Atem::N,вӯййнмушш,дишане
385,Hunger::N,nielkie,глад
386,Hunger::N,nielgge,глад
387,Hunger::N,nealgi,глад
388,Hunger::N,nelgi,глад
389,Hunger::N,neä´lǧǧ,глад
390,Hunger::N,не̄лльк,глад
391,Träne::N,gïknjele,сълза
392,Träne::N,ganjál,сълза
393,Träne::N,ganjal,сълза
394,Träne::N,koonjâl,сълза
395,Träne::N,kõõnjâl,сълза
396,Träne::N,кэ̄нял,сълза
397,Geschmack::N,aelmie,вкус
398,Geschmack::N,muosse,вкус
399,Geschmack::N,smáhkka,вкус
400,Geschmack::N,máhku,вкус
401,Geschmack::N,smáhkka,вкус
402,Geschmack::N,mááhu,вкус
403,Geschmack::N,smakkâ,вкус
404,Geschmack::N,njõõd,вкус
405,Geschmack::N,smääkk,вкус
406,Geschmack::N,ня̄лльк,вкус
407,Geruch::N,haaje,миризма
408,Geruch::N,habjja,миризма
409,Geruch::N,hádja,миризма
410,Geruch::N,opsâ,миризма
411,Geruch::N,haajâ,миризма
412,Geruch::N,õpss,миризма
413,Geruch::N,haajj,миризма
414,Geruch::N,апс,миризма
415,Geruch::N,лэ̄гк,миризма
416,Schlaf::N,nahkerh,сън
417,Schlaf::N,nager,сън
418,Schlaf::N,oados,сън
419,Schlaf::N,nagir,сън
420,Schlaf::N,naṿer,сън
421,Schlaf::N,nââ´er,сън
422,Schlaf::N,нагерь,сън
423,Traum::N,nahkere,сън
424,Traum::N,niehko,сън
425,Traum::N,niehku,сън
426,Traum::N,naṿer,сън
427,Traum::N,nââ´er,сън
428,Traum::N,нагерь,сън
429,Himmel::N,elmie,небе
430,Himmel::N,almme,небе
431,Himmel::N,albmi,небе
432,Himmel::N,alme,небе
433,Himmel::N,â´lmm,небе
434,Himmel::N,алльм,небе
435,Sonne::N,biejjie,слънце
436,Sonne::N,bæjvásj,слънце
437,Sonne::N,beaivváš,слънце
438,Sonne::N,peivi,слънце
439,Sonne::N,piäiváš,слънце
440,Sonne::N,pei´vv,слънце
441,Sonne::N,пе̄ййв,слънце
442,Mond::N,aske,луна
443,Mond::N,aske,месец
444,Mond::N,mánno,луна
445,Mond::N,mánno,месец
446,Mond::N,mánnu,луна
447,Mond::N,mánnu,месец
448,Mond::N,máánu,луна
449,Mond::N,máánu,месец
450,Mond::N,mään,луна
451,Mond::N,mään,месец
452,Mond::N,ма̄нн,луна
453,Mond::N,ма̄нн,месец
454,Stern::N,daasta,звезда
455,Stern::N,naestie,звезда
456,Stern::N,násste,звезда
457,Stern::N,násti,звезда
458,Stern::N,täsni,звезда
459,Stern::N,tä´snn,звезда
460,Stern::N,та̄ссьт,звезда
461,Luft::N,elmie,въздух
462,Luft::N,ájmmo,въздух
463,Luft::N,áibmu,въздух
464,Luft::N,áimu,въздух
465,Luft::N,šõŋŋ,въздух
466,Luft::N,вӯйнас,въздух
467,Wind::N,bïegke,вятър
468,Wind::N,biegga,вятър
469,Wind::N,biegga,вятър
470,Wind::N,pieg'gâ,вятър
471,Wind::N,piõg'g,вятър
472,Wind::N,пӣӈӈк,вятър
473,Welle::N,baaroe,вълна
474,Welle::N,bárro,вълна
475,Welle::N,bárru,вълна
476,Welle::N,pááṛu,вълна
477,Welle::N,päärr,вълна
478,Welle::N,нэ̄ммп,вълна
479,Wasser::N,tjaetsie,вода
480,Wasser::N,tjáhtje,вода
481,Wasser::N,čáhci,вода
482,Wasser::N,čääci,вода
483,Wasser::N,čää´cc,вода
484,Wasser::N,ча̄дзь,вода
485,Stein::N,gierkie,камък
486,Stein::N,giergge,камък
487,Stein::N,geađgi,камък
488,Stein::N,keđgi,камък
489,Stein::N,ǩeä´dǧǧ,камък
490,Stein::N,ке̄ддҌк,камък
491,Boden::N,betnie,земя
492,Boden::N,betnie,почва
493,Boden::N,ednam,земя
494,Boden::N,ednam,почва
495,Boden::N,bodni,земя
496,Boden::N,bodni,почва
497,Boden::N,vuođđu,земя
498,Boden::N,vuođđu,почва
499,Boden::N,ponne,земя
500,Boden::N,ponne,почва
501,Boden::N,vuáđ̣u,земя
502,Boden::N,vuáđ̣u,почва
503,Boden::N,vuâđđ,земя
504,Boden::N,vuâđđ,почва
505,Boden::N,лаввьн,земя
506,Boden::N,лаввьн,почва
507,Boden::N,е̄ммьне,земя
508,Boden::N,е̄ммьне,почва
509,Erde::N,jåarta,земя
510,Erde::N,jåarta,почва
511,Erde::N,mueltie,земя
512,Erde::N,mueltie,почва
513,Erde::N,ednam,земя
514,Erde::N,ednam,почва
515,Erde::N,mållde,земя
516,Erde::N,mållde,почва
517,Erde::N,eana,земя
518,Erde::N,eana,почва
519,Erde::N,eennâm,земя
520,Erde::N,eennâm,почва
521,Erde::N,mädd,земя
522,Erde::N,mädd,почва
523,Erde::N,jânnam,земя
524,Erde::N,jânnam,почва
525,Erde::N,е̄ммьне,земя
526,Erde::N,е̄ммьне,почва
527,Staub::N,heblie,прах
528,Staub::N,tsumhtsie,прах
529,Staub::N,dubme,прах
530,Staub::N,dopmu,прах
531,Staub::N,kovjâ,прах
532,Staub::N,põõ´l,прах
533,Staub::N,кэ̄ббьй,прах
534,Rauch::N,soeve,дим
535,Rauch::N,soeve,пушек
536,Rauch::N,suovva,дим
537,Rauch::N,suovva,пушек
538,Rauch::N,suovva,дим
539,Rauch::N,suovva,пушек
540,Rauch::N,suoṿâ,дим
541,Rauch::N,suoṿâ,пушек
542,Rauch::N,suõvv,дим
543,Rauch::N,suõvv,пушек
544,Rauch::N,сӯвв,дим
545,Rauch::N,сӯвв,пушек
546,Funke::N,naestie,искра
547,Funke::N,tjuonam,искра
548,Funke::N,čuotnan,искра
549,Funke::N,čuođâlm,искра
550,Funke::N,iiskâr,искра
551,Funke::N,čuõzzâm,искра
552,Funke::N,чӯссэм,искра
553,Feuer::N,dålle,огън
554,Feuer::N,dållå,огън
555,Feuer::N,dolla,огън
556,Feuer::N,tullâ,огън
557,Feuer::N,toll,огън
558,Feuer::N,то̄лл,огън
559,Licht::N,tjoevke,светлина
560,Licht::N,tjuovgga,светлина
561,Licht::N,čuovga,светлина
562,Licht::N,čuovggas,светлина
563,Licht::N,čuoṿâ,светлина
564,Licht::N,toll,светлина
565,Licht::N,čuõvv,светлина
566,Licht::N,то̄лл,светлина
567,Schatten::N,skugkie,сянка
568,Schatten::N,soejvene,сянка
569,Schatten::N,irkes,сянка
570,Schatten::N,sieges,сянка
571,Schatten::N,itku,сянка
572,Schatten::N,suoivâ,сянка
573,Schatten::N,õõtt,сянка
574,Schatten::N,ǩeeu´niǩ,сянка
575,Schatten::N,кывьнэхь,сянка
576,Wetter::N,vïerhtse,време
577,Wetter::N,dálkke,време
578,Wetter::N,dálki,време
579,Wetter::N,šoŋŋâ,време
580,Wetter::N,šõŋŋ,време
581,Wetter::N,шэ̄ӈӈ,време
582,Nebel::N,såavla,мъгла
583,Nebel::N,mearhka,мъгла
584,Nebel::N,murkko,мъгла
585,Nebel::N,mierkká,мъгла
586,Nebel::N,mierká,мъгла
587,Nebel::N,miär'kká,мъгла
588,Nebel::N,oṃo,мъгла
589,Nebel::N,sue´lnn,мъгла
590,Nebel::N,цӣгк,мъгла
591,Nebel::N,сулльн,мъгла
592,Wolke::N,balve,облак
593,Wolke::N,balvva,облак
594,Wolke::N,balva,облак
595,Wolke::N,polvâ,облак
596,Wolke::N,põlvv,облак
597,Wolke::N,пэллв,облак
598,Regen::N,ebrie,дъжд
599,Regen::N,harvve,дъжд
600,Regen::N,arvi,дъжд
601,Regen::N,arve,дъжд
602,Regen::N,â´brr,дъжд
603,Regen::N,аббьр,дъжд
604,Schnee::N,lopme,сняг
605,Schnee::N,moehtege,сняг
606,Schnee::N,muohta,сняг
607,Schnee::N,muohta,сняг
608,Schnee::N,muotâ,сняг
609,Schnee::N,muõtt,сняг
610,Schnee::N,вэ̄дз,сняг
611,Schnee::N,куэллт,сняг
612,Eis::N,jïenge,лед
613,Eis::N,jiegŋa,лед
614,Eis::N,jiekŋa,лед
615,Eis::N,jieŋ̣â,лед
616,Eis::N,jiõŋŋ,лед
617,Eis::N,ӣӈӈ,лед
618,Frost::N,baajkoe,мраз
619,Frost::N,tjoasskem,мраз
620,Frost::N,buolaš,мраз
621,Frost::N,puolâš,мраз
622,Frost::N,puõlâš,мраз
623,Frost::N,мӯнь,мраз
624,Kälte::N,jueskie,студ
625,Kälte::N,tjåetskeme,студ
626,Kälte::N,tjoasskem,студ
627,Kälte::N,čoaskin,студ
628,Kälte::N,ko'lmâsvuotâ,студ
629,Kälte::N,ijss,студ
630,Kälte::N,čuä´cǩǩem,студ
631,Kälte::N,tuârggnjõs,студ
632,Kälte::N,кэ̄лмас,студ
633,Hitze::N,baahke,жега
634,Hitze::N,baahke,горещина
635,Hitze::N,báhkka,жега
636,Hitze::N,báhkka,горещина
637,Hitze::N,báhkka,жега
638,Hitze::N,báhkka,горещина
639,Hitze::N,pakkâ,жега
640,Hitze::N,pakkâ,горещина
641,Hitze::N,kuṃe,жега
642,Hitze::N,kuṃe,горещина
643,Hitze::N,paašt,жега
644,Hitze::N,paašt,горещина
645,Hitze::N,жоарр,жега
646,Hitze::N,жоарр,горещина
647,Raureif::N,jyjse,скреж
648,Raureif::N,jyjse,слана
649,Raureif::N,ridne,скреж
650,Raureif::N,ridne,слана
651,Raureif::N,goarre,скреж
652,Raureif::N,goarre,слана
653,Raureif::N,ritni,скреж
654,Raureif::N,ritni,слана
655,Raureif::N,suhči,скреж
656,Raureif::N,suhči,слана
657,Raureif::N,riṇe,скреж
658,Raureif::N,riṇe,слана
659,Raureif::N,ай,скреж
660,Raureif::N,ай,слана
661,Regenbogen::N,aatjan goengere,дъга
662,Regenbogen::N,aatjan joekse,дъга
663,Regenbogen::N,ádjájuoksa,дъга
664,Regenbogen::N,arvedávgi,дъга
665,Regenbogen::N,bajándávgi,дъга
666,Regenbogen::N,äijihtävgi,дъга
667,Regenbogen::N,teârmmazjohss,дъга
668,Regenbogen::N,тӣрмесью̄ккс,дъга
669,Donner::N,raejrie,гръм
670,Donner::N,átjek,гръм
671,Donner::N,átjárájdde,гръм
672,Donner::N,áddjá,гръм
673,Donner::N,baján,гръм
674,Donner::N,juuṛâ,гръм
675,Donner::N,tie´rmes,гръм
676,Donner::N,тӣрмесь,гръм
677,Donner::N,ча̄ркнэгк,гръм
678,Strömung::N,njuvvie,течение
679,Strömung::N,ájggedáhpe,течение
680,Strömung::N,rávdnji,течение
681,Strömung::N,virde,течение
682,Strömung::N,ve´rdd,течение
683,Strömung::N,выррьт,течение
684,Tropfen::N,gåajhkohts,капка
685,Tropfen::N,gåjkudis,капка
686,Tropfen::N,goaikkanas,капка
687,Tropfen::N,čalme,капка
688,Tropfen::N,čâ´lmm,капка
689,Tropfen::N,ча̄лльм,капка
690,Schaum::N,sapte,пяна
691,Schaum::N,såpptå,пяна
692,Schaum::N,sokta,пяна
693,Schaum::N,suptâ,пяна
694,Schaum::N,soptt,пяна
695,Schaum::N,со̄ппт,пяна
696,Schmutz::N,haaskoe,кал
697,Schmutz::N,haaskoe,мръсотия
698,Schmutz::N,duolvva,кал
699,Schmutz::N,duolvva,мръсотия
700,Schmutz::N,duolva,кал
701,Schmutz::N,duolva,мръсотия
702,Schmutz::N,durdi,кал
703,Schmutz::N,durdi,мръсотия
704,Schmutz::N,stänži,кал
705,Schmutz::N,stänži,мръсотия
706,Schmutz::N,sähss,кал
707,Schmutz::N,sähss,мръсотия
708,Schmutz::N,са̄ккьс,кал
709,Schmutz::N,са̄ккьс,мръсотия
710,Schmutz::N,не̄шшь,кал
711,Schmutz::N,не̄шшь,мръсотия
712,See::N,jaevrie,езеро
713,See::N,jávrre,езеро
714,See::N,jávri,езеро
715,See::N,jävri,езеро
716,See::N,jâu´rr,езеро
717,See::N,я̄ввьр,езеро
718,Sumpf::N,pluevie,блато
719,Sumpf::N,áhpe,блато
720,Sumpf::N,sæmssa,блато
721,Sumpf::N,jeaggi,блато
722,Sumpf::N,jeggi,блато
723,Sumpf::N,jeä´ǧ'ǧ,блато
724,Sumpf::N,ла̄ммьп,блато
725,Moor::N,pluevie,мочурище
726,Moor::N,jiegge,мочурище
727,Moor::N,suotnju,мочурище
728,Moor::N,karrii,мочурище
729,Moor::N,kä´rev,мочурище
730,Moor::N,veättaǩ,мочурище
731,Moor::N,ла̄ммьп,мочурище
732,Wiese::N,ïentje,ливада
733,Wiese::N,giedde,ливада
734,Wiese::N,gieddi,ливада
735,Wiese::N,nijtto,ливада
736,Wiese::N,пуэшенҍ,ливада
737,Wald::N,skåake,гора
738,Wald::N,skåajje,гора
739,Wald::N,miehtsie,гора
740,Wald::N,vuovdde,гора
741,Wald::N,miehttse,гора
742,Wald::N,vuovdi,гора
743,Wald::N,meahcci,гора
744,Wald::N,mecci,гора
745,Wald::N,vyemi,гора
746,Wald::N,vue´mm,гора
747,Wald::N,meä´c'c,гора
748,Wald::N,ля̄ммт,гора
749,Hügel::N,deava,рид
750,Hügel::N,deava,хълм
751,Hügel::N,dievvá,рид
752,Hügel::N,dievvá,хълм
753,Hügel::N,dievvá,рид
754,Hügel::N,dievvá,хълм
755,Hügel::N,čummâ,рид
756,Hügel::N,čummâ,хълм
757,Hügel::N,pä´rcc,рид
758,Hügel::N,pä´rcc,хълм
