,Concept_ID,uz,ko
802,rudern::V,eshkak eshmoq,물을헤치다
803,fahren::V,haydamoq,가다
804,fahren::V,haydamoq,나르다
805,fliegen::V,uchmoq,날다
806,gehen::V,bormoq,가다
807,weggehen::V,ketoq,팔리다
808,abfahren::V,jo'namoq,출발하다
809,anhalten::V,to'xtamoq,멈추다
810,hineingehen::V,kirmoq,(그리로)가다
811,eintreten::V,kirmoq,들러가다
812,kommen::V,kelmoq,오다
813,ankommen::V,etib kelmoq,고챀하다
814,zurückkommen::V,qaytib kelmoq,보기
815,bleiben::V,qolmoq,체류
816,warten::V,poylamoq,기다리다
817,erwarten::V,kutmoq,기대하다
818,suchen::V,izlamoq,찾다
819,suchen::V,izlamoq,구하다
820,finden::V,topmoq,찾아내다
821,versuchen::V,chalishmoq,시험하다
822,vorbereiten::V,hozirlamoq,재비하다
823,lieben::V,sevmoq,사랑하다
824,mögen::V,ardoqlamoq,줗아하다
825,lachen::V,kulmoq,웃다
826,rühren::V,ta'sirlantirmoq,건드리다
827,weinen::V,yig'lamoq,울다
828,schimpfen::V,koyinmoq,꾸짖다
829,sich ärgern::V,g'azab qilmoq,화를내게 하다
830,sich fürchten::V,hurkmoq,두려원하다
831,fürchten::V,qo'rqmoq,두려원하다
832,fliehen::V,qochmoq,도망치다
833,flüchten::V,qochmoq,도주하다
834,sehen::V,ko'rmoq,보다
835,anschauen::V,razm solmoq,바라보다
836,ansehen::V,razm qilmoq,바라보다
837,hören::V,äshitmoq,듣다
838,zuhören::V,tinglamoq,듣다
839,probieren::V,tatib ko'rmoq,시식하다
840,riechen::V,iskamoq,내새를맡다
841,fühlen::V,sezmoq,느끼다
842,scheinen::V,tuyilmoq,...것같다
843,zu sehen sein::V,ko'rinmoq,보이는
844,vernehmen::V,äshitmoq,듣다
845,vernehmen::V,äshitmoq,들어서일다
846,frieren::V,sovuq qotmoq,춥다
847,tun::V,ätmoq,하다
848,können::V,-a olmoq,할주릴다
849,können::V,-y olmoq,할주릴다
850,wollen::V,istamoq,바라다
851,anfangen::V,boshlamoq,시작하다
852,beenden::V,bitirmoq,다하다
853,aufhören::V,tinmoq,그만두다
854,gelingen::V,muvaffaqiyat qozonmoq,성국하다
855,geraten::V,bo'lmoq,잘되어가다
856,öffnen::V,ochmoq,열다
857,schließen::V,yopmoq,추측하다
858,stellen::V,qo'ymoq,세우다
859,setzen::V,o'tqazmoq,놓다
860,legen::V,yotqizmoq,눕히다
861,berühren::V,tegmoq,대다
862,verbinden::V,ulamoq,옝열하다
863,bedecken::V,bekitmoq,덮다
864,aufhängen::V,ildirmoq,매달다
865,anzünden::V,yondirmoq,점화하다
866,aufheben::V,ko'tarmoq,위로올리다
867,zurücklassen::V,ayrilmoq,튀에남기다
868,verlieren::V,yo'qotmoq,잃다
869,fallen lassen::V,tushirmoq,떨어뜨리다
870,machen::V,qilmoq,하다
871,herstellen::V,chiqarmoq,제조하다
872,bauen::V,solmoq,짓다
873,reparieren::V,tuzatmoq,수셩자다
874,verbessern::V,isloh qilmoq,정정하다
875,ändern::V,o'zgartirmoq,바꾸다
876,graben::V,qazimoq,파다
877,beugen::V,bukmoq,구부리다
878,biegen::V,bukmoq,굽히다
879,drehen::V,aylantirmoq,회전
880,wenden::V,burmoq,회전시키다
881,umdrehen::V,ag'darmoq,회전시키다
882,heben::V,yuksaltirmoq,일으아키다
883,hochheben::V,ko'tarmoq,틀어올리다
884,ergreifen::V,tutamlamoq,잡다
885,halten::V,tutmoq,잡다
886,drücken::V,bosmoq,누르다
887,schieben::V,surmoq,밀다
888,kratzen::V,qashimoq,긁다
889,lecken::V,mijimoq,핥다
890,beißen::V,tishlamoq,물다
891,abreißen::V,emirmoq,
892,abschneiden::V,cho'rt kesmoq,귾어내다
893,binden::V,bog'lamoq,매다
894,stecken::V,suqmoq,찌르다
895,brechen::V,sindirmoq,금
896,klopfen::V,dukurlamoq,치다
897,hauen::V,urmoq,때리다
898,kleben::V,yopishtirmoq,들러붙다
899,reiben::V,surkamoq,문지르다
900,streichen::V,surkamoq,쓰다듬다
901,schleifen::V,qayramoq,갈다
902,schneiden::V,kesmoq,베다
903,rütteln::V,chayqamoq,흔들다
904,schütteln::V,chayqamoq,흔들다
905,schwenken::V,chayqatmoq,흔들다
906,schütten::V,quymoq,따르다
907,füllen::V,to'ldirmoq,담다
908,einwickeln::V,chulg'amoq,싸다
909,tragen::V,tashimoq,지우다
910,schleppen::V,sudramoq,끌다
911,ziehen::V,tortmoq,당기다
912,aufbewahren::V,tutmoq,간직하다
913,werfen::V,tashlamoq,던지다
914,fangen::V,tutmoq,밥다
915,packen::V,opqochmoq,쥐다
916,verstecken::V,yashirmoq,숨기다
917,teilen::V,bo'lmoq,나누다
918,schicken::V,yubormoq,보내다
919,bringen::V,keltirmoq,가겨
920,hinzufügen::V,tirkamoq,부가하다
921,bekommen::V,olmoq,얻다
922,erhalten::V,olmoq,지니다
923,nehmen::V,olmoq,잡다
924,wählen::V,saylamoq,선거하다
925,auswählen::V,saylamoq,선출하다
926,bewahren::V,saqlamoq,저장보종
927,behindern::V,xalal bermoq,훼방하다
928,verderben::V,xazon qilmoq,못쓰게 되다
929,beschädigen::V,buzmoq,상하게하다
930,zerbrechen::V,sindirmoq,깨뜨리다
931,zerreißen::V,yirtmoq,잡아쫓다
932,zerstören::V,vayron qilmoq,파괴하다
933,verbrennen::V,kuydirmoq,소실하다
934,geben::V,bermoq,주다
935,reichen::V,bermoq,내일다
936,schenken::V,sovg'a qilmoq,주다
937,versprechen::V,va'da bermoq,약속하다
938,wünschen::V,orziqmoq,바라다
939,loben::V,maqtamoq,칭찬하다
940,küssen::V,o'pmoq,키스하다
941,wiegen::V,tebratmoq,어르다
942,zudecken::V,yopmoq,뚜꺼을하다
943,wecken::V,uyg'otmoq,깨우다
944,zeigen::V,ko'rsatmoq,보이다
945,führen::V,boshlik bo'lmoq,가게하다
946,lehren::V,o'rgatmoq,가르치다
947,unterrichten::V,dars bermoq,가르지다
948,aufziehen::V,o'stirmoq,사육하다
949,leiten::V,boshqarmoq,이끌다
950,antreiben::V,shoshiltirmoq,몰다
951,lassen::V,ruxsat bermoq,내버려두다
952,einladen::V,taklif kilmoq,초청하다
953,vereinigen::V,qo'shmoq,하나로하다
954,besuchen::V,mehmonga bormoq,방문하다
955,treffen::V,duchor bo'lmoq,만나다
956,sich versammeln::V,to'planmoq,조립하다
957,spielen::V,o'ynamoq,눌다
958,singen::V,yalla qilmoq,노래하다
959,tanzen::V,raqs qilmoq,춤추하다
960,sich trennen::V,yakkalanmoq,가르다
961,verlassen::V,qoldirmoq,버림받은
962,retten::V,qutqazmoq,구조하다
963,bewachen::V,qo'rimoq,치키다
964,schützen::V,yoniga olmoq,보호하다
965,verteidigen::V,yoqlamoq,막다
966,sich schlagen::V,yoqalashmoq,치다
967,schießen::V,otmoq,쏘다
968,siegen::V,engmoq,이기다
969,ärgern::V,jahl chiqarmoq,성을내게하다
970,schlagen::V,urmoq,치다
971,treten::V,tepmoq,디디다
972,stechen::V,qadamoq,찌르다
973,stoßen::V,turtmoq,찌르다
974,stehlen::V,o'g'rilamoq,훔치다
975,stören::V,tebratmoq,움직이다
976,belästigen::V,g'ashini keltirmoq,괴롭히다
977,verbergen::V,berkitmoq,숨기다
978,täuschen::V,aldamoq,속이다
979,betrügen::V,tirriq qilmoq,속이다
980,töten::V,o'ldirmoq,죽이다
981,wohnen::V,istiqomat qilmoq,실다
982,arbeiten::V,ishlamoq,일하다
983,sammeln::V,yig'moq,모으다
984,pflücken::V,termoq,꿔다
985,jagen::V,ov qilmoq,사냥하다
986,fischen::V,baliq ovlamoq,고기를잡다
987,fassen::V,ilinmoq,움켜쥐다
988,hüten::V,boqtirmoq,망보다
989,treiben::V,haydamoq,몰아세우다
990,anbinden::V,bog'lamoq,묶다
991,füttern::V,edirmoq,사료를주다
992,melken::V,sog'moq,젖을짜다
993,hacken::V,chopmoq,자르다
994,gießen::V,oqizmoq,물을대다
995,reifen::V,qizarmoq,성숙하다
996,zubereiten::V,pishirmoq,조제하다
997,kochen::V,qaynatmoq,요리하다
998,backen::V,yopmoq,쿱다
999,braten::V,qovurmoq,굽다
1000,umrühren::V,atalamoq,교반하다
1001,stricken::V,to'qimoq,뜨개질하다
1002,nähen::V,tikmoq,꿰매다
1003,färben::V,bo'yoqlamoq,채색하다
1004,reinigen::V,tozalamoq,청소하다
1005,waschen::V,yuvmoq,씻다
1006,abwischen::V,surkamoq,닦다
1007,spülen::V,chaymoq,씻다
1008,fegen::V,cho'tkalamoq,소체하다
1009,kehren::V,supurmoq,청소하다
1010,baden::V,cho'milmoq,감다
1011,sich waschen::V,yuvinmoq,모믈 씻다
1012,ausziehen::V,echintirmoq,벗다
1013,anziehen::V,kiymoq,끌어움직이다
1014,sich anziehen::V,kiyinmoq,
1015,kämmen::V,taramoq,빗다
1016,schmücken::V,yasatmoq,치레하다
1017,sagen::V,aytmoq,말하다
1018,sprechen::V,so'zlamoq,말하다
1019,reden::V,gapirmoq,이야기하다
1020,sich unterhalten::V,suhbatlashmoq,
1021,fragen::V,so'ramoq,질문하다
1022,bitten::V,iltimos qilmoq,원하다
1023,erzählen::V,aytib bermoq,이야기하다
1024,mitteilen::V,bildirmoq,이야기하다
1025,nennen::V,atamoq,부르다
1026,rufen::V,chaqirmoq,불러내다
1027,prahlen::V,gerdaymoq,자랑하다
1028,übersetzen::V,tarjima qilmoq,번역하다
1029,denken::V,o'ylamoq,생각하다
1030,glauben::V,ishonmoq,믿다
1031,bemerken::V,payqamoq,인자하다
1032,erkennen::V,tanimoq,인식하다
1033,begreifen::V,tushunmoq,파악하다
1034,verstehen::V,anglamoq,이해하다
1035,lernen::V,o'qimoq,배우다
1036,wissen::V,bilmoq,알다
1037,sich erinnern an::V,äsni tanimoq,상기하다
1038,vergessen::V,unutmoq,잊다
1039,messen::V,o'lchamoq,측정하다
1040,zählen::V,raqamlamoq,세다
1041,rechnen::V,cho'tlamoq,게산하다
1042,lesen::V,o'qimoq,읽다
1043,malen::V,rasm solmoq,그리다
1044,zeichnen::V,chizmoq,소묘하다
1045,schreiben::V,yozmoq,쓰다
1046,besitzen::V,ägalamoq,소유하다
1047,kaufen::V,olmoq,사다
1048,verkaufen::V,sotmoq,팔다
1049,bezahlen::V,to'lamoq,지불하다
1050,zahlen::V,to'lamoq,치르다
1051,beherrschen::V,ägalamoq,지배하다
1052,ertragen::V,chidamoq,참다
