,Concept_ID,cy,he
260,Geist::N,ysbryd,רוח
261,Gedanke::N,meddwl,מחשבה
262,Gedächtnis::N,cof,זכרון
263,Verstand::N,meddwl,שכל
264,Sinn::N,ystyr,מובן
265,Sinn::N,ystyr,משמעות
266,Grund::N,achos,סבה
267,Grund::N,rheswm,סבה
268,Wahrheit::N,gwir,אמת
269,Wahrheit::N,gwirionedd,אמת
270,Gespräch::N,sgwrs,דיון
271,Märchen::N,chwedl werin,אגדה
272,Erzählung::N,stori,ספור
273,Nachricht::N,neges,ידיעה
274,Neuigkeit::N,newydd,חדשה
275,Name::N,enw,שם
276,Rätsel::N,pos,תעלומה
277,Rede::N,araith,נאום
278,Sprache::N,iaith,לשון
279,Stimme::N,llais,קול
280,Wort::N,gair,מלה
281,Zeichen::N,arwydd,סימן
282,Ruf::N,galwad,קריאה
283,Lärm::N,trwst,רעש
284,Laut::N,sain,הגה
285,Ton::N,tôn,צליל
286,Lied::N,cân,שיר
287,Ruhe::N,tawelwch,שלוה
288,Leute::N,pobl,אנשים
289,Volk::N,pobl,עם
290,Arbeit::N,gwaith,עבודה
291,Gast::N,gwestai,אורח
292,Geschenk::N,rhodd,מתנה
293,Geschenk::N,anrheg,מתנה
294,Spiel::N,chwarae,משחק
295,Gesellschaft::N,cwmni,חברה
296,Hilfe::N,cymorth,עזרה
297,Freund::N,cyfaill,חבר
298,Freund::N,cyfaill,ידיד
299,Kamerad::N,cydymaith,רע
300,Angelegenheit::N,pwnc,ענין
301,Anzahl::N,cyfrif,מספר
302,Art::N,bath,סוג
303,Stück::N,darn,חתיכה
304,Teil::N,rhan,פרק
305,Hälfte::N,hanner,חצי
306,Kreis::N,cylch,מעגל
307,Kreuz::N,croes,צלב
308,Linie::N,llinell,קו
309,Strich::N,strôc,קו קצר
310,Strich::N,trawiad,קו קצר
311,Abstand::N,bwlch,מרחק
312,Abstand::N,pellter,מרחק
313,Entfernung::N,pellter,מרחק
314,Gegend::N,cylch,נוף
315,Platz::N,lle,שטח
316,Ort::N,lle,אתר
317,Ort::N,lle,מקום
318,Seite::N,ochr,צד
319,Mitte::N,canol,אמצע
320,Gegenstand::N,eitem,אוביקט
321,Sache::N,peth,דבר
322,Rand::N,cwr,פרור
323,Rand::N,ymyl,פרור
324,Kante::N,min,קצה
325,Kante::N,ymyl,קצה
326,Ecke::N,cornel,פנה
327,Spitze::N,blaen,קצה
328,Ende::N,pen,סוף
329,Loch::N,twll,חר
330,Winkel::N,congl,פנה
331,Muster::N,patrwm,תבנית
332,Größe::N,maint,גדל
333,Größe::N,maintioli,גדל
334,Länge::N,hyd,ארך
335,Höhe::N,uchder,קומה
336,Höhe::N,uchder,גבה
337,Gewicht::N,pwysau,משקל
338,Menge::N,swm,כמות
339,Menge::N,maint,כמות
340,Haufen::N,pentwr,ערמה
341,Reihe::N,rhes,רצף
342,Boot::N,cwch,סירה
343,Ruder::N,rhwyf,משוט
344,Schlitten::N,sled,מזחלת
345,Schlitten::N,car llusg,מזחלת
346,Ski::N,sgi,מגלשים
347,Lagerfeuer::N,coelcerth,מדורה
348,Last::N,llwyth,משא
349,Gang::N,tro,הליכה
350,Schritt::N,cam,צעד
351,Norden::N,gogledd,צפון
352,Süden::N,de,דרום
353,Westen::N,gorllewin,מערב
354,Osten::N,dwyrain,מזרח
355,Holz::N,pren,עץ
356,Brett::N,bwrdd,קרש
357,Brett::N,astell,קרש
358,Platte::N,llech,לוח
359,Stütze::N,ateg,משען
360,Stütze::N,cynhalydd,משען
361,Stange::N,polyn,מוט
362,Stock::N,ffon,מקל
363,Stock::N,brigyn,מקל
364,Stab::N,ffon,מוט
365,Rohr::N,pibell,צנור
366,Haus::N,tŷ,בית
367,Heim::N,cartref,בית
368,Ofen::N,stof,תנור
369,Fußboden::N,llawr,רצפה
370,Tisch::N,bwrdd,שלחן
371,Stuhl::N,cadair,כסא
372,Wiege::N,crud,ערש
373,Bett::N,gwely,מטה
374,Regal::N,silff,מדף
375,Kiste::N,bocs,תבה
376,Kiste::N,bocs,ארגז
377,Kiste::N,blwch,תבה
378,Kiste::N,blwch,ארגז
379,Fenster::N,ffenestr,חלון
380,Tür::N,drws,דלת
381,Tor::N,porth,שער
382,Zaun::N,ffens,גדר
383,Dach::N,to,גג
384,Leiter::N,ysgol,סלם
385,Besen::N,ysgub,מטאטא
386,Spaten::N,rhaw,את
387,Schaufel::N,rhaw,את
388,Gabel::N,fforc,מזלג
389,Löffel::N,llwy,כף
390,Messer::N,cyllell,סכין
391,Nagel::N,hoel,מסמר
392,Netz::N,gwe,רשת
393,Netz::N,rhwyd,רשת
394,Haken::N,bach,וו
395,Haken::N,bach,קרס
396,Griff::N,carn,ידית
397,Schloss::N,clo,מנעול
398,Bild::N,llun,תמונה
399,Bild::N,pictiwr,תמונה
400,Figur::N,ffigur,פסל
401,Puppe::N,dol,בבה
402,Beutel::N,cwd,שק
403,Bündel::N,bwndel,צרור
404,Bündel::N,coflaid,צרור
405,Tasche::N,cod,שקית
406,Eimer::N,bwced,דלי
407,Eimer::N,cunnog,דלי
408,Deckel::N,caead,מכסה
409,Geschirr::N,llestri,כלים
410,Sack::N,sach,שק
411,Tasse::N,cwpan,ספל
412,Topf::N,pot,סיר
413,Topf::N,crochan,סיר
414,Kessel::N,tegell,קנקן
415,Essen::N,pryd o fwyd,אכל
416,Essen::N,pryd o fwyd,ארוחה
417,Nahrung::N,bwyd,הזנה
418,Nahrung::N,bwyd,תזונה
419,Speise::N,saig,מאכל
420,Speise::N,saig,ארוחה
421,Fleisch::N,cig,בשר
422,Getreide::N,ŷd,דגן
423,Getreide::N,llafur,דגן
424,Brei::N,uwd,מחית
425,Brot::N,bara,לחם
426,Scheibe::N,tafell,עגול
427,Scheibe::N,tafell,פרוסה
428,Fett::N,saim,שמן
429,Fett::N,braster,שמן
430,Butter::N,ymenyn,חמאה
431,Öl::N,olew,שמן
432,Salz::N,halen,מלח
433,Suppe::N,cawl,מרק
434,Honig::N,mêl,דבש
435,Milch::N,llaeth,חלב
436,Milch::N,llefrith,חלב
437,Tee::N,te,תה
438,Leder::N,lledr,עור
439,Wolle::N,gwlân,צמר
440,Stoff::N,lliain,בד
441,Stoff::N,lliain,אריג
442,Stoff::N,brethyn,בד
443,Stoff::N,brethyn,אריג
444,Nadel::N,nodwydd,מחט
445,Faden::N,edau,חוט
446,Faden::N,edefyn,חוט
447,Knopf::N,botwm,כפתור
448,Knoten::N,cwlwm,קשר
449,Farbe::N,paent,צבע
450,Kleidung::N,dillad,בגדים
451,Kleidung::N,gwisgoedd,בגדים
452,Hemd::N,crys,חלצה
453,Kragen::N,coler,צוארון
454,Ärmel::N,llawes,שרוול
455,Hose::N,trowsus,מכנסים
456,Gürtel::N,gwregys,חגורה
457,Mütze::N,cap,כובע
458,Schuh::N,esgid,נעל
459,Stiefel::N,botasen,מגף
460,Ring::N,modrwy,טבעת
461,Band::N,rhuban,סרט
462,Kamm::N,crib,מסרק
463,Spiegel::N,drych,מראה
464,Riemen::N,strap,רצועה
465,Schnur::N,llinyn,חבל
466,Leine::N,tennyn,מושכות
467,Decke::N,blanced,שמיכה
468,Decke::N,gwrthban,שמיכה
469,Kissen::N,clustog,כרית
470,Kissen::N,gobennydd,כרית
471,Tuch::N,sgarff,צעיף
472,Handtuch::N,tywel,מגבת
473,Handtuch::N,lliain sychu,מגבת
474,Kraft::N,grym,כוח
475,Stärke::N,nerth,און
476,Stärke::N,cryfder,און
477,Gesundheit::N,iechyd,בריאות
478,Krankheit::N,afiechyd,מחלה
479,Krankheit::N,anhwylder,מחלה
480,Schmerz::N,poen,כאב
481,Schmerz::N,gwayw,כאב
482,Wunde::N,clwyf,פציעה
483,Fieber::N,twymyn,חם
484,Arznei::N,meddyginiaeth,תרופה
485,Brücke::N,pont,גשר
486,Brunnen::N,ffynnon,באר
487,Weide::N,porfa,אחו
488,Weide::N,porfa,מרעה
489,Pfad::N,llwybr,שביל
490,Pfad::N,llwybr,מדרכה
491,Weg::N,ffordd,דרך
492,Straße::N,heol,כביש
493,Straße::N,ffordd,כביש
494,Dorf::N,pentref,כפר
495,Stadt::N,tref,עיר
496,Brief::N,llythyr,מכתב
497,Buch::N,llyfr,ספר
498,Buchstabe::N,llythyren,אות
499,Zeitung::N,papur newydd,עתון
500,Leben::N,bywyd,חיים
501,Tod::N,marwolaeth,מות
502,Grab::N,bedd,קבר
503,Kirche::N,eglwys,כנסיה
504,Sünde::N,pechod,חטא
505,Gott::N,duw,אל
506,Arbeiter::N,gweithiwr,פועל
507,Chef::N,pennaeth,ראש
508,Chef::N,pennaeth,מנהל
509,Meister::N,meistr,ממחה
510,Arzt::N,meddyg,רופא
511,Lehrer::N,athro,מורה
512,Geld::N,pres,כסף
513,Geld::N,arian,כסף
514,Geschäft::N,busnes,עסקה
515,Laden::N,siop,חנות
516,Preis::N,pris,מחיר
517,Ware::N,nwydd,סחורה
518,Nutzen::N,elw,תועלת
519,Nutzen::N,budd,תועלת
520,Reichtum::N,cyfoeth,עשר
521,Welt::N,byd,עולם
522,Land::N,gwlad,ארץ
523,Staat::N,gwladwriaeth,מדינה
524,König::N,brenin,מלך
525,Macht::N,grym,כוח
526,Macht::N,awdurdod,כוח
527,Grenze::N,ffin,גבול
528,Grenze::N,goror,גבול
529,Krieg::N,rhyfel,מלחמה
530,Feind::N,gelyn,אויב
531,Gewalt::N,ffyrnigrwydd,אלימות
532,Kampf::N,brwydr,קרב
533,Kampf::N,brwydr,לחימה
534,Bogen[Waffe]::N,bwa,קשת
535,Pfeil::N,saeth,חץ
536,Gewehr::N,dryll,רובה
537,Fehler::N,gwall,טעות
538,Fehler::N,camgymeriad,טעות
539,Lüge::N,celwydd,שקר
540,Lüge::N,anwiredd,שקר
541,Schaden::N,niwed,נזק
542,Schaden::N,difrod,נזק
543,Unglück::N,anffawd,מזל רע
544,Schuld::N,bai,אשמה
545,Alter::N,oed,גיל
546,Schluss::N,diwedd,סיום
547,Zeit::N,amser,זמן
548,Tag::N,dydd,יום
549,Tag::N,diwrnod,יום
550,Morgen::N,bore,בקר
551,Mittag::N,nawn,צהרים
552,Abend::N,noswaith,ערב
553,Nacht::N,nos,לילה
554,Woche::N,wythnos,שבוע
555,Monat::N,mis,חדש
556,Jahr::N,blwyddyn,שנה
557,Frühling::N,gwanwyn,אביב
558,Sommer::N,haf,קיץ
559,Herbst::N,hydref,סתו
560,Winter::N,gaeaf,חרף
561,Januar::N,Ionawr,ינואר
562,Februar::N,Chwefror,פברואר
563,März::N,Mawrth,מרץ
564,April::N,Ebrill,אפריל
565,Mai::N,Mai,מאי
566,Juni::N,Mehefin,יוני
567,Juli::N,Gorffennaf,יולי
568,August::N,Awst,אוגוסט
569,September::N,Medi,ספטמבר
570,Oktober::N,Hydref,אוקטובר
571,November::N,Tachwedd,נובמבר
572,Dezember::N,Rhagfyr,דצמבר
573,Montag::N,dydd Llun,יום שני
574,Dienstag::N,dydd Mawrth,יום שלישי
575,Mittwoch::N,dydd Mercher,יום רביעי
576,Donnerstag::N,dydd Iau,יום חמישי
577,Freitag::N,dydd Gwener,יום ששי
578,Samstag::N,dydd Sadwrn,יום שבת
579,Sonntag::N,dydd Sul,יום ראשון
580,groß::A,mawr,גדול
581,klein::A,bach,קטן
582,lang::A,hir,ארך
583,kurz::A,byr,קצר
584,kurz::A,cwta,קצר
585,breit::A,llydan,רחב
586,schmal::A,cul,צר
587,dicht::A,dwys,צפוף
588,dick[Gegenstand]::A,trwchus,עבה
589,dünn::A,tenau,דק
590,fein::A,main,מעדן
591,fest::A,cadarn,מוצק
592,flach::A,gwastad,שטוח
593,glatt::A,llyfn,חלק
594,hart::A,caled,קשיח
595,weich::A,meddal,רך
596,rund::A,crwn,עגל
597,spitz::A,pigfain,חד
598,scharf::A,miniog,חד
599,stumpf::A,pŵl,קהה
600,schwer::A,trwm,כבד
601,schön::A,teg,יפה
602,schön::A,hardd,יפה
603,schön::A,prydferth,יפה
604,heiß::A,poeth,חם
605,warm::A,twym,חם
606,warm::A,cynnes,חם
607,kalt::A,oer,קר
608,kühl::A,oeraidd,צונן
609,frisch::A,iach,טרי
610,feucht::A,llaith,לח
611,nass::A,gwlyb,רטוב
612,trocken::A,sych,יבש
613,voll::A,llawn,מלא
614,leer::A,gwag,ריק
615,offen::A,agored,פתוח
616,geschlossen::A,caead,סגור
617,geschlossen::A,caeëdig,סגור
618,sauber::A,glân,נקי
619,schmutzig::A,budr,מלכלך
620,schmutzig::A,brwnt,מלכלך
621,roh::A,amrwd,חי
622,reif::A,aeddfed,בשל
623,lecker::A,blasus,טעים
624,lecker::A,danteithiol,טעים
625,süß::A,melys,מתוק
626,bitter::A,chwerw,מר
627,sauer::A,sur,חמוץ
628,hell::A,disglair,בהיר
629,dunkel::A,tywyll,עמום
630,schwarz::A,du,שחר
631,weiß::A,gwyn,לבן
632,rot::A,coch,אדם
633,gelb::A,melyn,צהב
634,blau::A,glas,כחל
635,grün::A,gwyrdd,ירק
636,grau::A,llwyd,אפר
637,bunt::A,lliwgar,צבעוני
638,billig::A,rhad,זול
639,teuer::A,drud,יקר
640,wertvoll::A,gwerthfawr,יקר ערך
641,blind::A,dall,עור
642,taub::A,byddar,חרש
643,kräftig::A,nerthol,חסן
644,kräftig::A,grymus,חסן
645,stark::A,cryf,חזק
646,stark::A,cadarn,חזק
647,schwach::A,gwan,חלש
648,fett::A,tew,שמן
649,schlank::A,main,רזה
650,hübsch::A,tlws,יפה תאר
651,böse::A,drwg,רשע
652,dumm::A,twp,טפש
653,faul::A,diog,עצלן
654,fleißig::A,dyfal,חרוץ
655,geizig::A,crintach,קמצן
656,geizig::A,cybyddlyd,קמצן
657,klug::A,deallus,נבון
658,klug::A,deallus,פקח
659,geschickt::A,medrus,מימן
660,geschickt::A,deheuig,מימן
661,lieb::A,hoff,יקר
662,lieb::A,hoff,אהוב
663,lieb::A,annwyl,יקר
664,lieb::A,annwyl,אהוב
665,lustig::A,llon,עליז
666,sanft::A,mwyn,עדין
667,hungrig::A,newynog,רעב
668,krank::A,sâl,חולה
669,krank::A,gwael,חולה
670,nackt::A,noeth,ערום
671,traurig::A,trist,עצוב
672,lebendig::A,yn fyw,חי
673,gut::A,da,טוב
674,schlecht::A,drwg,גרוע
675,schlecht::A,gwael,גרוע
676,richtig::A,cywir,נכון
677,schlimm::A,enbyd,רע
678,wahr::A,gwir,אמתי
679,alt::A,hen,ישן
680,neu::A,newydd,חדש
681,ehemalig::A,blaenorol,לשעבר
682,alt[Lebewesen]::A,oedrannus,זקן
683,jung::A,ifanc,צעיר
684,arm::A,tlawd,עני
685,reich::A,cyfoethog,עשיר
686,bekannt::A,cynefin,ידוע
687,bekannt::A,cyfarwydd,ידוע
688,berühmt::A,enwog,מפרסם
689,fremd::A,estron,זר
690,verschieden::A,gwahanol,שונה
691,nah::A,agos,קרוב
692,fern::A,pell,רחוק
693,linker::A,aswy,שמאלי
694,linker::A,chwith,שמאלי
695,rechter::A,de,ימין
696,rechter::A,deau,ימין
697,anderer::A,arall,אחר
698,erster::A,cyntaf,ראשון
699,zweiter::A,ail,שני
700,dritter::A,trydydd,שלישי
701,letzter::A,olaf,אחרון
702,allein::ADV,unig,לבד
703,allein::ADV,ar ei ben ei hun,לבד
704,auf einmal::ADV,ar yr un pryd,בו-זמנית
705,zusammen::ADV,ynghyd,ביחד
706,zusammen::ADV,gyda'i gilydd,ביחד
707,lange::ADV,amser hir,הרבה זמן
708,plötzlich::ADV,yn sydyn,לפתע
709,plötzlich::ADV,yn sydyn,פתאום
710,sofort::ADV,ar unwaith,מיד
711,später::ADV,yn ddiweddarach,לאחר זמן
712,später::ADV,yn ddiweddarach,יותר מאחר
713,jetzt::ADV,yn awr,עכשיו
714,heute::ADV,heddiw,היום
715,morgen::ADV,yfory,מחר
716,bald::ADV,yn fuan,בקרוב
717,bald::ADV,gyda hyn,בקרוב
718,dann::ADV,yna,אחר-כך
719,dann::ADV,y pryd hwnnw,אחר-כך
720,gestern::ADV,ddoe,אתמול
721,einst::ADV,gynt,לפנים
722,damals::ADV,ar y pryd,אז
723,damals::ADV,bryd hynny,אז
724,danach::ADV,wedyn,אחר-כך
725,vorher::ADV,o'r blaen,לפני זה
726,zuerst::ADV,yn gyntaf,קדם
727,einmal::ADV,unwaith,פעם
728,manchmal::ADV,weithiau,לפעמים
729,manchmal::ADV,ar brydiau,לפעמים
730,oft::ADV,yn aml,לעתים קרובות
731,oft::ADV,yn fynych,לעתים קרובות
732,immer::ADV,bob amser,תמיד
733,niemals::ADV,ni ... byth,אף פעם
734,niemals::ADV,ni ... erioed,אף פעם
735,hier::ADV,yma,כאן
736,hierhin::ADV,hyd yma,פה
737,von hier::ADV,oddi yma,מפה
738,dort::ADV,acw,שם
739,dorthin::ADV,tuag yno,שם
740,geradeaus::ADV,syth ymlaen,ישר
741,vorwärts::ADV,ymlaen,קדימה
742,rückwärts::ADV,yn ôl,לאחור
743,zurück::ADV,yn ôl,בחזרה
744,zurück::ADV,yn ôl,אחורנית
745,unten::ADV,isod,למטה
746,unten::ADV,oddi tanodd,למטה
747,hinab::ADV,i lawr,למטה
748,hinab::ADV,i waered,למטה
749,oben::ADV,fry,מעל
750,oben::ADV,fry,למעלה
751,hinauf::ADV,i fyny,למעלה
752,hinauf::ADV,i'r lan,למעלה
753,überall::ADV,ym mhobman,בכל מקום
754,nicht::ADV,ni,לא
755,nicht::ADV,nid,לא
756,ein wenig::ADV,tipyn,קצת
757,ein wenig::ADV,ychydig,קצת
758,kaum::ADV,prin,בקשי
759,sehr::ADV,iawn,מאוד
760,so::ADV,fel,כך
761,so::ADV,fel,ככה
762,so::ADV,felly,כך
763,so::ADV,felly,ככה
764,noch::ADV,eto,עוד
765,noch::ADV,eto,עדין
766,nur::ADV,yn unig,רק
767,schon::ADV,eisoes,כבר
768,schon::ADV,yn barod,כבר
769,wieder::ADV,drachefn,שוב
770,vergebens::ADV,yn ofer,לריק
771,vergebens::ADV,yn ofer,לשוא
772,vor::PRP,o flaen,מול
773,hinter::PRP,ar ôl,מאחורי
774,unter::PRP,islaw,מתחת
775,durch::PRP,trwy,דרך
776,neben::PRP,ar bwys,ליד
777,neben::PRP,ar bwys,על-יד
778,zwischen::PRP,rhwng,בין
779,zwischen::PRP,cydrhwng,בין
780,wegen::PRP,o achos,בשל
781,wegen::PRP,o achos,בגלל
782,wegen::PRP,oherwydd,בשל
783,wegen::PRP,oherwydd,בגלל
784,dies::PRN,hyn,זה
785,das::PRN,hynny,זה
786,alles::PRN,popeth,הכל
787,ich::PRN,fi,אני
788,du::PRN,ti,את
789,du::PRN,ti,אתה
790,er::PRN,fe,הוא
