,Concept_ID,te,fa
688,jung::A,పసి,جوان
689,arm::A,బీద,فقیر
690,reich::A,ధనవంతుడైన,پولدار
691,reich::A,ధనవంతుడైన,ثروتمند
692,bekannt::A,తెలిసిన,آشنا
693,bekannt::A,తెలిసిన,معلوم
694,berühmt::A,ప్రపిద్దికెక్కివ,مشهور
695,fremd::A,అన్యమైన,خارجی
696,fremd::A,అన్యమైన,بیگانه
697,verschieden::A,భేదమైన,مختلف
698,verschieden::A,భేదమైన,متفاوت
699,nah::A,దగ్గఱనున్న,نزدیک
700,fern::A,దూరమందున్న,دور
701,linker::A,ఎడమప్రక్కగ,چپ
702,rechter::A,కుడి,راست
703,anderer::A,వేఱ్తెన,دیگر
704,erster::A,మొదటి,اول
705,zweiter::A,రెండన,دوم
706,dritter::A,మూడో,سوم
707,letzter::A,కడపటి,آخر
708,allein::ADV,ఒంటిగా,تنها
709,auf einmal::ADV,హరాత్తుగ,همزمان
710,zusammen::ADV,కలిసి,باهم
711,lange::ADV,బహుకాలము,مدت‌ها
712,lange::ADV,బహుకాలము,مدت زیادی
713,plötzlich::ADV,హరాత్తుగ,ناگهان
714,sofort::ADV,తక్షణము,فوراً
715,später::ADV,ఇటీవలి,بعدها
716,jetzt::ADV,ఇప్పుడు,حالا
717,jetzt::ADV,ఇప్పుడు,اکنون
718,heute::ADV,నేడు,امروز
719,morgen::ADV,ఱేపు,فردا
720,bald::ADV,శీఘ్రముగ,زود
721,bald::ADV,శీఘ్రముగ,بزودی
722,dann::ADV,అప్పుడు,سپس
723,dann::ADV,అప్పుడు,آنوقت
724,gestern::ADV,నిన్నటి దినము,دیروز
725,einst::ADV,పూర్వమొకప్పుడు,وقتی
726,einst::ADV,పూర్వమొకప్పుడు,زمانی
727,damals::ADV,అప్పుడు,آنوقت
728,damals::ADV,అప్పుడు,آنزمان
729,danach::ADV,అప్పుడు,بعد
730,vorher::ADV,ఎదుట,قبلاً
731,zuerst::ADV,మొదటిలో,اول
732,zuerst::ADV,మొదటిలో,ابتداء
733,einmal::ADV,ఒకసారి,یکدفعه
734,manchmal::ADV,అప్పటప్పటికి,گاهی
735,manchmal::ADV,అప్పటప్పటికి,بعضی اوقات
736,oft::ADV,తఱచుగా,اغلب
737,immer::ADV,ఎల్లప్పుడు,همیشه
738,niemals::ADV,ఎప్పుడునులేదు,هرگز
739,hier::ADV,ఇక్కడ,اینجا
740,hierhin::ADV,ఇక్కడకు,به اینجا
741,von hier::ADV,ఇక్కడనుండి,از اینجا
742,dort::ADV,అక్కడ,آنجا
743,dorthin::ADV,అక్కడికి,به آنجا
744,geradeaus::ADV,సూటిగా,راست
745,vorwärts::ADV,ముందుకు,جلو
746,vorwärts::ADV,ముందుకు,به پیش
747,rückwärts::ADV,వెనుకకు,عقب
748,zurück::ADV,వెనుకభాగము,پس
749,zurück::ADV,వెనుకభాగము,عقب
750,zurück::ADV,వెనుకభాగము,بالعکس
751,unten::ADV,క్రింద,زیر
752,unten::ADV,క్రింద,پایین
753,hinab::ADV,కిందికి,به پایین
754,oben::ADV,మీద,بالا
755,hinauf::ADV,పైకి,به بالا
756,überall::ADV,అంతటా,همه‌جا
757,nicht::ADV,కాదు,نه
758,ein wenig::ADV,కొంచెము,کمی
759,kaum::ADV,చాలిచాలక,به سختی
760,sehr::ADV,చాల,خیلی
761,sehr::ADV,చాల,بسیار
762,so::ADV,ఆలాగున,چنین
763,so::ADV,ఆలాగున,اینطور
764,noch::ADV,ఇప్పటికిని,هنوز
765,nur::ADV,మాత్రము,فقط
766,nur::ADV,మాత్రము,تنها
767,schon::ADV,ఇదివఱకే,قبلاً
768,schon::ADV,ఇదివఱకే,به این زودی
769,wieder::ADV,తిరిగి,باز
770,wieder::ADV,తిరిగి,دوباره
771,vergebens::ADV,నిష్ఫలముగా,بیهوده
772,vor::PRP,ముందు,در جلوی
773,hinter::PRP,వెనుక,پشت
774,unter::PRP,క్రింద,تحت
775,durch::PRP,ద్వారా,از وسط
776,durch::PRP,ద్వారా,از ميان
777,neben::PRP,దగ్గెర,کنار
778,neben::PRP,దగ్గెర,پهلوی
779,zwischen::PRP,మధ్య,بین
780,zwischen::PRP,మధ్య,میان
781,wegen::PRP,కారణంగా,برای
782,wegen::PRP,కారణంగా,بخاطر
783,dies::PRN,ఇది,این
784,das::PRN,అది,آن
785,alles::PRN,సకలము,تمام
786,alles::PRN,సకలము,همه‌چیر
787,ich::PRN,నేను,من
788,du::PRN,నీవు,تو
789,er::PRN,అతడు,او
790,wir::PRN,మనము,ما
791,ihr::PRN,మీరు,شما
792,sie::PRN,వారు,آنها
793,was::FPRN,ఏమి,چه
794,wer::FPRN,ఎవడు,کی
795,wo::FADV,ఎక్కడ,کجا
796,wohin::FADV,ఎందుకు,بکجا
797,wie::FADV,ఎట్టు,چطور
798,wie::FADV,ఎట్టు,چگونه
799,warum::FADV,ఏల,چرا
800,warum::FADV,ఏల,برای چه
801,wieviel::FNUM,ఎంత,چند
802,wieviel::FNUM,ఎంత,چقدر
803,eins::NUM,ఒకటి,یک
804,zwei::NUM,రెండు,دو
805,drei::NUM,మూడు,سه
806,vier::NUM,నాలుగు,چهار
807,fünf::NUM,అయిదు,پنج
808,sechs::NUM,ఆఱు,شش
809,sieben::NUM,ఏరు,هفت
810,acht::NUM,ఎనిమదు,هشت
811,neun::NUM,తొమ్మిది,نه
812,zehn::NUM,పది,ده
813,elf::NUM,పదునొకొండు,یازده
814,zwölf::NUM,పండ్రండు,دوازده
815,zwanzig::NUM,ఇరుపది,بیست
816,dreißig::NUM,ముప్పది,سی
817,vierzig::NUM,నలువది,چهل
818,fünfzig::NUM,ఏబది,پنجاه
819,sechzig::NUM,అరుపది,شصت
820,siebzig::NUM,డెబ్బది,هفتاد
821,achtzig::NUM,ఎనుబది,هشتاد
822,neunzig::NUM,తొంబది,نود
823,hundert::NUM,నూఱు,صد
824,tausend::NUM,వేయి,هزار
825,und::CNJ,మఱియు,و
826,oder::CNJ,లేక,یا
827,stehen::V,నిలుచు,ایستادن
828,sitzen::V,కూర్చుండు,نشستن
829,liegen::V,పండుకొనుట,خوابیدن
830,liegen::V,పండుకొనుట,دراز کشیدن
831,hängen::V,వ్రేలాడదీయు,آویزان بودن
832,werden::V,అగు,شدن
833,passieren::V,సంభవించు,گذشتن
834,passieren::V,సంభవించు,اتفاق افتادن
835,beginnen::V,ఆరంభించు,شروع شدن
836,enden::V,తీరుట,تمام شدن
837,wechseln::V,మార్చు,عوض شدن
838,aufgehen[Sonne]::V,ఉదయించు,برآمدن
839,aufgehen[Sonne]::V,ఉదయించు,طلوع کردن
840,untergehen[Sonne]::V,అస్తమించు,غروب کردن
841,scheinen[Sonne]::V,ప్రకాశించు,تابیدن
842,donnern::V,ఉరుముట,رعد زدن
843,wehen::V,దురద్పప్టము,دمیدن
844,strömen::V,పారుట,روان شدن
845,fließen::V,ప్రవహించు,روان شدن
846,sich drehen::V,తిరుగు,چرخیدن
847,schwanken::V,ఆడించుట,خم و راست شدن
848,schwingen::V,ఊగుట,تاب خوردن
849,schwingen::V,ఊగుట,نوسان کردن
850,fallen::V,పడు,افتادن
851,fallen::V,పడు,سقوط کردن
852,brennen::V,కాలుట,سوزاندن
853,rauchen::V,పొగసుట,دود کردن
854,regnen::V,కురిపించుట,باران آمدن
855,gefrieren::V,గడ్డకట్టు,یخ بستن
856,tauen::V,కరగు,آب شدن
857,schmelzen::V,కరగు,آب شدن
858,trocknen::V,యెండుట,خشک شدن
859,sieden::V,ఉడుకు,جوشیدن
860,faulen::V,క్రుళ్లు,فاسد شدن
861,verfaulen::V,క్షిణించు,پوسیدن
862,reißen::V,చించు,پاره شدن
863,versinken::V,మునుగు,غرق شدن
864,vergehen::V,సంభవించు,گذشتن
865,erscheinen::V,కనబడు,ظاهر شدن
866,verschwinden::V,అదృశ్యమగు,گم شدن
867,verschwinden::V,అదృశ్యమగు,از بین رفتن
868,sinken::V,ముణుగుట,پایین آمدن
869,abnehmen::V,తగ్గు,کم شدن
870,zunehmen::V,పెరుగుట,زیاد شدن
871,steigen::V,లేచు,بالا رفتن
872,wachsen::V,పెరుగు,قد کشیدن
873,glänzen::V,ప్రకాశించు,برق زدن
874,funkeln::V,ప్రకాశించు,جرقه زدن
875,lärmen::V,అరుచుట,شلوغ کردن
876,läuten::V,మేళవించుట,زنگ زدن
877,klingeln::V,వాయించుట,زنگ زدن
878,klirren::V,ఘంటానాదము,جرنگ جرنگ صدا کردن
879,brausen::V,గర్జించు,طوفانی بودن
880,rauschen::V,చటచటమనుట,خش‌خش کردن
881,klingen::V,ధ్వనించుట,صدا دادن
882,bellen::V,అఱచు,عوعو کردن
883,heulen::V,కూయు,زوزه کشیدن
884,blasen::V,దురద్పప్టము,فوت کردن
885,pfeifen::V,ఈలవేయు,سوت زدن
886,schreien::V,అఱచు,فریاد زدن
887,stöhnen::V,మూలుగు,نالیدن
888,zittern::V,వణకు,لرزیدن
889,leben::V,జీవించుట,زیستن
890,leben::V,జీవించుట,زندگی کردن
891,geboren werden::V,పుట్టుట,متولد شدن
892,atmen::V,ఉపిరి తీయు,تنفس کردن
893,trinken::V,త్రాగు,نوشیدن
894,essen::V,తిను,خوردن
895,schlucken::V,మ్రింగు,بلعیدن
896,schlucken::V,మ్రింగు,قورت دادن
897,müde werden::V,అలయు,خسته شدن
898,einschlafen::V,నిద్రించు,خواب رفتن
899,schlafen::V,నిద్రురించు,خوابیدن
900,aufwachen::V,మేలుకొను,از خواب بیدار شدن
901,aufstehen::V,లేచు,بیدار شدن
902,sich erholen::V,నడ్డి వాల్చు,استراحت کردن
903,krank werden::V,జబ్బుపడు,مریض شدن
904,krank sein::V,జబ్బు చేయు,بیمار بودن
905,schmerzen::V,నొచ్చుట,درد کردن
906,husten::V,దగ్గుట,سرفه کردن
907,genesen::V,కుదురుట,بهبود یافتن
908,sterben::V,మరణించు,مردن
909,umkommen::V,నశించు,کشته شدن
910,sich bewegen::V,కదలు,حرکت کردن
911,sich rühren::V,కదలు,تکان خوردن
912,sich erheben::V,లేచు,برخواستن
913,sich setzen::V,కూర్చుణ్డు,نشستن
914,hinfallen::V,దొర్లు,زمین خوردن
915,laufen::V,నడచు,پیاده رفتن
916,schreiten::V,అడుగుపెట్టుట,قدم زدن
917,spazierengehen::V,పచారు చేయు,گردش رفتن
918,eilen::V,తొందరపడు,شتاب کردن
919,sich beeilen::V,త్వరపెట్టు,عجله کردن
920,sausen::V,విసరికొట్టు,صفیر کشیدن
921,rennen::V,పరుగెత్తు,دویدن
922,springen::V,దుముకు,پریدن
923,klettern::V,ఎక్కు,بالا رفتن
924,schaukeln::V,ఉయ్యాల ఊగు ,تاب خوردن
925,kriechen::V,ప్రాకు,خزیدن
926,schwimmen::V,ఈదు,شنا کردن
927,tauchen::V,మునుగు,غواصی کردن
928,rudern::V,తెడ్లతోఁగడపు,پارو زدن
929,fahren::V,నడపు,سواره رفتن
930,fliegen::V,ఎగురు,پریدن
931,gehen::V,పోవు,رفتن
932,weggehen::V,బయలుదేరు,رفتن
933,abfahren::V,విడిచిపోవు,حرکت کردن
934,anhalten::V,నిలుపు,ایست کردن
935,hineingehen::V,ప్రవేశించు,داخل شدن
936,eintreten::V,ప్రవేశించు,وارد شدن
937,kommen::V,వచ్చు,آمدن
938,ankommen::V,వచ్చి చేరు,رسیدن
939,zurückkommen::V,తిరిగీవచ్చుట,برگشتن
940,bleiben::V,ఉండు,ماندن
941,warten::V,కనిపెట్టు,منتظر بودن
942,erwarten::V,నిరిక్షించు,انتظار داشتن
943,suchen::V,వెదకు,جستجو کردن
944,finden::V,కనుగొను,یافتن
945,finden::V,కనుగొను,پیدا کردن
946,versuchen::V,ప్రయత్నించు,سعی کردن
947,versuchen::V,ప్రయత్నించు,کوشش کردن
948,vorbereiten::V,తయారుచేయు,آماده کردن
949,lieben::V,ప్రేమించు,عاشق بودن
950,mögen::V,ఇష్టపడు,میل داشتن
951,mögen::V,ఇష్టపడు,دوست داشتن
952,lachen::V,నవ్వు,خندیدن
953,rühren::V,గుండె తాకు,به رقت آوردن
954,weinen::V,వీడ్చు,گریه کردن
955,schimpfen::V,గొణుగు,فحاشی کردن
956,sich ärgern::V,అలుగు,ناراحت شدن
957,sich fürchten::V,భయపడు,واهمه کردن
958,fürchten::V,భయపడు,ترسیدن
959,fliehen::V,పాఱిపోపు,گریختن
960,flüchten::V,తప్పించుకొను,فرار کردن
961,sehen::V,చూచు,دیدن
962,anschauen::V,చూచు,نگاه کردن
963,ansehen::V,కాచియుండు,تماشا کردن
964,hören::V,విను,شنیدن
965,zuhören::V,విను,گوش دادن
966,probieren::V,చవిచూచుట,چشیدن
967,riechen::V,వాసనచూచు,بوییدن
968,riechen::V,వాసనచూచు,بو کردن
969,fühlen::V,స్పర్శించుట,احساس کردن
970,scheinen::V,కనబడు,بنظر آمدن
971,zu sehen sein::V,చూవు,دیده شدن
972,vernehmen::V,విను,شنیدن
973,frieren::V,చలికి వడకు,سرد بودن
974,tun::V,చేయు,کردن
975,können::V,గల,توانستن
976,wollen::V,కోరు,خواستن
977,anfangen::V,ఆరంభించు,شروع کردن
978,beenden::V,ముగించు,تمام کردن
979,beenden::V,ముగించు,پایان دادن
980,aufhören::V,నిలుపు,دست کشیدن
981,gelingen::V,గెలుపాందు,موفق شدن
982,geraten::V,వెలువడు,نتیجه دادن
983,öffnen::V,తెఱచు,گشودن
984,öffnen::V,తెఱచు,باز کردن
985,schließen::V,మూయు,بستن
986,schließen::V,మూయు,قفل کردن
987,stellen::V,ఉంచు,گذاردن
988,setzen::V,ఉంచు,نشاندن
989,legen::V,పెట్టు,گذاشتن
990,berühren::V,తాకు,دست زدن
991,berühren::V,తాకు,لمس کردن
992,verbinden::V,చేర్చుట,وصل کردن
993,bedecken::V,మూయు,پوشاندن
994,aufhängen::V,వ్రేలాడదీయు,آویختن
995,anzünden::V,వెలిగించు,سوزاندن
996,aufheben::V,సేకరించు,برداشتن
997,aufheben::V,సేకరించు,بلند کردن
998,zurücklassen::V,విడుచు,گذاشتن
999,verlieren::V,పోగొట్టుకొను,گم کردن
1000,fallen lassen::V,జాఱవిడుచు,انداختن
1001,machen::V,చేయు,کردن
1002,machen::V,చేయు,ساختن
1003,herstellen::V,ఉత్పత్తిచేయు,ساختن
1004,herstellen::V,ఉత్పత్తిచేయు,تولید کردن
1005,bauen::V,నిర్మించు,ساختن
1006,bauen::V,నిర్మించు,بنا کردن
1007,reparieren::V,సరిచేయు,درست کردن
1008,reparieren::V,సరిచేయు,تعمیر کردن
1009,verbessern::V,వృద్ధి చేయు,بهتر کردن
1010,ändern::V,మార్చు,تغییر دادن
1011,graben::V,త్రవ్వు,کندن
1012,graben::V,త్రవ్వు,گود کردن
1013,beugen::V,వంచు,کج کردن
1014,biegen::V,వంచు,خم کردن
1015,drehen::V,నూలువడుకు,چرخاندن
1016,wenden::V,త్రిప్పు,برگرداندن
1017,umdrehen::V,త్రిప్పు,برگرداندن
1018,heben::V,ఎత్తు,برداشتن
1019,hochheben::V,ఎత్తు,برآوردن
1020,hochheben::V,ఎత్తు,بلند کردن
1021,ergreifen::V,వశపఱచుకొను,گرفتن
1022,halten::V,ఉంచు,نگاه داشتن
1023,drücken::V,అణచు,فشار دادن
1024,drücken::V,అణచు,فشار آوردن
1025,schieben::V,నొక్కు,هل دادن
1026,kratzen::V,గోకు,خاریدن
1027,lecken::V,నాకు,لیسیدن
1028,beißen::V,కఱచు,گاز زدن
1029,abreißen::V,తెగతెంచు,پاره کردن
1030,abschneiden::V,తెగకొట్టు,بریدن
1031,abschneiden::V,తెగకొట్టు,قطع کردن
1032,binden::V,కట్టు,بستن
1033,stecken::V,తగులుకొనివుండుట,فرو کردن
1034,brechen::V,పగులగొట్టు,شکستن
1035,klopfen::V,కొట్టు,کوبیدن
1036,hauen::V,కొట్టు,زدن
1037,kleben::V,అంటుకొను,چسباندن
1038,reiben::V,రాచు,مالش دادن
1039,streichen::V,వ్యాపింపజేయు,مالیدن
1040,schleifen::V,రాచు,تیز کردن
1041,schneiden::V,కోయు,چیدن
1042,schneiden::V,కోయు,بریدن
1043,rütteln::V,కుదిలించుట,لرزاندن
1044,rütteln::V,కుదిలించుట,تکان دادن
1045,schütteln::V,కదల్చు,تکان دادن
1046,schwenken::V,ఊచుట,تاب دادن
1047,schütten::V,పోయు,ریختن
1048,füllen::V,నింపు,پر کردن
1049,einwickeln::V,చుట్టు,پیچیدن
1050,tragen::V,మోయు,بردن
1051,tragen::V,మోయు,حمل کردن
1052,schleppen::V,ఈడ్చు,کشیدن
1053,ziehen::V,ఈడ్చు,کشیدن
1054,aufbewahren::V,కాపాడు,نگهداری کردن
1055,werfen::V,విసరు,انداختن
1056,werfen::V,విసరు,پرتاب کردن
1057,fangen::V,పట్టుకొను,گرفتن
1058,packen::V,పట్టుకొను,گرفتن
1059,verstecken::V,దాచు,قایم کردن
1060,verstecken::V,దాచు,پنهان کردن
1061,teilen::V,భాగించు,قسمت کردن
1062,teilen::V,భాగించు,تقسیم کردن
1063,schicken::V,పంపు,فرستادن
1064,schicken::V,పంపు,ارسال کردن
1065,bringen::V,తెచ్చు,آوردن
1066,hinzufügen::V,చేర్చు,افزودن
1067,hinzufügen::V,చేర్చు,اضافه کردن
1068,bekommen::V,సంపాదించు,گرفتن
1069,erhalten::V,పుచ్చుకొను,دریافت کردن
1070,nehmen::V,తీసికొను,گرفتن
1071,nehmen::V,తీసికొను,برداشتن
1072,wählen::V,ఇష్టపడు,انتخاب کردن
1073,auswählen::V,ఏరుకొను,برگزیدن
1074,bewahren::V,భద్రపఱుచు,حفظ کردن
1075,bewahren::V,భద్రపఱుచు,حفاظت کردن
1076,behindern::V,అడ్డగించుట,مانع بودن
1077,verderben::V,చెఱచు,از بین بردن
1078,beschädigen::V,చెరుపుట,صدمه زدن
1079,zerbrechen::V,పగులగొట్టు,شکستن
1080,zerreißen::V,చించు,دریدن
1081,zerreißen::V,చించు,پاره کردن
1082,zerstören::V,వాశనము చేయు,خراب کردن
1083,zerstören::V,వాశనము చేయు,ویران کردن
1084,verbrennen::V,కాల్చు,سوزاندن
1085,geben::V,ఇచ్చు,دادن
1086,reichen::V,అందుకొనుట,دادن
1087,schenken::V,అర్పించు,هدیه دادن
1088,versprechen::V,వాగ్దత్తము చేయు,قول دادن
1089,versprechen::V,వాగ్దత్తము చేయు,وعده دادن
1090,wünschen::V,కోరు,آرزو کردن
1091,loben::V,స్తుతించు,ستایش کردن
1092,küssen::V,ముద్దుపెట్టుకొను,بوسیدن
1093,wiegen::V,ఊచుట,نوسان کردن
1094,zudecken::V,మూయు,پوشاندن
1095,wecken::V,నిద్రపలేపుట,بیدار کردن
1096,zeigen::V,చూవు,نشان دادن
1097,führen::V,దారిచూపు,رهنمائی کردن
1098,lehren::V,బోధించు,آموختن
1099,lehren::V,బోధించు,یاد دادن
1100,unterrichten::V,నేర్పు,درس دادن
1101,unterrichten::V,నేర్పు,تدریس کردن
1102,aufziehen::V,పెంచు,تربیت کردن
1103,leiten::V,తీసుకపోవుట,اداره کردن
1104,antreiben::V,ప్రేరేపించు,عجله دادن
1105,lassen::V,అనుమతించు,وادار کردن
1106,einladen::V,ఆహ్వానించు,دعوت کردن
1107,einladen::V,ఆహ్వానించు,مهمان کردن
1108,vereinigen::V,కూడుట,یکی کردن
1109,vereinigen::V,కూడుట,متحد کردن
1110,besuchen::V,పోయి చూచు,دیدار کردن
1111,treffen::V,కలియు,ملاقات کردن
1112,sich versammeln::V,కూర్చు,جمع شدن
1113,spielen::V,ఆట లాడు,بازی کردن
1114,singen::V,పాడు,آواز خواندن
1115,tanzen::V,నృత్యముచేయు,رقصیدن
1116,sich trennen::V,ఎడబాయుట,جدا شدن
1117,verlassen::V,విడుచు,ترک کردن
1118,retten::V,తప్పించుట,نجات دادن
1119,bewachen::V,కాపాడు,حراست کردن
1120,schützen::V,రక్షించు,حفظ کردن
1121,verteidigen::V,రక్షించు,دفاع کردن
1122,sich schlagen::V,జగడమాడు,کتک‌کاری کردن
1123,schießen::V,కాల్చు,تیر زدن
1124,siegen::V,గెలుచు,پیروز شدن
1125,ärgern::V,పీడించుట,ناراحت کردن
1126,schlagen::V,కొట్టు,زدن
1127,schlagen::V,కొట్టు,کوبیدن
1128,treten::V,తన్ను,لگد زدن
1129,stechen::V,కుట్టు,چاقو زدن
1130,stoßen::V,గెంటు,هل دادن
1131,stehlen::V,దొంగిలించు,دزدیدن
1132,stören::V,కలతపఱచు,مزاحم شدن
1133,belästigen::V,పీడించు,زحمت دادن
1134,verbergen::V,దాచు,پنهان کردن
1135,täuschen::V,మోసము చేయు,گول زدن
1136,täuschen::V,మోసము చేయు,فریب دادن
1137,betrügen::V,మోసపుచ్చు,گول زدن
1138,betrügen::V,మోసపుచ్చు,فریب دادن
1139,töten::V,చంపు,کشتن
1140,wohnen::V,నివసించు,منزل داشتن
1141,wohnen::V,నివసించు,سکونت داشتن
1142,arbeiten::V,పనిచేయు,کار کردن
1143,sammeln::V,ప్రోగుచేయు,جمع کردن
1144,pflücken::V,యేరుట,چیدن
1145,jagen::V,వేటాడు,شکار کردن
1146,fischen::V,వెదకు,صید کردن
1147,fischen::V,వెదకు,ماهی‌گیری کردن
1148,fassen::V,పట్టుకొమ,گرفتن
1149,hüten::V,మందచేరుట,چراندن
1150,hüten::V,మందచేరుట,مراقبت کردن
1151,treiben::V,నడపు,راندن
1152,anbinden::V,కట్టు,متصل کردن
1153,füttern::V,భోజనము పెట్టు,غذا دادن
1154,melken::V,పాలు పితుకు,دوشیدن
1155,hacken::V,నఱకు,خرد کردن
1156,gießen::V,నీళ్ళుకట్టుట,ریختن
1157,reifen::V,పండుట,رسیدن
1158,zubereiten::V,వండు,طبخ کردن
1159,zubereiten::V,వండు,آماده کردن
1160,kochen::V,వండు,پختن
1161,kochen::V,వండు,آشپزی کردن
1162,backen::V,రొట్టెకాల్చు,پختن
1163,braten::V,వేపు,سرخ کردن
1164,umrühren::V,కదులుట,هم زدن
1165,stricken::V,అల్లు,بافتن
1166,nähen::V,కుట్టు,دوختن
1167,färben::V,రంగు వేయు,رنگ زدن
1168,reinigen::V,శుభ్రము చేయు,پاک کردن
1169,reinigen::V,శుభ్రము చేయు,تمیز کردن
1170,waschen::V,కడుగు,شستن
1171,abwischen::V,తుడుచు,زدودن
1172,spülen::V,నీటిలో జడించు,شستن
1173,fegen::V,ఊడ్చు,جارو کردن
1174,kehren::V,ఊడ్చు,جارو کردن
1175,baden::V,స్నానము చేయు,شنا کردن
1176,baden::V,స్నానము చేయు,حمام کردن
1177,sich waschen::V,కడుగు,شستشو کردن
1178,ausziehen::V,విప్పు,درآوردن
1179,anziehen::V,ధరించు,پوشیدن
1180,sich anziehen::V,బట్టలు వేసుకొను,لباس پوشیدن
1181,sich anziehen::V,తొడుగుకొను,لباس پوشیدن
1182,kämmen::V,దువ్వుట,شانه زدن
1183,schmücken::V,అలంకరించు,زینت دادن
1184,sagen::V,చెప్పు,گفتن
1185,sprechen::V,చెప్పు,حرف زدن
1186,sprechen::V,చెప్పు,صحبت کردن
1187,reden::V,మాటలాడు,حرف زدن
1188,reden::V,మాటలాడు,صحبت کردن
1189,sich unterhalten::V,ముచ్చటలాడు,گپ زدن
1190,fragen::V,ప్రశ్నించు,پرسیدن
1191,fragen::V,ప్రశ్నించు,سؤال کردن
1192,bitten::V,కోరు,خواهش کردن
1193,bitten::V,కోరు,درخواست کردن
1194,erzählen::V,చెప్పు,نقل کردن
1195,erzählen::V,చెప్పు,حکایت کردن
1196,mitteilen::V,తెలియజేయు,خبر دادن
1197,nennen::V,పేరు వెట్టు,نامیدن
1198,rufen::V,పిలుచు,صدا کردن
1199,prahlen::V,జల్లి,پز آمدن
1200,übersetzen::V,తర్జుమాచేయు,ترجمه کردن
1201,denken::V,ఆలోచించు,فکر کردن
1202,glauben::V,నమ్ము,باور کردن
1203,glauben::V,నమ్ము,عقیده داشتن
1204,bemerken::V,గుర్తించు,متوجه شدن
1205,erkennen::V,గుర్తించు,شناختن
1206,erkennen::V,గుర్తించు,تشخیص دادن
1207,begreifen::V,గ్రహించు,فهمیدن
1208,begreifen::V,గ్రహించు,درک کردن
1209,verstehen::V,గ్రహించు,فهمیدن
1210,lernen::V,నేర్చు కొను,آموختن
1211,lernen::V,నేర్చు కొను,یاد گرفتن
1212,wissen::V,తెలిసికొను,دانستن
1213,sich erinnern an::V,జ్ఞాపకముంచుకొను,به یاد آوردن
1214,vergessen::V,మఱచిపోవు,فراموش کردن
1215,messen::V,కొలుచుట,اندازه گرفتن
1216,zählen::V,లెక్కపెట్టు,شمردن
1217,rechnen::V,లెక్కపెట్టు,حساب کردن
1218,lesen::V,చదువు,خواندن
1219,malen::V,పూనుట,نقاشی کردن
1220,zeichnen::V,వ్రాసుట,کشیدن
1221,zeichnen::V,వ్రాసుట,رسم کردن
1222,schreiben::V,వ్రాయు,نوشتن
1223,besitzen::V,కలిగియుండు,داشتن
1224,kaufen::V,కొను,خریدن
1225,kaufen::V,కొను,خرید کردن
1226,verkaufen::V,అమ్ము,فروختن
1227,bezahlen::V,చెల్లించు,پرداختن
1228,zahlen::V,చెల్లించు,پرداخت کردن
1229,beherrschen::V,ఏలు,مسلط بودن
1230,ertragen::V,భరించు,تحمل کردن
