,Concept_ID,az,de
512,Woche::N,həftə,Woche
513,Monat::N,ay,Monat
514,Jahr::N,il,Jahr
515,Frühling::N,yaz,Frühling
516,Frühling::N,bahar,Frühling
517,Sommer::N,yay,Sommer
518,Herbst::N,payız,Herbst
519,Winter::N,qış,Winter
520,Januar::N,Janvar,Januar
521,Februar::N,Fevral,Februar
522,März::N,Mart,März
523,April::N,Aprel,April
524,Mai::N,May,Mai
525,Juni::N,İyun,Juni
526,Juli::N,İyul,Juli
527,August::N,Avqust,August
528,September::N,Sentyabr,September
529,Oktober::N,Oktyabr,Oktober
530,November::N,Noyabr,November
531,Dezember::N,Dekabr,Dezember
532,Montag::N,bazar ertəsi,Montag
533,Dienstag::N,çərşənbə axşamı,Dienstag
534,Mittwoch::N,çərşənbə,Mittwoch
535,Donnerstag::N,cüme axşamı,Donnerstag
536,Freitag::N,cüme,Freitag
537,Samstag::N,şənbə,Samstag
538,Sonntag::N,bazar,Sonntag
539,groß::A,böyük,groß
540,klein::A,kiçik,klein
541,lang::A,uzun,lang
542,kurz::A,qısa,kurz
543,breit::A,enli,breit
544,breit::A,geniş,breit
545,schmal::A,dar,schmal
546,dicht::A,sıx,dicht
547,dick[Gegenstand]::A,qalın,dick
548,dünn::A,nazik,dünn
549,fein::A,incə,fein
550,fest::A,bərk,fest
551,fest::A,möhkəm,fest
552,flach::A,düz,flach
553,glatt::A,hamar,glatt
554,hart::A,sərt,hart
555,weich::A,yumşaq,weich
556,rund::A,yuvarlaq,rund
557,spitz::A,uclu,spitz
558,spitz::A,sivri,spitz
559,scharf::A,kəskin,scharf
560,stumpf::A,küt,stumpf
561,schwer::A,ağır,schwer
562,schön::A,gözəl,schön
563,schön::A,gəşəng,schön
564,heiß::A,isti,heiß
565,warm::A,ilıq,warm
566,kalt::A,soyuq,kalt
567,kühl::A,sərin,kühl
568,frisch::A,təzə,frisch
569,feucht::A,nəm,feucht
570,nass::A,yaş,nass
571,trocken::A,quru,trocken
572,voll::A,dolu,voll
573,leer::A,boş,leer
574,offen::A,açıq,offen
575,geschlossen::A,qapalı,geschlossen
576,sauber::A,təmiz,sauber
577,schmutzig::A,kirli,schmutzig
578,roh::A,çiy,roh
579,reif::A,yetişmiş,reif
580,lecker::A,dadlı,lecker
581,lecker::A,ləzzətli,lecker
582,süß::A,şirin,süß
583,bitter::A,acı,bitter
584,sauer::A,turş,sauer
585,hell::A,aydın,hell
586,dunkel::A,qaranlıq,dunkel
587,schwarz::A,qara,schwarz
588,weiß::A,ağ,weiß
589,rot::A,qırmızı,rot
590,gelb::A,sarı,gelb
591,blau::A,göy,blau
592,blau::A,mavi,blau
593,grün::A,yaşıl,grün
594,grau::A,boz,grau
595,bunt::A,əlvan,bunt
596,bunt::A,rəngli,bunt
597,billig::A,ucuz,billig
598,teuer::A,bahalı,teuer
599,wertvoll::A,qiymətli,wertvoll
600,blind::A,kor,blind
601,taub::A,kar,taub
602,kräftig::A,güclü,kräftig
603,stark::A,qüvvətli,stark
604,schwach::A,zəif,schwach
605,schwach::A,gücsüz,schwach
606,fett::A,şişman,fett
607,schlank::A,zərif,schlank
608,hübsch::A,göyçək,hübsch
609,böse::A,fəna,böse
610,dumm::A,axmaq,dumm
611,faul::A,tənbəl,faul
612,fleißig::A,çalışqan,fleißig
613,geizig::A,xəsis,geizig
614,klug::A,ağıllı,klug
615,geschickt::A,bacarıqlı,geschickt
616,lieb::A,əziz,lieb
617,lieb::A,sevimli,lieb
618,lustig::A,məzəli,lustig
619,lustig::A,gülməli,lustig
620,sanft::A,mülayim,sanft
621,hungrig::A,ac,hungrig
622,krank::A,xəstə,krank
623,nackt::A,çılpaq,nackt
624,traurig::A,qəmgin,traurig
625,traurig::A,kədərli,traurig
626,lebendig::A,canlı,lebendig
627,gut::A,yaxşı,gut
628,schlecht::A,pis,schlecht
629,richtig::A,doğru,richtig
630,schlimm::A,fəna,schlimm
631,wahr::A,gərçək,wahr
632,alt::A,əski,alt
633,alt::A,köhnə,alt
634,neu::A,yeni,neu
635,ehemalig::A,əvvəlki,ehemalig
636,alt[Lebewesen]::A,qoca,alt
637,jung::A,gənc,jung
638,arm::A,kasıb,arm
639,arm::A,yoxsul,arm
640,reich::A,zəngin,reich
641,bekannt::A,tanış,bekannt
642,berühmt::A,məşhur,berühmt
643,fremd::A,yad,fremd
644,verschieden::A,dürlü,verschieden
645,nah::A,yaxın,nah
646,fern::A,uzaq,fern
647,linker::A,sol,linker
648,rechter::A,sağ,rechter
649,anderer::A,başqa,anderer
650,erster::A,birinci,erster
651,zweiter::A,ikinci,zweiter
652,dritter::A,üçüncü,dritter
653,letzter::A,sonuncu,letzter
654,letzter::A,axırıncı,letzter
655,allein::ADV,tək,allein
656,allein::ADV,yalqız,allein
657,auf einmal::ADV,birdən,auf einmal
658,zusammen::ADV,birlikdə,zusammen
659,lange::ADV,uzun,lange
660,plötzlich::ADV,qəfildən,plötzlich
661,sofort::ADV,həmən,sofort
662,sofort::ADV,dərhal,sofort
663,später::ADV,sonra,später
664,jetzt::ADV,indi,jetzt
665,heute::ADV,bugün,heute
666,morgen::ADV,sabah,morgen
667,bald::ADV,yaxında,bald
668,bald::ADV,tezliklə,bald
669,dann::ADV,onda,dann
670,gestern::ADV,dünən,gestern
671,einst::ADV,əvvəllər,einst
672,damals::ADV,o vaxt,damals
673,danach::ADV,sonra,danach
674,vorher::ADV,qabaqcadan,vorher
675,zuerst::ADV,əvvəl,zuerst
676,einmal::ADV,bir dəfə,einmal
677,manchmal::ADV,hərdənbir,manchmal
678,oft::ADV,tez-tez,oft
679,oft::ADV,çox vaxt,oft
680,immer::ADV,daimi,immer
681,immer::ADV,həmişə,immer
682,niemals::ADV,əsla,niemals
683,niemals::ADV,heç bir zaman,niemals
684,hier::ADV,bura,hier
685,hier::ADV,burada,hier
686,hierhin::ADV,buraya,hierhin
687,von hier::ADV,buradan,von hier
688,dort::ADV,ora,dort
689,dort::ADV,orada,dort
690,dorthin::ADV,oraya,dorthin
691,geradeaus::ADV,düz,geradeaus
692,vorwärts::ADV,irəli,vorwärts
693,rückwärts::ADV,geri,rückwärts
694,zurück::ADV,geriyə,zurück
695,unten::ADV,aşağıda,unten
696,hinab::ADV,aşağı,hinab
697,oben::ADV,yuxarıda,oben
698,hinauf::ADV,yuxarı,hinauf
699,überall::ADV,hər yerdə,überall
700,nicht::ADV,-ma-,nicht
701,ein wenig::ADV,bir az,ein wenig
702,kaum::ADV,güclə,kaum
703,sehr::ADV,çox,sehr
704,so::ADV,belə,so
705,noch::ADV,hələ,noch
706,nur::ADV,yalnız,nur
707,schon::ADV,artıq,schon
708,wieder::ADV,yenə,wieder
709,vergebens::ADV,boş yerə,vergebens
710,vor::PRP,önündə,vor
711,hinter::PRP,arxasında,hinter
712,unter::PRP,altında,unter
713,durch::PRP,içindən,durch
714,neben::PRP,yanında,neben
715,zwischen::PRP,arasında,zwischen
716,wegen::PRP,üçün,wegen
717,wegen::PRP,ötəri,wegen
718,dies::PRN,bu,dies
719,das::PRN,o,das
720,alles::PRN,hər şey,alles
721,ich::PRN,mən,ich
722,du::PRN,sən,du
723,er::PRN,o,er
724,wir::PRN,biz,wir
725,ihr::PRN,siz,ihr
726,sie::PRN,onlar,sie
727,was::FPRN,nə,was
728,wer::FPRN,kim,wer
729,wo::FADV,harada,wo
730,wohin::FADV,haraya,wohin
731,wie::FADV,necə,wie
732,warum::FADV,niyə,warum
733,warum::FADV,nə üçün,warum
734,wieviel::FNUM,neçə,wieviel
735,wieviel::FNUM,nə qədər,wieviel
736,eins::NUM,bir,eins
737,zwei::NUM,iki,zwei
738,drei::NUM,üç,drei
739,vier::NUM,dörd,vier
740,fünf::NUM,beş,fünf
741,sechs::NUM,altı,sechs
742,sieben::NUM,yeddi,sieben
743,acht::NUM,səkkiz,acht
744,neun::NUM,doqquz,neun
745,zehn::NUM,on,zehn
746,elf::NUM,on bir,elf
747,zwölf::NUM,on iki,zwölf
748,zwanzig::NUM,iyirmi,zwanzig
749,dreißig::NUM,otuz,dreißig
750,vierzig::NUM,qırx,vierzig
751,fünfzig::NUM,əlli,fünfzig
752,sechzig::NUM,altmış,sechzig
753,siebzig::NUM,yetmiş,siebzig
754,achtzig::NUM,səksən,achtzig
755,neunzig::NUM,doxsan,neunzig
756,hundert::NUM,yüz,hundert
757,tausend::NUM,min,tausend
758,und::CNJ,və,und
759,oder::CNJ,ya,oder
760,stehen::V,durmaq,stehen
761,sitzen::V,oturmaq,sitzen
762,liegen::V,uzanmaq,liegen
763,hängen::V,asılmaq,hängen
764,werden::V,olmaq,werden
765,passieren::V,olmaq,passieren
766,passieren::V,baş vermək,passieren
767,beginnen::V,başlamaq,beginnen
768,enden::V,bitmək,enden
769,wechseln::V,dəyişmək,wechseln
770,aufgehen[Sonne]::V,doğmaq,aufgehen
771,untergehen[Sonne]::V,batmaq,untergehen
772,scheinen[Sonne]::V,parlamaq,scheinen
773,donnern::V,guruldamaq,donnern
774,wehen::V,əsmək,wehen
775,strömen::V,axmaq,strömen
776,fließen::V,axmaq,fließen
777,sich drehen::V,dönmək,sich drehen
778,schwanken::V,yellənmək,schwanken
779,schwingen::V,yellənmək,schwingen
780,fallen::V,düşmek,fallen
781,brennen::V,yanmaq,brennen
782,rauchen::V,tüstüləmək,rauchen
783,regnen::V,yağmaq,regnen
784,gefrieren::V,donmaq,gefrieren
785,tauen::V,ərimək,tauen
