,Concept_ID,fr,ro
152,Meer::N,mer,mare
153,Bucht::N,baie,golf
154,Insel::N,île,insulă
155,Blume::N,fleur,floare
156,Gras::N,herbe,iarbă
157,Wurzel::N,racine,rădăcină
158,Baum::N,arbre,copac
159,Baum::N,arbre,arbore
160,Stamm::N,tronc,tulpină
161,Rinde::N,écorce,scoarță
162,Ast::N,branche,cracă
163,Ast::N,branche,creangă
164,Zweig::N,rameau,ramură
165,Zweig::N,rameau,creangă
166,Blatt::N,feuille,frunză
167,Birke::N,bouleau,mesteacăn
168,Kiefer[Baum]::N,pin,pin
169,Weide[Baum]::N,saule,salcie
170,Weide[Baum]::N,saule,răchită
171,Tanne::N,sapin,brad
172,Horn::N,corne,corn
173,Feder::N,plume,pană
174,Fell::N,peau,piele
175,Flügel::N,aile,aripă
176,Klaue::N,serre,gheară
177,Kralle::N,ongle,labă
178,Kralle::N,ongle,gheară
179,Kralle::N,griffe,labă
180,Kralle::N,griffe,gheară
181,Schwanz::N,queue,coadă
182,Ei::N,œuf,ou
183,Nest::N,nid,cuib
184,Bau::N,terrier,bârlog
185,Bau::N,terrier,vizuină
186,Tier::N,animal,animal
187,Herde::N,troupeau,turmă
188,Herde::N,troupeau,cireadă
189,Kuh::N,vache,vacă
190,Bulle::N,taureau,taur
191,Pferd::N,cheval,cal
192,Schaf::N,mouton,oaie
193,Schwein::N,porc,porc
194,Schwein::N,cochon,porc
195,Hund::N,chien,câine
196,Katze::N,chat,pisică
197,Bär::N,ours,urs
198,Eichhörnchen::N,écureuil,veveriță
199,Elch::N,élan,elan
200,Fuchs::N,renard,vulpe
201,Hase::N,lièvre,iepure
202,Maus::N,souris,șoarece
203,Wolf::N,loup,lup
204,Vogel::N,oiseau,pasăre
205,Schwarm::N,nuée,cârd
206,Schwarm::N,volée,cârd
207,Huhn::N,poule,găină
208,Hahn::N,coq,cocoș
209,Gans::N,oie,gâscă
210,Adler::N,aigle,vultur
211,Ente::N,canard,rață
212,Eule::N,hibou,bufniță
213,Kranich::N,grue,cocor
214,Krähe::N,corneille,cioară
215,Kuckuck::N,coucou,cuc
216,Schwan::N,cygne,lebădă
217,Fisch::N,poisson,pește
218,Barsch::N,perche,biban
219,Hecht::N,brochet,știucă
220,Schlange[Tier]::N,serpent,șarpe
221,Wurm::N,ver,vierme
222,Spinne::N,araignée,păianjen
223,Ameise::N,fourmi,furnică
224,Laus::N,pou,păduche
225,Mücke::N,moucheron,țânțar
226,Fliege::N,mouche,muscă
227,Schmetterling::N,papillon,fluture
228,Beere::N,baie,boabă
229,Apfel::N,pomme,măr
230,Pilz::N,champignon,burete
231,Pilz::N,champignon,ciupercă
232,Zwiebel::N,oignon,ceapă
233,Saat::N,semence,semănătură
234,Korn::N,grain,grâu
235,Heu::N,foin,fân
236,Schale::N,pelure,coajă
237,Grube::N,fosse,groapă
238,Falle::N,piège,cursă
239,Falle::N,piège,capcană
240,Schlinge::N,lacs,laț
241,Spur::N,trace,dâră
242,Asche::N,cendre,cenușă
243,Dreck::N,crotte,noroi
244,Dreck::N,crotte,murdărie
245,Eisen::N,fer,fier
246,Gold::N,or,aur
247,Silber::N,argent,argint
248,Kohle::N,charbon,cărbune
249,Glas::N,verre,sticlă
250,Lehm::N,glaise,lut
251,Lehm::N,glaise,humă
252,Sand::N,sable,nisip
253,Mensch::N,homme,om
254,Mensch::N,homme,persoană
255,Mann::N,homme,om
256,Mann::N,homme,bărbat
257,Frau::N,femme,femeie
258,Kind::N,enfant,copil
259,Junge::N,garçon,băiat
260,Junge::N,garçon,flăcău
261,Mädchen::N,fille,fată
262,Mädchen::N,jeune fille,fată
263,Familie::N,famille,familie
264,Großvater::N,grand-père,bunic
265,Großvater::N,grand-père,tată mare
266,Großmutter::N,grand-mère,bunică
267,Großmutter::N,grand-mère,mamă mare
268,Eltern::N,parents,părinți
269,Vater::N,père,tată
270,Vater::N,père,părinte
271,Mutter::N,mère,mamă
272,Sohn::N,fils,fiu
273,Sohn::N,fils,fecior
274,Tochter::N,fille,fiică
275,Bruder::N,frère,frate
276,Schwester::N,sœur,soră
277,Onkel::N,oncle,unchi
278,Tante::N,tante,mătușă
279,Ehemann::N,mari,soț
280,Ehemann::N,mari,bărbat
281,Ehemann::N,époux,soț
282,Ehemann::N,époux,bărbat
283,Ehefrau::N,femme,soție
284,Ehefrau::N,épouse,soție
285,Freude::N,joie,bucurie
286,Freude::N,plaisir,bucurie
287,Gelächter::N,rires,râset
288,Glück::N,bonheur,fericire
289,Kummer::N,peine,mâhnire
290,Kummer::N,chagrin,mâhnire
291,Wunsch::N,désir,dorință
292,Wunsch::N,désir,deziderat
293,Lust::N,envie,poftă
294,Lust::N,envie,înclinare
295,Geist::N,esprit,duh
296,Geist::N,esprit,minte
297,Geist::N,esprit,suflet
298,Gedanke::N,idée,gând
299,Gedanke::N,idée,cuget
300,Gedanke::N,pensée,gând
301,Gedanke::N,pensée,cuget
302,Gedächtnis::N,mémoire,memorie
303,Verstand::N,raison,minte
304,Verstand::N,raison,intelect
305,Sinn::N,sens,sens
306,Sinn::N,sens,înțeles
307,Grund::N,cause,cauză
308,Grund::N,cause,pricină
309,Grund::N,raison,cauză
310,Grund::N,raison,pricină
311,Wahrheit::N,vérité,adevăr
312,Gespräch::N,conversation,convorbire
313,Gespräch::N,conversation,conversație
314,Märchen::N,conte,basm
315,Märchen::N,conte,poveste
316,Märchen::N,conte de fées,basm
317,Märchen::N,conte de fées,poveste
318,Erzählung::N,conte,poveste
319,Erzählung::N,narration,poveste
320,Nachricht::N,message,veste
321,Neuigkeit::N,nouvelle,noutate
322,Neuigkeit::N,nouvelle,actualitate
323,Name::N,nom,nume
324,Rätsel::N,énigme,ghicitoare
325,Rätsel::N,devinette,ghicitoare
326,Rede::N,parole,discurs
327,Rede::N,discours,discurs
328,Sprache::N,langue,limbă
329,Sprache::N,langue,limbaj
330,Sprache::N,langage,limbă
331,Sprache::N,langage,limbaj
332,Stimme::N,voix,glas
333,Wort::N,mot,cuvânt
334,Zeichen::N,signe,semn
335,Zeichen::N,signe,semnal
336,Ruf::N,cri,chemare
337,Ruf::N,appel,chemare
338,Lärm::N,bruit,zgomot
339,Lärm::N,bruit,tărăboi
340,Laut::N,son,sunet
341,Ton::N,ton,ton
342,Lied::N,chant,cântec
343,Lied::N,chanson,cântec
344,Ruhe::N,calme,odihnă
345,Ruhe::N,calme,liniște
346,Ruhe::N,tranquillité,odihnă
347,Ruhe::N,tranquillité,liniște
348,Leute::N,gens,lume
349,Leute::N,gens,oameni
350,Volk::N,peuple,popor
351,Volk::N,peuple,națiune
352,Arbeit::N,travail,lucru
353,Gast::N,hôte,musafir
354,Gast::N,invité,musafir
355,Geschenk::N,cadeau,dar
356,Geschenk::N,cadeau,cadou
357,Geschenk::N,présent,dar
358,Geschenk::N,présent,cadou
359,Spiel::N,jeu,joc
360,Gesellschaft::N,compagnie,societate
361,Hilfe::N,aide,ajutor
362,Hilfe::N,secours,ajutor
363,Freund::N,ami,amic
364,Freund::N,ami,prieten
365,Kamerad::N,copain,tovarăș
366,Kamerad::N,camarade,tovarăș
367,Angelegenheit::N,affaire,afacere
368,Anzahl::N,nombre,număr
369,Anzahl::N,nombre,cantitate
370,Art::N,sorte,fel
371,Art::N,sorte,specie
372,Art::N,espèce,fel
373,Art::N,espèce,specie
374,Stück::N,morceau,bucată
375,Teil::N,part,parte
376,Teil::N,part,porție
377,Teil::N,partie,parte
378,Teil::N,partie,porție
379,Hälfte::N,moitié,jumătate
380,Kreis::N,cercle,cerc
381,Kreuz::N,croix,cruce
382,Linie::N,ligne,linie
383,Strich::N,trait,linie
384,Strich::N,trait,trăsătură
385,Abstand::N,écart,distanță
386,Abstand::N,écart,depărtare
387,Entfernung::N,distance,distanță
388,Entfernung::N,distance,depărtare
389,Gegend::N,région,regiune
390,Gegend::N,contrée,regiune
391,Platz::N,place,loc
392,Ort::N,lieu,loc
393,Ort::N,endroit,loc
394,Seite::N,côté,latură
395,Mitte::N,milieu,centru
396,Gegenstand::N,objet,obiect
397,Sache::N,chose,lucru
398,Sache::N,chose,chestie
399,Rand::N,bord,bordură
400,Kante::N,arête,muchie
401,Kante::N,arête,bordură
402,Ecke::N,coin,colț
403,Ecke::N,tournant,colț
404,Spitze::N,cime,vârf
405,Spitze::N,cime,creștet
406,Spitze::N,pointe,vârf
407,Spitze::N,pointe,creștet
408,Ende::N,bout,capăt
409,Loch::N,trou,gaură
410,Winkel::N,coin,colț
411,Winkel::N,réduit,colț
412,Muster::N,dessin,desen
413,Größe::N,grandeur,mărime
414,Länge::N,longueur,lungime
415,Höhe::N,hauteur,înălțime
416,Höhe::N,altitude,înălțime
417,Gewicht::N,poids,greutate
418,Menge::N,quantité,cantitate
419,Haufen::N,tas,grămadă
420,Reihe::N,file,șir
421,Reihe::N,file,rând
422,Reihe::N,rangée,șir
423,Reihe::N,rangée,rând
424,Boot::N,canot,barcă
425,Boot::N,canot,luntre
426,Boot::N,bateau,barcă
427,Boot::N,bateau,luntre
428,Ruder::N,rame,vâslă
429,Ruder::N,rame,lopată
430,Ruder::N,aviron,vâslă
431,Ruder::N,aviron,lopată
432,Schlitten::N,traîneau,sanie
433,Ski::N,ski,schi
434,Lagerfeuer::N,feu de camp,foc de tabără
435,Last::N,charge,povară
436,Last::N,charge,sarcină
437,Last::N,fardeau,povară
438,Last::N,fardeau,sarcină
439,Gang::N,tour,mers
440,Gang::N,tour,umblet
441,Gang::N,marche,mers
442,Gang::N,marche,umblet
443,Schritt::N,pas,pas
444,Norden::N,nord,nord
445,Norden::N,nord,miazănoapte
446,Süden::N,sud,sud
447,Süden::N,sud,miazăzi
448,Westen::N,ouest,apus
449,Westen::N,occident,apus
450,Osten::N,est,est
451,Osten::N,est,răsărit
452,Osten::N,orient,est
453,Osten::N,orient,răsărit
454,Holz::N,bois,lemn
455,Brett::N,planche,scândură
456,Platte::N,plaque,placă
457,Stütze::N,appui,proptea
458,Stütze::N,soutien,proptea
459,Stange::N,barre,bară
460,Stange::N,barre,prăjină
461,Stange::N,perche,bară
462,Stange::N,perche,prăjină
463,Stock::N,canne,băț
464,Stock::N,canne,baston
465,Stab::N,bâton,baston
466,Stab::N,bâton,prăjină
467,Rohr::N,tube,tub
468,Rohr::N,tube,țeavă
469,Rohr::N,tuyau,tub
470,Rohr::N,tuyau,țeavă
471,Haus::N,maison,casă
472,Heim::N,maison,casă
473,Heim::N,maison,cămin
474,Ofen::N,poêle,sobă
475,Fußboden::N,plancher,podea
476,Fußboden::N,plancher,dușumea
477,Tisch::N,table,masă
478,Stuhl::N,chaise,scaun
479,Wiege::N,berceau,leagăn
480,Bett::N,lit,pat
481,Regal::N,étagère,rafturi
482,Kiste::N,caisse,ladă
483,Kiste::N,caisse,cutie
484,Fenster::N,fenêtre,fereastră
485,Tür::N,porte,ușă
486,Tor::N,porte,poartă
487,Tor::N,portail,poartă
488,Zaun::N,clôture,gard
489,Dach::N,toit,acoperiș
490,Leiter::N,échelle,scară
491,Besen::N,balai,mătură
492,Spaten::N,bêche,cazma
493,Spaten::N,bêche,hârleț
494,Schaufel::N,pelle,lopată
495,Gabel::N,fourchette,furculiță
496,Löffel::N,cuiller,lingură
497,Messer::N,couteau,cuțit
498,Nagel::N,clou,cui
499,Netz::N,filet,plasă
500,Haken::N,croc,cârlig
501,Haken::N,crochet,cârlig
502,Griff::N,prise,mâner
503,Griff::N,manche,mâner
504,Schloss::N,serrure,lacăt
505,Bild::N,image,tablou
506,Bild::N,image,imagine
507,Bild::N,tableau,tablou
508,Bild::N,tableau,imagine
509,Figur::N,figure,chip
510,Figur::N,figure,figură
511,Puppe::N,poupée,păpușă
512,Beutel::N,sac,pungă
513,Beutel::N,sac,săculeț
514,Beutel::N,petit sac,pungă
515,Beutel::N,petit sac,săculeț
516,Bündel::N,paquet,mănunchi
517,Bündel::N,faisceau,mănunchi
518,Tasche::N,sac,geantă
519,Eimer::N,seau,găleată
520,Deckel::N,couvercle,capac
521,Geschirr::N,vaisselle,vase
522,Geschirr::N,vaisselle,tacâmuri
523,Sack::N,sac,sac
524,Tasse::N,tasse,ceașcă
525,Topf::N,pot,oală
526,Topf::N,marmite,oală
527,Kessel::N,chaudron,cazan
528,Kessel::N,chaudron,căldare
529,Essen::N,repas,mâncare
530,Essen::N,manger,mâncare
531,Nahrung::N,nourriture,hrană
532,Nahrung::N,nourriture,aliment
533,Speise::N,plat,bucate
534,Speise::N,plat,fel de bucate
535,Fleisch::N,viande,carne
536,Getreide::N,blé,cereale
537,Getreide::N,céréales,cereale
538,Brei::N,purée,pireu
539,Brei::N,bouillie,pireu
540,Brot::N,pain,pâine
541,Scheibe::N,tranche,felie
542,Scheibe::N,tranche,bucată
543,Fett::N,graisse,untură
544,Fett::N,graisse,grăsime
545,Butter::N,beurre,unt
546,Öl::N,huile,ulei
547,Salz::N,sel,sare
548,Suppe::N,soupe,supă
549,Suppe::N,soupe,ciorbă
550,Suppe::N,potage,supă
551,Suppe::N,potage,ciorbă
552,Honig::N,miel,miere
553,Milch::N,lait,lapte
554,Tee::N,thé,ceai
555,Leder::N,cuir,piele
556,Wolle::N,laine,lână
557,Stoff::N,tissu,stofă
558,Stoff::N,étoffe,stofă
559,Nadel::N,aiguille,ac
560,Faden::N,fil,ață
561,Knopf::N,bouton,buton
562,Knoten::N,nœud,nod
563,Farbe::N,peinture,vopsea
564,Kleidung::N,vêtements,haine
565,Kleidung::N,vêtements,îmbrăcăminte
566,Kleidung::N,habillement,haine
567,Kleidung::N,habillement,îmbrăcăminte
568,Hemd::N,chemise,cămașă
569,Kragen::N,col,guler
570,Ärmel::N,manche,mânecă
571,Hose::N,pantalon,pantaloni
572,Gürtel::N,ceinture,cordon
573,Mütze::N,bonnet,șapcă
574,Mütze::N,casquette,șapcă
575,Schuh::N,soulier,gheată
576,Schuh::N,chaussure,gheată
577,Stiefel::N,botte,cizmă
578,Ring::N,bague,inel
579,Ring::N,bague,verigă
580,Band::N,ruban,panglică
581,Band::N,ruban,șiret
582,Kamm::N,peigne,pieptene
583,Spiegel::N,glace,oglindă
584,Spiegel::N,miroir,oglindă
585,Riemen::N,lanière,curea
586,Riemen::N,courroie,curea
587,Schnur::N,corde,funie
588,Schnur::N,corde,sfoară
589,Schnur::N,ficelle,funie
590,Schnur::N,ficelle,sfoară
591,Leine::N,laisse,lesă
592,Leine::N,laisse,curea
593,Decke::N,couverture,pătură
594,Kissen::N,oreiller,pernă
595,Tuch::N,drap,batic
596,Tuch::N,fichu,batic
597,Handtuch::N,serviette,prosop
598,Handtuch::N,serviette,ștergar
599,Handtuch::N,essuie-mains,prosop
600,Handtuch::N,essuie-mains,ștergar
601,Kraft::N,force,forță
602,Kraft::N,force,putere
603,Stärke::N,vigueur,tărie
604,Stärke::N,vigueur,vigoare
605,Gesundheit::N,santé,sănătate
606,Krankheit::N,maladie,boală
607,Krankheit::N,maladie,maladie
608,Schmerz::N,douleur,durere
609,Wunde::N,plaie,rană
610,Wunde::N,blessure,rană
611,Fieber::N,fièvre,febră
612,Arznei::N,remède,leac
613,Arznei::N,remède,medicament
614,Arznei::N,médecine,leac
615,Arznei::N,médecine,medicament
616,Brücke::N,pont,pod
617,Brücke::N,pont,punte
618,Brunnen::N,puits,puț
619,Weide::N,pâturage,izlaz
620,Weide::N,pâturage,pășune
621,Pfad::N,sentier,cărare
622,Weg::N,voie,drum
623,Weg::N,chemin,drum
624,Straße::N,route,cale
625,Straße::N,route,stradă
626,Dorf::N,village,sat
627,Stadt::N,cité,oraș
628,Stadt::N,ville,oraș
629,Brief::N,lettre,scrisoare
630,Buch::N,livre,carte
631,Buchstabe::N,lettre,literă
632,Buchstabe::N,lettre,caracter
633,Buchstabe::N,caractère,literă
634,Buchstabe::N,caractère,caracter
635,Zeitung::N,journal,ziar
636,Zeitung::N,journal,gazetă
637,Leben::N,vie,viață
638,Tod::N,mort,moarte
639,Grab::N,tombe,groapă
640,Grab::N,tombe,mormânt
641,Kirche::N,église,biserică
642,Sünde::N,péché,păcat
643,Gott::N,dieu,zeu
644,Arbeiter::N,ouvrier,muncitor
645,Arbeiter::N,travailleur,muncitor
646,Chef::N,chef,șef
647,Chef::N,patron,șef
648,Meister::N,maître,meșter
649,Meister::N,maître,maestru
650,Arzt::N,médecin,medic
651,Arzt::N,médecin,doctor
652,Lehrer::N,professeur,profesor
653,Lehrer::N,professeur,învățător
654,Lehrer::N,instituteur,profesor
655,Lehrer::N,instituteur,învățător
656,Geld::N,argent,bani
657,Geld::N,argent,parale
658,Geschäft::N,affaire,treabă
659,Geschäft::N,affaire,afacere
660,Geschäft::N,commerce,treabă
661,Geschäft::N,commerce,afacere
662,Laden::N,magasin,magazin
663,Laden::N,magasin,prăvălie
664,Laden::N,boutique,magazin
665,Laden::N,boutique,prăvălie
666,Preis::N,prix,preț
667,Ware::N,marchandise,marfă
668,Nutzen::N,profit,folos
669,Nutzen::N,profit,profit
670,Reichtum::N,richesse,avuție
671,Reichtum::N,richesse,bogăție
672,Welt::N,monde,lume
673,Land::N,pays,țară
674,Staat::N,État,stat
675,König::N,roi,rege
676,Macht::N,pouvoir,putere
677,Macht::N,pouvoir,putință
678,Macht::N,puissance,putere
679,Macht::N,puissance,putință
680,Grenze::N,frontière,hotar
681,Grenze::N,frontière,graniță
682,Grenze::N,frontière,frontieră
683,Krieg::N,guerre,război
684,Feind::N,ennemi,dușman
685,Gewalt::N,violence,violență
686,Kampf::N,lutte,luptă
687,Kampf::N,combat,luptă
688,Bogen[Waffe]::N,arc,arc
689,Pfeil::N,flèche,săgeată
690,Gewehr::N,fusil,armă
691,Gewehr::N,fusil,pușcă
692,Fehler::N,faute,eroare
693,Fehler::N,faute,greșeală
694,Fehler::N,erreur,eroare
695,Fehler::N,erreur,greșeală
696,Lüge::N,mensonge,minciună
697,Schaden::N,dégât,daună
698,Schaden::N,dégât,pagubă
699,Schaden::N,dommage,daună
700,Schaden::N,dommage,pagubă
701,Unglück::N,malheur,nenorocire
702,Schuld::N,faute,vină
703,Schuld::N,culpabilité,vină
704,Alter::N,âge,etate
705,Alter::N,âge,vârstă
706,Schluss::N,fin,sfârșit
707,Zeit::N,temps,timp
708,Zeit::N,temps,vreme
709,Tag::N,jour,zi
710,Tag::N,journée,zi
711,Morgen::N,matin,dimineață
712,Morgen::N,matinée,dimineață
713,Mittag::N,midi,prânz
714,Mittag::N,midi,amiază
715,Abend::N,soir,seară
716,Abend::N,soirée,seară
717,Nacht::N,nuit,noapte
718,Woche::N,semaine,săptămână
719,Monat::N,mois,lună
720,Jahr::N,an,an
721,Jahr::N,année,an
722,Frühling::N,printemps,primăvară
723,Sommer::N,été,vară
724,Herbst::N,automne,toamnă
725,Winter::N,hiver,iarnă
726,Januar::N,janvier,ianuarie
727,Februar::N,février,februarie
728,März::N,mars,martie
729,April::N,avril,aprilie
730,Mai::N,mai,mai
731,Juni::N,juin,iunie
732,Juli::N,juillet,iulie
733,August::N,août,august
734,September::N,septembre,septembrie
735,Oktober::N,octobre,octombrie
736,November::N,novembre,noiembrie
737,Dezember::N,décembre,decembrie
738,Montag::N,lundi,luni
739,Dienstag::N,mardi,marți
740,Mittwoch::N,mercredi,miercuri
741,Donnerstag::N,jeudi,joi
742,Freitag::N,vendredi,vineri
743,Samstag::N,samedi,sâmbătă
744,Sonntag::N,dimanche,duminică
745,groß::A,grand,mare
746,klein::A,petit,mic
747,lang::A,long,lung
748,kurz::A,court,scurt
749,breit::A,large,lat
750,breit::A,large,larg
751,schmal::A,étroit,strâmt
752,dicht::A,dense,des
753,dick[Gegenstand]::A,épais,gros
754,dünn::A,mince,subțire
755,fein::A,fin,fin
756,fein::A,fin,subțire
757,fein::A,menu,fin
758,fein::A,menu,subțire
759,fest::A,ferme,tare
760,fest::A,ferme,solid
761,fest::A,solide,tare
762,fest::A,solide,solid
763,flach::A,plat,șes
764,flach::A,plat,plan
765,glatt::A,poli,lins
766,glatt::A,lisse,lins
767,hart::A,dur,dur
768,weich::A,mou,moale
769,rund::A,rond,rotund
770,rund::A,rond,circular
771,spitz::A,aigu,ascuțit
772,spitz::A,pointu,ascuțit
773,scharf::A,tranchant,tăios
774,scharf::A,tranchant,ascuțit
775,stumpf::A,mousse,tocit
776,stumpf::A,émoussé,tocit
777,schwer::A,lourd,greu
778,schwer::A,pesant,greu
779,schön::A,beau,frumos
780,heiß::A,chaud,cald
781,heiß::A,chaud,fierbinte
782,heiß::A,très chaud,cald
783,heiß::A,très chaud,fierbinte
784,warm::A,chaud,cald
785,warm::A,chaud,fierbinte
786,kalt::A,froid,rece
787,kühl::A,frais,rece
788,kühl::A,frais,răcoros
789,frisch::A,frais,răcoros
790,frisch::A,frais,proaspăt
791,feucht::A,humide,umed
792,feucht::A,humide,jilav
793,nass::A,mouillé,ud
794,trocken::A,sec,sec
795,trocken::A,sec,uscat
796,voll::A,plein,plin
797,voll::A,rempli,plin
798,leer::A,vide,gol
799,offen::A,ouvert,deschis
800,geschlossen::A,clos,închis
801,geschlossen::A,fermé,închis
802,sauber::A,net,curat
803,sauber::A,propre,curat
804,schmutzig::A,sale,murdar
805,schmutzig::A,crasseux,murdar
806,roh::A,cru,crud
807,roh::A,brut,crud
808,reif::A,mûr,copt
809,lecker::A,délicieux,gustos
810,lecker::A,appétissant,gustos
811,süß::A,doux,dulce
812,bitter::A,amer,amar
813,sauer::A,aigre,acru
814,hell::A,clair,clar
815,hell::A,clair,luminos
816,dunkel::A,sombre,obscur
817,dunkel::A,sombre,întunecos
818,schwarz::A,noir,negru
819,weiß::A,blanc,alb
820,rot::A,rouge,roșu
821,gelb::A,jaune,galben
822,blau::A,bleu,albastru
823,grün::A,vert,verde
824,grau::A,gris,gri
825,grau::A,gris,cenușiu
826,bunt::A,multicolore,colorat
827,billig::A,bon marché,ieftin
828,teuer::A,cher,scump
829,wertvoll::A,précieux,prețios
830,blind::A,aveugle,orb
831,taub::A,sourd,surd
832,kräftig::A,fort,tare
833,kräftig::A,fort,forte
834,kräftig::A,fort,robust
835,kräftig::A,vigoureux,tare
836,kräftig::A,vigoureux,forte
837,kräftig::A,vigoureux,robust
838,stark::A,fort,viguros
839,stark::A,fort,puternic
840,stark::A,puissant,viguros
841,stark::A,puissant,puternic
842,schwach::A,faible,slab
843,schwach::A,faible,debil
844,fett::A,gras,gras
845,schlank::A,svelte,zvelt
846,hübsch::A,joli,drăguț
847,böse::A,mauvais,rău
848,böse::A,mauvais,răutăcios
849,dumm::A,sot,nerod
850,dumm::A,sot,tâmpit
851,dumm::A,bête,nerod
852,dumm::A,bête,tâmpit
853,faul::A,fainéant,leneș
854,faul::A,paresseux,leneș
855,fleißig::A,appliqué,harnic
856,fleißig::A,appliqué,sârguincios
857,geizig::A,avare,calic
858,geizig::A,avare,zgârcit
