,Concept_ID,hr,ro
243,Pilz::N,pečurka,ciupercă
244,Zwiebel::N,luk,ceapă
245,Zwiebel::N,kapula,ceapă
246,Saat::N,sjemenje,semănătură
247,Korn::N,zrno,grâu
248,Heu::N,sijeno,fân
249,Schale::N,kora,coajă
250,Schale::N,ljuska,coajă
251,Grube::N,jama,groapă
252,Falle::N,zamka,cursă
253,Falle::N,zamka,capcană
254,Falle::N,klopka,cursă
255,Falle::N,klopka,capcană
256,Schlinge::N,uzao,laț
257,Schlinge::N,petlja,laț
258,Spur::N,trag,dâră
259,Spur::N,slijed,dâră
260,Asche::N,pepeo,cenușă
261,Dreck::N,blato,noroi
262,Dreck::N,blato,murdărie
263,Eisen::N,željezo,fier
264,Gold::N,zlato,aur
265,Silber::N,srebro,argint
266,Kohle::N,ugalj,cărbune
267,Kohle::N,ugljen,cărbune
268,Glas::N,staklo,sticlă
269,Lehm::N,glina,lut
270,Lehm::N,glina,humă
271,Lehm::N,ilovača,lut
272,Lehm::N,ilovača,humă
273,Sand::N,pijesak,nisip
274,Mensch::N,čovjek,om
275,Mensch::N,čovjek,persoană
276,Mann::N,muškarac,om
277,Mann::N,muškarac,bărbat
278,Frau::N,žena,femeie
279,Kind::N,čedo,copil
280,Kind::N,dijete,copil
281,Junge::N,momče,băiat
282,Junge::N,momče,flăcău
283,Junge::N,dječak,băiat
284,Junge::N,dječak,flăcău
285,Mädchen::N,djevojka,fată
286,Mädchen::N,djevojčica,fată
287,Familie::N,obitelj,familie
288,Familie::N,porodica,familie
289,Großvater::N,djed,bunic
290,Großvater::N,djed,tată mare
291,Großmutter::N,baka,bunică
292,Großmutter::N,baka,mamă mare
293,Eltern::N,roditelji,părinți
294,Vater::N,otac,tată
295,Vater::N,otac,părinte
296,Mutter::N,majka,mamă
297,Sohn::N,sin,fiu
298,Sohn::N,sin,fecior
299,Tochter::N,kći,fiică
300,Tochter::N,kćerka,fiică
301,Bruder::N,brat,frate
302,Schwester::N,sestra,soră
303,Onkel::N,čika,unchi
304,Onkel::N,ujak,unchi
305,Tante::N,ujna,mătușă
306,Tante::N,tetka,mătușă
307,Ehemann::N,muž,soț
308,Ehemann::N,muž,bărbat
309,Ehemann::N,suprug,soț
310,Ehemann::N,suprug,bărbat
311,Ehefrau::N,žena,soție
312,Ehefrau::N,supruga,soție
313,Freude::N,radost,bucurie
314,Gelächter::N,grohot,râset
315,Glück::N,sreća,fericire
316,Kummer::N,jad,mâhnire
317,Kummer::N,briga,mâhnire
318,Wunsch::N,želja,dorință
319,Wunsch::N,želja,deziderat
320,Lust::N,volja,poftă
321,Lust::N,volja,înclinare
322,Geist::N,duh,duh
323,Geist::N,duh,minte
324,Geist::N,duh,suflet
325,Gedanke::N,misao,gând
326,Gedanke::N,misao,cuget
327,Gedächtnis::N,pamćenje,memorie
328,Verstand::N,um,minte
329,Verstand::N,um,intelect
330,Verstand::N,razum,minte
331,Verstand::N,razum,intelect
332,Sinn::N,smisao,sens
333,Sinn::N,smisao,înțeles
334,Sinn::N,značenje,sens
335,Sinn::N,značenje,înțeles
336,Grund::N,razlog,cauză
337,Grund::N,razlog,pricină
338,Wahrheit::N,istina,adevăr
339,Gespräch::N,razgovor,convorbire
340,Gespräch::N,razgovor,conversație
341,Märchen::N,bajka,basm
342,Märchen::N,bajka,poveste
343,Erzählung::N,priča,poveste
344,Erzählung::N,pripovijest,poveste
345,Nachricht::N,vijest,veste
346,Neuigkeit::N,novost,noutate
347,Neuigkeit::N,novost,actualitate
348,Name::N,ime,nume
349,Rätsel::N,zagonetka,ghicitoare
350,Rede::N,govor,discurs
351,Rede::N,besjeda,discurs
352,Sprache::N,jezik,limbă
353,Sprache::N,jezik,limbaj
354,Stimme::N,glas,glas
355,Wort::N,riječ,cuvânt
356,Zeichen::N,znak,semn
357,Zeichen::N,znak,semnal
358,Ruf::N,povik,chemare
359,Ruf::N,poklik,chemare
360,Lärm::N,buka,zgomot
361,Lärm::N,buka,tărăboi
362,Lärm::N,galama,zgomot
363,Lärm::N,galama,tărăboi
364,Laut::N,zvuk,sunet
365,Ton::N,ton,ton
366,Lied::N,pjesma,cântec
367,Ruhe::N,tišina,odihnă
368,Ruhe::N,tišina,liniște
369,Ruhe::N,počinak,odihnă
370,Ruhe::N,počinak,liniște
371,Leute::N,ljudi,lume
372,Leute::N,ljudi,oameni
373,Volk::N,puk,popor
374,Volk::N,puk,națiune
375,Volk::N,narod,popor
376,Volk::N,narod,națiune
377,Arbeit::N,rad,lucru
378,Arbeit::N,posao,lucru
379,Gast::N,gost,musafir
380,Geschenk::N,dar,dar
381,Geschenk::N,dar,cadou
382,Geschenk::N,poklon,dar
383,Geschenk::N,poklon,cadou
384,Spiel::N,igra,joc
385,Gesellschaft::N,društvo,societate
386,Gesellschaft::N,kompanija,societate
387,Hilfe::N,pomoć,ajutor
388,Freund::N,prijatelj,amic
389,Freund::N,prijatelj,prieten
390,Kamerad::N,drug,tovarăș
391,Kamerad::N,drugar,tovarăș
392,Angelegenheit::N,posao,afacere
393,Anzahl::N,broj,număr
394,Anzahl::N,broj,cantitate
395,Anzahl::N,brojnost,număr
396,Anzahl::N,brojnost,cantitate
397,Art::N,vid,fel
398,Art::N,vid,specie
399,Art::N,vrst,fel
400,Art::N,vrst,specie
401,Stück::N,komad,bucată
402,Teil::N,dio,parte
403,Teil::N,dio,porție
404,Hälfte::N,polovina,jumătate
405,Kreis::N,krug,cerc
406,Kreuz::N,križ,cruce
407,Linie::N,crta,linie
408,Strich::N,crta,linie
409,Strich::N,crta,trăsătură
410,Abstand::N,razmak,distanță
411,Abstand::N,razmak,depărtare
412,Abstand::N,odstojanje,distanță
413,Abstand::N,odstojanje,depărtare
414,Entfernung::N,udaljenost,distanță
415,Entfernung::N,udaljenost,depărtare
416,Gegend::N,kraj,regiune
417,Gegend::N,predeo,regiune
418,Platz::N,mjesto,loc
419,Ort::N,mjesto,loc
420,Seite::N,bok,latură
421,Seite::N,strana,latură
422,Mitte::N,sredina,centru
423,Gegenstand::N,predmet,obiect
424,Sache::N,posao,lucru
425,Sache::N,posao,chestie
426,Rand::N,rub,bordură
427,Rand::N,kraj,bordură
428,Kante::N,brid,muchie
429,Kante::N,brid,bordură
430,Kante::N,ivica,muchie
431,Kante::N,ivica,bordură
432,Ecke::N,ugao,colț
433,Spitze::N,vrh,vârf
434,Spitze::N,vrh,creștet
435,Spitze::N,šiljak,vârf
436,Spitze::N,šiljak,creștet
437,Ende::N,konac,capăt
438,Loch::N,rupa,gaură
439,Winkel::N,kut,colț
440,Winkel::N,ugao,colț
441,Muster::N,uzor,desen
442,Größe::N,veličina,mărime
443,Länge::N,duljina,lungime
444,Höhe::N,visina,înălțime
445,Gewicht::N,težina,greutate
446,Menge::N,mnoštvo,cantitate
447,Menge::N,količina,cantitate
448,Haufen::N,hrpa,grămadă
449,Haufen::N,gomila,grămadă
450,Reihe::N,red,șir
451,Reihe::N,red,rând
452,Boot::N,čun,barcă
453,Boot::N,čun,luntre
454,Boot::N,čamac,barcă
455,Boot::N,čamac,luntre
456,Ruder::N,veslo,vâslă
457,Ruder::N,veslo,lopată
458,Schlitten::N,saone,sanie
459,Ski::N,ski,schi
460,Ski::N,smučka,schi
461,Lagerfeuer::N,logorska vatra,foc de tabără
462,Last::N,tovar,povară
463,Last::N,tovar,sarcină
464,Gang::N,hod,mers
465,Gang::N,hod,umblet
466,Schritt::N,korak,pas
467,Norden::N,sjever,nord
468,Norden::N,sjever,miazănoapte
469,Süden::N,jug,sud
470,Süden::N,jug,miazăzi
471,Westen::N,zapad,apus
472,Osten::N,istok,est
473,Osten::N,istok,răsărit
474,Holz::N,drvo,lemn
475,Brett::N,daska,scândură
476,Platte::N,ploča,placă
477,Stütze::N,potpora,proptea
478,Stange::N,motka,bară
479,Stange::N,motka,prăjină
480,Stock::N,štap,băț
481,Stock::N,štap,baston
482,Stock::N,palica,băț
483,Stock::N,palica,baston
484,Stab::N,štap,baston
485,Stab::N,štap,prăjină
486,Stab::N,šipka,baston
487,Stab::N,šipka,prăjină
488,Rohr::N,cijev,tub
489,Rohr::N,cijev,țeavă
490,Haus::N,kuća,casă
491,Heim::N,dom,casă
492,Heim::N,dom,cămin
493,Ofen::N,peć,sobă
494,Fußboden::N,pod,podea
495,Fußboden::N,pod,dușumea
496,Tisch::N,stol,masă
497,Tisch::N,trpeza,masă
498,Stuhl::N,stolac,scaun
499,Stuhl::N,stolica,scaun
500,Wiege::N,kolijevka,leagăn
501,Bett::N,krevet,pat
502,Bett::N,postelja,pat
503,Regal::N,polica,rafturi
504,Kiste::N,sanduk,ladă
505,Kiste::N,sanduk,cutie
506,Fenster::N,prozor,fereastră
507,Tür::N,vrata,ușă
508,Tor::N,vrata,poartă
509,Tor::N,kapija,poartă
510,Zaun::N,plot,gard
511,Zaun::N,ograda,gard
512,Dach::N,krov,acoperiș
513,Leiter::N,ljestve,scară
514,Leiter::N,ljestvice,scară
515,Besen::N,metla,mătură
516,Spaten::N,ašov,cazma
517,Spaten::N,ašov,hârleț
518,Schaufel::N,lopata,lopată
519,Gabel::N,viljuška,furculiță
520,Löffel::N,žlica,lingură
521,Messer::N,nož,cuțit
522,Nagel::N,čavao,cui
523,Netz::N,mreža,plasă
524,Haken::N,kuka,cârlig
525,Griff::N,držak,mâner
526,Griff::N,ručica,mâner
527,Schloss::N,brava,lacăt
528,Bild::N,slika,tablou
529,Bild::N,slika,imagine
530,Figur::N,figura,chip
531,Figur::N,figura,figură
532,Puppe::N,lutka,păpușă
533,Beutel::N,kesa,pungă
534,Beutel::N,kesa,săculeț
535,Bündel::N,snop,mănunchi
536,Bündel::N,svežanj,mănunchi
537,Tasche::N,torba,geantă
538,Tasche::N,taška,geantă
539,Eimer::N,kabao,găleată
540,Deckel::N,poklopac,capac
541,Geschirr::N,suđe,vase
542,Geschirr::N,suđe,tacâmuri
543,Geschirr::N,posuđe,vase
544,Geschirr::N,posuđe,tacâmuri
545,Sack::N,džak,sac
546,Sack::N,vreća,sac
547,Tasse::N,šalica,ceașcă
548,Topf::N,lonac,oală
549,Kessel::N,kazan,cazan
550,Kessel::N,kazan,căldare
551,Essen::N,obrok,mâncare
552,Nahrung::N,hrana,hrană
553,Nahrung::N,hrana,aliment
554,Speise::N,jelo,bucate
555,Speise::N,jelo,fel de bucate
556,Fleisch::N,meso,carne
557,Getreide::N,žito,cereale
558,Getreide::N,žitarice,cereale
559,Brei::N,kaša,pireu
560,Brot::N,kruh,pâine
561,Scheibe::N,kriška,felie
562,Scheibe::N,kriška,bucată
563,Fett::N,mast,untură
564,Fett::N,mast,grăsime
565,Fett::N,salo,untură
566,Fett::N,salo,grăsime
567,Butter::N,buter,unt
568,Butter::N,maslac,unt
569,Öl::N,ulje,ulei
570,Salz::N,sol,sare
571,Suppe::N,supa,supă
572,Suppe::N,supa,ciorbă
573,Honig::N,med,miere
574,Milch::N,mlijeko,lapte
575,Tee::N,čaj,ceai
576,Leder::N,koža,piele
577,Wolle::N,vuna,lână
578,Stoff::N,štof,stofă
579,Stoff::N,tkanina,stofă
580,Nadel::N,igla,ac
581,Faden::N,nit,ață
582,Faden::N,konac,ață
583,Knopf::N,dugme,buton
584,Knoten::N,čvor,nod
585,Knoten::N,uzao,nod
586,Farbe::N,farba,vopsea
587,Kleidung::N,odjeća,haine
588,Kleidung::N,odjeća,îmbrăcăminte
589,Hemd::N,košulja,cămașă
590,Kragen::N,ovratnik,guler
591,Ärmel::N,rukav,mânecă
592,Hose::N,hlače,pantaloni
593,Gürtel::N,pas,cordon
594,Gürtel::N,pojas,cordon
595,Mütze::N,kapa,șapcă
596,Schuh::N,cipela,gheată
597,Stiefel::N,čizma,cizmă
598,Ring::N,prsten,inel
599,Ring::N,prsten,verigă
600,Band::N,vrpca,panglică
601,Band::N,vrpca,șiret
602,Kamm::N,češalj,pieptene
603,Spiegel::N,zrcalo,oglindă
604,Spiegel::N,ogledalo,oglindă
605,Riemen::N,kaiš,curea
606,Riemen::N,remen,curea
607,Schnur::N,vrpca,funie
608,Schnur::N,vrpca,sfoară
609,Leine::N,uzica,lesă
610,Leine::N,uzica,curea
611,Decke::N,ćebe,pătură
612,Decke::N,pokrivač,pătură
613,Kissen::N,jastuk,pernă
614,Tuch::N,rubac,batic
615,Tuch::N,marama,batic
616,Handtuch::N,ručnik,prosop
617,Handtuch::N,ručnik,ștergar
618,Kraft::N,snaga,forță
619,Kraft::N,snaga,putere
620,Stärke::N,jakost,tărie
621,Stärke::N,jakost,vigoare
622,Gesundheit::N,zdravlje,sănătate
623,Krankheit::N,bolest,boală
624,Krankheit::N,bolest,maladie
625,Schmerz::N,bol,durere
626,Wunde::N,rana,rană
627,Fieber::N,groznica,febră
628,Arznei::N,lijek,leac
629,Arznei::N,lijek,medicament
630,Brücke::N,most,pod
631,Brücke::N,most,punte
632,Brücke::N,ćuprija,pod
633,Brücke::N,ćuprija,punte
634,Brunnen::N,bunar,puț
635,Brunnen::N,zdenac,puț
636,Weide::N,paša,izlaz
637,Weide::N,paša,pășune
638,Weide::N,pašnjak,izlaz
639,Weide::N,pašnjak,pășune
640,Pfad::N,staza,cărare
641,Weg::N,put,drum
642,Straße::N,drum,cale
643,Straße::N,drum,stradă
644,Straße::N,cesta,cale
645,Straße::N,cesta,stradă
646,Dorf::N,selo,sat
647,Stadt::N,grad,oraș
648,Stadt::N,varoš,oraș
649,Brief::N,list,scrisoare
650,Brief::N,pismo,scrisoare
651,Buch::N,knjiga,carte
652,Buchstabe::N,slovo,literă
653,Buchstabe::N,slovo,caracter
654,Zeitung::N,novine,ziar
655,Zeitung::N,novine,gazetă
656,Leben::N,život,viață
657,Tod::N,smrt,moarte
658,Grab::N,raka,groapă
659,Grab::N,raka,mormânt
660,Kirche::N,crkva,biserică
661,Sünde::N,grijeh,păcat
662,Gott::N,bog,zeu
663,Arbeiter::N,radnik,muncitor
664,Chef::N,šef,șef
665,Meister::N,majstor,meșter
666,Meister::N,majstor,maestru
667,Arzt::N,liječnik,medic
668,Arzt::N,liječnik,doctor
669,Lehrer::N,učitelj,profesor
670,Lehrer::N,učitelj,învățător
671,Geld::N,novac,bani
672,Geld::N,novac,parale
673,Geschäft::N,posao,treabă
674,Geschäft::N,posao,afacere
675,Geschäft::N,trgovina,treabă
676,Geschäft::N,trgovina,afacere
677,Laden::N,dućan,magazin
678,Laden::N,dućan,prăvălie
679,Preis::N,cijena,preț
680,Ware::N,roba,marfă
681,Nutzen::N,korist,folos
682,Nutzen::N,korist,profit
683,Reichtum::N,bogatstvo,avuție
684,Reichtum::N,bogatstvo,bogăție
685,Welt::N,svijet,lume
686,Land::N,zemlja,țară
687,Staat::N,država,stat
688,König::N,kralj,rege
689,Macht::N,moć,putere
690,Macht::N,moć,putință
691,Macht::N,vlast,putere
692,Macht::N,vlast,putință
693,Grenze::N,granica,hotar
694,Grenze::N,granica,graniță
695,Grenze::N,granica,frontieră
696,Krieg::N,rat,război
697,Feind::N,neprijatelj,dușman
698,Gewalt::N,sila,violență
699,Gewalt::N,nasilje,violență
700,Kampf::N,boj,luptă
701,Kampf::N,borba,luptă
702,Bogen[Waffe]::N,luk,arc
703,Pfeil::N,strijela,săgeată
704,Gewehr::N,puška,armă
705,Gewehr::N,puška,pușcă
706,Fehler::N,pogreška,eroare
707,Fehler::N,pogreška,greșeală
708,Fehler::N,griješka,eroare
709,Fehler::N,griješka,greșeală
710,Lüge::N,laž,minciună
711,Schaden::N,šteta,daună
712,Schaden::N,šteta,pagubă
713,Unglück::N,nesreća,nenorocire
714,Schuld::N,krivnja,vină
715,Alter::N,dob,etate
716,Alter::N,dob,vârstă
717,Schluss::N,kraj,sfârșit
718,Schluss::N,konac,sfârșit
719,Zeit::N,doba,timp
720,Zeit::N,doba,vreme
721,Zeit::N,vrijeme,timp
722,Zeit::N,vrijeme,vreme
723,Tag::N,dan,zi
724,Morgen::N,jutro,dimineață
725,Mittag::N,podne,prânz
726,Mittag::N,podne,amiază
727,Abend::N,veče,seară
728,Abend::N,večer,seară
729,Nacht::N,noć,noapte
730,Woche::N,sedmica,săptămână
731,Monat::N,mjesec,lună
732,Jahr::N,godina,an
733,Frühling::N,proljeće,primăvară
734,Sommer::N,ljeto,vară
735,Herbst::N,jesen,toamnă
736,Winter::N,zima,iarnă
737,Januar::N,januar,ianuarie
738,Januar::N,siječanj,ianuarie
739,Februar::N,veljača,februarie
740,Februar::N,februar,februarie
741,März::N,mart,martie
742,März::N,ožujak,martie
743,April::N,april,aprilie
744,April::N,travanj,aprilie
745,Mai::N,maj,mai
746,Mai::N,svibanj,mai
747,Juni::N,juni,iunie
748,Juni::N,lipanj,iunie
749,Juli::N,juli,iulie
750,Juli::N,srpanj,iulie
751,August::N,august,august
752,August::N,kolovoz,august
753,September::N,rujan,septembrie
754,September::N,septembar,septembrie
755,Oktober::N,oktobar,octombrie
756,Oktober::N,listopad,octombrie
757,November::N,studeni,noiembrie
758,November::N,novembar,noiembrie
759,Dezember::N,prosinac,decembrie
760,Montag::N,ponedjeljak,luni
761,Montag::N,ponedjeljnik,luni
762,Dienstag::N,utorak,marți
763,Dienstag::N,utornik,marți
764,Mittwoch::N,srijeda,miercuri
765,Donnerstag::N,četvrtak,joi
766,Freitag::N,petak,vineri
767,Samstag::N,subota,sâmbătă
768,Sonntag::N,nedjelja,duminică
769,groß::A,velik,mare
770,klein::A,mali,mic
771,klein::A,malen,mic
772,lang::A,dug,lung
773,lang::A,dugačak,lung
774,kurz::A,kratak,scurt
775,breit::A,širok,lat
776,breit::A,širok,larg
777,schmal::A,uski,strâmt
778,schmal::A,uzak,strâmt
779,dicht::A,gust,des
780,dick[Gegenstand]::A,debeo,gros
781,dünn::A,tanak,subțire
782,fein::A,fin,fin
783,fein::A,fin,subțire
784,fein::A,tanak,fin
785,fein::A,tanak,subțire
786,fest::A,čvrst,tare
787,fest::A,čvrst,solid
788,flach::A,ravan,șes
789,flach::A,ravan,plan
790,flach::A,plosnat,șes
791,flach::A,plosnat,plan
792,glatt::A,gladak,lins
793,hart::A,tvrd,dur
794,weich::A,mek,moale
795,weich::A,mekan,moale
796,rund::A,okrugao,rotund
797,rund::A,okrugao,circular
798,spitz::A,oštar,ascuțit
799,spitz::A,šiljast,ascuțit
800,scharf::A,oštar,tăios
801,scharf::A,oštar,ascuțit
802,scharf::A,bridak,tăios
803,scharf::A,bridak,ascuțit
804,stumpf::A,tup,tocit
805,schwer::A,težak,greu
806,schön::A,krasan,frumos
807,heiß::A,vruć,cald
808,heiß::A,vruć,fierbinte
809,warm::A,topao,cald
810,warm::A,topao,fierbinte
811,kalt::A,hladan,rece
812,kühl::A,hladan,rece
813,kühl::A,hladan,răcoros
814,frisch::A,svjež,răcoros
815,frisch::A,svjež,proaspăt
816,feucht::A,vlažan,umed
817,feucht::A,vlažan,jilav
818,nass::A,mokar,ud
819,trocken::A,suh,sec
820,trocken::A,suh,uscat
821,voll::A,pun,plin
822,leer::A,prazan,gol
823,offen::A,otvoren,deschis
824,geschlossen::A,zatvoren,închis
825,sauber::A,čist,curat
826,schmutzig::A,nečist,murdar
827,schmutzig::A,blatan,murdar
828,roh::A,sirov,crud
829,reif::A,zreo,copt
830,lecker::A,tečan,gustos
831,lecker::A,ukusan,gustos
832,süß::A,sladak,dulce
833,bitter::A,gorak,amar
834,sauer::A,kiseo,acru
835,hell::A,vedar,clar
836,hell::A,vedar,luminos
837,hell::A,svijetao,clar
838,hell::A,svijetao,luminos
839,dunkel::A,taman,obscur
840,dunkel::A,taman,întunecos
841,schwarz::A,crn,negru
842,weiß::A,bio,alb
843,weiß::A,bijel,alb
844,rot::A,crven,roșu
845,gelb::A,žut,galben
