,Concept_ID,bg,lez
167,Schaf::N,овца,хеб
168,Schwein::N,свиня,вак
169,Hund::N,куче,кицӏ
170,Katze::N,котка,кац
171,Bär::N,мечка,сев
172,Eichhörnchen::N,катерица,белка
173,Elch::N,лос,лось
174,Fuchs::N,лисица,сикӏ
175,Hase::N,заек,къуьр
176,Maus::N,мишка,кьиф
177,Wolf::N,вълк,жанавур
178,Vogel::N,птица,луван ничхир
179,Schwarm::N,рой,луж
180,Schwarm::N,рояк,луж
181,Huhn::N,кокошка,верч
182,Hahn::N,петел,кӏек
183,Gans::N,гъска,къаз
184,Adler::N,орел,лекь
185,Ente::N,патица,пӏатӏ
186,Eule::N,сова,тӏиб
187,Kranich::N,жерав,дурна
188,Krähe::N,врана,къаргъа
189,Kuckuck::N,кукувица,кукупӏ
190,Schwan::N,лебед,къугь
191,Fisch::N,риба,гъед
192,Barsch::N,костур,окунь
193,Hecht::N,щука,щука
194,Schlange[Tier]::N,змия,илан
195,Schlange[Tier]::N,змия,гъуьлягъ
196,Wurm::N,червей,квак
197,Spinne::N,паяк,хуьшрекан
198,Ameise::N,мравка,цегв
199,Laus::N,въшка,нет
200,Mücke::N,комар,ветӏ
201,Fliege::N,муха,тӏветӏ
202,Schmetterling::N,пеперуда,чепелукь
203,Beere::N,плод,куьлуь емиш
204,Apfel::N,ябълка,ич
205,Pilz::N,гъба,къарникъуз
206,Zwiebel::N,лук,чичӏек
207,Zwiebel::N,кромид,чичӏек
208,Saat::N,семе,тумар
209,Korn::N,зърно,твар
210,Heu::N,сено,векь
211,Heu::N,сено,векьер
212,Schale::N,кора,пириш
213,Schale::N,кора,хъуьруьш
214,Grube::N,яма,фур
215,Grube::N,дупка,фур
216,Falle::N,примка,ракьар
217,Schlinge::N,клуп,гьалкъа
218,Spur::N,диря,гел
219,Spur::N,следа,гел
220,Asche::N,пепел,руьхъ
221,Dreck::N,кал,чирк
222,Dreck::N,кал,кьуруш
223,Eisen::N,желязо,ракь
224,Gold::N,злато,алтун
225,Silber::N,сребро,гимиш
226,Kohle::N,въглища,цӏивин
227,Glas::N,стъкло,шуьше
228,Lehm::N,глина,ччеб
229,Sand::N,пясък,къум
230,Mensch::N,човек,инсан
231,Mann::N,мъж,итим
232,Frau::N,жена,паб
233,Frau::N,жена,дишегьли
234,Kind::N,дете,аял
235,Junge::N,момче,гада
236,Mädchen::N,момиче,руш
237,Familie::N,фамилия,хзан
238,Familie::N,фамилия,килфет
239,Familie::N,семейство,хзан
240,Familie::N,семейство,килфет
241,Großvater::N,дядо,чӏехи буба
242,Großmutter::N,баба,чӏехи диде
243,Eltern::N,родители,диде-буба
244,Vater::N,баща,буба
245,Mutter::N,майка,диде
246,Sohn::N,син,хва
247,Tochter::N,дъщеря,руш
248,Bruder::N,брат,стха
249,Schwester::N,сестра,вах
250,Onkel::N,чичо,ими
251,Onkel::N,чичо,халу
252,Onkel::N,вуйчо,ими
253,Onkel::N,вуйчо,халу
254,Tante::N,леля,эме
255,Tante::N,леля,хала
256,Ehemann::N,съпруг,гъуьл
257,Ehefrau::N,съпруга,паб
258,Freude::N,радост,шадвал
259,Gelächter::N,смях,хъвер
260,Glück::N,щастие,бахт
261,Kummer::N,тъга,дерт
262,Kummer::N,тъга,хажалат
263,Wunsch::N,желание,мурад
264,Lust::N,желание,гьевес
265,Geist::N,дух,руьгь
266,Gedanke::N,мисъл,фикир
267,Gedächtnis::N,памет,
268,Verstand::N,ум,акьул
269,Verstand::N,разум,акьул
270,Sinn::N,смисъл,мана
271,Grund::N,причина,себеб
272,Wahrheit::N,правда,керчек
273,Wahrheit::N,правда,гьакъикъат
274,Gespräch::N,разговор,ихтилат
275,Märchen::N,приказка,мах
276,Erzählung::N,разказ,кьиса
277,Nachricht::N,вест,хабар
278,Nachricht::N,известие,хабар
279,Neuigkeit::N,новина,цӏийи хабар
280,Name::N,име,тӏвар
281,Rätsel::N,гатанка,мискӏал
282,Rede::N,реч,рахун
283,Rede::N,слово,рахун
284,Sprache::N,език,чӏал
285,Stimme::N,глас,ван
286,Wort::N,дума,гаф
287,Zeichen::N,знак,ишара
288,Ruf::N,зов,эвер
289,Lärm::N,шум,ван-сес
290,Lärm::N,глъчка,ван-сес
291,Laut::N,звук,ван
292,Laut::N,звук,сес
293,Ton::N,тон,ван-сес
294,Lied::N,песен,мани
295,Ruhe::N,тишина,ласвал
296,Ruhe::N,тишина,фаракъат
297,Ruhe::N,тишина,асайиш
298,Ruhe::N,спокойствие,ласвал
299,Ruhe::N,спокойствие,фаракъат
300,Ruhe::N,спокойствие,асайиш
301,Leute::N,хора,инсанар
302,Volk::N,народ,халкь
303,Arbeit::N,труд,кӏвалах
304,Arbeit::N,работа,кӏвалах
305,Gast::N,гост,мугьман
306,Geschenk::N,дар,савкьат
307,Geschenk::N,подарък,савкьат
308,Spiel::N,игра,къугъун
309,Gesellschaft::N,общество,жемят
310,Gesellschaft::N,общество,общество
311,Hilfe::N,помощ,куьмек
312,Freund::N,приятел,дуст
313,Kamerad::N,другар,яр-дуст
314,Angelegenheit::N,работа,кар
315,Anzahl::N,брой,сан
316,Anzahl::N,брой,кьадар
317,Anzahl::N,количество,сан
318,Anzahl::N,количество,кьадар
319,Art::N,вид,жуьре
320,Stück::N,къс,кӏус
321,Stück::N,парче,кӏус
322,Teil::N,дял,пай
323,Teil::N,част,пай
324,Hälfte::N,половина,зур
325,Hälfte::N,половина,зур пай
326,Kreis::N,кръг,круг
327,Kreis::N,кръг,чкаяр
328,Kreis::N,кръг,элкъвей цӏар
329,Kreuz::N,кръст,хаш
330,Linie::N,черта,цӏар
331,Strich::N,щрих,цӏар
332,Strich::N,черта,цӏар
333,Abstand::N,дистанция,ара
334,Abstand::N,разстояние,ара
335,Entfernung::N,разстояние,мензил
336,Gegend::N,местност,чка
337,Platz::N,място,ара
338,Ort::N,място,чка
339,Seite::N,страна,пад
340,Mitte::N,среда,юкь
341,Gegenstand::N,предмет,затӏ
342,Sache::N,вещ,шей
343,Sache::N,вещ,затӏ
344,Rand::N,ръб,къерех
345,Kante::N,ръб,син
346,Kante::N,кант,син
347,Ecke::N,ъгъл,пӏипӏ
348,Spitze::N,връх,кӏвенкӏв
349,Spitze::N,острие,кӏвенкӏв
350,Ende::N,край,кьил
351,Loch::N,дупка,тӏеквен
352,Winkel::N,кът,пӏипӏ
353,Winkel::N,ъгъл,пӏипӏ
354,Muster::N,десен,гишир
355,Muster::N,образец,гишир
356,Größe::N,големина,кьадар
357,Länge::N,дължина,яргъивал
358,Höhe::N,висота,кьакьанвал
359,Höhe::N,височина,кьакьанвал
360,Gewicht::N,тегло,заланвал
361,Gewicht::N,тежест,заланвал
362,Menge::N,количество,кьадар
363,Haufen::N,куп,хара
364,Haufen::N,грамада,хара
365,Reihe::N,ред,жерге
366,Reihe::N,редица,жерге
367,Boot::N,лодка,луьткве
368,Ruder::N,весло,кьусу
369,Ruder::N,гребло,кьусу
370,Schlitten::N,шейна,гъелерар
371,Ski::N,ски,
372,Lagerfeuer::N,огнище,цӏай
373,Last::N,товар,заланвал
374,Gang::N,ход,ериш
375,Gang::N,вървеж,ериш
376,Schritt::N,стъпка,къадам
377,Norden::N,север,кефер
378,Norden::N,север,кефер пад
379,Süden::N,юг,кьибле
380,Westen::N,запад,рагъакӏидай пад
381,Osten::N,изток,рагъэкъечӏдай пад
382,Holz::N,дърво,кӏарас
383,Brett::N,дъска,кьул
384,Brett::N,дъска,тахта
385,Stange::N,прът,юрк
386,Stange::N,върлина,юрк
387,Stock::N,прът,лаш
388,Stock::N,тояга,лаш
389,Stab::N,прът,юрк
390,Rohr::N,цев,турба
391,Rohr::N,тръба,турба
392,Haus::N,къща,ужагъ
393,Heim::N,дом,кӏвал
394,Ofen::N,печка,пич
395,Fußboden::N,под,кӏвалин ччил
396,Tisch::N,маса,стол
397,Stuhl::N,стол,стул
398,Wiege::N,люлка,кьеб
399,Bett::N,легло,тахт
400,Bett::N,креват,тахт
401,Regal::N,рафт,кьацӏ
402,Regal::N,етажерка,кьацӏ
403,Kiste::N,кутия,ящик
404,Kiste::N,сандък,ящик
405,Fenster::N,прозорец,дакӏар
406,Tür::N,врата,рак
407,Tor::N,врата,варар
408,Zaun::N,ограда,пару
409,Dach::N,покрив,къав
410,Leiter::N,стълба,гурар
411,Besen::N,метла,таран кул
412,Spaten::N,лопата,ппер
413,Schaufel::N,лопата,хекендаз
414,Gabel::N,вилица,шиш
415,Löffel::N,лъжица,тӏур
416,Messer::N,нож,чукӏул
417,Nagel::N,гвоздей,мих
418,Netz::N,мрежа,чил
419,Haken::N,кука,къармах
420,Haken::N,закачалка,къармах
421,Griff::N,ръчка,ттум
422,Griff::N,дръжка,ттум
423,Schloss::N,брава,куьлег
424,Schloss::N,ключалка,куьлег
425,Bild::N,картина,шикил
426,Bild::N,картина,суьрет
427,Figur::N,фигура,фигура
428,Puppe::N,кукла,нини
429,Beutel::N,кесия,тагъар
430,Bündel::N,връзка,галгам
431,Tasche::N,чанта,чанта
432,Eimer::N,кофа,ведре
433,Deckel::N,капак,кьил
434,Deckel::N,капак,къалпагъ
435,Deckel::N,похлупак,кьил
436,Deckel::N,похлупак,къалпагъ
437,Geschirr::N,съдове,къаб-къажах
438,Sack::N,чувал,чувал
439,Tasse::N,чаша,сукӏра
440,Topf::N,гърне,къажгъан
441,Topf::N,тенджера,къажгъан
442,Kessel::N,котел,къажгъан
443,Essen::N,ядене,тӏуьн
444,Nahrung::N,храна,тӏуьн
445,Speise::N,ястие,хуьрек
446,Fleisch::N,месо,як
447,Getreide::N,зърнено храни,техил
448,Brei::N,каша,хапӏа
449,Brei::N,каша,хешил
450,Brot::N,хляб,фу
451,Scheibe::N,резен,чӏук
452,Fett::N,мазнина,ягълу
453,Butter::N,масло,гъери
454,Öl::N,олио,ягълу
455,Öl::N,оливия,ягълу
456,Salz::N,сол,кьел
457,Suppe::N,супа,суп
458,Suppe::N,супа,шурпа
459,Honig::N,мед,вирт
460,Milch::N,мляко,нек
461,Tee::N,чай,чай
462,Leder::N,кожа,тумаж
463,Wolle::N,вълна,йис
464,Stoff::N,плат,парча
465,Stoff::N,материал,парча
466,Nadel::N,игла,раб
467,Faden::N,конец,гъал
468,Knopf::N,копче,дуьгме
469,Knoten::N,възел,тӏвал
470,Farbe::N,боя,ранг
471,Kleidung::N,дрехи,партал
472,Kleidung::N,облекло,партал
473,Hemd::N,риза,перем
474,Kragen::N,яка,хев
475,Ärmel::N,ръкав,хел
476,Hose::N,панталони,шалвар
477,Gürtel::N,пояс,чӏул
478,Gürtel::N,колан,чӏул
479,Mütze::N,каскет,бармак
480,Mütze::N,каскет,бапӏах
481,Mütze::N,фуражка,бармак
482,Mütze::N,фуражка,бапӏах
483,Schuh::N,обувка,ботинка
484,Stiefel::N,ботуш,чекме
485,Ring::N,пръстен,тупӏал
486,Band::N,лента,тасма
487,Band::N,връзка,тасма
488,Kamm::N,гребен,регъ
489,Spiegel::N,огледало,гуьзгуь
490,Riemen::N,каиш,къайиш
491,Riemen::N,ремък,къайиш
492,Schnur::N,връв,еб
493,Leine::N,връв,
494,Leine::N,въже,
495,Decke::N,покривка,яргъан
496,Kissen::N,възглавница,хъуьцуьган
497,Tuch::N,сукно,шал
498,Handtuch::N,пешкир,дасмал
499,Handtuch::N,кърпа за лице,дасмал
500,Kraft::N,мощ,гуж
501,Kraft::N,сила,гуж
502,Stärke::N,сила,къуват
503,Gesundheit::N,здраве,сагъвал
504,Krankheit::N,болест,тӏал
505,Schmerz::N,болка,тӏал
506,Schmerz::N,болка,тӏарвал
507,Wunde::N,рана,хер
508,Fieber::N,треска,ифин
509,Fieber::N,температура,ифин
510,Arznei::N,лек,дарман
511,Arznei::N,лекарство,дарман
512,Brücke::N,мост,муьгъ
513,Brunnen::N,чешма,къуй
514,Brunnen::N,кладенец,къуй
515,Weide::N,паша,уьруьш
516,Weide::N,пасище,уьруьш
517,Pfad::N,пътека,рехъ
518,Weg::N,път,рехъ
519,Straße::N,шосе,рехъ
520,Dorf::N,село,хуьр
521,Stadt::N,град,шегьер
522,Brief::N,писмо,кагъаз
523,Buch::N,книга,улуб
524,Buchstabe::N,буква,гьарф
525,Zeitung::N,вестник,газета
526,Leben::N,живот,уьмуьр
527,Tod::N,смърт,кьиникь
528,Grab::N,гроб,сур
529,Kirche::N,църква,килиса
530,Sünde::N,грях,гунагь
531,Gott::N,бог,аллагь
532,Arbeiter::N,работник,фяле
533,Chef::N,шеф,гьаким
534,Chef::N,началник,гьаким
535,Meister::N,майстор,устӏар
536,Arzt::N,лекар,доктор
537,Lehrer::N,учител,муаллим
538,Geld::N,пари,пул
539,Geschäft::N,сделка,
540,Laden::N,дюкян,магазин
541,Laden::N,магазин,магазин
542,Preis::N,цена,къимет
543,Ware::N,стока,мал
544,Ware::N,стока,товар
545,Nutzen::N,полза,хийир
546,Nutzen::N,полза,менфят
547,Nutzen::N,облага,хийир
548,Nutzen::N,облага,менфят
549,Reichtum::N,богатство,девлет
550,Welt::N,свят,дуьнья
551,Land::N,страна,уьлкве
552,Staat::N,щат,пачагьлугъ
553,Staat::N,щат,государство
554,Staat::N,държава,пачагьлугъ
555,Staat::N,държава,государство
556,König::N,крал,пачагь
557,Macht::N,мощ,власть
558,Macht::N,власт,власть
559,Grenze::N,граница,сергьят
560,Krieg::N,война,дяве
561,Feind::N,враг,душман
562,Feind::N,неприятел,душман
563,Gewalt::N,сила,гуж
564,Gewalt::N,насилие,гуж
565,Kampf::N,борба,женг
566,Kampf::N,сражение,женг
567,Bogen[Waffe]::N,лък,чӏемерук
568,Pfeil::N,стрела,хьел
569,Gewehr::N,пушка,тфенг
570,Fehler::N,грешка,гъалатӏ
571,Lüge::N,лъжа,ттаб
572,Schaden::N,повреда,зиян
573,Schaden::N,повреда,зарар
574,Unglück::N,нещастие,бала
575,Unglück::N,нещастие,бедбахтвал
576,Schuld::N,вина,тахсир
577,Alter::N,възраст,яш
578,Schluss::N,край,эхир
579,Zeit::N,време,вяде
580,Tag::N,ден,югъ
581,Morgen::N,утро,пакама
582,Morgen::N,сутрин,пакама
583,Mittag::N,обед,нисин
584,Mittag::N,пладне,нисин
585,Abend::N,вечер,няни
586,Nacht::N,нощ,йиф
587,Woche::N,седмица,гьафте
588,Monat::N,месец,варз
589,Jahr::N,година,йис
590,Frühling::N,пролет,гатфар
591,Sommer::N,лято,гад
592,Herbst::N,есен,зул
593,Winter::N,зима,кьуьд
594,Januar::N,януари,январь
595,Februar::N,февруари,февраль
596,März::N,март,март
597,April::N,април,апрель
598,Mai::N,май,май
599,Juni::N,юни,июнь
600,Juli::N,юли,июль
601,August::N,август,август
602,September::N,септември,сентябрь
603,Oktober::N,октомври,октябрь
604,November::N,ноември,ноябрь
605,Dezember::N,декември,декабрь
606,Montag::N,понеделник,ислен
607,Dienstag::N,вторник,саласа
608,Mittwoch::N,сряда,арбе
609,Donnerstag::N,четвъртък,хемис югъ
610,Freitag::N,петък,жуьмя
611,Freitag::N,петък,жуьмя югъ
612,Samstag::N,събота,киш
613,Sonntag::N,неделя,гьяд
614,groß::A,едър,еке
615,groß::A,едър,чӏехи
616,groß::A,голям,еке
617,groß::A,голям,чӏехи
618,klein::A,малък,гъвечӏи
619,klein::A,дребен,гъвечӏи
620,lang::A,дълъг,яргъи
621,kurz::A,къс,куьруь
622,breit::A,широк,гьяркьуь
623,schmal::A,тесен,гуьтӏуь
624,dicht::A,гъст,къалин
625,dick[Gegenstand]::A,дебел,
626,dünn::A,тънък,кьелечӏ
627,fein::A,фин,шуькӏуь
628,fein::A,тънък,шуькӏуь
629,fest::A,твърд,кӏеви
630,fest::A,плътен,кӏеви
631,flach::A,равен,кьулу
632,flach::A,плосък,кьулу
633,glatt::A,гладък,цӏалцӏам
634,hart::A,твърд,кӏеви
635,hart::A,корав,кӏеви
636,weich::A,мек,хъуьтуьл
637,rund::A,кръгъл,элкъвей
638,spitz::A,островръх,хци
639,scharf::A,остър,хци
640,stumpf::A,тъп,къуьруь
641,schwer::A,тежък,залан
642,schön::A,хубав,иер
643,schön::A,красив,иер
644,heiß::A,жарък,кудай
645,warm::A,топъл,чими
646,kalt::A,студен,мекьи
647,kühl::A,хладен,къайи
648,frisch::A,свеж,таза
649,frisch::A,свеж,михьи
650,feucht::A,влажен,ламу
651,nass::A,мокър,кьежей
652,trocken::A,сух,кьуру
653,voll::A,пълен,ацӏай
654,leer::A,празен,буш
655,leer::A,празен,ичӏи
656,offen::A,откровен,ахъа
657,geschlossen::A,закрит,кӏеви
658,geschlossen::A,затворен,кӏеви
659,sauber::A,чист,михьи
660,schmutzig::A,мръсен,чиркин
661,schmutzig::A,мръсен,кьацӏай
662,roh::A,суров,чиг
663,roh::A,суров,ицӏи
664,reif::A,зрял,дигмиш хьайи
665,lecker::A,вкусен,дадлу
666,süß::A,сладък,ширин
667,bitter::A,горчив,туькьуьл
668,sauer::A,кисел,цуру
669,hell::A,ясен,экуь
670,hell::A,светъл,экуь
671,dunkel::A,тъмен,мичӏи
672,schwarz::A,черен,чӏулав
673,weiß::A,бял,лацу
674,rot::A,червен,яру
675,gelb::A,жълт,хъипи
676,blau::A,син,вили
677,grün::A,зелен,къацу
678,grau::A,сив,рехи
679,bunt::A,шарен,цӏару
680,bunt::A,шарен,яру-цӏару
681,bunt::A,пъстър,цӏару
682,bunt::A,пъстър,яру-цӏару
683,billig::A,евтин,ужуз
684,teuer::A,скъп,багьа
685,wertvoll::A,ценен,масан
686,blind::A,сляп,буьркьуь
687,taub::A,глух,биши
688,kräftig::A,силен,гужлу
689,stark::A,здрав,къуватлу
690,stark::A,силен,къуватлу
691,schwach::A,слаб,такьатсуз
692,fett::A,тлъст,куьк
693,schlank::A,тънък,шумал
694,schlank::A,строен,шумал
695,hübsch::A,хубав,гуьрчег
696,böse::A,зъл,пис
697,dumm::A,глупав,ахмакь
698,faul::A,ленив,тенпел
699,faul::A,мързелив,тенпел
700,fleißig::A,прилежен,сяй ийидай
701,fleißig::A,прилежен,сяйи ийидай
702,geizig::A,скъпернически,мискьи
703,klug::A,умен,акьуллу
704,klug::A,разумен,акьуллу
705,geschickt::A,умел,магьир
706,geschickt::A,сръчен,магьир
707,lieb::A,мил,играми
708,lieb::A,драг,играми
709,lustig::A,весел,шад
710,sanft::A,нежен,назик
711,sanft::A,нежен,милайим
712,sanft::A,кротък,назик
713,sanft::A,кротък,милайим
714,hungrig::A,гладен,гишин
715,krank::A,болен,кефсуз
716,nackt::A,гол,кьецӏил
717,traurig::A,тъжен,пашман
718,traurig::A,печален,пашман
719,lebendig::A,жив,ччан алай
720,gut::A,добър,хъсан
721,gut::A,добър,вижевай
722,schlecht::A,лош,пис
723,richtig::A,правилен,дуьз
724,schlimm::A,лош,нифретлу
725,wahr::A,верен,гьакъикъи
726,wahr::A,истински,гьакъикъи
727,alt::A,стар,эски
728,alt::A,стар,куьгьне
729,alt::A,древен,эски
730,alt::A,древен,куьгьне
731,neu::A,нов,цӏийи
732,ehemalig::A,бивш,виликан
733,alt[Lebewesen]::A,стар,кьуьзуь
734,jung::A,млад,жегьил
735,arm::A,беден,кесиб
736,reich::A,богат,девлетлу
737,bekannt::A,познат,чидай
738,bekannt::A,известен,чидай
739,berühmt::A,почут,машгьур
740,berühmt::A,известен,машгьур
741,fremd::A,чужд,ччара
742,verschieden::A,разен,жуьреба-жуьре
743,verschieden::A,различен,жуьреба-жуьре
744,nah::A,близък,мукьвал
745,fern::A,далечен,яргъал
746,linker::A,ляв,чапла
747,rechter::A,прав,эрчӏи
748,anderer::A,друг,маса
749,anderer::A,друг,муькуь
750,erster::A,пръв,сад лагьай
751,erster::A,първи,сад лагьай
752,zweiter::A,втори,кьвед лагьай
753,dritter::A,трети,пуд лагьай
754,letzter::A,последен,эхиримжи
755,allein::ADV,само,кьилди
756,auf einmal::ADV,същевременно,
757,zusammen::ADV,заедно,санал
758,lange::ADV,дълго,яргъалди
759,plötzlich::ADV,изведнъж,садлагьана
760,sofort::ADV,веднага,гьасятда
761,später::ADV,по-късно,гуьгъуьнлай
762,jetzt::ADV,сега,гила
763,heute::ADV,днес,къе
764,morgen::ADV,утре,пака
765,bald::ADV,скоро,мукьва
766,bald::ADV,скоро,мукьвара
767,dann::ADV,после,ахпа
768,dann::ADV,тогава,ахпа
769,gestern::ADV,вчера,накь
770,einst::ADV,някога,садра
771,damals::ADV,тогава,а чӏавуз
772,danach::ADV,после,ахпа
773,danach::ADV,след това,ахпа
774,vorher::ADV,преди,вилик
775,vorher::ADV,преди това,вилик
776,zuerst::ADV,най-напред,сифте
777,einmal::ADV,веднъж,садра
778,einmal::ADV,един път,садра
779,manchmal::ADV,понякога,гагь-гагь
780,oft::ADV,често,гзаф вахтара
781,immer::ADV,винаги,гьамиша
782,niemals::ADV,никога,са чӏавузни
783,niemals::ADV,никога,са вахтундани
784,hier::ADV,тук,ина
785,hier::ADV,тука,ина
786,hierhin::ADV,насам,иниз
787,von hier::ADV,оттук,инай
788,von hier::ADV,оттука,инай
789,dort::ADV,там,ана
790,dorthin::ADV,натам,аниз
791,dorthin::ADV,нататък,аниз
792,geradeaus::ADV,направо,дуьз
793,vorwärts::ADV,напред,вилик
794,vorwärts::ADV,напред,виликди
795,rückwärts::ADV,назад,кьулухъ
796,zurück::ADV,обратно,
797,unten::ADV,долу,агъада
798,hinab::ADV,надолу,агъуз
799,oben::ADV,горе,винел
800,hinauf::ADV,нагоре,виниз
801,überall::ADV,навсякъде,вирина
802,nicht::ADV,не,ваъ
803,ein wenig::ADV,малко,са тӏимил
804,kaum::ADV,едва,жизви
805,kaum::ADV,едвам,жизви
806,sehr::ADV,много,лап
807,sehr::ADV,твърде,лап
808,so::ADV,тъй,икӏ
809,so::ADV,така,икӏ
810,noch::ADV,още,гьеле
811,nur::ADV,само,анжах
812,schon::ADV,вече,хъувуна
813,schon::ADV,вече,мадни дардиз
814,schon::ADV,вече,мадни гуьтӏуьз
815,schon::ADV,вече,мадни гуьтӏуь я
816,wieder::ADV,пак,
817,wieder::ADV,отново,
818,vergebens::ADV,напразно,нагьакь
