,Concept_ID,lv,ko
336,Hund::N,suns,개
337,Katze::N,кань,고양이
338,Katze::N,kaķis,고양이
339,Bär::N,ош,콤
340,Bär::N,lācis,콤
341,Eichhörnchen::N,ур,다람쥐
342,Eichhörnchen::N,vāvere,다람쥐
343,Elch::N,йӧра,고라니
344,Elch::N,alnis,고라니
345,Fuchs::N,руч,여우
346,Fuchs::N,lapsa,여우
347,Hase::N,кӧч,토끼
348,Hase::N,zaķis,토끼
349,Maus::N,шыр,쥐
350,Maus::N,pele,쥐
351,Wolf::N,кӧин,늑대
352,Wolf::N,vilks,늑대
353,Vogel::N,кай,새
354,Vogel::N,лэбач,새
355,Vogel::N,putns,새
356,Schwarm::N,чукӧр,뗴
357,Schwarm::N,spiets,뗴
358,Huhn::N,курӧг,암탉
359,Huhn::N,vista,암탉
360,Hahn::N,петук,수탉
361,Hahn::N,gailis,수탉
362,Gans::N,дзодзӧг,거위
363,Gans::N,zoss,거위
364,Adler::N,кутш,수리
365,Adler::N,ērglis,수리
366,Ente::N,утка,오리
367,Ente::N,pīle,오리
368,Eule::N,сюзь,부엉이
369,Eule::N,pūce,부엉이
370,Kranich::N,тури,두루미
371,Kranich::N,dzērve,두루미
372,Krähe::N,рака,까마귀
373,Krähe::N,vārna,까마귀
374,Kuckuck::N,кӧк,뻐꾸기
375,Kuckuck::N,dzeguze,뻐꾸기
376,Schwan::N,юсь,배조
377,Schwan::N,gulbis,배조
378,Fisch::N,чери,물고기
379,Fisch::N,zivs,물고기
380,Barsch::N,ёкыш,농어
381,Barsch::N,asaris,농어
382,Hecht::N,сир,에속스
383,Hecht::N,līdaka,에속스
384,Schlange[Tier]::N,кый,뱀
385,Schlange[Tier]::N,čūska,뱀
386,Wurm::N,номыр,벌레
387,Wurm::N,tārps,벌레
388,Spinne::N,черань,거미
389,Spinne::N,zirneklis,거미
390,Ameise::N,кодзувкот,개미
391,Ameise::N,skudra,개미
392,Laus::N,той,이
393,Laus::N,uts,이
394,Mücke::N,ном,모기
395,Mücke::N,ods,모기
396,Fliege::N,гут,날기
397,Fliege::N,muša,날기
398,Schmetterling::N,бобув,나비
399,Schmetterling::N,tauriņš,나비
400,Beere::N,тусь,장과
401,Beere::N,вотӧс,장과
402,Beere::N,oga,장과
403,Apfel::N,яблӧг,사과
404,Apfel::N,ābols,사과
405,Pilz::N,тшак,고방이
406,Pilz::N,sēne,고방이
407,Zwiebel::N,луккок,양파
408,Zwiebel::N,йӧнгыль,양파
409,Zwiebel::N,sīpols,양파
410,Saat::N,тусь,씨
411,Saat::N,кӧйдыс,씨
412,Saat::N,sēkla,씨
413,Korn::N,тусь,알맹이
414,Korn::N,grauds,알맹이
415,Heu::N,турун,건초
416,Heu::N,siens,건초
417,Schale::N,кор,피상
418,Schale::N,čaula,피상
419,Schale::N,čaumala,피상
420,Grube::N,гу,
421,Grube::N,bedre,
422,Falle::N,лэч,함정
423,Falle::N,slazds,함정
424,Falle::N,lamatas,함정
425,Schlinge::N,лэч,올가미
426,Schlinge::N,лэч,멜빵붕대
427,Schlinge::N,cilpa,올가미
428,Schlinge::N,cilpa,멜빵붕대
429,Spur::N,туй,발지국
430,Spur::N,pēda,발지국
431,Asche::N,пӧм,재
432,Asche::N,pelni,재
433,Dreck::N,няйт,똥
434,Dreck::N,няйт,오물
435,Dreck::N,dubļi,똥
436,Dreck::N,dubļi,오물
437,Eisen::N,кӧрт,쇠
438,Eisen::N,кӧрт,철
439,Eisen::N,dzelzs,쇠
440,Eisen::N,dzelzs,철
441,Gold::N,зарни,항금
442,Gold::N,zelts,항금
443,Silber::N,эзысь,은
444,Silber::N,sudrabs,은
445,Kohle::N,шом,슻
446,Kohle::N,ogle,슻
447,Glas::N,стеклӧ,유리
448,Glas::N,stikls,유리
449,Lehm::N,сёй,찰흙
450,Lehm::N,māls,찰흙
451,Sand::N,лыа,모래
452,Sand::N,smiltis,모래
453,Mensch::N,морт,사람
454,Mensch::N,cilvēks,사람
455,Mann::N,аймӧрт,남자
456,Mann::N,мужичӧй,남자
457,Mann::N,vīrietis,남자
458,Frau::N,ань,여자
459,Frau::N,нывбаба,여자
460,Frau::N,sieviete,여자
461,Kind::N,кага,아이
462,Kind::N,bērns,아이
463,Junge::N,пи,소녁
464,Junge::N,zēns,소녁
465,Junge::N,puika,소녁
466,Junge::N,puisis,소녁
467,Mädchen::N,ныв,소녀
468,Mädchen::N,meiča,소녀
469,Mädchen::N,skuķis,소녀
470,Mädchen::N,meitene,소녀
471,Familie::N,семья,가족
472,Familie::N,ģimene,가족
473,Großvater::N,пӧль,할아버지
474,Großvater::N,vecaistēvs,할아버지
475,Großmutter::N,баб,할머니
476,Großmutter::N,vecāmāte,할머니
477,Eltern::N,ай-мам,어버오
478,Eltern::N,бать-мам,어버오
479,Eltern::N,vecāki,어버오
480,Vater::N,бать,아버지
481,Vater::N,ай,아버지
482,Vater::N,tēvs,아버지
483,Mutter::N,мам,어머니
484,Mutter::N,māte,어머니
485,Sohn::N,пи,아들
486,Sohn::N,dēls,아들
487,Tochter::N,ныв,딸기
488,Tochter::N,meita,딸기
489,Bruder::N,вок,형제
490,Bruder::N,brālis,형제
491,Schwester::N,чой,누이
492,Schwester::N,māsa,누이
493,Onkel::N,дядь,백부
494,Onkel::N,tēvocis,백부
495,Tante::N,тьӧт,아주머니
496,Tante::N,tante,아주머니
497,Ehemann::N,верӧс,남편
498,Ehemann::N,vīrs,남편
499,Ehefrau::N,гӧтыр,아내
500,Ehefrau::N,sieva,아내
501,Freude::N,радлун,기쁨
502,Freude::N,prieks,기쁨
503,Gelächter::N,серам,웃음
504,Gelächter::N,smiekli,웃음
505,Glück::N,шуд,즐거움
506,Glück::N,laime,즐거움
507,Kummer::N,шог,슬픔
508,Kummer::N,bēdas,슬픔
509,Kummer::N,raizes,슬픔
510,Wunsch::N,кӧсйӧм,소망
511,Wunsch::N,vēlme,소망
512,Wunsch::N,vēlējums,소망
513,Lust::N,кыскӧм,
514,Lust::N,радейтӧм,
515,Lust::N,kāre,
516,Geist::N,лов,할기
517,Geist::N,gars,할기
518,Gedanke::N,мӧвп,상념
519,Gedanke::N,doma,상념
520,Gedächtnis::N,паметь,기억
521,Gedächtnis::N,atmiņa,기억
522,Verstand::N,вежӧр,분별
523,Verstand::N,вежӧр,지능
524,Verstand::N,prāts,분별
525,Verstand::N,prāts,지능
526,Sinn::N,мог,센스
527,Sinn::N,вежӧртас,센스
528,Sinn::N,nozīme,센스
529,Grund::N,помка,까닭
530,Grund::N,pamats,까닭
531,Grund::N,iemesls,까닭
532,Wahrheit::N,збыль,참
533,Wahrheit::N,збыль,진실
534,Wahrheit::N,збыльтор,참
535,Wahrheit::N,збыльтор,진실
536,Wahrheit::N,taisnība,참
537,Wahrheit::N,taisnība,진실
538,Wahrheit::N,patiesība,참
539,Wahrheit::N,patiesība,진실
540,Gespräch::N,сёрни,대화
541,Gespräch::N,saruna,대화
542,Märchen::N,мойд,동화
543,Märchen::N,pasaka,동화
544,Erzählung::N,висьт,이야기
545,Erzählung::N,stāsts,이야기
546,Erzählung::N,nostāsts,이야기
547,Nachricht::N,юӧртӧм,
548,Nachricht::N,ziņa,
549,Neuigkeit::N,выльтор,뉴스
550,Neuigkeit::N,jaunums,뉴스
551,Name::N,ним,이름
552,Name::N,vārds,이름
553,Rätsel::N,нӧдкыв,수수께끼
554,Rätsel::N,mīkla,수수께끼
555,Rede::N,сёрни,연설
556,Rede::N,runa,연설
557,Sprache::N,кыв,말
558,Sprache::N,valoda,말
559,Stimme::N,гӧлӧс,목소리
560,Stimme::N,вом шы,목소리
561,Stimme::N,balss,목소리
562,Wort::N,кыв,낱말
563,Wort::N,vārds,낱말
564,Zeichen::N,пас,신호
565,Zeichen::N,zīme,신호
566,Ruf::N,чукӧстчӧм,부름
567,Ruf::N,корӧм,부름
568,Ruf::N,sauciens,부름
569,Lärm::N,шы,소동
570,Lärm::N,зык,소동
571,Lärm::N,зычитӧм,소동
572,Lärm::N,troksnis,소동
573,Laut::N,шы,음성
574,Laut::N,skaņa,음성
575,Ton::N,шы,목소리
576,Ton::N,tonis,목소리
577,Lied::N,сьылан,노래
578,Lied::N,сьыланкыв,노래
579,Lied::N,dziesma,노래
580,Ruhe::N,чӧв,쉼
581,Ruhe::N,miers,쉼
582,Leute::N,йӧз,사람들
583,Leute::N,войтыр,사람들
584,Leute::N,ļaudis,사람들
585,Leute::N,cilvēki,사람들
586,Volk::N,йӧз,국중
587,Volk::N,войтыр,국중
588,Volk::N,tauta,국중
589,Arbeit::N,удж,근로
590,Arbeit::N,удж,너무
591,Arbeit::N,darbs,근로
592,Arbeit::N,darbs,너무
593,Gast::N,гӧсть,손님
594,Gast::N,viešņa,손님
595,Gast::N,ciemiņš,손님
596,Geschenk::N,козин,행하
597,Geschenk::N,dāvana,행하
598,Spiel::N,ворсан,무리
599,Spiel::N,rotaļa,무리
600,Gesellschaft::N,котыр,교제
601,Gesellschaft::N,biedrība,교제
602,Gesellschaft::N,kompānija,교제
603,Hilfe::N,отсӧг,거들음
604,Hilfe::N,отсӧг,보좌
605,Hilfe::N,palīdzība,거들음
606,Hilfe::N,palīdzība,보좌
607,Freund::N,ёрт,친구
608,Freund::N,draugs,친구
609,Kamerad::N,ёрт,동실자
610,Kamerad::N,biedrs,동실자
611,Angelegenheit::N,мог,용무
612,Angelegenheit::N,делӧ,용무
613,Angelegenheit::N,darīšana,용무
614,Anzahl::N,лыд,어떤
615,Anzahl::N,лыд,수
616,Anzahl::N,тшӧт,어떤
617,Anzahl::N,тшӧт,수
618,Anzahl::N,skaits,어떤
619,Anzahl::N,skaits,수
620,Anzahl::N,daudzums,어떤
621,Anzahl::N,daudzums,수
622,Art::N,сикас,정류
623,Art::N,suga,정류
624,Art::N,šķira,정류
625,Stück::N,тор,일부분
626,Stück::N,gabals,일부분
627,Teil::N,юкӧн,몱
628,Teil::N,юкӧн,구훠
629,Teil::N,daļa,몱
630,Teil::N,daļa,구훠
631,Hälfte::N,пӧв,2분의
632,Hälfte::N,джын,2분의
633,Hälfte::N,puse,2분의
634,Kreis::N,кытш,고리
635,Kreis::N,aplis,고리
636,Kreis::N,riņķis,고리
637,Kreuz::N,перна,열십자
638,Kreuz::N,крест,열십자
639,Kreuz::N,krusts,열십자
640,Linie::N,визь,선
641,Linie::N,līnija,선
642,Strich::N,визь,스침
643,Strich::N,svītra,스침
644,Abstand::N,кост,거리
645,Abstand::N,коласт,거리
646,Abstand::N,atstarpe,거리
647,Entfernung::N,ылна,거리
648,Entfernung::N,attālums,거리
649,Entfernung::N,atstatums,거리
650,Gegend::N,му-ва,곳
651,Gegend::N,му-ва,부금
652,Gegend::N,apvidus,곳
653,Gegend::N,apvidus,부금
654,Gegend::N,apgabals,곳
655,Gegend::N,apgabals,부금
656,Platz::N,ылдӧс,장소
657,Platz::N,йир,장소
658,Platz::N,гӧгӧртас,장소
659,Platz::N,vieta,장소
660,Ort::N,ин,장소
661,Ort::N,места,장소
662,Ort::N,vieta,장소
663,Seite::N,бок,옆면
664,Seite::N,ӧтарладор,옆면
665,Seite::N,sāns,옆면
666,Mitte::N,шӧр,궁간
667,Mitte::N,vidus,궁간
668,Gegenstand::N,кӧлуй,항목
669,Gegenstand::N,priekšmets,항목
670,Sache::N,добра,뭉에
671,Sache::N,lieta,뭉에
672,Rand::N,дор,가
673,Rand::N,mala,가
674,Rand::N,apmale,가
675,Kante::N,дор,귀퉁
676,Kante::N,šķautne,귀퉁
677,Ecke::N,пельӧс,구석
678,Ecke::N,kakts,구석
679,Ecke::N,stūris,구석
680,Spitze::N,йыв,끝
681,Spitze::N,йыв,참단
682,Spitze::N,smaile,끝
683,Spitze::N,smaile,참단
684,Spitze::N,galotne,끝
685,Spitze::N,galotne,참단
686,Ende::N,пом,말당
687,Ende::N,gals,말당
688,Ende::N,uzgalis,말당
689,Loch::N,розь,빙옷
690,Loch::N,caurums,빙옷
691,Winkel::N,пельӧс,각도
692,Winkel::N,leņķis,각도
693,Muster::N,сер,본
694,Muster::N,сер,견복
695,Muster::N,piemērs,본
696,Muster::N,piemērs,견복
697,Größe::N,ыджда,신장
698,Größe::N,lielums,신장
699,Länge::N,кузьта,길이긺
700,Länge::N,garums,길이긺
701,Höhe::N,джуджда,높이
702,Höhe::N,augstums,높이
703,Gewicht::N,сьӧкта,추
704,Gewicht::N,сьӧкталун,추
705,Gewicht::N,svars,추
706,Gewicht::N,smagums,추
707,Menge::N,лун,수양
708,Menge::N,числӧ,수양
709,Menge::N,masa,수양
710,Menge::N,daudzums,수양
711,Haufen::N,чукӧр,퇴적
712,Haufen::N,čupa,퇴적
713,Haufen::N,grēda,퇴적
714,Haufen::N,kaudze,퇴적
715,Reihe::N,рад,열
716,Reihe::N,rinda,열
717,Reihe::N,virkne,열
718,Boot::N,пыж,보트
719,Boot::N,laiva,보트
720,Ruder::N,пелыс,노
721,Ruder::N,ӧпаснӧй,노
722,Ruder::N,airis,노
723,Ruder::N,irklis,노
724,Schlitten::N,дадь,썰매
725,Schlitten::N,ragavas,썰매
726,Ski::N,лызь,스키
727,Ski::N,slēpe,스키
728,Lagerfeuer::N,бипур,캠프의 모닥불
729,Lagerfeuer::N,ugunskurs,캠프의 모닥불
730,Last::N,сьӧкыдтор,무거운짐
731,Last::N,krava,무거운짐
732,Gang::N,мунӧм,걸음
733,Gang::N,ветлӧм,걸음
734,Gang::N,eja,걸음
735,Gang::N,gājums,걸음
736,Schritt::N,воськов,보조
737,Schritt::N,воськовтӧм,보조
738,Schritt::N,solis,보조
739,Norden::N,войвыв,북쪽 
740,Norden::N,ziemeļi,북쪽 
741,Süden::N,лунвыв,남쪽
742,Süden::N,dienvidi,남쪽
743,Westen::N,рытыв,서쪽
744,Westen::N,rietumi,서쪽
745,Osten::N,асыв,동쪽
746,Osten::N,austrumi,동쪽
747,Holz::N,пу,목재
748,Holz::N,koks,목재
749,Holz::N,koksne,목재
750,Brett::N,пӧв,마루널
751,Brett::N,dēlis,마루널
752,Platte::N,плита,탤
753,Platte::N,плита,금속판
754,Platte::N,plate,탤
755,Platte::N,plate,금속판
756,Platte::N,plāksne,탤
757,Platte::N,plāksne,금속판
758,Stütze::N,пыкӧд,버팀목
759,Stütze::N,мыджӧд,버팀목
760,Stütze::N,balsts,버팀목
761,Stütze::N,atspaids,버팀목
762,Stange::N,потш,장대
763,Stange::N,maikste,장대
764,Stock::N,бедь,막대기
765,Stock::N,boze,막대기
766,Stock::N,spieķis,막대기
767,Stab::N,зир,작대기
768,Stab::N,zizlis,작대기
769,Rohr::N,труба,갈대
770,Rohr::N,caurule,갈대
771,Haus::N,керка,집
772,Haus::N,māja,집
773,Heim::N,горт,집
774,Heim::N,mājas,집
775,Ofen::N,пач,아궁이
776,Ofen::N,krāsns,아궁이
777,Fußboden::N,джодж,마루
778,Fußboden::N,grīda,마루
779,Tisch::N,пызан,탁자
780,Tisch::N,galds,탁자
781,Stuhl::N,улӧс,의자
782,Stuhl::N,krēsls,의자
783,Wiege::N,зыбка,발상지
784,Wiege::N,šūpulis,발상지
785,Bett::N,вольпась,침대
786,Bett::N,gulta,침대
787,Regal::N,джадж,서가
788,Regal::N,plaukts,서가
789,Kiste::N,куд,짐궤
790,Kiste::N,ящик,짐궤
791,Kiste::N,kaste,짐궤
792,Kiste::N,šķirsts,짐궤
793,Fenster::N,ӧшинь,눔
794,Fenster::N,logs,눔
795,Tür::N,ӧдзӧс,문
796,Tür::N,durvis,문
797,Tor::N,дзиръя,대문
798,Tor::N,vārti,대문
799,Zaun::N,потшӧс,담장
800,Zaun::N,žogs,담장
801,Dach::N,вевт,지붕
802,Dach::N,jumts,지붕
803,Leiter::N,пос,사닥다리
804,Leiter::N,kāpnes,사닥다리
805,Leiter::N,redeles,사닥다리
806,Besen::N,рос,비
807,Besen::N,slota,비
808,Spaten::N,зыр,가래
809,Spaten::N,lāpsta,가래
810,Schaufel::N,тэльӧб,삽
811,Schaufel::N,liekšķere,삽
812,Gabel::N,вилки,갈래
813,Gabel::N,dakšiņa,갈래
814,Löffel::N,пань,숟가락
815,Löffel::N,karote,숟가락
816,Messer::N,пурт,나이프
817,Messer::N,nazis,나이프
818,Nagel::N,тув,발툽
819,Nagel::N,кӧрт тув,발툽
820,Nagel::N,nagla,발툽
821,Netz::N,тыв,그물
822,Netz::N,tīkls,그물
823,Haken::N,крук,갈고리
824,Haken::N,āķis,갈고리
825,Haken::N,kāsis,갈고리
