,Concept_ID,cv,el
658,stumpf::A,тӗрӗнчӗк,αμβλύς
659,stumpf::A,ӑнкарусӑр,αμβλύς
660,schwer::A,йывӑр,βαρύς
661,schön::A,илемлӗ,ωραίος
662,schön::A,илемлӗ,όμορφος
663,heiß::A,вӗри,ζεστός
664,warm::A,ӑшӑ,θερμός
665,kalt::A,сивӗ,κρύος
666,kalt::A,сивӗ,ψυχρός
667,kühl::A,уҫӑ,δροσερός
668,frisch::A,уҫӑ,νωπός
669,frisch::A,уҫӑ,φρέσκος
670,feucht::A,йӗпе,υγρός
671,nass::A,нӳрӗ,βρεγμένος
672,trocken::A,типӗ,ξηρός
673,trocken::A,типӗ,στεγνός
674,voll::A,тулли,γεμάτος
675,leer::A,пушӑ,άδειος
676,offen::A,уҫӑ,ανοιχτός
677,geschlossen::A,хупӑ,κλειστός
678,sauber::A,таса,καθαρός
679,schmutzig::A,пылчӑклӑ,βρώμικος
680,schmutzig::A,пылчӑклӑ,λερωμένος
681,schmutzig::A,вараланчӑк,βρώμικος
682,schmutzig::A,вараланчӑк,λερωμένος
683,roh::A,чӗрӗ,ωμός
684,reif::A,пулнӑ,ώριμος
685,reif::A,пиҫӗхнӗ,ώριμος
686,reif::A,аталаннӑ,ώριμος
687,reif::A,пиҫсе ҫитнӗ,ώριμος
688,lecker::A,тутлӑ,νόστιμος
689,lecker::A,техӗмлӗ,νόστιμος
690,süß::A,пылак,γλυκός
691,bitter::A,йӳҫӗ,πικρός
692,sauer::A,йӳҫӗ,ξινός
693,sauer::A,йӳҫек,ξινός
694,sauer::A,кӑвасак,ξινός
695,hell::A,ҫутӑ,φωτεινός
696,dunkel::A,тӗттӗм,σκοτεινός
697,schwarz::A,хура,μαύρος
698,schwarz::A,хура,μελανός
699,weiß::A,шурӑ,άσπρος
700,rot::A,хӗрлӗ,κόκκινος
701,gelb::A,сарӑ,κίτρινος
702,blau::A,кӑвак,μπλε
703,blau::A,кӑвак,γαλανός
704,grün::A,симӗс,πράσινος
705,grün::A,пиҫмен,πράσινος
706,grün::A,ӑс пухман,πράσινος
707,grau::A,кӑвак,γκρίζος
708,bunt::A,чӑпар,ποικιλόχρωπος
709,billig::A,йӳнӗ,φτηνός
710,teuer::A,хаклӑ,ακριβός
711,wertvoll::A,паха,πολύτιμος
712,blind::A,суккӑр,τυφλός
713,taub::A,хӑлхасӑр,κουφός
714,kräftig::A,хӑватлӑ,δυνατός
715,stark::A,вирлӗ,γερός
716,schwach::A,халсӑр,αδύνατος
717,fett::A,самӑр,παχύς
718,fett::A,мӑнтӑр,παχύς
719,schlank::A,йӑрӑс,λεπτός
720,schlank::A,йӑрӑс,λυγερός
721,schlank::A,яштака,λεπτός
722,schlank::A,яштака,λυγερός
723,hübsch::A,хитре,όμορφος
724,hübsch::A,хитре,χαριτωμένος
725,böse::A,усал,κακός
726,dumm::A,ухмах,κουτός
727,dumm::A,ухмах,ανόητος
728,faul::A,наян,τεμπέλης
729,faul::A,юлхав,τεμπέλης
730,faul::A,ӳркенчӗк,τεμπέλης
731,fleißig::A,хастар,εργατικός
732,geizig::A,хытӑ,τσιγγούνης
733,klug::A,ӑслӑ,έξυπνος
734,geschickt::A,ӑста,επιδέξιος
735,lieb::A,савнӑ,φίλος
736,lieb::A,савнӑ,αγαπητός
737,lustig::A,хаваслӑ,εύθυμος
738,lustig::A,хаваслӑ,χαρούμενος
739,sanft::A,ачаш,ήπιος
740,hungrig::A,выҫӑ,πεινασμένος
741,krank::A,чирлӗ,άρρωστος
742,nackt::A,ҫара,γυμνός
743,traurig::A,салхуллӑ,λυπημένος
744,lebendig::A,чӗрӗ,ζωντανός
745,gut::A,аван,καλός
746,gut::A,лайӑх,καλός
747,schlecht::A,япӑх,κακός
748,schlecht::A,начар,κακός
749,richtig::A,тӗрӗс,σωστός
750,schlimm::A,йӗрӗнчӗк,άσχημος
751,wahr::A,чӑн,αληθής
752,wahr::A,чӑн,αληθινός
753,alt::A,кивӗ,παλιός
754,neu::A,ҫӗнӗ,νέος
755,neu::A,ҫӗнӗ,καινούργιος
756,ehemalig::A,пулнӑ,παλιός
757,alt[Lebewesen]::A,ватӑ,γέρος
758,jung::A,яш,νέος
759,jung::A,ҫамрӑк,νέος
760,arm::A,чухӑн,φτωχός
761,reich::A,пуян,πλούσιος
762,bekannt::A,пӗлӗш,γνωστός
763,berühmt::A,чаплӑ,περίφημος
764,berühmt::A,чаплӑ,ξακουσμένος
765,fremd::A,ют,ξένος
766,verschieden::A,расна,διαφορετικός
767,nah::A,ҫывӑх,κοντινός
768,nah::A,ҫывӑхри,κοντινός
769,fern::A,инҫе,μακριά
770,fern::A,аякри,μακριά
771,linker::A,сулахай,αριστερός
772,rechter::A,сылтӑм,δεξιός
773,anderer::A,урӑх,άλλος
774,erster::A,пӗрремӗш,πρώτος
775,zweiter::A,иккӗмӗш,δεύτερος
776,dritter::A,виҫҫӗмӗш,τρίτος
777,letzter::A,юлашки,τελευταίος
778,allein::ADV,пӗччен,μόνος
779,auf einmal::ADV,кӗмӗрккен,εφάπαξ
780,zusammen::ADV,пӗрле,μαζί
781,lange::ADV,вӑрах,πολύν καιρό
782,plötzlich::ADV,сасартӑк,έξαφνα
783,sofort::ADV,тӳрех,αμέσως
784,später::ADV,кайран,αργότερα
785,jetzt::ADV,халь,τώρα
786,jetzt::ADV,халӗ,τώρα
787,heute::ADV,паян,σήμερα
788,morgen::ADV,ыран,αύριο
789,bald::ADV,халех,σε λίγο
790,bald::ADV,халех,εντός ολίγου
791,bald::ADV,кӗҫех,σε λίγο
792,bald::ADV,кӗҫех,εντός ολίγου
793,dann::ADV,унтан,ύστερα
794,gestern::ADV,ӗнер,χτες
795,einst::ADV,пӗррехинче,ποτέ
796,einst::ADV,пӗррехинче,άλλοτε
797,damals::ADV,ун чухне,τότε
798,damals::ADV,апла пулсан,τότε
799,danach::ADV,унтан,μετά
800,danach::ADV,унтан,ύστερα
801,vorher::ADV,малтан,πριν
802,vorher::ADV,малтан,προηγουμένως
803,zuerst::ADV,пирвай,πρώτα
804,einmal::ADV,пӗррехинче,μία φορά
805,manchmal::ADV,хӑш чухне,κάποτε
806,oft::ADV,тӑтӑш,συχνά
807,oft::ADV,тӑтӑш,πολλές φορές
808,immer::ADV,ялан,πάντα
809,immer::ADV,ялан,πάντοτε
810,niemals::ADV,нихӑҫан та,ποτέ
811,hier::ADV,кунта,εδώ
812,hierhin::ADV,кунта,εδώ
813,von hier::ADV,кунтан,από δω
814,dort::ADV,унта,εκεί
815,dort::ADV,ҫавӑнта,εκεί
816,dorthin::ADV,унта,προς τα κει
817,dorthin::ADV,ҫавӑнта,προς τα κει
818,geradeaus::ADV,тикӗс,κατευθείαν
819,vorwärts::ADV,малалла,εμπρός
820,rückwärts::ADV,хыҫала,πίσω
821,zurück::ADV,каялла,πίσω
822,unten::ADV,аялта,κάτω
823,hinab::ADV,аялта,προς τα κάτω
824,oben::ADV,ҫӳлте,πάνω
825,oben::ADV,ҫӳлте,επάνω
826,hinauf::ADV,ҫӳле,προς τα πάνω
827,überall::ADV,таҫта та,παντού
828,überall::ADV,пур ҫӗрте те,παντού
829,überall::ADV,кирек ӑҫта та,παντού
830,nicht::ADV,мар,δεν
831,ein wenig::ADV,пӑртак,λιγάκι
832,kaum::ADV,аран,μόλις
833,sehr::ADV,питӗ,πολύ
834,so::ADV,апла,έτσι
835,noch::ADV,татах,ακόμα
836,nur::ADV,ҫех,μόνο
837,schon::ADV,ӗнтӗ,ήδη
838,schon::ADV,ӗнтӗ,κιόλας
839,wieder::ADV,каллех,ξανά
840,vergebens::ADV,харам,μάταια
841,vor::PRP,умӗнче,μπροστά σε
842,vor::PRP,умӗнче,μπροστά από
843,hinter::PRP,кайра,πίσω από 
844,unter::PRP,айне,υπό
845,unter::PRP,айне,κάτω από
846,unter::PRP,айӗпе,υπό
847,unter::PRP,айӗпе,κάτω από
848,unter::PRP,айӗнче,υπό
849,unter::PRP,айӗнче,κάτω από
850,unter::PRP,ҫитеспе,υπό
851,unter::PRP,ҫитеспе,κάτω από
852,durch::PRP,витӗр,διά
853,durch::PRP,витӗр,διά μέσου
854,neben::PRP,патӗнче,δίπλα σε
855,zwischen::PRP,хушшинче,μεταξύ
856,zwischen::PRP,хушшинче,ανάμεσα σε
857,wegen::PRP,пула,για
858,wegen::PRP,пула,λόγω
859,wegen::PRP,пирки,για
860,wegen::PRP,пирки,λόγω
861,dies::PRN,ку,αυτό
862,dies::PRN,ҫак,αυτό
863,das::PRN,ҫав,το
864,alles::PRN,пурте,όλα
865,alles::PRN,йӑлт,όλα
866,ich::PRN,эп,εγώ
867,du::PRN,эс,σύ
868,du::PRN,эс,εσύ
869,er::PRN,вӑл,αυτός
870,wir::PRN,эпир,εμείς
871,ihr::PRN,эсир,εσείς
872,sie::PRN,вӗсем,αυτοί
873,was::FPRN,мӗн,τι
874,was::FPRN,мӗскер,τι
875,was::FPRN,мӗн те пулин,τι
876,wer::FPRN,кам,ποιος
877,wo::FADV,ӑҫта,πού
878,wohin::FADV,ӑҫта,πού
879,wohin::FADV,ӑҫта,για πού
880,wie::FADV,епле,πώς
881,wie::FADV,мӗнле,πώς
882,warum::FADV,ма,γιατί
883,warum::FADV,мӗншӗн,γιατί
884,wieviel::FNUM,миҫе,πόσος
885,eins::NUM,пӗр,ένα
886,eins::NUM,пӗрре,ένα
887,zwei::NUM,ик,δύο
888,zwei::NUM,икӗ,δύο
889,zwei::NUM,иккӗ,δύο
890,drei::NUM,виҫ,τρία
891,drei::NUM,виҫ,τρεις
892,drei::NUM,виҫӗ,τρία
893,drei::NUM,виҫӗ,τρεις
894,drei::NUM,виҫҫӗ,τρία
895,drei::NUM,виҫҫӗ,τρεις
896,vier::NUM,тӑват,τέσσερα
897,vier::NUM,тӑват,τέσσερις
898,fünf::NUM,пилӗк,πέντε
899,fünf::NUM,пиллӗк,πέντε
900,sechs::NUM,улт,έξι
901,sechs::NUM,ултӑ,έξι
902,sechs::NUM,улттӑ,έξι
903,sieben::NUM,ҫич,εφτά
904,sieben::NUM,ҫичӗ,εφτά
905,sieben::NUM,ҫиччӗ,εφτά
906,acht::NUM,сакӑр,οχτώ
907,acht::NUM,саккӑр,οχτώ
908,neun::NUM,тӑхӑр,εννιά
909,neun::NUM,тӑххӑр,εννιά
910,zehn::NUM,вунӑ,δέκα
911,zehn::NUM,вуннӑ,δέκα
912,elf::NUM,вун пӗр,έντεκα
913,zwölf::NUM,вун ик,δώδεκα
914,zwölf::NUM,вун икӗ,δώδεκα
915,zwölf::NUM,вун иккӗ,δώδεκα
916,zwanzig::NUM,ҫирӗм,είκοσι
917,dreißig::NUM,вӑтӑр,τριάντα
918,vierzig::NUM,хӗрӗх,σαράντα
919,fünfzig::NUM,аллӑ,πενήντα
920,sechzig::NUM,утмӑл,εξήντα
921,siebzig::NUM,ҫитмӗл,εβδομήντα
922,achtzig::NUM,сакӑр вунӑ,ογδόντα
923,achtzig::NUM,сакӑр вуннӑ,ογδόντα
924,neunzig::NUM,тӑхӑр вун,ενενήντα
925,neunzig::NUM,тӑхӑр вунӑ,ενενήντα
926,neunzig::NUM,тӑхӑр вуннӑ,ενενήντα
927,hundert::NUM,ҫӗр,εκατό
928,tausend::NUM,пин,χίλιοι
929,und::CNJ,та,και
930,oder::CNJ,е,ή
931,stehen::V,тӑр,στέκομαι
932,stehen::V,тӑр,είμαι όρθιος
933,sitzen::V,лар,κάθομαι
934,liegen::V,вырт,είμαι ξαπλωμένος
935,hängen::V,усӑнса тӑр,κρέμομαι
936,hängen::V,ҫакӑнса тӑр,κρέμομαι
937,werden::V,пул,γίνομαι
938,passieren::V,пул,συμβαίνω
939,beginnen::V,пуҫлан,αρχίζω
940,enden::V,пӗт,τελειώνω
941,enden::V,вӗҫлен,τελειώνω
942,wechseln::V,улшӑн,αλλάζω
943,aufgehen[Sonne]::V,тух,βγαίνω
944,aufgehen[Sonne]::V,тух,ανατέλλω
945,untergehen[Sonne]::V,анса лар,δύω
946,untergehen[Sonne]::V,анса лар,βασιλεύω
947,scheinen[Sonne]::V,пӑх,λάμπω
948,donnern::V,кӗмсӗртет,βροντώ
949,donnern::V,авӑт,βροντώ
950,wehen::V,варкӑш,φυσώ
951,strömen::V,тӑкӑн,ρέω
952,strömen::V,тӑкӑн,τρέχω
953,fließen::V,юх,ρέω
954,sich drehen::V,ҫаврӑн,γυρίζω
955,sich drehen::V,ҫаврӑн,στρέφομαι
956,schwanken::V,чӳхен,ταλαντεύομαι
957,schwingen::V,суллан,αιωρούμαι
958,schwingen::V,суллан,ταλαντεύομαι
959,fallen::V,кип,πέφτω
960,fallen::V,тӳр кип,πέφτω
961,fallen::V,татӑлса ан,πέφτω
962,brennen::V,ҫун,καίω
963,rauchen::V,мӑкӑрлан,καπνίζω
964,rauchen::V,тӗтӗм кӑлар,καπνίζω
965,regnen::V,ҫумӑр ҫӑвать,βρέχω
966,gefrieren::V,шӑн,παγώνω
967,tauen::V,ирӗл,λειώνω
968,schmelzen::V,ирӗл,λειώνω
969,trocknen::V,тип,στεγνώνω
970,sieden::V,вӗре,βράζω
971,faulen::V,ҫӗр,σαπίζω
972,verfaulen::V,ҫӗр,σαπίζω
973,reißen::V,ҫурӑл,σχίζω
974,versinken::V,пут,βουλιάζω
975,versinken::V,пут,βυθίζομαι
976,vergehen::V,ирт,περνώ
977,erscheinen::V,курӑн,εμφανίζομαι
978,erscheinen::V,курӑнса кай,εμφανίζομαι
979,verschwinden::V,ҫухал,χάνομαι
980,verschwinden::V,ҫухал,εξαφανίζομαι
981,sinken::V,чак,κατεβαίνω
982,abnehmen::V,чак,μειώνομαι 
983,zunehmen::V,пысӑклан,αυξάνω
984,zunehmen::V,пысӑклан,μεγαλώνω
985,steigen::V,ҫӗклен,ανεβαίνω
986,wachsen::V,ӳс,μεγαλώνω
987,glänzen::V,ҫиҫ,γυαλίζω
988,funkeln::V,ялкӑш,αστράφτω
989,funkeln::V,ялкӑш,σπιθοβολώ
990,funkeln::V,йӑлтӑртат,αστράφτω
991,funkeln::V,йӑлтӑртат,σπιθοβολώ
992,lärmen::V,шавла,θορυβώ
993,läuten::V,шӑнкӑравла,χτυπώ 
994,klingeln::V,шӑнкӑравла,κουδουνίζω
995,klirren::V,калтлат,κουδουνίζω
996,klirren::V,шӑнкӑлтат,κουδουνίζω
997,brausen::V,ахӑр,βουΐζω
998,rauschen::V,вашӑлтат,βουΐζω
999,rauschen::V,чашӑлтат,βουΐζω
1000,klingen::V,янӑра,ηχώ
1001,bellen::V,вӗр,γαυγίζω
1002,heulen::V,ула,ουρλιάζω
1003,blasen::V,вӗр,φυσώ
1004,pfeifen::V,шӑхӑр,σφυρίζω
1005,schreien::V,кӑшкӑр,κραυγάζω
1006,stöhnen::V,йынӑш,βογγώ
1007,zittern::V,чӗтре,τρέμω
1008,leben::V,пурӑн,ζω
1009,geboren werden::V,ҫурал,γεννιέμαι
1010,atmen::V,сывла,αναπνέω
1011,trinken::V,ӗҫ,πίνω
1012,essen::V,ҫи,τρώω
1013,schlucken::V,ҫӑт,καταπίνω
1014,müde werden::V,ӗшен,κουράζομαι
1015,einschlafen::V,ыйха пут,αποκοιμιέμαι
1016,einschlafen::V,ҫывӑрса кай,αποκοιμιέμαι
1017,schlafen::V,ҫывӑр,κοιμάμαι
1018,aufwachen::V,вӑран,ξυπνώ
1019,aufstehen::V,тӑр,σηκώνομαι
1020,sich erholen::V,кан,ξεκουράζομαι
1021,krank werden::V,чирле,αρρωσταίνω
1022,krank sein::V,чирле,ασθενώ
1023,schmerzen::V,сур,πονώ
1024,schmerzen::V,ырат,πονώ
1025,husten::V,ӳсӗр,βήχω
1026,genesen::V,сывал,θεραπεύομαι
1027,genesen::V,тӳрлен,θεραπεύομαι
1028,sterben::V,вил,πεθαίνω
1029,umkommen::V,вил,πεθαίνω
1030,sich bewegen::V,куҫ,κουνιέμαι
1031,sich rühren::V,хускал,σαλεύω
1032,sich erheben::V,тӑр,επαναστατώ
1033,sich setzen::V,лар,κάθομαι
1034,hinfallen::V,ӳк,πέφτω κάτω
1035,laufen::V,ут,τρέχω
1036,schreiten::V,ут,βαδίζω
1037,spazierengehen::V,уҫӑлса ҫӳре,κάνω βόλτα
1038,spazierengehen::V,уҫӑлса ҫӳре,πηγαίνω περίπατο
1039,spazierengehen::V,уткаласа ҫӳре,κάνω βόλτα
1040,spazierengehen::V,уткаласа ҫӳре,πηγαίνω περίπατο
1041,eilen::V,васка,σπεύδω
1042,eilen::V,хыпалан,σπεύδω
1043,sich beeilen::V,васка,βιάζομαι
1044,sich beeilen::V,хыпалан,βιάζομαι
1045,sausen::V,ыткӑн,τρέχω γρήγορα
1046,sausen::V,вӗҫтер,τρέχω γρήγορα
1047,rennen::V,чуп,τρέχω
1048,springen::V,сик,πηδώ
1049,klettern::V,улӑх,σκαρφαλώνω
1050,schaukeln::V,йӳрӗн,κουνιέμαι
1051,kriechen::V,шу,έρπω
1052,kriechen::V,шу,σέρνομαι
1053,kriechen::V,упален,έρπω
1054,kriechen::V,упален,σέρνομαι
1055,schwimmen::V,иш,κολυμπώ
1056,tauchen::V,чӑм,βουτώ
1057,rudern::V,авӑс,κωπηλατώ
1058,fahren::V,пыр,πηγαίνω
1059,fliegen::V,вӗҫ,πετώ
1060,gehen::V,кай,βαδίζω
1061,gehen::V,кай,πηγαίνω
1062,weggehen::V,кай,φεύγω
1063,abfahren::V,тапран,ξεκινώ
1064,abfahren::V,тапран,αναχωρώ
1065,anhalten::V,чарӑн,σταματώ
1066,hineingehen::V,кӗр,μπαίνω
1067,eintreten::V,кӗр,μπαίνω
1068,eintreten::V,кӗр,εισέρχομαι
1069,kommen::V,кил,έρχομαι
1070,ankommen::V,ҫит,φτάνω
1071,zurückkommen::V,таврӑн,επιστρέφω
1072,zurückkommen::V,каялла кил,επιστρέφω
1073,bleiben::V,юл,μένω
1074,warten::V,кӗт,περιμένω
1075,erwarten::V,кӗт,αναμένω
1076,erwarten::V,кӗт,περιμένω
1077,suchen::V,шыра,ψάχνω
1078,finden::V,туп,βρίσκω
1079,versuchen::V,пикен,προσπαθώ
1080,vorbereiten::V,хатӗрле,προετοιμάζω
1081,lieben::V,юрат,αγαπώ
1082,mögen::V,кӑмӑлла,μου αρέσει
1083,mögen::V,килӗштер,μου αρέσει
1084,lachen::V,кул,γελώ
1085,lachen::V,ахӑлтат,γελώ
1086,rühren::V,ҫулӑх,συγκινώ
1087,weinen::V,йӗр,κλαίω
1088,weinen::V,макӑр,κλαίω
1089,schimpfen::V,вӑрҫ,βρίζω
1090,schimpfen::V,ятлаҫ,βρίζω
1091,sich ärgern::V,ҫиллен,θυμώνω
1092,sich fürchten::V,шиклен,φοβάμαι
1093,fürchten::V,хӑра,φοβάμαι
1094,fliehen::V,тар,φεύγω
1095,flüchten::V,чупса тар,δραπετεύω
1096,sehen::V,кур,βλέπω
1097,anschauen::V,пӑхса ил,κοιτάζω
1098,ansehen::V,пӑх,βλέπω
1099,hören::V,илт,ακούω
1100,zuhören::V,итле,ακούω
1101,zuhören::V,тӑнла,ακούω
1102,probieren::V,астив,δοκιμάζω
1103,riechen::V,шӑршла,μυρίζω
1104,riechen::V,шӑршла,οσφραίνομαι
1105,fühlen::V,туй,αισθάνομαι
1106,fühlen::V,сис,αισθάνομαι
1107,scheinen::V,туйӑн,φαίνομαι
1108,zu sehen sein::V,курӑн,φαίνομαι
1109,vernehmen::V,пӑл,ακούω
1110,vernehmen::V,пӑл,μαθαίνω
1111,frieren::V,йӳтен,κρυώνω
1112,tun::V,ту,κάνω
1113,können::V,пултар,ξέρω
1114,können::V,пултар,μπορώ
1115,wollen::V,те,θέλω
1116,anfangen::V,пуҫла,αρχίζω
1117,beenden::V,пӗтер,τελειώνω
1118,aufhören::V,пӑрах,παύω
1119,gelingen::V,ӑн,πετυχαίνω
1120,geraten::V,пул,γίνομαι
1121,öffnen::V,уҫ,ανοίγω
1122,schließen::V,хуп,κλείνω
1123,stellen::V,ларт,θέτω
1124,stellen::V,тӑрат,θέτω
1125,setzen::V,ларт,θέτω
1126,legen::V,хур,θέτω
1127,berühren::V,перӗн,εγγίζω
1128,verbinden::V,сып,συνδέω
1129,bedecken::V,вит,σκεπάζω
1130,aufhängen::V,ҫак,κρεμώ
1131,anzünden::V,ҫут,ανάβω
1132,aufheben::V,ҫӗкле,σηκώνω
1133,zurücklassen::V,манса хӑвар,εγκαταλείπω
1134,verlieren::V,ҫӗтер,χάνω
1135,fallen lassen::V,ӳкер,αφήνω να πέσει
1136,machen::V,ту,κάνω
1137,machen::V,ту,φτιάχνω
1138,herstellen::V,ӑстала,κατασκευάζω
1139,bauen::V,ту,χτίζω
1140,bauen::V,ту,οικοδομώ
1141,reparieren::V,юса,επισκευάζω
1142,reparieren::V,юса,επιδιορθώνω
1143,verbessern::V,лайӑхлат,βελτιώνω
1144,verbessern::V,лайӑхлат,καλυτερεύω
1145,ändern::V,улӑштар,αλλάζω
1146,graben::V,чав,σκάβω
1147,graben::V,чакала,σκάβω
1148,beugen::V,кукӑрт,λυγίζω
1149,biegen::V,ав,κάμπτω
1150,biegen::V,кукӑрт,κάμπτω
1151,drehen::V,ҫавӑр,στρέφω
1152,wenden::V,ӳпӗнтер,γυρίζω
1153,umdrehen::V,ҫавӑр,γυρίζω
1154,heben::V,хӑпарт,υψώνω
1155,heben::V,хӑпарт,σηκώνω
1156,hochheben::V,йӑт,υψώνω
1157,hochheben::V,йӑт,σηκώνω
1158,ergreifen::V,тыт,πιάνω
1159,ergreifen::V,тыт,αρπάζω
1160,halten::V,тыт,βαστώ
1161,drücken::V,пус,πιέζω
1162,schieben::V,тӗк,σπρώχνω
1163,schieben::V,тӗрт,σπρώχνω
1164,kratzen::V,хыр,γρατσουνίζω
1165,lecken::V,ҫула,γλείφω
1166,beißen::V,ҫырт,δαγκάνω
1167,beißen::V,хып,δαγκάνω
1168,abreißen::V,тат,κόβω
1169,abreißen::V,тат,σχίζω
1170,abschneiden::V,кас,αποκόπτω
1171,binden::V,ҫых,δένω
1172,stecken::V,чик,χώνω
1173,brechen::V,хуҫ,σπάζω
1174,klopfen::V,такка,χτυπώ
1175,klopfen::V,такка,τινάζω
1176,hauen::V,шакка,χτυπώ
1177,kleben::V,ҫыпӑҫтар,κολλώ
1178,reiben::V,сӑтӑр,τρίβω
1179,streichen::V,сӗр,αλείφω
1180,schleifen::V,хӑйра,ακονίζω
1181,schneiden::V,кас,κόβω
1182,rütteln::V,лӑка,σείω
1183,rütteln::V,лӑка,τινάζω
1184,rütteln::V,силлентер,σείω
1185,rütteln::V,силлентер,τινάζω
1186,schütteln::V,лӑка,σείω
1187,schütteln::V,лӑка,κουνώ
1188,schütteln::V,силлентер,σείω
1189,schütteln::V,силлентер,κουνώ
1190,schwenken::V,сулла,κουνώ
1191,schütten::V,тултар,χύνω
1192,füllen::V,тултар,γεμίζω
1193,einwickeln::V,чӗрке,τυλίγω
1194,tragen::V,ҫӗкле,φέρνω
1195,schleppen::V,сӗтӗр,κουβαλώ
1196,ziehen::V,тӑс,τραβώ
1197,aufbewahren::V,усра,φυλάω
1198,werfen::V,пӑрах,ρίχνω
1199,fangen::V,тыт,πιάνω
1200,packen::V,тыт,τσακώνω
1201,verstecken::V,пытарса хур,κρύβω
1202,teilen::V,уйӑр,μερίζω
1203,teilen::V,пайла,μερίζω
1204,schicken::V,яр,στέλνω
1205,bringen::V,кӳр,φέρνω
1206,hinzufügen::V,хуш,προσθέτω
1207,bekommen::V,ил,προσκομίζω
1208,bekommen::V,туян,προσκομίζω
1209,erhalten::V,ил,παίρνω
1210,erhalten::V,ил,λαμβάνω
1211,erhalten::V,туян,παίρνω
1212,erhalten::V,туян,λαμβάνω
1213,nehmen::V,ил,πιάνω
1214,nehmen::V,ил,παίρνω
1215,wählen::V,суйла,εκλέγω
1216,auswählen::V,суйла,διαλέγω
1217,bewahren::V,упра,διατηρώ
1218,behindern::V,кансӗрле,εμποδίζω
1219,behindern::V,чӑрмантар,εμποδίζω
1220,verderben::V,пӑс,χαλώ
1221,beschädigen::V,пӑс,ζημιώνω
1222,zerbrechen::V,ват,σπάζω
1223,zerbrechen::V,ҫӗмӗр,σπάζω
1224,zerreißen::V,ҫур,σχίζω
1225,zerstören::V,иш,καταστρέφω
1226,verbrennen::V,ҫунтар,καίω
1227,geben::V,пар,δίνω
1228,reichen::V,пар,δίνω
1229,schenken::V,парнеле,χαρίζω
1230,versprechen::V,тума пул,υπόσχομαι
1231,versprechen::V,сӑмах пар,υπόσχομαι
1232,wünschen::V,сун,εύχομαι
1233,loben::V,ырла,επαινώ
1234,küssen::V,чуп ту,φιλώ
1235,wiegen::V,сиктер,κουνώ
1236,wiegen::V,сиктер,νανουρίζω
1237,wiegen::V,силле,κουνώ
1238,wiegen::V,силле,νανουρίζω
1239,zudecken::V,вит,σκεπάζω
1240,wecken::V,вӑрат,ξυπνώ
1241,zeigen::V,кӑтарт,δείχνω
1242,führen::V,илсе пыр,οδηγώ
1243,führen::V,ҫавӑтса пыр,οδηγώ
1244,lehren::V,вёрент,διδάσκω
1245,unterrichten::V,вёрент,διδάσκω
1246,aufziehen::V,вӗрент,ανατρέφω
1247,leiten::V,тытса пыр,ηγούμαι
1248,leiten::V,тытса пыр,διευθύνω
1249,antreiben::V,васкат,σπρώχνω
1250,antreiben::V,васкат,παρακινώ
1251,lassen::V,пусахла,αφήνω
1252,lassen::V,хуш,αφήνω
1253,einladen::V,чӗн,προσκαλώ
1254,vereinigen::V,пӗрлештер,ενώνω
1255,besuchen::V,ҫит,επισκέπτομαι
1256,besuchen::V,кӗрсе кур,επισκέπτομαι
1257,treffen::V,тӗл пул,συναντώ
1258,sich versammeln::V,пуҫтарӑн,μαζεύομαι
1259,spielen::V,выля,παίζω
1260,singen::V,юрла,τραγουδώ
1261,tanzen::V,ташла,χορεύω
1262,sich trennen::V,уйрӑл,αποχωρίζομαι
1263,verlassen::V,хӑвар,εγκαταλείπω
1264,retten::V,ҫӑл,σώζω
1265,bewachen::V,хуралла,φρουρώ
1266,schützen::V,сыхла,προστατεύω
1267,verteidigen::V,хӳтӗле,υπερασπίζω
1268,sich schlagen::V,ҫапӑҫ,χτυπιέμαι
1269,schießen::V,пер,πυροβολώ
1270,siegen::V,ҫӗн,νικώ
1271,siegen::V,ҫӗнтер,νικώ
1272,ärgern::V,тарӑхтар,τσαντίζω
1273,ärgern::V,ҫиллентер,τσαντίζω
1274,schlagen::V,ҫап,χτυπώ
1275,treten::V,тап,κλοτσώ
1276,stechen::V,чик,τρυπώ
1277,stoßen::V,чыш,ωθώ
1278,stoßen::V,чыш,σπρώχνω
1279,stehlen::V,вӑрла,κλέβω
1280,stören::V,кансӗрле,διαταράσσω
1281,belästigen::V,аптӑрат,ενοχλώ
1282,belästigen::V,хупла,ενοχλώ
1283,verbergen::V,пытар,κρύβω
1284,täuschen::V,суй,παραπλανώ
1285,betrügen::V,ултала,απατώ
1286,töten::V,вӗлер,σκοτώνω
1287,töten::V,вӗлер,θανατώνω
1288,wohnen::V,чуна пар,μένω
1289,wohnen::V,чуна пар,κατοικώ
1290,wohnen::V,парӑнса тӑр,μένω
1291,wohnen::V,парӑнса тӑр,κατοικώ
1292,arbeiten::V,ӗҫле,δουλεύω
1293,arbeiten::V,ӗҫле,εργάζομαι
1294,sammeln::V,пух,μαζεύω
1295,sammeln::V,пух,συλλέγω
1296,pflücken::V,тат,κόβω
1297,jagen::V,сунара ҫӳре,κυνηγώ
1298,fischen::V,пулӑ тыт,ψαρεύω
1299,fassen::V,тыт,πιάνω
1300,hüten::V,кӗт,φυλάγω
1301,hüten::V,кӗт,προσέχω
1302,treiben::V,хӑвала,οδηγώ
