,Concept_ID,cs,ja
853,versinken::V,ponořit se,沈む
854,vergehen::V,plynout,経つ
855,erscheinen::V,objevit se,現れる
856,verschwinden::V,zmizet,消える
857,sinken::V,klesat,下がる
858,abnehmen::V,ubýt,減る
859,zunehmen::V,přibýt,増える
860,steigen::V,stoupat,上がる
861,wachsen::V,růst,伸びる
862,glänzen::V,lesknout se,輝く
863,funkeln::V,jiskřit se,ぴかぴか光る
864,lärmen::V,dělat hluk,騒ぐ
865,läuten::V,zvonit,鳴る
866,klingeln::V,zvonit,鳴る
867,klirren::V,řinčet,がらんがらんと鳴る
868,brausen::V,hučet,逆巻く
869,rauschen::V,šumět,戦ぐ
870,klingen::V,znít,鳴る
871,bellen::V,štěkat,吠える
872,heulen::V,výt,きゃんきゃん鳴く
873,blasen::V,foukat,吹く
874,pfeifen::V,pískat,口笛を吹く
875,schreien::V,křičet,叫ぶ
876,stöhnen::V,sténat,うめく
877,zittern::V,třást se,震える
878,leben::V,žít,生きている
879,geboren werden::V,rodit se,生まれる
880,atmen::V,dýchat,呼吸する
881,trinken::V,pít,飲む
882,essen::V,jíst,食べる
883,schlucken::V,polykat,飲み込む
884,müde werden::V,unavit se,眠くなる
885,einschlafen::V,usnout,寝付く
886,schlafen::V,spát,眠る
887,aufwachen::V,probudit se,目が覚める
888,aufstehen::V,vstát,起きる
889,sich erholen::V,zotavovat se,休養する
890,krank werden::V,onemocnět,病気になる
891,krank sein::V,být nemocný,病気である
892,schmerzen::V,bolet,痛む
893,husten::V,kašlat,咳をする
894,genesen::V,uzdravit se,元気になる
895,sterben::V,umřít,死ぬ
896,sterben::V,umřít,亡くなる
897,umkommen::V,zahynout,死亡する
898,sich bewegen::V,pohnout se,移動する
899,sich rühren::V,hnout se,動く
900,sich erheben::V,zdvihnout se,立ち上がる
901,sich setzen::V,posadit se,座る
902,hinfallen::V,upadnout,転ぶ
903,laufen::V,běžet,歩く
904,schreiten::V,kráčet,跨ぐ
905,spazierengehen::V,procházet se,散歩する
906,eilen::V,spěchat,急ぐ
907,sich beeilen::V,pospíšit si,焦る
908,sausen::V,fičet,疾駆する
909,rennen::V,pádit,走る
910,springen::V,skákat,跳ぶ
911,klettern::V,lézt,よじ登る
912,klettern::V,šplhat,よじ登る
913,schaukeln::V,houpat,ぶらんこに乗る
914,kriechen::V,lézt,這う
915,kriechen::V,plazit se,這う
916,schwimmen::V,plavat,泳ぐ
917,tauchen::V,nořit se,潜る
918,rudern::V,veslovat,漕ぐ
919,fahren::V,jet,行く
920,fahren::V,jet,乗車する
921,fahren::V,jezdit,行く
922,fahren::V,jezdit,乗車する
923,fliegen::V,létat,飛ぶ
924,gehen::V,jít,行く
925,weggehen::V,odejít,立ち去る
926,abfahren::V,odjet,出発する
927,anhalten::V,zastavit se,止まる
928,hineingehen::V,vcházet se,入る
929,eintreten::V,vstoupit,中に入る
930,kommen::V,přijít,来る
931,ankommen::V,dojít,着く
932,ankommen::V,dojít,到着する
933,zurückkommen::V,vrátit se,帰る
934,bleiben::V,zůstat,留まる
935,warten::V,čekat,待つ
936,erwarten::V,čekat na,期待する
937,suchen::V,hledat,探る
938,finden::V,najít,見つける
939,versuchen::V,zkoušet,試す
940,vorbereiten::V,připravit,準備する
941,lieben::V,milovat,愛する
942,mögen::V,mít rád,好きである
943,lachen::V,smát se,笑う
944,rühren::V,dojmout,感情を動かす
945,weinen::V,plakat,泣く
946,schimpfen::V,nadávat,叱る
947,sich ärgern::V,pohoršit se,怒る
948,sich ärgern::V,pohoršit se,腹を立てる
949,sich fürchten::V,bát se,怖がる
950,fürchten::V,bát se,恐れる
951,fliehen::V,utéct,逃げる
952,flüchten::V,prchnout,逃亡する
953,sehen::V,vidět,見る
954,anschauen::V,podívat se na,眺める
955,ansehen::V,sledovat,見る
956,hören::V,slyšet,聞く
957,zuhören::V,poslouchat,聴く
958,probieren::V,ochutnávat,食べてみる
959,riechen::V,cítit,気取る
960,fühlen::V,cítit,感じる
961,scheinen::V,zdát se,ように見える
962,zu sehen sein::V,moci být viděn,見える
963,vernehmen::V,uslyšet,承る
964,frieren::V,mrznout,寒気がする
965,tun::V,dělat,する
966,können::V,moct,出来る
967,wollen::V,chtít,-たい
968,anfangen::V,začít,始める
969,beenden::V,ukončit,終える
970,aufhören::V,přestat,止める
971,gelingen::V,podařit se,成功する
972,geraten::V,dařit se,当たる
973,öffnen::V,otevřít,開く
974,öffnen::V,otevřít,開ける
975,schließen::V,zavřít,閉める
976,stellen::V,postavit,置く
977,stellen::V,postavit,据える
978,setzen::V,posadit,座らせる
979,legen::V,klást,置く
980,legen::V,položit,置く
981,berühren::V,dotýkat se,触る
982,berühren::V,dotýkat se,触れる
983,verbinden::V,spojit,結びつける
984,bedecken::V,pokrýt,覆う
985,aufhängen::V,oběsit,掛ける
986,aufhängen::V,pověsit,掛ける
987,anzünden::V,zapálit,燃やす
988,anzünden::V,zapálit,火をつける
989,anzünden::V,podpálit,燃やす
990,anzünden::V,podpálit,火をつける
991,aufheben::V,zvednout,拾う
992,aufheben::V,zdvihnout,拾う
993,zurücklassen::V,zanechat,残す
994,verlieren::V,ztratit,無くす
995,fallen lassen::V,upustit,落とす
996,machen::V,udělat,作る
997,herstellen::V,vyrobit,製造する
998,bauen::V,stavět,建設する
999,bauen::V,budovat,建設する
1000,reparieren::V,opravit,直す
1001,reparieren::V,opravit,修理する
1002,verbessern::V,zlepšit,改良する
1003,ändern::V,změnit,変える
1004,graben::V,rýt,掘る
1005,graben::V,kopat,掘る
1006,beugen::V,ohnout,折る
1007,biegen::V,ohnout,曲げる
1008,drehen::V,točit,回す
1009,wenden::V,obrátit,裏返す
1010,umdrehen::V,obrátit,裏返す
1011,heben::V,zdvihnout,挙げる
1012,hochheben::V,zvednout,持ち上げる
1013,ergreifen::V,chopit se,取り上げる
1014,halten::V,držet,持つ
1015,drücken::V,stisknout,押す
1016,schieben::V,posouvat,ずらす
1017,kratzen::V,škrábat,引っ掻く
1018,lecken::V,lízat,なめる
1019,beißen::V,kousat,噛む
1020,abreißen::V,utrhat,剝ぎ取る
1021,abreißen::V,odtrhat,剝ぎ取る
1022,abschneiden::V,uřezat,切り取る
1023,abschneiden::V,ukrojit,切り取る
1024,binden::V,přivázat,縛る
1025,stecken::V,strčit,差し込む
1026,brechen::V,lomit,破る
1027,klopfen::V,ťukat,とんとん叩く
1028,klopfen::V,klepat,とんとん叩く
1029,hauen::V,bít,叩く
1030,kleben::V,lepit,貼る
1031,kleben::V,lepit,くっ付ける
1032,reiben::V,třít,擦る
1033,streichen::V,mazat,塗る
1034,schleifen::V,brousit,研ぐ
1035,schneiden::V,řezat,切る
1036,schneiden::V,střihat,切る
1037,rütteln::V,třást,揺さぶる
1038,rütteln::V,otřást,揺さぶる
1039,schütteln::V,třást,振る
1040,schütteln::V,třást,揺さぶる
1041,schütteln::V,zatřást,振る
1042,schütteln::V,zatřást,揺さぶる
1043,schwenken::V,mávat,振る
1044,schütten::V,nasypat,注ぐ
1045,füllen::V,naplnit,いっぱいにする
1046,einwickeln::V,zavinout,包む
1047,tragen::V,nést,運ぶ
1048,schleppen::V,vléct,引きずる
1049,ziehen::V,tahat,引く
1050,ziehen::V,táhnout,引く
1051,aufbewahren::V,schovat,預かる
1052,werfen::V,házet,投げる
1053,fangen::V,chytat,受ける
1054,packen::V,uchvátit,掴む
1055,verstecken::V,schovat,隠す
1056,teilen::V,rozdělit,分ける
1057,schicken::V,posílat,送る
1058,bringen::V,přinést,持って行く
1059,hinzufügen::V,připojit,加える
1060,bekommen::V,dostat,得る
1061,erhalten::V,uchovat,受ける
1062,nehmen::V,vzít,取る
1063,wählen::V,zvolit,選ぶ
1064,auswählen::V,vybrat,選ぶ
1065,bewahren::V,uchránit,保存する
1066,behindern::V,překážet,妨害する
1067,verderben::V,zkazit,台無しにする
1068,beschädigen::V,porušit,損傷する
1069,beschädigen::V,poškodit,損傷する
1070,zerbrechen::V,rozlámat,割る
1071,zerreißen::V,roztrhnout,引き裂く
1072,zerstören::V,zničit,破壊する
1073,verbrennen::V,spálit,焼く
1074,geben::V,dát,上げる
1075,reichen::V,podat,渡す
1076,schenken::V,darovat,贈る
1077,versprechen::V,slíbit,約束する
1078,wünschen::V,přát,望む
1079,loben::V,chválit,褒める
1080,küssen::V,líbat,キスする
1081,wiegen::V,chovat,揺する
1082,wiegen::V,kolébat,揺する
1083,zudecken::V,přikrýt,覆う
1084,zudecken::V,přiklopit,覆う
1085,wecken::V,vzbudit,起こす
1086,zeigen::V,ukázat,見せる
1087,führen::V,vést,案内する
1088,lehren::V,učit,教える
1089,unterrichten::V,vyučovat,通知する
1090,aufziehen::V,vychovat,育てる
1091,leiten::V,vodit,導く
1092,antreiben::V,nutit,励ます
1093,lassen::V,dát,～させる
1094,einladen::V,pozvat,誘う
1095,einladen::V,pozvat,招待する
1096,vereinigen::V,spojit,一つにする
1097,besuchen::V,návštívit,訪ねる
1098,treffen::V,potkat,出会う
1099,sich versammeln::V,shromáždit se,集まる
1100,spielen::V,hrát,遊ぶ
1101,singen::V,zpívat,歌う
1102,tanzen::V,tančit,踊る
1103,sich trennen::V,rozejít se,別れる
1104,verlassen::V,opustit,別れる
1105,retten::V,zachránit,救う
1106,retten::V,zachránit,助ける
1107,bewachen::V,hlídat,見張る
1108,bewachen::V,hlídat,軽微する
1109,schützen::V,chránit,保護する
1110,verteidigen::V,obhájit,守る
1111,sich schlagen::V,bít se,殴る
1112,schießen::V,střílet,撃つ
1113,siegen::V,zvítězit,勝つ
1114,ärgern::V,zlobit,怒らせる
1115,ärgern::V,pohoršit,怒らせる
1116,schlagen::V,udeřit,殴る
1117,schlagen::V,praštit,殴る
1118,treten::V,kopnout,蹴る
1119,stechen::V,bodnout,突く
1120,stechen::V,píchnout,突く
1121,stoßen::V,strčit,突く
1122,stehlen::V,ukrást,盗る
1123,stören::V,vyrušit,構う
1124,belästigen::V,obtěžovat,邪魔する
1125,verbergen::V,skrýt,隠す
1126,täuschen::V,klamat,だます
1127,betrügen::V,podvést,だます
1128,töten::V,zabít,殺す
1129,wohnen::V,bydlit,住む
1130,arbeiten::V,pracovat,働く
1131,sammeln::V,sebrat,集める
1132,sammeln::V,sebrat,収集する
1133,pflücken::V,česat,摘む
1134,jagen::V,uhonit,狩りをする
1135,fischen::V,chytat ryby,釣る
1136,fassen::V,ulovit,捕る
1137,hüten::V,pást,放牧する
1138,treiben::V,hnát,追う
1139,anbinden::V,přivázat,繋ぐ
1140,füttern::V,krmit,餌をやる
1141,melken::V,dojit,搾乳する
1142,hacken::V,seknout,刻む
1143,gießen::V,zalít,水をやる
1144,reifen::V,uzrát,熟す
1145,zubereiten::V,připravit,調理する
1146,kochen::V,vařit,煮る
1147,backen::V,péct,焼く
1148,braten::V,smažit,焼く
1149,braten::V,smažit,炒める
1150,umrühren::V,zamíchat,混ぜる
1151,stricken::V,plést,編む
1152,nähen::V,šít,縫う
1153,färben::V,nabarvit,染める
1154,reinigen::V,očistit,掃除する
1155,waschen::V,mýt,洗う
1156,waschen::V,mýt,洗濯する
1157,abwischen::V,utřít,拭く
1158,spülen::V,spláchnout,洗う
1159,spülen::V,spláchnout,すすぐ
1160,fegen::V,zamést,掃除する
1161,kehren::V,mést,掃く
1162,baden::V,koupat se,入浴する
1163,sich waschen::V,mýt se,洗う
1164,ausziehen::V,svléct,脱ぐ
1165,anziehen::V,obléct,着る
1166,sich anziehen::V,oblékat se,着る
1167,kämmen::V,učesat,梳く
1168,schmücken::V,ozdobit,飾る
1169,sagen::V,říct,言う
1170,sprechen::V,mluvit,話す
1171,reden::V,hovořit,話す
1172,sich unterhalten::V,povídat se,話をする
1173,fragen::V,zeptat se,聞く
1174,bitten::V,prosit,頼む
1175,bitten::V,prosit,お願いする
1176,erzählen::V,povídat,物語る
1177,mitteilen::V,sdělit,伝える
1178,mitteilen::V,oznámit,伝える
1179,nennen::V,nazvat,名づける
1180,rufen::V,volat,呼ぶ
1181,rufen::V,zavolat,呼ぶ
1182,prahlen::V,chlubit se,自慢する
1183,übersetzen::V,přeložit,訳す
1184,denken::V,myslit,考える
1185,glauben::V,věřit,信じる
1186,bemerken::V,zpozorovat,気が付く
1187,erkennen::V,poznat,認識する
1188,begreifen::V,pochopit,分かる
1189,verstehen::V,porozumět,聞き取る
1190,lernen::V,učit se,学ぶ
1191,lernen::V,učit se,勉強する
1192,wissen::V,vědět,知っている
1193,sich erinnern an::V,vzpomínat si na,思い出す
1194,vergessen::V,zapomínat,忘れる
1195,messen::V,měřit,計る
1196,messen::V,měřit,測定する
1197,zählen::V,spočítat,数える
1198,rechnen::V,počítat,計算する
1199,lesen::V,číst,読む
1200,malen::V,malovat,描く
1201,zeichnen::V,rýsovat,写生する
1202,schreiben::V,psát,書く
1203,besitzen::V,mít,所持する
1204,besitzen::V,vlastnit,所持する
1205,kaufen::V,koupit,買う
1206,verkaufen::V,prodat,売る
1207,bezahlen::V,zaplatit,払う
1208,zahlen::V,platit,支払う
1209,beherrschen::V,ovládat,支配する
1210,ertragen::V,snést,耐える
