,Concept_ID,ps,nl
214,Falle::N,دام,val
215,Falle::N,لومه,val
216,Schlinge::N,کړۍ,strop
217,Spur::N,نښه,spoor
218,Asche::N,آس,as
219,Asche::N,ایره,as
220,Dreck::N,ناپاکي,drek
221,Eisen::N,اوسپنه,ijzer
222,Gold::N,سره زر,goud
223,Silber::N,نقره,zilver
224,Silber::N,سپین زر,zilver
225,Kohle::N,سکور,kool
226,Kohle::N,سکاره,kool
227,Glas::N,ښيښه,glas
228,Lehm::N,خټه,klei
229,Sand::N,شګه,zand
230,Mensch::N,انسان,mens
231,Mann::N,سړی,man
232,Mann::N,نارینه,man
233,Frau::N,ښځه,vrouw
234,Kind::N,بچی,kind
235,Kind::N,ماشوم,kind
236,Junge::N,هلک,jongen
237,Mädchen::N,نجلۍ,meisje
238,Familie::N,کورنۍ,gezin
239,Familie::N,کورنۍ,familie
240,Großvater::N,بابا,grootvader
241,Großmutter::N,انا,grootmoeder
242,Eltern::N,مور او پلار,ouders
243,Vater::N,پلار,vader
244,Mutter::N,مور,moeder
245,Sohn::N,زوی,zoon
246,Tochter::N,لور,dochter
247,Bruder::N,ورور,broer
248,Bruder::N,ورور,broeder
249,Schwester::N,خور,zus
250,Schwester::N,خور,zuster
251,Onkel::N,تره,oom
252,Onkel::N,ماما,oom
253,Tante::N,خاله,tante
254,Ehemann::N,مېړه,echtgenoot
255,Ehefrau::N,مېرمن,echtgenote
256,Freude::N,خوشحالي,vreugde
257,Gelächter::N,خندا,gelach
258,Glück::N,بخت,geluk
259,Kummer::N,غم,verdriet
260,Wunsch::N,هيله,wens
261,Wunsch::N,هيله,verlangen
262,Wunsch::N,غوښتنه,wens
263,Wunsch::N,غوښتنه,verlangen
264,Lust::N,شوق,zin
265,Lust::N,شوق,lust
266,Lust::N,مینه,zin
267,Lust::N,مینه,lust
268,Geist::N,روح,geest
269,Gedanke::N,فکر,gedachte
270,Gedächtnis::N,یاد,geheugen
271,Gedächtnis::N,حافظه,geheugen
272,Verstand::N,عقل,verstand
273,Verstand::N,شعور,verstand
274,Sinn::N,معنی,betekenis
275,Grund::N,علت,reden
276,Grund::N,اساس,reden
277,Wahrheit::N,حقیقت,waarheid
278,Gespräch::N,مرکه,gesprek
279,Gespräch::N,خبرې اترې,gesprek
280,Märchen::N,افسانه,sprookje
281,Erzählung::N,قصه,verhaal
282,Erzählung::N,کیسه,verhaal
283,Nachricht::N,خبر,tijding
284,Neuigkeit::N,نوی خبر,nieuws
285,Neuigkeit::N,نوی خبر,nieuwtje
286,Name::N,نوم,naam
287,Rätsel::N,کیسۍ,raadsel
288,Rätsel::N,چیستان,raadsel
289,Rede::N,وینا,rede
290,Sprache::N,ژبه,taal
291,Stimme::N,غږ,stem
292,Stimme::N,اواز,stem
293,Wort::N,لغت,woord
294,Wort::N,کلمه,woord
295,Zeichen::N,نښه,teken
296,Zeichen::N,اشاره,teken
297,Ruf::N,ږغ,roep
298,Ruf::N,بلنه,roep
299,Lärm::N,غالمغال,lawaai
300,Laut::N,ږغ,klank
301,Laut::N,ږغ,geluid
302,Ton::N,اواز,toon
303,Ton::N,اواز,klank
304,Lied::N,غزله,lied
305,Lied::N,سندره,lied
306,Ruhe::N,ارامي,rust
307,Ruhe::N,ارامي,stilte
308,Leute::N,خلک,lui
309,Leute::N,خلک,mensen
310,Volk::N,ولس,volk
311,Arbeit::N,کار,werk
312,Arbeit::N,کار,arbeid
313,Gast::N,مېلمه,gast
314,Geschenk::N,تحفه,cadeau
315,Geschenk::N,تحفه,geschenk
316,Geschenk::N,سوغات,cadeau
317,Geschenk::N,سوغات,geschenk
318,Spiel::N,لوبه,spel
319,Gesellschaft::N,ډله,gezelschap
320,Hilfe::N,کومک,hulp
321,Hilfe::N,مرسته,hulp
322,Freund::N,ملګری,vriend
323,Kamerad::N,انډيوال,maat
324,Kamerad::N,انډيوال,metgezel
325,Angelegenheit::N,موضوع,zaak
326,Angelegenheit::N,موضوع,aangelegenheid
327,Anzahl::N,شمېر,tal
328,Anzahl::N,شمېر,aantal
329,Anzahl::N,تعداد,tal
330,Anzahl::N,تعداد,aantal
331,Art::N,ډول,slag
332,Art::N,ډول,soort
333,Stück::N,ټوټه,stuk
334,Teil::N,برخه,deel
335,Hälfte::N,نیم,helft
336,Kreis::N,دایره,kring
337,Kreis::N,دایره,cirkel
338,Kreuz::N,صلیب,kruis
339,Linie::N,خط,lijn
340,Linie::N,لیکه,lijn
341,Strich::N,کرښه,haal
342,Strich::N,کرښه,streep
343,Abstand::N,فاصله,afstand
344,Entfernung::N,واټن,afstand
345,Gegend::N,سیمه,streek
346,Gegend::N,منطقه,streek
347,Platz::N,ځای,ruimte
348,Ort::N,ځای,oord
349,Ort::N,ځای,plaats
350,Seite::N,مخ,zij
351,Seite::N,مخ,kant
352,Seite::N,مخ,zijde
353,Seite::N,اړخ,zij
354,Seite::N,اړخ,kant
355,Seite::N,اړخ,zijde
356,Mitte::N,وسط,midden
357,Mitte::N,مینځ,midden
358,Gegenstand::N,شی,voorwerp
359,Sache::N,شی,zaak
360,Sache::N,څيز,zaak
361,Rand::N,څنډه,rand
362,Rand::N,څنډه,boord
363,Rand::N,کناره,rand
364,Rand::N,کناره,boord
365,Kante::N,اړخ,kant
366,Ecke::N,ګوټ,hoek
367,Spitze::N,څوکه,punt
368,Spitze::N,څوکه,spits
369,Ende::N,څوکه,einde
370,Ende::N,څوکه,uiteinde
371,Loch::N,سوری,gat
372,Winkel::N,کنج,hoek
373,Winkel::N,کوتی,hoek
374,Muster::N,نمونه,dessin
375,Muster::N,نمونه,patroon
376,Größe::N,قد,grootte
377,Größe::N,لويوالی,grootte
378,Länge::N,طول,lengte
379,Länge::N,اوږد والی,lengte
380,Höhe::N,جګوالی,hoogte
381,Gewicht::N,وزن,gewicht
382,Menge::N,اندازه,hoeveelheid
383,Haufen::N,کوټه,hoop
384,Reihe::N,صف,rij
385,Reihe::N,صف,reeks
386,Reihe::N,کتار,rij
387,Reihe::N,کتار,reeks
388,Boot::N,قايق,boot
389,Ruder::N,چپه,roeiriem
390,Schlitten::N,ښویېدونی,slee
391,Schlitten::N,ښویېدونی,slede
392,Ski::N,سکي,ski
393,Lagerfeuer::N,اور,kampvuur
394,Last::N,بار,last
395,Last::N,بار,vracht
396,Last::N,پېټی,last
397,Last::N,پېټی,vracht
398,Gang::N,تګ,wandeling
399,Schritt::N,ګام,stap
400,Schritt::N,ګام,schrede
401,Norden::N,شمال,noorden
402,Süden::N,سوېل,zuiden
403,Westen::N,لوېدېځ,westen
404,Osten::N,شرق,oosten
405,Osten::N,ختیځ,oosten
406,Holz::N,لرګی,hout
407,Brett::N,تخته,plank
408,Platte::N,تخته,plaat
409,Stütze::N,تکیوان,stut
410,Stütze::N,تکیوان,steun
411,Stange::N,ډاګه,stang
412,Stock::N,لرګی,stok
413,Stab::N,چيخله,staf
414,Rohr::N,نل,pijp
415,Haus::N,کور,huis
416,Heim::N,کور,tehuis
417,Ofen::N,تودنۍ,kachel
418,Fußboden::N,غولی,vloer
419,Tisch::N,مېز,tafel
420,Stuhl::N,چوکۍ,stoel
421,Wiege::N,زانګو,wieg
422,Bett::N,کټ,bed
423,Bett::N,چپرکټ,bed
424,Regal::N,تاخچۍ,rek
425,Kiste::N,صندوق,kist
426,Fenster::N,کړکۍ,raam
427,Fenster::N,کړکۍ,venster
428,Tür::N,دروازه,deur
429,Tor::N,دروازه,poort
430,Zaun::N,کټاره,omheining
431,Dach::N,بام,dak
432,Leiter::N,زينه,ladder
433,Besen::N,جارو,bezem
434,Spaten::N,یوم,schop
435,Schaufel::N,بېلچه,schep
436,Gabel::N,پنجه,vork
437,Löffel::N,کاشوغه,lepel
438,Messer::N,چاقو,mes
439,Nagel::N,ميخ,spijker
440,Netz::N,جال,net
441,Haken::N,څنګک,haak
442,Griff::N,لاستی,handvat
443,Schloss::N,کلپ,slot
444,Bild::N,رسم,beeld
445,Figur::N,قدوقامت,figuur
446,Puppe::N,ګوډۍ,pop
447,Beutel::N,کڅوړه,zak
448,Beutel::N,کڅوړه,buidel
449,Bündel::N,دسته,pak
450,Bündel::N,دسته,bundel
451,Tasche::N,بکس,tas
452,Tasche::N,توبره,tas
453,Eimer::N,سطل,emmer
454,Deckel::N,سرپوښ,deksel
455,Geschirr::N,لوښی,vaatwerk
456,Sack::N,جوال,zak
457,Tasse::N,پیاله,kop
458,Topf::N,دېګی,pan
459,Kessel::N,دېګ,ketel
460,Essen::N,خوراک,eten
461,Nahrung::N,خوراک,voedsel
462,Speise::N,خواړه,spijs
463,Fleisch::N,غوښه,vlees
464,Getreide::N,غله,graan
465,Brei::N,اوګره,pap
466,Brei::N,اوګره,brij
467,Brot::N,ډوډۍ,brood
468,Scheibe::N,مړۍ,plak
469,Scheibe::N,مړۍ,snede
470,Fett::N,غوړي,vet
471,Butter::N,کوچ,boter
472,Öl::N,تېل,olie
473,Salz::N,مالګه,zout
474,Suppe::N,شوربا,soep
475,Honig::N,شات,honing
476,Milch::N,شوده,melk
477,Tee::N,چای,thee
478,Leder::N,څرمن,leer
479,Leder::N,څرمن,leder
480,Wolle::N,پشم,wol
481,Stoff::N,ټوټه,stof
482,Nadel::N,ستن,naald
483,Faden::N,تار,draad
484,Knopf::N,تڼۍ,knoop
485,Knopf::N,تکمه,knoop
486,Knoten::N,غوټه,knoop
487,Farbe::N,رنګ,verf
488,Kleidung::N,کالي,kledij
489,Kleidung::N,کالي,kleding
490,Hemd::N,کميس,hemd
491,Kragen::N,غاړه,kraag
492,Ärmel::N,لستوڼی,mouw
493,Hose::N,پطلون,broek
494,Hose::N,پطلون,pantalon
495,Gürtel::N,کمربند,riem
496,Gürtel::N,کمربند,gordel
497,Mütze::N,خولۍ,muts
498,Schuh::N,بوټ,schoen
499,Stiefel::N,موزه,laars
500,Ring::N,ګوته,ring
501,Band::N,فيته,lint
502,Kamm::N,ګمنځ,kam
503,Spiegel::N,ایینه,spiegel
504,Spiegel::N,هنداره,spiegel
505,Riemen::N,تسمه,riem
506,Schnur::N,مزی,koord
507,Leine::N,رسۍ,lijn
508,Decke::N,بړستن,deken
509,Kissen::N,بالښت,kussen
510,Tuch::N,ټیکری,doek
511,Handtuch::N,دسمال,handdoek
512,Kraft::N,زور,kracht
513,Kraft::N,توان,kracht
514,Stärke::N,قوت,sterkte
515,Gesundheit::N,صحت,gezondheid
516,Gesundheit::N,روغتیا,gezondheid
517,Krankheit::N,مرض,ziekte
518,Krankheit::N,ناروغي,ziekte
519,Schmerz::N,درد,pijn
520,Wunde::N,ټپ,wond
521,Wunde::N,زخم,wond
522,Fieber::N,تبه,koorts
523,Arznei::N,دوا,medicament
524,Arznei::N,دوا,geneesmiddel
525,Arznei::N,دارو,medicament
526,Arznei::N,دارو,geneesmiddel
527,Brücke::N,پول,brug
528,Brunnen::N,څاه,put
529,Brunnen::N,څاه,bron
530,Brunnen::N,کوهی,put
531,Brunnen::N,کوهی,bron
532,Weide::N,وله,wei
533,Weide::N,وله,weide
534,Pfad::N,تړه,pad
535,Weg::N,لیار,weg
536,Straße::N,سړک,baan
537,Straße::N,سړک,straat
538,Dorf::N,کلی,dorp
539,Stadt::N,ښار,stad
540,Brief::N,لیک,brief
541,Brief::N,مکتوب,brief
542,Buch::N,کتاب,boek
543,Buchstabe::N,حرف,letter
544,Buchstabe::N,توری,letter
545,Zeitung::N,اخبار,krant
546,Zeitung::N,اخبار,dagblad
547,Leben::N,ژوند,leven
548,Tod::N,مرګ,dood
549,Tod::N,مړینه,dood
550,Grab::N,قبر,graf
551,Grab::N,ډورۍ,graf
552,Kirche::N,کلیسا,kerk
553,Sünde::N,ګناه,zonde
554,Gott::N,خدای,god
555,Arbeiter::N,کاریګر,arbeider
556,Chef::N,آمر,chef
557,Meister::N,استاد,meester
558,Arzt::N,طبیب,arts
559,Arzt::N,طبیب,dokter
560,Arzt::N,ډاکټر,arts
561,Arzt::N,ډاکټر,dokter
562,Lehrer::N,معلم,leraar
563,Lehrer::N,معلم,onderwijzer
564,Lehrer::N,ښوونکی,leraar
565,Lehrer::N,ښوونکی,onderwijzer
566,Geld::N,پیسې,geld
567,Geschäft::N,سوداګري,zaak
568,Laden::N,دکان,winkel
569,Laden::N,مغازه,winkel
570,Preis::N,بیه,prijs
571,Ware::N,مال,waar
572,Nutzen::N,ګټه,nut
573,Nutzen::N,ګټه,voordeel
574,Reichtum::N,شتمني,rijkdom
575,Welt::N,نړۍ,wereld
576,Welt::N,دنیا,wereld
577,Land::N,هېواد,land
578,Staat::N,دولت,staat
579,König::N,باچا,koning
580,König::N,پادشاه,koning
581,Macht::N,قدرت,macht
582,Grenze::N,حد,grens
583,Grenze::N,سرحد,grens
584,Krieg::N,جګړه,oorlog
585,Feind::N,دښمن,vijand
586,Gewalt::N,زور,geweld
587,Gewalt::N,تشدد,geweld
588,Kampf::N,جنګ,strijd
589,Kampf::N,جنګ,gevecht
590,Kampf::N,مبارزه,strijd
591,Kampf::N,مبارزه,gevecht
592,Bogen[Waffe]::N,لیندۍ,boog
593,Pfeil::N,غشی,pijl
594,Gewehr::N,ټوپک,geweer
595,Fehler::N,خطا,fout
596,Fehler::N,غلطي,fout
597,Lüge::N,دروغ,leugen
598,Schaden::N,زیان,schade
599,Schaden::N,تاوان,schade
600,Unglück::N,بدبختي,tegenspoed
601,Schuld::N,ګناه,schuld
602,Alter::N,منګ,leeftijd
603,Schluss::N,اخر,slot
604,Zeit::N,وخت,tijd
605,Tag::N,ورځ,dag
606,Morgen::N,سبا,morgen
607,Morgen::N,سبا,ochtend
608,Morgen::N,سهار,morgen
609,Morgen::N,سهار,ochtend
610,Mittag::N,غرمه,middag
611,Abend::N,ماښام,avond
612,Nacht::N,شپه,nacht
613,Woche::N,اونۍ,week
614,Monat::N,مياشت,maand
615,Jahr::N,کال,jaar
616,Frühling::N,پسرلی,lente
617,Frühling::N,پسرلی,voorjaar
618,Sommer::N,دوبی,zomer
619,Herbst::N,منی,herfst
620,Herbst::N,خزان,herfst
621,Winter::N,ژمی,winter
622,Januar::N,جنوري,januari
623,Februar::N,فبروري,februari
624,März::N,مارچ,maart
625,April::N,اپریل,april
626,Mai::N,مې,mei
627,Juni::N,جون,juni
628,Juli::N,جولای,juli
629,August::N,اګست,augustus
630,September::N,سپټامبر,september
631,Oktober::N,اکتوبر,oktober
632,November::N,نومبر,november
633,Dezember::N,دسمبر,december
634,Montag::N,دوشنبه,maandag
635,Dienstag::N,سه شنبه,dinsdag
636,Mittwoch::N,چارشنبه,woensdag
637,Donnerstag::N,پنجشنبه,donderdag
638,Freitag::N,جمعه,vrijdag
639,Samstag::N,خالي,zaterdag
640,Sonntag::N,یکشنبه,zondag
641,groß::A,لوی,groot
642,klein::A,وړوکی,klein
643,lang::A,اوړد,lang
644,kurz::A,لنډ,kort
645,breit::A,پراخه,breed
646,schmal::A,تنګ,smal
647,dicht::A,ګڼ,dicht
648,dick[Gegenstand]::A,پنډ,dik
649,dünn::A,نری,dun
650,fein::A,نازک,fijn
651,fest::A,کلک,vast
652,fest::A,ټینګ,vast
653,flach::A,هوار,plat
654,glatt::A,ښوی,glad
655,hart::A,کلک,hard
656,weich::A,نرم,week
657,weich::A,پوست,week
658,rund::A,ګرد,rond
659,spitz::A,تېره,spits
660,spitz::A,تېره,puntig
661,scharf::A,تېز,scherp
662,scharf::A,تېره,scherp
663,stumpf::A,پڅ,stomp
664,schwer::A,دروند,zwaar
665,schön::A,ښکلی,mooi
666,schön::A,ښکلی,fraai
667,heiß::A,تود,heet
668,warm::A,تود,warm
669,kalt::A,ېخ,koud
670,kalt::A,سوړ,koud
671,kühl::A,ېخ,koel
672,kühl::A,سوړ,koel
673,frisch::A,تازه,fris
674,feucht::A,مرطوب,vochtig
675,nass::A,لوند,nat
676,trocken::A,وچ,droog
677,voll::A,ډک,vol
678,leer::A,خالی,leeg
679,offen::A,خلاص,open
680,offen::A,پرانیستی,open
681,geschlossen::A,تړلی,gesloten
682,sauber::A,پاک,net
683,sauber::A,پاک,schoon
684,schmutzig::A,چټل,vuil
685,roh::A,خام,rauw
686,reif::A,پوخ,rijp
687,reif::A,رسېدلی,rijp
688,lecker::A,خوندور,lekker
689,lecker::A,مزه دار,lekker
690,süß::A,خوږ,zoet
691,süß::A,شیرین,zoet
692,bitter::A,تریخ,bitter
693,sauer::A,ټاک,zuur
694,sauer::A,تريو,zuur
695,hell::A,روڼ,licht
696,hell::A,روڼ,helder
697,hell::A,روښان,licht
698,hell::A,روښان,helder
699,dunkel::A,تیاره,donker
700,schwarz::A,تور,zwart
701,weiß::A,سپين,wit
702,rot::A,سور,rood
703,gelb::A,زېړ,geel
704,blau::A,شین,blauw
705,blau::A,اسماني رنګه,blauw
706,grün::A,زرغون,groen
707,grau::A,خړ,grijs
708,bunt::A,رنګارنګ,bont
709,billig::A,ارزان,goedkoop
710,teuer::A,ګران,duur
711,wertvoll::A,قیمتي,kostbaar
712,wertvoll::A,قیمتي,waardevol
713,blind::A,ړوند,blind
714,taub::A,کوڼ,doof
715,kräftig::A,قوی,krachtig
716,stark::A,قوی,sterk
717,stark::A,تکړه,sterk
718,schwach::A,ضعیف,zwak
719,schwach::A,کمزوری,zwak
720,fett::A,چاغ,vet
721,schlank::A,خوش اندام,slank
722,hübsch::A,ښکلی,leuk
723,hübsch::A,ښایسته,leuk
724,böse::A,شریر,kwaad
725,böse::A,قهرناک,kwaad
726,dumm::A,احمق,dom
727,faul::A,لټ,lui
728,faul::A,تنبل,lui
729,fleißig::A,زحمت کښ,vlijtig
730,geizig::A,بخیل,gierig
731,klug::A,عاقل,slim
732,klug::A,عاقل,schrander
733,klug::A,عاقل,verstandig
734,klug::A,هوښیار,slim
735,klug::A,هوښیار,schrander
736,klug::A,هوښیار,verstandig
737,geschickt::A,ماهر,handig
738,geschickt::A,ماهر,vaardig
739,lieb::A,عزیز,lief
740,lieb::A,محبوب,lief
741,lustig::A,خوشحال,vrolijk
742,sanft::A,پوست,zacht
743,sanft::A,ملایم,zacht
744,hungrig::A,وږی,hongerig
745,krank::A,مريض,ziek
746,krank::A,ناروغ,ziek
747,nackt::A,لوڅ,naakt
748,traurig::A,غمجن,treurig
749,traurig::A,غمجن,bedroefd
750,lebendig::A,ژوندی,levend
751,gut::A,ښه,goed
752,schlecht::A,بد,slecht
753,schlecht::A,خراب,slecht
754,richtig::A,سم,juist
755,richtig::A,صحیح,juist
756,schlimm::A,بد,erg
757,schlimm::A,بد,kwaad
758,schlimm::A,مخوف,erg
759,schlimm::A,مخوف,kwaad
760,wahr::A,واقعي,waar
761,alt::A,زوړ,oud
762,neu::A,نوی,nieuw
763,ehemalig::A,پخوانی,voormalig
764,alt[Lebewesen]::A,زوړ,oud
765,jung::A,ځوان,jong
766,arm::A,غریب,arm
767,arm::A,بې وزله,arm
768,reich::A,شتمن,rijk
769,reich::A,دولتمند,rijk
770,bekannt::A,اشنا,bekend
771,berühmt::A,مشهور,beroemd
772,fremd::A,پردی,vreemd
773,fremd::A,بېګانه,vreemd
774,verschieden::A,مختلف,verscheiden
775,verschieden::A,مختلف,verschillend
776,nah::A,نژدې,nabij
777,nah::A,نژدې,nabijgelegen
778,fern::A,لیری,ver
779,linker::A,چپ,linker
780,linker::A,کیڼ,linker
781,rechter::A,ښی,rechter
782,anderer::A,بل,andere
783,erster::A,لومړی,eerste
784,zweiter::A,دوهم,tweede
785,dritter::A,درېم,derde
786,letzter::A,آخرنی,laatste
787,letzter::A,وروستی,laatste
788,allein::ADV,یوازې,alleen
789,auf einmal::ADV,په یوه وخت کی,ineens
790,auf einmal::ADV,په یوه وخت کی,tegelijk
791,zusammen::ADV,یو ځای,samen
792,zusammen::ADV,یو ځای,bijeen
793,lange::ADV,ډېر وخت,lang
794,lange::ADV,ډېره موده,lang
795,plötzlich::ADV,ناببره,eensklaps
796,plötzlich::ADV,ناببره,plotsklaps
797,plötzlich::ADV,یوناڅاپه,eensklaps
798,plötzlich::ADV,یوناڅاپه,plotsklaps
799,sofort::ADV,فوراً,terstond
800,sofort::ADV,فوراً,aanstonds
801,sofort::ADV,فوراً,onmiddelijk
802,sofort::ADV,سمدلاسه,terstond
803,sofort::ADV,سمدلاسه,aanstonds
804,sofort::ADV,سمدلاسه,onmiddelijk
805,später::ADV,وروسته,later
806,jetzt::ADV,اوس,nu
807,jetzt::ADV,اوس,nou
808,jetzt::ADV,اوس,thans
