,Concept_ID,udm,ml
629,lieb::A,мусо,പ്രിയപ്പെട്ട
630,lustig::A,шулдыр,ആനന്ദകരമായ
631,sanft::A,мусо,സൌമ്യമായ
632,sanft::A,эрке,സൌമ്യമായ
633,hungrig::A,сютэм,വിശപ്പുള്ള
634,krank::A,висись,അസുഖമുള്ള
635,nackt::A,гольык,നഡമായ
636,traurig::A,мӧзмыт,വിഷമമുള്ള
637,lebendig::A,улэп,ഉപജീവനം
638,gut::A,ӟеч,നല്ല
639,gut::A,умой,നല്ല
640,schlecht::A,урод,മോശമായ
641,schlecht::A,алама,മോശമായ
642,richtig::A,шонер,ശരിയായ
643,schlimm::A,алама,വൃത്തികെട്ട
644,wahr::A,зэмос,ശരിയായ
645,alt::A,вуж,പഴയ
646,neu::A,выль,പുതിയ
647,ehemalig::A,азьвылэз,മുൻ
648,alt[Lebewesen]::A,пересь,വയസ്സുള്ള
649,jung::A,егит,കൌമാരമായ
650,jung::A,пинал,കൌമാരമായ
651,arm::A,начар,പാവപ്പെട്ട
652,arm::A,куанер,പാവപ്പെട്ട
653,reich::A,узыр,സമ്പന്നമായ
654,bekannt::A,тодмо,പരിചിതമായ
655,berühmt::A,дано,പ്രശസ്തനായ
656,fremd::A,ят,വൈദേശികമായ
657,verschieden::A,пӧртэм,വ്യത്യസ്തമായ
658,nah::A,матысь,അരികത്തുള്ള
659,fern::A,кыдёкысь,അകലെയുള്ള
660,linker::A,паллян,അവശേഷിച്ച
661,rechter::A,бур,വലത്തേ
662,rechter::A,бурпал,വലത്തേ
663,anderer::A,мукет,മറ്റുള്ള
664,erster::A,нырысетӥез,ആദ്യത്തെ
665,zweiter::A,кыктэтӥез,രണ്ടാം
666,dritter::A,кунньметӥез,മൂന്നാമത്
667,letzter::A,берло,അവസാനത്തെ
668,letzter::A,берпум,അവസാനത്തെ
669,allein::ADV,огназ,തനിച്ചുള്ള
670,auf einmal::ADV,огдыре,ഉടന്
671,zusammen::ADV,ӵош,ഒരുമിച്ച
672,zusammen::ADV,валче,ഒരുമിച്ച
673,lange::ADV,кема,നീണ്ട_കാലത്തേയ്ക്ക്
674,plötzlich::ADV,мапламтэ шорысь,പെട്ടെന്ന്
675,sofort::ADV,али ик,തത്ക്ഷണം
676,später::ADV,бергес,പിന്നീട്
677,später::ADV,берлогес,പിന്നീട്
678,jetzt::ADV,али,ഇപ്പോൾ
679,jetzt::ADV,табере,ഇപ്പോൾ
680,heute::ADV,туннэ,ഇന്ന്
681,morgen::ADV,ӵуказе,നാളെ
682,bald::ADV,ӝоген,ഉടനെ
683,dann::ADV,берло,അപ്പോൾ
684,gestern::ADV,толон,ഇന്നലെ
685,einst::ADV,огпол,പണ്ടൊരിക്കല്
686,einst::ADV,одӥг пол,പണ്ടൊരിക്കല്
687,damals::ADV,соку,അപ്പോൾ
688,danach::ADV,собере,പിന്നീട്
689,vorher::ADV,азьло,മുൻപ്
690,vorher::ADV,азьвыл,മുൻപ്
691,zuerst::ADV,азьло,ആദ്യം
692,einmal::ADV,огпол,ഒരിക്കൽ
693,manchmal::ADV,куддыръя,ചിലപ്പോൾ
694,oft::ADV,ӵем,പലപ്പോഴും
695,immer::ADV,пыр,എപ്പോഴും
696,immer::ADV,котьку,എപ്പോഴും
697,niemals::ADV,уз ноку,ഒരിക്കലും
698,hier::ADV,татын,ഇവിടെ
699,hierhin::ADV,татчы,ഇവിടേക്ക്
700,von hier::ADV,татысь,ഇവിടെനിന്ന്
701,dort::ADV,отӥ,അവിടെ
702,dort::ADV,отын,അവിടെ
703,dorthin::ADV,отчы,അവിടേക്ക്
704,geradeaus::ADV,меӵак,മുമ്പിൽ
705,geradeaus::ADV,меӵак,മുമന്നോട്ട്
706,vorwärts::ADV,азьлань,മുന്നോട്ട്
707,rückwärts::ADV,берлань,തലതിരിച്ച്
708,zurück::ADV,берен,പുറകിലേക്ക്
709,zurück::ADV,берлань,പുറകിലേക്ക്
710,unten::ADV,улын,താഴെ
711,hinab::ADV,улэ,താഴേക്ക്
712,oben::ADV,вылын,മുകളിൽ
713,oben::ADV,вылӥын,മുകളിൽ
714,hinauf::ADV,вылэ,മുകളിൽ
715,hinauf::ADV,вылӥе,മുകളിൽ
716,hinauf::ADV,выллань,മുകളിൽ
717,überall::ADV,котькытын,എല്ലായിടത്തും
718,überall::ADV,пасьтана,എല്ലായിടത്തും
719,nicht::ADV,уз,ഇല്ല
720,ein wenig::ADV,ичи,കുറച്ച്
721,ein wenig::ADV,ӧжыт,കുറച്ച്
722,ein wenig::ADV,огшап,കുറച്ച്
723,kaum::ADV,муртса,കഷ്ടിച്ച്
724,sehr::ADV,туж,വളരെ
725,sehr::ADV,лекос,വളരെ
726,so::ADV,озьы,അങ്ങനെ
727,so::ADV,тазьы,അങ്ങനെ
728,noch::ADV,на,ഇപ്പോഴും
729,nur::ADV,гинэ,മാത്രം
730,schon::ADV,ни,നേരത്തേ തന്നെ
731,schon::ADV,ини,നേരത്തേ തന്നെ
732,wieder::ADV,нош,വീണ്ടും
733,wieder::ADV,кайта,വീണ്ടും
734,vergebens::ADV,юнме,വിഫല
735,vor::PRP,азьын,മുമ്പിൽ
736,hinter::PRP,берын,പുറകിൽ
737,hinter::PRP,бӧрсьы,പുറകിൽ
738,unter::PRP,улын,കീഴിൽ
739,durch::PRP,пыр,ഉള്ളിലൂടെ
740,durch::PRP,пыртӥ,ഉള്ളിലൂടെ
741,neben::PRP,бордын,അടുത്ത്
742,zwischen::PRP,вискын,ഇടയ്ക്ക്
743,wegen::PRP,сэрен,നിമിത്തം
744,dies::PRN,та,ഇത്
745,das::PRN,со,അത്
746,alles::PRN,ваньмыз,എല്ലാം
747,ich::PRN,мон,ഞാൻ
748,du::PRN,тон,നിങ്ങൾ
749,er::PRN,со,അദ്ദേഹം
750,er::PRN,со,അയാൾ
751,er::PRN,со,അവൻ
752,er::PRN,со,അവർ
753,er::PRN,со,അവൾ
754,wir::PRN,ми,നമ്മൾ
755,ihr::PRN,тӥ,നിങ്ങൾ
756,sie::PRN,соос,അവർ
757,was::FPRN,ма,എന്ത്
758,wer::FPRN,кин,ആര്
759,wo::FADV,кытын,എവിടെ
760,wohin::FADV,кытчы,എവിടേക്ക്
761,wie::FADV,кызьы,എങ്ങനെ
762,warum::FADV,малы,എന്തുകൊണ്ട്
763,wieviel::FNUM,кӧня,എത്ര
764,eins::NUM,одӥг,ഒന്ന്
765,zwei::NUM,кык,രണ്ട്
766,drei::NUM,куинь,മൂന്ന്
767,vier::NUM,ньыль,നാല്
768,fünf::NUM,вить,അഞ്ച്
769,sechs::NUM,куать,ആറ്
770,sieben::NUM,сизьым,ഏഴ്
771,acht::NUM,тямыс,എട്ട്
772,neun::NUM,укмыс,ഒമ്പത്
773,zehn::NUM,дас,പത്ത്
774,elf::NUM,дас одӥг,പതിനൊന്ന്
775,zwölf::NUM,дас кык,പന്ത്രണ്ട്
776,zwanzig::NUM,кызь,ഇരുപത്
777,dreißig::NUM,куамын,മുപ്പത്
778,vierzig::NUM,ньыльдон,നാൽപ്പത്
779,fünfzig::NUM,витьтон,അൻപത്
780,sechzig::NUM,куатьтон,അറുപത്
781,siebzig::NUM,сизьымдон,എഴുപത്
782,achtzig::NUM,тямыстон,എൺപത്
783,neunzig::NUM,укмыстон,തൊണ്ണൂറ്
784,hundert::NUM,сю,നൂറ്
785,tausend::NUM,сюрс,ആയിരം
786,und::CNJ,и,ഉം
787,und::CNJ,но,ഉം
788,oder::CNJ,яке,അഥവാ
789,stehen::V,сылыны,നിൽക്കുക
790,sitzen::V,пукыны,ഇരിക്കുക
791,liegen::V,кылльыны,കിടക്കുക
792,hängen::V,ошкыса улыны,തൂങ്ങുക
793,werden::V,луыны,ആയിത്തീരുക
794,passieren::V,луыны,സംഭവിക്കുക
795,beginnen::V,кутскыны,ആരംഭിക്കുക
796,enden::V,бырыны,അവസാനിപ്പിക്കുക
797,wechseln::V,воштӥськыны,മാറ്റുക
798,aufgehen[Sonne]::V,ӝужаны,ഉയരുക
799,untergehen[Sonne]::V,пуксьыны,അടുക്കി_വയ്ക്കുക
800,scheinen[Sonne]::V,пиштыны,പ്രകാശിക്കുക
801,scheinen[Sonne]::V,чиляны,പ്രകാശിക്കുക
802,donnern::V,гудыръяны,ഇടിവെട്ടുക
803,wehen::V,пелляськыны,വീശുക
804,strömen::V,киськыны,ഒഴുകുക
805,strömen::V,исьтӥськыны,ഒഴുകുക
806,fließen::V,бызьыны,ഒഴുകുക
807,sich drehen::V,берганы,ചുറ്റുക
808,sich drehen::V,берганы,കറക്കുക
809,schwanken::V,вошъяськыны,ഇരുവശത്തേയ്ക്കും_ആടുക
810,schwingen::V,шонаськыны,ആടുക
811,fallen::V,усьыны,വീഴുക
812,brennen::V,ӝуаны,കത്തുക
813,rauchen::V,ӵындыны,പുകയുക
814,regnen::V,зорыны,മഴ_പെയ്യുക
815,gefrieren::V,кынмыны,തണത്ത്_മരവിക്കുക
816,tauen::V,шунаны,അലിയുക
817,schmelzen::V,шунаны,ഉരുകുക
818,trocknen::V,куасьмыны,വരളുക
819,sieden::V,пӧзьыны,തിളപ്പിക്കുക
820,faulen::V,сисьмыны,ചീയുക
821,verfaulen::V,сисьмыны,അഴുകുക
822,reißen::V,кеськыны,ശബ്ദത്തോടെ_മുറിയുക
823,versinken::V,выйыны,മുക്കുക
824,vergehen::V,ортчыны,കടന്നുപോകുക
825,erscheinen::V,адскыны,പ്രത്യക്ഷപ്പെടുക
826,verschwinden::V,бырыны,അദൃശ്യമാകുക
827,sinken::V,усьыны,താഴുക
828,abnehmen::V,синыны,കുറിയുക
829,zunehmen::V,йылыны,വർദ്ധിക്കുക
830,steigen::V,лӧпкыны,ഉയരുക
831,wachsen::V,будыны,വളരുക
832,glänzen::V,чиляны,മിന്നുക
833,glänzen::V,пиштыны,മിന്നുക
834,funkeln::V,чилекъяны,തിളങ്ങുക
835,lärmen::V,уретыны,ശബ്ദമുണ്ടാക്കുക
836,lärmen::V,ӵашетыны,ശബ്ദമുണ്ടാക്കുക
837,läuten::V,жингыртыны,മണിമുഴങ്ങുക
838,klingeln::V,жингыртыны,ചിലമ്പുക
839,klirren::V,жильккетыны,കിലുക്കുക
840,brausen::V,лекъяськыны,മുഴങ്ങുക
841,rauschen::V,ӵашетыны,അനങ്ങുക
842,klingen::V,кылӥськыны,മുഴക്കുക
843,bellen::V,утыны,കുരയ്ക്കുക
844,heulen::V,вузыны,ഓരിയിടുക
845,blasen::V,пельтыны,ഊതുക
846,pfeifen::V,шуланы,വിസിലടിക്കുക
847,schreien::V,черекъяны,ആക്രോശിക്കുക
848,schreien::V,кесяськыны,ആക്രോശിക്കുക
849,stöhnen::V,ӝуштыны,അരക്കം
850,stöhnen::V,ӝуштыны,ആർത്തനാദം
851,zittern::V,дырекъяны,വിറയ്ക്കുക
852,zittern::V,куалекъяны,വിറയ്ക്കുക
853,leben::V,улыны,താമസിക്കുക
854,geboren werden::V,вордӥськыны,ജനിക്കുക
855,atmen::V,шоканы,ശ്വസിക്കുക
856,trinken::V,юыны,കുടിക്കുക
857,essen::V,сиыны,കഴിക്കുക
858,schlucken::V,ньылыны,വിഴുങ്ങുക
859,müde werden::V,жадьыны,ക്ഷീണിക്കുക
860,einschlafen::V,умме усьыны,നിദ്രിക്കുക
861,schlafen::V,кӧлыны,ഉറങ്ങുക
862,aufwachen::V,сайканы,ഉണരുക
863,aufstehen::V,султыны,എഴുന്നേൽക്കുക
864,sich erholen::V,шутэтскыны,വിശ്രമിക്കുക
865,krank werden::V,висьыны,ദീനംപിടിക്കുക
866,krank sein::V,висьыны,രോഗികളാകുക
867,schmerzen::V,висьыны,വേദനിക്കുക
868,husten::V,кызыны,ചുമയ്ക്കുക
869,genesen::V,юнматскыны,സുഖപ്പെടുക
870,genesen::V,бурмытскылыны,സുഖപ്പെടുക
871,sterben::V,кулыны,മരിക്കുക
872,umkommen::V,бырыны,മരിക്കുക
873,sich bewegen::V,вырыны,സ്ഥലം_മാറുക
874,sich rühren::V,вырӟыны,ചലിക്കുക
875,sich rühren::V,вырӟылыны,ചലിക്കുക
876,sich erheben::V,султыны,നിൽക്കുക
877,sich setzen::V,пуксьыны,ഇരിക്കുക
878,hinfallen::V,усьыны,വീഴുക
879,laufen::V,мыныны,നടക്കുക
880,schreiten::V,вамышъяны,നടക്കുക
881,spazierengehen::V,мыныны,ഉലാത്തുക
882,spazierengehen::V,ветлыны,ഉലാത്തുക
883,eilen::V,дыртыны,പാഞ്ഞെത്തുക
884,sich beeilen::V,дыртыны,തിരിക്കുകൂട്ടുക
885,sich beeilen::V,дыртыны,തിടുക്കം_കാട്ടുക
886,sausen::V,туж ӝог мыныны,കുതിക്കുക
887,rennen::V,бызьылыны,ഓടുക
888,springen::V,тэтчаны,ചാടുക
889,klettern::V,тубаны,കയറുക
890,schaukeln::V,лэйканы,ഇളകുക
891,schaukeln::V,шонаськыны,ഇളകുക
892,kriechen::V,нюж ветлыны,പതുങ്ങികയറുക
893,schwimmen::V,уяны,നീന്തുക
894,tauchen::V,зумылыны,വെള്ളത്തിലേക്ക് ചാടുക
895,rudern::V,полсаны,തുഴയുക
896,fahren::V,ветлыны,വാഹനം ഓടിക്കുക
897,fliegen::V,лобаны,പറക്കുക
898,gehen::V,мыныны,പോകുക
899,weggehen::V,кошкыны,വിടുക
900,abfahren::V,кошкыны,പുറപ്പെടുക
901,anhalten::V,дугдыны,നിർത്തുക
902,hineingehen::V,пырыны,പ്രവേശിക്കുക
903,eintreten::V,пырыны,പ്രവേശിക്കുക
904,kommen::V,вуыны,വരുക
905,kommen::V,лыктыны,വരുക
906,ankommen::V,вуыны,എത്തിച്ചേരുക
907,zurückkommen::V,берытскыны,തിരിച്ചു വരുക
908,bleiben::V,кыльыны,തുടരുക
909,warten::V,витьыны,കാത്തിരിക്കുക
910,erwarten::V,витьыны,പ്രതീക്ഷിക്കുക
911,erwarten::V,возьманы,പ്രതീക്ഷിക്കുക
912,suchen::V,утчаны,തിരയുക
913,finden::V,шедьтыны,കണ്ടെത്തുക
914,versuchen::V,турттыны,ശ്രമിക്കുക
915,vorbereiten::V,дасяны,തയ്യാറെടുക്കുക
916,lieben::V,гажаны,സ്നേഹിക്കുക
917,mögen::V,яратыны,ഇഷ്ടപ്പെടുക
918,lachen::V,серекъяны,ചിരിക്കുക
919,rühren::V,сюлме йӧтыны,ഹൃദയം സ്പർശിക്കുക
920,weinen::V,бӧрдыны,തേങ്ങുക
921,schimpfen::V,даллашыны,പിറുപിറുക്കുക
922,sich ärgern::V,лекъяськыны,കോപിക്കുക
923,sich fürchten::V,кышканы,പേടിക്കുക
924,sich fürchten::V,курданы,പേടിക്കുക
925,fürchten::V,курданы,പേടിക്കുക
926,fürchten::V,кышканы,പേടിക്കുക
927,fliehen::V,пегӟыны,രക്ഷപ്പെടുക
928,flüchten::V,пегӟыны,രക്ഷപ്പെടുക
929,sehen::V,адӟыны,കാണുക
930,anschauen::V,учкыны,നോക്കുക
931,ansehen::V,учкыны,നോക്കുക
932,hören::V,кылыны,കേൾക്കുക
933,zuhören::V,кылзыны,ശ്രദ്ധിക്കുക
934,probieren::V,веръяны,രുചിയുള്ളതായി_തോന്നുക
935,riechen::V,зынъяны,മണത്തു_നോക്കുക
936,fühlen::V,шӧдыны,സ്പർശിച്ചറിയുക
937,scheinen::V,адскыны,കാണപ്പെടുക
938,zu sehen sein::V,адӟиськыны,വെളിച്ചപ്പെടുക
939,vernehmen::V,кылыны,കേൾക്കുക
940,frieren::V,кынмыны,വിറയ്ക്കുക
941,tun::V,карыны,ചെയ്യുക
942,können::V,быгатыны,കഴിയുക
943,wollen::V,потыны,വേണുക
944,anfangen::V,кутскыны,തുടങ്ങുക
945,beenden::V,быдтыны,പൂർത്തിയാക്കുക
946,beenden::V,быдэстыны,പൂർത്തിയാക്കുക
947,aufhören::V,дугдыны,നിർത്തുക
948,gelingen::V,быгатыны,വിജയിക്കുക
949,gelingen::V,луыны,വിജയിക്കുക
950,geraten::V,лэсяны,പരിണമിക്കുക
951,öffnen::V,усьтыны,തുറക്കുക
952,schließen::V,пытсаны,അടയ്ക്കുക
953,stellen::V,пуктыны,വയ്ക്കുക
954,setzen::V,пуктыны,വയ്ക്കുക
955,legen::V,поныны,ഇടുക
956,berühren::V,исаны,തൊടുക
957,verbinden::V,герӟаны,ഘടിപ്പിക്കുക
958,bedecken::V,пытсаны,മുടുക
959,aufhängen::V,ошыны,കെട്ടിതൂക്കുക
960,anzünden::V,ӝуатыны,കത്തിക്കുക
961,aufheben::V,ӝутыны,പെറുക്കിയെടുക്കുക
962,zurücklassen::V,кельтыны,വച്ചുപോരുക
963,verlieren::V,ыштыны,നഷ്ടപ്പെടുക
964,fallen lassen::V,уськытыны,വീഴ്ത്തുക
965,machen::V,лэсьтыны,ഉണ്ടാക്കുക
966,herstellen::V,лэсьтыны,ഉൽപാദിപ്പിക്കുക
967,bauen::V,пуктыны,നിർമ്മിക്കുക
968,reparieren::V,тупатыны,നന്നാക്കുക
969,verbessern::V,умоятыны,മെച്ചപ്പെടുക
970,ändern::V,воштыны,മാറ്റംവരുത്തുക
971,graben::V,копаны,കുഴിക്കുക
972,beugen::V,губыртыны,വണങ്ങുക
973,biegen::V,куасаны,കുനിയുക
974,drehen::V,бергатыны,തിരിക്കുക
975,wenden::V,берыктыны,തിരിയുക
976,umdrehen::V,берыктыны,തിരിയുക
977,heben::V,ӝутыны,ഉയർത്തുക
978,hochheben::V,ӝутъяны,ഉയർത്തുക
979,ergreifen::V,кутыны,ബലമായി_പിടിക്കുക
980,ergreifen::V,кырмыны,ബലമായി_പിടിക്കുക
981,halten::V,возьыны,പിടിക്കുക
982,drücken::V,зӥбыны,അമർത്തുക
983,drücken::V,пачкатыны,അമർത്തുക
984,schieben::V,донганы,തള്ളുക
985,kratzen::V,вуштыны,ചുരണ്ടുക
986,lecken::V,нюлыны,നക്കുക
987,beißen::V,куртчыны,കടിക്കുക
988,abreißen::V,ишкалтыны,കീറിക്കളയുക
989,abschneiden::V,шорыны,മുറിച്ചുമാറ്റുക
990,abschneiden::V,вандыны,മുറിച്ചുമാറ്റുക
991,binden::V,керттыны,കെട്ടുക
992,stecken::V,мертчытыны,തുളയ്ക്കുക
993,brechen::V,тӥяны,ഉടയുക
994,klopfen::V,йыганы,തട്ടുക
995,klopfen::V,шарккетыны,തട്ടുക
996,hauen::V,жугыны,അടിക്കുക
997,hauen::V,тышканы,അടിക്കുക
998,kleben::V,лякыны,ഒട്ടിക്കുക
999,reiben::V,зыраны,തിരുമ്മിത്തുടയ്ക്കുക
1000,reiben::V,вуштыны,തിരുമ്മിത്തുടയ്ക്കുക
1001,streichen::V,зыраны,പടർത്തുക
1002,schleifen::V,шерыны,പൊടിക്കുക
1003,schneiden::V,вандыны,മുറിക്കുക
1004,rütteln::V,зуркатыны,മുട്ടുക
1005,schütteln::V,куалекъятыны,കുലുക്കുക
1006,schwenken::V,шонаны,ആടുക
1007,schütten::V,лэзьыны,ഒഴിക്കുക
1008,füllen::V,тырмытыны,നിറയ്ക്കുക
1009,einwickeln::V,биньыны,പൊതിയുക
1010,tragen::V,нуыны,വഹിക്കുക
1011,schleppen::V,кыскыны,വലിച്ചിഴയ്ക്കുക
1012,ziehen::V,кыскыны,വലിക്കുക
1013,aufbewahren::V,возьыны,വയ്ക്കുക
1014,werfen::V,куяны,എറിയുക
1015,werfen::V,лэзяны,എറിയുക
1016,fangen::V,кутыны,പിടിക്കുക
1017,packen::V,кутыны,തട്ടിപ്പറിക്കുക
1018,packen::V,кырмыны,തട്ടിപ്പറിക്കുക
1019,verstecken::V,ватыны,മറയ്ക്കുക
1020,teilen::V,люкыны,വിഭജിക്കുക
1021,schicken::V,ыстыны,അയയ്ക്കുക
1022,bringen::V,вайыны,കൊണ്ടുവരുക
1023,hinzufügen::V,ватсаны,കൂട്ടുക
1024,bekommen::V,басьтыны,കിട്ടുക
1025,erhalten::V,басьтыны,സ്വീകരിക്കുക
1026,nehmen::V,кутыны,എടുക്കുക
1027,nehmen::V,басьтыны,എടുക്കുക
1028,wählen::V,бырйыны,തിരഞ്ഞെടുക്കുക
1029,auswählen::V,бырйыны,തിരഞ്ഞെടുക്കുക
1030,bewahren::V,возьыны,പുലർത്തുക
1031,behindern::V,могӟытыны,തടയിടുക
1032,verderben::V,сӧрыны,നശിപ്പിക്കുക
1033,beschädigen::V,урод лэсьтыны,ക്ഷതമേൽപ്പിക്കുക
1034,zerbrechen::V,сӧрыны,ഉടയുക
1035,zerreißen::V,кесяны,കീറുക
1036,zerstören::V,куашкатыны,നശിപ്പിക്കുക
1037,verbrennen::V,сутыны,കത്തിനശിക്കുക
1038,verbrennen::V,сутыны,കത്തിച്ചുകളയുക
1039,geben::V,сётыны,കൊടുക്കുക
1040,geben::V,сётыны,തരുക
1041,reichen::V,сётыны,കൈമാറുക
1042,schenken::V,кузьманы,സമ്മാനം കൊടുക്കുക
1043,versprechen::V,кыл сётыны,വാഗ്ദാനം_നൽകുക
1044,wünschen::V,сӥзьыны,ആഗ്രഹിക്കുക
1045,loben::V,ушъяны,പുകഴ്ത്തുക
1046,küssen::V,чупаны,ഉമ്മവയ്ക്കുക
1047,wiegen::V,веттаны,ഇളകുക
1048,wiegen::V,лэйкатыны,ഇളകുക
1049,zudecken::V,шобыртыны,മുടുക
1050,wecken::V,сайкатыны,ഉണർത്തുക
1051,zeigen::V,возьматыны,കാണിക്കുക
1052,führen::V,нуыны,നടത്തുക
1053,lehren::V,дышетыны,പഠിപ്പിക്കുക
1054,unterrichten::V,дышетыны,പരിശീലിപ്പിക്കുക
1055,aufziehen::V,будэтыны,വളർത്തിക്കൊണ്ടുവരുക
1056,leiten::V,кивалтыны,നയിക്കുക
1057,antreiben::V,дыртытыны,പ്രേരിപ്പിക്കുക
1058,lassen::V,-ытыны,അനുവദിക്കുക
1059,einladen::V,ӧтьыны,ക്ഷണിക്കുക
1060,vereinigen::V,огазеяны,കൂടിച്ചേരുക
1061,besuchen::V,адӟыськыны,സന്ദർശിക്കുക
1062,treffen::V,пумитаны,തമ്മിൽ കാണുക
1063,sich versammeln::V,люкаськыны,സംയോജിപ്പിക്കുക
1064,spielen::V,шудыны,കളിക്കുക
1065,singen::V,кырӟаны,പാടുക
1066,tanzen::V,эктыны,നൃത്തം ചെയ്യുക
1067,sich trennen::V,люкиськыны,നേർപെടുത്തുക
1068,verlassen::V,куштыны,പിൻവാങ്ങുക
1069,retten::V,утьыны,രക്ഷിക്കുക
1070,bewachen::V,возьманы,കാവൽനിൽക്കുക
1071,schützen::V,утялтыны,പരിരക്ഷിക്കുക
1072,verteidigen::V,возьманы,പ്രതിരോധിക്കുക
1073,sich schlagen::V,жугиськыны,കലഹിക്കുക
1074,schießen::V,ыбылӥськны,വെടിവെക്കുക
1075,siegen::V,вормыны,വിജയിക്കുക
1076,ärgern::V,вожпоттыны,വിഷമിപ്പിക്കുക
1077,schlagen::V,жуккыны,അടിക്കുക
1078,treten::V,лёганы,തൊഴിക്കുക
1079,stechen::V,бышкалтыны,കുത്തുക
1080,stoßen::V,донгыны,തള്ളുക
1081,stehlen::V,вораны,മോഷ്ടിക്കുക
1082,stehlen::V,лушканы,മോഷ്ടിക്കുക
1083,stören::V,люкетыны,ശല്യപ്പെടുത്തുക
1084,belästigen::V,акыльтыны,മെനക്കെടുക
1085,belästigen::V,вукылмыны,മെനക്കെടുക
1086,verbergen::V,ватыны,മറയ്ക്കുക
1087,verbergen::V,ватыны,ഒളിക്കുക
1088,täuschen::V,алданы,കബളിപ്പിക്കുക
1089,betrügen::V,пӧяны,ചതിക്കുക
1090,töten::V,виыны,കൊല്ലുക
1091,wohnen::V,улыны,താമസിക്കുക
1092,arbeiten::V,ужаны,ജോലിചെയ്യുക
1093,sammeln::V,бичаны,സഞ്ചയിക്കുക
1094,pflücken::V,ишкыны,പറിച്ചെടുക്കുക
1095,jagen::V,пӧйшураны,വേട്ടയാടുക
1096,fischen::V,чорыганы,മീൻ പിടിക്കുക
1097,fassen::V,кутыны,പിടിക്കുക
1098,hüten::V,возьманы,ചേർക്കുക
1099,treiben::V,улляны,വാഹനം_ഓടിക്കുക
1100,anbinden::V,думыны,കെട്ടിയിടുക
1101,füttern::V,сюдыны,തീറ്റുക
1102,melken::V,кыскыны,പാലുകറക്കുക
1103,hacken::V,кораны,വെട്ടിമുറിക്കുക
1104,gießen::V,киськаны,നനയ്ക്കുക
1105,reifen::V,вуыны,പാകമാകുക
1106,reifen::V,кисьманы,പാകമാകുക
1107,zubereiten::V,лесьтыны,പാചകം_ചെയ്യുക
1108,kochen::V,пӧзьтыны,വേവിക്കുക
1109,backen::V,пыжыны,ബേക്ക് ചെയ്യുക
1110,braten::V,пыжыны,പോരിക്കുക
1111,umrühren::V,сураны,ഇളക്കുക
1112,stricken::V,керттыны,മെടയുക
1113,nähen::V,вурыны,തുന്നുക
1114,färben::V,буяны,ചായം പൂശുക
1115,reinigen::V,сузяны,വൃത്തിയാക്കുക
1116,waschen::V,мисьтаськыны,കഴുകുക
1117,abwischen::V,ӵушылыны,തുടയ്ക്കുക
1118,spülen::V,гылъяны,കഴുകുക
1119,fegen::V,ӵужыны,അടിച്ചുവാരുക
1120,kehren::V,ӵужыны,അടിച്ചുവാരുക
1121,baden::V,пыласькыны,നീന്തിത്തുടിക്കുക
1122,sich waschen::V,пыласькыны,കഴുകുക
1123,ausziehen::V,кыльыны,ഇഴുക്കുക
1124,anziehen::V,дӥсяны,ഉടുക്കുക
1125,sich anziehen::V,дӥсьяськыны,ധരിച്ച നേടുകയുക
1126,kämmen::V,сынаны,മുടിചീകുക
1127,schmücken::V,чеберъяны,അലങ്കരിക്കുക
1128,sagen::V,шуыны,പറയുക
1129,sagen::V,вераны,പറയുക
1130,sprechen::V,вераськыны,സംസാരിക്കുക
1131,reden::V,вераськыны,സംസാരിക്കുക
1132,sich unterhalten::V,вераськыны,നർമ്മസല്ലാപം നടത്തുക
1133,fragen::V,юаны,ചോദിക്കുക
1134,bitten::V,курыны,അപേക്ഷിക്കുക
1135,erzählen::V,вераны,പറയുക
1136,erzählen::V,мадьыны,പറയുക
1137,mitteilen::V,ивортыны,അറിയിക്കുക
1138,nennen::V,шуыны,പേരിടുക
1139,rufen::V,ӧтьыны,വിളിക്കുക
1140,prahlen::V,ушъяськыны,പൊങ്ങച്ചം പറയുക
1141,übersetzen::V,берыктыны,പരിഭാഷപ്പെടുത്തുക
1142,denken::V,малпаны,ചിന്തിക്കുക
1143,glauben::V,оскыны,വിശ്വസിക്കുക
1144,bemerken::V,адӟыны,ശ്രദ്ധിക്കുക
1145,erkennen::V,тодыны,തിരിചറിയുക
1146,begreifen::V,валаны,കൈപ്പിടിയിലാക്കുക
1147,verstehen::V,валаны,മനസ്സിലാക്കുക
1148,lernen::V,дышетскыны,പഠിക്കുക
1149,wissen::V,тодыны,അറിയുക
1150,sich erinnern an::V,тодэ вайыны,ഓർമിക്കുക
1151,vergessen::V,вунэтыны,മറക്കുക
1152,messen::V,мертаны,അളക്കുക
1153,zählen::V,лыдъяны,എണ്ണിത്തിട്ടപ്പെടുത്തുക
1154,rechnen::V,лыдъяны,ഗണിക്കുക
1155,lesen::V,лыдӟыны,വായിക്കുക
1156,malen::V,суреданы,ചിത്രം വരയ്ക്കുക
1157,zeichnen::V,суреданы,വരയ്ക്കുക
1158,schreiben::V,гожъяны,എഴുതുക
1159,besitzen::V,луыны,സ്വന്തമാക്കുക
1160,kaufen::V,басьтыны,വാങ്ങുക
1161,verkaufen::V,вузаны,വിൽക്കുക
1162,bezahlen::V,тырыны,പരിഹാരം ചെയ്യുക
1163,zahlen::V,тырыны,പണം അടയ്ക്കുക
