,Concept_ID,fi,sk
210,Mücke::N,hyttynen,komár
211,Fliege::N,kärpänen,mucha
212,Schmetterling::N,perhonen,motýľ
213,Beere::N,marja,bobuľa
214,Apfel::N,omena,jablko
215,Pilz::N,sieni,hríb
216,Zwiebel::N,sipuli,cibuľa
217,Saat::N,siemenet,osivo
218,Korn::N,jyvä,zrno
219,Korn::N,vilja,zrno
220,Heu::N,heinä,seno
221,Schale::N,kuori,šupa
222,Schale::N,kuori,škrupina
223,Grube::N,kuoppa,jama
224,Falle::N,loukku,pasca
225,Falle::N,loukku,klepec
226,Schlinge::N,ansa,slučka
227,Spur::N,jälki,stopa
228,Asche::N,tuhka,popol
229,Dreck::N,lika,kal
230,Dreck::N,lika,blato
231,Eisen::N,rauta,železo
232,Gold::N,kulta,zlato
233,Silber::N,hopea,striebro
234,Kohle::N,hiili,uhlie
235,Glas::N,lasi,sklo
236,Lehm::N,savi,íl
237,Lehm::N,savi,hlina
238,Sand::N,hiekka,piesok
239,Mensch::N,ihminen,človek
240,Mann::N,mies,muž
241,Mann::N,mies,chlap
242,Frau::N,nainen,žena
243,Kind::N,lapsi,dieťa
244,Junge::N,poika,chlapec
245,Mädchen::N,tyttö,dievka
246,Familie::N,perhe,rodina
247,Großvater::N,isoisä,dedo
248,Großvater::N,isoisä,starý otec
249,Großmutter::N,isoäiti,babička
250,Großmutter::N,isoäiti,stará mať
251,Eltern::N,vanhemmat,rodičia
252,Vater::N,isä,otec
253,Mutter::N,äiti,mať
254,Mutter::N,äiti,matka
255,Sohn::N,poika,syn
256,Tochter::N,tytär,dcéra
257,Bruder::N,veli,brat
258,Schwester::N,sisko,sestra
259,Onkel::N,eno,ujo
260,Onkel::N,eno,strýko
261,Onkel::N,setä,ujo
262,Onkel::N,setä,strýko
263,Tante::N,täti,teta
264,Tante::N,täti,tetka
265,Ehemann::N,mies,muž
266,Ehemann::N,mies,manžel
267,Ehemann::N,aviomies,muž
268,Ehemann::N,aviomies,manžel
269,Ehefrau::N,vaimo,žena
270,Ehefrau::N,vaimo,manželka
271,Ehefrau::N,aviovaimo,žena
272,Ehefrau::N,aviovaimo,manželka
273,Freude::N,ilo,radosť
274,Freude::N,riemu,radosť
275,Gelächter::N,nauru,smiech
276,Glück::N,onni,šťastie
277,Kummer::N,suru,žiaľ
278,Kummer::N,suru,zármutok
279,Kummer::N,murhe,žiaľ
280,Kummer::N,murhe,zármutok
281,Wunsch::N,toive,prianie
282,Wunsch::N,toivomus,prianie
283,Lust::N,himo,chuť
284,Geist::N,henki,duch
285,Gedanke::N,aate,myšlienka
286,Gedanke::N,ajatus,myšlienka
287,Gedächtnis::N,muisti,pamäť
288,Verstand::N,äly,rozum
289,Verstand::N,järki,rozum
290,Verstand::N,ymmärrys,rozum
291,Sinn::N,merkitys,zmysel
292,Grund::N,syy,dôvod
293,Grund::N,syy,príčina
294,Grund::N,peruste,dôvod
295,Grund::N,peruste,príčina
296,Wahrheit::N,tosi,pravda
297,Wahrheit::N,totuus,pravda
298,Gespräch::N,puhelu,reč
299,Gespräch::N,puhelu,rozhovor
300,Gespräch::N,keskustelu,reč
301,Gespräch::N,keskustelu,rozhovor
302,Märchen::N,satu,rozprávka
303,Erzählung::N,tarina,poviedka
304,Erzählung::N,kertomus,poviedka
305,Nachricht::N,tieto,správa
306,Nachricht::N,ilmoitus,správa
307,Neuigkeit::N,uutinen,novinka
308,Name::N,nimi,meno
309,Rätsel::N,arvoitus,záhada
310,Rätsel::N,arvoitus,hádanka
311,Rede::N,puhe,reč
312,Sprache::N,kieli,reč
313,Sprache::N,kieli,jazyk
314,Stimme::N,ääni,hlas
315,Wort::N,sana,slovo
316,Zeichen::N,merkki,znak
317,Ruf::N,kutsu,volanie
318,Ruf::N,kutsu,zavolanie
319,Lärm::N,melu,hluk
320,Lärm::N,melu,hurhaj
321,Lärm::N,hälinä,hluk
322,Lärm::N,hälinä,hurhaj
323,Laut::N,ääni,zvuk
324,Ton::N,sävel,tón
325,Ton::N,sävel,zvuk
326,Lied::N,laulu,pieseň
327,Ruhe::N,lepo,pokoj
328,Ruhe::N,rauha,pokoj
329,Leute::N,väki,ľudia
330,Leute::N,ihmiset,ľudia
331,Volk::N,kansa,ľud
332,Volk::N,kansa,národ
333,Arbeit::N,työ,práca
334,Arbeit::N,työ,robota
335,Gast::N,vieras,hosť
336,Geschenk::N,lahja,dar
337,Spiel::N,peli,hra
338,Spiel::N,leikki,hra
339,Gesellschaft::N,seura,spoločnosť
340,Hilfe::N,apu,pomoc
341,Freund::N,ystävä,priateľ
342,Kamerad::N,toveri,kamarát
343,Angelegenheit::N,asia,vec
344,Angelegenheit::N,asia,záležitosť
345,Anzahl::N,lukumäärä,počet
346,Anzahl::N,lukumäärä,množstvo
347,Art::N,laji,druh
348,Stück::N,pala,kus
349,Stück::N,pala,kúsok
350,Stück::N,kappale,kus
351,Stück::N,kappale,kúsok
352,Teil::N,osa,časť
353,Hälfte::N,puoli,polka
354,Hälfte::N,puoli,polovica
355,Kreis::N,ympyrä,kruh
356,Kreuz::N,risti,kríž
357,Linie::N,viiva,línia
358,Strich::N,piirto,čiara
359,Abstand::N,väli,vzdialenosť
360,Abstand::N,väljyys,vzdialenosť
361,Entfernung::N,etäisyys,vzdialenosť
362,Gegend::N,seutu,kraj
363,Gegend::N,seutu,krajina
364,Platz::N,tila,miesto
365,Ort::N,kohta,miesto
366,Ort::N,paikka,miesto
367,Seite::N,sivu,bok
368,Seite::N,sivu,strana
369,Seite::N,kylki,bok
370,Seite::N,kylki,strana
371,Mitte::N,keskus,stred
372,Mitte::N,puoliväli,stred
373,Gegenstand::N,kalu,predmet
374,Gegenstand::N,esine,predmet
375,Sache::N,asia,vec
376,Rand::N,ääri,kraj
377,Rand::N,ääri,okraj
378,Rand::N,syrjä,kraj
379,Rand::N,syrjä,okraj
380,Kante::N,särmä,hrana
381,Ecke::N,nurkka,roh
382,Spitze::N,terä,hrot
383,Spitze::N,terä,špička
384,Spitze::N,kärki,hrot
385,Spitze::N,kärki,špička
386,Ende::N,pää,koniec
387,Ende::N,perä,koniec
388,Loch::N,kolo,diera
389,Loch::N,reikä,diera
390,Winkel::N,kulma,kút
391,Muster::N,kuvio,vzor
392,Muster::N,kuvio,vzorka
393,Größe::N,koko,veľkosť
394,Größe::N,suuruus,veľkosť
395,Länge::N,pituus,dĺžka
396,Höhe::N,korkeus,výška
397,Gewicht::N,paino,váha
398,Menge::N,määrä,množstvo
399,Haufen::N,kasa,hŕba
400,Reihe::N,rivi,rad
401,Boot::N,vene,čln
402,Ruder::N,airo,veslo
403,Schlitten::N,reki,sane
404,Schlitten::N,kelkka,sane
405,Ski::N,suksi,lyža
406,Lagerfeuer::N,nuotio,táborák
407,Last::N,kuorma,ťarcha
408,Last::N,kuorma,bremeno
409,Gang::N,kulku,chôdza
410,Gang::N,käynti,chôdza
411,Schritt::N,askel,krok
412,Norden::N,pohjoinen,sever
413,Süden::N,etelä,juh
414,Westen::N,länsi,západ
415,Osten::N,itä,východ
416,Holz::N,puu,drevo
417,Brett::N,lauta,doska
418,Platte::N,levy,doska
419,Platte::N,levy,platňa
420,Stütze::N,noja,opora
421,Stange::N,tanko,tyč
422,Stock::N,keppi,palica
423,Stab::N,sauva,palica
424,Stab::N,seiväs,palica
425,Rohr::N,putki,rúra
426,Haus::N,talo,dom
427,Heim::N,koti,domov
428,Ofen::N,uuni,pec
429,Ofen::N,uuni,kachle
430,Fußboden::N,lattia,dlážka
431,Fußboden::N,lattia,podlaha
432,Tisch::N,pöytä,stôl
433,Stuhl::N,tuoli,stolička
434,Wiege::N,kehto,kolíska
435,Bett::N,sänky,lôžko
436,Bett::N,sänky,posteľ
437,Regal::N,hylly,regál
438,Regal::N,hylly,polica
439,Kiste::N,arkku,debna
440,Kiste::N,kirstu,debna
441,Kiste::N,laatikko,debna
442,Fenster::N,ikkuna,okno
443,Fenster::N,ikkuna,oblok
444,Tür::N,ovi,dvere
445,Tor::N,portti,vráta
446,Zaun::N,aita,plot
447,Zaun::N,aita,ohrada
448,Dach::N,katto,krov
449,Dach::N,katto,strecha
450,Leiter::N,tikkaat,rebrík
451,Leiter::N,tikkaat,rebrina
452,Leiter::N,tikapuut,rebrík
453,Leiter::N,tikapuut,rebrina
454,Besen::N,luuta,metla
455,Spaten::N,lapio,rýľ
456,Schaufel::N,lapio,lopata
457,Gabel::N,haarukka,vidlička
458,Löffel::N,lusikka,lyžica
459,Messer::N,veitsi,nôž
460,Nagel::N,naula,klinec
461,Netz::N,verkko,sieť
462,Haken::N,haka,hák
463,Haken::N,haka,háčik
464,Haken::N,koukku,hák
465,Haken::N,koukku,háčik
466,Griff::N,ripa,rukoväť
467,Griff::N,kahva,rukoväť
468,Schloss::N,lukko,zámka
469,Bild::N,kuva,obraz
470,Figur::N,kuvio,figúra
471,Puppe::N,nukke,bábka
472,Puppe::N,nukke,bábika
473,Beutel::N,pussi,vrece
474,Beutel::N,pussi,vrecko
475,Bündel::N,nippu,uzlík
476,Bündel::N,nippu,zväzok
477,Bündel::N,kimppu,uzlík
478,Bündel::N,kimppu,zväzok
479,Tasche::N,laukku,taška
480,Tasche::N,laukku,kabelka
481,Eimer::N,sanko,vedro
482,Eimer::N,ämpäri,vedro
483,Deckel::N,kansi,vrchnák
484,Deckel::N,kansi,pokrývka
485,Geschirr::N,astia,nádoba
486,Sack::N,säkki,mech
487,Sack::N,säkki,vrece
488,Tasse::N,kuppi,šálka
489,Topf::N,pata,hrniec
490,Kessel::N,kattila,kotol
491,Essen::N,syönti,jedlo
492,Nahrung::N,ruoka,strava
493,Nahrung::N,ruoka,potrava
494,Nahrung::N,ravinto,strava
495,Nahrung::N,ravinto,potrava
496,Speise::N,ruoka,jedlo
497,Fleisch::N,liha,mäso
498,Getreide::N,vilja,obilie
499,Brei::N,puuro,kaša
500,Brot::N,leipä,chlieb
501,Scheibe::N,viipale,kotúč
502,Scheibe::N,viipale,krajec
503,Fett::N,rasva,tuk
504,Fett::N,rasva,masť
505,Butter::N,voi,maslo
506,Öl::N,öljy,olej
507,Salz::N,suola,soľ
508,Suppe::N,keitto,polievka
509,Honig::N,hunaja,med
510,Milch::N,maito,mlieko
511,Tee::N,tee,čaj
512,Leder::N,nahka,koža
513,Wolle::N,villa,vlna
514,Stoff::N,kangas,súkno
515,Nadel::N,neula,ihla
516,Faden::N,lanka,niť
517,Faden::N,lanka,vlákno
518,Knopf::N,nappi,gombík
519,Knoten::N,solmu,uzol
520,Farbe::N,maali,farba
521,Kleidung::N,vaatteet,šaty
522,Kleidung::N,vaatteet,šatstvo
523,Hemd::N,paita,košeľa
524,Kragen::N,kaulus,golier
525,Ärmel::N,hiha,rukáv
526,Hose::N,housut,nohavice
527,Gürtel::N,vyö,pás
528,Gürtel::N,vyö,opasok
529,Mütze::N,lakki,čiapka
530,Schuh::N,kenkä,obuv
531,Schuh::N,kenkä,topánka
532,Stiefel::N,saapas,čižma
533,Ring::N,sormus,prsteň
534,Band::N,nauha,stuha
535,Kamm::N,kampa,hrebeň
536,Spiegel::N,peili,zrkadlo
537,Riemen::N,hihna,remeň
538,Schnur::N,naru,šnúra
539,Schnur::N,nuora,šnúra
540,Leine::N,talutushihna,vodidlo
541,Decke::N,peite,deka
542,Decke::N,peite,prikrývka
543,Kissen::N,tyyny,poduška
544,Kissen::N,pielus,poduška
545,Tuch::N,huivi,šatka
546,Handtuch::N,pyyheliina,uterák
547,Kraft::N,väki,moc
548,Kraft::N,voima,moc
549,Stärke::N,vahvuus,sila
550,Gesundheit::N,terveys,zdravie
551,Krankheit::N,tauti,nemoc
552,Krankheit::N,tauti,choroba
553,Krankheit::N,sairaus,nemoc
554,Krankheit::N,sairaus,choroba
555,Schmerz::N,kipu,bolesť
556,Schmerz::N,särky,bolesť
557,Wunde::N,haava,rana
558,Fieber::N,kuume,horúčka
559,Arznei::N,lääke,liek
560,Brücke::N,silta,most
561,Brunnen::N,kaivo,studňa
562,Weide::N,laidun,pastva
563,Pfad::N,polku,chodník
564,Weg::N,tie,cesta
565,Straße::N,katu,hradská
566,Dorf::N,kylä,dedina
567,Stadt::N,kaupunki,mesto
568,Brief::N,kirje,list
569,Buch::N,kirja,kniha
570,Buchstabe::N,kirjain,litera
571,Buchstabe::N,kirjain,písmeno
572,Zeitung::N,lehti,noviny
573,Zeitung::N,sanomalehti,noviny
574,Leben::N,elo,život
575,Leben::N,elämä,život
576,Tod::N,kuolema,smrť
577,Grab::N,hauta,hrob
578,Kirche::N,kirkko,kostol
579,Sünde::N,synti,hriech
580,Gott::N,jumala,boh
581,Arbeiter::N,työläinen,robotník
582,Arbeiter::N,työläinen,pracnovík
583,Chef::N,päällikkö,šéf
584,Chef::N,päällikkö,riaditeľ
585,Meister::N,mestari,majster
586,Arzt::N,lääkäri,lekár
587,Lehrer::N,opettaja,učiteľ
588,Geld::N,raha,peniaze
589,Geschäft::N,liike,obchod
590,Laden::N,puoti,obchod
591,Laden::N,kauppa,obchod
592,Preis::N,hinta,cena
593,Ware::N,tavara,tovar
594,Nutzen::N,hyöty,osoh
595,Nutzen::N,hyöty,úžitok
596,Reichtum::N,rikkaus,bohatstvo
597,Welt::N,maailma,svet
598,Land::N,maa,územie
599,Land::N,maa,krajina
600,Staat::N,valtio,štát
601,König::N,kuningas,kráľ
602,Macht::N,mahti,moc
603,Macht::N,mahti,mocnosť
604,Grenze::N,raja,hranica
605,Krieg::N,sota,vojna
606,Feind::N,vihollinen,nepriateľ
607,Gewalt::N,väkivalta,násilie
608,Kampf::N,taistelu,boj
609,Bogen[Waffe]::N,jousi,luk
610,Pfeil::N,nuoli,šíp
611,Pfeil::N,nuoli,strela
612,Gewehr::N,kivääri,puška
613,Fehler::N,vika,omyl
614,Fehler::N,vika,chyba
615,Fehler::N,virhe,omyl
616,Fehler::N,virhe,chyba
617,Lüge::N,valhe,lož
618,Schaden::N,vaurio,ujma
619,Schaden::N,vaurio,škoda
620,Schaden::N,vahinko,ujma
621,Schaden::N,vahinko,škoda
622,Unglück::N,vahinko,nešťastie
623,Unglück::N,onnettomuus,nešťastie
624,Schuld::N,syy,vina
625,Schuld::N,syy,previnenie
626,Alter::N,ikä,vek
627,Schluss::N,loppu,záver
628,Schluss::N,loppu,koniec
629,Zeit::N,aika,čas
630,Tag::N,päivä,deň
631,Morgen::N,aamu,ráno
632,Morgen::N,huomen,ráno
633,Mittag::N,keskipäivä,poludnie
634,Abend::N,ilta,večer
635,Nacht::N,yö,noc
636,Woche::N,viikko,týždeň
637,Monat::N,kuukausi,mesiac
638,Jahr::N,vuosi,rok
639,Frühling::N,kevät,jar
640,Sommer::N,kesä,leto
641,Herbst::N,syksy,jeseň
642,Winter::N,talvi,zima
643,Januar::N,tammikuu,január
644,Februar::N,helmikuu,február
645,März::N,maaliskuu,marec
646,April::N,huhtikuu,apríl
647,Mai::N,toukokuu,máj
648,Juni::N,kesäkuu,jún
649,Juli::N,heinäkuu,júl
650,August::N,elokuu,august
651,September::N,syyskuu,september
652,Oktober::N,lokakuu,október
653,November::N,marraskuu,november
654,Dezember::N,joulukuu,december
655,Montag::N,maanantai,pondelok
656,Dienstag::N,tiistai,utorok
657,Mittwoch::N,keskiviikko,streda
658,Donnerstag::N,torstai,štvrtok
659,Freitag::N,perjantai,piatok
660,Samstag::N,lauantai,sobota
661,Sonntag::N,sunnuntai,nedeľa
662,groß::A,iso,veľký
663,groß::A,suuri,veľký
664,klein::A,pieni,malý
665,lang::A,pitkä,dlhý
666,kurz::A,lyhyt,krátky
667,breit::A,leveä,široký
668,schmal::A,kapea,úzky
669,dicht::A,taaja,hustý
670,dick[Gegenstand]::A,paksu,tlstý
671,dünn::A,ohut,tenký
672,fein::A,hieno,jemný
673,fest::A,luja,pevný
674,flach::A,litteä,rovný
675,flach::A,litteä,plochý
676,flach::A,tasainen,rovný
677,flach::A,tasainen,plochý
678,glatt::A,sileä,hladký
679,glatt::A,siloinen,hladký
680,hart::A,kova,tvrdý
681,weich::A,pehmeä,mäkký
682,rund::A,pyöreä,guľatý
683,rund::A,pyöreä,okrúhly
684,spitz::A,terävä,končitý
685,scharf::A,terävä,ostrý
686,stumpf::A,tylsä,tupý
687,schwer::A,raskas,ťažký
688,schwer::A,painava,ťažký
689,schön::A,kaunis,pekný
690,schön::A,kaunis,krásny
691,heiß::A,kuuma,horúci
692,warm::A,lämmin,teplý
693,kalt::A,kylmä,studený
694,kalt::A,viluinen,studený
695,kühl::A,viileä,chladný
696,frisch::A,tuore,svieži
697,feucht::A,kostea,vlhký
698,feucht::A,kostea,zvlhnutý
699,nass::A,märkä,mokrý
700,trocken::A,kuiva,suchý
701,voll::A,täysi,plný
702,leer::A,tyhjä,prázdny
703,offen::A,avonainen,otvorený
704,geschlossen::A,suljettu,zavretý
705,sauber::A,puhdas,čistý
706,schmutzig::A,likainen,špinavý
707,roh::A,raaka,surový
708,reif::A,kypsä,zrelý
709,lecker::A,herkullinen,chutný
710,süß::A,makea,sladký
711,bitter::A,karvas,horký
712,bitter::A,kitkerä,horký
713,sauer::A,hapan,kyslý
714,hell::A,kirkas,jasný
715,hell::A,kirkas,svetlý
716,hell::A,valoisa,jasný
717,hell::A,valoisa,svetlý
718,dunkel::A,pimeä,temný
719,schwarz::A,musta,čierny
720,weiß::A,valkea,biely
721,rot::A,punainen,červený
722,gelb::A,keltainen,žltý
723,blau::A,sininen,modrý
724,blau::A,sininen,belasý
725,grün::A,vihreä,zelený
726,grau::A,harmaa,šedý
727,bunt::A,kirjava,pestrý
728,billig::A,halpa,lacný
729,billig::A,huokea,lacný
730,teuer::A,kallis,drahý
731,wertvoll::A,arvokas,cenný
732,blind::A,sokea,slepý
733,taub::A,kuuro,hluchý
734,kräftig::A,väkevä,silný
735,kräftig::A,voimakas,silný
736,stark::A,vahva,silný
737,schwach::A,heikko,slabý
738,schwach::A,heikko,bezvládny
739,fett::A,lihava,tučný
740,schlank::A,hoikka,štíhly
741,schlank::A,solakka,štíhly
742,hübsch::A,soma,šumný
743,hübsch::A,soma,švárny
744,hübsch::A,sievä,šumný
745,hübsch::A,sievä,švárny
746,böse::A,paha,zlý
747,böse::A,häijy,zlý
748,dumm::A,tyhmä,hlúpy
749,dumm::A,typerä,hlúpy
750,faul::A,laiska,lenivý
751,fleißig::A,ahkera,snaživý
752,fleißig::A,ahkera,usilovný
753,geizig::A,saita,skupý
754,geizig::A,saita,lakomý
755,klug::A,älykäs,múdry
756,klug::A,älykäs,bystrý
757,geschickt::A,taitava,zručný
758,geschickt::A,taitava,šikovný
759,lieb::A,rakas,milý
760,lustig::A,hauska,veselý
761,lustig::A,iloinen,veselý
762,sanft::A,lauha,nežný
763,sanft::A,lempeä,nežný
764,hungrig::A,nälkäinen,lačný
765,hungrig::A,nälkäinen,hladný
766,krank::A,sairas,chorý
767,krank::A,sairas,nemocný
768,nackt::A,alaston,nahý
769,traurig::A,surullinen,smutný
770,traurig::A,murheellinen,smutný
771,lebendig::A,elävä,živý
772,gut::A,hyvä,dobrý
773,schlecht::A,paha,zlý
774,schlecht::A,huono,zlý
775,richtig::A,oikea,správny
776,schlimm::A,paha,zlý
777,schlimm::A,paha,nepríjemný
778,wahr::A,tosi,pravý
779,wahr::A,tosi,pravdivý
780,alt::A,vanha,starý
781,neu::A,uusi,nový
782,ehemalig::A,entinen,bývalý
783,ehemalig::A,muinainen,bývalý
784,alt[Lebewesen]::A,vanha,starý
785,jung::A,nuori,mladý
786,arm::A,köyhä,chudobný
787,reich::A,rikas,bohatý
788,bekannt::A,tuttu,známy
789,bekannt::A,tunnettu,známy
790,berühmt::A,kuuluisa,slávny
791,berühmt::A,kuuluisa,povestný
792,fremd::A,vieras,cudzí
793,verschieden::A,eri,rôzny
794,verschieden::A,eri,rozličný
795,verschieden::A,erilainen,rôzny
796,verschieden::A,erilainen,rozličný
797,nah::A,läheinen,blízky
798,fern::A,etäinen,ďaleký
799,linker::A,vasen,ľavý
800,rechter::A,oikea,pravý
801,anderer::A,muu,iný
802,anderer::A,muu,druhý
803,anderer::A,toinen,iný
804,anderer::A,toinen,druhý
805,erster::A,ensimmäinen,prvý
806,zweiter::A,toinen,druhý
807,dritter::A,kolmas,tretí
808,letzter::A,viimeinen,ostatný
809,letzter::A,viimeinen,posledný
810,allein::ADV,yksin,sám
811,auf einmal::ADV,yhdellä kertaa,zároveň
812,zusammen::ADV,yhdessä,spolu
813,zusammen::ADV,yhdessä,spoločne
814,lange::ADV,kauan,dlho
815,lange::ADV,pitkään,dlho
816,plötzlich::ADV,äkkiä,náhle
817,sofort::ADV,heti,hneď
