,Concept_ID,kl,mn
724,schmutzig::A,tapappoq,бохир
725,schmutzig::A,tapappoq,хиртэй
726,schmutzig::A,minguppoq,бохир
727,schmutzig::A,minguppoq,хиртэй
728,roh::A,aapavoq,түүхий
729,reif::A,qaarulerpoq,болсон
730,süß::A,tungusunnippoq,амттай
731,süß::A,tungusunnippoq,чихэрлэг
732,bitter::A,qasilippoq,гашуун
733,hell::A,qaamavoq,гэгээн
734,hell::A,qaamavoq,гэрэлтэй
735,dunkel::A,qernerpoq,бараан
736,dunkel::A,qernerpoq,харанхуй
737,schwarz::A,qernerpoq,хар
738,weiß::A,qaqorpoq,цагаан
739,rot::A,aappaluppoq,улаан
740,gelb::A,sungaarpoq,шар
741,blau::A,tungujorpoq,хөх
742,blau::A,tungujorpoq,цэнхэр
743,grün::A,qorsooqqippoq,ногоон
744,grau::A,qaserpoq,орог
745,grau::A,qaserpoq,саарал
746,billig::A,akikippoq,хямд
747,wertvoll::A,erlinnarpoq,үнэт
748,blind::A,tappiippoq,сохор
749,blind::A,isigisaqanngilaq,сохор
750,taub::A,tusilarpoq,чих хатуу
751,kräftig::A,pissaq,чийрэг
752,kräftig::A,pissarsuaq,чийрэг
753,stark::A,sanngivoq,хүчтэй
754,stark::A,sanngivoq,чадалтай
755,schwach::A,nakuippoq,сул
756,fett::A,pualavoq,тарган
757,fett::A,pualavoq,голигор
758,schlank::A,tuappoq,голшиг
759,hübsch::A,aatsialaq,сайхан
760,hübsch::A,aatsialaq,хөөрхөн
761,böse::A,ajorpoq,муу
762,böse::A,ajorpoq,хортой
763,dumm::A,taqajak,тэнэг
764,dumm::A,sikkilluppoq,тэнэг
765,dumm::A,qaatusimasaqanngilaq,тэнэг
766,faul::A,eqiasuppoq,залхуу
767,faul::A,eqiattortuvoq,залхуу
768,fleißig::A,eqiasuippoq,чармайлтгай
769,geizig::A,iasilaarpoq,харамч
770,geizig::A,tukkuippoq,харамч
771,klug::A,mallak,цэцэн
772,klug::A,ittanneq,цэцэн
773,klug::A,kutaappoq,цэцэн
774,klug::A,kuttaappoq,цэцэн
775,klug::A,qarasagippoq,цэцэн
776,lieb::A,akisooq,хайрт
777,lustig::A,piikulavoq,цэнгэлтэй
778,sanft::A,isumagippoq,наалинхай
779,hungrig::A,kaappoq,өлөн
780,hungrig::A,kaappoq,өлссөн
781,hungrig::A,perlilerpoq,өлөн
782,hungrig::A,perlilerpoq,өлссөн
783,krank::A,napparsimavoq,өвчтэй
784,traurig::A,aliasuppoq,гунигт
785,lebendig::A,uumavoq,амьд
786,lebendig::A,uumavoq,амьтай
787,gut::A,ajunngilaq,сайн
788,schlecht::A,sualuppoq,муу
789,schlecht::A,sualuppoq,өөдгүй
790,richtig::A,iluarpoq,зөв
791,richtig::A,iluarpoq,зүйтэй
792,schlimm::A,amiilaarnarpoq,муухай
793,wahr::A,ilumoorpoq,үнэн
794,wahr::A,ilumoorpoq,жинхэнэ
795,alt::A,pisoqaq,хуучин
796,neu::A,nutaavoq,шинэ
797,alt[Lebewesen]::A,utoqqaq,өвгөн
798,alt[Lebewesen]::A,utoqqaq,хижээл
799,jung::A,inuusuppoq,залуу
800,jung::A,kingulliarsuk,залуу
801,arm::A,piillasoq,ядуу
802,arm::A,piitsuuvoq,ядуу
803,reich::A,pisuuvoq,баян
804,reich::A,pisuuvoq,баялаг
805,berühmt::A,tusaamasaq,цуутай
806,berühmt::A,tusaamasaq,алдартай
807,fremd::A,ajasoornarpoq,харь
808,fremd::A,ajasoornarpoq,гадаад
809,verschieden::A,allatut,ондоо
810,verschieden::A,allatut,янз янзын
811,verschieden::A,tamalaat,ондоо
812,verschieden::A,tamalaat,янз янзын
813,nah::A,qanippoq,ойрын
814,nah::A,qanippoq,дөтийн
815,fern::A,ungasippoq,холын
816,linker::A,saamerleq,буруу
817,rechter::A,innarluissut,баруун
818,erster::A,siulleq,нэгдэх
819,erster::A,siulleq,нэгдүгээр
820,zweiter::A,qataatsup tullia,хоёрдугаар
821,dritter::A,pingajorarterut,гуравдугаар
822,letzter::A,kingulleq,сүүлийн
823,allein::ADV,kisimiippoq,ганцаараа
824,auf einmal::ADV,tassanngaannaq,нэгмөсөн
825,zusammen::ADV,attaasa,цуг
826,zusammen::ADV,attaasa,хамт
827,zusammen::ADV,attarmik,цуг
828,zusammen::ADV,attarmik,хамт
829,lange::ADV,akuni,удаан
830,plötzlich::ADV,tassanngaannaq,гэнэт
831,sofort::ADV,erniinnaq,дороо
832,später::ADV,kingorna,дараа
833,jetzt::ADV,maanna,өнөө
834,jetzt::ADV,massakkut,өнөө
835,heute::ADV,ullumi,өнөө
836,heute::ADV,ullumi,өнөөдөр
837,morgen::ADV,aqagu,маргааш
838,morgen::ADV,aqagu,маргаадар
839,bald::ADV,erniinnaq,түргэн
840,bald::ADV,erniinnaq,удахгүй
841,dann::ADV,taava,хожим
842,dann::ADV,taava,тэгээд
843,gestern::ADV,ippassaq,өчигдөр
844,einst::ADV,ataatsimik,нэг
845,einst::ADV,ilaanni,нэг
846,damals::ADV,taamani,тэгэхэд
847,damals::ADV,taamanikkut,тэгэхэд
848,damals::ADV,taassumuunakkut,тэгэхэд
849,danach::ADV,taava,тэгээд
850,danach::ADV,taava,дараа нь
851,vorher::ADV,siornagut,урьд
852,einmal::ADV,ilaanni,нэг удаа
853,einmal::ADV,ataatsimik,нэг удаа
854,manchmal::ADV,qaqutigu,хааяа
855,manchmal::ADV,qaqutigu,заримдаа
856,manchmal::ADV,qaqutigut,хааяа
857,manchmal::ADV,qaqutigut,заримдаа
858,oft::ADV,akulikitsumik,олонтоо
859,immer::ADV,tamatigut,байнга
860,hier::ADV,maani,энд
861,hierhin::ADV,maani,нааш
862,dorthin::ADV,ikuuna,тийш
863,geradeaus::ADV,narlumut,шулуун
864,vorwärts::ADV,pilangavoc,урагшаа
865,rückwärts::ADV,kingumut,буцаан
866,rückwärts::ADV,kingumut,сөөргөө
867,rückwärts::ADV,tunumut or tunummut,буцаан
868,rückwärts::ADV,tunumut or tunummut,сөөргөө
869,zurück::ADV,kingumut,буцаж
870,zurück::ADV,kingumut,гэдрэг
871,zurück::ADV,tunumut or tunummut,буцаж
872,zurück::ADV,tunumut or tunummut,гэдрэг
873,unten::ADV,kana,дор
874,hinab::ADV,qiviu,уруу
875,überall::ADV,tamaginni,хааяагүй
876,überall::ADV,tamaginni,энд тэндгүй
877,überall::ADV,tamani tamaani,хааяагүй
878,überall::ADV,tamani tamaani,энд тэндгүй
879,kaum::ADV,qaqutigorsuaq,арай
880,kaum::ADV,qaqutigorsuaq,арай гэж
881,sehr::ADV,assut,тун
882,noch::ADV,qeratavoq,дахин
883,noch::ADV,qeratavoq,дахиад
884,schon::ADV,taava-una,нэгэнт
885,wieder::ADV,kingumut,дахин
886,wieder::ADV,kingumut,дахиад
887,vergebens::ADV,angiluk,хий
888,dies::PRN,manna,энэ
889,dies::PRN,matuma,энэ
890,das::PRN,ua,тэр
891,ich::PRN,uanga,би
892,du::PRN,illit,чи
893,er::PRN,una,тэр
894,er::PRN,una,тэр хүн
895,wir::PRN,uagut,бид
896,ihr::PRN,ilissi,та нар
897,sie::PRN,uku,тэд
898,was::FPRN,aat?,юу
899,wer::FPRN,kikkut,хэн
900,wo::FADV,sumi,хаа
901,wo::FADV,sumi,хаана
902,wohin::FADV,sumut,хааш
903,wohin::FADV,sumut,хаана
904,wie::FADV,qanoq,яаж
905,wie::FADV,qanoq,хэрхэн
906,warum::FADV,sooq,юунд
907,warum::FADV,sooq,яагаад
908,wieviel::FNUM,qassit,хэдий
909,wieviel::FNUM,qassit,хэд
910,wieviel::FNUM,qanoq atsigisumik?,хэдий
911,wieviel::FNUM,qanoq atsigisumik?,хэд
912,eins::NUM,ataaseq,нэг
913,zwei::NUM,marluk,хоёр
914,drei::NUM,pingasut,гурав
915,vier::NUM,sisamat,дөрөв
916,vier::NUM,qajuusat,дөрөв
917,fünf::NUM,tallimat,тав
918,sechs::NUM,arfineq,зургаа
919,sechs::NUM,arfinillit,зургаа
920,sieben::NUM,arfineq-marluk,долоо
921,acht::NUM,arfineq pingasut,найм
922,neun::NUM,qulingiluat,ес
923,neun::NUM,arfineq sisamat,ес
924,zehn::NUM,qulit,арав
925,elf::NUM,aqqaneq,арван нэг
926,zwölf::NUM,aqqaneq-marluk,арван хоёр
927,zwanzig::NUM,tyve,хорь
928,dreißig::NUM,tredive,гуч
929,dreißig::NUM,pingasunik qulillit,гуч
930,vierzig::NUM,fyrre,дөч
931,fünfzig::NUM,halvtreds,тавь
932,fünfzig::NUM,tallimanik qulillit,тавь
933,sechzig::NUM,tres,жар
934,siebzig::NUM,halvfjerds,дал
935,achtzig::NUM,firs,ная
936,neunzig::NUM,halvfems,ер
937,hundert::NUM,et hundrede,зуу
938,tausend::NUM,et tusinde,мянга
939,und::CNJ,aamma,ч
940,und::CNJ,aamma,болон
941,oder::CNJ,imalluunnit,буюу
942,stehen::V,sikingavoq,зогсох
943,sitzen::V,ingippoq,суух
944,liegen::V,nalavoq,хэвтэх
945,liegen::V,aqupivoq,хэвтэх
946,hängen::V,nivinngarpaa,өлгөөтэй байх
947,hängen::V,nivinngarpaa,дүүжлээтэй байх
948,werden::V,pinngorpoq,болох
949,passieren::V,pivoq,тохиох
950,beginnen::V,aallarnerpaa,эхлэх
951,enden::V,naggaserpaa,дүүрэх
952,wechseln::V,immikkut ilivoq,хувирах
953,untergehen[Sonne]::V,ilioqqaasoq,жаргах
954,scheinen[Sonne]::V,qinnorpoq,гэрэлтэх
955,scheinen[Sonne]::V,qinngorpoq,гэрэлтэх
956,donnern::V,kalleq,дуугарах
957,wehen::V,timmivoq,салхилах
958,wehen::V,timmivoq,хөөрөгдөх
959,sich drehen::V,ipippaa,эргэлдэх
960,schwanken::V,aalavoq,хэлбэлзэх
961,schwingen::V,issakajaat or issakatsiaarut,ганхах
962,schwingen::V,issakajaat or issakatsiaarut,хэлбэлзэх
963,fallen::V,quasivaa,унах
964,brennen::V,seerpoq,шатах
965,brennen::V,uuppaa,шатах
966,rauchen::V,pujoorpoq,баагих
967,regnen::V,siallerpoq,бороо орно
968,gefrieren::V,qiulerpoq,хөлдөх
969,tauen::V,aappoq,хайлах
970,schmelzen::V,aappoq,уярах
971,schmelzen::V,aatsippaa,уярах
972,trocknen::V,panerserpaa,хатах
973,sieden::V,qalappoq,буцлах
974,sieden::V,qalappoq,даргилах
975,reißen::V,qulli,цуурах
976,reißen::V,alittorpaa,цуурах
977,reißen::V,kimillanneq,цуурах
978,versinken::V,kivivaa,живэх
979,versinken::V,apparpoq,живэх
980,vergehen::V,qaangerpaa,нөгчих
981,vergehen::V,qaangerpaa,өнгөрөх
982,vergehen::V,sarsuppoq,нөгчих
983,vergehen::V,sarsuppoq,өнгөрөх
984,erscheinen::V,takutippoq,гарах
985,erscheinen::V,takutippoq,бултайх
986,sinken::V,kivivaa,татрах
987,sinken::V,kivivaa,доошлох
988,sinken::V,apparpoq,татрах
989,sinken::V,apparpoq,доошлох
990,abnehmen::V,ikillipput,багасах
991,abnehmen::V,ikillipput,хорогдох
992,zunehmen::V,allisippaa,ихсэх
993,steigen::V,allisippaa,нэмэгдэх
994,wachsen::V,allivoq,өсөх
995,wachsen::V,allivoq,ургах
996,glänzen::V,qinngorpoq,гилгэнэх
997,glänzen::V,qinngorpoq,гилбэгнэх
998,glänzen::V,qinnorpoq,гилгэнэх
999,glänzen::V,qinnorpoq,гилбэгнэх
1000,funkeln::V,uisorilavoq,гялжах
1001,funkeln::V,uisorilavoq,гялалзах
1002,läuten::V,avilualaarpoq,цохих
1003,klingeln::V,aviluarpoq,хонхдох
1004,klingeln::V,aviluarpoq,дуугарах
1005,klingeln::V,aviluarpaluppoq,хонхдох
1006,klingeln::V,aviluarpaluppoq,дуугарах
1007,brausen::V,ittuk,бургилах
1008,brausen::V,ittuppoq,бургилах
1009,brausen::V,ittuppaluppoq,бургилах
1010,bellen::V,qiluppoq,хуцах
1011,heulen::V,maarpoq,улих
1012,heulen::V,maalavoq,улих
1013,heulen::V,miaggoorpoq,улих
1014,blasen::V,aporneq,үлзэх
1015,pfeifen::V,siggartartitsivoq,исгэрэх
1016,pfeifen::V,siorsulavoq,исгэрэх
1017,schreien::V,suaarpoq,хашгирах
1018,stöhnen::V,nipiliorpoq,ёолох
1019,stöhnen::V,nipiliorpoq,гэнгэнэх
1020,stöhnen::V,nipilliorpoq,ёолох
1021,stöhnen::V,nipilliorpoq,гэнгэнэх
1022,zittern::V,qarsulivik,дагжих
1023,leben::V,inuuvoq,амьдрах
1024,geboren werden::V,inuuvoq,төрөх
1025,geboren werden::V,inunngorpoq,төрөх
1026,atmen::V,anersaarpoq,амьсгалах
1027,trinken::V,imerpoq,уух
1028,essen::V,tamorpoq,идэх
1029,schlucken::V,tuluarnaq,залгих
1030,einschlafen::V,sinippoq,унтчих
1031,schlafen::V,sinik,унтах
1032,aufwachen::V,iterpoq,сэрэх
1033,aufwachen::V,eqqumavoq,сэрэх
1034,aufstehen::V,makippoq,босох
1035,sich erholen::V,qasuerserpoq,амрах
1036,schmerzen::V,anneraa,өвдөх
1037,schmerzen::V,anneraa,шархирах
1038,schmerzen::V,annernarpoq,өвдөх
1039,schmerzen::V,annernarpoq,шархирах
1040,husten::V,quersorpoq,ханиах
1041,genesen::V,ajunngissivoq,засрах
1042,genesen::V,ilisimmarpoq,засрах
1043,genesen::V,ilorrippoq,засрах
1044,sterben::V,toquvoq,үхэх
1045,sterben::V,toquvoq,нас барах
1046,sich bewegen::V,ingerlavoq,хөдлөх
1047,sich setzen::V,ingippoq,суух
1048,laufen::V,arpappoq,явган явах
1049,schreiten::V,ingerlavoq,алхах
1050,spazierengehen::V,utertakajaarpoq,зугаалах
1051,spazierengehen::V,utertakattajaarpoq,зугаалах
1052,eilen::V,qaa qaa,хурдлах
1053,eilen::V,qiilasaarpoq,хурдлах
1054,eilen::V,ingerlasaarpaa,хурдлах
1055,sich beeilen::V,tuaviorpoq,яарах
1056,sich beeilen::V,tuaviorpoq,шамдах
1057,sausen::V,uiguut,давхих
1058,rennen::V,igivoq,гүйх
1059,springen::V,upernassaq,харайх
1060,springen::V,upernassaq,дэвхрэх
1061,klettern::V,pilaakkeerpoq,авирах
1062,schaukeln::V,aalavoq,ганхалзах
1063,schwimmen::V,naluppoq,сэлэх
1064,tauchen::V,allorpoq,шунгах
1065,rudern::V,ipuppaa,сэлүүрдэх
1066,fahren::V,qimusserpoq,явах
1067,fliegen::V,timmivoq,нисэх
1068,weggehen::V,piiarpoq,явах
1069,anhalten::V,unitsippaa,зогсох
1070,hineingehen::V,timaappaa,орох
1071,eintreten::V,allattorpaa,орох
1072,kommen::V,qaa-,ирэх
1073,kommen::V,pivaa,ирэх
1074,ankommen::V,tikippoq,хүрэх
1075,zurückkommen::V,angerlarpoq,харих
1076,zurückkommen::V,angerlarpoq,буцаж ирэх
1077,bleiben::V,uninngavoq,үлдэх
1078,warten::V,paavoq,хүлээх
1079,warten::V,utaqqivoq,хүлээх
1080,suchen::V,nivivaa,эрэх
1081,suchen::V,nivivaa,бэдрэх
1082,finden::V,nanivaa,олох
1083,versuchen::V,uuppaa,оролдох
1084,versuchen::V,ussersarpaa,оролдох
1085,vorbereiten::V,piareersarpaa,бэлтгэх
1086,lieben::V,asavaa,янаглах
1087,mögen::V,akaaraa,таалах
1088,rühren::V,qeerlerpaa,сэтгэл уяруулах
1089,weinen::V,qiavoq,уйлах
1090,schimpfen::V,qatimaarpoq,хараах
1091,sich ärgern::V,ugguutigaa,уурлах
1092,sich fürchten::V,eqqanaarpoq,айх
1093,fürchten::V,ersigaa,айх
1094,fliehen::V,qimaavoq,зугтах
1095,fliehen::V,qimaavoq,гүйж очих
1096,flüchten::V,allikarfigaa,оргох
1097,sehen::V,isigaa,үзэх
1098,ansehen::V,alaatsinaappaa,харах
1099,hören::V,tusarpaa,дуулах
1100,zuhören::V,naalappoq,чагнах
1101,riechen::V,tipippoq,үнэрлэх
1102,fühlen::V,misigaa,мэдрэх
1103,scheinen::V,takutippoq,шиг үзэгдэх
1104,frieren::V,qiiavoq,даарах
1105,tun::V,iliorpoq,хийх
1106,tun::V,iliorpoq,үйлдэх
1107,wollen::V,piumavaa,хүсэх
1108,anfangen::V,pilerpoq,эхлэх
1109,beenden::V,naggaserpaa,дуусгах
1110,aufhören::V,naammatsippaa,болих
1111,aufhören::V,naammatsippaa,зогсох
1112,öffnen::V,ammarpaa,нээх
1113,öffnen::V,ammarpaa,тайлах
1114,schließen::V,matuaa,хаах
1115,stellen::V,ilivaa,тавих
1116,stellen::V,ilivaa,босгох
1117,stellen::V,iliorarpai,тавих
1118,stellen::V,iliorarpai,босгох
1119,stellen::V,ilioqqarpai,тавих
1120,stellen::V,ilioqqarpai,босгох
1121,setzen::V,iliorarpai,суулгах
1122,setzen::V,ilioqqarpai,суулгах
1123,legen::V,ilivaa,хийх
1124,legen::V,ilivaa,тавих
1125,berühren::V,attorpaa,шүргэх
1126,verbinden::V,taperserpaa,залгах
1127,bedecken::V,iikkerpaa,бүрэх
1128,bedecken::V,iikkersorpaa,бүрэх
1129,aufhängen::V,inivaa,өлгөх
1130,aufhängen::V,inivaa,дүүжлэх
1131,aufhängen::V,iniorarpai,өлгөх
1132,aufhängen::V,iniorarpai,дүүжлэх
1133,anzünden::V,saggaavoq,асаах
1134,anzünden::V,saggaavoq,ноцоох
1135,aufheben::V,allisippaa,өргөх
1136,zurücklassen::V,aallarpoq,орхих
1137,zurücklassen::V,aallarpoq,үлдээх
1138,verlieren::V,annaavaa,гээх
1139,fallen lassen::V,nakkaavaa,унагах
1140,machen::V,iliorpoq,хийх
1141,machen::V,iliorpoq,гаргах
1142,herstellen::V,anillatsippaa,бүтээх
1143,bauen::V,marrarterpaa,барих
1144,reparieren::V,iluarsaappaa,засах
1145,reparieren::V,iluarsaappaa,сэлбэх
1146,verbessern::V,naqqippaa,засах
1147,verbessern::V,naqqippaa,сайжруулах
1148,graben::V,assappaa,малтах
1149,beugen::V,qappappoq,бөгтийлгөх
1150,biegen::V,qappappoq,матах
1151,biegen::V,qappappoq,муруйлгах
1152,wenden::V,assappaa,эргүүлэх
1153,wenden::V,assakarpoq,эргүүлэх
1154,umdrehen::V,assakartippaa,хөрвүүлэх
1155,heben::V,kivippaa,өргөх
1156,hochheben::V,kissumiarpaa,өргөх
1157,ergreifen::V,isaappaa,атгах
1158,ergreifen::V,isaguppaa,атгах
1159,halten::V,minarpaa,барих
1160,drücken::V,naqittaat,дарах
1161,kratzen::V,qitsuppaa,хусах
1162,kratzen::V,qitsuppaa,маажих
1163,lecken::V,aluppaa,долоох
1164,beißen::V,kiivaa,зуух
1165,beißen::V,kiivaa,хазах
1166,abreißen::V,aqqarpaa,таслах
1167,abreißen::V,isaterpaa,таслах
1168,abschneiden::V,kipivaa,тайрах
1169,binden::V,kakkersarpaa,боох
1170,binden::V,kakkersarpaa,хүлэх
1171,stecken::V,kussunneq,шаах
1172,stecken::V,kussunneq,шигтгэх
1173,brechen::V,nallorpaa,хугалах
1174,klopfen::V,pattappaa,цохих
1175,klopfen::V,pattappaa,тогших
1176,hauen::V,aqivaa,дэлдэх
1177,kleben::V,qaappoq,наах
1178,reiben::V,tagiarpaa,нухах
1179,reiben::V,tagiarpaa,нидчих
1180,reiben::V,tangiarpaa,нухах
1181,reiben::V,tangiarpaa,нидчих
1182,streichen::V,erlerpoq,нялах
1183,streichen::V,erlerpoq,түрхэх
1184,schleifen::V,sequppaa,билүүдэх
1185,schleifen::V,sequppaa,гуранздах
1186,schneiden::V,uullivoq,огтлох
1187,schütteln::V,aalavoq,сэгсрэх
1188,schwenken::V,issarpoq,дэвэх
1189,schwenken::V,issarpoq,даллах
1190,füllen::V,immerpaa,дүүргэх
1191,einwickeln::V,immoqquserpaa,боох
1192,einwickeln::V,immoqquserpaa,ороох
1193,tragen::V,maqippaa,авчрах
1194,tragen::V,assartorpoq,авчрах
1195,schleppen::V,assartorpoq,чирэх
1196,ziehen::V,kalippaa,татах
1197,ziehen::V,kalissarpoq,татах
1198,aufbewahren::V,toqqorpaa,хадгалах
1199,werfen::V,kuivaa,хаях
1200,werfen::V,kuivaa,шидэх
1201,fangen::V,anguaa,барих
1202,verstecken::V,anngigaa,нуух
1203,teilen::V,agguut,хуваах
1204,teilen::V,agguusersorpaa,хуваах
1205,schicken::V,nassiuppaa,илгээх
1206,schicken::V,nassiuppaa,явуулах
1207,bringen::V,aggiuppaa,авчрах
1208,bringen::V,aggiuppaa,аваачих
1209,bringen::V,nassataraa,авчрах
1210,bringen::V,nassataraa,аваачих
1211,bekommen::V,tiguaa,хүлээн авах
1212,erhalten::V,tiguaa,хүлээн авах
1213,nehmen::V,pivoq,авах
1214,nehmen::V,tiguaa,авах
1215,bewahren::V,sukkunik simerserpaa,гамнах
1216,verderben::V,asiutippaa,эвдэх
1217,verderben::V,piuneerunnerit,эвдэх
1218,zerbrechen::V,ukuvoq,хагалах
1219,zerbrechen::V,ukuvoq,хага цохих
1220,zerreißen::V,tisavaa,урах
1221,zerreißen::V,alittorpaa,урах
1222,zerstören::V,aserorpaa,эвдэх
1223,zerstören::V,aserorpaa,сүйтгэх
1224,verbrennen::V,seerpoq,шатаах
1225,geben::V,pivoq,өгөх
1226,versprechen::V,neriorsorpaa,амлах
1227,wünschen::V,kissaat,ерөөх
1228,loben::V,nersorpaa,магтах
1229,loben::V,nersorpaa,сайшаах
1230,loben::V,nersornaat,магтах
1231,loben::V,nersornaat,сайшаах
1232,küssen::V,kunippaa,озох
1233,küssen::V,kunippaa,үнсэх
1234,küssen::V,kunissorpaa,озох
1235,küssen::V,kunissorpaa,үнсэх
1236,zudecken::V,majorpaa,хучих
1237,zudecken::V,majorpaa,бүтээх
1238,wecken::V,itersarpaa,сэрээх
1239,zeigen::V,tikkuuppaa,үзүүлэх
1240,führen::V,tasissiuppaa,хөтлөх
1241,führen::V,ilitsersorpaa,хөтлөх
1242,führen::V,tasissersuuppaa,хөтлөх
1243,lehren::V,ilinniartippaa,заах
1244,unterrichten::V,ajoqerpaa,сургах
1245,unterrichten::V,ajoqersorpaa,сургах
1246,unterrichten::V,ilinniartitsivoq,сургах
1247,aufziehen::V,inororsarpaa,өсгөх
1248,aufziehen::V,inororsarpaa,хүмүүжүүлэх
1249,leiten::V,iluatsippaa,удирдах
1250,antreiben::V,ikusimmippaa,шамдуулах
1251,einladen::V,qaaqquaa,залах
1252,einladen::V,qaasarpaa,залах
1253,vereinigen::V,taperserpaa,нэгтгэх
1254,vereinigen::V,taperserpaa,хамтруулах
1255,besuchen::V,tikeraarpaa,зочлох
1256,treffen::V,aporappaa,учрах
1257,treffen::V,aporappaa,дайралдах
1258,sich versammeln::V,majorpoq,хуралдах
1259,spielen::V,pinnguarpoq,наадах
1260,singen::V,erinarsorpoq,дуулах
1261,tanzen::V,qitippoq,бүжиглэх
1262,sich trennen::V,immikkoortippaa,салах
1263,retten::V,annaappaa,гэтэлгэх
1264,schützen::V,eriagaa,хамгаалах
1265,schützen::V,pineqartaalivaa,хамгаалах
1266,schießen::V,aallaavaa,харвах
1267,schießen::V,aallaavaa,буу буудах
1268,schießen::V,piseriuppaa,харвах
1269,schießen::V,piseriuppaa,буу буудах
1270,ärgern::V,ninngassarpaa,уурлуулах
1271,ärgern::V,ninngassarpaa,уур хүргэх
1272,ärgern::V,ninngassaarpaa,уурлуулах
1273,ärgern::V,ninngassaarpaa,уур хүргэх
1274,schlagen::V,unatarpaa,цохих
1275,treten::V,tukerpoq,өшиглөх
1276,stechen::V,iguppaa,хатгах
1277,stechen::V,qasilippoq,хатгах
1278,stoßen::V,ikuserpaa,ёврох
1279,stoßen::V,ikuserpaa,нудрах
1280,stoßen::V,ikusimmippaa,ёврох
1281,stoßen::V,ikusimmippaa,нудрах
1282,stehlen::V,tillippaa,хулгайлах
1283,stören::V,akornuserpaa,саад болох
1284,verbergen::V,anngigaa,нуух
1285,verbergen::V,anngigaa,далдлах
1286,betrügen::V,peqquserluttuliorfigaa,хуурах
1287,töten::V,maappaa,алах
1288,töten::V,toquppaa,алах
1289,wohnen::V,najugaqarpoq,суух
1290,wohnen::V,najugaqarpoq,амьдрах
1291,arbeiten::V,sulivoq,ажиллах
1292,arbeiten::V,sulivoq,хөдөлмөрлөх
1293,sammeln::V,katersorpai,түүх
1294,sammeln::V,katersorpai,хураах
1295,jagen::V,piniarpoq,агнах
1296,jagen::V,piniarpoq,гөрөөлөх
1297,fischen::V,aalisarpoq,загасчлах
1298,fischen::V,aalisarpoq,загас барих
1299,anbinden::V,qilerut,уях
1300,anbinden::V,qilersorpaa,уях
1301,anbinden::V,ungerlatserpaa,уях
1302,füttern::V,nerlerpaa,тэжээх
1303,gießen::V,imerterpaa,услах
1304,kochen::V,igavoq,чанах
1305,braten::V,siappaa,шарах
1306,braten::V,siappaa,хайрах
1307,umrühren::V,qeerlerpaa,хутгах
1308,färben::V,misuppaa,будах
1309,reinigen::V,sanniarpaa,арилгах
1310,reinigen::V,sanniarpaa,цэвэрлэх
1311,waschen::V,asappaa,угаах
1312,abwischen::V,saligarpaa,арчих
1313,abwischen::V,saligartorpaa,арчих
1314,fegen::V,sanngiarpaa,хамах
1315,fegen::V,sanngiarpaa,шүүрдэх
1316,baden::V,uffarpoq,усанд орох
1317,sich waschen::V,uffarpoq,биеэ угаах
1318,ausziehen::V,annoraajarpaa,тайлах
1319,anziehen::V,ativaa,өмсөх
1320,anziehen::V,atitippaa,өмсөх
1321,sich anziehen::V,atisalersorpoq,хувцаслах
1322,sagen::V,oqarpoq,гэх
1323,sagen::V,oqarpoq,хэлэх
1324,sprechen::V,oqaluttarpoq,ярих
1325,sprechen::V,oqaluttarpoq,өгүүлэх
1326,reden::V,oqaluppoq,хэлэх
1327,reden::V,oqaluppoq,хөөрөлдөх
1328,fragen::V,aperaa,асуух
1329,bitten::V,aperaa,гуйх
1330,bitten::V,qinnuigaa,гуйх
1331,erzählen::V,oqaluttuaraa,өгүүлэх
1332,mitteilen::V,oqalualaarpoq,дуулгах
1333,mitteilen::V,oqalualaarpoq,мэдээлэх
1334,rufen::V,qaaqquaa,дуудах
1335,prahlen::V,oqqartuvoq,бардах
1336,prahlen::V,oqqartuvoq,сайрхах
1337,prahlen::V,oqallortuvoq,бардах
1338,prahlen::V,oqallortuvoq,сайрхах
1339,übersetzen::V,ikaarpoq,орчуулах
1340,übersetzen::V,nutserpaa,орчуулах
1341,denken::V,isumaqarpoq,санах
1342,glauben::V,upperaa,итгэх
1343,glauben::V,isumaqarpoq,итгэх
1344,erkennen::V,ilisaraa,таних
1345,verstehen::V,paasivaa,мэдэж авах
1346,lernen::V,ilinniarpoq,сурах
1347,wissen::V,nalunngilaa,мэдэх
1348,sich erinnern an::V,eqqaavaa,дурсах
1349,vergessen::V,puiorpaa,мартах
1350,messen::V,ussersarpaa,хэмжих
1351,zählen::V,kisitsivoq,тоолох
1352,rechnen::V,kisitsivoq,тооцоох
1353,lesen::V,atuarpoq,унших
1354,malen::V,qalipappaa,зурах
1355,schreiben::V,allappoq,бичих
1356,kaufen::V,pisiaraa,худалдан авах
1357,verkaufen::V,akigaa,худалдах
1358,bezahlen::V,akilerpaa,төлөх
1359,beherrschen::V,inappaa,эзэмших
1360,ertragen::V,ernertaaraa,тэсэх
1361,Nase::N,,хамар
1362,Schnurrbart::N,,дээд сахал
1363,Schnurrbart::N,,живэр сахал
1364,Fuß::N,,хөл
1365,Schlaf::N,,нойр
1366,Strömung::N,,урсгал
1367,Moor::N,,хүлрийн намаг
1368,Wald::N,,ой
1369,Anhöhe::N,,гүвээ
1370,Gipfel::N,,орой
1371,Gipfel::N,,оргил
1372,Quelle::N,,булаг
