,Concept_ID,vep,he
809,sich drehen::V,punotas,הסתובב
810,schwanken::V,čibuda,התנודד
811,schwingen::V,čibuda,התנענע
812,fallen::V,langeta,נפל
813,brennen::V,pallada,בער
814,rauchen::V,savustada,עשן
815,regnen::V,vihmda,ירד גשם
816,gefrieren::V,jäduda,קפא
817,gefrieren::V,kül'mdä,קפא
818,tauen::V,sulada,נמס
819,schmelzen::V,sulada,התיך
820,trocknen::V,kuida,התיבש
821,trocknen::V,kuivehtuda,התיבש
822,sieden::V,kehuda,רתח
823,faulen::V,hapata,רקב
824,faulen::V,traudäs,רקב
825,verfaulen::V,hapata,רקב
826,reißen::V,rebita,נקרע
827,versinken::V,upota,טבע
828,vergehen::V,mända,עבר
829,erscheinen::V,ozutadas,נגלה
830,erscheinen::V,ozutadas,הופיע
831,verschwinden::V,hajeta,נעלם
832,sinken::V,väheta,ירד
833,sinken::V,lasktas,ירד
834,abnehmen::V,peneta,הפחית
835,zunehmen::V,ližaduda,רבה
836,steigen::V,nousta,עלה
837,wachsen::V,kazda,גדל
838,glänzen::V,loštta,נצץ
839,glänzen::V,loštta,בהק
840,funkeln::V,hoštta,נצנץ
841,lärmen::V,robaita,רעש
842,läuten::V,judaita,צלצל
843,klingeln::V,kelotada,צלצל
844,klirren::V,biraita,קרקש
845,brausen::V,bruncta,געש
846,rauschen::V,šobaita,רשרש
847,klingen::V,heläita,נשמע
848,bellen::V,nutta,נבח
849,heulen::V,ulaita,ילל
850,blasen::V,puhuda,נשף
851,pfeifen::V,pistta,שרק
852,pfeifen::V,vihelta,שרק
853,schreien::V,kirkta,צעק
854,schreien::V,kidastada,צעק
855,stöhnen::V,ohkta,נאנק
856,stöhnen::V,voivotada,נאנק
857,zittern::V,säraita,רעד
858,leben::V,eläda,חי
859,geboren werden::V,sünduda,נולד
860,atmen::V,henktä,נשם
861,trinken::V,joda,שתה
862,essen::V,söda,אכל
863,schlucken::V,lainata,בלע
864,müde werden::V,väzuda,התעיף
865,müde werden::V,šuštuda,התעיף
866,einschlafen::V,uinota,נרדם
867,schlafen::V,magata,ישן
868,schlafen::V,nukkuda,ישן
869,aufwachen::V,heraštuda,התעורר
870,aufstehen::V,nousta,קם
871,sich erholen::V,lebaitas,נפש
872,krank werden::V,läžegata,חלה
873,krank sein::V,läžuda,היה חולה
874,schmerzen::V,kibištada,כאב
875,husten::V,rügda,השתעל
876,genesen::V,tervehtuda,הבריא
877,sterben::V,kolda,מת
878,umkommen::V,kolda,נספה
879,sich bewegen::V,likkuda,נע
880,sich rühren::V,likahtada,זז
881,sich rühren::V,kubahtada,זז
882,sich erheben::V,nousta,קם
883,sich setzen::V,išttas,התישב
884,hinfallen::V,langeta,נפל
885,laufen::V,kävuda,הלך ברגל
886,schreiten::V,astta,פסע
887,schreiten::V,haškta,פסע
888,spazierengehen::V,kävelta,טיל
889,eilen::V,kiruhtada,אץ
890,eilen::V,kiruhtada,מהר
891,sich beeilen::V,kiruhtada,מהר
892,sausen::V,fun'urta,אץ
893,rennen::V,joksta,רץ
894,springen::V,hüptä,קפץ
895,klettern::V,libuda,טפס
896,schaukeln::V,čibuda,התנדנד
897,kriechen::V,ličtas,זחל
898,schwimmen::V,ujuda,שחה
899,tauchen::V,čukautas,צלל
900,rudern::V,souta,חתר
901,fahren::V,ajada,נסע
902,fahren::V,ajelda,נסע
903,fliegen::V,leta,עף
904,gehen::V,mända,הלך
905,gehen::V,kävuda,הלך
906,weggehen::V,päzda,עזב
907,weggehen::V,lähtta,עזב
908,abfahren::V,tönduda,יצא
909,anhalten::V,seižutadas,עצר
910,hineingehen::V,mända südäimehe,נכנס
911,eintreten::V,tulda,נכנס
912,kommen::V,tulda,בא
913,ankommen::V,tulda,הגיע
914,zurückkommen::V,pörtas,שב
915,zurückkommen::V,pörtas,חזר
916,bleiben::V,jäda,נשאר
917,warten::V,varastada,חכה
918,warten::V,varastada,המתין
919,erwarten::V,varastada,צפה
920,suchen::V,ectä,חפש
921,finden::V,löuta,מצא
922,versuchen::V,ladida,נסה
923,versuchen::V,rohkaita,נסה
924,vorbereiten::V,vaumita,הכין
925,lieben::V,armastada,אהב
926,mögen::V,navedida,אהב
927,lachen::V,nagrda,צחק
928,rühren::V,likutada,נגע ללב
929,weinen::V,itkta,בכה
930,schimpfen::V,laidas,גער
931,schimpfen::V,pačatada,גער
932,sich ärgern::V,rändüda,זעם
933,sich ärgern::V,rändüda,כעס
934,sich fürchten::V,varaita,פחד
935,sich fürchten::V,varaita,חשש
936,fürchten::V,varaita,פחד מ
937,fürchten::V,varaita,חשש מ
938,fliehen::V,pageta,ברח
939,flüchten::V,pageta,נמלט
940,flüchten::V,joksta,נמלט
941,sehen::V,nähta,ראה
942,anschauen::V,kacta,הביט
943,ansehen::V,kacta,התבונן
944,hören::V,kulda,שמע
945,zuhören::V,kundeltas,הקשיב
946,probieren::V,mujada,נסה
947,riechen::V,rižada,הריח
948,fühlen::V,mujada,חש
949,scheinen::V,näguda,נדמה
950,zu sehen sein::V,näguda,נראה
951,vernehmen::V,kulištada,נודע ל
952,frieren::V,kül'mdä,קר ל
953,tun::V,tehta,פעל
954,können::V,voida,יכל
955,können::V,mahtta,יכל
956,wollen::V,himoita,רצה
957,wollen::V,tahtoida,רצה
958,anfangen::V,zavottä,התחיל
959,anfangen::V,augotada,התחיל
960,beenden::V,loptä,גמר
961,aufhören::V,loptas,סים
962,gelingen::V,lähtta,הצליח
963,gelingen::V,tehtas,הצליח
964,geraten::V,tulda,עלה
965,öffnen::V,avaita,פתח
966,schließen::V,saubata,סגר
967,stellen::V,panda,העמיד
968,stellen::V,seižutada,העמיד
969,setzen::V,ištutada,הושיב
970,legen::V,panda,שם
971,berühren::V,koskta,נגע
972,berühren::V,käziduda,נגע
973,verbinden::V,ühtenzoitta,קשר
974,bedecken::V,katta,כסה
975,bedecken::V,peitta,כסה
976,aufhängen::V,riputada,תלה
977,anzünden::V,sütutada,הצית
978,aufheben::V,leta,אסף
979,zurücklassen::V,jätta,השאיר
980,verlieren::V,kadotada,אבד
981,fallen lassen::V,kirbotada,שמט
982,fallen lassen::V,kirbotada,הפיל
983,machen::V,säta,עשה
984,machen::V,tehta,עשה
985,herstellen::V,tehta,יצר
986,bauen::V,leta,בנה
987,bauen::V,sauda,בנה
988,reparieren::V,koheta,תקן
989,verbessern::V,paremboita,שפר
990,ändern::V,vajehtada,שנה
991,graben::V,kaida,חפר
992,graben::V,čongoida,חפר
993,beugen::V,koverta,כפף
994,biegen::V,painda,כופף
995,drehen::V,punotada,סובב
996,wenden::V,käta,הפך
997,wenden::V,kärauta,הפך
998,umdrehen::V,käta,סובב
999,heben::V,leta,הרים
1000,hochheben::V,libutada,הרים
1001,ergreifen::V,tabata,אחז
1002,halten::V,pidada,החזיק
1003,drücken::V,painda,לחץ
1004,schieben::V,žigutada,הזיז
1005,kratzen::V,künstä,שרט
1006,kratzen::V,künstä,שפשף
1007,lecken::V,nolda,לקק
1008,beißen::V,purda,נשך
1009,beißen::V,hambastada,נשך
1010,abreißen::V,ratketa,קרע
1011,abschneiden::V,čapata,חתך
1012,abschneiden::V,leikata,חתך
1013,binden::V,sidoda,קשר
1014,stecken::V,čokaita,תקע
1015,brechen::V,katkaita,שבר
1016,klopfen::V,kolkotada,נקש
1017,hauen::V,löda,הכה
1018,kleben::V,klejata,הדביק
1019,reiben::V,hosta,שפשף
1020,reiben::V,törkita,שפשף
1021,reiben::V,jorotada,שפשף
1022,streichen::V,voita,מרח
1023,schleifen::V,hijoida,השחיז
1024,schleifen::V,teravzoitta,השחיז
1025,schneiden::V,leikata,גזר
1026,rütteln::V,heilutada,נענע
1027,schütteln::V,pudištada,נער
1028,schwenken::V,maihutada,נופף
1029,schwenken::V,maihutada,טלטל
1030,schütten::V,valada,שפך
1031,füllen::V,täutta,מלא
1032,einwickeln::V,kärdä,עטף
1033,tragen::V,kantta,נשא
1034,tragen::V,kandišta,נשא
1035,schleppen::V,vedätada,סחב
1036,ziehen::V,vedada,משך
1037,aufbewahren::V,kaita,שמר
1038,werfen::V,čuta,זרק
1039,werfen::V,tactä,זרק
1040,fangen::V,püta,תפס
1041,packen::V,tabata,אחז
1042,verstecken::V,peitta,החביא
1043,teilen::V,jagada,חלק
1044,schicken::V,oigeta,שלח
1045,bringen::V,veda,הביא
1046,hinzufügen::V,ližata,הוסיף
1047,bekommen::V,sada,תפס
1048,erhalten::V,sada,קבל
1049,nehmen::V,otta,אחז
1050,wählen::V,valita,בחר
1051,auswählen::V,valita,בחר ב
1052,bewahren::V,kaita,קים
1053,behindern::V,telustada,מנע
1054,verderben::V,travida,מנע
1055,beschädigen::V,satatada,הזיק
1056,zerbrechen::V,mureta,נשבר
1057,zerreißen::V,rebitada,קרע
1058,zerstören::V,mureta,הרס
1059,zerstören::V,mureta,השמיד
1060,verbrennen::V,poltta,שרף
1061,geben::V,antta,נתן
1062,reichen::V,antta,העביר
1063,schenken::V,lahjoita,נתן במתנה
1064,versprechen::V,toivotada,הבטיח
1065,wünschen::V,toivotada,אחל
1066,loben::V,kitta,שבח
1067,küssen::V,tervehtada,נשק
1068,wiegen::V,likutada,נדנד
1069,zudecken::V,katta,כסה
1070,wecken::V,noustatada,עורר
1071,zeigen::V,ozutada,הראה
1072,führen::V,astutada,הביא
1073,führen::V,astutada,הוביל
1074,lehren::V,opeta,למד
1075,unterrichten::V,opeta,למד
1076,aufziehen::V,kazvatada,רומם
1077,leiten::V,ohjata,נהל
1078,antreiben::V,rigehtoitta,המרץ
1079,lassen::V,käskta,נתן
1080,einladen::V,kucta,הזמין
1081,vereinigen::V,ühtenzoitta,אחד
1082,vereinigen::V,ühtenzoitta,לכד
1083,besuchen::V,rižada,בקר
1084,treffen::V,vastata,פגש
1085,sich versammeln::V,kägeta,התאסף
1086,sich versammeln::V,sätas,התאסף
1087,spielen::V,väta,שחק
1088,singen::V,pajatada,שר
1089,tanzen::V,kargaita,רקד
1090,sich trennen::V,erigata,נפרד
1091,verlassen::V,jätta,עזב
1092,retten::V,päzutada,הציל
1093,bewachen::V,varjoita,שמר
1094,schützen::V,kaita,אבטח
1095,verteidigen::V,kaita,הגן
1096,sich schlagen::V,torata,התכתש
1097,schießen::V,ampta,ירה
1098,siegen::V,vägestada,גבר
1099,siegen::V,vägestada,נצח
1100,ärgern::V,verdutada,עצבן
1101,ärgern::V,rändütada,עצבן
1102,schlagen::V,löda,הכה
1103,schlagen::V,löda,הלקה
1104,schlagen::V,iškta,הכה
1105,schlagen::V,iškta,הלקה
1106,treten::V,peksta,בעט
1107,treten::V,topsta,בעט
1108,stechen::V,pystiä,דקר
1109,stoßen::V,iškta,דחק
1110,stoßen::V,pudištada,דחק
1111,stehlen::V,vargastada,גנב
1112,stören::V,keskustada,קטע
1113,stören::V,keskustada,הפריע
1114,belästigen::V,tartuteldas,הציק
1115,belästigen::V,tartuteldas,הטריד
1116,verbergen::V,katelda,הצניע
1117,täuschen::V,manitada,שגע
1118,betrügen::V,manitada,הונה
1119,töten::V,rikta,הרג
1120,töten::V,surmita,הרג
1121,wohnen::V,eläda,גר
1122,arbeiten::V,rata,עבד
1123,sammeln::V,kogota,אסף
1124,pflücken::V,poimda,קטף
1125,jagen::V,mecata,צד
1126,fischen::V,kalatada,דג
1127,fassen::V,tabata,תפס
1128,hüten::V,paimeta,רעה
1129,treiben::V,ajada,הוציא
1130,anbinden::V,küttestada,קשר
1131,anbinden::V,sidoda,קשר
1132,füttern::V,sötta,הלעיט
1133,melken::V,lüpsta,חלב
1134,hacken::V,sauda,קצץ
1135,gießen::V,valada,השקה
1136,reifen::V,küpseta,בשל
1137,zubereiten::V,vaumištada,הכין
1138,kochen::V,keitta,בשל
1139,backen::V,paštta,אפה
1140,braten::V,žarda,צלה
1141,braten::V,žarda,טגן
1142,umrühren::V,segoitada,ערבב
1143,stricken::V,kudoda,סרג
1144,nähen::V,ombelta,תפר
1145,färben::V,mujutada,צבע
1146,reinigen::V,puhtastada,נקה
1147,waschen::V,pesta,רחץ
1148,waschen::V,pesta,כבס
1149,abwischen::V,pühktä,נגב
1150,spülen::V,huhtoida,שטף
1151,fegen::V,pühkta,טאטא
1152,kehren::V,uhoita,טאטא
1153,baden::V,kül'ptäs,טבל
1154,baden::V,kül'ptäs,שחה
1155,sich waschen::V,pestas,התרחץ
1156,ausziehen::V,riičta,הוריד
1157,ausziehen::V,rušta,הוריד
1158,anziehen::V,panda päle,לבש
1159,anziehen::V,panda kädehe,לבש
1160,anziehen::V,panda jaugha,לבש
1161,sich anziehen::V,sobdas,התלבש
1162,kämmen::V,harjata,סרק
1163,schmücken::V,čomitada,קשט
1164,sagen::V,sanuda,אמר
1165,sprechen::V,pagišta,דבר
1166,reden::V,pagišta,דבר
1167,sich unterhalten::V,lodaita,שוחח
1168,fragen::V,küzuda,שאל
1169,bitten::V,pakita,בקש
1170,erzählen::V,sanuda,ספר
1171,erzählen::V,starinoita,ספר
1172,mitteilen::V,tedotada,מסר
1173,mitteilen::V,tedotada,הודיע
1174,nennen::V,nimitada,קרא בשם
1175,rufen::V,kucta,גיס
1176,rufen::V,kucta,הזמין לבוא
1177,prahlen::V,kittäs,התרברב
1178,übersetzen::V,käta,תרגם
1179,denken::V,meletada,חשב
1180,glauben::V,uskta,האמין
1181,bemerken::V,homaita,הבחין
1182,erkennen::V,tundištada,זהה
1183,begreifen::V,tabata,קלט
1184,begreifen::V,tabata,הבין
1185,verstehen::V,el'geta,הבין
1186,verstehen::V,toimetada,הבין
1187,lernen::V,opetas,למד
1188,wissen::V,teta,ידע
1189,sich erinnern an::V,johtutada,זכר
1190,vergessen::V,unohtada,שכח
1191,messen::V,märita,מדד
1192,zählen::V,lugeda,ספר
1193,rechnen::V,lugeda,חשב
1194,lesen::V,lugeda,קרא
1195,malen::V,pirta,ציר
1196,zeichnen::V,pirta,שרטט
1197,schreiben::V,kirjutada,כתב
1198,besitzen::V,omištada,היה בעל של
1199,kaufen::V,ostta,קנה
1200,kaufen::V,ostta,רכש
1201,verkaufen::V,möda,מכר
1202,bezahlen::V,maksta,שלם
1203,zahlen::V,maksta,שלם
1204,beherrschen::V,valdoita,שלט
1205,ertragen::V,tirpta,סבל
