,Concept_ID,ab,te
629,letzter::A,аҵыхəтəантəи,కడపటి
630,allein::ADV,мацара,ఒంటిగా
631,auf einmal::ADV,зныкала,హరాత్తుగ
632,auf einmal::ADV,зныкҟьара,హరాత్తుగ
633,zusammen::ADV,аиц...,కలిసి
634,lange::ADV,акыраамҭа,బహుకాలము
635,plötzlich::ADV,иаалырҟьаны,హరాత్తుగ
636,sofort::ADV,иаразнакҵәҟьа,తక్షణము
637,später::ADV,уажəшьҭаншəа,ఇటీవలి
638,jetzt::ADV,уажәы,ఇప్పుడు
639,heute::ADV,иахьа,నేడు
640,morgen::ADV,уаҵәы,ఱేపు
641,bald::ADV,иласны,శీఘ్రముగ
642,dann::ADV,нас,అప్పుడు
643,gestern::ADV,иацы,నిన్నటి దినము
644,einst::ADV,зны,పూర్వమొకప్పుడు
645,damals::ADV,усҟан,అప్పుడు
646,danach::ADV,нас,అప్పుడు
647,vorher::ADV,уаанӡа,ఎదుట
648,zuerst::ADV,азнаказы,మొదటిలో
649,zuerst::ADV,аҧхьа,మొదటిలో
650,einmal::ADV,зны,ఒకసారి
651,manchmal::ADV,зны-зынла,అప్పటప్పటికి
652,oft::ADV,лассы-лассы,తఱచుగా
653,immer::ADV,енагь,ఎల్లప్పుడు
654,immer::ADV,еснагь,ఎల్లప్పుడు
655,niemals::ADV,ианакəызаалак,ఎప్పుడునులేదు
656,hier::ADV,ара,ఇక్కడ
657,hier::ADV,абра,ఇక్కడ
658,hier::ADV,араҟа,ఇక్కడ
659,hierhin::ADV,ара,ఇక్కడకు
660,hierhin::ADV,араҟа,ఇక్కడకు
661,von hier::ADV,арантә,ఇక్కడనుండి
662,dort::ADV,уа,అక్కడ
663,dorthin::ADV,уахь,అక్కడికి
664,dorthin::ADV,анахь,అక్కడికి
665,geradeaus::ADV,ишиашоу,సూటిగా
666,vorwärts::ADV,ҕхьаҟа,ముందుకు
667,rückwärts::ADV,шьҭахьла,వెనుకకు
668,zurück::ADV,шьҭахьҟа,వెనుకభాగము
669,unten::ADV,лбаа,క్రింద
670,hinab::ADV,алада,కిందికి
671,oben::ADV,хыхь,మీద
672,hinauf::ADV,аҩада,పైకి
673,überall::ADV,зегьынцьара,అంతటా
674,nicht::ADV,-м,కాదు
675,ein wenig::ADV,ҕыҭк,కొంచెము
676,kaum::ADV,аарлаҳәа,చాలిచాలక
677,kaum::ADV,афергьҳәа,చాలిచాలక
678,sehr::ADV,даара,చాల
679,so::ADV,ас,ఆలాగున
680,so::ADV,абас,ఆలాగున
681,noch::ADV,макьана,ఇప్పటికిని
682,nur::ADV,заҵәык,మాత్రము
683,schon::ADV,уажәшьҭа,ఇదివఱకే
684,schon::ADV,аиҳа ипоу,ఇదివఱకే
685,wieder::ADV,ҿыц,తిరిగి
686,wieder::ADV,дырҩегь,తిరిగి
687,wieder::ADV,дырҩегьых,తిరిగి
688,vergebens::ADV,баша,నిష్ఫలముగా
689,vor::PRP,аҕхьа,ముందు
690,hinter::PRP,нхыҵ,వెనుక
691,unter::PRP,амҵа,క్రింద
692,unter::PRP,амҵан,క్రింద
693,neben::PRP,ааигуара,దగ్గెర
694,zwischen::PRP,абжьара,మధ్య
695,wegen::PRP,-иззы,కారణంగా
696,wegen::PRP,-ҟнытә,కారణంగా
697,dies::PRN,ари,ఇది
698,dies::PRN,абри,ఇది
699,das::PRN,Абни,అది
700,das::PRN,убри,అది
701,alles::PRN,зегьы,సకలము
702,ich::PRN,са,నేను
703,ich::PRN,сара,నేను
704,du::PRN,бара,నీవు
705,er::PRN,иара,అతడు
706,wir::PRN,ҳара,మనము
707,ihr::PRN,шәара,మీరు
708,sie::PRN,дара,వారు
709,wer::FPRN,дарбан,ఎవడు
710,wo::FADV,иабыкуу,ఎక్కడ
711,wo::FADV,аба-,ఎక్కడ
712,wo::FADV,ахь-,ఎక్కడ
713,wohin::FADV,иабыкуу,ఎందుకు
714,wohin::FADV,аба-,ఎందుకు
715,wohin::FADV,ахь-,ఎందుకు
716,wie::FADV,-шҕа,ఎట్టు
717,warum::FADV,избан,ఏల
718,wieviel::FNUM,заҟа,ఎంత
719,eins::NUM,акы,ఒకటి
720,eins::NUM,аӡәы,ఒకటి
721,zwei::NUM,ҩба,రెండు
722,drei::NUM,хҕа,మూడు
723,vier::NUM,ҕшьба,నాలుగు
724,fünf::NUM,хəба,అయిదు
725,sechs::NUM,фба,ఆఱు
726,sieben::NUM,Бжьба,ఏరు
727,acht::NUM,ааба,ఎనిమదు
728,neun::NUM,жәба,తొమ్మిది
729,zehn::NUM,жәаба,పది
730,elf::NUM,жәеизатәи,పదునొకొండు
731,zwölf::NUM,жәаҩа,పండ్రండు
732,zwanzig::NUM,ҩажәа,ఇరుపది
733,dreißig::NUM,ҩажәижәабатәи,ముప్పది
734,vierzig::NUM,ҩынҩажәа,నలువది
735,fünfzig::NUM,ҩынҩажәеижәаба,ఏబది
736,sechzig::NUM,хынҩажәа,అరుపది
737,siebzig::NUM,хынҩажәижәаба,డెబ్బది
738,achtzig::NUM,ҕшьынҩажәа,ఎనుబది
739,neunzig::NUM,ҕшьынҩажәижәаба,తొంబది
740,hundert::NUM,шәкы,నూఱు
741,tausend::NUM,зқьы,వేయి
742,und::CNJ,-и,మఱియు
743,oder::CNJ,ма,లేక
744,stehen::V,агылазаара,నిలుచు
745,sitzen::V,атəара,కూర్చుండు
746,sitzen::V,атəа(заа)ра,కూర్చుండు
747,liegen::V,аиара,పండుకొనుట
748,hängen::V,акнаҳара,వ్రేలాడదీయు
749,werden::V,аҟалара,అగు
750,passieren::V,аҟалара,సంభవించు
751,beginnen::V,алагара,ఆరంభించు
752,enden::V,алгара,తీరుట
753,wechseln::V,аҽыҧсахра,మార్చు
754,aufgehen[Sonne]::V,агылара,ఉదయించు
755,aufgehen[Sonne]::V,ахашлара,ఉదయించు
756,aufgehen[Sonne]::V,аҩаҵхахара,ఉదయించు
757,untergehen[Sonne]::V,аҭашəара,అస్తమించు
758,scheinen[Sonne]::V,акаҧхара,ప్రకాశించు
759,donnern::V,адыдра,ఉరుముట
760,wehen::V,асра,దురద్పప్టము
761,strömen::V,акаҭəара,పారుట
762,fließen::V,ацара,ప్రవహించు
763,sich drehen::V,ахагьежьра,తిరుగు
764,schwanken::V,аҵысра,ఆడించుట
765,schwingen::V,ахызазара,ఊగుట
766,schwingen::V,акьаандара,ఊగుట
767,fallen::V,акаҳара,పడు
768,brennen::V,абылра,కాలుట
769,rauchen::V,ахылҵра,పొగసుట
770,regnen::V,аура,కురిపించుట
771,gefrieren::V,аҵаара,గడ్డకట్టు
772,tauen::V,аӡҭра,కరగు
773,schmelzen::V,ақəӡыҭра,కరగు
774,schmelzen::V,аҭəара,కరగు
775,trocknen::V,абара,యెండుట
776,sieden::V,ашра,ఉడుకు
777,faulen::V,абаара,క్రుళ్లు
778,verfaulen::V,абаара,క్షిణించు
779,verfaulen::V,аилашра,క్షిణించు
780,reißen::V,аҧжəара,చించు
781,versinken::V,аӡааҟəрылара,మునుగు
782,vergehen::V,ацара,సంభవించు
783,erscheinen::V,ацəырҵра,కనబడు
784,verschwinden::V,аҵашəкəара,అదృశ్యమగు
785,sinken::V,атəара,ముణుగుట
786,sinken::V,алаҟəра,ముణుగుట
787,abnehmen::V,ацӡаара,తగ్గు
788,abnehmen::V,аиҵалара,తగ్గు
789,zunehmen::V,аҽырҭбаара,పెరుగుట
790,zunehmen::V,аиҵыҵра,పెరుగుట
791,zunehmen::V,арацəахара,పెరుగుట
792,steigen::V,азҳара,లేచు
793,steigen::V,ашьҭыҵра,లేచు
794,steigen::V,адухара,లేచు
795,steigen::V,ацлара,లేచు
796,wachsen::V,азҳара,పెరుగు
797,glänzen::V,ацыр-цырра,ప్రకాశించు
798,glänzen::V,ацыҩ-цыҩра,ప్రకాశించు
799,glänzen::V,аказказра,ప్రకాశించు
800,funkeln::V,ашап-шапра,ప్రకాశించు
801,funkeln::V,ацым-цымра,ప్రకాశించు
802,lärmen::V,ашьҭыбжьгара,అరుచుట
803,lärmen::V,аҕьҕьаҳәа аилалара,అరుచుట
804,läuten::V,аҵəҵəасра,మేళవించుట
805,klingeln::V,аҵəҵəасра,వాయించుట
806,klirren::V,ахьархьарра,ఘంటానాదము
807,klirren::V,архьархьарра,ఘంటానాదము
808,brausen::V,аилаҽҽара,గర్జించు
809,brausen::V,еилашуера,గర్జించు
810,klingen::V,агара,ధ్వనించుట
811,klingen::V,ашьҭыбжь гара,ధ్వనించుట
812,bellen::V,ашра,అఱచు
813,heulen::V,ауура,కూయు
814,blasen::V,аҭəҳəара,దురద్పప్టము
815,pfeifen::V,ашəшəра,ఈలవేయు
816,schreien::V,аҳəҳəара,అఱచు
817,schreien::V,ахəаара,అఱచు
818,schreien::V,аҟаара,అఱచు
819,stöhnen::V,ақьра,మూలుగు
820,zittern::V,аҵыс-ҵысра,వణకు
821,leben::V,аҟазаара,జీవించుట
822,geboren werden::V,Аира,పుట్టుట
823,atmen::V,аҕсыҕ лагаҩагара,ఉపిరి తీయు
824,trinken::V,ажəра,త్రాగు
825,essen::V,акрыфара,తిను
826,schlucken::V,албаадара,మ్రింగు
827,müde werden::V,ааҕсара,అలయు
828,einschlafen::V,ацəара,నిద్రించు
829,schlafen::V,ацəазаара,నిద్రురించు
830,aufwachen::V,аҿыхара,మేలుకొను
831,aufstehen::V,Агəылҵра,లేచు
832,sich erholen::V,аҧсшьара,నడ్డి వాల్చు
833,krank werden::V,ачмазаҩхара,జబ్బుపడు
834,krank sein::V,аҳəарҧсарра,జబ్బు చేయు
835,schmerzen::V,ахьра,నొచ్చుట
836,husten::V,аимҳәара,దగ్గుట
837,genesen::V,абзиахара,కుదురుట
838,genesen::V,аӷəӷəахара,కుదురుట
839,sterben::V,аҧсра,మరణించు
840,umkommen::V,аҭахара,నశించు
841,sich bewegen::V,аиҭаҵра,కదలు
842,sich rühren::V,ақəацара,కదలు
843,sich erheben::V,аҩагылара,లేచు
844,sich setzen::V,атəара,కూర్చుణ్డు
845,hinfallen::V,акаҳара,దొర్లు
846,laufen::V,аныҟəара,నడచు
847,schreiten::V,ашьаҿа еихгара,అడుగుపెట్టుట
848,spazierengehen::V,анеи-ааира,పచారు చేయు
849,eilen::V,аццакра,తొందరపడు
850,sich beeilen::V,аццакра,త్వరపెట్టు
851,sausen::V,аҧырра,విసరికొట్టు
852,sausen::V,иҭрысны,విసరికొట్టు
853,sausen::V,ишьҭҟьаны ацара,విసరికొట్టు
854,rennen::V,аҩра,పరుగెత్తు
855,springen::V,аҧара,దుముకు
856,klettern::V,ақəлара,ఎక్కు
857,schaukeln::V,аҟəараҟəанҽара,ఉయ్యాల ఊగు 
858,kriechen::V,аҳəазара,ప్రాకు
859,schwimmen::V,аӡсара,ఈదు
860,tauchen::V,ахəӡааҵəира,మునుగు
861,rudern::V,аҵшьра,తెడ్లతోఁగడపు
862,fahren::V,акала,నడపు
863,fliegen::V,аҧырра,ఎగురు
864,gehen::V,аиҭаҵра,పోవు
865,weggehen::V,ацара,బయలుదేరు
866,abfahren::V,адəықəлара,విడిచిపోవు
867,abfahren::V,ацара,విడిచిపోవు
868,anhalten::V,ааныргылара,నిలుపు
869,hineingehen::V,аҭалара,ప్రవేశించు
870,eintreten::V,аҩналара,ప్రవేశించు
871,kommen::V,аара,వచ్చు
872,kommen::V,ааира,వచ్చు
873,ankommen::V,ааира,వచ్చి చేరు
874,ankommen::V,аара,వచ్చి చేరు
875,ankommen::V,анеира,వచ్చి చేరు
876,zurückkommen::V,азыхынҳəра,తిరిగీవచ్చుట
877,bleiben::V,аанхара,ఉండు
878,bleiben::V,анхара,ఉండు
879,bleiben::V,аангылара,ఉండు
880,warten::V,азҧшзаара,కనిపెట్టు
881,erwarten::V,азҧшра,నిరిక్షించు
882,suchen::V,ашьҭазаара,వెదకు
883,finden::V,аҧшаара,కనుగొను
884,versuchen::V,аҽазкра,ప్రయత్నించు
885,vorbereiten::V,армазеира,తయారుచేయు
886,lieben::V,абзиабара,ప్రేమించు
887,mögen::V,агəаҧхара,ఇష్టపడు
888,lachen::V,аччара,నవ్వు
889,rühren::V,арҵəуара,గుండె తాకు
890,weinen::V,аҵəуара,వీడ్చు
891,schimpfen::V,ацəҳара,గొణుగు
892,sich ärgern::V,агəаара,అలుగు
893,sich fürchten::V,аӡыӡара,భయపడు
894,fürchten::V,ацəшəара,భయపడు
895,fliehen::V,абналара,పాఱిపోపు
896,fliehen::V,ацəцара,పాఱిపోపు
897,flüchten::V,абналара,తప్పించుకొను
898,flüchten::V,ацəцара,తప్పించుకొను
899,sehen::V,абара,చూచు
900,anschauen::V,ахəаҧшра,చూచు
901,ansehen::V,ахəаҧшра,కాచియుండు
902,hören::V,аҳара,విను
903,zuhören::V,азыӡырҩра,విను
904,probieren::V,аҧышəара,చవిచూచుట
905,riechen::V,афыҩра,వాసనచూచు
906,fühlen::V,анырра,స్పర్శించుట
907,fühlen::V,ацәакырра,స్పర్శించుట
908,scheinen::V,шәа,కనబడు
909,scheinen::V,аацәырҵа,కనబడు
910,vernehmen::V,аҳара,విను
911,frieren::V,ашəра,చలికి వడకు
912,frieren::V,аҵаара,చలికి వడకు
913,tun::V,аҟаҵара,చేయు
914,können::V,алшара,గల
915,wollen::V,аҭахра,కోరు
916,anfangen::V,алагара,ఆరంభించు
917,beenden::V,алгара,ముగించు
918,aufhören::V,аҟəыҵра,నిలుపు
919,gelingen::V,аура,గెలుపాందు
920,gelingen::V,аманшəалахара,గెలుపాందు
921,gelingen::V,алҵра,గెలుపాందు
922,geraten::V,нзаарын,వెలువడు
923,öffnen::V,аартра,తెఱచు
924,schließen::V,аркра,మూయు
925,stellen::V,аргылара,ఉంచు
926,setzen::V,артəара,ఉంచు
927,legen::V,ақəҵара,పెట్టు
928,berühren::V,акьысра,తాకు
929,berühren::V,алакьысра,తాకు
930,verbinden::V,аҿаҳəара,చేర్చుట
931,bedecken::V,ақəршəра,మూయు
932,aufhängen::V,акнаҳара,వ్రేలాడదీయు
933,anzünden::V,аркра,వెలిగించు
934,aufheben::V,ашьҭыхра,సేకరించు
935,zurücklassen::V,аныжьра,విడుచు
936,verlieren::V,ацəыӡра,పోగొట్టుకొను
937,fallen lassen::V,ацəкаҳара,జాఱవిడుచు
938,machen::V,ачаҧара,చేయు
939,herstellen::V,аиҵдара,ఉత్పత్తిచేయు
940,bauen::V,аргылара,నిర్మించు
941,reparieren::V,арҽеира,సరిచేయు
942,verbessern::V,аиҕьтəра,వృద్ధి చేయు
943,ändern::V,аҧсахра,మార్చు
944,graben::V,ажра,త్రవ్వు
945,beugen::V,арҟəра,వంచు
946,beugen::V,архəара,వంచు
947,biegen::V,арҟəра,వంచు
948,biegen::V,архəара,వంచు
949,drehen::V,аргьежьра,నూలువడుకు
950,umdrehen::V,аарҳәра,త్రిప్పు
951,heben::V,аҩахара,ఎత్తు
952,heben::V,араҳара,ఎత్తు
953,hochheben::V,ахагалара,ఎత్తు
954,hochheben::V,ашьҭҳəара,ఎత్తు
955,halten::V,акра,ఉంచు
956,drücken::V,ақəрӷəӷəара,అణచు
957,schieben::V,аҵгəара,నొక్కు
958,schieben::V,агəара,నొక్కు
959,kratzen::V,ацəҟьара,గోకు
960,lecken::V,арбзара,నాకు
961,beißen::V,ацҳара,కఱచు
962,abreißen::V,амжəара,తెగతెంచు
963,abschneiden::V,ахҵəара,తెగకొట్టు
964,abschneiden::V,аҿахҵəара,తెగకొట్టు
965,binden::V,аҿаҳəара,కట్టు
966,stecken::V,алаҵара,తగులుకొనివుండుట
967,brechen::V,аҧҵəара,పగులగొట్టు
968,klopfen::V,асра,కొట్టు
969,hauen::V,ақəкшара,కొట్టు
970,kleben::V,аҷабра,అంటుకొను
971,reiben::V,арҟəыҷра,రాచు
972,streichen::V,ахьшьра,వ్యాపింపజేయు
973,schleifen::V,ахра,రాచు
974,schneiden::V,аҧҟара,కోయు
975,rütteln::V,арҵысра,కుదిలించుట
976,schütteln::V,аршəшəара,కదల్చు
977,schwenken::V,аҟьара,ఊచుట
978,schütten::V,аҭаҭəара,పోయు
979,füllen::V,арҭəра,నింపు
980,einwickeln::V,алаҳəара,చుట్టు
981,tragen::V,аҩагара,మోయు
982,schleppen::V,арҳəазара,ఈడ్చు
983,ziehen::V,ахара,ఈడ్చు
984,aufbewahren::V,аҵəахра,కాపాడు
985,werfen::V,аршəра,విసరు
986,fangen::V,акра,పట్టుకొను
987,packen::V,анкра,పట్టుకొను
988,packen::V,аҵкаара,పట్టుకొను
989,verstecken::V,аҵəахра,దాచు
990,teilen::V,ашара,భాగించు
991,schicken::V,ашьҭра,పంపు
992,bringen::V,аагара,తెచ్చు
993,hinzufügen::V,ацҵара,చేర్చు
994,bekommen::V,аҧшаара,సంపాదించు
995,bekommen::V,архиара,సంపాదించు
996,bekommen::V,аура,సంపాదించు
997,erhalten::V,аиура,పుచ్చుకొను
998,nehmen::V,агара,తీసికొను
999,wählen::V,алҧшаара,ఇష్టపడు
1000,auswählen::V,алхра,ఏరుకొను
1001,behindern::V,аҧырхагахара,అడ్డగించుట
1002,verderben::V,алгара,చెఱచు
1003,verderben::V,абжьыхра,చెఱచు
1004,verderben::V,аҧхасҭатəра,చెఱచు
1005,beschädigen::V,аҧхасҭатəра,చెరుపుట
1006,zerbrechen::V,аҧҽра,పగులగొట్టు
1007,zerreißen::V,аҧжəара,చించు
1008,zerstören::V,аилаҧыххаара,వాశనము చేయు
1009,verbrennen::V,абылра,కాల్చు
1010,geben::V,аҭара,ఇచ్చు
1011,reichen::V,аҭара,అందుకొనుట
1012,schenken::V,аҩгара,అర్పించు
1013,versprechen::V,ақəргəыӷра,వాగ్దత్తము చేయు
1014,loben::V,арҽхəара,స్తుతించు
1015,küssen::V,агəӡра,ముద్దుపెట్టుకొను
1016,zudecken::V,аҵахҩара,మూయు
1017,zudecken::V,ақəршəра,మూయు
1018,wecken::V,арҿыхара,నిద్రపలేపుట
1019,zeigen::V,арбара,చూవు
1020,führen::V,аныҟəгара,దారిచూపు
1021,lehren::V,арҵара,బోధించు
1022,unterrichten::V,арҧхьара,నేర్పు
1023,aufziehen::V,ааӡара,పెంచు
1024,leiten::V,ахагылазаара,తీసుకపోవుట
1025,antreiben::V,арццакра,ప్రేరేపించు
1026,lassen::V,арҟаҵара,అనుమతించు
1027,einladen::V,ааҕхьара,ఆహ్వానించు
1028,einladen::V,анаҧхьара,ఆహ్వానించు
1029,vereinigen::V,аилаҵара,కూడుట
1030,besuchen::V,абара,పోయి చూచు
1031,treffen::V,аҧылара,కలియు
1032,sich versammeln::V,аизара,కూర్చు
1033,spielen::V,ахəмарра,ఆట లాడు
1034,singen::V,ашəаҳəара,పాడు
1035,tanzen::V,акəашара,నృత్యముచేయు
1036,sich trennen::V,аилыҵра,ఎడబాయుట
1037,verlassen::V,акажьра,విడుచు
1038,retten::V,Аиқəрхара,తప్పించుట
1039,bewachen::V,ахьчара,కాపాడు
1040,schützen::V,ацəыхьчара,రక్షించు
1041,verteidigen::V,ахьчара,రక్షించు
1042,sich schlagen::V,аисра,జగడమాడు
1043,schießen::V,ахысра,కాల్చు
1044,siegen::V,аиааира,గెలుచు
1045,ärgern::V,аргəаара,పీడించుట
1046,schlagen::V,асра,కొట్టు
1047,schlagen::V,аҭасра,కొట్టు
1048,stechen::V,алакшара,కుట్టు
1049,stoßen::V,агəҭасра,గెంటు
1050,stehlen::V,аӡара,దొంగిలించు
1051,stören::V,аҧырхагахара,కలతపఱచు
1052,belästigen::V,аргəамҵра,పీడించు
1053,verbergen::V,аӡара,దాచు
1054,täuschen::V,ажьара,మోసము చేయు
1055,betrügen::V,ажьара,మోసపుచ్చు
1056,töten::V,ашьра,చంపు
1057,wohnen::V,анхара,నివసించు
1058,arbeiten::V,аусура,పనిచేయు
1059,sammeln::V,аҟəшəара,ప్రోగుచేయు
1060,pflücken::V,аҿыршəара,యేరుట
1061,pflücken::V,аҿыхра,యేరుట
1062,jagen::V,ашəарыцара,వేటాడు
1063,fischen::V,аҧсыӡ икуеит,వెదకు
1064,fassen::V,акра,పట్టుకొమ
1065,hüten::V,арҳəра,మందచేరుట
1066,hüten::V,ахьчара,మందచేరుట
1067,treiben::V,акацара,నడపు
1068,anbinden::V,адҳəалара,కట్టు
1069,füttern::V,акырҿаҵара,భోజనము పెట్టు
1070,melken::V,ахьара,పాలు పితుకు
1071,hacken::V,аҟəаҟəара,నఱకు
1072,gießen::V,аҵаҭəара,నీళ్ళుకట్టుట
1073,reifen::V,ашəра,పండుట
1074,reifen::V,аҟалара,పండుట
1075,zubereiten::V,ацура,వండు
1076,kochen::V,ажəра,వండు
1077,backen::V,аӡра,రొట్టెకాల్చు
1078,braten::V,аӡра,వేపు
1079,umrühren::V,аилрыхра,కదులుట
1080,stricken::V,аҧара,అల్లు
1081,nähen::V,аӡахра,కుట్టు
1082,färben::V,ашəра,రంగు వేయు
1083,reinigen::V,арыцқьара,శుభ్రము చేయు
1084,waschen::V,аӡәӡәара,కడుగు
1085,abwischen::V,арбара,తుడుచు
1086,spülen::V,аҭыршара,నీటిలో జడించు
1087,fegen::V,аҧссара,ఊడ్చు
1088,baden::V,аҽыкəабара,స్నానము చేయు
1089,sich waschen::V,аҽыӡəӡəара,కడుగు
1090,ausziehen::V,ашəыхра,విప్పు
1091,anziehen::V,ашəҵара,ధరించు
1092,sich anziehen::V,аҽеилаҳəара,బట్టలు వేసుకొను
1093,sich anziehen::V,аҽеилаҳəара,తొడుగుకొను
1094,kämmen::V,аҳəара,దువ్వుట
1095,schmücken::V,арҧшӡара,అలంకరించు
1096,sagen::V,аҳəара,చెప్పు
1097,sprechen::V,ацəажəара,చెప్పు
1098,reden::V,ацəажəара,మాటలాడు
1099,reden::V,аицәажәара,మాటలాడు
1100,sich unterhalten::V,аицәажәара,ముచ్చటలాడు
1101,fragen::V,азҵаара,ప్రశ్నించు
1102,bitten::V,аҳəара,కోరు
1103,erzählen::V,аҳəара,చెప్పు
1104,mitteilen::V,азыцҳара,తెలియజేయు
1105,nennen::V,ахьӡҵара,పేరు వెట్టు
1106,rufen::V,азҿыҭра,పిలుచు
1107,prahlen::V,аҽхəара,జల్లి
1108,übersetzen::V,аиҭагара,తర్జుమాచేయు
1109,denken::V,азхəыцра,ఆలోచించు
1110,glauben::V,ахаҵара,నమ్ము
1111,bemerken::V,агəаҭара,గుర్తించు
1112,erkennen::V,адырра,గుర్తించు
1113,begreifen::V,аилкаара,గ్రహించు
1114,verstehen::V,аҳара,గ్రహించు
1115,lernen::V,аҵара,నేర్చు కొను
1116,wissen::V,адырра,తెలిసికొను
1117,sich erinnern an::V,агəаларшəара,జ్ఞాపకముంచుకొను
1118,vergessen::V,ахашҭра,మఱచిపోవు
1119,messen::V,ашəара,కొలుచుట
1120,zählen::V,аҧхьаӡара,లెక్కపెట్టు
1121,rechnen::V,аҳасабра,లెక్కపెట్టు
1122,lesen::V,аҧхьара,చదువు
1123,besitzen::V,амазаара,కలిగియుండు
1124,kaufen::V,Аахəара,కొను
1125,verkaufen::V,аҭира,అమ్ము
1126,bezahlen::V,ахҭынҵара,చెల్లించు
1127,bezahlen::V,ашəара,చెల్లించు
1128,zahlen::V,ашəара,చెల్లించు
1129,ertragen::V,ачҳара,భరించు
1130,Moor::N,,చిత్తడినేల
1131,Kralle::N,,వంకరగోరు
1132,Schwarm::N,,గుంపు
1133,Sache::N,,వస్తువు
1134,Menge::N,,మొత్తము
1135,Essen::N,,ఆహారము
1136,Geschäft::N,,వ్యాపారము
1137,Monat::N,,నెల
1138,Jahr::N,,సంవత్సరము
1139,dünn::A,,పలుచని
1140,roh::A,,పచ్చి
1141,durch::PRP,,ద్వారా
1142,was::FPRN,,ఏమి
1143,rauschen::V,,చటచటమనుట
1144,zu sehen sein::V,,చూవు
1145,wenden::V,,త్రిప్పు
1146,ergreifen::V,,వశపఱచుకొను
1147,bewahren::V,,భద్రపఱుచు
1148,wünschen::V,,కోరు
1149,wiegen::V,,ఊచుట
1150,treten::V,,తన్ను
1151,kehren::V,,ఊడ్చు
1152,malen::V,,పూనుట
1153,zeichnen::V,,వ్రాసుట
1154,schreiben::V,,వ్రాయు
1155,beherrschen::V,,ఏలు
