,Concept_ID,el,ku
737,von hier::ADV,από δω,ji vir
738,dort::ADV,εκεί,li wê derê
739,dorthin::ADV,προς τα κει,wêda
740,geradeaus::ADV,κατευθείαν,rastê rast
741,vorwärts::ADV,εμπρός,ber bi pêş
742,rückwärts::ADV,πίσω,paşpê
743,zurück::ADV,πίσω,paşdo
744,zurück::ADV,πίσω,paşvê
745,unten::ADV,κάτω,jêrî
746,hinab::ADV,προς τα κάτω,berjêr
747,oben::ADV,πάνω,banî
748,oben::ADV,επάνω,banî
749,hinauf::ADV,προς τα πάνω,banî
750,überall::ADV,παντού,li her derê
751,nicht::ADV,δεν,ne
752,nicht::ADV,δεν,nîn
753,nicht::ADV,δεν,tine
754,ein wenig::ADV,λιγάκι,hebkî
755,kaum::ADV,μόλις,tema
756,kaum::ADV,μόλις,himangi
757,sehr::ADV,πολύ,gelek
758,so::ADV,έτσι,weha
759,noch::ADV,ακόμα,hêj
760,noch::ADV,ακόμα,dîsa
761,nur::ADV,μόνο,tenê
762,nur::ADV,μόνο,bes
763,schon::ADV,ήδη,hew
764,schon::ADV,κιόλας,hew
765,wieder::ADV,ξανά,jar din
766,wieder::ADV,ξανά,dîsa
767,vergebens::ADV,μάταια,deya çun
768,vergebens::ADV,μάταια,îfleh bûn
769,vor::PRP,μπροστά σε,li ber
770,vor::PRP,μπροστά από,li ber
771,hinter::PRP,πίσω από ,li pişt
772,unter::PRP,υπό,li bin
773,unter::PRP,κάτω από,li bin
774,durch::PRP,διά,kura
775,durch::PRP,διά μέσου,kura
776,neben::PRP,δίπλα σε,li ba
777,zwischen::PRP,μεταξύ,nabeyne
778,zwischen::PRP,μεταξύ,di nav...da
779,zwischen::PRP,ανάμεσα σε,nabeyne
780,zwischen::PRP,ανάμεσα σε,di nav...da
781,wegen::PRP,για,ji bo
782,wegen::PRP,για,ji ber
783,wegen::PRP,λόγω,ji bo
784,wegen::PRP,λόγω,ji ber
785,dies::PRN,αυτό,ev
786,das::PRN,το,ev
787,alles::PRN,όλα,hemû
788,ich::PRN,εγώ,ez
789,du::PRN,σύ,tu
790,du::PRN,εσύ,tu
791,er::PRN,αυτός,wî
792,wir::PRN,εμείς,êm
793,ihr::PRN,εσείς,hûn
794,sie::PRN,αυτοί,we
795,was::FPRN,τι,çi
796,wer::FPRN,ποιος,ki
797,wo::FADV,πού,li ku dere
798,wohin::FADV,πού,li ku dere
799,wohin::FADV,για πού,li ku dere
800,wie::FADV,πώς,çawa
801,warum::FADV,γιατί,çima
802,wieviel::FNUM,πόσος,çend
803,eins::NUM,ένα,yek
804,zwei::NUM,δύο,didu
805,drei::NUM,τρία,sisê
806,drei::NUM,τρεις,sisê
807,vier::NUM,τέσσερα,çar
808,vier::NUM,τέσσερις,çar
809,fünf::NUM,πέντε,penç
810,sechs::NUM,έξι,şeş
811,sieben::NUM,εφτά,heft
812,acht::NUM,οχτώ,heşt
813,neun::NUM,εννιά,neh
814,zehn::NUM,δέκα,deh
815,elf::NUM,έντεκα,yazdeh
816,zwölf::NUM,δώδεκα,diwazdeh
817,zwanzig::NUM,είκοσι,bîst
818,dreißig::NUM,τριάντα,sih
819,vierzig::NUM,σαράντα,çil
820,fünfzig::NUM,πενήντα,pençi
821,sechzig::NUM,εξήντα,şêst
822,siebzig::NUM,εβδομήντα,heftê
823,achtzig::NUM,ογδόντα,heştê
824,neunzig::NUM,ενενήντα,nod
825,hundert::NUM,εκατό,sêd
826,tausend::NUM,χίλιοι,hezar
827,und::CNJ,και,û
828,oder::CNJ,ή,an
829,oder::CNJ,ή,yan
830,stehen::V,στέκομαι,sekinîn
831,stehen::V,είμαι όρθιος,sekinîn
832,sitzen::V,κάθομαι,rûniştin
833,liegen::V,είμαι ξαπλωμένος,paldan
834,hängen::V,κρέμομαι,darve kirin
835,werden::V,γίνομαι,bûn
836,passieren::V,συμβαίνω,hatin holê
837,passieren::V,συμβαίνω,hatin serê kesî
838,beginnen::V,αρχίζω,li dest pêkirin
839,enden::V,τελειώνω,xalas bû
840,wechseln::V,αλλάζω,guherandin
841,wechseln::V,αλλάζω,dêgiş kirin
842,aufgehen[Sonne]::V,βγαίνω,hilatin
843,aufgehen[Sonne]::V,ανατέλλω,hilatin
844,untergehen[Sonne]::V,δύω,çun ava
845,untergehen[Sonne]::V,βασιλεύω,çun ava
846,scheinen[Sonne]::V,λάμπω,şewk de
847,donnern::V,βροντώ,gire-gir
848,wehen::V,φυσώ,ba le de
849,strömen::V,ρέω,xwe girtin
850,strömen::V,τρέχω,xwe girtin
851,fließen::V,ρέω,herikîn
852,sich drehen::V,γυρίζω,xwe zivirandin
853,sich drehen::V,στρέφομαι,xwe zivirandin
854,schwanken::V,ταλαντεύομαι,hejandin
855,schwingen::V,αιωρούμαι,libakirin
856,schwingen::V,ταλαντεύομαι,libakirin
857,fallen::V,πέφτω,ketin
858,brennen::V,καίω,şewitîn
859,rauchen::V,καπνίζω,kişandin
860,regnen::V,βρέχω,bahran tê
861,gefrieren::V,παγώνω,qefilandin
862,tauen::V,λειώνω,helandin
863,schmelzen::V,λειώνω,helandin
864,trocknen::V,στεγνώνω,zuwabûn
865,sieden::V,βράζω,kelîn
866,faulen::V,σαπίζω,xerabûn
867,verfaulen::V,σαπίζω,xerabûn
868,reißen::V,σχίζω,jêkirin
869,versinken::V,βουλιάζω,xerq bûn
870,versinken::V,βυθίζομαι,xerq bûn
871,vergehen::V,περνώ,derbas bûn
872,erscheinen::V,εμφανίζομαι,peyda bûn
873,verschwinden::V,χάνομαι,wendabûn
874,verschwinden::V,εξαφανίζομαι,wendabûn
875,sinken::V,κατεβαίνω,noq bûn
876,abnehmen::V,μειώνομαι ,kêm bûn
877,zunehmen::V,αυξάνω,qelew bûn
878,zunehmen::V,μεγαλώνω,qelew bûn
879,steigen::V,ανεβαίνω,hildan
880,wachsen::V,μεγαλώνω,mezin bûn
881,glänzen::V,γυαλίζω,biriqîn
882,funkeln::V,αστράφτω,çikisîn
883,funkeln::V,σπιθοβολώ,çikisîn
884,lärmen::V,θορυβώ,guşîn
885,läuten::V,χτυπώ ,lê de
886,klingeln::V,κουδουνίζω,sîl dan
887,klingeln::V,κουδουνίζω,ringerin
888,klirren::V,κουδουνίζω,zingzing hat
889,brausen::V,βουΐζω,guşîn
890,rauschen::V,βουΐζω,guşîn
891,klingen::V,ηχώ,deng pe ketin
892,bellen::V,γαυγίζω,kewtîn
893,heulen::V,ουρλιάζω,ûrîn
894,blasen::V,φυσώ,puf kirin
895,pfeifen::V,σφυρίζω,fîkandin
896,schreien::V,κραυγάζω,qîrîn
897,stöhnen::V,βογγώ,nalîn
898,zittern::V,τρέμω,hejîn
899,leben::V,ζω,jihîn
900,geboren werden::V,γεννιέμαι,hatin dinyê
901,geboren werden::V,γεννιέμαι,bûn
902,atmen::V,αναπνέω,hilmijîn
903,trinken::V,πίνω,vexwarin
904,essen::V,τρώω,xwarin
905,schlucken::V,καταπίνω,daqulbandin
906,müde werden::V,κουράζομαι,betilîln
907,müde werden::V,κουράζομαι,qerimîn
908,einschlafen::V,αποκοιμιέμαι,razan
909,schlafen::V,κοιμάμαι,razan
910,schlafen::V,κοιμάμαι,razandin
911,aufwachen::V,ξυπνώ,şiyarbûn
912,aufstehen::V,σηκώνομαι,rabûn
913,sich erholen::V,ξεκουράζομαι,baş bûn
914,krank werden::V,αρρωσταίνω,nexweş kêt
915,krank sein::V,ασθενώ,nexweş bû
916,schmerzen::V,πονώ,êşandin
917,husten::V,βήχω,kuxin
918,genesen::V,θεραπεύομαι,baş bûn
919,sterben::V,πεθαίνω,mirin
920,umkommen::V,πεθαίνω,mirin
921,sich bewegen::V,κουνιέμαι,leqîn
922,sich rühren::V,σαλεύω,leqîn
923,sich erheben::V,επαναστατώ,rabûn
924,sich setzen::V,κάθομαι,runiştin
925,hinfallen::V,πέφτω κάτω,kêtin
926,laufen::V,τρέχω,meşîn
927,schreiten::V,βαδίζω,meşkirin
928,spazierengehen::V,κάνω βόλτα,gerandin
929,spazierengehen::V,πηγαίνω περίπατο,gerandin
930,eilen::V,σπεύδω,lezandin
931,sich beeilen::V,βιάζομαι,zûkirin
932,sausen::V,τρέχω γρήγορα,fîzîn
933,rennen::V,τρέχω,baz dan
934,springen::V,πηδώ,hilpekîn
935,klettern::V,σκαρφαλώνω,hilperikîn
936,schaukeln::V,κουνιέμαι,lorandin
937,kriechen::V,έρπω,xuşandin
938,kriechen::V,σέρνομαι,xuşandin
939,schwimmen::V,κολυμπώ,avjenîn
940,tauchen::V,βουτώ,qutxuyardin
941,tauchen::V,βουτώ,noqîn
942,rudern::V,κωπηλατώ,qaîq ajotin
943,fahren::V,πηγαίνω,ajotin
944,fliegen::V,πετώ,firîn
945,gehen::V,βαδίζω,çûn
946,gehen::V,πηγαίνω,çûn
947,weggehen::V,φεύγω,çûn
948,abfahren::V,ξεκινώ,çûyin
949,abfahren::V,αναχωρώ,çûyin
950,anhalten::V,σταματώ,rawestîn
951,hineingehen::V,μπαίνω,ketin hundir
952,eintreten::V,μπαίνω,têketin
953,eintreten::V,εισέρχομαι,têketin
954,kommen::V,έρχομαι,hatin
955,ankommen::V,φτάνω,gihan
956,ankommen::V,φτάνω,gihîştin
957,zurückkommen::V,επιστρέφω,vegerandin
958,bleiben::V,μένω,sekinîn
959,warten::V,περιμένω,payîn
960,erwarten::V,αναμένω,payîn
961,erwarten::V,περιμένω,payîn
962,suchen::V,ψάχνω,lêgerîn
963,finden::V,βρίσκω,peyda kirin
964,versuchen::V,προσπαθώ,çeribandin
965,vorbereiten::V,προετοιμάζω,amade kirin
966,lieben::V,αγαπώ,hez kirin
967,mögen::V,μου αρέσει,dil kirin
968,lachen::V,γελώ,kenîn
969,rühren::V,συγκινώ,hêjan
970,weinen::V,κλαίω,girîn
971,schimpfen::V,βρίζω,pevçûn
972,sich ärgern::V,θυμώνω,enirîn
973,sich fürchten::V,φοβάμαι,tirsîn
974,fürchten::V,φοβάμαι,tirsin
975,fliehen::V,φεύγω,bazdan
976,flüchten::V,δραπετεύω,revîn
977,sehen::V,βλέπω,dîtin
978,anschauen::V,κοιτάζω,sêr kirin
979,ansehen::V,βλέπω,hesibandin
980,hören::V,ακούω,guhdar jirin
981,zuhören::V,ακούω,guhdarî kirin
982,probieren::V,δοκιμάζω,tehm kirin
983,riechen::V,μυρίζω,bihn kirin
984,riechen::V,οσφραίνομαι,bihn kirin
985,fühlen::V,αισθάνομαι,hîs kirin
986,scheinen::V,φαίνομαι,xoyer kir
987,zu sehen sein::V,φαίνομαι,diyar bûn
988,vernehmen::V,ακούω,bihîstin
989,vernehmen::V,μαθαίνω,bihîstin
990,frieren::V,κρυώνω,qerişîn
991,tun::V,κάνω,kirin
992,können::V,ξέρω,karin
993,können::V,μπορώ,karin
994,wollen::V,θέλω,xwestîn
995,anfangen::V,αρχίζω,dest pêkirin
996,beenden::V,τελειώνω,xelas kirin
997,aufhören::V,παύω,xelas kirin
998,gelingen::V,πετυχαίνω,çe bûn
999,geraten::V,γίνομαι,qewîmîn
1000,öffnen::V,ανοίγω,vekirin
1001,schließen::V,κλείνω,girtin
1002,stellen::V,θέτω,danîn
1003,setzen::V,θέτω,rûniştin
1004,legen::V,θέτω,danîn
1005,legen::V,θέτω,razandin
1006,berühren::V,εγγίζω,lêketin
1007,verbinden::V,συνδέω,anîn pê
1008,bedecken::V,σκεπάζω,sergirtin
1009,aufhängen::V,κρεμώ,aliqandin
1010,anzünden::V,ανάβω,pêxistin
1011,aufheben::V,σηκώνω,hildan
1012,zurücklassen::V,εγκαταλείπω,hiştin
1013,zurücklassen::V,εγκαταλείπω,vehiştin
1014,verlieren::V,χάνω,wendakirin
1015,fallen lassen::V,αφήνω να πέσει,xistin bixe
1016,fallen lassen::V,αφήνω να πέσει,xistin
1017,machen::V,κάνω,kirin
1018,machen::V,κάνω,çêkirin
1019,machen::V,φτιάχνω,kirin
1020,machen::V,φτιάχνω,çêkirin
1021,herstellen::V,κατασκευάζω,çê kirin
1022,herstellen::V,κατασκευάζω,peyda kirin
1023,bauen::V,χτίζω,lêkirin
1024,bauen::V,οικοδομώ,lêkirin
1025,reparieren::V,επισκευάζω,veherînerîn
1026,reparieren::V,επιδιορθώνω,veherînerîn
1027,verbessern::V,βελτιώνω,sererastkirin
1028,verbessern::V,καλυτερεύω,sererastkirin
1029,ändern::V,αλλάζω,degiş kirin
1030,graben::V,σκάβω,kolandin
1031,beugen::V,λυγίζω,tewîn
1032,beugen::V,λυγίζω,xwar kirin
1033,biegen::V,κάμπτω,tewandin
1034,biegen::V,κάμπτω,xwarkirin
1035,drehen::V,στρέφω,fitilandin
1036,wenden::V,γυρίζω,zivîrin
1037,umdrehen::V,γυρίζω,vegerandin
1038,heben::V,υψώνω,hildan
1039,heben::V,σηκώνω,hildan
1040,hochheben::V,υψώνω,hildan
1041,hochheben::V,σηκώνω,hildan
1042,ergreifen::V,πιάνω,dest avêtin
1043,ergreifen::V,αρπάζω,dest avêtin
1044,halten::V,βαστώ,hîştin
1045,halten::V,βαστώ,sekinîn
1046,drücken::V,πιέζω,pêl kirin
1047,schieben::V,σπρώχνω,damdan
1048,kratzen::V,γρατσουνίζω,xurandin
1049,lecken::V,γλείφω,alastin
1050,beißen::V,δαγκάνω,gez kirin
1051,abreißen::V,κόβω,hilşandin
1052,abreißen::V,σχίζω,hilşandin
1053,abschneiden::V,αποκόπτω,jêkirin
1054,binden::V,δένω,girêdan
1055,stecken::V,χώνω,têxistin
1056,brechen::V,σπάζω,şikandin
1057,klopfen::V,χτυπώ,kutandin
1058,klopfen::V,τινάζω,kutandin
1059,hauen::V,χτυπώ,li dan
1060,kleben::V,κολλώ,zeliqîn
1061,kleben::V,κολλώ,şirêz kirin
1062,reiben::V,τρίβω,firikandin
1063,streichen::V,αλείφω,bax dan
1064,schleifen::V,ακονίζω,çarkirin
1065,schneiden::V,κόβω,jêkirin
1066,rütteln::V,σείω,hejandin
1067,rütteln::V,τινάζω,hejandin
1068,schütteln::V,σείω,daweşîn
1069,schütteln::V,κουνώ,daweşîn
1070,schwenken::V,κουνώ,têwdan
1071,schütten::V,χύνω,rijandin
1072,füllen::V,γεμίζω,dagirtin
1073,einwickeln::V,τυλίγω,pêçandin
1074,tragen::V,φέρνω,kişandin
1075,tragen::V,φέρνω,rajtin
1076,schleppen::V,κουβαλώ,kişandin
1077,ziehen::V,τραβώ,kişandin
1078,aufbewahren::V,φυλάω,hilandin
1079,werfen::V,ρίχνω,avêtin
1080,fangen::V,πιάνω,sem kirin
1081,fangen::V,πιάνω,girtin
1082,packen::V,τσακώνω,pê girtin
1083,verstecken::V,κρύβω,hîlanin
1084,teilen::V,μερίζω,parvekirin
1085,schicken::V,στέλνω,şandin
1086,bringen::V,φέρνω,anîn
1087,bringen::V,φέρνω,birin
1088,hinzufügen::V,προσθέτω,dan ser
1089,hinzufügen::V,προσθέτω,li tiştekî zêde kirin
1090,bekommen::V,προσκομίζω,standin
1091,erhalten::V,παίρνω,standin
1092,erhalten::V,λαμβάνω,standin
1093,nehmen::V,πιάνω,girtin
1094,nehmen::V,παίρνω,girtin
1095,wählen::V,εκλέγω,ray dan
1096,auswählen::V,διαλέγω,bijartin
1097,bewahren::V,διατηρώ,rê li ber girtin
1098,bewahren::V,διατηρώ,lê xwedî derketin
1099,behindern::V,εμποδίζω,bara wi
1100,verderben::V,χαλώ,heram bûn
1101,beschädigen::V,ζημιώνω,xerab kirin
1102,zerbrechen::V,σπάζω,şikênandin
1103,zerbrechen::V,σπάζω,perçe kirin
1104,zerreißen::V,σχίζω,qelişandin
1105,zerstören::V,καταστρέφω,hilşandin
1106,verbrennen::V,καίω,şewitandin
1107,geben::V,δίνω,dan
1108,geben::V,δίνω,dayin
1109,reichen::V,δίνω,besbûn
1110,reichen::V,δίνω,têrkirin
1111,schenken::V,χαρίζω,diyarî kirin
1112,versprechen::V,υπόσχομαι,soz dan
1113,wünschen::V,εύχομαι,dil kirin
1114,loben::V,επαινώ,pesinandin
1115,küssen::V,φιλώ,maçkirin
1116,wiegen::V,κουνώ,lorandin
1117,wiegen::V,κουνώ,wezinandin
1118,wiegen::V,νανουρίζω,lorandin
1119,wiegen::V,νανουρίζω,wezinandin
1120,zudecken::V,σκεπάζω,nixumandin
1121,wecken::V,ξυπνώ,bixwe hesandin
1122,zeigen::V,δείχνω,şanîdan
1123,führen::V,οδηγώ,raber kirin
1124,lehren::V,διδάσκω,hîn kirin
1125,unterrichten::V,διδάσκω,ders dan
1126,aufziehen::V,ανατρέφω,mesinkirin
1127,leiten::V,ηγούμαι,rêberî kirin
1128,leiten::V,διευθύνω,rêberî kirin
1129,antreiben::V,σπρώχνω,bezandin
1130,antreiben::V,παρακινώ,bezandin
1131,lassen::V,αφήνω,berdan
1132,lassen::V,αφήνω,hiştin
1133,einladen::V,προσκαλώ,dawet kirin
1134,vereinigen::V,ενώνω,bi yek kirin
1135,besuchen::V,επισκέπτομαι,mêvan bûn
1136,treffen::V,συναντώ,rast hatin
1137,sich versammeln::V,μαζεύομαι,li hev çivîn
1138,spielen::V,παίζω,listin
1139,singen::V,τραγουδώ,stran
1140,tanzen::V,χορεύω,reqisîn
1141,sich trennen::V,αποχωρίζομαι,hew berdan
1142,verlassen::V,εγκαταλείπω,tanê hişt
1143,verlassen::V,εγκαταλείπω,bêkes
1144,retten::V,σώζω,rihakirin
1145,bewachen::V,φρουρώ,raçavkirin
1146,schützen::V,προστατεύω,hemet kirin
1147,verteidigen::V,υπερασπίζω,paraztin
1148,sich schlagen::V,χτυπιέμαι,li hev bezîn
1149,schießen::V,πυροβολώ,agir kirin
1150,siegen::V,νικώ,biser ketin
1151,ärgern::V,τσαντίζω,xeyirandin
1152,schlagen::V,χτυπώ,lêdan
1153,schlagen::V,χτυπώ,lêxistin
1154,treten::V,κλοτσώ,têlekirin
1155,stechen::V,τρυπώ,têrekirin
1156,stoßen::V,ωθώ,lêketin
1157,stoßen::V,σπρώχνω,lêketin
1158,stehlen::V,κλέβω,dizîn
1159,stehlen::V,κλέβω,dizî birin
1160,stören::V,διαταράσσω,aciz kirin
1161,belästigen::V,ενοχλώ,li tela yeki ketin
1162,verbergen::V,κρύβω,veşartin
1163,verbergen::V,κρύβω,kemîndanîn
1164,täuschen::V,παραπλανώ,xapandin
1165,täuschen::V,παραπλανώ,lê zexeli kirin
1166,betrügen::V,απατώ,xapandin
1167,töten::V,σκοτώνω,kûştin
1168,töten::V,θανατώνω,kûştin
1169,wohnen::V,μένω,rûniştin
1170,wohnen::V,κατοικώ,rûniştin
1171,arbeiten::V,δουλεύω,kar kirin
1172,arbeiten::V,δουλεύω,şêxulin
1173,arbeiten::V,εργάζομαι,kar kirin
1174,arbeiten::V,εργάζομαι,şêxulin
1175,sammeln::V,μαζεύω,komkirin
1176,sammeln::V,συλλέγω,komkirin
1177,pflücken::V,κόβω,çinîn
1178,jagen::V,κυνηγώ,nêçîr kirin
1179,fischen::V,ψαρεύω,masî girtin
1180,fassen::V,πιάνω,pê girtin
1181,fassen::V,πιάνω,sêm kirin
1182,hüten::V,φυλάγω,hei jê man
1183,hüten::V,προσέχω,hei jê man
1184,treiben::V,οδηγώ,bêherandin
1185,anbinden::V,δένω,tewilandin
1186,füttern::V,ταΐζω,xwarine dan lê
1187,melken::V,αρμέγω,dotin
1188,hacken::V,κόβω,kolandin
1189,gießen::V,ποτίζω,av dan
1190,reifen::V,ωριμάζω,kemilîn
1191,zubereiten::V,ετοιμάζω,çe kirin
1192,kochen::V,βράζω,xwarin çe kirin
1193,kochen::V,βράζω,kelandin
1194,backen::V,ψήνω,pijandin
1195,braten::V,τηγανίζω,qelandin
1196,braten::V,τηγανίζω,sor kirin
1197,umrühren::V,ανακατεύω,têvdan
1198,stricken::V,πλέκω,hûnan
1199,nähen::V,ράβω,kêl kirin
1200,färben::V,βάφω,boyax kirin
1201,färben::V,χρωματίζω,boyax kirin
1202,reinigen::V,καθαρίζω,paqijkirin
1203,waschen::V,πλένω,şuştin
1204,abwischen::V,σφουγγίζω,pakîj kirin
1205,spülen::V,ξεπλένω,şuştin
1206,fegen::V,σκουπίζω,maliştin
1207,kehren::V,σκουπίζω,maliştin
1208,baden::V,κάνω μπάνιο,serîşûştin
1209,sich waschen::V,πλένομαι,serîşûştin
1210,ausziehen::V,βγάζω,jê kirin
1211,anziehen::V,φορώ,pê kirin
1212,sich anziehen::V,ντύνομαι,xwe kirin
1213,kämmen::V,χτενίζω,şeh kirin
1214,schmücken::V,στολίζω,xemilandin
1215,sagen::V,λέω,gotin
1216,sagen::V,λέω,peyivîn
1217,sprechen::V,μιλώ,peyivîn
1218,reden::V,μιλώ,axaftin
1219,reden::V,κουβεντιάζω,axaftin
1220,sich unterhalten::V,συνομιλώ,hev biştaxilin
1221,sich unterhalten::V,κουβεντιάζω,hev biştaxilin
1222,fragen::V,ρωτώ,pirsîn
1223,fragen::V,ρωτώ,pirs kirin
1224,bitten::V,ζητώ,tika kirin
1225,bitten::V,παρακαλώ,tika kirin
1226,erzählen::V,διηγούμαι,behs kirin
1227,mitteilen::V,πληροφορώ,vegotin
1228,nennen::V,ονομάζω,bi nav kirin
1229,rufen::V,φωνάζω,bakirin
1230,prahlen::V,καυχιέμαι,pesnê xwe dan
1231,übersetzen::V,μεταφράζω,qulibandin
1232,übersetzen::V,μεταφράζω,derbas kirin
1233,denken::V,σκέφτομαι,fikirîn
1234,glauben::V,πιστεύω,bawer bûn
1235,bemerken::V,παρατηρώ,bala xwe dan
1236,bemerken::V,παρατηρώ,çac lê ketin
1237,erkennen::V,αναγνωρίζω,pêhesîn
1238,begreifen::V,καταλαβαίνω,fêmkirin
1239,verstehen::V,ακούω,fêmkirin
1240,lernen::V,μαθαίνω,halmandin
1241,lernen::V,μαθαίνω,fêrbun
1242,wissen::V,ξέρω,zanîn
1243,sich erinnern an::V,θυμάμαι,bir bûn
1244,vergessen::V,ξεχνώ,ji bir kirin
1245,messen::V,μετρώ,pê kanîn
1246,zählen::V,μετρώ,hejmardin
1247,rechnen::V,λογαριάζω,hesibandin
1248,lesen::V,διαβάζω,xwendin
1249,malen::V,ζωγραφίζω,rengandin
1250,malen::V,ζωγραφίζω,boyax kirin
1251,zeichnen::V,σχεδιάζω,işaret kirin
1252,schreiben::V,γράφω,nivîsandin
1253,besitzen::V,κατέχω,hebûn
1254,kaufen::V,αγοράζω,kirîn
1255,verkaufen::V,πουλώ,firotin
1256,bezahlen::V,πληρώνω,pere dan
1257,zahlen::V,πληρώνω,pere dan
1258,zahlen::V,πληρώνω,dayin
1259,beherrschen::V,κυριαρχώ,zebt kirin
1260,beherrschen::V,κυριαρχώ,hukim kirin
1261,ertragen::V,βαστώ,bihêzkirin
1262,ertragen::V,αντέχω,bihêzkirin
