,Concept_ID,sah,av
103,Tropfen::N,хааппыла,тӏенкӏел
104,Schaum::N,күүгэн,полоп
105,Schmutz::N,кир,чороклъи
106,See::N,күөл,хӏор
107,Sumpf::N,бадараан,хьуцӏ
108,Moor::N,дьэбэрэ,
109,Wiese::N,ходуһа,мегъ
110,Wiese::N,ходуһа,гӏурдаллъи
111,Wald::N,ойуур,рохь
112,Hügel::N,булгунньах,гохӏ
113,Anhöhe::N,үрдэл,сийитма
114,Berg::N,хайа,мегӏер
115,Gipfel::N,чыпчаал,тӏогь
116,Höhle::N,хайа_хаспаҕа,нохъо
117,Höhle::N,көҥүс,нохъо
118,Abhang::N,эниэ,лабаллъи
119,Quelle::N,дьүүктэ,ицц
120,Bach::N,үрүйэ,лъар
121,Fluss::N,өрүс,гӏор
122,Ufer::N,биэрэк,рагӏал
123,Küste::N,кытыл,рагӏал
124,Festland::N,кураанах сир,ракь
125,Festland::N,кураанах сир,ракъдаллъи
126,Meer::N,муора,ралъад
127,Bucht::N,хомо,кӏветӏ
128,Bucht::N,бухта,кӏветӏ
129,Insel::N,арыы,чӏинкӏиллъи
130,Blume::N,сибэкки,тӏегь
131,Gras::N,от,хер
132,Wurzel::N,силис,кьибил
133,Baum::N,мас,гъветӏ
134,Stamm::N,умнас,рохти
135,Rinde::N,хатырык,макъар
136,Ast::N,мутук,ноцӏ
137,Zweig::N,лабаа,гӏаркьел
138,Blatt::N,сэбирдэх,тӏамах
139,Birke::N,хатыҥ,мах
140,Birke::N,хатыҥ,махигъветӏ
141,Kiefer[Baum]::N,бэс,накӏкӏигъветӏ
142,Weide[Baum]::N,үөт,рицӏцӏ
143,Weide[Baum]::N,үөт,рицӏцӏигъветӏ
144,Weide[Baum]::N,талах,рицӏцӏ
145,Weide[Baum]::N,талах,рицӏцӏигъветӏ
146,Tanne::N,харыйа,ёлка
147,Horn::N,муос,лълъар
148,Feder::N,куорсун,хӏули
149,Fell::N,тирии,тӏом
150,Fell::N,тирии,цӏоко
151,Flügel::N,кынат,кваркьи
152,Klaue::N,тыҥырах,галъ
153,Kralle::N,баппаҕай,квачӏ
154,Kralle::N,баппаҕай,катиквачӏ
155,Schwanz::N,кутурук,рачӏ
156,Ei::N,сымыыт,хоно
157,Nest::N,уйа,бусен
158,Bau::N,хороон,каратӏ
159,Tier::N,кыыл,хӏайван
160,Tier::N,харамай,хӏайван
161,Herde::N,үөр,рехъен
162,Herde::N,үөр,рехъед
163,Kuh::N,ынах,гӏака
164,Bulle::N,оҕус,оц
165,Pferd::N,сылгы,чу
166,Schaf::N,овца,чахъу
167,Schwein::N,сибиинньэ,болъон
168,Hund::N,ыт,гьой
169,Katze::N,куоска,кету
170,Bär::N,эһэ,ци
171,Eichhörnchen::N,тииҥ,гвангва
172,Elch::N,тайах,
173,Fuchs::N,саһыл,цер
174,Hase::N,куобах,гӏанкӏ
175,Maus::N,кутуйах,гӏункӏкӏ
176,Wolf::N,бөрө,бацӏ
177,Vogel::N,көтөр,хӏинчӏ
178,Schwarm::N,бөлөх,тӏел
179,Huhn::N,куурусса,гӏанкӏу
180,Hahn::N,бөтүүк,хӏелеко
181,Gans::N,хаас,хъаз
182,Adler::N,хотой,цӏум
183,Ente::N,кус,ордек
184,Eule::N,мэкчиргэ,беццаруз
185,Kranich::N,туруйа,къункъра
186,Krähe::N,тураах,гъеду
187,Kuckuck::N,кэҕэ,гагу
188,Schwan::N,куба,хӏанкъва
189,Fisch::N,балык,ччугӏа
190,Barsch::N,алыһар,окунь
191,Hecht::N,сордон,щука
192,Schlange[Tier]::N,моҕой,борохь
193,Schlange[Tier]::N,эриэн үөн,борохь
194,Wurm::N,үөн,хӏапара
195,Spinne::N,ооҕуй,хъанхъра
196,Ameise::N,кымырдаҕас,цӏунцӏра
197,Laus::N,быт,нацӏ
198,Mücke::N,кумаар,кӏкӏара
199,Fliege::N,сахсырҕа,тӏутӏ
200,Schmetterling::N,лыах,кӏалкӏучӏ
201,Schmetterling::N,үрүмэччи,кӏалкӏучӏ
202,Beere::N,отон,
203,Apfel::N,яблоко,гӏеч
204,Pilz::N,тэллэй,гӏурдахӏан
205,Zwiebel::N,луук,кӏочӏопер
206,Saat::N,сиэмэ,хьон
207,Korn::N,сиэмэ,мугь
208,Heu::N,от,хер
209,Schale::N,хах,хъал
210,Grube::N,дьаама,гвенд
211,Falle::N,сохсо,къор
212,Falle::N,сохсо,къотен
213,Schlinge::N,уктаа,кӏичӏ
214,Spur::N,суол,лъалкӏ
215,Asche::N,күл,рахъу
216,Dreck::N,бадараан,гъиз
217,Dreck::N,бадараан,хӏарщ
218,Eisen::N,тимир,махх
219,Gold::N,көмүс,месед
220,Gold::N,кыһыл көмүс,месед
221,Silber::N,көмүс,гӏарац
222,Silber::N,үрүҥ көмүс,гӏарац
223,Kohle::N,чох,тӏурччи
224,Glas::N,өстүөкүлэ,цӏер
225,Lehm::N,туой,хӏатӏ
226,Sand::N,кумах,сали
227,Mensch::N,киһи,чи
228,Mann::N,эр,бихьинчи
229,Frau::N,дьахтар,гӏадан
230,Kind::N,оҕо,лъимер
231,Junge::N,уол,вас
232,Mädchen::N,кыыс оҕо,яс
233,Familie::N,кэргэн,хъизан
234,Großvater::N,эһэ,кӏудада
235,Großmutter::N,эбэ,кӏодо
236,Eltern::N,аҕа-ийэ,эбел-эмен
237,Vater::N,аҕа,эмен
238,Mutter::N,ийэ,эбел
239,Sohn::N,уол,вас
240,Tochter::N,кыыс,яс
241,Bruder::N,убай,вац
242,Bruder::N,быраат,вац
243,Schwester::N,аҕас,яц
244,Schwester::N,балыс,яц
245,Onkel::N,таай,даци
246,Onkel::N,абаҕа,даци
247,Tante::N,эдьиий,ада
248,Ehemann::N,эр,рос
249,Ehefrau::N,ойох,чӏужу
250,Freude::N,үөрүү,ракӏбохи
251,Gelächter::N,күлүү,релъи
252,Glück::N,дьол,талихӏ
253,Glück::N,дьол,талихӏ-рохел
254,Glück::N,соргу,талихӏ
255,Glück::N,соргу,талихӏ-рохел
256,Kummer::N,кутурҕан,хӏалкъай
257,Wunsch::N,баҕарыы,къасд
258,Lust::N,баҕа,гъира
259,Geist::N,тыын,чӏанкӏ
260,Geist::N,тыын,рухӏ-жан
261,Gedanke::N,санаа,пикру
262,Gedächtnis::N,өй,
263,Verstand::N,өй,лумалъи
264,Verstand::N,өй,цӏодорлъи
265,Sinn::N,суолта,магӏна
266,Grund::N,төрүөт,багьана
267,Wahrheit::N,кырдьык,ритӏухълъи
268,Gespräch::N,бэсиэдэ,накъит
269,Gespräch::N,кэпсэтии,накъит
270,Märchen::N,остуоруйа,маргьа
271,Erzählung::N,кэпсээн,къиса
272,Nachricht::N,биллэриллии,хабар
273,Neuigkeit::N,сонун,хабар-гӏазаб
274,Name::N,аат,цӏар
275,Rätsel::N,таабырын,бицанкӏо
276,Rede::N,этии,речь
277,Rede::N,этии,калам
278,Sprache::N,тыл,мацӏ
279,Stimme::N,куолас,гьаракь
280,Wort::N,тыл,рагӏи
281,Zeichen::N,бэлиэ,ишара
282,Zeichen::N,бэлиэ,гӏаламат
283,Ruf::N,ыҥырыы,ахӏи
284,Lärm::N,айдаан,хъуй
285,Lärm::N,айдаан,хъуди
286,Laut::N,тыас,гьаракь
287,Laut::N,тыас,сас
288,Ton::N,дорҕоон,
289,Lied::N,ырыа,кечӏ
290,Ruhe::N,уу чуумпу,рахӏат
291,Leute::N,дьон,гӏадамал
292,Volk::N,дьон,халкъ
293,Volk::N,норуот,халкъ
294,Arbeit::N,үлэ,хӏалтӏи
295,Gast::N,ыалдьыт,гьобол
296,Geschenk::N,бэлэх,сайигъат
297,Spiel::N,оонньуу,хӏай
298,Spiel::N,оонньуу,расанди
299,Gesellschaft::N,общество,жамагӏат
300,Hilfe::N,көмө,кумек
301,Freund::N,доҕор,гьудул
302,Kamerad::N,атас,гьалмагъ
303,Angelegenheit::N,дьыала,къваригӏел
304,Anzahl::N,ахсаан,рикӏкӏен
305,Art::N,биис,жинс
306,Stück::N,кырбас,кесек
307,Teil::N,ирээт,пай
308,Hälfte::N,аҥар,бащдаб
309,Kreis::N,төгүрүк,гор
310,Kreis::N,төгүрүмтэ,гор
311,Kreuz::N,кириэс,хъанч
312,Linie::N,сурааһын,мухъ
313,Strich::N,сурааһын,хӏучч
314,Abstand::N,арыт,манзил
315,Entfernung::N,ыраах,манзил
316,Gegend::N,сир,рахъ
317,Platz::N,арыт,бакӏ
318,Ort::N,сир,бакӏ
319,Seite::N,өрүт,рахъ
320,Seite::N,сирэй,рахъ
321,Mitte::N,орто,бакьулъбакӏ
322,Gegenstand::N,предмет,жо
323,Sache::N,мал,жо
324,Rand::N,кытыы,мицӏир
325,Rand::N,ойоҕос,мицӏир
326,Kante::N,кырыы,рагӏал
327,Kante::N,кырыы,рагӏа-ракьан
328,Ecke::N,муннук,цили
329,Spitze::N,чыпчаал,тӏогь
330,Ende::N,төбө,кӏал
331,Loch::N,тэһэҕэс,каратӏ
332,Loch::N,дьөлөҕөс,каратӏ
333,Winkel::N,муннук,
334,Muster::N,оһуор,накъиш
335,Größe::N,кээмэй,кӏодо́лъи
336,Länge::N,уста,халалъи
337,Höhe::N,үрдүк,борхалъи
338,Gewicht::N,ыйааһын,бакӏлъи
339,Menge::N,ахсаан,
340,Haufen::N,чөмчөх,гъуни
341,Reihe::N,кэккэ,ирга́
342,Boot::N,оҥочо,раса
343,Ruder::N,эрдии,раххан
344,Schlitten::N,сыарҕа,чанагъ
345,Ski::N,хайыһар,лыжаби
346,Lagerfeuer::N,кутаа,цӏа
347,Last::N,ыарахан,бакӏлъи
348,Gang::N,хаамыы,хьвади
349,Gang::N,хаамыы,хьвада-чӏвади
350,Schritt::N,хардыы,гали
351,Norden::N,хоту,шимал
352,Süden::N,соҕуруу,юг
353,Süden::N,соҕуруу,къибла
354,Westen::N,арҕаа,гъарб
355,Westen::N,арҕаа,магъриб
356,Osten::N,илин,шаркъ
357,Osten::N,илин,машрикъ
358,Holz::N,мас,цӏул
359,Brett::N,дуоска,хъарщи
360,Brett::N,хаптаһын,хъарщи
361,Platte::N,билиитэ,къоно
362,Stütze::N,тулааһын,
363,Stange::N,ураҕас,гӏер
364,Stock::N,мас,тӏил
365,Stock::N,баалкы,тӏил
366,Stab::N,ураҕас,гӏер
367,Rohr::N,турба,турба
368,Haus::N,дьиэ,ригь
369,Haus::N,дьиэ,рукъзал
370,Heim::N,дьиэ,рукъ
371,Ofen::N,оһох,печь
372,Fußboden::N,муоста,чӏабар
373,Tisch::N,остуол,стол
374,Stuhl::N,устуул,бакӏу
375,Wiege::N,биһик,кини
376,Bett::N,кырабаат,кровать
377,Regal::N,долбуур,хъарщи
378,Kiste::N,дьааһык,ящик
379,Kiste::N,дьааһык,тӏалагъуд
380,Fenster::N,түннүк,гордо
381,Tür::N,аан,нуцӏа
382,Tor::N,аан,каву
383,Zaun::N,соппулуот,раци
384,Dach::N,кырыыса,тӏох
385,Leiter::N,кирилиэс,мали
386,Besen::N,миинньик,жул
387,Spaten::N,күрдьэх,бел
388,Schaufel::N,күрдьэх,раххан
389,Gabel::N,биилкэ,гӏучӏ
390,Löffel::N,луоска,гъуд
391,Messer::N,быһах,нус
392,Nagel::N,тоһоҕо,магӏ
393,Netz::N,илим,гьин
394,Haken::N,көхө,гъанцӏа
395,Griff::N,ук,гӏоркь
396,Griff::N,тутаах,гӏоркь
397,Schloss::N,күлүүс,кӏулал
398,Bild::N,хартыына,сурат
399,Figur::N,фигура,
400,Puppe::N,куукула,нани
401,Beutel::N,мөһөөччук,таргьа
402,Bündel::N,баайыы,къай
403,Tasche::N,суумка,сумка
404,Tasche::N,суумка,къвачӏа
405,Eimer::N,биэдэрэ,ведро
406,Deckel::N,хаппах,тӏалъел
407,Deckel::N,хаппах,дадитӏалъел
408,Geschirr::N,иһит,цӏарагӏ
409,Sack::N,куул,хъап
410,Sack::N,куул,къандалъо
411,Tasse::N,сэлиэнэй,чашка
412,Topf::N,көстүрүүҥкэ,хьаг
413,Kessel::N,хочуол,хьаг
414,Kessel::N,хочуол,гереги
415,Essen::N,аһылык,тӏагӏам
416,Nahrung::N,ас,квен
417,Speise::N,аһылык,квен
418,Fleisch::N,эт,гьан
419,Getreide::N,злактар,бугӏа-ролъ
420,Getreide::N,злактар,могьолабл_культураби
421,Brei::N,хааһы,карщ
422,Brot::N,килиэп,чед
423,Scheibe::N,куһуок,мочӏу
424,Fett::N,сыа,беэнлъи
425,Butter::N,арыы,нах
426,Öl::N,арыы,нах
427,Salz::N,туус,цӏам
428,Suppe::N,мин,чурпа
429,Honig::N,мүөт,гьоцӏо
430,Milch::N,үүт,рахь
431,Tee::N,чэй,чай
432,Leder::N,тирии,тӏом
433,Wolle::N,түү,квас
434,Stoff::N,таҥас,ххам
435,Nadel::N,иннэ,рокӏкӏен
436,Faden::N,сап,кун
437,Knopf::N,тимэх,маргъал
438,Knoten::N,түмүк,гарацӏ
439,Farbe::N,кырааска,релъен
440,Kleidung::N,таҥас,ретӏел
441,Hemd::N,ырбаахы,гурде
442,Kragen::N,саҕа,габур
443,Ärmel::N,сиэх,къвал
444,Hose::N,ыстаан,тӏажу
445,Hose::N,бүрүүкэ,тӏажу
446,Gürtel::N,кур,рачел
447,Mütze::N,бэргэһэ,тӏагъур
448,Schuh::N,бачыыҥка,
449,Stiefel::N,саппыкы,этек
450,Stiefel::N,саппыкы,чакма
451,Ring::N,биһилэх,баргъич
452,Band::N,лиэнтэ,лента
453,Kamm::N,тараах,гьоркьо
454,Spiegel::N,сиэркилэ,матӏу
455,Riemen::N,кур,рижу
456,Schnur::N,быа,
457,Leine::N,тэһиин,
458,Decke::N,суорҕан,одея́ло
459,Kissen::N,сыттык,къандалъо
460,Tuch::N,былаат,квархьи
461,Handtuch::N,соттор,беркӏалрацӏцӏ
462,Kraft::N,сыра,гуч
463,Kraft::N,сыра,къуват
464,Stärke::N,күүс,хӏалкӏвей
465,Gesundheit::N,доруобуйа,сахлъи́
466,Krankheit::N,ыарыы,унти
467,Krankheit::N,ыарыы,щокълъи
468,Schmerz::N,ыарыы,унти
469,Wunde::N,баас,ругъун
470,Fieber::N,түрүлгэн,цӏа-кан
471,Fieber::N,лихорадка,цӏа-кан
472,Fieber::N,температура,цӏа-кан
473,Arznei::N,эмп,дару
474,Brücke::N,күргэ,кьо
475,Brunnen::N,холуодьас,гъуй
476,Weide::N,мэччирэҥ,рицӏцӏ
477,Weide::N,мэччирэҥ,лъичӏирма
478,Weide::N,мэччирэҥ,гӏурдаллъи
479,Weide::N,мэччирэҥ,ри́цӏигъветӏ
480,Weide::N,мэччирэҥ,рицӏцӏигъветӏ
481,Pfad::N,ыллык,сухъмахъ
482,Weg::N,суол,нух
483,Straße::N,суол,нух
484,Dorf::N,дэриэбинэ,росу
485,Stadt::N,куорат,шагьар
486,Brief::N,сурук,кагъат
487,Brief::N,сурук,рисалат
488,Buch::N,кинигэ,тӏехь
489,Buchstabe::N,буква,хӏарп
490,Zeitung::N,хаһыат,газет
491,Leben::N,тыын,яшав
492,Tod::N,өлүү,хвел
493,Grab::N,иин,хоб
494,Kirche::N,таҥара дьиэтэ,килиса
495,Sünde::N,айыы,хӏакъ
496,Sünde::N,айыы,мунагь
497,Gott::N,тангара,бичас
498,Gott::N,тангара,аллагь
499,Arbeiter::N,үлэһит,хӏалтӏухъан
500,Chef::N,баһылык,хӏаким
501,Chef::N,баһылык,начальник
502,Chef::N,начальник,хӏаким
503,Chef::N,начальник,начальник
504,Meister::N,уус,устар
505,Meister::N,уус,мастер
506,Meister::N,уус,махщалилав
507,Meister::N,маастар,устар
508,Meister::N,маастар,мастер
509,Meister::N,маастар,махщалилав
510,Arzt::N,врач,жайрахӏ
511,Lehrer::N,учуутал,мугӏалим
512,Geld::N,харчы,гӏарац
513,Geschäft::N,идэ,
514,Laden::N,маҕаһыын,тукен
515,Preis::N,сыана,багьа
516,Ware::N,табаар,къайи
517,Nutzen::N,туһа,мунпагӏат
518,Reichtum::N,баай,бечелъи
519,Welt::N,аан дойду,дуниял
520,Land::N,дойду,улка
521,Land::N,дойду,икълим
522,Staat::N,государство,пачалихъ
523,König::N,король,пача
524,König::N,король,малик
525,König::N,король,къирал
526,König::N,король,падишагь
527,Macht::N,былаас,кверщел
528,Grenze::N,кыраныысса,гӏорхъи
529,Krieg::N,сэрии,рагъ
530,Feind::N,өстөөх,тушман
531,Gewalt::N,күүһүлээһин,зулму
532,Kampf::N,охсуһуу,къеркьей
533,Bogen[Waffe]::N,ох,газаргъо
534,Pfeil::N,ох,чӏор
535,Gewehr::N,саа,туманкӏ
536,Fehler::N,сыыһа,гъалатӏ
537,Lüge::N,сымыйа,гьереси
538,Schaden::N,хоромньу,зиян
539,Schaden::N,хоромньу,зарал
540,Unglück::N,алдьархай,балагь
541,Schuld::N,буруй,гӏайиб
542,Alter::N,саас,гӏумру
543,Schluss::N,тиһэх,ахир
544,Zeit::N,бириэмэ,заман
545,Tag::N,күн,къо
546,Morgen::N,сарсыарда,радалмех
547,Mittag::N,күн ортото,къадемех
548,Abend::N,киэһэ,релъедамех
549,Nacht::N,түүн,сордо
550,Woche::N,нэдиэлэ,анкь
551,Monat::N,ый,моцӏ
552,Jahr::N,сыл,сон
553,Jahr::N,сыл,лъагӏел
554,Jahr::N,дьыл,сон
555,Jahr::N,дьыл,лъагӏел
556,Frühling::N,саас,их
557,Sommer::N,сайын,рии
558,Herbst::N,күһүн,хасалихълъи
559,Winter::N,кыһын,кьин
560,Januar::N,тохсунньу,январь
561,Februar::N,олунньу,февра́ль
562,März::N,кулун тутар,март
563,April::N,муус устар ый,апрель
564,Mai::N,ыам ыйа,май
565,Juni::N,бэс ыйа,июнь
566,Juli::N,от ыйа,июль
567,August::N,атырдьах ыйа,август
568,September::N,балаҕан ыйа,сентябрь
569,Oktober::N,алтынньы,октябрь
570,November::N,сэтинньи,ноябрь
571,Dezember::N,ахсынньы,декабрь
572,Montag::N,бэнидиэнньик,итни
573,Dienstag::N,оптуорунньук,талат
574,Mittwoch::N,сэрэдэ,арбагӏ
575,Donnerstag::N,чэппиэр,хамиз
576,Freitag::N,бээтинсэ,рузман
577,Samstag::N,субуота,щамат
578,Sonntag::N,баскыһыанньа,гьатӏан
579,groß::A,бөдөҥ,кӏудияб
580,groß::A,улахан,кӏудияб
581,klein::A,кыр,гьитӏинаб
582,lang::A,уһун,халатаб
583,kurz::A,кылгас,къокъаб
584,breit::A,кэтит,гӏебаб
585,schmal::A,кыараҕас,къваридаб
586,dicht::A,хойуу,ризаб
587,dick[Gegenstand]::A,суон,бицатаб
588,dick[Gegenstand]::A,хойуу,бицатаб
589,dünn::A,чараас,тӏеренаб
590,fein::A,бытархай,тӏеренаб
591,fein::A,синньигес,тӏеренаб
592,fest::A,бөҕө,къвакӏараб
593,fest::A,кытаанах,къвакӏараб
594,flach::A,хаптаҕай,чӏепараб
595,glatt::A,кылааккай,цӏвакараб
596,hart::A,хатан,кьварараб
597,hart::A,кытаанах,кьварараб
598,weich::A,сымнаҕас,тамахаб
599,rund::A,төгүрүк,гургинаб
600,spitz::A,сытыы,бегӏераб
601,spitz::A,уһуктаах,бегӏераб
602,scharf::A,сытыы,рекӏараб
603,stumpf::A,сыппах,тӏехӏараб
604,stumpf::A,сыппах,рекӏинчӏеб
605,schwer::A,ыарахан,бакӏаб
606,schön::A,кыраһыабай,берцинаб
607,heiß::A,итии,лагьараб
608,warm::A,ичигэс,хинаб
609,kalt::A,тымныы,квачараб
610,kühl::A,сөрүүн,квачараб
611,frisch::A,ыраас,цӏияб
612,frisch::A,сөрүүн,цӏияб
613,frisch::A,тымныы,цӏияб
614,feucht::A,сииктээх,рагьараб
615,nass::A,инчэҕэй,би́ччараб
616,trocken::A,кураан,бакъвараб
617,voll::A,толору,
618,leer::A,иччитэх,чӏобогояб
619,offen::A,аһаҕас,рагьараб
620,geschlossen::A,бүтэй,рахараб-къараб
621,sauber::A,сэбэр,бацӏцӏадаб
622,schmutzig::A,кирдээх,гъизараб
623,roh::A,сиикэй,хамаб
624,roh::A,сиикэй,гӏатӏгояб
625,reif::A,буспут,барщараб
626,reif::A,сиппит-хоппут,барщараб
627,lecker::A,минньигэс,тӏагӏамаб
628,süß::A,минньигэс,гьуинаб
629,bitter::A,аһыы,кьогӏаб
630,sauer::A,аһыы,цӏекӏаб
631,hell::A,сырдык,канаб
632,dunkel::A,хараҥа,бецӏаб
633,schwarz::A,хара,чӏегӏераб
634,weiß::A,үрүҥ,хъахӏаб
635,weiß::A,маҥан,хъахӏаб
636,rot::A,кыһыл,багӏараб
637,gelb::A,саһархай,гӏобилаб
638,gelb::A,саһархай,тӏогьилаб
639,blau::A,күөх,хъахӏилаб
640,grün::A,күөх,гӏурччинаб
641,grün::A,от күөҕэ,гӏурччинаб
642,grau::A,сиэрэй,накӏкӏуяб
643,bunt::A,эриэн,къвекӏаб
644,bunt::A,эриэн,чара-гъараб
645,billig::A,чэпчэки,учузаб
646,teuer::A,сыаналаах,хири́яб
647,wertvoll::A,сыаналаах,къиматаб
648,blind::A,хараҕа суох,беццаб
649,taub::A,дьүлэй,гъугъаб
650,kräftig::A,модун,гучаб
651,stark::A,күүстээх,къуватаб
652,schwach::A,мөлтөх,гӏажизаб
653,fett::A,эмис,кьарияб
654,schlank::A,дьылҕан,чергесаб
655,schlank::A,дьыпсаҕай,чергесаб
656,hübsch::A,олус кэрэ,гьайбатаб
657,hübsch::A,көрүөхтэн үчүгэй,гьайбатаб
658,böse::A,өһүөннээх,ракӏквешаб
659,dumm::A,акаары,гьагаб
660,dumm::A,акаары,гӏантаб
661,faul::A,нэс,кӏохӏалаб
662,faul::A,нэс,кӏухӏа́лаб
663,fleißig::A,кыһамньылаах,хӏаракатаб
664,geizig::A,иҥсэлээх,къарумаб
665,klug::A,өйдөөх,лумияб
666,geschickt::A,наһаа дьоҕурдаах,махщел бугев
667,lieb::A,тапталлаах,гӏазизаб
668,lustig::A,көрдөөх,кепаб
669,sanft::A,намчы,хӏалимаб
670,sanft::A,намчы,хӏере́наб
671,sanft::A,сымнаҕас,хӏалимаб
672,sanft::A,сымнаҕас,хӏере́наб
673,hungrig::A,аччык,бакъараб
674,krank::A,ыалдьар,щокъаб
675,krank::A,ыалдьар,унтараб
676,nackt::A,сыгынньах,гӏицӏаб
677,nackt::A,сыгынньах,чӏанкӏараб
678,traurig::A,санаарҕабыллаах,пашманаб
679,lebendig::A,тыыннаах,чӏагояб
680,gut::A,үтүө,лъикӏаб
681,gut::A,үчүгэй,лъикӏаб
682,schlecht::A,куһаҕан,къадараб
683,richtig::A,сөп,битӏараб
684,schlimm::A,сидьиҥ,нажасаб
685,schlimm::A,сидьиҥ,къабихӏаб
686,schlimm::A,быдьар,нажасаб
687,schlimm::A,быдьар,къабихӏаб
688,wahr::A,кырдьык,хӏакъаб
689,wahr::A,кырдьык,битӏараб
690,alt::A,былыргы,басрияб
691,neu::A,саҥа,цӏияб
692,ehemalig::A,урукку,цебе́госеб
693,alt[Lebewesen]::A,кырдьаҕас,хераб
694,jung::A,эдэр,тӏинчӏаб
695,jung::A,эдэр,гӏолохъанаб
696,arm::A,дьадаҥы,пакъираб
697,reich::A,баай,бечедаб
698,bekannt::A,билэр,лъалеб
699,berühmt::A,аатырбыт,машгьураб
700,fremd::A,атын,чияр
701,verschieden::A,араас,батӏи-батӏияб
702,nah::A,чугас,гӏагарда бугеб
703,fern::A,ыраах,рикӏкӏадаб
704,linker::A,хаҥас,квегӏаб
705,rechter::A,уҥа,кваранаб
706,anderer::A,атын,батӏияб
707,erster::A,маҥнайгы,тӏоцебесеб
708,zweiter::A,иккис,кӏиабилеб
709,dritter::A,үһүс,лъабабилеб
710,letzter::A,тиһэх,ахирисеб
711,allein::ADV,соҕотох,ялгъузго
712,auf einmal::ADV,биирдэ,цихӏинтӏаго
