,Concept_ID,vep,uz
263,Neuigkeit::N,uzištuz,yangilik
264,Name::N,nimi,ot
265,Rätsel::N,ozoitez,topishmoq
266,Rede::N,pagin,nutq
267,Rede::N,sanad,nutq
268,Sprache::N,kel',til
269,Stimme::N,än',ovoz
270,Wort::N,sana,so'z
271,Zeichen::N,znam,alomat
272,Ruf::N,kida,chaqiriq
273,Ruf::N,kucund,chaqiriq
274,Lärm::N,judu,taraq
275,Laut::N,kulund,tovush
276,Ton::N,kulund,un
277,Lied::N,pajo,ashula
278,Ruhe::N,lebu,tinchlik
279,Leute::N,rahvaz,xaloyiq
280,Volk::N,rahvaz,xalq
281,Arbeit::N,tö,ish
282,Arbeit::N,rad,ish
283,Gast::N,adiv,mehmon
284,Geschenk::N,lahj,hadya
285,Spiel::N,vänd,o'yin
286,Gesellschaft::N,sebr,jamiyat
287,Hilfe::N,abu,yordam
288,Freund::N,sebranik,do'st
289,Kamerad::N,sebranik,yo'ldosh
290,Angelegenheit::N,azj,daxl
291,Anzahl::N,lugu,son
292,Art::N,rod,tur
293,Art::N,rodsugu,tur
294,Stück::N,pala,parcha
295,Stück::N,supal,parcha
296,Teil::N,pala,bo'lak
297,Hälfte::N,pol',yarim
298,Kreis::N,ümbruz,aylana
299,Kreis::N,kehkruz,aylana
300,Kreuz::N,rist,xoch
301,Linie::N,pird,liniya
302,Strich::N,pird,chiziq
303,Abstand::N,keskust,oralik
304,Entfernung::N,matk,uzoqlik
305,Gegend::N,taho,yer
306,Platz::N,avaruz',oralig
307,Ort::N,koht,joy
308,Seite::N,pol',yon
309,Seite::N,kül'g,yon
310,Mitte::N,kesk,o'rta
311,Gegenstand::N,kalu,ashyo
312,Sache::N,azj,buyum
313,Rand::N,röun,chek
314,Kante::N,röun,tig'
315,Ecke::N,saum,burchak
316,Spitze::N,agjaine,uch
317,Ende::N,agj,oxir
318,Loch::N,reig,teshik
319,Winkel::N,čoga,go'sha
320,Winkel::N,saum,go'sha
321,Muster::N,kirjam,nusha
322,Größe::N,suruz',kattalik
323,Länge::N,piduz,uzunlik
324,Höhe::N,korktuz',yuksaklik
325,Gewicht::N,jügu,solmoq
326,Gewicht::N,vedäduz,solmoq
327,Menge::N,äjüz',miqdor
328,Haufen::N,kogo,uyum
329,Reihe::N,rivi,saf
330,Boot::N,veneh,qayiq
331,Ruder::N,air,äshkak
332,Schlitten::N,regi,chana
333,Schlitten::N,regut,chana
334,Ski::N,suks',chang'i
335,Lagerfeuer::N,nodj,gulxan
336,Lagerfeuer::N,pažag,gulxan
337,Last::N,jüguz,yuk
338,Gang::N,astund,yurish
339,Schritt::N,hašk,qadam
340,Norden::N,pohjoine,shimol
341,Süden::N,suvi,janub
342,Westen::N,päivlaskm,g'arb
343,Osten::N,päivnouzm,sharq
344,Holz::N,pu,yog'och
345,Brett::N,laud,taxta
346,Platte::N,keitim,tabaqa
347,Stütze::N,tugi,tayanchi
348,Stange::N,arz',qo'noq
349,Stock::N,kalu,tayoq
350,Stab::N,seibaz,gavron
351,Rohr::N,torv,tarnov
352,Haus::N,pert',uy
353,Heim::N,kodi,makon
354,Ofen::N,päč,pechka
355,Fußboden::N,lava,pol
356,Tisch::N,laud,mosa
357,Tisch::N,stal'c,mosa
358,Stuhl::N,ištim,o'rindiq
359,Wiege::N,kätte,beshik
360,Bett::N,sija,yotoq
361,Bett::N,magaduzsija,yotoq
362,Regal::N,palič,tokcha
363,Kiste::N,mülütim,sandiq
364,Fenster::N,ikun,deraza
365,Tür::N,uks',äshik
366,Tor::N,verai,darvoza
367,Zaun::N,aid,panjara
368,Dach::N,katuz,tom
369,Leiter::N,pordhad,narvon
370,Besen::N,lud,supurgi
371,Besen::N,vast,supurgi
372,Spaten::N,labid,bel
373,Schaufel::N,labid,kurak
374,Gabel::N,hangoine,bilka
375,Löffel::N,luzik,qoshiq
376,Messer::N,veič,pichoq
377,Nagel::N,nagl,mix
378,Netz::N,verk,to'r
379,Haken::N,kouk,ilgak
380,Griff::N,kägä,sop
381,Griff::N,kägä,tutqich
382,Griff::N,varz',sop
383,Griff::N,varz',tutqich
384,Schloss::N,lukkol,qulf
385,Bild::N,kuva,rasm
386,Figur::N,figur,shakl
387,Puppe::N,tätüine,ko'g'irchoq
388,Beutel::N,havad,to'rva
389,Bündel::N,toppaz,bog'lam
390,Bündel::N,käč,bog'lam
391,Tasche::N,sumk,kissa
392,Eimer::N,vädr,chelak
393,Deckel::N,katuz,qopqoq
394,Geschirr::N,astii,idish
395,Sack::N,havad,qop
396,Tasse::N,čašk,piyola
397,Topf::N,pada,tuvak
398,Kessel::N,katil,qozon
399,Essen::N,sönd,tomoq
400,Nahrung::N,söm,emak
401,Speise::N,sömine,taom
402,Fleisch::N,liha,go'sht
403,Getreide::N,vill',g'alla
404,Brei::N,pudr,bo'tqa
405,Brot::N,leib,non
406,Scheibe::N,bibaleh,disk
407,Scheibe::N,šlik,disk
408,Fett::N,razv,moy
409,Butter::N,voi,yog'
410,Öl::N,voi,moy
411,Salz::N,sol,tuz
412,Suppe::N,lem',sho'rva
413,Suppe::N,keitoz,sho'rva
414,Honig::N,mezi,asal
415,Milch::N,maid,sut
416,Tee::N,čai,choy
417,Leder::N,nahk,charm
418,Wolle::N,vill,jun
419,Stoff::N,kangaz,mato
420,Nadel::N,negl,igna
421,Faden::N,nit',ip
422,Knopf::N,nübl',tugma
423,Knoten::N,sol'm,tugun
424,Farbe::N,muju,bo'yok
425,Kleidung::N,sobad,kiyim
426,Hemd::N,paid,ko'ylak
427,Kragen::N,kagluz,yoqa
428,Ärmel::N,hijam,yeng
429,Hose::N,štanad,shim
430,Gürtel::N,vö,tasma
431,Mütze::N,šapuk,shapka
432,Schuh::N,keng',but
433,Stiefel::N,sapug,botinka
434,Ring::N,rengaz,yuzuk
435,Band::N,lentaine,rishta
436,Kamm::N,suga,taroq
437,Spiegel::N,zerkol,ko'zgu
438,Riemen::N,vö,qayish
439,Schnur::N,nor,bog'ich
440,Leine::N,talutimnor,etak
441,Decke::N,sijakatuz,odyol
442,Kissen::N,pöluz,yostiq
443,Tuch::N,paik,gazlama
444,Handtuch::N,käzipaik,sochiq
445,Kraft::N,vägi,kuch
446,Stärke::N,vahvuz',quvvat
447,Gesundheit::N,tervhuz,sog'lik
448,Krankheit::N,läžund,kasallik
449,Schmerz::N,kibu,og'riq
450,Wunde::N,čapatez,yara
451,Fieber::N,säru,bezgak
452,Arznei::N,zel'l',dori
453,Brücke::N,sild,ko'prik
454,Brunnen::N,kaiv,buloq
455,Weide::N,omaluine,yaylov
456,Pfad::N,tehut,dorojka
457,Weg::N,te,yo'l
458,Straße::N,te,ko'cha
459,Dorf::N,külä,ovul
460,Stadt::N,lidn,shahar
461,Brief::N,kirjeine,maktub
462,Buch::N,kirj,kitob
463,Buchstabe::N,kirjam,harf
464,Zeitung::N,lehtez,gazet
465,Leben::N,elo,hayot
466,Tod::N,surm,o'lim
467,Grab::N,kaum,go'r
468,Kirche::N,jumalanpert',cherkov
469,Sünde::N,grähk,gunoh
470,Gott::N,jumal,olloh
471,Arbeiter::N,radnik,ishchi
472,Chef::N,pämez',rais
473,Meister::N,mastar,usta
474,Arzt::N,lekar',hakim
475,Lehrer::N,opendai,muallim
476,Geld::N,rahad,pul
477,Geschäft::N,biznes,savdo
478,Laden::N,lauk,do'kon
479,Preis::N,arv,baho
480,Ware::N,tavar,mol
481,Nutzen::N,liža,foyda
482,Reichtum::N,kodielo,boylik
483,Reichtum::N,kal'huz',boylik
484,Welt::N,mail'm,olam
485,Land::N,ma,o'lka
486,Staat::N,valdkund,davlat
487,König::N,kunigaz,qirol
488,Macht::N,vald,iqtidor
489,Grenze::N,röun,chegara
490,Krieg::N,soda,harb
491,Feind::N,vihanik,dushman
492,Feind::N,vastustai,dushman
493,Gewalt::N,vägivald,zo'rlik
494,Kampf::N,tora,kurash
495,Bogen[Waffe]::N,taug,yoy
496,Pfeil::N,nol,o'q
497,Gewehr::N,oružj,vintovka
498,Fehler::N,viga,xato
499,Lüge::N,kelastuz,yolg'on
500,Schaden::N,pahuz',ziyon
501,Unglück::N,bed,balo
502,Unglück::N,gor'a,balo
503,Schuld::N,värhuz',ayb
504,Alter::N,igä,yosh
505,Schluss::N,lop,tamom
506,Zeit::N,aig,vaqt
507,Tag::N,päiv,kun
508,Morgen::N,homendez,saboh
509,Mittag::N,keskpäiv,kun tushlik
510,Abend::N,eht,oqshom
511,Nacht::N,ö,tun
512,Woche::N,nedal',hafta
513,Monat::N,ku,oy
514,Jahr::N,voz',yil
515,Frühling::N,keväz',bahor
516,Sommer::N,keza,yoz
517,Herbst::N,sügüz',kuz
518,Herbst::N,sügüz',xazon
519,Winter::N,tal'v,qish
520,Januar::N,viluku,yanvar'
521,Februar::N,uhoku,fevral'
522,März::N,keväz'ku,mart
523,April::N,sulaku,aprel'
524,Mai::N,semendku,may
525,Juni::N,kezaku,iyun'
526,Juli::N,heinku,iyul'
527,August::N,eloku,avgust
528,September::N,sügüz'ku,sentyabr'
529,Oktober::N,reduku,oktyabr'
530,November::N,kül'mku,noyabr'
531,Dezember::N,tal'vku,dekabr'
532,Montag::N,ezmärg,dushanba
533,Dienstag::N,tožnarg,seshanba
534,Mittwoch::N,koumanz'päiv,chorshanba
535,Donnerstag::N,nellänz'päiv,payshanba
536,Freitag::N,pätnič,juma
537,Freitag::N,videnz'päiv,juma
538,Samstag::N,sobat,shanba
539,Sonntag::N,pühäpäiv,yakshanba
540,groß::A,sur',buyuk
541,groß::A,järed,buyuk
542,klein::A,pen',kichik
543,klein::A,pičuine,kichik
544,lang::A,pit'k,uzun
545,kurz::A,lühüd,qisqa
546,breit::A,leved,keng
547,schmal::A,kaid,änsiz
548,dicht::A,tihed,quyuq
549,dick[Gegenstand]::A,paks,qalin
550,dünn::A,hoik,ingichka
551,fein::A,hen,mayin
552,fest::A,luja,qattiq
553,fest::A,ninev,qattiq
554,flach::A,lapak,yalpoq
555,glatt::A,siled,tekis
556,hart::A,kova,qattiq
557,weich::A,pehmed,yumshoq
558,rund::A,kehker,yumaloq
559,spitz::A,nügu,uchli
560,spitz::A,terav,uchli
561,scharf::A,terav,keskir
562,stumpf::A,tül'c,to'mtoq
563,schwer::A,jüged,salmoqli
564,schön::A,čoma,go'zal
565,heiß::A,räk,qiziq
566,warm::A,läm',issiq
567,kalt::A,vilu,sovuq
568,kühl::A,raibak,salqin
569,kühl::A,viluhk,salqin
570,frisch::A,lahed,toza
571,feucht::A,neps,namli
572,feucht::A,toreh,namli
573,nass::A,märg,nam
574,trocken::A,kuiv,quruq
575,voll::A,täuz',to'la
576,leer::A,joudai,puch
577,offen::A,avoin,ochiq
578,offen::A,avol'jaine,ochiq
579,geschlossen::A,saubaline,berk
580,sauber::A,puhtaz,ozoda
581,schmutzig::A,redukaz,kir
582,roh::A,rohk,xom
583,roh::A,toreh,xom
584,reif::A,küps,pishiq
585,lecker::A,magukaz,shirin
586,süß::A,maged,shirin
587,bitter::A,karged,achchiq
588,sauer::A,muiged,achchiq
589,hell::A,kirkas,yorug'
590,hell::A,valgei,yorug'
591,dunkel::A,pimed,qorong'i
592,schwarz::A,must,qora
593,weiß::A,vauged,oq
594,rot::A,rusked,qizil
595,gelb::A,pakuine,sariq
596,blau::A,sinine,zangori
597,grün::A,vihand,yashil
598,grau::A,hahk,bo'z
599,bunt::A,kirjav,ola
600,billig::A,odav,arzon
601,teuer::A,kalliž,qimmat
602,wertvoll::A,arvokas,qimmat
603,blind::A,soged,ko'r
604,taub::A,kurdiž,garang
605,kräftig::A,vägev,kuchli
606,stark::A,vahv,quvvatli
607,stark::A,vägekaz,quvvatli
608,schwach::A,väll',kuchsiz
609,fett::A,razvakaz,semiz
610,schlank::A,kapos,ingichka
611,hübsch::A,čoma,ko'rkam
612,böse::A,äred,yovuz
613,böse::A,käred,yovuz
614,dumm::A,el'getoi,aqlsiz
615,faul::A,lašk,ärinchak
616,fleißig::A,radonnavedii,ishchan
617,geizig::A,ažlak,qurumsoq
618,klug::A,melev,oqil
619,klug::A,melekaz,oqil
620,geschickt::A,mahtokaz,äpchil
621,lieb::A,izo,aziz
622,lieb::A,sula,aziz
623,lustig::A,ilokaz,chaqchaq
624,sanft::A,laskav,asta
625,hungrig::A,näl'ghine,och
626,krank::A,läžui,kasal
627,nackt::A,alastoi,yalang
628,traurig::A,opalahine,xafa
629,lebendig::A,eläb,hayotiy
630,gut::A,hüvä,soz
631,schlecht::A,huba,yomon
632,richtig::A,oiged,rost
633,schlimm::A,paha,yovuz
634,wahr::A,todesine,haqiqiy
635,alt::A,vanh,äski
636,neu::A,uz',yangi
637,ehemalig::A,edeline,sobiq
638,alt[Lebewesen]::A,ravaz,qari
639,jung::A,nor',navqiron
640,arm::A,gol'l',abgor
641,reich::A,elokaz,boy
642,bekannt::A,tutab,ma'lum
643,berühmt::A,tetab,mashhur
644,fremd::A,veraz,yot
645,verschieden::A,erazvuitte,turli
646,nah::A,läheline,yaqindagi
647,fern::A,edahaine,uzoq
648,linker::A,hura,so'l
649,rechter::A,oiged,o'ng
650,anderer::A,toine,boshqa
651,erster::A,ezmäine,birinchi
652,zweiter::A,toine,ikkinchi
653,dritter::A,koumanz',uchinchi
654,letzter::A,jäl'gmäine,oxirgi
655,allein::ADV,üksnäze,o'zicha
656,auf einmal::ADV,ühten aigan,varakay
657,zusammen::ADV,ühtes,barobar
658,lange::ADV,hätken,uzoq
659,plötzlich::ADV,äkkid,qo'qqisdan
660,sofort::ADV,kerdalaz,darrov
661,später::ADV,möhemba,so'ngra
662,jetzt::ADV,nügüd',hozirgina
663,heute::ADV,tämbei,bugun
664,morgen::ADV,homen,ärta
665,bald::ADV,pigai,toz
666,dann::ADV,sid',keyin
667,gestern::ADV,eglai,kecha
668,einst::ADV,ende,avvallari
669,einst::ADV,kerdan,avvallari
670,damals::ADV,siloi,ugal
671,danach::ADV,sid',so'ngra
672,vorher::ADV,ende,avval
673,zuerst::ADV,ezmäi,avval
674,einmal::ADV,kerdan,bir marta
675,manchmal::ADV,erašti,onda-sonda
676,oft::ADV,paksus,tez-tez
677,immer::ADV,kaiken,har vaqt
678,niemals::ADV,ei nikonz,hargiz
679,hier::ADV,täs,shu erda
680,hier::ADV,tägä,shu erda
681,hierhin::ADV,tänna,beri
682,von hier::ADV,täspäi,shu erdan
683,von hier::ADV,sid'päi,shu erdan
684,dort::ADV,sigä,ana
685,dorthin::ADV,sinna,u yerga
686,dorthin::ADV,nakkale,u yerga
687,geradeaus::ADV,kohtha,to'g'ri
688,vorwärts::ADV,edehe,ilgari
689,rückwärts::ADV,sel'gin,qoloq
690,zurück::ADV,tagaze,orqada
691,unten::ADV,alahan,pastda
692,hinab::ADV,alaz,tubanga
693,hinab::ADV,alahaks,tubanga
694,oben::ADV,ülähän,ustida
695,hinauf::ADV,ülez,yuqorida
696,hinauf::ADV,ülähäks,yuqorida
697,überall::ADV,kaikjal,har erda
698,nicht::ADV,ei,ämas
699,ein wenig::ADV,vähän,biroz
700,kaum::ADV,habi,arang
701,sehr::ADV,lujas,ancha
702,so::ADV,muga,shunday
703,so::ADV,ninga,shunday
704,noch::ADV,völ,hali
705,nur::ADV,järg,yolg'iz
706,nur::ADV,vaiše,yolg'iz
707,schon::ADV,jo,endi
708,wieder::ADV,möst,yana
709,vergebens::ADV,uhtei,bekorga
710,vor::PRP,edes,burun
711,hinter::PRP,taga,ketida
712,unter::PRP,al,ostida
713,durch::PRP,läbi,bo'ylab
714,durch::PRP,kal't,bo'ylab
715,neben::PRP,rindal,yonida
716,zwischen::PRP,keskes,orada
717,wegen::PRP,tagut,sababli
718,dies::PRN,nece,o'sha
719,das::PRN,se,narigi
720,alles::PRN,kaik,har nima
721,ich::PRN,minä,men
722,du::PRN,sinä,sen
723,er::PRN,hän,u
724,wir::PRN,mö,biz
725,ihr::PRN,tö,siz
726,sie::PRN,hö,ular
727,was::FPRN,mi,nima
728,wer::FPRN,ken,kim
729,wo::FADV,kus,qaerda
730,wohin::FADV,kuna,qayerga
731,wie::FADV,kut,qanday
732,wie::FADV,mit',qanday
733,warum::FADV,mikš,nega
734,wieviel::FNUM,äjak,qancha
735,wieviel::FNUM,kuverz',qancha
736,eins::NUM,üks',bir
737,zwei::NUM,kaks',ikki
738,drei::NUM,koume,uch
739,vier::NUM,nel'l',to'rt
740,fünf::NUM,viž,besh
741,sechs::NUM,kuz',olti
742,sieben::NUM,seičeme,etti
743,acht::NUM,kahesa,sakkiz
744,neun::NUM,ühesa,to'qqiz
745,zehn::NUM,kümne,o'n
746,elf::NUM,üks'toštkümne,o'n bir
747,zwölf::NUM,kaks'toštkümne,o'n ikki
748,zwanzig::NUM,kaks'kümne,yigirma
749,dreißig::NUM,koumekümne,o'ttiz
750,vierzig::NUM,nel'l'kümne,qirq
751,fünfzig::NUM,vižkümne,ällik
752,sechzig::NUM,kuz'kümne,oltmish
753,siebzig::NUM,seičemekümne,etmish
754,achtzig::NUM,kahesakümne,sakson
755,neunzig::NUM,ühesakümne,to'qson
756,hundert::NUM,sada,yuz
757,tausend::NUM,tuha,ming
758,und::CNJ,i,va
759,und::CNJ,da,va
760,oder::CNJ,vai,yo
761,stehen::V,seišta,turmoq
762,sitzen::V,ištta,o'tirmoq
763,liegen::V,venuda,yotmoq
764,hängen::V,ripta,osilmoq
765,werden::V,lindä,bo'lmoq
766,werden::V,tehtas,bo'lmoq
767,passieren::V,ozaitas,bo'lib o'tmoq
768,beginnen::V,augotadas,boshlanmoq
769,enden::V,loptas,bitmoq
770,wechseln::V,vajehtadas,o'zgarmoq
771,aufgehen[Sonne]::V,nousta,chiqmoq
772,untergehen[Sonne]::V,lasktas,botmoq
773,scheinen[Sonne]::V,paštta,yaraqlamoq
774,donnern::V,juraita,gulduramoq
775,wehen::V,dölta,elpimoq
776,wehen::V,puhuda,elpimoq
777,strömen::V,valadas,oqmoq
778,fließen::V,valuda,oqmoq
779,sich drehen::V,punotas,aylanmoq
780,schwanken::V,čibuda,qoqilmoq
781,schwingen::V,čibuda,lopillamoq
782,fallen::V,langeta,tushmoq
783,brennen::V,pallada,yonmoq
784,rauchen::V,savustada,tutamoq
785,regnen::V,vihmda,yomg'ir yog'moq
786,gefrieren::V,jäduda,muzlamoq
787,gefrieren::V,kül'mdä,muzlamoq
788,tauen::V,sulada,ärimoq
789,schmelzen::V,sulada,ärimoq
790,trocknen::V,kuida,qurimoq
791,trocknen::V,kuivehtuda,qurimoq
792,sieden::V,kehuda,qaynamoq
793,faulen::V,hapata,chirimoq
794,faulen::V,traudäs,chirimoq
795,verfaulen::V,hapata,chirimoq
796,reißen::V,rebita,qayt qilmoq
797,versinken::V,upota,g'arq bo'lmoq
798,vergehen::V,mända,o'tmoq
799,erscheinen::V,ozutadas,zuhur ätmoq
