,Concept_ID,av,hy
228,Mutter::N,эбел,մայր
229,Sohn::N,вас,որդի
230,Tochter::N,яс,աղջիկ
231,Tochter::N,яс,դուստր
232,Bruder::N,вац,եղբայր
233,Schwester::N,яц,քույր
234,Onkel::N,даци,քեռի
235,Onkel::N,даци,հորեղբայր
236,Tante::N,ада,մորաքույր
237,Ehemann::N,рос,մարդ
238,Ehemann::N,рос,ամուսին
239,Ehefrau::N,чӏужу,կին ամուսին
240,Freude::N,ракӏбохи,ուրախություն
241,Gelächter::N,релъи,ծիծաղ
242,Glück::N,талихӏ,երջանկություն
243,Glück::N,талихӏ-рохел,երջանկություն
244,Kummer::N,хӏалкъай,վիշտ
245,Wunsch::N,къасд,ցանկություն
246,Lust::N,гъира,փափագ
247,Lust::N,гъира,իղձ
248,Geist::N,чӏанкӏ,ոգի
249,Geist::N,рухӏ-жан,ոգի
250,Gedanke::N,пикру,միտք
251,Verstand::N,лумалъи,խելք
252,Verstand::N,цӏодорлъи,խելք
253,Sinn::N,магӏна,իմաստ
254,Grund::N,багьана,պատճառ
255,Wahrheit::N,ритӏухълъи,ճշմարտություն
256,Gespräch::N,накъит,զրույց
257,Märchen::N,маргьа,պայիկի պատմություն
258,Erzählung::N,къиса,պատմվածք
259,Erzählung::N,къиса,պատմություն
260,Nachricht::N,хабар,հաղորդագրություն
261,Neuigkeit::N,хабар-гӏазаб,լուր
262,Neuigkeit::N,хабар-гӏазаб,նորություն
263,Name::N,цӏар,անուն
264,Rätsel::N,бицанкӏо,բարդ խնդիր
265,Rede::N,речь,ճառ
266,Rede::N,речь,ելույթ
267,Rede::N,калам,ճառ
268,Rede::N,калам,ելույթ
269,Sprache::N,мацӏ,լեզու
270,Stimme::N,гьаракь,ձայն
271,Wort::N,рагӏи,բառ
272,Zeichen::N,ишара,նշան
273,Zeichen::N,гӏаламат,նշան
274,Ruf::N,ахӏи,կոչ
275,Ruf::N,ахӏи,կանչ
276,Lärm::N,хъуй,աղմուկ
277,Lärm::N,хъуди,աղմուկ
278,Laut::N,гьаракь,հնչյուն
279,Laut::N,гьаракь,ձայն
280,Laut::N,сас,հնչյուն
281,Laut::N,сас,ձայն
282,Lied::N,кечӏ,երգ
283,Ruhe::N,рахӏат,անդորրություն
284,Leute::N,гӏадамал,մարդիկ
285,Volk::N,халкъ,ազգ
286,Arbeit::N,хӏалтӏи,գործ
287,Arbeit::N,хӏалтӏи,աշխատանք
288,Gast::N,гьобол,հյուր
289,Geschenk::N,сайигъат,նվեր
290,Spiel::N,хӏай,խաղ
291,Spiel::N,расанди,խաղ
292,Gesellschaft::N,жамагӏат,ընկերություն
293,Hilfe::N,кумек,օգնությթուն
294,Freund::N,гьудул,ընկեր
295,Freund::N,гьудул,բարեկամ
296,Kamerad::N,гьалмагъ,ուղեկից
297,Angelegenheit::N,къваригӏел,բան
298,Angelegenheit::N,къваригӏел,գործ
299,Anzahl::N,рикӏкӏен,քանակ
300,Anzahl::N,рикӏкӏен,գումար
301,Art::N,жинс,տեսակ
302,Stück::N,кесек,կտոր
303,Teil::N,пай,մաս
304,Hälfte::N,бащдаб,կես
305,Kreis::N,гор,շիջանակ
306,Kreuz::N,хъанч,խաչ
307,Linie::N,мухъ,գիծ
308,Strich::N,хӏучч,գիծ
309,Abstand::N,манзил,անջրպետ
310,Entfernung::N,манзил,հեռավորություն
311,Gegend::N,рахъ,շրջան
312,Platz::N,бакӏ,տարածություն
313,Ort::N,бакӏ,տեղ
314,Ort::N,бакӏ,վայր
315,Seite::N,рахъ,կողմ
316,Mitte::N,бакьулъбакӏ,մեջտեղ
317,Gegenstand::N,жо,առարկա
318,Sache::N,жо,բան
319,Rand::N,мицӏир,վերջք
320,Kante::N,рагӏал,եզր
321,Kante::N,рагӏа-ракьан,եզր
322,Ecke::N,цили,անկյուն
323,Spitze::N,тӏогь,ծայր
324,Ende::N,кӏал,ծայր
325,Loch::N,каратӏ,անցք
326,Muster::N,накъиш,օրինակ
327,Größe::N,кӏодо́лъи,մեծություն
328,Länge::N,халалъи,երկարություն
329,Höhe::N,борхалъи,բարձրություն
330,Gewicht::N,бакӏлъи,կշիռ
331,Haufen::N,гъуни,դեզ
332,Haufen::N,гъуни,կույտ
333,Reihe::N,ирга́,շարք
334,Reihe::N,ирга́,կարգ
335,Boot::N,раса,նավակ
336,Ruder::N,раххан,թի
337,Ruder::N,раххан,թիակ
338,Schlitten::N,чанагъ,բալխիր
339,Ski::N,лыжаби,դահուկ
340,Lagerfeuer::N,цӏа,բացօդեայ կրակ
341,Last::N,бакӏлъи,բեռ
342,Gang::N,хьвади,զբոսանք
343,Gang::N,хьвада-чӏвади,զբոսանք
344,Schritt::N,гали,քայլ
345,Norden::N,шимал,հյուսիս
346,Süden::N,юг,հարավ
347,Süden::N,къибла,հարավ
348,Westen::N,гъарб,արեւմուտք
349,Westen::N,магъриб,արեւմուտք
350,Osten::N,шаркъ,արեւելք
351,Osten::N,машрикъ,արեւելք
352,Holz::N,цӏул,փայտ
353,Brett::N,хъарщи,տախտակ
354,Platte::N,къоно,թիթեղ
355,Stange::N,гӏер,ձող
356,Stock::N,тӏил,փայտ
357,Stab::N,гӏер,ցուպ
358,Stab::N,гӏер,գավազան
359,Rohr::N,турба,խողովակ
360,Haus::N,ригь,տուն
361,Haus::N,рукъзал,տուն
362,Heim::N,рукъ,տուն
363,Ofen::N,печь,վառարան
364,Fußboden::N,чӏабар,հատակ
365,Tisch::N,стол,սեղան
366,Stuhl::N,бакӏу,աթոռ
367,Wiege::N,кини,օրորոց
368,Bett::N,кровать,անկողին
369,Regal::N,хъарщи,դարակ
370,Kiste::N,ящик,տուփ
371,Kiste::N,тӏалагъуд,տուփ
372,Fenster::N,гордо,պատուհան
373,Tür::N,нуцӏа,դուռ
374,Tor::N,каву,դարպաս
375,Zaun::N,раци,ցանկապատ
376,Dach::N,тӏох,տանիք
377,Dach::N,тӏох,կտուր
378,Leiter::N,мали,սանդուղք
379,Besen::N,жул,ավել
380,Spaten::N,бел,բահ
381,Schaufel::N,раххан,թի
382,Gabel::N,гӏучӏ,պատառաքաղ
383,Löffel::N,гъуд,գդալ
384,Messer::N,нус,դանակ
385,Nagel::N,магӏ,մեխ
386,Netz::N,гьин,ցանց
387,Haken::N,гъанцӏа,կարթ
388,Griff::N,гӏоркь,կոթ
389,Griff::N,гӏоркь,բռնակ
390,Schloss::N,кӏулал,կողպեք
391,Bild::N,сурат,նկար
392,Bild::N,сурат,պատկեր
393,Puppe::N,нани,տիկնիկ
394,Beutel::N,таргьа,տոպրակ
395,Bündel::N,къай,կապոց
396,Tasche::N,сумка,պայուսակ
397,Tasche::N,къвачӏа,պայուսակ
398,Eimer::N,ведро,դույլ
399,Deckel::N,тӏалъел,կափարիչ
400,Deckel::N,дадитӏалъел,կափարիչ
401,Geschirr::N,цӏарагӏ,ամանեղեն
402,Sack::N,хъап,պարկ
403,Sack::N,хъап,տոպրակ
404,Sack::N,къандалъо,պարկ
405,Sack::N,къандалъо,տոպրակ
406,Tasse::N,чашка,թաս
407,Tasse::N,чашка,գավաթ
408,Topf::N,хьаг,անոթ
409,Kessel::N,хьаг,կաթսա
410,Kessel::N,гереги,կաթսա
411,Essen::N,тӏагӏам,կերակուր
412,Nahrung::N,квен,ուտելիք
413,Speise::N,квен,խորտիկ
414,Speise::N,квен,կերակուր
415,Fleisch::N,гьан,միս
416,Getreide::N,бугӏа-ролъ,հացահատիկ
417,Getreide::N,могьолабл_культураби,հացահատիկ
418,Brei::N,карщ,լանդակ
419,Brot::N,чед,հաց
420,Scheibe::N,мочӏу,կտոր
421,Scheibe::N,мочӏу,պատառ
422,Fett::N,беэнлъи,ճարպ
423,Butter::N,нах,կարագ
424,Öl::N,нах,ձեթ
425,Salz::N,цӏам,աղ
426,Suppe::N,чурпа,սուպ
427,Suppe::N,чурпа,ապուր
428,Honig::N,гьоцӏо,մեղր
429,Milch::N,рахь,կաթ
430,Tee::N,чай,թեյ
431,Leder::N,тӏом,կաշի
432,Wolle::N,квас,բուրդ
433,Stoff::N,ххам,գործվածք
434,Nadel::N,рокӏкӏен,ասեղ
435,Faden::N,кун,թել
436,Knopf::N,маргъал,կոճակ
437,Knoten::N,гарацӏ,հանգույց
438,Farbe::N,релъен,ներկ
439,Kleidung::N,ретӏел,հագուստ
440,Hemd::N,гурде,վերնաշապիկ
441,Kragen::N,габур,օձիք
442,Ärmel::N,къвал,թեւք
443,Hose::N,тӏажу,շալվար
444,Gürtel::N,рачел,գոտի
445,Mütze::N,тӏагъур,կեպի
446,Stiefel::N,этек,երկարաճիթ կոշիկ
447,Stiefel::N,чакма,երկարաճիթ կոշիկ
448,Ring::N,баргъич,զնգալ
449,Band::N,лента,ժապավեն
450,Kamm::N,гьоркьо,սանր
451,Spiegel::N,матӏу,հայելի
452,Riemen::N,рижу,փոկ
453,Decke::N,одея́ло,վերմակ
454,Kissen::N,къандалъо,բարձ
455,Tuch::N,квархьи,թաշկինակ
456,Handtuch::N,беркӏалрацӏцӏ,սրբիչ
457,Kraft::N,гуч,ուժ
458,Kraft::N,къуват,ուժ
459,Stärke::N,хӏалкӏвей,պնդություն
460,Stärke::N,хӏалкӏвей,ամրություն
461,Gesundheit::N,сахлъи́,առողջություն
462,Krankheit::N,унти,ախտ
463,Krankheit::N,унти,հիվանդություն
464,Krankheit::N,щокълъи,ախտ
465,Krankheit::N,щокълъи,հիվանդություն
466,Schmerz::N,унти,ցավ
467,Schmerz::N,унти,տանջանք
468,Wunde::N,ругъун,վերք
469,Fieber::N,цӏа-кан,տենդ
470,Arznei::N,дару,դեղ
471,Brücke::N,кьо,կամուրջ
472,Brunnen::N,гъуй,հոր
473,Brunnen::N,гъуй,ջրհոր
474,Weide::N,рицӏцӏ,արոտավայր
475,Weide::N,лъичӏирма,արոտավայր
476,Weide::N,гӏурдаллъи,արոտավայր
477,Weide::N,ри́цӏигъветӏ,արոտավայր
478,Weide::N,рицӏцӏигъветӏ,արոտավայր
479,Pfad::N,сухъмахъ,արահետ
480,Weg::N,нух,ուղի
481,Straße::N,нух,ճանապարհ
482,Dorf::N,росу,գյուղ
483,Stadt::N,шагьар,քաղաք
484,Brief::N,кагъат,նամակ
485,Brief::N,рисалат,նամակ
486,Buch::N,тӏехь,գիրք
487,Buchstabe::N,хӏарп,տառ
488,Buchstabe::N,хӏарп,գիր
489,Zeitung::N,газет,լրագիր
490,Leben::N,яшав,կյանք
491,Tod::N,хвел,մահ
492,Grab::N,хоб,գերեզման
493,Kirche::N,килиса,եկեղեցի
494,Sünde::N,хӏакъ,մեղք
495,Sünde::N,мунагь,մեղք
496,Gott::N,бичас,աստված
497,Gott::N,аллагь,աստված
498,Arbeiter::N,хӏалтӏухъан,բանվոր
499,Arbeiter::N,хӏалтӏухъан,աշխատող
500,Chef::N,хӏаким,տեր
501,Chef::N,начальник,տեր
502,Meister::N,устар,վարպետ
503,Meister::N,мастер,վարպետ
504,Meister::N,махщалилав,վարպետ
505,Arzt::N,жайрахӏ,բժիշկ
506,Lehrer::N,мугӏалим,ուսուցիչ
507,Geld::N,гӏарац,փող
508,Laden::N,тукен,կրպակ
509,Laden::N,тукен,խանութ
510,Preis::N,багьа,գին
511,Ware::N,къайи,ապրանք
512,Nutzen::N,мунпагӏат,օգուտ
513,Reichtum::N,бечелъи,հարստություն
514,Welt::N,дуниял,աշխարհ
515,Land::N,улка,երկիր
516,Land::N,икълим,երկիր
517,Staat::N,пачалихъ,պետություն
518,König::N,пача,արքա
519,König::N,пача,թագավոր
520,König::N,малик,արքա
521,König::N,малик,թագավոր
522,König::N,къирал,արքա
523,König::N,къирал,թագավոր
524,König::N,падишагь,արքա
525,König::N,падишагь,թագավոր
526,Macht::N,кверщел,իշխանություն
527,Grenze::N,гӏорхъи,սահման
528,Krieg::N,рагъ,պատերազմ
529,Feind::N,тушман,թշնամի
530,Gewalt::N,зулму,բռնություն
531,Gewalt::N,зулму,սաստկություն
532,Kampf::N,къеркьей,մարտ
533,Bogen[Waffe]::N,газаргъо,աղեղ
534,Pfeil::N,чӏор,նետ
535,Gewehr::N,туманкӏ,հրացան
536,Fehler::N,гъалатӏ,սխալ
537,Lüge::N,гьереси,սուտ
538,Schaden::N,зиян,վնաս
539,Schaden::N,зарал,վնաս
540,Unglück::N,балагь,դժբախտություն
541,Schuld::N,гӏайиб,պակասություն
542,Alter::N,гӏумру,հասակ
543,Schluss::N,ахир,վերջ
544,Schluss::N,ахир,վախճան
545,Zeit::N,заман,ժամանակ
546,Tag::N,къо,օր
547,Morgen::N,радалмех,առավոտ
548,Mittag::N,къадемех,կեսօր
549,Abend::N,релъедамех,երեկո
550,Nacht::N,сордо,գիշեր
551,Woche::N,анкь,շաբաթ
552,Monat::N,моцӏ,ամիս
553,Jahr::N,сон,տարի
554,Jahr::N,лъагӏел,տարի
555,Frühling::N,их,գարուն
556,Sommer::N,рии,ամառ
557,Herbst::N,хасалихълъи,աշուն
558,Winter::N,кьин,ձմեռ
559,Januar::N,январь,հունվար
560,Februar::N,февра́ль,փետրվար
561,März::N,март,մարտ
562,April::N,апрель,ապրիլ
563,Mai::N,май,մայիս
564,Juni::N,июнь,հունիս
565,Juli::N,июль,հուլիս
566,August::N,август,օգոստոս
567,September::N,сентябрь,սեպտեմբեր
568,Oktober::N,октябрь,հոկտեմբեր
569,November::N,ноябрь,նոյեմբեր
570,Dezember::N,декабрь,դեկտեմբեր
571,Montag::N,итни,երկուշաբթի
572,Dienstag::N,талат,երեքշաբթի
573,Mittwoch::N,арбагӏ,չորեքշաբթի
574,Donnerstag::N,хамиз,հինգշաբթի
575,Freitag::N,рузман,ուրբաթ
576,Samstag::N,щамат,շաբաթ
577,Sonntag::N,гьатӏан,կիրակի
578,groß::A,кӏудияб,մեծ
579,groß::A,кӏудияб,խոշոր
580,klein::A,гьитӏинаб,պստիկ
581,klein::A,гьитӏинаб,փոքրիկ
582,lang::A,халатаб,երկար
583,kurz::A,къокъаб,կարճ
584,breit::A,гӏебаб,լայն
585,schmal::A,къваридаб,նեղ
586,dicht::A,ризаб,խիտ
587,dick[Gegenstand]::A,бицатаб,հաստ
588,dünn::A,тӏеренаб,բարակ
589,fein::A,тӏеренаб,նուրբ
590,fest::A,къвакӏараб,ամուր
591,fest::A,къвакӏараб,պինդ
592,flach::A,чӏепараб,տափակ
593,glatt::A,цӏвакараб,հարթ
594,hart::A,кьварараб,կարծր
595,weich::A,тамахаб,մեղմ
596,weich::A,тамахаб,փափուկ
597,rund::A,гургинаб,կլոր
598,spitz::A,бегӏераб,սրածայր
599,scharf::A,рекӏараб,սուր
600,stumpf::A,тӏехӏараб,գուլ
601,stumpf::A,рекӏинчӏеб,գուլ
602,schwer::A,бакӏаб,ծանր
603,schön::A,берцинаб,սիրուն
604,schön::A,берцинаб,գեղեցիկ
605,heiß::A,лагьараб,թեժ
606,warm::A,хинаб,տաք
607,warm::A,хинаб,ջերմ
608,kalt::A,квачараб,ցուրտ
609,kühl::A,квачараб,զով
610,frisch::A,цӏияб,թարմ
611,feucht::A,рагьараб,ղոնավ
612,nass::A,би́ччараб,թաց
613,trocken::A,бакъвараб,ցամաք
614,leer::A,чӏобогояб,դատարկ
615,offen::A,рагьараб,բաց
616,geschlossen::A,рахараб-къараб,գոց
617,sauber::A,бацӏцӏадаб,մաքուր
618,schmutzig::A,гъизараб,կեղտոտ
619,roh::A,хамаб,հում
620,roh::A,гӏатӏгояб,հում
621,reif::A,барщараб,հասած
622,reif::A,барщараб,հասուն
623,lecker::A,тӏагӏамаб,համեղ
624,süß::A,гьуинаб,անուշ
625,bitter::A,кьогӏаб,կծու
626,sauer::A,цӏекӏаб,թթու
627,sauer::A,цӏекӏаб,թթված
628,hell::A,канаб,պայծառ
629,hell::A,канаб,խելամիտ
630,dunkel::A,бецӏаб,մութ
631,schwarz::A,чӏегӏераб,սեւ
632,weiß::A,хъахӏаб,սպիտակ
633,rot::A,багӏараб,կարմիր
634,gelb::A,гӏобилаб,դեղին
635,gelb::A,тӏогьилаб,դեղին
636,blau::A,хъахӏилаб,կապույտ
637,grün::A,гӏурччинаб,կանաչ
638,grau::A,накӏкӏуяб,գորշ
639,bunt::A,къвекӏаб,գոյնզգոյն
640,bunt::A,чара-гъараб,գոյնզգոյն
641,billig::A,учузаб,էժան
642,teuer::A,хири́яб,թանկ
643,wertvoll::A,къиматаб,թանկարժեք
644,blind::A,беццаб,կույր
645,taub::A,гъугъаб,խուլ
646,kräftig::A,гучаб,հզոր
647,stark::A,къуватаб,ուժեղ
648,schwach::A,гӏажизаб,տկար
649,schwach::A,гӏажизаб,թույլ
650,fett::A,кьарияб,գեր
651,schlank::A,чергесаб,նիհար
652,hübsch::A,гьайбатаб,գրավիչ
653,hübsch::A,гьайбатаб,սիրունիկ
654,böse::A,ракӏквешаб,չար
655,dumm::A,гьагаб,հիմար
656,dumm::A,гӏантаб,հիմար
657,faul::A,кӏохӏалаб,ծույլ
658,faul::A,кӏухӏа́лаб,ծույլ
659,fleißig::A,хӏаракатаб,ջանասեր
660,fleißig::A,хӏаракатаб,փութաջան
661,geizig::A,къарумаб,ագահ
662,geizig::A,къарумаб,կծծի
663,klug::A,лумияб,խելոք
664,klug::A,лумияб,ընդունակ
665,geschickt::A,махщел бугев,ճարտար
666,lieb::A,гӏазизаб,սիրելի
667,lustig::A,кепаб,զվարթ
668,sanft::A,хӏалимаб,հեզ
669,sanft::A,хӏере́наб,հեզ
670,hungrig::A,бакъараб,քաղցած
671,krank::A,щокъаб,հիվանդ
672,krank::A,унтараб,հիվանդ
673,nackt::A,гӏицӏаб,մերկ
674,nackt::A,чӏанкӏараб,մերկ
675,traurig::A,пашманаб,տխուր
676,lebendig::A,чӏагояб,կենդանի
677,gut::A,лъикӏаб,լավ
678,schlecht::A,къадараб,վատ
679,richtig::A,битӏараб,ձիշտ
680,schlimm::A,нажасаб,լղրճուկ
681,schlimm::A,къабихӏаб,լղրճուկ
682,wahr::A,хӏакъаб,ճիշտ
683,wahr::A,хӏакъаб,իրական
684,wahr::A,битӏараб,ճիշտ
685,wahr::A,битӏараб,իրական
686,alt::A,басрияб,հին
687,neu::A,цӏияб,նոր
688,ehemalig::A,цебе́госеб,նախկին
689,alt[Lebewesen]::A,хераб,ծեր
690,alt[Lebewesen]::A,хераб,պառավ
691,jung::A,тӏинчӏаб,մատաղ
692,jung::A,гӏолохъанаб,մատաղ
693,arm::A,пакъираб,աղքատ
694,reich::A,бечедаб,հարուստ
695,bekannt::A,лъалеб,ծանոթ
696,berühmt::A,машгьураб,հայտնի
697,berühmt::A,машгьураб,հռչակավոր
698,fremd::A,чияр,օտար
699,verschieden::A,батӏи-батӏияб,տարբեր
