,Concept_ID,sah,cv
689,bunt::A,эриэн,чӑпар
690,billig::A,чэпчэки,йӳнӗ
691,teuer::A,сыаналаах,хаклӑ
692,wertvoll::A,сыаналаах,паха
693,blind::A,хараҕа суох,суккӑр
694,taub::A,дьүлэй,хӑлхасӑр
695,kräftig::A,модун,хӑватлӑ
696,stark::A,күүстээх,вирлӗ
697,schwach::A,мөлтөх,халсӑр
698,fett::A,эмис,самӑр
699,fett::A,эмис,мӑнтӑр
700,schlank::A,дьылҕан,йӑрӑс
701,schlank::A,дьылҕан,яштака
702,schlank::A,дьыпсаҕай,йӑрӑс
703,schlank::A,дьыпсаҕай,яштака
704,hübsch::A,олус кэрэ,хитре
705,hübsch::A,көрүөхтэн үчүгэй,хитре
706,böse::A,өһүөннээх,усал
707,dumm::A,акаары,ухмах
708,faul::A,нэс,наян
709,faul::A,нэс,юлхав
710,faul::A,нэс,ӳркенчӗк
711,fleißig::A,кыһамньылаах,хастар
712,geizig::A,иҥсэлээх,хытӑ
713,klug::A,өйдөөх,ӑслӑ
714,geschickt::A,наһаа дьоҕурдаах,ӑста
715,lieb::A,тапталлаах,савнӑ
716,lustig::A,көрдөөх,хаваслӑ
717,sanft::A,намчы,ачаш
718,sanft::A,сымнаҕас,ачаш
719,hungrig::A,аччык,выҫӑ
720,krank::A,ыалдьар,чирлӗ
721,nackt::A,сыгынньах,ҫара
722,traurig::A,санаарҕабыллаах,салхуллӑ
723,lebendig::A,тыыннаах,чӗрӗ
724,gut::A,үтүө,аван
725,gut::A,үтүө,лайӑх
726,gut::A,үчүгэй,аван
727,gut::A,үчүгэй,лайӑх
728,schlecht::A,куһаҕан,япӑх
729,schlecht::A,куһаҕан,начар
730,richtig::A,сөп,тӗрӗс
731,schlimm::A,сидьиҥ,йӗрӗнчӗк
732,schlimm::A,быдьар,йӗрӗнчӗк
733,wahr::A,кырдьык,чӑн
734,alt::A,былыргы,кивӗ
735,neu::A,саҥа,ҫӗнӗ
736,ehemalig::A,урукку,пулнӑ
737,alt[Lebewesen]::A,кырдьаҕас,ватӑ
738,jung::A,эдэр,яш
739,jung::A,эдэр,ҫамрӑк
740,arm::A,дьадаҥы,чухӑн
741,reich::A,баай,пуян
742,bekannt::A,билэр,пӗлӗш
743,berühmt::A,аатырбыт,чаплӑ
744,fremd::A,атын,ют
745,verschieden::A,араас,расна
746,nah::A,чугас,ҫывӑх
747,nah::A,чугас,ҫывӑхри
748,fern::A,ыраах,инҫе
749,fern::A,ыраах,аякри
750,linker::A,хаҥас,сулахай
751,rechter::A,уҥа,сылтӑм
752,anderer::A,атын,урӑх
753,erster::A,маҥнайгы,пӗрремӗш
754,zweiter::A,иккис,иккӗмӗш
755,dritter::A,үһүс,виҫҫӗмӗш
756,letzter::A,тиһэх,юлашки
757,allein::ADV,соҕотох,пӗччен
758,auf einmal::ADV,биирдэ,кӗмӗрккен
759,zusammen::ADV,холбуу,пӗрле
760,lange::ADV,уһуннук,вӑрах
761,plötzlich::ADV,эмискэ,сасартӑк
762,sofort::ADV,тута,тӳрех
763,später::ADV,хойут,кайран
764,jetzt::ADV,билигин,халь
765,jetzt::ADV,билигин,халӗ
766,heute::ADV,бүгүн,паян
767,morgen::ADV,сарсын,ыран
768,bald::ADV,өтөр,халех
769,bald::ADV,өтөр,кӗҫех
770,dann::ADV,кэнна,унтан
771,gestern::ADV,бэҕэһээ,ӗнер
772,einst::ADV,биир төгүл,пӗррехинче
773,einst::ADV,арай биирдэ,пӗррехинче
774,damals::ADV,оччоҕо,ун чухне
775,damals::ADV,оччоҕо,апла пулсан
776,danach::ADV,аары,унтан
777,danach::ADV,ол кэнниттэн,унтан
778,vorher::ADV,урут,малтан
779,zuerst::ADV,маҥнай,пирвай
780,einmal::ADV,биирдэ,пӗррехинче
781,manchmal::ADV,арыт,хӑш чухне
782,oft::ADV,чаастатык,тӑтӑш
783,immer::ADV,мэлдьи,ялан
784,niemals::ADV,хаһан да,нихӑҫан та
785,hier::ADV,маныаха,кунта
786,hierhin::ADV,бэттэх,кунта
787,von hier::ADV,мантан,кунтан
788,dort::ADV,онно,унта
789,dort::ADV,онно,ҫавӑнта
790,dorthin::ADV,онно,унта
791,dorthin::ADV,онно,ҫавӑнта
792,geradeaus::ADV,быһа,тикӗс
793,geradeaus::ADV,быһаччы,тикӗс
794,vorwärts::ADV,инники,малалла
795,rückwärts::ADV,төттөру,хыҫала
796,zurück::ADV,төттөрү,каялла
797,unten::ADV,аллара,аялта
798,hinab::ADV,аллара,аялта
799,oben::ADV,үөһэ,ҫӳлте
800,hinauf::ADV,өрө,ҫӳле
801,hinauf::ADV,үөһэ,ҫӳле
802,überall::ADV,бэйдиэ,таҫта та
803,überall::ADV,бэйдиэ,пур ҫӗрте те
804,überall::ADV,бэйдиэ,кирек ӑҫта та
805,nicht::ADV,буолбатах,мар
806,ein wenig::ADV,кыратык,пӑртак
807,kaum::ADV,нэһиилэ,аран
808,sehr::ADV,бэрт,питӗ
809,sehr::ADV,наһаа,питӗ
810,so::ADV,оччо,апла
811,so::ADV,оннук,апла
812,noch::ADV,өссө,татах
813,nur::ADV,эрэ,ҫех
814,nur::ADV,сыччах,ҫех
815,schon::ADV,бэлиэр,ӗнтӗ
816,wieder::ADV,эмиэ,каллех
817,vergebens::ADV,таак,харам
818,vor::PRP,иннигэр,умӗнче
819,hinter::PRP,кэлин,кайра
820,unter::PRP,-ҕа,айне
821,unter::PRP,-ҕа,айӗпе
822,unter::PRP,-ҕа,айӗнче
823,unter::PRP,-ҕа,ҫитеспе
824,unter::PRP,оһох түгэҕэ,айне
825,unter::PRP,оһох түгэҕэ,айӗпе
826,unter::PRP,оһох түгэҕэ,айӗнче
827,unter::PRP,оһох түгэҕэ,ҫитеспе
828,durch::PRP,курдары,витӗр
829,neben::PRP,аттыгар,патӗнче
830,zwischen::PRP,ыккардынан,хушшинче
831,wegen::PRP,уҥуортан,пула
832,wegen::PRP,уҥуортан,пирки
833,dies::PRN,ити,ку
834,dies::PRN,ити,ҫак
835,dies::PRN,бу,ку
836,dies::PRN,бу,ҫак
837,das::PRN,били,ҫав
838,alles::PRN,барыта,пурте
839,alles::PRN,барыта,йӑлт
840,ich::PRN,мин,эп
841,du::PRN,эн,эс
842,er::PRN,кнни,вӑл
843,wir::PRN,биһиги,эпир
844,ihr::PRN,эһиги,эсир
845,sie::PRN,кинилэр,вӗсем
846,was::FPRN,туох,мӗн
847,was::FPRN,туох,мӗскер
848,was::FPRN,туох,мӗн те пулин
849,wer::FPRN,ким,кам
850,wo::FADV,ханна,ӑҫта
851,wohin::FADV,ханна,ӑҫта
852,wie::FADV,хайдах,епле
853,wie::FADV,хайдах,мӗнле
854,warum::FADV,тоҕо,ма
855,warum::FADV,тоҕо,мӗншӗн
856,wieviel::FNUM,төһө,миҫе
857,eins::NUM,биир,пӗр
858,eins::NUM,биир,пӗрре
859,zwei::NUM,икки,ик
860,zwei::NUM,икки,икӗ
861,zwei::NUM,икки,иккӗ
862,drei::NUM,үс,виҫ
863,drei::NUM,үс,виҫӗ
864,drei::NUM,үс,виҫҫӗ
865,vier::NUM,түөрт,тӑват
866,fünf::NUM,биэс,пилӗк
867,fünf::NUM,биэс,пиллӗк
868,sechs::NUM,алта,улт
869,sechs::NUM,алта,ултӑ
870,sechs::NUM,алта,улттӑ
871,sieben::NUM,сэттэ,ҫич
872,sieben::NUM,сэттэ,ҫичӗ
873,sieben::NUM,сэттэ,ҫиччӗ
874,acht::NUM,аҕыс,сакӑр
875,acht::NUM,аҕыс,саккӑр
876,neun::NUM,тоҕус,тӑхӑр
877,neun::NUM,тоҕус,тӑххӑр
878,zehn::NUM,уон,вунӑ
879,zehn::NUM,уон,вуннӑ
880,elf::NUM,уон биир,вун пӗр
881,zwölf::NUM,уон икки,вун ик
882,zwölf::NUM,уон икки,вун икӗ
883,zwölf::NUM,уон икки,вун иккӗ
884,zwanzig::NUM,сүүрбэ,ҫирӗм
885,dreißig::NUM,отут,вӑтӑр
886,vierzig::NUM,түөрт уон,хӗрӗх
887,fünfzig::NUM,биэс уон,аллӑ
888,sechzig::NUM,алта уон,утмӑл
889,siebzig::NUM,сэттэ уон,ҫитмӗл
890,achtzig::NUM,аҕыс уон,сакӑр вунӑ
891,achtzig::NUM,аҕыс уон,сакӑр вуннӑ
892,neunzig::NUM,тоҕус уонус,тӑхӑр вун
893,neunzig::NUM,тоҕус уонус,тӑхӑр вунӑ
894,neunzig::NUM,тоҕус уонус,тӑхӑр вуннӑ
895,hundert::NUM,сүүс,ҫӗр
896,tausend::NUM,тыһыынча,пин
897,und::CNJ,да,та
898,und::CNJ,уонна,та
899,und::CNJ,итиэннэ,та
900,oder::CNJ,эбэтэр,е
901,stehen::V,тур,тӑр
902,sitzen::V,олор,лар
903,liegen::V,сыт,вырт
904,hängen::V,санньылый,усӑнса тӑр
905,hängen::V,санньылый,ҫакӑнса тӑр
906,werden::V,буол,пул
907,passieren::V,буол,пул
908,beginnen::V,саҕалан,пуҫлан
909,enden::V,бүт,пӗт
910,enden::V,бүт,вӗҫлен
911,wechseln::V,уларый,улшӑн
912,aufgehen[Sonne]::V,ой,тух
913,untergehen[Sonne]::V,киир,анса лар
914,scheinen[Sonne]::V,сырдат,пӑх
915,donnern::V,эт,кӗмсӗртет
916,donnern::V,эт,авӑт
917,wehen::V,үр,варкӑш
918,strömen::V,кутулун,тӑкӑн
919,fließen::V,сүүр,юх
920,sich drehen::V,эргий,ҫаврӑн
921,schwanken::V,биэтэҥнээ,чӳхен
922,schwingen::V,эйэҥнээ,суллан
923,fallen::V,оҕут,кип
924,fallen::V,оҕут,тӳр кип
925,fallen::V,оҕут,татӑлса ан
926,brennen::V,умай,ҫун
927,rauchen::V,буруолаа,мӑкӑрлан
928,rauchen::V,буруолаа,тӗтӗм кӑлар
929,regnen::V,самыырдаа,ҫумӑр ҫӑвать
930,gefrieren::V,тоҥ,шӑн
931,tauen::V,ир,ирӗл
932,schmelzen::V,уулун,ирӗл
933,trocknen::V,куур,тип
934,sieden::V,оргуй,вӗре
935,faulen::V,сытый,ҫӗр
936,verfaulen::V,сытыйан_хаал,ҫӗр
937,reißen::V,хайыт,ҫурӑл
938,reißen::V,быһытталан,ҫурӑл
939,versinken::V,тимир,пут
940,versinken::V,батылын,пут
941,vergehen::V,дьай,ирт
942,erscheinen::V,көһүн,курӑн
943,erscheinen::V,көһүн,курӑнса кай
944,verschwinden::V,сүт,ҫухал
945,sinken::V,намтаа,чак
946,abnehmen::V,аччаа,чак
947,zunehmen::V,элбээ,пысӑклан
948,steigen::V,үрдээ,ҫӗклен
949,wachsen::V,үүн,ӳс
950,glänzen::V,кылбай,ҫиҫ
951,funkeln::V,күлүмнээ,ялкӑш
952,funkeln::V,күлүмнээ,йӑлтӑртат
953,funkeln::V,күлүмүрдээ,ялкӑш
954,funkeln::V,күлүмүрдээ,йӑлтӑртат
955,lärmen::V,тыаһаа,шавла
956,läuten::V,собуоннаа,шӑнкӑравла
957,klingeln::V,линкинээ,шӑнкӑравла
958,klirren::V,айгырат,калтлат
959,klirren::V,айгырат,шӑнкӑлтат
960,brausen::V,сирилээ,ахӑр
961,rauschen::V,суугунаа,вашӑлтат
962,rauschen::V,суугунаа,чашӑлтат
963,klingen::V,доргуй,янӑра
964,bellen::V,үр,вӗр
965,heulen::V,улуй,ула
966,blasen::V,үр,вӗр
967,pfeifen::V,иһиир,шӑхӑр
968,schreien::V,кылан,кӑшкӑр
969,schreien::V,хаһыытаа,кӑшкӑр
970,stöhnen::V,ынчыктаа,йынӑш
971,zittern::V,титирээ,чӗтре
972,zittern::V,дьигиһий,чӗтре
973,leben::V,олор,пурӑн
974,geboren werden::V,төрөө,ҫурал
975,atmen::V,тыын,сывла
976,trinken::V,ис,ӗҫ
977,essen::V,аһаа,ҫи
978,schlucken::V,ыйыһын,ҫӑт
979,müde werden::V,сылай,ӗшен
980,einschlafen::V,утуйан хаал,ыйха пут
981,einschlafen::V,утуйан хаал,ҫывӑрса кай
982,schlafen::V,утуй,ҫывӑр
983,schlafen::V,утуйа сыт,ҫывӑр
984,aufwachen::V,уһугун,вӑран
985,aufstehen::V,тур,тӑр
986,sich erholen::V,сынньан,кан
987,krank werden::V,ыарый,чирле
988,krank sein::V,ыарый,чирле
989,krank sein::V,ыарыт,чирле
990,schmerzen::V,ыарыт,сур
991,schmerzen::V,ыарыт,ырат
992,husten::V,сөтөлүн,ӳсӗр
993,genesen::V,көн,сывал
994,genesen::V,көн,тӳрлен
995,sterben::V,өл,вил
996,umkommen::V,өл,вил
997,umkommen::V,оҕут,вил
998,sich bewegen::V,хамсаа,куҫ
999,sich rühren::V,хамсаа,хускал
1000,sich erheben::V,тур,тӑр
1001,sich setzen::V,олор,лар
1002,hinfallen::V,оҕут,ӳк
1003,laufen::V,хаам,ут
1004,schreiten::V,атыллаа,ут
1005,spazierengehen::V,дьаарбай,уҫӑлса ҫӳре
1006,spazierengehen::V,дьаарбай,уткаласа ҫӳре
1007,eilen::V,тиэтэй,васка
1008,eilen::V,тиэтэй,хыпалан
1009,sich beeilen::V,ыксаа,васка
1010,sich beeilen::V,ыксаа,хыпалан
1011,sausen::V,элээр,ыткӑн
1012,sausen::V,элээр,вӗҫтер
1013,rennen::V,сүүрэкэлээ,чуп
1014,springen::V,ой,сик
1015,springen::V,ыстан,сик
1016,klettern::V,ытын,улӑх
1017,schaukeln::V,эйэҥнээ,йӳрӗн
1018,schaukeln::V,биэрэҥнээ,йӳрӗн
1019,kriechen::V,сыыл,шу
1020,kriechen::V,сыыл,упален
1021,schwimmen::V,уһун,иш
1022,schwimmen::V,харбаа,иш
1023,tauchen::V,умус,чӑм
1024,rudern::V,эрт,авӑс
1025,fahren::V,айаннаа,пыр
1026,fliegen::V,көт,вӗҫ
1027,gehen::V,бар,кай
1028,weggehen::V,бар,кай
1029,abfahren::V,бар,тапран
1030,anhalten::V,тохтоо,чарӑн
1031,hineingehen::V,киир,кӗр
1032,eintreten::V,киир,кӗр
1033,kommen::V,кэл,кил
1034,ankommen::V,кэл,ҫит
1035,ankommen::V,тиий,ҫит
1036,zurückkommen::V,төнүн,таврӑн
1037,zurückkommen::V,төнүн,каялла кил
1038,bleiben::V,хаал,юл
1039,warten::V,көһүт,кӗт
1040,erwarten::V,күүт,кӗт
1041,erwarten::V,көһүт,кӗт
1042,suchen::V,ирдээ,шыра
1043,suchen::V,көрдөө,шыра
1044,finden::V,бул,туп
1045,versuchen::V,сорун,пикен
1046,vorbereiten::V,бэлэмнээ,хатӗрле
1047,lieben::V,таптаа,юрат
1048,mögen::V,сөбүл,кӑмӑлла
1049,mögen::V,сөбүл,килӗштер
1050,lachen::V,күл,кул
1051,lachen::V,күл,ахӑлтат
1052,rühren::V,долгут,ҫулӑх
1053,weinen::V,ытаа,йӗр
1054,weinen::V,ытаа,макӑр
1055,schimpfen::V,үөҕүс,вӑрҫ
1056,schimpfen::V,үөҕүс,ятлаҫ
1057,sich ärgern::V,кыыһыр,ҫиллен
1058,sich ärgern::V,кыйахан,ҫиллен
1059,sich fürchten::V,куттан,шиклен
1060,sich fürchten::V,дьиксин,шиклен
1061,fürchten::V,дьиксин,хӑра
1062,fürchten::V,куттан,хӑра
1063,fliehen::V,күрээ,тар
1064,flüchten::V,күрээ,чупса тар
1065,sehen::V,көр,кур
1066,anschauen::V,көр,пӑхса ил
1067,ansehen::V,көр,пӑх
1068,hören::V,бил,илт
1069,hören::V,иһит,илт
1070,zuhören::V,иһит,итле
1071,zuhören::V,иһит,тӑнла
1072,probieren::V,боруобалаан көр,астив
1073,probieren::V,амсайан көр,астив
1074,riechen::V,сытырҕаа,шӑршла
1075,fühlen::V,бил,туй
1076,fühlen::V,бил,сис
1077,scheinen::V,көһүн,туйӑн
1078,zu sehen sein::V,көһүн,курӑн
1079,vernehmen::V,иһит,пӑл
1080,frieren::V,тоҥ,йӳтен
1081,frieren::V,үлүй,йӳтен
1082,tun::V,гын,ту
1083,können::V,кыай,пултар
1084,wollen::V,баҕар,те
1085,anfangen::V,саҕалаа,пуҫла
1086,beenden::V,бүтэр,пӗтер
1087,aufhören::V,уурай,пӑрах
1088,gelingen::V,сатан,ӑн
1089,geraten::V,баар буолан биэр,пул
1090,geraten::V,баар буола тус,пул
1091,geraten::V,буолан таҕыс,пул
1092,öffnen::V,ас,уҫ
1093,schließen::V,сап,хуп
1094,schließen::V,хатаа,хуп
1095,stellen::V,уур,ларт
1096,stellen::V,уур,тӑрат
1097,stellen::V,туруор,ларт
1098,stellen::V,туруор,тӑрат
1099,setzen::V,туруор,ларт
1100,setzen::V,уур,ларт
1101,legen::V,уур,хур
1102,berühren::V,тыыт,перӗн
1103,berühren::V,таарый,перӗн
1104,verbinden::V,кэлгий,сып
1105,bedecken::V,бүрүй,вит
1106,aufhängen::V,ыйаа,ҫак
1107,anzünden::V,умат,ҫут
1108,aufheben::V,өрө тарт,ҫӗкле
1109,zurücklassen::V,бырах,манса хӑвар
1110,verlieren::V,сүтэр,ҫӗтер
1111,fallen lassen::V,түһэр,ӳкер
1112,fallen lassen::V,мүлчү тут,ӳкер
1113,machen::V,оҥор,ту
1114,machen::V,оҥоһун,ту
1115,herstellen::V,оҥор,ӑстала
1116,bauen::V,тут,ту
1117,reparieren::V,абырахтаа,юса
1118,verbessern::V,тупсар,лайӑхлат
1119,ändern::V,уларыт,улӑштар
1120,graben::V,хас,чав
1121,graben::V,хас,чакала
1122,beugen::V,бокут,кукӑрт
1123,beugen::V,токурут,кукӑрт
1124,beugen::V,бүк баттаа,кукӑрт
1125,biegen::V,иэх,ав
1126,biegen::V,иэх,кукӑрт
1127,biegen::V,өҕүлүннэр,ав
1128,biegen::V,өҕүлүннэр,кукӑрт
1129,drehen::V,эргит,ҫавӑр
1130,drehen::V,эргичит,ҫавӑр
1131,wenden::V,эргилин,ӳпӗнтер
1132,umdrehen::V,түҥнэр,ҫавӑр
1133,heben::V,көтөх,хӑпарт
1134,hochheben::V,таһаар,йӑт
1135,ergreifen::V,тут,тыт
1136,halten::V,тут,тыт
1137,drücken::V,ык,пус
1138,schieben::V,ас,тӗк
1139,schieben::V,ас,тӗрт
1140,kratzen::V,кыһыы,хыр
1141,lecken::V,салаа,ҫула
1142,beißen::V,ытыр,ҫырт
1143,beißen::V,ытыр,хып
1144,abreißen::V,быһа тарт,тат
1145,abreißen::V,туура тарт,тат
1146,abschneiden::V,быс,кас
1147,abschneiden::V,быһан ыл,кас
1148,abschneiden::V,быһа баттаа,кас
1149,binden::V,кэлгий,ҫых
1150,stecken::V,батары ас,чик
1151,brechen::V,тоһут,хуҫ
1152,klopfen::V,тоҥсуй,такка
1153,hauen::V,оҕус,шакка
1154,kleben::V,силимнээ,ҫыпӑҫтар
1155,reiben::V,аал,сӑтӑр
1156,streichen::V,сыбаа,сӗр
1157,schleifen::V,чочуй,хӑйра
1158,schneiden::V,быс,кас
1159,rütteln::V,иэҕэҥнэт,лӑка
1160,rütteln::V,иэҕэҥнэт,силлентер
1161,schütteln::V,сахсый,лӑка
1162,schütteln::V,сахсый,силлентер
1163,schwenken::V,дайбаа,сулла
1164,schütten::V,кут,тултар
1165,füllen::V,толор,тултар
1166,einwickeln::V,суулаа,чӗрке
1167,tragen::V,ит,ҫӗкле
1168,schleppen::V,сос,сӗтӗр
1169,ziehen::V,тарт,тӑс
1170,aufbewahren::V,уур,усра
1171,aufbewahren::V,харай,усра
1172,werfen::V,бырах,пӑрах
1173,fangen::V,хап,тыт
1174,packen::V,тут,тыт
1175,verstecken::V,саһыар,пытарса хур
1176,teilen::V,үллэр,уйӑр
1177,teilen::V,үллэр,пайла
1178,schicken::V,ыыт,яр
1179,bringen::V,аҕал,кӳр
1180,hinzufügen::V,эп,хуш
1181,bekommen::V,ыл,ил
1182,bekommen::V,ыл,туян
1183,bekommen::V,булун,ил
1184,bekommen::V,булун,туян
1185,erhalten::V,ыл,ил
1186,erhalten::V,ыл,туян
1187,nehmen::V,ыл,ил
1188,wählen::V,быыбардаа,суйла
1189,auswählen::V,тал,суйла
1190,bewahren::V,харай,упра
1191,behindern::V,мэһэйдээ,кансӗрле
1192,behindern::V,мэһэйдээ,чӑрмантар
1193,verderben::V,буорту гын,пӑс
1194,beschädigen::V,алдьат,пӑс
1195,zerbrechen::V,үлтүрүт,ват
1196,zerbrechen::V,үлтүрүт,ҫӗмӗр
1197,zerreißen::V,хайыта тарт,ҫур
1198,zerstören::V,алдьат,иш
1199,verbrennen::V,уоттаа,ҫунтар
1200,geben::V,биэр,пар
1201,reichen::V,аҕал,пар
1202,schenken::V,бэлэхтээ,парнеле
1203,versprechen::V,эрэннэр,тума пул
1204,versprechen::V,эрэннэр,сӑмах пар
1205,wünschen::V,баҕар,сун
1206,loben::V,хайҕаа,ырла
1207,küssen::V,уураа,чуп ту
1208,wiegen::V,бигээ,сиктер
1209,wiegen::V,бигээ,силле
1210,zudecken::V,сап,вит
1211,zudecken::V,бүрүй,вит
1212,wecken::V,уһугуннар,вӑрат
1213,zeigen::V,көрдөр,кӑтарт
1214,führen::V,салай,илсе пыр
1215,führen::V,салай,ҫавӑтса пыр
1216,lehren::V,үөрэт,вёрент
1217,unterrichten::V,үөрэт,вёрент
1218,aufziehen::V,иит,вӗрент
1219,leiten::V,салай,тытса пыр
1220,antreiben::V,кыһай,васкат
1221,lassen::V,күһэй,пусахла
1222,lassen::V,күһэй,хуш
1223,einladen::V,ыҥыр,чӗн
1224,vereinigen::V,холбоо,пӗрлештер
1225,vereinigen::V,түм,пӗрлештер
1226,besuchen::V,сырыт,ҫит
1227,besuchen::V,сырыт,кӗрсе кур
1228,besuchen::V,билсэ сырыт,ҫит
1229,besuchen::V,билсэ сырыт,кӗрсе кур
1230,treffen::V,көрүс,тӗл пул
1231,sich versammeln::V,мүһүн,пуҫтарӑн
1232,sich versammeln::V,түмүс,пуҫтарӑн
1233,spielen::V,оонньоо,выля
1234,singen::V,ыллаа,юрла
1235,tanzen::V,үҥкүүлээ,ташла
1236,sich trennen::V,араҕыс,уйрӑл
1237,verlassen::V,хааллар,хӑвар
1238,retten::V,өрүһүй,ҫӑл
1239,bewachen::V,араҥаччылаа,хуралла
1240,schützen::V,көмүскээ,сыхла
1241,verteidigen::V,көмүскээ,хӳтӗле
1242,sich schlagen::V,охсус,ҫапӑҫ
1243,schießen::V,ытыалаа,пер
1244,siegen::V,хот,ҫӗн
1245,siegen::V,хот,ҫӗнтер
1246,siegen::V,кыай,ҫӗн
1247,siegen::V,кыай,ҫӗнтер
1248,ärgern::V,кыыһырт,тарӑхтар
1249,ärgern::V,кыыһырт,ҫиллентер
1250,schlagen::V,оҕус,ҫап
1251,treten::V,тэп,тап
1252,stechen::V,кэй,чик
1253,stoßen::V,кэп,чыш
1254,stoßen::V,үтүрүй,чыш
1255,stehlen::V,уор,вӑрла
1256,stören::V,мэһэйдээ,кансӗрле
1257,belästigen::V,батар,аптӑрат
1258,belästigen::V,батар,хупла
1259,verbergen::V,кистээ,пытар
1260,täuschen::V,албыннаа,суй
1261,betrügen::V,албыннаа,ултала
1262,töten::V,өлөр,вӗлер
1263,wohnen::V,олор,чуна пар
1264,wohnen::V,олор,парӑнса тӑр
1265,arbeiten::V,үлэлээ,ӗҫле
1266,sammeln::V,мус,пух
1267,sammeln::V,хомуй,пух
1268,pflücken::V,үргээ,тат
1269,jagen::V,бултаа,сунара ҫӳре
1270,fischen::V,балыктаа,пулӑ тыт
1271,fassen::V,тут,тыт
1272,hüten::V,манаа,кӗт
1273,treiben::V,үүр,хӑвала
1274,anbinden::V,баай,кӑкар
1275,füttern::V,аһат,ҫитер
1276,melken::V,ыа,су
1277,hacken::V,кэрт,вакла
1278,gießen::V,сиигирт,шӑвар
1279,reifen::V,бус,пиҫ
1280,zubereiten::V,бэлэмнээ,пӗҫер
1281,kochen::V,буһар,пӗҫер
1282,backen::V,буһар,пӗҫер
1283,braten::V,хооруй,ӑшала
1284,braten::V,ыһаарылаа,ӑшала
1285,braten::V,соркуойдаа,ӑшала
1286,umrühren::V,былаа,хутӑштар
1287,stricken::V,өр,ҫых
1288,nähen::V,иистэн,ҫӗле
1289,färben::V,кырааскалаа,пӗвет
1290,reinigen::V,ыраастаа,тасат
1291,waschen::V,сууй,ҫу
1292,abwischen::V,сот,шӑл
1293,spülen::V,сайҕаа,чӳхе
1294,fegen::V,сиппий,шӑл
1295,kehren::V,харбаа,шӑл
1296,baden::V,сөтүөлээ,шыва кӗр
1297,sich waschen::V,суун,ҫӑвӑн
1298,ausziehen::V,уһул,салан
1299,anziehen::V,кэтэрт,тӑхӑн
1300,sich anziehen::V,таҥын,тӑхӑн
1301,kämmen::V,тараа,тура
1302,schmücken::V,симээ,илемлет
1303,sagen::V,диэ,те
1304,sprechen::V,эт,кала
1305,sprechen::V,саҥар,кала
1306,reden::V,кэпсэт,сӑмахла
1307,reden::V,кэпсэт,калаҫ
1308,sich unterhalten::V,кэпсэт,пупле
1309,fragen::V,ыйыт,ыйт
1310,bitten::V,көрдөс,ыйт
1311,erzählen::V,кэпсээ,каласа пар
1312,erzählen::V,сэһэргээ,каласа пар
1313,mitteilen::V,биллэр,пӗлтер
1314,mitteilen::V,биллэр,хыпарла
1315,nennen::V,ааттаа,те
1316,nennen::V,ааттаа,чӗн
1317,rufen::V,ыҥыр,чӗн
1318,prahlen::V,чабылан,мухтан
1319,prahlen::V,чабылан,вӗҫкӗнлен
1320,prahlen::V,киһиргээ,мухтан
1321,prahlen::V,киһиргээ,вӗҫкӗнлен
1322,übersetzen::V,тылбаастаа,куҫар
1323,denken::V,санаа,шухӑшла
1324,denken::V,толкуйдаа,шухӑшла
1325,glauben::V,итэҕэй,ӗнен
1326,bemerken::V,бэлиэтээ,асӑрха
1327,erkennen::V,бил,палла
1328,begreifen::V,өйдөө,ӑнлан
1329,verstehen::V,өйдөө,пӗл
1330,lernen::V,үөрэн,вӗрен
1331,wissen::V,бил,пӗл
1332,wissen::V,бил,ӑнкар
1333,sich erinnern an::V,аҕын,аса ил
1334,vergessen::V,умун,ман
1335,vergessen::V,умун,манса кай
1336,messen::V,кэмнээ,виҫ
1337,messen::V,кээмэйдээ,виҫ
1338,zählen::V,аах,шутла
1339,rechnen::V,аах,шутла
1340,lesen::V,аах,вула
1341,malen::V,уруһуйдаа,ӳкер
1342,zeichnen::V,уруһуйдаа,ӳкер
1343,schreiben::V,суруй,ҫыр
1344,besitzen::V,баһылаа,тыт
1345,kaufen::V,атыылас,ил
1346,kaufen::V,атыылас,туян
1347,verkaufen::V,атыылаа,сут
1348,bezahlen::V,төлөө,тӳле
1349,zahlen::V,төлөө,тӳле
1350,beherrschen::V,баһылаа,тыт
1351,ertragen::V,тулуй,тӳс
