,Concept_ID,cy,vep
801,so::ADV,fel,ninga
802,so::ADV,felly,muga
803,so::ADV,felly,ninga
804,noch::ADV,eto,völ
805,nur::ADV,yn unig,järg
806,nur::ADV,yn unig,vaiše
807,schon::ADV,eisoes,jo
808,schon::ADV,yn barod,jo
809,wieder::ADV,drachefn,möst
810,vergebens::ADV,yn ofer,uhtei
811,vor::PRP,o flaen,edes
812,hinter::PRP,ar ôl,taga
813,unter::PRP,islaw,al
814,durch::PRP,trwy,läbi
815,durch::PRP,trwy,kal't
816,neben::PRP,ar bwys,rindal
817,zwischen::PRP,rhwng,keskes
818,zwischen::PRP,cydrhwng,keskes
819,wegen::PRP,o achos,tagut
820,wegen::PRP,oherwydd,tagut
821,dies::PRN,hyn,nece
822,das::PRN,hynny,se
823,alles::PRN,popeth,kaik
824,ich::PRN,fi,minä
825,du::PRN,ti,sinä
826,er::PRN,fe,hän
827,wir::PRN,ni,mö
828,ihr::PRN,chi,tö
829,sie::PRN,hwy,hö
830,was::FPRN,pa beth,mi
831,wer::FPRN,pwy,ken
832,wo::FADV,ble,kus
833,wo::FADV,ym mha le,kus
834,wohin::FADV,i ble,kuna
835,wohin::FADV,i ba le,kuna
836,wie::FADV,sut,kut
837,wie::FADV,sut,mit'
838,warum::FADV,pam,mikš
839,wieviel::FNUM,faint,äjak
840,wieviel::FNUM,faint,kuverz'
841,eins::NUM,un,üks'
842,zwei::NUM,dau,kaks'
843,drei::NUM,tri,koume
844,vier::NUM,pedwar,nel'l'
845,fünf::NUM,pump,viž
846,sechs::NUM,chwech,kuz'
847,sieben::NUM,saith,seičeme
848,acht::NUM,wyth,kahesa
849,neun::NUM,naw,ühesa
850,zehn::NUM,deg,kümne
851,elf::NUM,un ar ddeg,üks'toštkümne
852,zwölf::NUM,deuddeg,kaks'toštkümne
853,zwölf::NUM,un deg dau,kaks'toštkümne
854,zwanzig::NUM,ugain,kaks'kümne
855,dreißig::NUM,tri deg,koumekümne
856,dreißig::NUM,deg ar hugain,koumekümne
857,vierzig::NUM,deugain,nel'l'kümne
858,fünfzig::NUM,hanner cant,vižkümne
859,sechzig::NUM,chwe deg,kuz'kümne
860,siebzig::NUM,saith deg,seičemekümne
861,siebzig::NUM,deg a thrigain,seičemekümne
862,achtzig::NUM,wyth deg,kahesakümne
863,achtzig::NUM,pedar ugain,kahesakümne
864,neunzig::NUM,naw deg,ühesakümne
865,neunzig::NUM,deg a phedwar ugain,ühesakümne
866,hundert::NUM,cant,sada
867,tausend::NUM,mil,tuha
868,und::CNJ,a,i
869,und::CNJ,a,da
870,oder::CNJ,neu,vai
871,stehen::V,sefyll,seišta
872,sitzen::V,eistedd,ištta
873,liegen::V,gorwedd,venuda
874,hängen::V,hongian,ripta
875,werden::V,dod yn,lindä
876,werden::V,dod yn,tehtas
877,werden::V,mynd yn,lindä
878,werden::V,mynd yn,tehtas
879,passieren::V,digwydd,ozaitas
880,beginnen::V,cychwyn,augotadas
881,enden::V,gorffen,loptas
882,wechseln::V,newid,vajehtadas
883,aufgehen[Sonne]::V,codi,nousta
884,untergehen[Sonne]::V,machlud,lasktas
885,scheinen[Sonne]::V,tywynnu,paštta
886,donnern::V,taranu,juraita
887,wehen::V,chwythu,dölta
888,wehen::V,chwythu,puhuda
889,strömen::V,ffrydio,valadas
890,fließen::V,llifo,valuda
891,sich drehen::V,troi,punotas
892,sich drehen::V,cylchdroi,punotas
893,schwanken::V,siglo,čibuda
894,schwingen::V,siglo,čibuda
895,fallen::V,cwympo,langeta
896,brennen::V,llosgi,pallada
897,rauchen::V,mygu,savustada
898,regnen::V,glawio,vihmda
899,gefrieren::V,rhewi,jäduda
900,gefrieren::V,rhewi,kül'mdä
901,tauen::V,toddi,sulada
902,tauen::V,meirioli,sulada
903,schmelzen::V,toddi,sulada
904,trocknen::V,sychu,kuida
905,trocknen::V,sychu,kuivehtuda
906,sieden::V,berwi,kehuda
907,faulen::V,pydru,hapata
908,faulen::V,pydru,traudäs
909,faulen::V,braenu,hapata
910,faulen::V,braenu,traudäs
911,verfaulen::V,pydru,hapata
912,verfaulen::V,dadfeilio,hapata
913,reißen::V,clecian,rebita
914,reißen::V,torri'n glats,rebita
915,versinken::V,suddo,upota
916,vergehen::V,myned heibio,mända
917,vergehen::V,pasio,mända
918,erscheinen::V,ymddangos,ozutadas
919,verschwinden::V,diflannu,hajeta
920,sinken::V,syrthio,väheta
921,sinken::V,syrthio,lasktas
922,abnehmen::V,lleihau,peneta
923,zunehmen::V,cynyddu,ližaduda
924,steigen::V,codi,nousta
925,wachsen::V,tyfu,kazda
926,glänzen::V,disgleirio,loštta
927,funkeln::V,pefrio,hoštta
928,lärmen::V,cadw sŵn,robaita
929,lärmen::V,gwneud twrw,robaita
930,läuten::V,canu,judaita
931,klingeln::V,canu,kelotada
932,klingeln::V,seinio,kelotada
933,klirren::V,tincian,biraita
934,brausen::V,rhuo,bruncta
935,rauschen::V,siffrwd,šobaita
936,rauschen::V,chwithrwd,šobaita
937,klingen::V,seinio,heläita
938,bellen::V,cyfarth,nutta
939,heulen::V,udo,ulaita
940,heulen::V,oernadu,ulaita
941,blasen::V,chwythu,puhuda
942,pfeifen::V,chwibanu,pistta
943,pfeifen::V,chwibanu,vihelta
944,schreien::V,gweiddi,kirkta
945,schreien::V,gweiddi,kidastada
946,schreien::V,bloeddio,kirkta
947,schreien::V,bloeddio,kidastada
948,stöhnen::V,griddfan,ohkta
949,stöhnen::V,griddfan,voivotada
950,zittern::V,crynu,säraita
951,leben::V,byw,eläda
952,geboren werden::V,cael eich geni,sünduda
953,atmen::V,anadlu,henktä
954,trinken::V,yfed,joda
955,essen::V,bwyta,söda
956,schlucken::V,llyncu,lainata
957,müde werden::V,blino,väzuda
958,müde werden::V,blino,šuštuda
959,einschlafen::V,mynd i gysgu,uinota
960,einschlafen::V,syrthio i gysgu,uinota
961,schlafen::V,huno,magata
962,schlafen::V,huno,nukkuda
963,schlafen::V,cysgu,magata
964,schlafen::V,cysgu,nukkuda
965,aufwachen::V,dihuno,heraštuda
966,aufstehen::V,codi,nousta
967,sich erholen::V,ymlacio,lebaitas
968,sich erholen::V,dadflino,lebaitas
969,krank werden::V,mynd yn sâl,läžegata
970,krank werden::V,mynd yn wael,läžegata
971,krank sein::V,gwaelu,läžuda
972,schmerzen::V,brifo,kibištada
973,husten::V,pesychu,rügda
974,genesen::V,gwella,tervehtuda
975,genesen::V,cael yn ôl,tervehtuda
976,sterben::V,marw,kolda
977,umkommen::V,trengi,kolda
978,sich bewegen::V,symud,likkuda
979,sich rühren::V,syflyd,likahtada
980,sich rühren::V,syflyd,kubahtada
981,sich erheben::V,codi,nousta
982,sich setzen::V,eistedd,išttas
983,hinfallen::V,cwympo,langeta
984,laufen::V,cerdded,kävuda
985,schreiten::V,camu,astta
986,schreiten::V,camu,haškta
987,spazierengehen::V,mynd am dro,kävelta
988,eilen::V,rhuthro,kiruhtada
989,sich beeilen::V,brysio,kiruhtada
990,sausen::V,rhuthro,fun'urta
991,rennen::V,rhedeg,joksta
992,springen::V,llamu,hüptä
993,springen::V,neidio,hüptä
994,klettern::V,dringo,libuda
995,schaukeln::V,siglo,čibuda
996,kriechen::V,cropian,ličtas
997,schwimmen::V,nofio,ujuda
998,tauchen::V,plymio,čukautas
999,tauchen::V,ymsuddo,čukautas
1000,rudern::V,rhwyfo,souta
1001,fahren::V,gyrru,ajada
1002,fahren::V,gyrru,ajelda
1003,fahren::V,dreifio,ajada
1004,fahren::V,dreifio,ajelda
1005,fliegen::V,hedfan,leta
1006,gehen::V,mynd,mända
1007,gehen::V,mynd,kävuda
1008,weggehen::V,mynd,päzda
1009,weggehen::V,mynd,lähtta
1010,weggehen::V,ymadael,päzda
1011,weggehen::V,ymadael,lähtta
1012,abfahren::V,ymadael,tönduda
1013,anhalten::V,stopio,seižutadas
1014,hineingehen::V,mynd i mewn,mända südäimehe
1015,eintreten::V,mynd i,tulda
1016,kommen::V,dod,tulda
1017,ankommen::V,cyrraedd,tulda
1018,zurückkommen::V,dychwelyd,pörtas
1019,bleiben::V,aros,jäda
1020,bleiben::V,sefyll,jäda
1021,warten::V,aros,varastada
1022,warten::V,disgwyl,varastada
1023,erwarten::V,disgwyl,varastada
1024,suchen::V,chwilio am,ectä
1025,finden::V,darganfod,löuta
1026,versuchen::V,profi,ladida
1027,versuchen::V,profi,rohkaita
1028,versuchen::V,ceisio,ladida
1029,versuchen::V,ceisio,rohkaita
1030,vorbereiten::V,paratoi,vaumita
1031,lieben::V,caru,armastada
1032,mögen::V,hoffi,navedida
1033,lachen::V,chwerthin,nagrda
1034,rühren::V,cynhyrfu,likutada
1035,weinen::V,wylo,itkta
1036,weinen::V,llefain,itkta
1037,schimpfen::V,grwgnach,laidas
1038,schimpfen::V,grwgnach,pačatada
1039,sich ärgern::V,gofidio,rändüda
1040,sich fürchten::V,ofni,varaita
1041,fürchten::V,arswydo,varaita
1042,fliehen::V,ffoi,pageta
1043,flüchten::V,dianc,pageta
1044,flüchten::V,dianc,joksta
1045,sehen::V,gweld,nähta
1046,anschauen::V,syllu,kacta
1047,anschauen::V,edrych,kacta
1048,ansehen::V,gwylio,kacta
1049,hören::V,clywed,kulda
1050,zuhören::V,gwrando,kundeltas
1051,probieren::V,profi,mujada
1052,riechen::V,arogli,rižada
1053,fühlen::V,teimlo,mujada
1054,fühlen::V,clywed,mujada
1055,scheinen::V,ymddangos,näguda
1056,zu sehen sein::V,dod i'r golwg,näguda
1057,vernehmen::V,clywed sôn am,kulištada
1058,frieren::V,bod yn oer,kül'mdä
1059,tun::V,gwneud,tehta
1060,können::V,gallu,voida
1061,können::V,gallu,mahtta
1062,wollen::V,bod mewn angen,himoita
1063,wollen::V,bod mewn angen,tahtoida
1064,anfangen::V,dechrau,zavottä
1065,anfangen::V,dechrau,augotada
1066,beenden::V,darfod,loptä
1067,beenden::V,gorffen,loptä
1068,aufhören::V,peidio,loptas
1069,gelingen::V,llwyddo,lähtta
1070,gelingen::V,llwyddo,tehtas
1071,geraten::V,diweddu,tulda
1072,öffnen::V,agor,avaita
1073,schließen::V,cau,saubata
1074,stellen::V,gosod,panda
1075,stellen::V,gosod,seižutada
1076,setzen::V,gosod,ištutada
1077,legen::V,gosod,panda
1078,berühren::V,cyffwrdd,koskta
1079,berühren::V,cyffwrdd,käziduda
1080,verbinden::V,cysylltu,ühtenzoitta
1081,bedecken::V,gorchuddio,katta
1082,bedecken::V,gorchuddio,peitta
1083,aufhängen::V,crogi,riputada
1084,aufhängen::V,hongian,riputada
1085,anzünden::V,cynnau,sütutada
1086,aufheben::V,codi,leta
1087,zurücklassen::V,gadael,jätta
1088,verlieren::V,colli,kadotada
1089,fallen lassen::V,gollwng,kirbotada
1090,machen::V,gwneud,säta
1091,machen::V,gwneud,tehta
1092,herstellen::V,cynhyrchu,tehta
1093,bauen::V,adeiladu,leta
1094,bauen::V,adeiladu,sauda
1095,reparieren::V,trwsio,koheta
1096,reparieren::V,atgyweirio,koheta
1097,verbessern::V,diwygio,paremboita
1098,ändern::V,altro,vajehtada
1099,graben::V,palu,kaida
1100,graben::V,palu,čongoida
1101,graben::V,cloddio,kaida
1102,graben::V,cloddio,čongoida
1103,beugen::V,plygu,koverta
1104,biegen::V,plygu,painda
1105,drehen::V,troelli,punotada
1106,wenden::V,troi,käta
1107,wenden::V,troi,kärauta
1108,umdrehen::V,troi,käta
1109,heben::V,codi,leta
1110,hochheben::V,dyrchafu,libutada
1111,ergreifen::V,gafael,tabata
1112,halten::V,dal,pidada
1113,drücken::V,pwyso,painda
1114,drücken::V,gwasgu,painda
1115,schieben::V,gwthio,žigutada
1116,kratzen::V,crafu,künstä
1117,lecken::V,llyfu,nolda
1118,beißen::V,cnoi,purda
1119,beißen::V,cnoi,hambastada
1120,beißen::V,brathu,purda
1121,beißen::V,brathu,hambastada
1122,abreißen::V,tynnu ymaith,ratketa
1123,abschneiden::V,torri,čapata
1124,abschneiden::V,torri,leikata
1125,binden::V,clymu,sidoda
1126,stecken::V,plannu,čokaita
1127,brechen::V,torri,katkaita
1128,klopfen::V,taro,kolkotada
1129,hauen::V,taro,löda
1130,kleben::V,gludio,klejata
1131,reiben::V,rhwbio,hosta
1132,reiben::V,rhwbio,törkita
1133,reiben::V,rhwbio,jorotada
1134,streichen::V,taenu,voita
1135,schleifen::V,hogi,hijoida
1136,schleifen::V,hogi,teravzoitta
1137,schneiden::V,torri,leikata
1138,rütteln::V,ysgytio,heilutada
1139,schütteln::V,siglo,pudištada
1140,schütteln::V,ysgwyd,pudištada
1141,schwenken::V,siglo,maihutada
1142,schütten::V,tywallt,valada
1143,füllen::V,llenwi,täutta
1144,einwickeln::V,lapio,kärdä
1145,tragen::V,cludo,kantta
1146,tragen::V,cludo,kandišta
1147,schleppen::V,llusgo,vedätada
1148,ziehen::V,tynnu,vedada
1149,aufbewahren::V,cadw,kaita
1150,werfen::V,taflu,čuta
1151,werfen::V,taflu,tactä
1152,fangen::V,dal,püta
1153,packen::V,cipio,tabata
1154,packen::V,crafangu,tabata
1155,verstecken::V,celu,peitta
1156,verstecken::V,cuddio,peitta
1157,teilen::V,rhannu,jagada
1158,schicken::V,anfon,oigeta
1159,bringen::V,dod â,veda
1160,hinzufügen::V,chwanegu,ližata
1161,bekommen::V,cael,sada
1162,erhalten::V,derbyn,sada
1163,nehmen::V,cymryd,otta
1164,wählen::V,dewis,valita
1165,auswählen::V,dethol,valita
1166,bewahren::V,cadw,kaita
1167,behindern::V,atal,telustada
1168,behindern::V,rhwystro,telustada
1169,verderben::V,difetha,travida
1170,beschädigen::V,niweidio,satatada
1171,zerbrechen::V,torri,mureta
1172,zerreißen::V,rhwygo,rebitada
1173,zerstören::V,dinistrio,mureta
1174,verbrennen::V,llosgi,poltta
1175,geben::V,rhoi,antta
1176,reichen::V,estyn,antta
1177,schenken::V,rhoddi,lahjoita
1178,versprechen::V,addo,toivotada
1179,wünschen::V,dymuno,toivotada
1180,loben::V,canmol,kitta
1181,küssen::V,cusanu,tervehtada
1182,wiegen::V,siglo,likutada
1183,zudecken::V,gorchuddio,katta
1184,wecken::V,deffro,noustatada
1185,zeigen::V,dangos,ozutada
1186,führen::V,arwain,astutada
1187,lehren::V,dysgu,opeta
1188,unterrichten::V,hyfforddi,opeta
1189,aufziehen::V,dod i fyny,kazvatada
1190,leiten::V,arwain,ohjata
1191,antreiben::V,annog,rigehtoitta
1192,lassen::V,gadael,käskta
1193,einladen::V,gwahodd,kucta
1194,vereinigen::V,uno,ühtenzoitta
1195,vereinigen::V,cyfuno,ühtenzoitta
1196,besuchen::V,ymweld â,rižada
1197,treffen::V,cwrdd,vastata
1198,treffen::V,cyfarfod,vastata
1199,sich versammeln::V,casglu,kägeta
1200,sich versammeln::V,casglu,sätas
1201,sich versammeln::V,cynnull,kägeta
1202,sich versammeln::V,cynnull,sätas
1203,spielen::V,chwarae,väta
1204,singen::V,canu,pajatada
1205,tanzen::V,dawnsio,kargaita
1206,sich trennen::V,ymwahanu,erigata
1207,verlassen::V,gadael,jätta
1208,retten::V,achub,päzutada
1209,bewachen::V,gwarchod,varjoita
1210,schützen::V,noddi,kaita
1211,verteidigen::V,amddiffyn,kaita
1212,sich schlagen::V,ffraeo,torata
1213,sich schlagen::V,terfysgu,torata
1214,schießen::V,saethu,ampta
1215,siegen::V,ennill,vägestada
1216,ärgern::V,cythruddo,verdutada
1217,ärgern::V,cythruddo,rändütada
1218,schlagen::V,curo,löda
1219,schlagen::V,curo,iškta
1220,treten::V,cicio,peksta
1221,treten::V,cicio,topsta
1222,stechen::V,pigo,pystiä
1223,stoßen::V,gwthio,iškta
1224,stoßen::V,gwthio,pudištada
1225,stehlen::V,dwyn,vargastada
1226,stehlen::V,lladrata,vargastada
1227,stören::V,aflonyddu,keskustada
1228,belästigen::V,trafferthu,tartuteldas
1229,verbergen::V,cuddio,katelda
1230,täuschen::V,twyllo,manitada
1231,betrügen::V,hocedu,manitada
1232,töten::V,lladd,rikta
1233,töten::V,lladd,surmita
1234,wohnen::V,byw,eläda
1235,arbeiten::V,gweithio,rata
1236,sammeln::V,casglu,kogota
1237,pflücken::V,casglu,poimda
1238,jagen::V,hela,mecata
1239,fischen::V,pysgota,kalatada
1240,fassen::V,dal,tabata
1241,hüten::V,bugeilio,paimeta
1242,treiben::V,gyrru,ajada
1243,anbinden::V,clymu,küttestada
1244,anbinden::V,clymu,sidoda
1245,füttern::V,porthi,sötta
1246,melken::V,godro,lüpsta
1247,hacken::V,torri,sauda
1248,gießen::V,dyfrhau,valada
1249,reifen::V,aeddfedu,küpseta
1250,zubereiten::V,coginio,vaumištada
1251,kochen::V,berwi,keitta
1252,backen::V,pobi,paštta
1253,backen::V,crasu,paštta
1254,braten::V,ffrio,žarda
1255,umrühren::V,cyffroi,segoitada
1256,stricken::V,gwau,kudoda
1257,nähen::V,gwnïo,ombelta
1258,färben::V,lliwio,mujutada
1259,reinigen::V,glanhau,puhtastada
1260,waschen::V,golchi,pesta
1261,abwischen::V,sychu,pühktä
1262,spülen::V,streulio,huhtoida
1263,fegen::V,ysgubo,pühkta
1264,kehren::V,ysgubo,uhoita
1265,baden::V,cael bath,kül'ptäs
1266,sich waschen::V,ymolchi,pestas
1267,ausziehen::V,tynnu,riičta
1268,ausziehen::V,tynnu,rušta
1269,anziehen::V,gwisgo,panda päle
1270,anziehen::V,gwisgo,panda kädehe
1271,anziehen::V,gwisgo,panda jaugha
1272,sich anziehen::V,ymwisgo,sobdas
1273,kämmen::V,cribo,harjata
1274,schmücken::V,harddu,čomitada
1275,schmücken::V,addurno,čomitada
1276,sagen::V,dweud,sanuda
1277,sprechen::V,llefaru,pagišta
1278,reden::V,siarad,pagišta
1279,sich unterhalten::V,sgwrsio,lodaita
1280,fragen::V,gofyn,küzuda
1281,bitten::V,gofyn am,pakita
1282,erzählen::V,dweud,sanuda
1283,erzählen::V,dweud,starinoita
1284,mitteilen::V,cyfleu,tedotada
1285,nennen::V,enwi,nimitada
1286,rufen::V,galw,kucta
1287,prahlen::V,brolio,kittäs
1288,prahlen::V,ymffrostio,kittäs
1289,übersetzen::V,cyfieithu,käta
1290,denken::V,meddwl,meletada
1291,glauben::V,credu,uskta
1292,glauben::V,coelio,uskta
1293,bemerken::V,sylwi,homaita
1294,erkennen::V,adnabod,tundištada
1295,begreifen::V,amgyffred,tabata
1296,verstehen::V,deall,el'geta
1297,verstehen::V,deall,toimetada
1298,lernen::V,dysgu,opetas
1299,wissen::V,gwybod,teta
1300,sich erinnern an::V,cofio,johtutada
1301,vergessen::V,anghofio,unohtada
1302,messen::V,mesur,märita
1303,zählen::V,cyfrif,lugeda
1304,rechnen::V,cyfrifo,lugeda
1305,lesen::V,darllen,lugeda
1306,malen::V,peintio,pirta
1307,zeichnen::V,tynnu,pirta
1308,schreiben::V,ysgrifennu,kirjutada
1309,besitzen::V,meddu,omištada
1310,kaufen::V,prynu,ostta
1311,verkaufen::V,gwerthu,möda
1312,bezahlen::V,talu am,maksta
1313,zahlen::V,talu,maksta
1314,beherrschen::V,rheoli,valdoita
1315,beherrschen::V,llywodraethu,valdoita
1316,ertragen::V,dioddef,tirpta
