,Concept_ID,bg,nl
865,sehr::ADV,много,zeer
866,sehr::ADV,твърде,erg
867,sehr::ADV,твърде,zeer
868,so::ADV,тъй,zo
869,so::ADV,така,zo
870,noch::ADV,още,nog
871,nur::ADV,само,maar
872,nur::ADV,само,alleen
873,schon::ADV,вече,al
874,schon::ADV,вече,reeds
875,wieder::ADV,пак,weer
876,wieder::ADV,пак,terug
877,wieder::ADV,отново,weer
878,wieder::ADV,отново,terug
879,vergebens::ADV,напразно,vergeefs
880,vergebens::ADV,напразно,tevergeefs
881,vor::PRP,пред,voor
882,hinter::PRP,зад,achter
883,unter::PRP,под,onder
884,unter::PRP,под,beneden
885,durch::PRP,през,door
886,neben::PRP,до,naast
887,neben::PRP,при,naast
888,zwischen::PRP,между,tussen
889,zwischen::PRP,помежду,tussen
890,wegen::PRP,заради,wegens
891,wegen::PRP,заради,vanwege
892,dies::PRN,този,dit
893,das::PRN,туй,dat
894,das::PRN,това,dat
895,alles::PRN,всичко,alles
896,ich::PRN,аз,ik
897,du::PRN,ти,je
898,du::PRN,ти,jij
899,er::PRN,той,hij
900,wir::PRN,ние,we
901,wir::PRN,ние,wij
902,ihr::PRN,вие,jullie
903,sie::PRN,те,ze
904,sie::PRN,те,zij
905,was::FPRN,що,wat
906,was::FPRN,какво,wat
907,wer::FPRN,кой,wie
908,wo::FADV,къде,waar
909,wohin::FADV,накъде,waarheen
910,wohin::FADV,накъдето,waarheen
911,wie::FADV,как,hoe
912,warum::FADV,защо,waarom
913,wieviel::FNUM,колко,hoeveel
914,eins::NUM,един,één
915,zwei::NUM,два,twee
916,drei::NUM,три,drie
917,vier::NUM,четири,vier
918,fünf::NUM,пет,vijf
919,sechs::NUM,шест,zes
920,sieben::NUM,седем,zeven
921,acht::NUM,осем,acht
922,neun::NUM,девет,negen
923,zehn::NUM,десет,tien
924,elf::NUM,единайсет,elf
925,elf::NUM,единадесет,elf
926,zwölf::NUM,дванайсет,twaalf
927,zwölf::NUM,дванадесет,twaalf
928,zwanzig::NUM,двайсет,twintig
929,zwanzig::NUM,двадесет,twintig
930,dreißig::NUM,тридесет,dertig
931,vierzig::NUM,четиридесет,veertig
932,fünfzig::NUM,петдесет,vijftig
933,sechzig::NUM,шестдесет,zestig
934,siebzig::NUM,седемдесет,zeventig
935,achtzig::NUM,осемдесет,tachtig
936,neunzig::NUM,деветдесет,negentig
937,hundert::NUM,сто,honderd
938,tausend::NUM,хиляда,duizend
939,und::CNJ,а,en
940,und::CNJ,та,en
941,oder::CNJ,или,of
942,stehen::V,стоя,staan
943,sitzen::V,седя,zitten
944,liegen::V,лежа,liggen
945,hängen::V,вися,hangen
946,werden::V,бъда,worden
947,werden::V,стана,worden
948,passieren::V,случа се,gebeuren
949,beginnen::V,започна,beginnen
950,enden::V,свърша,eindigen
951,wechseln::V,променям,wijzigen
952,wechseln::V,променям,veranderen
953,aufgehen[Sonne]::V,изгрея,opgaan
954,untergehen[Sonne]::V,заляза,ondergaan
955,scheinen[Sonne]::V,грея,schijnen
956,scheinen[Sonne]::V,светя,schijnen
957,donnern::V,гърмя,donderen
958,wehen::V,вея,waaien
959,wehen::V,духам,waaien
960,strömen::V,тека,stromen
961,strömen::V,лея се,stromen
962,fließen::V,тека,vloeien
963,sich drehen::V,въртя се,draaien
964,sich drehen::V,въртя се,zich draaien
965,schwanken::V,клатя се,wankelen
966,schwingen::V,трептя,zwieren
967,fallen::V,падам,vallen
968,brennen::V,горя,branden
969,rauchen::V,димя,roken
970,regnen::V,вали дъжд,regenen
971,gefrieren::V,замръзна,bevriezen
972,tauen::V,топя се,dooien
973,schmelzen::V,разтопя се,smelten
974,trocknen::V,съхна,drogen
975,sieden::V,вря,koken
976,sieden::V,вря,zieden
977,sieden::V,кипя,koken
978,sieden::V,кипя,zieden
979,faulen::V,гния,rotten
980,verfaulen::V,изгния,verrotten
981,reißen::V,напукам се,scheuren
982,versinken::V,потъна,verzinken
983,vergehen::V,минавам,vergaan
984,erscheinen::V,явя се,opdagen
985,erscheinen::V,явя се,verschijnen
986,verschwinden::V,изчезна,verdwijnen
987,sinken::V,падна,zinken
988,abnehmen::V,отслабна,afnemen
989,abnehmen::V,отслабна,verminderen
990,zunehmen::V,нарасна,toenemen
991,steigen::V,увелича се,stijgen
992,steigen::V,увелича се,omhooggaan
993,steigen::V,покачвам се,stijgen
994,steigen::V,покачвам се,omhooggaan
995,wachsen::V,раста,groeien
996,glänzen::V,лъщя,glanzen
997,glänzen::V,лъщя,schitteren
998,glänzen::V,блестя,glanzen
999,glänzen::V,блестя,schitteren
1000,funkeln::V,искря,fonkelen
1001,lärmen::V,шумя,lawaai maken
1002,läuten::V,звъня,luiden
1003,klingeln::V,звъня,bellen
1004,klirren::V,звънтя,rinkelen
1005,klirren::V,дрънкам,rinkelen
1006,brausen::V,буча,bruisen
1007,rauschen::V,шумя,ruisen
1008,klingen::V,звуча,klinken
1009,bellen::V,лая,blaffen
1010,heulen::V,вия,huilen
1011,heulen::V,рева,huilen
1012,blasen::V,духна,blazen
1013,pfeifen::V,свиря,fluiten
1014,schreien::V,крещя,gillen
1015,schreien::V,крещя,schreeuwen
1016,stöhnen::V,стена,steunen
1017,stöhnen::V,пъшкам,steunen
1018,zittern::V,треперя,beven
1019,zittern::V,треперя,sidderen
1020,leben::V,живея,leven
1021,geboren werden::V,родя се,geboren worden
1022,atmen::V,дишам,ademen
1023,trinken::V,пия,drinken
1024,essen::V,ям,eten
1025,schlucken::V,гълтам,slikken
1026,müde werden::V,уморя се,moe worden
1027,einschlafen::V,заспя,inslapen
1028,schlafen::V,спя,slapen
1029,aufwachen::V,събудя се,ontwaken
1030,aufwachen::V,събудя се,wakker worden
1031,aufstehen::V,стана,opstaan
1032,sich erholen::V,отдъхвам си,zich ontspannen
1033,krank werden::V,заболея,ziek worden
1034,krank sein::V,боледувам,ziek zijn
1035,schmerzen::V,боля,pijn doen
1036,husten::V,кашлям,hoesten
1037,genesen::V,оздравея,genezen
1038,sterben::V,умра,sterven
1039,sterben::V,умра,overlijden
1040,umkommen::V,загина,omkomen
1041,sich bewegen::V,движа се,zich bewegen
1042,sich bewegen::V,мърдам се,zich bewegen
1043,sich rühren::V,движа се,zich verroeren
1044,sich erheben::V,стана,oprijzen
1045,sich erheben::V,стана,verrijzen
1046,sich setzen::V,седна,gaan zitten
1047,hinfallen::V,падна,vallen
1048,hinfallen::V,падна,neervallen
1049,laufen::V,ходя,lopen
1050,schreiten::V,крача,stappen
1051,schreiten::V,крача,schrijden
1052,spazierengehen::V,разхождам се,gaan wandelen
1053,eilen::V,бързам,ijlen
1054,eilen::V,бързам,haasten
1055,sich beeilen::V,побързам,zich haasten
1056,sausen::V,тичам,stuiven
1057,rennen::V,бягам,rennen
1058,springen::V,скачам,springen
1059,klettern::V,катеря се,klimmen
1060,klettern::V,катеря се,klauteren
1061,schaukeln::V,люлея се,schommelen
1062,kriechen::V,лазя,kruipen
1063,kriechen::V,пълзя,kruipen
1064,schwimmen::V,плувам,zwemmen
1065,tauchen::V,гмуркам се,duiken
1066,rudern::V,греба,roeien
1067,fahren::V,пътувам,rijden
1068,fliegen::V,летя,vliegen
1069,fliegen::V,хвърча,vliegen
1070,gehen::V,ида,gaan
1071,gehen::V,вървя,gaan
1072,weggehen::V,отида си,weggaan
1073,abfahren::V,отпътувам,vertrekken
1074,anhalten::V,спра се,stoppen
1075,anhalten::V,спра се,stilhouden
1076,hineingehen::V,влизам,ingaan
1077,hineingehen::V,влизам,binnengaan
1078,eintreten::V,вляза,binnenkomen
1079,kommen::V,ида,komen
1080,kommen::V,дойда,komen
1081,ankommen::V,пристигна,aankomen
1082,zurückkommen::V,върна се,terugkomen
1083,bleiben::V,остана,blijven
1084,warten::V,чакам,wachten
1085,erwarten::V,очаквам,verwachten
1086,suchen::V,търся,zoeken
1087,finden::V,намеря,vinden
1088,versuchen::V,опитам,proberen
1089,versuchen::V,опитам,beproeven
1090,vorbereiten::V,подготвя,voorbereiden
1091,lieben::V,любя,houden van
1092,mögen::V,обичам,lusten
1093,mögen::V,обичам,houden van
1094,lachen::V,смея се,lachen
1095,rühren::V,трогна,roeren
1096,weinen::V,плача,huilen
1097,weinen::V,плача,schreien
1098,schimpfen::V,ругая,kijven
1099,schimpfen::V,ругая,schelden
1100,schimpfen::V,псувам,kijven
1101,schimpfen::V,псувам,schelden
1102,sich ärgern::V,ядосам се,zich ergeren
1103,sich fürchten::V,боя се,bang zijn
1104,sich fürchten::V,страхувам се,bang zijn
1105,fürchten::V,боя се от,vrezen
1106,fürchten::V,страхувам се от,vrezen
1107,fliehen::V,бягам,vluchten
1108,flüchten::V,бягам,ontsnappen
1109,flüchten::V,бягам,ontkomen
1110,flüchten::V,избягам,ontsnappen
1111,flüchten::V,избягам,ontkomen
1112,sehen::V,видя,zien
1113,anschauen::V,гледам,aankijken
1114,ansehen::V,поглеждам,aanzien
1115,ansehen::V,поглеждам,bekijken
1116,hören::V,чувам,horen
1117,zuhören::V,слушам,luisteren
1118,probieren::V,опитам,proeven
1119,riechen::V,подуша,ruiken
1120,fühlen::V,усещам,voelen
1121,fühlen::V,чувствувам,voelen
1122,scheinen::V,изглеждам,lijken
1123,zu sehen sein::V,виждам се,te zien zijn
1124,vernehmen::V,доловя,vernemen
1125,frieren::V,мръзна,het koud hebben
1126,tun::V,правя,doen
1127,können::V,мога,kunnen
1128,wollen::V,ща,willen
1129,wollen::V,искам,willen
1130,anfangen::V,започна,beginnen
1131,anfangen::V,започна,aanvangen
1132,beenden::V,свърша,beëindigen
1133,beenden::V,завърша,beëindigen
1134,aufhören::V,престана,ophouden
1135,gelingen::V,успея,lukken
1136,gelingen::V,успея,gelukken
1137,gelingen::V,сполуча,lukken
1138,gelingen::V,сполуча,gelukken
1139,geraten::V,удам се,uitvallen
1140,öffnen::V,отворя,openen
1141,öffnen::V,отворя,opendoen
1142,schließen::V,затворя,sluiten
1143,schließen::V,затворя,dichtdoen
1144,stellen::V,поставя,stellen
1145,stellen::V,поставя,plaatsen
1146,setzen::V,туря,zetten
1147,setzen::V,туря,plaatsen
1148,legen::V,сложа,leggen
1149,legen::V,слагам,leggen
1150,berühren::V,докосна,aanraken
1151,verbinden::V,свържа,verbinden
1152,bedecken::V,покрия,bedekken
1153,aufhängen::V,закача,ophangen
1154,anzünden::V,запаля,aansteken
1155,aufheben::V,вдигна,oprapen
1156,aufheben::V,повдигна,oprapen
1157,zurücklassen::V,оставя,achterlaten
1158,verlieren::V,загубя,verliezen
1159,fallen lassen::V,изпусна,laten vallen
1160,machen::V,направя,maken
1161,herstellen::V,произведа,produceren
1162,herstellen::V,произведа,voortbrengen
1163,bauen::V,строя,bouwen
1164,reparieren::V,поправя,repareren
1165,reparieren::V,поправя,herstellen
1166,verbessern::V,подобря,verbeteren
1167,ändern::V,променя,wijzigen
1168,ändern::V,променя,veranderen
1169,graben::V,копая,graven
1170,beugen::V,прегъна,buigen
1171,biegen::V,прегъна,buigen
1172,drehen::V,въртя,draaien
1173,wenden::V,обърна,keren
1174,wenden::V,обърна,wenden
1175,umdrehen::V,обърна,omdraaien
1176,heben::V,вдигам,heffen
1177,heben::V,вдигам,optillen
1178,hochheben::V,издигна,tillen
1179,ergreifen::V,хвана,pakken
1180,ergreifen::V,хвана,grijpen
1181,ergreifen::V,обхвана,pakken
1182,ergreifen::V,обхвана,grijpen
1183,halten::V,държа,houden
1184,drücken::V,натискам,drukken
1185,drücken::V,притискам,drukken
1186,schieben::V,тикам,duwen
1187,schieben::V,тикам,schuiven
1188,kratzen::V,одраскам,krassen
1189,lecken::V,лижа,likken
1190,lecken::V,ближа,likken
1191,beißen::V,хапя,bijten
1192,beißen::V,ухапя,bijten
1193,abreißen::V,откъсна,afrukken
1194,abreißen::V,откъсна,afscheuren
1195,abschneiden::V,отрежа,afsnijden
1196,binden::V,вържа,binden
1197,stecken::V,пъхна,steken
1198,brechen::V,троша,breken
1199,klopfen::V,чукам,kloppen
1200,hauen::V,бия,houwen
1201,kleben::V,лепя,plakken
1202,kleben::V,залепя,plakken
1203,reiben::V,трия,wrijven
1204,reiben::V,търкам,wrijven
1205,streichen::V,намажа,smeren
1206,schleifen::V,остря,slijpen
1207,schneiden::V,режа,snijden
1208,rütteln::V,разтърсвам,schudden
1209,schütteln::V,клатя,schudden
1210,schütteln::V,друсам,schudden
1211,schwenken::V,размахам,wuiven
1212,schwenken::V,размахам,zwaaien
1213,schütten::V,сипя,gieten
1214,schütten::V,сипя,storten
1215,füllen::V,напълня,vullen
1216,einwickeln::V,увия,inwikkelen
1217,einwickeln::V,завия,inwikkelen
1218,tragen::V,нося,dragen
1219,schleppen::V,влача,slepen
1220,ziehen::V,тегля,trekken
1221,ziehen::V,дръпна,trekken
1222,aufbewahren::V,съхраня,bewaren
1223,werfen::V,хвърля,gooien
1224,fangen::V,ловя,vangen
1225,fangen::V,уловя,vangen
1226,packen::V,хвана,pakken
1227,packen::V,хвана,vastpakken
1228,verstecken::V,крия,verstoppen
1229,verstecken::V,скрия,verstoppen
1230,teilen::V,разделя,delen
1231,schicken::V,изпращам,sturen
1232,bringen::V,донеса,brengen
1233,hinzufügen::V,прибавя,toevoegen
1234,bekommen::V,сдобия се,verkrijgen
1235,erhalten::V,получа,krijgen
1236,nehmen::V,взема,nemen
1237,wählen::V,избирам,kiezen
1238,wählen::V,избирам,verkiezen
1239,auswählen::V,избера,uitkiezen
1240,bewahren::V,пазя,bewaren
1241,behindern::V,преча,hinderen
1242,behindern::V,спъвам,hinderen
1243,verderben::V,разваля,bederven
1244,beschädigen::V,повредя,beschadigen
1245,zerbrechen::V,счупя,breken
1246,zerbrechen::V,счупя,stukbreken
1247,zerreißen::V,скъсам,scheuren
1248,zerreißen::V,скъсам,verscheuren
1249,zerstören::V,разруша,vernielen
1250,verbrennen::V,изгоря,branden
1251,verbrennen::V,изгоря,verbranden
1252,geben::V,дам,geven
1253,reichen::V,подам,reiken
1254,reichen::V,подам,aanreiken
1255,schenken::V,подаря,schenken
1256,versprechen::V,обещая,beloven
1257,wünschen::V,желая,wensen
1258,loben::V,хваля,loven
1259,loben::V,хваля,prijzen
1260,küssen::V,целувам,kussen
1261,wiegen::V,люлея,wiegen
1262,zudecken::V,покрия,toedekken
1263,wecken::V,събудя,wekken
1264,zeigen::V,покажа,tonen
1265,zeigen::V,покажа,wijzen
1266,führen::V,водя,voeren
1267,führen::V,заведа,voeren
1268,lehren::V,уча,leren
1269,unterrichten::V,преподавам,onderwijzen
1270,aufziehen::V,отгледам,grootbrengen
1271,leiten::V,ръководя,leiden
1272,leiten::V,управлявам,leiden
1273,antreiben::V,подкарвам,aandrijven
1274,lassen::V,накарам,laten
1275,einladen::V,поканя,uitnodigen
1276,vereinigen::V,съединя,verenigen
1277,besuchen::V,посетя,bezoeken
1278,treffen::V,срещна,treffen
1279,treffen::V,срещна,ontmoeten
1280,sich versammeln::V,събера се,zich verzamelen
1281,spielen::V,играя,spelen
1282,singen::V,пея,zingen
1283,tanzen::V,танцувам,dansen
1284,sich trennen::V,разделя се,van elkaar gaan
1285,verlassen::V,напусна,verlaten
1286,retten::V,спася,redden
1287,bewachen::V,охранявам,bewaken
1288,schützen::V,запазя,beschermen
1289,verteidigen::V,защитя,verdedigen
1290,sich schlagen::V,бия се,knokken
1291,schießen::V,стрелям,schieten
1292,siegen::V,победя,overwinnen
1293,ärgern::V,ядосам,ergeren
1294,schlagen::V,бия,slaan
1295,schlagen::V,ударя,slaan
1296,treten::V,ритам,trappen
1297,treten::V,ритам,schoppen
1298,stechen::V,бодна,steken
1299,stechen::V,бодна,prikken
1300,stoßen::V,бутна,stoten
1301,stoßen::V,блъсна,stoten
1302,stören::V,смутя,storen
1303,stören::V,смутя,verstoren
1304,belästigen::V,отегча,lastig vallen
1305,belästigen::V,безпокоя,lastig vallen
1306,verbergen::V,скрия,verbergen
1307,täuschen::V,измамя,misleiden
1308,betrügen::V,измамя,bedriegen
1309,töten::V,убия,doden
1310,töten::V,умъртвя,doden
1311,wohnen::V,живея,wonen
1312,arbeiten::V,работя,werken
1313,sammeln::V,събера,inzamelen
1314,sammeln::V,събера,verzamelen
1315,pflücken::V,бера,plukken
1316,pflücken::V,откъсна,plukken
1317,jagen::V,ловувам,jagen
1318,fischen::V,ловя риба,vissen
1319,fassen::V,хвана,vangen
1320,hüten::V,пазя,hoeden
1321,treiben::V,карам,drijven
1322,anbinden::V,завържа,vastbinden
1323,füttern::V,храня,voeren
1324,melken::V,доя,melken
1325,hacken::V,сека,hakken
1326,gießen::V,полея,gieten
1327,reifen::V,узрея,rijpen
1328,zubereiten::V,приготвя,klaarmaken
1329,zubereiten::V,приготвя,toebereiden
1330,kochen::V,варя,koken
1331,backen::V,пека,bakken
1332,braten::V,пържа,braden
1333,umrühren::V,разбъркам,omroeren
1334,stricken::V,плета,breien
1335,nähen::V,шия,naaien
1336,färben::V,боядисам,verven
1337,färben::V,боядисам,kleuren
1338,reinigen::V,почистя,reinigen
1339,waschen::V,мия,wassen
1340,waschen::V,пера,wassen
1341,abwischen::V,избърша,afvegen
1342,spülen::V,плакна,spoelen
1343,spülen::V,плакна,afwassen
1344,fegen::V,измета,vegen
1345,kehren::V,мета,vegen
1346,baden::V,къпя се,baden
1347,sich waschen::V,мия се,zich wassen
1348,ausziehen::V,съблека,uittrekken
1349,anziehen::V,облека,aantrekken
1350,sich anziehen::V,облека се,zich aankleden
1351,kämmen::V,реша,kammen
1352,kämmen::V,вчеша,kammen
1353,schmücken::V,накича,tooien
1354,sagen::V,кажа,zeggen
1355,sprechen::V,говоря,spreken
1356,reden::V,говоря,praten
1357,sich unterhalten::V,разговарям,zich onderhouden
1358,fragen::V,запитам,vragen
1359,bitten::V,моля,vragen
1360,bitten::V,моля,verzoeken
1361,erzählen::V,разкажа,vertellen
1362,mitteilen::V,съобщя,meedelen
1363,nennen::V,нарека,noemen
1364,rufen::V,викам,roepen
1365,rufen::V,повикам,roepen
1366,prahlen::V,хваля се,pralen
1367,übersetzen::V,преведа,vertalen
1368,denken::V,мисля,denken
1369,glauben::V,вярвам,geloven
1370,bemerken::V,забележа,bemerken
1371,erkennen::V,позная,herkennen
1372,begreifen::V,схвана,begrijpen
1373,verstehen::V,разбера,verstaan
1374,lernen::V,уча се,leren
1375,wissen::V,зная,weten
1376,sich erinnern an::V,спомня си за,zich herinneren aan
1377,vergessen::V,забравя,vergeten
1378,messen::V,меря,meten
1379,zählen::V,броя,tellen
1380,rechnen::V,сметна,rekenen
1381,lesen::V,чета,lezen
1382,malen::V,рисувам,schilderen
1383,zeichnen::V,рисувам,tekenen
1384,schreiben::V,пиша,schrijven
1385,besitzen::V,имам,bezitten
1386,besitzen::V,притежавам,bezitten
1387,kaufen::V,купя,kopen
1388,kaufen::V,купувам,kopen
1389,verkaufen::V,продам,verkopen
1390,bezahlen::V,заплатя,betalen
1391,zahlen::V,платя,betalen
1392,beherrschen::V,владея,beheersen
1393,ertragen::V,понеса,verdragen
1394,Platte::N,,plaat
1395,Stütze::N,,stut
1396,Stütze::N,,steun
1397,stehlen::V,,stelen
