,Concept_ID,tt,la
220,Silber::N,көмеш,argentum
221,Kohle::N,күмер,carbo
222,Glas::N,пыяла,vitrum
223,Lehm::N,балчык,lutum
224,Sand::N,ком,arena
225,Mensch::N,адәм,homo
226,Mensch::N,инсан,homo
227,Mann::N,ир,vir
228,Frau::N,хатын,mulier
229,Kind::N,бала,puer
230,Kind::N,бала,infans
231,Junge::N,малай,puer
232,Mädchen::N,кыз,puella
233,Familie::N,гаилә,familia
234,Großvater::N,бабай,avus
235,Großmutter::N,әби,avia
236,Eltern::N,ата-ана,parentes
237,Vater::N,ата,pater
238,Mutter::N,ана,mater
239,Sohn::N,ул,filius
240,Tochter::N,кыз,filia
241,Bruder::N,кардәш,frater
242,Schwester::N,апа,soror
243,Schwester::N,сеңел,soror
244,Onkel::N,дәдә,patruus
245,Onkel::N,дәдә,avunculus
246,Onkel::N,дәдәй,patruus
247,Onkel::N,дәдәй,avunculus
248,Tante::N,түти,amita
249,Tante::N,тәтәй,amita
250,Ehemann::N,ир,maritus
251,Ehefrau::N,хатын,uxor
252,Freude::N,сөенеч,gaudium
253,Freude::N,сөенеч,laetitia
254,Gelächter::N,көлү,risus
255,Gelächter::N,көлеш,risus
256,Glück::N,бәхет,felicitas
257,Kummer::N,хәсрәт,aegritudo
258,Wunsch::N,теләк,voluntas
259,Wunsch::N,теләк,desiderium
260,Lust::N,теләк,libido
261,Lust::N,теләк,voluptas
262,Lust::N,теләү,libido
263,Lust::N,теләү,voluptas
264,Geist::N,рух,mens
265,Geist::N,рух,animus
266,Gedanke::N,уй,sententia
267,Gedanke::N,фикер,sententia
268,Gedächtnis::N,хәтер,memoria
269,Verstand::N,акыл,ratio
270,Verstand::N,акыл,ingenium
271,Sinn::N,мәгънә,sensus
272,Grund::N,сәбәп,causa
273,Wahrheit::N,хак,veritas
274,Gespräch::N,әңгәмә,sermo
275,Märchen::N,әкият,fabula
276,Erzählung::N,хикәя,fabula
277,Erzählung::N,хикәя,narratio
278,Nachricht::N,хәбәр,nuntius
279,Neuigkeit::N,яңалык,novitas
280,Name::N,исем,nomen
281,Rätsel::N,табышмак,aenigma
282,Rede::N,нотык,oratio
283,Sprache::N,тел,lingua
284,Stimme::N,тавыш,vox
285,Wort::N,сүз,verbum
286,Wort::N,сүз,vocabulum
287,Zeichen::N,ишарә,signum
288,Ruf::N,дәшү,clamor
289,Lärm::N,шау,strepitus
290,Laut::N,аваз,sonus
291,Ton::N,шалтырату,sonus
292,Lied::N,җыр,carmen
293,Ruhe::N,тынлык,quies
294,Leute::N,халык,homines
295,Volk::N,халык,populus
296,Arbeit::N,эш,labor
297,Arbeit::N,хезмәт,labor
298,Gast::N,кунак,hospes
299,Gast::N,кунак,conviva
300,Geschenk::N,бүләк,munus
301,Spiel::N,уен,ludus
302,Gesellschaft::N,җәмгыять,societas
303,Hilfe::N,ярдәм,auxilium
304,Hilfe::N,ярдәм,subsidium
305,Hilfe::N,булышлык,auxilium
306,Hilfe::N,булышлык,subsidium
307,Freund::N,дус,amicus
308,Kamerad::N,иптәш,socius
309,Angelegenheit::N,эш,res
310,Anzahl::N,микъдар,numerus
311,Art::N,төр,genus
312,Stück::N,кисәк,frustum
313,Stück::N,кисәк,fragmentum
314,Teil::N,өлеш,pars
315,Hälfte::N,ярым,dimidium
316,Kreis::N,түгәрәк,orbis
317,Kreis::N,түгәрәк,circus
318,Kreuz::N,хач,crux
319,Kreuz::N,тәре,crux
320,Linie::N,сызык,linea
321,Strich::N,сызык,lineamentum
322,Abstand::N,ара,intervallum
323,Entfernung::N,ераклык,spatium
324,Gegend::N,урын,loca
325,Gegend::N,урын,regio
326,Platz::N,бушлык,locus
327,Ort::N,урын,locus
328,Seite::N,як,latus
329,Mitte::N,урта,medium
330,Gegenstand::N,нәрсә,res
331,Sache::N,нәрсә,res
332,Rand::N,чит,margo
333,Kante::N,кырый,angulus
334,Ecke::N,почмак,angulus
335,Spitze::N,оч,cacumen
336,Ende::N,азак,caput
337,Loch::N,тишек,foramen
338,Winkel::N,почмак,angulus
339,Muster::N,парча,exemplum
340,Größe::N,зурлык,magnitudo
341,Länge::N,озынлык,longitudo
342,Höhe::N,биеклек,altitudo
343,Gewicht::N,авырлык,pondus
344,Menge::N,микъдар,copia
345,Haufen::N,өем,acervus
346,Reihe::N,рәт,ordo
347,Boot::N,каек,navicula
348,Boot::N,көймә,navicula
349,Ruder::N,ишкәк,remus
350,Schlitten::N,чана,sclodia
351,Ski::N,чаңгы,narta
352,Lagerfeuer::N,костёр,ignis
353,Last::N,йөк,onus
354,Gang::N,йөреш,cursus
355,Schritt::N,адым,gradus
356,Norden::N,төньяк,septentriones
357,Süden::N,көньяк,meridies
358,Westen::N,көнбатыш,occidens
359,Osten::N,шәрык,oriens
360,Osten::N,көнчыгыш,oriens
361,Holz::N,агач,lignum
362,Brett::N,такта,tabula
363,Platte::N,плитә,lamina
364,Stütze::N,таяу,adminiculum
365,Stange::N,колга,pertica
366,Stock::N,таяк,baculum
367,Stab::N,таяк,scipio
368,Rohr::N,торба,tubus
369,Haus::N,өй,aedes
370,Haus::N,йорт,aedes
371,Heim::N,гаилә,domicilium
372,Heim::N,нәсел,domicilium
373,Ofen::N,мич,fornax
374,Fußboden::N,идән,solum
375,Tisch::N,өстәл,mensa
376,Stuhl::N,утыргыч,sella
377,Wiege::N,бишек,cunae
378,Bett::N,ятак,lectus
379,Bett::N,урын-җир,lectus
380,Regal::N,киштә,foruli
381,Regal::N,шүрлек,foruli
382,Kiste::N,әрҗә,cista
383,Fenster::N,тәрәзә,fenestra
384,Tür::N,ишек,ianua
385,Tor::N,капка,porta
386,Zaun::N,койма,saepes
387,Dach::N,түбә,tectum
388,Leiter::N,баскыч,scalae
389,Besen::N,себерке,scopae
390,Spaten::N,көрәк,pala
391,Schaufel::N,көрәк,pala
392,Gabel::N,чәннечке,fuscinula
393,Löffel::N,кашык,coclear
394,Messer::N,пычак,culter
395,Nagel::N,кадак,clavus
396,Netz::N,челтәр,rete
397,Haken::N,ыргак,hamus
398,Griff::N,тотка,manubrium
399,Schloss::N,йозак,claustra
400,Bild::N,рәсем,tabula
401,Bild::N,рәсем,pictura
402,Bild::N,картина,tabula
403,Bild::N,картина,pictura
404,Figur::N,сын,statunculum
405,Figur::N,фигура,statunculum
406,Puppe::N,курчак,pupa
407,Beutel::N,луза,sacculus
408,Bündel::N,бәйләм,fascis
409,Tasche::N,букча,sacculus
410,Eimer::N,чиләк,situla
411,Deckel::N,капкач,operculum
412,Geschirr::N,савыт-саба,vasa
413,Geschirr::N,кашык-аяк,vasa
414,Sack::N,капчык,saccus
415,Tasse::N,чынаяк,pocillum
416,Topf::N,чүлмәк,olla
417,Kessel::N,казан,aenum
418,Essen::N,ашау,cena
419,Nahrung::N,азык,cibus
420,Nahrung::N,азык,alimenta
421,Nahrung::N,тәгам,cibus
422,Nahrung::N,тәгам,alimenta
423,Nahrung::N,ашамлык,cibus
424,Nahrung::N,ашамлык,alimenta
425,Speise::N,ризык,cibus
426,Fleisch::N,ит,caro
427,Getreide::N,ашлык,frumentum
428,Brei::N,ботка,puls
429,Brot::N,ипи,panis
430,Brot::N,икмәк,panis
431,Scheibe::N,телем,frustum
432,Fett::N,май,pingue
433,Butter::N,май,butȳrum
434,Öl::N,май,oleum
435,Salz::N,тоз,sal
436,Suppe::N,шулпа,ius
437,Honig::N,бал,mel
438,Milch::N,сөт,lac
439,Tee::N,чәй,thea
440,Leder::N,күн,corium
441,Wolle::N,йон,lana
442,Stoff::N,тукыма,textum
443,Nadel::N,энә,acus
444,Faden::N,җеп,filum
445,Knopf::N,төймә,bulla
446,Knoten::N,төен,nodus
447,Farbe::N,буяу,pigmentum
448,Kleidung::N,кием,vestimenta
449,Hemd::N,күлмәк,tunica
450,Kragen::N,яка,collare
451,Ärmel::N,җиң,manica
452,Hose::N,чалбар,bracae
453,Gürtel::N,билбау,cingulum
454,Mütze::N,бүрек,pilleus
455,Schuh::N,башмак,calceus
456,Stiefel::N,итек,pero
457,Stiefel::N,итек,caliga
458,Ring::N,балдак,anulus
459,Band::N,тасма,redimiculum
460,Kamm::N,тарак,pecten
461,Spiegel::N,көзге,speculum
462,Riemen::N,каеш,lorum
463,Schnur::N,бау,linum
464,Leine::N,тезген,retinaculum
465,Decke::N,юрган,lodix
466,Kissen::N,мендәр,pulvinus
467,Tuch::N,яулык,velum
468,Handtuch::N,сөлгә,mantele
469,Kraft::N,егәр,vis
470,Kraft::N,дәрман,vis
471,Stärke::N,көч,robur
472,Stärke::N,дәрман,robur
473,Gesundheit::N,саулык,valetudo
474,Krankheit::N,чир,morbus
475,Krankheit::N,хаста,morbus
476,Krankheit::N,сырхау,morbus
477,Schmerz::N,авырту,dolor
478,Wunde::N,яра,vulnus
479,Wunde::N,җәрәхәт,vulnus
480,Fieber::N,бизгәк,febris
481,Arznei::N,дару,remedium
482,Brücke::N,күпер,pons
483,Brunnen::N,кое,puteus
484,Weide::N,утлавык,pascua
485,Pfad::N,сукмак,semita
486,Weg::N,юл,iter
487,Straße::N,урам,via
488,Dorf::N,авыл,vicus
489,Stadt::N,шәһәр,urbs
490,Stadt::N,шәһәр,oppidum
491,Brief::N,хат,epistula
492,Buch::N,китап,liber
493,Buchstabe::N,хәреф,littera
494,Zeitung::N,газет,diurnum
495,Zeitung::N,газета,diurnum
496,Leben::N,гомер,vita
497,Leben::N,тормыш,vita
498,Leben::N,тереклек,vita
499,Tod::N,үлем,mors
500,Grab::N,гүр,sepulcrum
501,Grab::N,кабер,sepulcrum
502,Kirche::N,чиркәү,ecclesia
503,Sünde::N,язык,peccatum
504,Sünde::N,гөнаһ,peccatum
505,Gott::N,алла,deus
506,Gott::N,ходай,deus
507,Arbeiter::N,эшче,operarius
508,Chef::N,башлык,praefectus
509,Meister::N,оста,magister
510,Arzt::N,врач,medicus
511,Arzt::N,табиб,medicus
512,Lehrer::N,укытучы,magister
513,Lehrer::N,мөгаллим,magister
514,Geld::N,акча,aes
515,Geld::N,акча,pecunia
516,Geschäft::N,эш,negotium
517,Laden::N,кибет,taberna
518,Laden::N,магазин,taberna
519,Preis::N,бәя,pretium
520,Preis::N,бәһа,pretium
521,Ware::N,товар,merx
522,Nutzen::N,файда,utilitas
523,Reichtum::N,байлык,opes
524,Reichtum::N,байлык,divitiae
525,Welt::N,дөнья,mundus
526,Land::N,ил,terra
527,Staat::N,дәүләт,res publica
528,König::N,патша,rex
529,Macht::N,хакимият,potestas
530,Grenze::N,чик,limes
531,Krieg::N,сугыш,bellum
532,Feind::N,дошман,inimicus
533,Gewalt::N,көчләү,vis
534,Kampf::N,көрәш,pugna
535,Bogen[Waffe]::N,җәя,arcus
536,Pfeil::N,ук,sagitta
537,Gewehr::N,мылтык,sclopetum
538,Fehler::N,хата,error
539,Lüge::N,ялган,mendacium
540,Schaden::N,зыян,damnum
541,Schaden::N,зыян,detrimentum
542,Schaden::N,зарар,damnum
543,Schaden::N,зарар,detrimentum
544,Unglück::N,бәла,miseria
545,Unglück::N,бәла,calamitas
546,Schuld::N,гаеп,culpa
547,Alter::N,яшь,aetas
548,Schluss::N,ахыр,finis
549,Zeit::N,заман,tempus
550,Tag::N,көн,dies
551,Morgen::N,иртә,mane
552,Mittag::N,өйлә,meridies
553,Abend::N,кич,vesper
554,Nacht::N,төн,nox
555,Woche::N,атна,septimana
556,Monat::N,ай,mensis
557,Jahr::N,ел,annus
558,Frühling::N,яз,ver
559,Sommer::N,җәй,aestas
560,Herbst::N,көз,autumnus
561,Winter::N,кыш,hiems
562,Januar::N,гыйнвар,Ianuarius
563,Februar::N,февраль,Februarius
564,März::N,март,Martius
565,April::N,апрель,Aprilis
566,Mai::N,май,Maius
567,Juni::N,июнь,Iunius
568,Juli::N,июль,Iulius
569,August::N,август,Augustus
570,September::N,сентябрь,September
571,Oktober::N,октябрь,Octobris
572,November::N,ноябрь,Novembris
573,Dezember::N,декабрь,December
574,Montag::N,дүшәмбе,dies lunae
575,Dienstag::N,сишәмбе,dies Martis 
576,Mittwoch::N,чәршәмбе,dies Mercurii
577,Donnerstag::N,атнакич,dies Iovis
578,Donnerstag::N,пәнҗешәмбе,dies Iovis
579,Freitag::N,җомга,dies Veneris
580,Samstag::N,шимбә,dies Saturni
581,Sonntag::N,якшәмбе,dominicus
582,Sonntag::N,якшәмбе,dies solis
583,groß::A,зур,magnus
584,klein::A,кечкенә,parvus
585,lang::A,озын,longus
586,kurz::A,кыска,brevis
587,breit::A,киң,latus
588,schmal::A,кысык,angustus
589,dicht::A,куе,densus
590,dick[Gegenstand]::A,калын,crassus
591,dünn::A,нечкә,tenuis
592,fein::A,нәзакәтле,subtilis
593,fest::A,нык,solidus
594,fest::A,нык,stabilis
595,flach::A,яссы,planus
596,flach::A,ялпак,planus
597,glatt::A,шома,levis
598,hart::A,каты,durus
599,weich::A,йомшак,mollis
600,rund::A,түгәрәк,rotundus
601,spitz::A,очлы,acutus
602,scharf::A,үткен,acer
603,stumpf::A,үтмәс,hebes
604,schwer::A,салмак,gravis
605,schön::A,гүзәл,pulcher
606,schön::A,гүзәл,formosus
607,heiß::A,эссе,fervidus
608,warm::A,җылы,calidus
609,kalt::A,суык,frigidus
610,kalt::A,салкын,frigidus
611,kühl::A,салкынча,frigidus
612,frisch::A,салкынча,recens
613,feucht::A,юеш,umidus
614,nass::A,дымлы,madidus
615,trocken::A,коры,aridus
616,voll::A,тулы,plenus
617,leer::A,буш,vacuus
618,offen::A,ачык,apertus
619,geschlossen::A,йомык,clausus
620,sauber::A,пакь,lautus
621,sauber::A,чиста,lautus
622,schmutzig::A,керле,sordidus
623,schmutzig::A,пычрак,sordidus
624,roh::A,чи,crudus
625,reif::A,өлгергән,maturus
626,lecker::A,тәмле,delicatus
627,süß::A,татлы,dulcis
628,bitter::A,ачы,amarus
629,bitter::A,ачы,acerbus
630,sauer::A,әче,acidus
631,hell::A,якты,clarus
632,dunkel::A,кара,obscurus
633,schwarz::A,кара,niger
634,weiß::A,ак,albus
635,rot::A,кызыл,ruber
636,gelb::A,сары,flavus
637,blau::A,күк,caeruleus
638,grün::A,яшел,viridis
639,grau::A,соры,canus
640,bunt::A,чуар,varius
641,billig::A,арзан,vilis
642,teuer::A,хаклы,carus
643,wertvoll::A,кыйммәтле,pretiosus
644,blind::A,сукыр,caecus
645,blind::A,күзсез,caecus
646,taub::A,чукрак,surdus
647,taub::A,саңгырау,surdus
648,kräftig::A,егәрле,robustus
649,stark::A,нык,firmus
650,stark::A,нык,validus
651,stark::A,базык,firmus
652,stark::A,базык,validus
653,schwach::A,зәгыйфь,debilis
654,schwach::A,зәгыйфь,infirmus
655,fett::A,симез,crassus
656,schlank::A,нәзек,procerus
657,hübsch::A,чибәр,pulcher
658,böse::A,усал,improbus
659,dumm::A,акылсыз,stultus
660,dumm::A,акылсыз,stupidus
661,faul::A,ялкау,piger
662,faul::A,иренчәк,piger
663,fleißig::A,тырыш,sedulus
664,fleißig::A,тырышучан,sedulus
665,geizig::A,саран,avarus
666,klug::A,акыллы,prudens
667,geschickt::A,маһир,sollers
668,lieb::A,сөекле,carus
669,lustig::A,күңелле,iocosus
670,sanft::A,басынкы,clemens
671,hungrig::A,ач,impastus
672,krank::A,чирле,aeger
673,krank::A,сырхау,aeger
674,nackt::A,шәрә,nudus
675,traurig::A,ямансу,maestus
676,lebendig::A,тере,vivus
677,gut::A,яхшы,bonus
678,schlecht::A,начар,malus
679,richtig::A,дөрес,rectus
680,schlimm::A,әшәкә,malus
681,wahr::A,чып-чын,verus
682,alt::A,иске,antiquus
683,neu::A,яңа,novus
684,ehemalig::A,элекке,pristinus
685,alt[Lebewesen]::A,карт,vetus
686,jung::A,яшь,iuvenis
687,arm::A,фәкыйрь,pauper
688,reich::A,бай,dives
689,bekannt::A,таныш,notus
690,berühmt::A,атаклы,celeber
691,berühmt::A,атаклы,illustris
692,fremd::A,ят,peregrinus
693,verschieden::A,төрле,varius
694,nah::A,якын,propinquus
695,fern::A,ерак,longinquus
696,linker::A,сул,sinister
697,rechter::A,уң,dexter
698,anderer::A,бүтән,alius
699,erster::A,беренче,primus
700,zweiter::A,икенче,secundus
701,dritter::A,өченче,tertius
702,letzter::A,ахыргы,ultimus
703,allein::ADV,ялгыз,solum
704,auf einmal::ADV,бердән,simul
705,zusammen::ADV,бергә,una
706,lange::ADV,озак,diu
707,plötzlich::ADV,искәрмәстән,subito
708,plötzlich::ADV,искәрмәстән,repente
709,sofort::ADV,хәзер,statim
710,später::ADV,соңрак,postea
711,jetzt::ADV,хәзер,nunc
712,heute::ADV,бүген,hodie
713,morgen::ADV,иртәгә,cras
714,bald::ADV,тиздән,mox
715,dann::ADV,аннары,deinde
716,gestern::ADV,кичә,heri
717,einst::ADV,берчак,olim
718,damals::ADV,ул вакытта,tum
719,damals::ADV,ул чакта,tum
720,danach::ADV,да,postea
721,vorher::ADV,элек,antea
722,zuerst::ADV,башта,primo
723,einmal::ADV,бер,semel
724,einmal::ADV,бер мәртәбә,semel
725,manchmal::ADV,кайчакта,interdum
726,oft::ADV,еш,saepe
727,immer::ADV,һәркайчан,semper
728,niemals::ADV,hичбер вакыт,numquam
729,hier::ADV,монда,hic
730,hier::ADV,биредә,hic
731,hierhin::ADV,монда,huc
732,von hier::ADV,моннан,hinc
733,dort::ADV,анда,ibi
734,dorthin::ADV,тегеләй,eo
735,geradeaus::ADV,турыдан-туры,recte
736,vorwärts::ADV,алга,porro
737,rückwärts::ADV,кире,retro
738,zurück::ADV,кире,retro
739,unten::ADV,түбәндә,infra
740,hinab::ADV,аска,pessum
741,oben::ADV,өстә,supra
742,oben::ADV,югарыда,supra
743,hinauf::ADV,өскә,sursum
744,überall::ADV,hәркайда,ubique
745,nicht::ADV,түгел,non
746,ein wenig::ADV,бераз,paulum
747,kaum::ADV,көчкә,vix
748,kaum::ADV,көчкә,aegre
749,sehr::ADV,бик,valde
750,sehr::ADV,бик,magnopere
751,so::ADV,алай,ita
752,noch::ADV,янә,etiam
753,noch::ADV,тагын,etiam
754,nur::ADV,фәкать,solum
755,nur::ADV,фәкать,tantum
756,schon::ADV,инде,iam
757,wieder::ADV,янә,rursus
758,wieder::ADV,тагын,rursus
759,vergebens::ADV,юкка,frustra
760,vor::PRP,алдыннан,ante
761,hinter::PRP,арттан,post
762,unter::PRP,астында,sub
763,durch::PRP,аша,per
764,neben::PRP,тирәсендә,iuxta
765,zwischen::PRP,арасында,inter
766,wegen::PRP,сәбәпле,propter
767,dies::PRN,бу,hoc
768,das::PRN,ул,id
769,alles::PRN,һәммә,omnia
770,ich::PRN,мин,ego
771,du::PRN,син,tu
772,er::PRN,ул,is
773,er::PRN,ул,ille
774,wir::PRN,без,nos
775,ihr::PRN,сез,vos
776,sie::PRN,ул,ii
777,sie::PRN,ул,illi
778,was::FPRN,ни,quid
779,was::FPRN,нәрсә,quid
780,wer::FPRN,кем,quis
781,wo::FADV,кайда,ubi
782,wohin::FADV,кая,quo
783,wie::FADV,ничек,quomodo
784,warum::FADV,нигә,cur
785,wieviel::FNUM,ничә,quantum
786,eins::NUM,бер,unus
787,zwei::NUM,ике,duo
788,drei::NUM,өч,tres
789,vier::NUM,дүрт,quattuor
790,fünf::NUM,биш,quinque
791,sechs::NUM,алты,sex
792,sieben::NUM,җиде,septem
793,acht::NUM,сигез,octo
794,neun::NUM,тугыз,novem
795,zehn::NUM,ун,decem
796,elf::NUM,унбер,undecim
797,zwölf::NUM,унике,duodecim
798,zwanzig::NUM,егерме,viginti
799,dreißig::NUM,утыз,triginta
800,vierzig::NUM,кырык,quadraginta
801,fünfzig::NUM,илле,quinquaginta
802,sechzig::NUM,алтмыш,sexaginta
803,siebzig::NUM,җитмеш,septuaginta
804,achtzig::NUM,сиксән,octoginta
805,neunzig::NUM,туксан,nonaginta
806,hundert::NUM,йөз,centum
807,tausend::NUM,мең,mille
808,und::CNJ,вә,et
809,und::CNJ,вә,-que
810,oder::CNJ,яки,vel
811,oder::CNJ,яисә,vel
812,stehen::V,тору,stare
813,sitzen::V,утыру,sedere
814,liegen::V,яту,iacere
815,hängen::V,эленү,pendere
816,werden::V,булу,fieri
817,passieren::V,булу,accidere
818,beginnen::V,башлану,incipere
819,enden::V,бетү,finem habere
820,wechseln::V,үзгәртү,mutari
821,aufgehen[Sonne]::V,чыгу,oriri
822,untergehen[Sonne]::V,бату,occidere
