,Concept_ID,es,ka
512,Tuch::N,pañuelo,თავშალი
513,Handtuch::N,toalla,ხელსახოცი
514,Kraft::N,fuerza,ძალა
515,Stärke::N,fuerza,ღონე
516,Gesundheit::N,salud,ჯანმრთელობა
517,Krankheit::N,enfermedad,სენი
518,Krankheit::N,enfermedad,ავადმყოფობა
519,Schmerz::N,dolor,ტკივილი
520,Wunde::N,llaga,იარი
521,Wunde::N,llaga,ჭრილობა
522,Wunde::N,herida,იარი
523,Wunde::N,herida,ჭრილობა
524,Fieber::N,fiebre,ციება
525,Arznei::N,medicina,წამალი
526,Arznei::N,medicamento,წამალი
527,Brücke::N,puente,ხიდი
528,Brunnen::N,pozo,ჭა
529,Weide::N,pasto,საძოვარი
530,Pfad::N,sendero,ბილიკი
531,Weg::N,camino,გზა
532,Straße::N,vía,შარაგზა
533,Straße::N,carretera,შარაგზა
534,Dorf::N,aldea,დაბა
535,Dorf::N,aldea,სოფელი
536,Dorf::N,pueblo,დაბა
537,Dorf::N,pueblo,სოფელი
538,Stadt::N,ciudad,ქალაქი
539,Brief::N,carta,წერილი
540,Buch::N,libro,წიგნი
541,Buchstabe::N,letra,ასო
542,Buchstabe::N,carácter,ასო
543,Zeitung::N,diario,გაზეთი
544,Zeitung::N,periódico,გაზეთი
545,Leben::N,vida,სიცოცხლე
546,Tod::N,muerte,სიკვდილი
547,Grab::N,tumba,სამარე
548,Grab::N,tumba,საფლავი
549,Grab::N,sepulcro,სამარე
550,Grab::N,sepulcro,საფლავი
551,Kirche::N,iglesia,ეკლესია
552,Sünde::N,pecado,ცოდვა
553,Gott::N,dios,ღმერთი
554,Arbeiter::N,obrero,მუშა
555,Arbeiter::N,trabajador,მუშა
556,Chef::N,jefe,გამგე
557,Meister::N,maestro,ოსტატი
558,Arzt::N,médico,ექიმი
559,Arzt::N,médico,მკურნალი
560,Lehrer::N,profesor,მასწავლებელი
561,Geld::N,dinero,ფული
562,Geschäft::N,negocio,საქმე
563,Geschäft::N,negocio,ბიზნესი
564,Laden::N,tienda,დუქანი
565,Laden::N,tienda,მაღაზია
566,Preis::N,precio,ფასი
567,Ware::N,mercancía,საქონელი
568,Nutzen::N,provecho,ხეირი
569,Reichtum::N,riqueza,სიმდიდრე
570,Welt::N,mundo,მსოფლიო
571,Land::N,país,მხარე
572,Land::N,país,ქვეყანა
573,Staat::N,Estado,სახელმწიფო
574,König::N,rey,მეფე
575,Macht::N,poder,ძლიერება
576,Macht::N,potencia,ძლიერება
577,Grenze::N,frontera,ზღვარი
578,Krieg::N,guerra,ომი
579,Feind::N,enemigo,მტერი
580,Gewalt::N,violencia,სისასტიკე
581,Kampf::N,lucha,ბრძოლა
582,Kampf::N,combate,ბრძოლა
583,Bogen[Waffe]::N,arco,მშვილდი
584,Pfeil::N,flecha,ისარი
585,Pfeil::N,flecha,მახვილი
586,Gewehr::N,fusil,თოფი
587,Gewehr::N,fusil,შაშხანა
588,Gewehr::N,escopeta,თოფი
589,Gewehr::N,escopeta,შაშხანა
590,Fehler::N,error,შეცდომა
591,Lüge::N,mentira,სიცრუე
592,Schaden::N,daño,ვნება
593,Unglück::N,desgracia,ხიფათი
594,Unglück::N,desgracia,უბედურება
595,Schuld::N,culpa,ბრალი
596,Alter::N,edad,ასაკი
597,Schluss::N,fin,ბოლო
598,Schluss::N,fin,დასასრული
599,Schluss::N,final,ბოლო
600,Schluss::N,final,დასასრული
601,Zeit::N,tiempo,დრო
602,Tag::N,día,დღე
603,Morgen::N,mañana,დილა
604,Mittag::N,mediodía,შუადღე
605,Abend::N,noche,საღამო
606,Nacht::N,noche,ღამე
607,Woche::N,semana,კვირა
608,Monat::N,mes,თვე
609,Jahr::N,año,წელი
610,Frühling::N,primavera,გაზაფხული
611,Sommer::N,verano,ზაფხული
612,Herbst::N,otoño,შემოდგომა
613,Winter::N,invierno,ზამთარი
614,Januar::N,enero,იანვარი
615,Februar::N,febrero,თებერვალი
616,März::N,marzo,მარტი
617,April::N,abril,აპრილი
618,Mai::N,mayo,მაისი
619,Juni::N,junio,ივნისი
620,Juli::N,julio,ივლისი
621,August::N,agosto,აგვისტო
622,September::N,septiembre,სექტემბერი
623,Oktober::N,octubre,ოქტომბერი
624,November::N,noviembre,ნოემბერი
625,Dezember::N,diciembre,დეკემბერი
626,Montag::N,lunes,ორშაბათი
627,Dienstag::N,martes,სამშაბათი
628,Mittwoch::N,miércoles,ოთხშაბათი
629,Donnerstag::N,jueves,ხუთშაბათი
630,Freitag::N,viernes,პარასკევი
631,Samstag::N,sábado,შაბათი
632,Sonntag::N,domingo,კვირა
633,groß::A,grande,დიდი
634,klein::A,pequeño,მცირე
635,klein::A,pequeño,პატარა
636,lang::A,largo,გრძელი
637,kurz::A,corto,მოკლე
638,breit::A,ancho,ფართო
639,breit::A,ancho,განიერი
640,schmal::A,estrecho,ვიწრო
641,schmal::A,estrecho,წვრილი
642,dicht::A,denso,მჭიდრო
643,dick[Gegenstand]::A,grueso,სქელი
644,dünn::A,fino,წვრილი
645,dünn::A,delgado,წვრილი
646,fein::A,fino,თხელი
647,fein::A,delicado,თხელი
648,fest::A,firme,მყარი
649,fest::A,sólido,მყარი
650,flach::A,plano,ბრტყელი
651,glatt::A,liso,გლუ
652,hart::A,duro,მაგარი
653,weich::A,muelle,რბილი
654,rund::A,redondo,მრგვალი
655,spitz::A,agudo,წვეტიანი
656,spitz::A,apuntado,წვეტიანი
657,scharf::A,agudo,მჭრელი
658,scharf::A,afilado,მჭრელი
659,stumpf::A,sin filo,ბლაგვი
660,schwer::A,pesado,მძიმე
661,schön::A,bello,ლამაზი
662,schön::A,hermoso,ლამაზი
663,heiß::A,caluroso,ცხელი
664,warm::A,cálido,თბილი
665,warm::A,caliente,თბილი
666,kalt::A,frío,ცივი
667,kühl::A,fresco,გრილი
668,frisch::A,fresco,სუფთა
669,feucht::A,húmedo,ნოტიო
670,nass::A,mojado,სველი
671,trocken::A,seco,მშრალი
672,voll::A,lleno,სავსე
673,leer::A,vacío,ცარიელი
674,offen::A,abierto,ღია
675,offen::A,abierto,გაშლილი
676,geschlossen::A,cerrado,დახურული
677,sauber::A,limpio,სუფთა
678,sauber::A,limpio,წმინდა
679,schmutzig::A,sucio,ტალახიანი
680,roh::A,crudo,უმი
681,reif::A,maduro,მწიფე
682,lecker::A,rico,გემრიელი
683,lecker::A,sabroso,გემრიელი
684,süß::A,dulce,ტკბილი
685,bitter::A,amargo,მწარე
686,sauer::A,agrio,მჟავე
687,hell::A,claro,ნათელი
688,dunkel::A,oscuro,ბნელი
689,schwarz::A,negro,შავი
690,weiß::A,blanco,თეთრი
691,rot::A,rojo,წითელი
692,gelb::A,amarillo,ყვითელი
693,blau::A,azul,ლურჯი
694,blau::A,azul,ცისფერი
695,grün::A,verde,მწვანე
696,grau::A,gris,რუხი
697,grau::A,gris,ნაცრისფერი
698,bunt::A,multicolor,ჭრელი
699,bunt::A,multicolor,ფერადი
700,billig::A,barato,იაფი
701,teuer::A,caro,ძვირი
702,wertvoll::A,valioso,ღირსიანი
703,wertvoll::A,precioso,ღირსიანი
704,blind::A,ciego,ბრმა
705,taub::A,sordo,ყრუ
706,kräftig::A,fuerte,ძალავანი
707,stark::A,fuerte,ძლიერი
708,stark::A,fuerte,ღონიერი
709,stark::A,vigoroso,ძლიერი
710,stark::A,vigoroso,ღონიერი
711,schwach::A,débil,სუსტი
712,fett::A,obeso,სქელი
713,schlank::A,esbelto,გამხდარი
714,hübsch::A,mono,ეშხიანი
715,hübsch::A,mono,მშვენიერი
716,hübsch::A,guapo,ეშხიანი
717,hübsch::A,guapo,მშვენიერი
718,böse::A,malo,ავი
719,böse::A,malo,ბოროტი
720,dumm::A,tonto,ბოთე
721,dumm::A,tonto,სულელი
722,dumm::A,estúpido,ბოთე
723,dumm::A,estúpido,სულელი
724,faul::A,vago,ზანტი
725,faul::A,vago,ზარმაცი
726,faul::A,perezoso,ზანტი
727,faul::A,perezoso,ზარმაცი
728,fleißig::A,aplicado,ბეჯითი
729,fleißig::A,aplicado,მუყაითი
730,fleißig::A,diligente,ბეჯითი
731,fleißig::A,diligente,მუყაითი
732,geizig::A,avaro,ძუნწი
733,klug::A,sensato,ჭკვიანი
734,klug::A,inteligente,ჭკვიანი
735,geschickt::A,hábil,მარჯვე
736,geschickt::A,hábil,გაწაფული
737,lieb::A,querido,სატრფიალო
738,lustig::A,alegre,მხიარული
739,sanft::A,suave,ალერსიანი
740,sanft::A,suave,გრძნობიერი
741,hungrig::A,hambriento,მშიერი
742,krank::A,enfermo,სნეული
743,krank::A,enfermo,ავადმყოფი
744,nackt::A,desnudo,ტიტველი
