,Concept_ID,br,av
751,wo::FADV,pelec'h,кибехун
752,wohin::FADV,da belec'h,кибехун
753,wie::FADV,penaos,кин
754,warum::FADV,perak,щай
755,wieviel::FNUM,pet,кигӏан
756,eins::NUM,unan,цо
757,zwei::NUM,daou,кӏиго
758,drei::NUM,tri,лъабго
759,vier::NUM,pevar,ункъо
760,fünf::NUM,pemp,щуго
761,sechs::NUM,c'hwec'h,анлъго
762,sieben::NUM,seizh,анкьго
763,acht::NUM,eizh,микьго
764,neun::NUM,nav,ичӏго
765,zehn::NUM,dek,анцӏго
766,elf::NUM,unnek,анцӏила цо
767,zwölf::NUM,daouzek,кӏиго-анцӏила
768,zwanzig::NUM,ugent,къого
769,dreißig::NUM,tregont,лъеберго
770,vierzig::NUM,daou-ugent,кӏикъого
771,fünfzig::NUM,hanter-kant,кӏикъо́ялда анцӏго
772,sechzig::NUM,tri-ugent,лъабкъого
773,siebzig::NUM,dek ha tri-ugent,лъабкъо́ялда анцӏго
774,achtzig::NUM,pevar-ugent,ункъого
775,neunzig::NUM,dek ha pevar-ugent,ункъоялда а́нцӏила
776,hundert::NUM,kant,нусго
777,tausend::NUM,mil,азарго
778,und::CNJ,ha,ва
779,und::CNJ,ha,-ги
780,oder::CNJ,pe,ялъуни
781,stehen::V,bezañ a-sav,бахъунчӏезе
782,sitzen::V,azezañ,гӏодов чӏезе
783,sitzen::V,bezañ en e goazez,гӏодов чӏезе
784,liegen::V,bezañ en e c'hourvez,бегизе
785,hängen::V,krougañ,базе
786,werden::V,dazonet,бахъине
787,passieren::V,c'hoarvezout,лъугьине
788,passieren::V,c'hoarvezout,лъугьа-бахъине
789,beginnen::V,stagañ,байбихьизе
790,enden::V,achuiñ,лъугӏизе
791,wechseln::V,cheñch,хиса-басизе
792,wechseln::V,cheñch,хисизе
793,aufgehen[Sonne]::V,dirouzañ,баккизе
794,scheinen[Sonne]::V,lugernañ,къалъ-къалъизе
795,donnern::V,taranal,гъугъазе
796,wehen::V,c'hwezhañ,пуйзе
797,strömen::V,deredek,чвахизе
798,fließen::V,redek,чвахизе
799,sich drehen::V,troiñ,сверизе
800,schwanken::V,trantellat,хьвагӏезе
801,schwanken::V,trantellat,багъа-бачаризе
802,schwingen::V,froumal,щвартӏезе
803,fallen::V,kouezhañ,бортизе
804,brennen::V,deviñ,рекӏине
805,rauchen::V,divogedañ,кӏкӏуй буризе
806,regnen::V,glavañ,базе
807,gefrieren::V,reviñ,гӏу́низе
808,tauen::V,diskornañ,биаризе
809,schmelzen::V,teuziñ,биине
810,trocknen::V,sec'hañ,бакъвазе
811,sieden::V,berviñ,гьалдезе
812,faulen::V,breinañ,махӏцине
813,verfaulen::V,breinañ,туризе
814,reißen::V,darnaouiñ,бихъизе
815,versinken::V,sodellañ,гъанкъизе
816,vergehen::V,tremen,базе
817,vergehen::V,tremen,бахъизе
818,vergehen::V,tremen,ине
819,erscheinen::V,donet war-wel,баккизе
820,verschwinden::V,monet diwar wel,къине
821,verschwinden::V,monet diwar wel,билизе
822,sinken::V,en em izelat,гӏодо́бе ккезе
823,abnehmen::V,nebeutaat,тӏаса камизе
824,zunehmen::V,kreskiñ,гӏемерлъизе
825,steigen::V,sevel,бахине
826,wachsen::V,kreskiñ,кӏодолъизе
827,glänzen::V,lugernañ,цӏвакизе
828,funkeln::V,elieniñ,паркъезе
829,lärmen::V,rabotat,хъудизе
830,lärmen::V,rabotat,чӏиргъдизе
831,klirren::V,diridignat,зваргъизе
832,klirren::V,sterlinkañ,зваргъизе
833,brausen::V,gwegal,гьалаглъизе
834,rauschen::V,trouzal,шуршудизе
835,klingen::V,seniñ,бахъине
836,bellen::V,harzhal,гъанчдезе
837,heulen::V,yudal,рурудизе
838,blasen::V,c'hwezhañ,гьохьизе
839,pfeifen::V,c'hwitellat,гьещтӏезе
840,schreien::V,huchal,ахӏизе
841,schreien::V,huchal,ахӏдезе
842,stöhnen::V,hirvoudiñ,зигардизе
843,zittern::V,krenañ,дарран
844,zittern::V,krenañ,гьаргьадизе
845,leben::V,bevañ,бетӏербахъизе
846,geboren werden::V,genel,лъугьине
847,atmen::V,tennañ e anal,хӏухьел биччазе
848,trinken::V,evañ,гьекъезе
849,essen::V,debriñ,квине
850,essen::V,debriñ,кваназе
851,schlucken::V,lonkañ,кӏкӏвине
852,schlucken::V,lonkañ,къулчӏизе
853,müde werden::V,skuizhañ,сваказе
854,einschlafen::V,menel kousket,кьижизе
855,einschlafen::V,menel kousket,гъапуллъизе
856,schlafen::V,kousket,кьижизе
857,aufwachen::V,dihuniñ,бигьине
858,aufstehen::V,sevel,бахъине
859,aufstehen::V,sevel,тӏадебахъине
860,sich erholen::V,diskuizhañ,хьи бахъизе
861,sich erholen::V,diskuizhañ,хӏалхьи гьабизе
862,krank werden::V,klañviñ,унтизе
863,krank sein::V,bezañ klañv,унтизе
864,schmerzen::V,skourjezañ,унтизе
865,husten::V,pasaat,хъегӏизе
866,husten::V,peudal,хъегӏизе
867,genesen::V,pareañ,лъилъизе
868,sterben::V,mervel,хвезе
869,umkommen::V,perisañ,гьалаглъизе
870,sich bewegen::V,bouljal,багъаризе
871,sich bewegen::V,bouljal,багъаргъизе
872,sich rühren::V,fiñval,багъаризе
873,sich erheben::V,sevel,тӏадебахъине
874,sich erheben::V,sevel,бахъине
875,sich setzen::V,azezañ,гӏодов чӏезе
876,sich setzen::V,mont en e goazez,гӏодов чӏезе
877,hinfallen::V,kouezhañ,щапизе
878,laufen::V,redek,хьвадизе
879,schreiten::V,kerzhet,чӏезе
880,spazierengehen::V,pourmen,тира-сверизе
881,eilen::V,hastañ,ракӏхӏалакине
882,eilen::V,hastañ,дуризе
883,sich beeilen::V,hastañ,дуризе
884,sich beeilen::V,hastañ,гӏедегӏизе
885,sausen::V,karzhañ,тӏуризе
886,rennen::V,redek,бекеризе
887,springen::V,lammat,кӏанцӏизе
888,klettern::V,krimpat,хархадизе
889,schaukeln::V,brañsellat,гьерщезе
890,kriechen::V,skrampañ,хъурщизе
891,schwimmen::V,neuial,лъедезе
892,tauchen::V,splujañ,букъардизе
893,rudern::V,roeñvat,хазе
894,fahren::V,kas,ине
895,fahren::V,bleniañ,ине
896,fliegen::V,nijal,боржине
897,gehen::V,mont,ине
898,weggehen::V,mont kuit,ине
899,abfahren::V,mont kuit,къокъине
900,anhalten::V,chom a-sav,чӏезе
901,anhalten::V,chom a-sav,тархъизе
902,anhalten::V,chom a-sav,лъалхъизе
903,hineingehen::V,monet e-barzh,тӏаделъугьине
904,eintreten::V,monet e-barzh,лъугьине
905,kommen::V,dont,бачӏине
906,ankommen::V,erruout,щвезе
907,ankommen::V,erruout,тӏадебачӏине
908,zurückkommen::V,addonet,тадбуссине
909,zurückkommen::V,addonet,тӏадбуссине
910,bleiben::V,chom,чӏезе
911,bleiben::V,chom,хутӏизе
912,warten::V,gortoz,чӏезе
913,erwarten::V,gortoz,балагьизе
914,suchen::V,klask,балагьизе
915,finden::V,kavout,батизе
916,versuchen::V,klask,хӏалбихьизе
917,vorbereiten::V,aozañ,хӏадурлъизабизе
918,lieben::V,karout,балай бегьизе
919,mögen::V,karout,бокьизе
920,lachen::V,c'hoarzin,белъизе
921,rühren::V,tenerañ,
922,weinen::V,gouelañ,гӏодизе
923,schimpfen::V,krozal,гъанчдезе
924,sich ärgern::V,fachañ,вагъизе
925,sich ärgern::V,fachañ,ццида́хине
926,sich ärgern::V,en em fachañ,вагъизе
927,sich ärgern::V,en em fachañ,ццида́хине
928,fliehen::V,tec'het,лъутизе
929,flüchten::V,tuzañ,лъутизе
930,sehen::V,gwelet,бихьизе
931,anschauen::V,sellout ouzh,бертӏамизе
932,anschauen::V,sellout ouzh,балагьизе
933,ansehen::V,sellout ouzh,бала-гъалагьизе
934,hören::V,klevet,рагӏизе
935,zuhören::V,selaou,гӏенеккизе
936,probieren::V,blasa,кӏалдиб хъва́зе
937,probieren::V,blasa,чӏамизе
938,riechen::V,klevet,су́нтӏизе
939,fühlen::V,santout,чӏвазе
940,scheinen::V,diskouez bezañ,
941,zu sehen sein::V,bezañ gwelus,бихьизе
942,vernehmen::V,merzhañ,рагӏизе
943,frieren::V,anoued,цӏорозе
944,tun::V,ober,гьабизе
945,können::V,gouzout,кӏвезе
946,können::V,gouzout,лъазе
947,wollen::V,fellout da,бокьизе
948,wollen::V,kaout c'hoant da,бокьизе
949,anfangen::V,kregiñ,байбихьизе
950,beenden::V,achuiñ,тӏубазабизе
951,beenden::V,achuiñ,лъугӏизабизе
952,aufhören::V,paouez,бахъизе
953,öffnen::V,digeriñ,рагьизе
954,schließen::V,serriñ,къазе
955,stellen::V,lakaat,чӏвазе
956,setzen::V,lakaat,рекӏинабизе
957,setzen::V,lakaat,гӏодор чӏезаризе
958,legen::V,lakaat,лъезе
959,berühren::V,touch,хъвазе
960,verbinden::V,eren,хьухьине
961,verbinden::V,eren,бухьине
962,bedecken::V,goloiñ,кквезе
963,aufhängen::V,istribilhañ,базе
964,anzünden::V,alumiñ,бакизе
965,anzünden::V,alumiñ,рекӏинабизе
966,anzünden::V,c'hwezzañ,бакизе
967,anzünden::V,c'hwezzañ,рекӏинабизе
968,aufheben::V,dastum,
969,zurücklassen::V,lezel,тезе
970,verlieren::V,koll,билизабизе
971,fallen lassen::V,laoskel,бортизабизе
972,fallen lassen::V,lezel da gouezhel,бортизабизе
973,machen::V,ober,гьабизе
974,herstellen::V,fardañ,гьабизе
975,herstellen::V,fardañ,хӏадурлъизабизе
976,bauen::V,sevel,базе
977,bauen::V,sevel,гьабизе
978,reparieren::V,adaozañ,къачӏазе
979,verbessern::V,gwellaat,лъикӏлъизабизе
980,ändern::V,cheñch,хисизабизе
981,graben::V,kleuzañ,бухъизе
982,beugen::V,plegañ,хьетӏизабизе
983,biegen::V,krommañ,гьетӏизабизе
984,drehen::V,treiñ,тиризабизе
985,drehen::V,treiñ,свердизабизе
986,wenden::V,treiñ,бегизе
987,umdrehen::V,treiñ,бегизе
988,umdrehen::V,treiñ,бега-битӏизе
989,heben::V,sevel,борхизе
990,hochheben::V,sevel,борхалъизабизе
991,hochheben::V,sevel,борхизе
992,ergreifen::V,kemer,кквезе
993,halten::V,dalc'hen,кквезе
994,drücken::V,bountañ,къазе
995,drücken::V,bountañ,къанцӏу́зе
996,drücken::V,bountañ,къвал ба́зе
997,schieben::V,poulzañ,хъилдизе
998,kratzen::V,skrabat,хачазе
999,lecken::V,lipat,чӏикӏизе
1000,beißen::V,kregiñ,хӏанчӏизе
1001,beißen::V,kregiñ,хӏанчӏизабизе
1002,abreißen::V,diframmañ,тӏезе
1003,abreißen::V,diframmañ,тӏезабизе
1004,abschneiden::V,troc'hañ,къотӏизе
1005,binden::V,stagañ,бухьине
1006,stecken::V,sankañ,къазабизе
1007,brechen::V,darnaouiñ,бекизе
1008,klopfen::V,skoiñ,дванкезе
1009,hauen::V,dornañ,базе
1010,kleben::V,pegañ,бацӏцӏине
1011,reiben::V,taravat,хачазе
1012,reiben::V,trekiñ,хачазе
1013,streichen::V,toazañ,бахине
1014,streichen::V,toazañ,жужазе
1015,schleifen::V,lemmañ,лъухьизе
1016,schneiden::V,troc'hañ,къотӏизе
1017,rütteln::V,tordorosañ,багъа-бачаризабизе
1018,schütteln::V,hejañ,кӏобокӏизе
1019,schütten::V,diskargañ,тӏезе
1020,füllen::V,kargañ,цӏезабизе
1021,einwickeln::V,gronnañ,жемизе
1022,tragen::V,dougen,баччизе
1023,schleppen::V,stlejal,бехъерхъизе
1024,ziehen::V,sachañ,цӏазе
1025,aufbewahren::V,miret,цӏунизе
1026,werfen::V,teuler,рехизе
1027,fangen::V,tapañ,кквезе
1028,packen::V,krapat,кквезе
1029,verstecken::V,kuzhat,бахчизе
1030,teilen::V,rannañ,бикьизе
1031,schicken::V,kas,битӏизе
1032,bringen::V,degas,баччизе
1033,hinzufügen::V,lakat ouzhpenn,жубазе
1034,bekommen::V,kaout,щвезе
1035,erhalten::V,kaout,щвезе
1036,erhalten::V,kaout,босизе
1037,nehmen::V,kemer,босизе
1038,wählen::V,choaz,бищизе
1039,auswählen::V,dibab,тӏасабищизе
1040,bewahren::V,mirout,цӏунизе
1041,behindern::V,diaezañ,квекӏен гьабизе
1042,verderben::V,lovrañ,хвезабизе
1043,beschädigen::V,gwallegañ,галгъазабизе
1044,zerbrechen::V,torriñ,щущазабизе
1045,zerreißen::V,diroegiñ,бихъизе
1046,zerstören::V,distrujañ,биххизабизе
1047,verbrennen::V,deviñ,бухӏизе
1048,geben::V,reiñ,кьезе
1049,schenken::V,donezonañ,кьезе
1050,versprechen::V,prometiñ,назру гьабизе
1051,wünschen::V,hetiñ,бокьизе
1052,loben::V,feurmiñ,беццизе
1053,loben::V,feurmiñ,бецца-бекъизе
1054,küssen::V,pokat,баизе
1055,wiegen::V,pouezañ,чӏучӏадизабизе
1056,zudecken::V,goloiñ,тӏадбигъине
1057,wecken::V,dihuniñ,бигьинабизе
1058,zeigen::V,diskouez,бихьизабизе
1059,führen::V,kas,бачине
1060,lehren::V,deskiñ,малъизе
1061,lehren::V,deskiñ,цӏализабизе
1062,unterrichten::V,kelenn,цӏализабизе
1063,leiten::V,bleinañ,нухмалъи гьабизе
1064,antreiben::V,poulzañ,гӏедегӏизабизе
1065,lassen::V,leuskel,
1066,einladen::V,pediñ,ахӏизе
1067,einladen::V,pediñ,тӏадеахӏизе
1068,vereinigen::V,unisañ,цолъизабизе
1069,besuchen::V,gweladenniñ,баккизе
1070,besuchen::V,gweladenniñ,хьвадизе
1071,treffen::V,kejal,дандчӏвазе
1072,treffen::V,ankontrañ,дандчӏвазе
1073,sich versammeln::V,bodennañ,данделъизе
1074,sich versammeln::V,bodennañ,бакӏаризе
1075,spielen::V,c'hoari,басандизе
1076,singen::V,kanañ,ахӏизе
1077,tanzen::V,dañsal,кьурдизе
1078,sich trennen::V,dispartiañ,батӏалъизе
1079,verlassen::V,lezel,тезе
1080,verlassen::V,lezel,рехунтезе
1081,retten::V,saveteiñ,хвасар гьабизе
1082,retten::V,saveteiñ,хвасарлъизабизе
1083,bewachen::V,mesa,цӏунизе
1084,schützen::V,diwall,цӏунизе
1085,verteidigen::V,difenn,цӏунизе
1086,sich schlagen::V,lopañ,багъизе
1087,siegen::V,trec'hiñ,бергьине
1088,ärgern::V,hegasiñ,вагъизавизе
1089,schlagen::V,skeiñ,кьабизе
1090,treten::V,botaouiñ,мал тункизе
1091,stechen::V,pikat,къазабизе
1092,stoßen::V,stokañ,тункизе
1093,stoßen::V,stokañ,хъилдизе
1094,stehlen::V,laerezh,щинкӏизабизе
1095,stören::V,direnkañ,квекӏен гьабизе
1096,stören::V,direnkañ,татубахъи гьабизе
1097,belästigen::V,dregasiñ,рахӏатхвезабизе
1098,verbergen::V,skoachañ,бахчизе
1099,verbergen::V,skoachañ,балъго тезе
1100,täuschen::V,tromplañ,божуда рекӏкӏ гьабизе
1101,täuschen::V,tromplañ,гуккизе
1102,betrügen::V,lorbañ,хӏилла гьабизе
1103,betrügen::V,lorbañ,сандирахълъи гьабизе
1104,töten::V,lazhañ,чӏвазе
1105,wohnen::V,bezañ o chom,яшав гьабизе
1106,arbeiten::V,labourat,хӏалтӏизе
1107,sammeln::V,dastum,бакӏаризе
1108,pflücken::V,kuntuilhañ,бетӏизе
1109,jagen::V,chaseal,чан гьабизе
1110,fischen::V,pesketa,ччугӏа кквезе
1111,fassen::V,pakañ,кквезе
1112,hüten::V,geota,кваназабизе
1113,anbinden::V,stagañ,бухьине
1114,füttern::V,boueta,кваназабизе
1115,melken::V,goro,бечӏчӏизе
1116,hacken::V,difrakal,чӏвазе
1117,gießen::V,dourañ,лъалъазе
1118,reifen::V,azviñ,барщизе
1119,zubereiten::V,keginañ,бежа-белъине
1120,kochen::V,poazhañ,белъине
1121,backen::V,fritañ,базе
1122,braten::V,rostañ,бежизе
1123,stricken::V,stammañ,хьухьине
1124,nähen::V,gwriat,букъизе
1125,färben::V,livañ,кьер гьабизе
1126,reinigen::V,naetañ,бацӏцӏине
1127,waschen::V,gwalc'hiñ,чуризе
1128,abwischen::V,torchañ,бацӏцӏине
1129,spülen::V,disgwalc'hiñ,хулизе
1130,fegen::V,skubañ,лъухьизе
1131,kehren::V,skubañ,лъухьизе
1132,baden::V,kouronkañ,чордезе
1133,sich waschen::V,en em walc'hiñ,
1134,sich anziehen::V,gwiskañ,ретӏине
1135,kämmen::V,kribat,хазе
1136,schmücken::V,kinklañ,чӏухӏизабизе
1137,sagen::V,larêt,бицине
1138,sagen::V,lavaret,бицине
1139,sprechen::V,komz,бицине
1140,reden::V,kaozeal,гаргадизе
1141,sich unterhalten::V,balbotal,гаргадизе
1142,fragen::V,goulenn,цӏехезе
1143,fragen::V,goulenn,гьикъизе
1144,bitten::V,goulenn,гьаризе
1145,erzählen::V,kontañ,бицине
1146,mitteilen::V,kemenn,лъазабизе
1147,nennen::V,anviñ,цӏар лъезе
1148,rufen::V,gelver,ахӏизе
1149,prahlen::V,fougeal,беццаризе
1150,übersetzen::V,treiñ,буссинабизе
1151,denken::V,soñjal,ургъизе
1152,glauben::V,krediñ,божизе
1153,bemerken::V,apresevañ,берречӏчӏизе
1154,erkennen::V,anavout,лъазе
1155,erkennen::V,anavout,батӏаго бахъизе
1156,begreifen::V,meizañ,бичӏчӏизе
1157,verstehen::V,kompren,
1158,lernen::V,deskiñ,цӏализе
1159,wissen::V,gouzout,лъазе
1160,sich erinnern an::V,kaout soñj e,ракӏалде щвезе
1161,vergessen::V,ankouaat,кӏочене
1162,messen::V,muzuliañ,борцине
1163,zählen::V,kontañ,рикӏкӏине
1164,rechnen::V,jedañ,рикӏкӏине
1165,lesen::V,lenn,цӏализе
1166,malen::V,livañ,бахъизе
1167,zeichnen::V,tresañ,бахъизе
1168,schreiben::V,skrivañ,хъвазе
1169,besitzen::V,kaout,щвезе
1170,besitzen::V,kaout,бу́кӏине
1171,kaufen::V,prenañ,босизе
1172,verkaufen::V,gwerzhañ,бичизе
1173,bezahlen::V,paeañ,кьезе
1174,zahlen::V,paeañ,кьезе
1175,beherrschen::V,mestroniañ,
1176,ertragen::V,anduriñ,баччизе
1177,Grube::N,,гвенд
1178,Spur::N,,лъалкӏ
1179,Lehm::N,,хӏатӏ
1180,Laut::N,,гьаракь
1181,Laut::N,,сас
1182,Lagerfeuer::N,,цӏа
1183,vergebens::ADV,,чӏалгӏаде
1184,untergehen[Sonne]::V,,щинкӏизе
1185,läuten::V,,кьабизе
1186,klingeln::V,,кьабизе
1187,sich fürchten::V,,хӏинкъизе
1188,fürchten::V,,беркъазе
1189,fürchten::V,,хӏинкъа-къазе
1190,gelingen::V,,бахъизе
1191,geraten::V,,бахъизе
1192,schwenken::V,,гьесадизе
1193,schwenken::V,,хьвагӏезабизе
1194,reichen::V,,кьезе
1195,aufziehen::V,,гӏезабизе
1196,schießen::V,,речӏчӏизе
1197,treiben::V,,гъезе
1198,umrühren::V,,багъаризе
1199,ausziehen::V,,бахъизе
1200,anziehen::V,,ретӏине
