,Concept_ID,is,ady
136,Ast::N,grein,куамэ
137,Zweig::N,angi,къутамэ́
138,Zweig::N,kvistur,къутамэ́
139,Blatt::N,blað,тхьап
140,Birke::N,birki,пчэн
141,Kiefer[Baum]::N,fura,сэснэй
142,Weide[Baum]::N,víðir,пце́л
143,Tanne::N,greni,ель
144,Horn::N,horn,бжъэ
145,Feder::N,fjöður,къамӏы́й
146,Fell::N,skinn,шъо
147,Flügel::N,vængur,тамэ́
148,Klaue::N,kló,лъэбжъа́н
149,Kralle::N,kló,лъакъо
150,Schwanz::N,rófa,кӏэ
151,Schwanz::N,skott,кӏэ
152,Ei::N,egg,кӏэнкӏэ́
153,Nest::N,hreiður,набгъо́
154,Bau::N,greni,гъу
155,Bau::N,greni,бы
156,Bau::N,bæli,гъу
157,Bau::N,bæli,бы
158,Tier::N,dýr,псэу́шъхь
159,Herde::N,hjörð,ӏэхъогъу
160,Kuh::N,kýr,чэмы́
161,Bulle::N,boli,цу
162,Pferd::N,hestur,шы
163,Schaf::N,kind,мэлы́
164,Schwein::N,svín,къо
165,Hund::N,hundur,бьэ
166,Katze::N,köttur,чэты́у
167,Bär::N,björn,мышъэ́
168,Eichhörnchen::N,íkorni,цызэ́
169,Elch::N,elgur,лось
170,Fuchs::N,refur,баджэ́
171,Hase::N,héri,тхьакӏумкӏы́хь
172,Maus::N,mús,цыгъо́
173,Wolf::N,úlfur,тыгъу́жъ
174,Vogel::N,fugl,бзы́у
175,Schwarm::N,sægur,отэр
176,Huhn::N,hæna,чэты́
177,Hahn::N,hani,атакъэ́
178,Gans::N,gæs,къа́з
179,Adler::N,örn,
180,Ente::N,önd,псычэ́т
181,Eule::N,uggla,тыгъурыгъу
182,Kranich::N,trana,къэрэ́у
183,Krähe::N,kráka,къолэ́жъ
184,Kuckuck::N,gaukur,куку́у
185,Schwan::N,svanur,
186,Fisch::N,fiskur,пцэжъы́й
187,Barsch::N,aborri,тхыкъэц
188,Hecht::N,gedda,лэнд
189,Schlange[Tier]::N,naðra,блэ́
190,Wurm::N,ormur,хьамлыу
191,Spinne::N,kónguló,бэдж
192,Ameise::N,maur,къамзэ́гу
193,Laus::N,lús,цӏэ
194,Mücke::N,mý,аргъо́й
195,Mücke::N,mýfluga,аргъо́й
196,Fliege::N,fluga,бадзэ́
197,Schmetterling::N,fiðrildi,хьампӏыра́шъу
198,Beere::N,ber,маткӏо
199,Apfel::N,epli,мыӏэры́с
200,Pilz::N,sveppur,хьаӏу
201,Zwiebel::N,laukur,бжьыны́
202,Saat::N,fræ,чылапхъ
203,Saat::N,útsæði,чылапхъ
204,Korn::N,korn,цэ
205,Heu::N,hey,мэкъу
206,Schale::N,hýði,кӏы́шъу
207,Grube::N,gryfja,машэ́
208,Falle::N,gildra,зэраубытырэ́ ӏэмэпсы́м
209,Schlinge::N,snara,бзыуубыт
210,Spur::N,spor,ужы
211,Spur::N,spor,лъэуж
212,Asche::N,aska,яжьэ́
213,Dreck::N,óþverri,псынжъы
214,Eisen::N,járn,гыучӏы́
215,Eisen::N,járn,къэнджа́л
216,Gold::N,gull,дышъэ́
217,Silber::N,silfur,тыжьы́н
218,Kohle::N,kol,шӏомыкӏ
219,Glas::N,gler,апч
220,Lehm::N,leir,етӏагъо́
221,Sand::N,sandur,пшахъо
222,Mensch::N,maður,цӏыфы́
223,Mensch::N,manneskja,цӏыфы́
224,Mann::N,maður,хъулъфы́гъ
225,Mann::N,karlmaður,хъулъфы́гъ
226,Frau::N,kona,бӏылъфыгъэ́
227,Kind::N,barn,кӏэлэцӏы́кӏу
228,Kind::N,krakki,кӏэлэцӏы́кӏу
229,Junge::N,drengur,кӏэлэцӏы́кӏу
230,Mädchen::N,stelpa,пшъэшъэжъый
231,Familie::N,fjölskylda,быны́
232,Familie::N,fjölskylda,уна́гъу
233,Großvater::N,afi,тэтэ́жъ
234,Großmutter::N,amma,нэнэ́жъ
235,Eltern::N,foreldrar,ны-тыхэ́р
236,Vater::N,faðir,ты
237,Mutter::N,móðir,ны
238,Sohn::N,sonur,къо
239,Tochter::N,dóttir,пхъу
240,Bruder::N,bróðir,шы
241,Schwester::N,systir,шы́пхъу
242,Onkel::N,föðurbróðir,янэ́ш
243,Tante::N,frænka,атэшыпхъу
244,Tante::N,móðursystir,атэшыпхъу
245,Ehemann::N,eiginmaður,лӏы
246,Ehefrau::N,eiginkona,шъу́з
247,Freude::N,gleði,гушӏуа́гъу
248,Gelächter::N,hlátur,щхыныр
249,Glück::N,gæfa,насы́п
250,Kummer::N,sorg,тхьамыкӏагъу
251,Wunsch::N,ósk,шӏонгъоны́гъ
252,Lust::N,fýsn,шӏонгъоны́гъ
253,Lust::N,löngun,шӏонгъоны́гъ
254,Geist::N,andi,гу
255,Gedanke::N,hugsun,гупшыс
256,Gedächtnis::N,minni,память
257,Verstand::N,vit,акъы́л
258,Sinn::N,merking,мэхьанэ
259,Grund::N,ástæða,ушъхьагъу
260,Wahrheit::N,sannleikur,шъыпкъэ́
261,Gespräch::N,samtal,гущыӏ
262,Märchen::N,ævintýri,пшысэ
263,Erzählung::N,saga,къэба́р
264,Nachricht::N,frétt,къэба́р
265,Neuigkeit::N,frétt,къэбарыкӏ
266,Name::N,nafn,цӏэ
267,Rätsel::N,gáta,коджэхь-къоджэшх
268,Rede::N,ræða,гущыӏ
269,Sprache::N,mál,бзэ
270,Sprache::N,tungumál,бзэ
271,Stimme::N,rödd,макъэ́
272,Wort::N,orð,гущыӏ
273,Zeichen::N,tákn,тамы́гъ
274,Zeichen::N,merki,тамы́гъ
275,Ruf::N,kall,джэ макъ
276,Lärm::N,hávaði,макъэ
277,Laut::N,hljóð,макъэ
278,Ton::N,tónn,
279,Lied::N,ljóð,орэ́д
280,Lied::N,söngur,орэ́д
281,Ruhe::N,ró,самбырыныгъ
282,Ruhe::N,kyrrð,самбырыныгъ
283,Leute::N,fólk,цӏыфхэ́р
284,Volk::N,þjóð,цӏыф лъэпкъ
285,Arbeit::N,vinna,ӏофшӏакӏэ́н
286,Gast::N,gestur,хьакӏэ́
287,Geschenk::N,gjöf,шӏухьафтын
288,Spiel::N,leikur,еоны́р
289,Spiel::N,leikur,джэгуны́р
290,Spiel::N,leikur,къегъэӏоны́р
291,Gesellschaft::N,selskapur,обществ
292,Hilfe::N,hjálp,ӏэпыӏэгъу
293,Freund::N,vinur,ныбджэгъу
294,Kamerad::N,félagi,ныбджэгъу
295,Angelegenheit::N,mál,ӏофы́
296,Angelegenheit::N,málefni,ӏофы́
297,Anzahl::N,tala,пчъагъэ́
298,Anzahl::N,fjöldi,пчъагъэ́
299,Art::N,tegund,изэрэщы́т
300,Art::N,tegund,лъэпкъ
301,Stück::N,biti,такъы́р
302,Stück::N,stykki,такъы́р
303,Teil::N,hluti,щыщ
304,Teil::N,hluti,ӏахь
305,Teil::N,partur,щыщ
306,Teil::N,partur,ӏахь
307,Hälfte::N,helmingur,ныкъо́
308,Kreis::N,hringur,хъура́й
309,Kreuz::N,kross,къащ
310,Kreuz::N,krossmark,къащ
311,Linie::N,lína,хъахъ
312,Linie::N,lína,итхъа́гъ
313,Strich::N,strik,хъахъ
314,Strich::N,strik,итхъагъ
315,Abstand::N,millibil,азыфагу
316,Entfernung::N,fjarlægð,чӏыгууанэ
317,Gegend::N,hérað,чӏыпӏэ́
318,Platz::N,pláss,азыфагу
319,Ort::N,staður,чӏыпӏэ́
320,Seite::N,hlið,лъэны́къу
321,Mitte::N,miðja,гузэ́гу
322,Gegenstand::N,hlutur,пкъыгъо
323,Sache::N,mál,
324,Rand::N,brún,цакӏэ́
325,Kante::N,rönd,цэгэналъ
326,Ecke::N,horn,къогъу
327,Spitze::N,oddur,пакӏэ
328,Ende::N,endi,кӏэ
329,Loch::N,gat,гъуа́н
330,Loch::N,hola,гъуа́н
331,Winkel::N,skot,къогъу
332,Winkel::N,krókur,къогъу
333,Muster::N,munstur,тхыпхъэ
334,Größe::N,stærð,иина́гъ
335,Länge::N,lengd,икӏыхьа́гъ
336,Höhe::N,hæð,лъэгагъ
337,Gewicht::N,vigt,онтэгъугъэ́
338,Gewicht::N,þyngd,онтэгъугъэ́
339,Menge::N,magn,пчъагъэ́
340,Haufen::N,hrúga,ӏат
341,Haufen::N,haugur,ӏат
342,Reihe::N,röð,саты́р
343,Boot::N,bátur,къуашъо́
344,Ruder::N,ár,къошъобэ́щ
345,Schlitten::N,sleði,
346,Ski::N,skíði,лыжэхэр
347,Lagerfeuer::N,varðeldur,пхъэмашӏу
348,Last::N,byrði,
349,Last::N,farmur,
350,Gang::N,ganga,кӏоныр
351,Schritt::N,skref,лъэубэ́къу
352,Norden::N,norður,темы́р
353,Süden::N,suður,къыблэ́
354,Westen::N,vestur,тыгъэкъохьа́пӏ
355,Osten::N,austur,тыгьэкъокӏы́пӏ
356,Holz::N,viður,чъыгы́
357,Brett::N,fjöl,пхъэ́мбгъу
358,Platte::N,flötur,упсыхьагъ
359,Stütze::N,stoð,кӏэгъэкъон
360,Stange::N,stöng,къорэ́гъ
361,Stock::N,prik,бэщ
362,Stock::N,stafur,бэщ
363,Stab::N,prik,бэщ кӏы́хь
364,Stab::N,stafur,бэщ кӏы́хь
365,Rohr::N,rör,онджэкъ
366,Rohr::N,pípa,онджэкъ
367,Haus::N,hús,унэ́
368,Heim::N,heimili,унэ́
369,Ofen::N,ofn,гъэжъэн
370,Fußboden::N,gólf,джэхашъу
371,Tisch::N,borð,стол
372,Stuhl::N,stóll,пхъэнтӏэ́кӏу
373,Wiege::N,vagga,кушъэ́
374,Bett::N,rúm,пӏэкӏо́р
375,Bett::N,hvíla,пӏэкӏо́р
376,Regal::N,hilla,мэкӏай
377,Kiste::N,kassi,ящык
378,Fenster::N,gluggi,шъхьаныгъу́пчъ
379,Tür::N,dyr,пчъэ
380,Tür::N,hurð,пчъэ
381,Tor::N,hlið,къэла́пчъ
382,Zaun::N,girðing,шӏыхьагъэ́
383,Zaun::N,limgarður,шӏыхьагъэ́
384,Dach::N,þak,шъхьэ́
385,Leiter::N,stigi,лъэо́й
386,Leiter::N,stigi,дэкӏояпӏэ́
387,Besen::N,sópur,пхъэнкӏы́пхъ
388,Spaten::N,spaði,къазгъы́р
389,Schaufel::N,skófla,хэӏалъ
390,Gabel::N,gaffall,цацэ
391,Löffel::N,skeið,джэмы́шх
392,Messer::N,hnífur,шъэжъы́й
393,Nagel::N,nögl,гъучӏыӏу́н
394,Netz::N,net,хъытыу
395,Haken::N,krókur,хьажтӏаркъу
396,Griff::N,tak,къопс
397,Schloss::N,lás,ӏункӏы́бз
398,Bild::N,mynd,сурэ́т
399,Figur::N,stytta,
400,Puppe::N,brúða,нысхъа́п
401,Beutel::N,poki,дзыо́
402,Beutel::N,baggi,дзыо́
403,Bündel::N,böggull,
404,Tasche::N,veski,ӏэлъмэ́къ
405,Eimer::N,fata,щалъ
406,Deckel::N,lok,шъхьэ
407,Geschirr::N,leirtau,хьакъу-шыкъу
408,Sack::N,sekkur,дзыо́
409,Tasse::N,bolli,чашк
410,Topf::N,pottur,кастрюль
411,Kessel::N,ketill,шыуа́н
412,Essen::N,matur,шхэн
413,Nahrung::N,fæða,шхэн
414,Speise::N,réttur,шхыныгъу
415,Speise::N,matarréttur,шхыныгъу
416,Fleisch::N,kjöt,лы
417,Getreide::N,korn,лэжьыгъацэ́
418,Brei::N,grautur,пӏастэ́
419,Brot::N,brauð,хьалыгъу
420,Scheibe::N,sneið,такъы́р
421,Fett::N,fita,дагъэ́
422,Butter::N,smjör,тхъу
423,Öl::N,olía,тхъу
424,Salz::N,salt,щыгъу
425,Suppe::N,súpa,хьантхъупс
426,Honig::N,hunang,шъоу́
427,Milch::N,mjólk,щэ
428,Tee::N,te,щай
429,Leder::N,skinn,кӏы́шъу
430,Wolle::N,ull,цы
431,Stoff::N,dúkur,шэкӏы
432,Nadel::N,nál,бгъэ́хаӏу
433,Faden::N,þráður,ӏуда́н
434,Knopf::N,tala,занкӏэу
435,Knopf::N,hnappur,занкӏэу
436,Knoten::N,hnútur,зэкъодзапӏэ
437,Farbe::N,málning,краск
438,Kleidung::N,búningur,щыгъы́ны
439,Kleidung::N,klæðnaður,щыгъы́ны
440,Hemd::N,skyrta,джан
441,Kragen::N,kragi,пшъапӏ
442,Kragen::N,flibbi,пшъапӏ
443,Ärmel::N,ermi,гъуап
444,Hose::N,buxur,гъончэ́дж
445,Gürtel::N,belti,бгыры́пх
446,Mütze::N,húfa,паӏо́
447,Schuh::N,skór,
448,Stiefel::N,stígvél,щазым
449,Ring::N,hringur,ӏэлъы́н
450,Band::N,band,лент
451,Kamm::N,greiða,мажь
452,Spiegel::N,spegill,гъундж
453,Riemen::N,ól,бгыры́пх
454,Riemen::N,reim,бгыры́пх
455,Schnur::N,snúra,кӏапсэ́
456,Leine::N,band,шъокӏапс
457,Decke::N,teppi,чыхӏэн
458,Kissen::N,koddi,шъхьант
459,Tuch::N,klútur,шъхьэтехъу
460,Handtuch::N,þurrka,ӏаплъэкӏ
461,Handtuch::N,handklæði,ӏаплъэкӏ
462,Kraft::N,afl,къары́у
463,Kraft::N,afl,кӏуачӏэ́
464,Kraft::N,kraftur,къары́у
465,Kraft::N,kraftur,кӏуачӏэ́
466,Stärke::N,styrkur,кӏуачӏэ́
467,Gesundheit::N,heilsa,псауныгъ
468,Gesundheit::N,heilbrigði,псауныгъ
469,Krankheit::N,sjúkdómur,узы
470,Schmerz::N,sársauki,узы
471,Wunde::N,sár,уӏагъэ́
472,Fieber::N,hitasótt,техьа́гъу
473,Fieber::N,hitasótt,жъоку
474,Arznei::N,lyf,ӏэзэ́гъу
475,Brücke::N,brú,лъэмы́д ж
476,Brunnen::N,brunnur,псынэ́
477,Weide::N,hagi,хъупӏэ́
478,Pfad::N,stígur,лъагъу
479,Weg::N,vegur,гъо́гу
480,Straße::N,gata,гъо́гу
481,Straße::N,stræti,гъо́гу
482,Dorf::N,þorp,къуа́дж
483,Stadt::N,borg,къалэ́
484,Brief::N,bréf,тхэн
485,Brief::N,bréf,письмэ
486,Buch::N,bók,тхы́лъ
487,Buchstabe::N,bókstafur,хьары́ф
488,Zeitung::N,dagblað,газет
489,Leben::N,líf,гъашӏэ́
490,Tod::N,dauði,аджал
491,Grab::N,gröf,бэны́
492,Kirche::N,kirkja,чылы́с
493,Sünde::N,synd,гунахь
494,Gott::N,guð,тхьэ
495,Arbeiter::N,verkamaður,рабоч
496,Chef::N,yfirmaður,гъэр
497,Meister::N,meistari,ӏэпыӏа́с
498,Arzt::N,læknir,
499,Lehrer::N,kennari,кӏэлэегъа́дж
500,Geld::N,peningar,ахъщ
501,Geschäft::N,viðskipti,ӏофшӏэн
502,Laden::N,búð,туча́н
503,Laden::N,verslun,туча́н
504,Preis::N,verð,уасэ́
505,Ware::N,vara,хьап-щып
506,Nutzen::N,gagn,чар
507,Nutzen::N,gagn,федэ́
508,Reichtum::N,auður,байныгъ
509,Welt::N,veröld,дуна́й
510,Land::N,land,хэгъэ́́гу
511,Staat::N,ríki,къэралыгъу
512,König::N,konungur,пачъы́хь
513,Macht::N,vald,шынэгъакзэ́
514,Grenze::N,landamæri,гъуна́пкъ
515,Krieg::N,stríð,зао́
516,Feind::N,fjandmaður,пы́и
517,Gewalt::N,ofbeldi,егъэзыгъэныгъ
518,Kampf::N,bardagi,бэнэныгъ
519,Bogen[Waffe]::N,bogi,щабз
520,Pfeil::N,ör,щэбза́щ
521,Gewehr::N,byssa,шхонч
522,Fehler::N,villa,хэукъоныгъ
523,Lüge::N,lygi,пцӏы
524,Schaden::N,skemmd,зэра́р
525,Unglück::N,óhamingja,тхьамыкӏагъу
526,Schuld::N,sök,мысагъэ́
527,Alter::N,aldur,ныбжь
528,Schluss::N,lok,кӏэ
529,Schluss::N,endir,кӏэ
530,Zeit::N,tími,уахътэ́
531,Tag::N,dagur,мафэ́
532,Morgen::N,morgunn,пчэды́жь
533,Mittag::N,hádegi,щэджагьу́
534,Abend::N,kvöld,пчыхьэ́
535,Nacht::N,nótt,чэщы́
536,Woche::N,vika,тхьамафэ́
537,Monat::N,mánuður,мазэ́
538,Jahr::N,ár,илъэ́с
539,Frühling::N,vor,гъатхэ́
540,Sommer::N,sumar,гъэмафэ́
541,Herbst::N,haust,бжыхьэ́
542,Winter::N,vetur,кӏыма́ф
543,Januar::N,janúar,январь
544,Februar::N,február,февраль
545,März::N,mars,март
546,April::N,apríl,апрель
547,Mai::N,maí,май
548,Juni::N,júní,июнь
549,Juli::N,júlí,июль
550,August::N,ágúst,август
551,September::N,september,сентябрь
552,Oktober::N,október,октябрь
553,November::N,nóvember,ноябрь
554,Dezember::N,desember,декабрь
555,Montag::N,mánudagur,блыпэ́
556,Dienstag::N,þriðjudagur,гъубдж
557,Mittwoch::N,miðvikudagur,бэрэскэжъый
558,Donnerstag::N,fimmtudagur,мэфэ́ку
559,Freitag::N,föstudagur,бэрэскэшху
560,Samstag::N,laugardagur,шэмбэ́т
561,Sonntag::N,sunnudagur,тхьаума́ф
562,groß::A,stór,ины́
563,klein::A,lítill,цӏы́кӏу
564,lang::A,langur,кӏыхьэ́
565,kurz::A,stuttur,кӏэкӏы́
566,breit::A,breiður,шъуамбгъо́
567,schmal::A,mjór,бгъузэ́
568,dicht::A,þéttur,ӏужъу́
569,dick[Gegenstand]::A,þykkur,ӏужъу́
570,dünn::A,þunnur,пӏуакӏэ́
571,fein::A,fíngerður,пӏуакӏэ́
572,fest::A,fastur,пытэ́
573,flach::A,flatur,тешъо́
574,glatt::A,háll,зэны́бжь
575,glatt::A,sléttur,зэны́бжь
576,hart::A,harður,пытэ́
577,weich::A,mjúkur,шъабэ́
578,rund::A,kringlóttur,хъура́й
579,spitz::A,oddhvass,папцӏэ́
580,scharf::A,beittur,чан
581,stumpf::A,bitlaus,цако́
582,schwer::A,þungur,онтэ́гъу
583,schön::A,fagur,дахэ́
584,schön::A,fallegur,дахэ́
585,heiß::A,heitur,жъо́ркъ
586,warm::A,hlýr,фабэ́у
587,warm::A,heitur,фабэ́у
588,kalt::A,kaldur,чъыӏэ́
589,kühl::A,svalur,чъыӏэтагъ
590,frisch::A,frískur,чъыӏэтагъ
591,feucht::A,rakur,шынагъэ зиӏэ
592,feucht::A,rakur,шынэгъакӏэ зиӏэ
593,feucht::A,þvalur,шынагъэ зиӏэ
594,feucht::A,þvalur,шынэгъакӏэ зиӏэ
595,nass::A,votur,цӏынэ́
596,nass::A,blautur,цӏынэ́
597,trocken::A,þurr,гъушъ
598,trocken::A,þurr,чъэпхъыгъ
599,voll::A,fullur,из
600,voll::A,fullur,изыбз
601,leer::A,tómur,нэкӏы́
602,offen::A,opinn,зэдэхыгъэ
603,geschlossen::A,lokaður,зэфэшӏыгъ
604,sauber::A,þrifinn,къабзэ́
605,schmutzig::A,óhreinn,шӏо́и
606,schmutzig::A,sóðalegur,шӏо́и
607,roh::A,hrár,мыжъо́
608,reif::A,þroskaður,чъэпхъыгъ
609,lecker::A,ljúffengur,го́хьы
610,süß::A,sætur,ӏэшӏу
611,bitter::A,beiskur,дыджы́
612,sauer::A,súr,хафэ́
613,hell::A,bjartur,нэфын
614,dunkel::A,dimmur,мэзэхэ
615,schwarz::A,svartur,шӏуцӏэ
616,weiß::A,hvítur,фыжьы́
617,rot::A,rauður,плъыжьы́
618,gelb::A,gulur,гъожьы́
619,blau::A,blár,шхъуантӏэ
620,grün::A,grænn,шхъуантӏэ
621,grau::A,grár,шхъо
622,bunt::A,marglitur,къолэны
623,billig::A,ódýr,пыут
624,teuer::A,dýr,сикӏа́с
625,teuer::A,dýr,силъа́пӏ
626,wertvoll::A,verðmætur,пкӏэ зиӏ
627,wertvoll::A,verðmætur,уасэ́ зыфа́шӏ
628,blind::A,blindur,нэшъу́
629,taub::A,heyrnarlaus,дэгу
630,kräftig::A,öflugur,лъэ́ш
631,stark::A,sterkur,лъэ́ш
632,schwach::A,veill,хъыбэй
633,fett::A,feitur,пщэры́
634,schlank::A,grannur,ищыгъэ
635,schlank::A,spengilegur,ищыгъэ
636,hübsch::A,snotur,дахэ́
637,hübsch::A,laglegur,дахэ́
638,böse::A,illur,ябгэ
639,böse::A,vondur,ябгэ
640,dumm::A,heimskur,делэ
641,faul::A,latur,шъхьахы́нэ
642,fleißig::A,iðinn,егугъурэ
643,geizig::A,nískur,тхьацэ
644,klug::A,hygginn,акъылышӏу́
645,geschickt::A,fimur,ӏэпэӏэсэ́
646,geschickt::A,fimur,шо́у шӏыгъэ́
647,geschickt::A,laginn,ӏэпэӏэсэ́
648,geschickt::A,laginn,шо́у шӏыгъэ́
649,lieb::A,kær,псэм фэд
650,lieb::A,ljúfur,псэм фэд
651,lustig::A,kátur,чэф
652,sanft::A,blíður,ӏушъа́б
653,hungrig::A,soltinn,гъаблэ́
654,hungrig::A,hungraður,гъаблэ́
655,krank::A,sjúkur,сыма́дж
656,nackt::A,nakinn,пцӏанэ́
657,traurig::A,dapur,нэшхъэй
658,traurig::A,hryggur,нэшхъэй
659,lebendig::A,lifandi,
660,gut::A,góður,дэгъу́
661,schlecht::A,slæmur,дэи
662,schlecht::A,lélegur,дэи
663,richtig::A,réttur,тэрэз
664,schlimm::A,slæmur,щынэгъо
665,wahr::A,sannur,шъыпкъэ́
666,alt::A,gamall,жъы
667,neu::A,nýr,кӏэ
668,ehemalig::A,fyrrverandi,-щтыгъэ
669,ehemalig::A,fyrrverandi,-гъэ
670,alt[Lebewesen]::A,gamall,жъы
671,jung::A,ungur,ныбжьыкӏэ́
672,arm::A,vesall,тхьамы́кӏ
673,arm::A,fátækur,тхьамы́кӏ
674,reich::A,ríkur,бай
675,reich::A,auðugur,бай
676,bekannt::A,kunnugur,нэӏуа́с
677,berühmt::A,frægur,цӏэры́ӏу
678,fremd::A,framandi,хымэ
679,fremd::A,ókunnugur,хымэ
680,verschieden::A,ýmis,зэфэшъхьафы
681,nah::A,nálægur,благъэ́
682,fern::A,fjarri,чыжьэ
683,fern::A,fjarlægur,чыжьэ
684,linker::A,vinstri,сэмэ́гу
685,rechter::A,hægri,джабгъу
686,anderer::A,annar,нэмы́кӏ
687,erster::A,fyrsti,апэр
688,zweiter::A,annar,я́тӏонэр
689,dritter::A,þriðji,ящэнэр
690,letzter::A,síðasti,аужыр
691,allein::ADV,einn,зы
692,allein::ADV,aleinn,зы
