,Concept_ID,cv,zh
756,alles::PRN,пурте,一切
757,alles::PRN,йӑлт,一切
758,ich::PRN,эп,我
759,du::PRN,эс,你
760,er::PRN,вӑл,他
761,wir::PRN,эпир,我们
762,ihr::PRN,эсир,你们
763,sie::PRN,вӗсем,她
764,was::FPRN,мӗн,什么
765,was::FPRN,мӗскер,什么
766,was::FPRN,мӗн те пулин,什么
767,wer::FPRN,кам,谁
768,wo::FADV,ӑҫта,哪里
769,wohin::FADV,ӑҫта,去哪里
770,wie::FADV,епле,怎么
771,wie::FADV,мӗнле,怎么
772,warum::FADV,ма,为什么
773,warum::FADV,мӗншӗн,为什么
774,wieviel::FNUM,миҫе,多少
775,eins::NUM,пӗр,一
776,eins::NUM,пӗрре,一
777,zwei::NUM,ик,二
778,zwei::NUM,икӗ,二
779,zwei::NUM,иккӗ,二
780,drei::NUM,виҫ,三
781,drei::NUM,виҫӗ,三
782,drei::NUM,виҫҫӗ,三
783,vier::NUM,тӑват,四
784,fünf::NUM,пилӗк,五
785,fünf::NUM,пиллӗк,五
786,sechs::NUM,улт,六
787,sechs::NUM,ултӑ,六
788,sechs::NUM,улттӑ,六
789,sieben::NUM,ҫич,七
790,sieben::NUM,ҫичӗ,七
791,sieben::NUM,ҫиччӗ,七
792,acht::NUM,сакӑр,八
793,acht::NUM,саккӑр,八
794,neun::NUM,тӑхӑр,九
795,neun::NUM,тӑххӑр,九
796,zehn::NUM,вунӑ,十
797,zehn::NUM,вуннӑ,十
798,elf::NUM,вун пӗр,十一
799,zwölf::NUM,вун ик,十二
800,zwölf::NUM,вун икӗ,十二
801,zwölf::NUM,вун иккӗ,十二
802,zwanzig::NUM,ҫирӗм,二十
803,dreißig::NUM,вӑтӑр,三十
804,vierzig::NUM,хӗрӗх,四十
805,fünfzig::NUM,аллӑ,五十
806,sechzig::NUM,утмӑл,六十
807,siebzig::NUM,ҫитмӗл,七十
808,achtzig::NUM,сакӑр вунӑ,八十
809,achtzig::NUM,сакӑр вуннӑ,八十
810,neunzig::NUM,тӑхӑр вун,九十
811,neunzig::NUM,тӑхӑр вунӑ,九十
812,neunzig::NUM,тӑхӑр вуннӑ,九十
813,hundert::NUM,ҫӗр,百
814,tausend::NUM,пин,千
815,und::CNJ,та,和
816,oder::CNJ,е,或者
817,stehen::V,тӑр,站
818,sitzen::V,лар,坐
819,liegen::V,вырт,躺着
820,hängen::V,усӑнса тӑр,挂着
821,hängen::V,ҫакӑнса тӑр,挂着
822,werden::V,пул,成为
823,passieren::V,пул,发生
824,beginnen::V,пуҫлан,开始
825,enden::V,пӗт,终止
826,enden::V,вӗҫлен,终止
827,wechseln::V,улшӑн,变迁
828,aufgehen[Sonne]::V,тух,升起
829,untergehen[Sonne]::V,анса лар,下落
830,scheinen[Sonne]::V,пӑх,照射
831,donnern::V,кӗмсӗртет,打雷
832,donnern::V,авӑт,打雷
833,wehen::V,варкӑш,飘扬
834,strömen::V,тӑкӑн,流
835,fließen::V,юх,流动
836,sich drehen::V,ҫаврӑн,转动
837,schwanken::V,чӳхен,摇摆
838,schwingen::V,суллан,摇
839,fallen::V,кип,坠落
840,fallen::V,тӳр кип,坠落
841,fallen::V,татӑлса ан,坠落
842,brennen::V,ҫун,燃烧
843,rauchen::V,мӑкӑрлан,冒烟
844,rauchen::V,тӗтӗм кӑлар,冒烟
845,regnen::V,ҫумӑр ҫӑвать,下雨
846,gefrieren::V,шӑн,结冰
847,tauen::V,ирӗл,融化
848,schmelzen::V,ирӗл,溶化
849,trocknen::V,тип,变干
850,sieden::V,вӗре,煮
851,faulen::V,ҫӗр,腐烂
852,verfaulen::V,ҫӗр,腐烂
853,reißen::V,ҫурӑл,撕
854,versinken::V,пут,下沉
855,vergehen::V,ирт,流逝
856,erscheinen::V,курӑн,出现
857,erscheinen::V,курӑнса кай,出现
858,verschwinden::V,ҫухал,消失
859,sinken::V,чак,下降
860,abnehmen::V,чак,减少
861,zunehmen::V,пысӑклан,增加
862,steigen::V,ҫӗклен,上升
863,wachsen::V,ӳс,生长
864,glänzen::V,ҫиҫ,发光
865,funkeln::V,ялкӑш,闪烁
866,funkeln::V,йӑлтӑртат,闪烁
867,lärmen::V,шавла,吵闹
868,läuten::V,шӑнкӑравла,响
869,klingeln::V,шӑнкӑравла,按铃
870,klirren::V,калтлат,
871,klirren::V,шӑнкӑлтат,
872,brausen::V,ахӑр,疾驶
873,rauschen::V,вашӑлтат,
874,rauschen::V,чашӑлтат,
875,klingen::V,янӑра,听起来
876,bellen::V,вӗр,吠
877,heulen::V,ула,嗥
878,blasen::V,вӗр,吹
879,pfeifen::V,шӑхӑр,吹口哨
880,schreien::V,кӑшкӑр,叫喊
881,stöhnen::V,йынӑш,呻吟
882,zittern::V,чӗтре,颤抖
883,leben::V,пурӑн,生存
884,geboren werden::V,ҫурал,出生
885,atmen::V,сывла,呼吸
886,trinken::V,ӗҫ,喝
887,essen::V,ҫи,吃
888,schlucken::V,ҫӑт,咽
889,müde werden::V,ӗшен,疲倦
890,einschlafen::V,ыйха пут,入睡
891,einschlafen::V,ҫывӑрса кай,入睡
892,schlafen::V,ҫывӑр,睡觉
893,aufwachen::V,вӑран,睡醒
894,aufstehen::V,тӑр,起床
895,sich erholen::V,кан,休养
896,krank werden::V,чирле,生病
897,krank sein::V,чирле,生病
898,schmerzen::V,сур,疼痛
899,schmerzen::V,ырат,疼痛
900,husten::V,ӳсӗр,咳
901,genesen::V,сывал,痊愈
902,genesen::V,тӳрлен,痊愈
903,sterben::V,вил,死
904,umkommen::V,вил,丧命
905,sich bewegen::V,куҫ,移动
906,sich rühren::V,хускал,动弹
907,sich erheben::V,тӑр,站起
908,sich setzen::V,лар,坐
909,hinfallen::V,ӳк,跌倒
910,laufen::V,ут,步行
911,schreiten::V,ут,迈步
912,spazierengehen::V,уҫӑлса ҫӳре,散步
913,spazierengehen::V,уткаласа ҫӳре,散步
914,eilen::V,васка,急忙
915,eilen::V,хыпалан,急忙
916,sich beeilen::V,васка,赶快
917,sich beeilen::V,хыпалан,赶快
918,sausen::V,ыткӑн,疾驰
919,sausen::V,вӗҫтер,疾驰
920,rennen::V,чуп,奔跑
921,springen::V,сик,跳
922,klettern::V,улӑх,攀缘
923,schaukeln::V,йӳрӗн,荡秋千
924,kriechen::V,шу,爬行
925,kriechen::V,упален,爬行
926,schwimmen::V,иш,游泳
927,tauchen::V,чӑм,潜水
928,rudern::V,авӑс,划船
929,fahren::V,пыр,行驶
930,fliegen::V,вӗҫ,飞
931,gehen::V,кай,走
932,weggehen::V,кай,离去
933,abfahren::V,тапран,出发
934,anhalten::V,чарӑн,停住
935,hineingehen::V,кӗр,进去
936,eintreten::V,кӗр,进入
937,kommen::V,кил,来
938,ankommen::V,ҫит,到达
939,zurückkommen::V,таврӑн,回来
940,zurückkommen::V,каялла кил,回来
941,bleiben::V,юл,停留
942,warten::V,кӗт,等
943,erwarten::V,кӗт,等候
944,suchen::V,шыра,找
945,finden::V,туп,找到
946,versuchen::V,пикен,尝试
947,vorbereiten::V,хатӗрле,预备
948,lieben::V,юрат,爱
949,mögen::V,кӑмӑлла,喜欢
950,mögen::V,килӗштер,喜欢
951,lachen::V,кул,笑
952,lachen::V,ахӑлтат,笑
953,rühren::V,ҫулӑх,
954,weinen::V,йӗр,哭
955,weinen::V,макӑр,哭
956,schimpfen::V,вӑрҫ,骂
957,schimpfen::V,ятлаҫ,骂
958,sich ärgern::V,ҫиллен,生气
959,sich fürchten::V,шиклен,害怕
960,fürchten::V,хӑра,害怕
961,fliehen::V,тар,逃走
962,flüchten::V,чупса тар,逃跑
963,sehen::V,кур,看
964,anschauen::V,пӑхса ил,注视
965,ansehen::V,пӑх,注视
966,hören::V,илт,听
967,zuhören::V,итле,倾听
968,zuhören::V,тӑнла,倾听
969,probieren::V,астив,尝
970,riechen::V,шӑршла,闻
971,fühlen::V,туй,感到
972,fühlen::V,сис,感到
973,scheinen::V,туйӑн,照耀
974,zu sehen sein::V,курӑн,可以看到
975,vernehmen::V,пӑл,审讯
976,frieren::V,йӳтен,觉得冷
977,tun::V,ту,作
978,können::V,пултар,能
979,wollen::V,те,要
980,anfangen::V,пуҫла,开始
981,beenden::V,пӗтер,结束
982,aufhören::V,пӑрах,停止
983,gelingen::V,ӑн,成功
984,geraten::V,пул,陷于
985,öffnen::V,уҫ,打开
986,schließen::V,хуп,关
987,stellen::V,ларт,放
988,stellen::V,тӑрат,放
989,setzen::V,ларт,放
990,legen::V,хур,摆
991,berühren::V,перӗн,触
992,verbinden::V,сып,联结
993,bedecken::V,вит,覆盖
994,aufhängen::V,ҫак,挂
995,anzünden::V,ҫут,点
996,aufheben::V,ҫӗкле,拾起
997,zurücklassen::V,манса хӑвар,遗留
998,verlieren::V,ҫӗтер,丧失
999,fallen lassen::V,ӳкер,让掉下
1000,machen::V,ту,做
1001,herstellen::V,ӑстала,生产
1002,bauen::V,ту,建造
1003,reparieren::V,юса,修理
1004,verbessern::V,лайӑхлат,改进
1005,ändern::V,улӑштар,改变
1006,graben::V,чав,挖
1007,graben::V,чакала,挖
1008,beugen::V,кукӑрт,弯下
1009,biegen::V,ав,弯
1010,biegen::V,кукӑрт,弯
1011,drehen::V,ҫавӑр,转动
1012,wenden::V,ӳпӗнтер,转动
1013,umdrehen::V,ҫавӑр,转动
1014,heben::V,хӑпарт,举起
1015,hochheben::V,йӑт,抬高
1016,ergreifen::V,тыт,抓住
1017,halten::V,тыт,拿着
1018,drücken::V,пус,压
1019,schieben::V,тӗк,推
1020,schieben::V,тӗрт,推
1021,kratzen::V,хыр,搔
1022,lecken::V,ҫула,舔
1023,beißen::V,ҫырт,咬
1024,beißen::V,хып,咬
1025,abreißen::V,тат,撕下
1026,abschneiden::V,кас,切断
1027,binden::V,ҫых,捆
1028,stecken::V,чик,插
1029,brechen::V,хуҫ,断裂
1030,klopfen::V,такка,敲
1031,hauen::V,шакка,揍
1032,kleben::V,ҫыпӑҫтар,粘
1033,reiben::V,сӑтӑр,摩擦
1034,streichen::V,сӗр,涂
1035,schleifen::V,хӑйра,拖曳
1036,schneiden::V,кас,切
1037,rütteln::V,лӑка,颠簸
1038,rütteln::V,силлентер,颠簸
1039,schütteln::V,лӑка,摇动
1040,schütteln::V,силлентер,摇动
1041,schwenken::V,сулла,摇动
1042,schütten::V,тултар,倒
1043,füllen::V,тултар,填满
1044,einwickeln::V,чӗрке,包
1045,tragen::V,ҫӗкле,提
1046,schleppen::V,сӗтӗр,扛
1047,ziehen::V,тӑс,拉
1048,aufbewahren::V,усра,保存
1049,werfen::V,пӑрах,扔
1050,fangen::V,тыт,捕捉
1051,packen::V,тыт,抓住
1052,verstecken::V,пытарса хур,藏
1053,teilen::V,уйӑр,分
1054,teilen::V,пайла,分
1055,schicken::V,яр,派遣
1056,bringen::V,кӳр,带来
1057,hinzufügen::V,хуш,添加
1058,bekommen::V,ил,得到
1059,bekommen::V,туян,得到
1060,erhalten::V,ил,接到
1061,erhalten::V,туян,接到
1062,nehmen::V,ил,拿
1063,wählen::V,суйла,挑选
1064,auswählen::V,суйла,选择
1065,bewahren::V,упра,保持
1066,behindern::V,кансӗрле,防碍
1067,behindern::V,чӑрмантар,防碍
1068,verderben::V,пӑс,败坏
1069,beschädigen::V,пӑс,损坏
1070,zerbrechen::V,ват,破碎
1071,zerbrechen::V,ҫӗмӗр,破碎
1072,zerreißen::V,ҫур,撕碎
1073,zerstören::V,иш,毁坏
1074,verbrennen::V,ҫунтар,燃烧
1075,geben::V,пар,给
1076,reichen::V,пар,递给
1077,schenken::V,парнеле,赠送
1078,versprechen::V,тума пул,许诺
1079,versprechen::V,сӑмах пар,许诺
1080,wünschen::V,сун,祝
1081,loben::V,ырла,表扬
1082,küssen::V,чуп ту,亲
1083,wiegen::V,сиктер,轻摇
1084,wiegen::V,силле,轻摇
1085,zudecken::V,вит,盖上
1086,wecken::V,вӑрат,唤起
1087,zeigen::V,кӑтарт,指
1088,führen::V,илсе пыр,带领
1089,führen::V,ҫавӑтса пыр,带领
1090,lehren::V,вёрент,教
1091,unterrichten::V,вёрент,讲课
1092,aufziehen::V,вӗрент,抚养
1093,leiten::V,тытса пыр,领导
1094,antreiben::V,васкат,催促
1095,lassen::V,пусахла,让
1096,lassen::V,хуш,让
1097,einladen::V,чӗн,邀请
1098,vereinigen::V,пӗрлештер,统一
1099,besuchen::V,ҫит,参观
1100,besuchen::V,кӗрсе кур,参观
1101,treffen::V,тӗл пул,会面
1102,sich versammeln::V,пуҫтарӑн,聚集
1103,spielen::V,выля,玩
1104,singen::V,юрла,唱歌
1105,tanzen::V,ташла,跳舞
1106,sich trennen::V,уйрӑл,分别
1107,verlassen::V,хӑвар,离开
1108,retten::V,ҫӑл,救
1109,bewachen::V,хуралла,守卫
1110,schützen::V,сыхла,保护
1111,verteidigen::V,хӳтӗле,保卫
1112,sich schlagen::V,ҫапӑҫ,打架
1113,schießen::V,пер,射击
1114,siegen::V,ҫӗн,获胜
1115,siegen::V,ҫӗнтер,获胜
1116,ärgern::V,тарӑхтар,激怒
1117,ärgern::V,ҫиллентер,激怒
1118,schlagen::V,ҫап,打
1119,treten::V,тап,踢
1120,stechen::V,чик,刺
1121,stoßen::V,чыш,撞
1122,stehlen::V,вӑрла,盗窃
1123,stören::V,кансӗрле,干扰
1124,belästigen::V,аптӑрат,打搅
1125,belästigen::V,хупла,打搅
1126,verbergen::V,пытар,隐藏
1127,täuschen::V,суй,欺骗
1128,betrügen::V,ултала,欺骗
1129,töten::V,вӗлер,杀
1130,wohnen::V,чуна пар,居住
1131,wohnen::V,парӑнса тӑр,居住
1132,arbeiten::V,ӗҫле,工作
1133,sammeln::V,пух,收集
1134,pflücken::V,тат,采
1135,jagen::V,сунара ҫӳре,打猎
1136,fischen::V,пулӑ тыт,捕鱼
1137,fassen::V,тыт,捉住
1138,hüten::V,кӗт,守护
1139,treiben::V,хӑвала,漂
1140,anbinden::V,кӑкар,拴
1141,füttern::V,ҫитер,喂
1142,melken::V,су,挤奶
1143,hacken::V,вакла,剁细
1144,gießen::V,шӑвар,浇
1145,reifen::V,пиҫ,成熟
1146,zubereiten::V,пӗҫер,
1147,kochen::V,пӗҫер,煮
1148,backen::V,пӗҫер,烤
1149,braten::V,ӑшала,煎
1150,umrühren::V,хутӑштар,搅拌
1151,stricken::V,ҫых,织
1152,nähen::V,ҫӗле,缝
1153,färben::V,пӗвет,染色
1154,reinigen::V,тасат,清洁
1155,waschen::V,ҫу,洗
1156,abwischen::V,шӑл,擦掉
1157,spülen::V,чӳхе,清洗
1158,fegen::V,шӑл,扫
1159,kehren::V,шӑл,打扫
1160,baden::V,шыва кӗр,给...洗澡
1161,sich waschen::V,ҫӑвӑн,洗澡
1162,ausziehen::V,салан,脱
1163,anziehen::V,тӑхӑн,穿
1164,sich anziehen::V,тӑхӑн,穿衣
1165,kämmen::V,тура,梳
1166,schmücken::V,илемлет,装饰
1167,sagen::V,те,说
1168,sprechen::V,кала,说
1169,reden::V,сӑмахла,讲
1170,reden::V,калаҫ,讲
1171,sich unterhalten::V,пупле,聊天
1172,fragen::V,ыйт,问
1173,bitten::V,ыйт,请
1174,erzählen::V,каласа пар,叙述
1175,mitteilen::V,пӗлтер,通知
1176,mitteilen::V,хыпарла,通知
1177,nennen::V,те,叫做
1178,nennen::V,чӗн,叫做
1179,rufen::V,чӗн,叫
1180,prahlen::V,мухтан,吹牛
1181,prahlen::V,вӗҫкӗнлен,吹牛
1182,übersetzen::V,куҫар,翻译
1183,denken::V,шухӑшла,想
1184,glauben::V,ӗнен,以为
1185,bemerken::V,асӑрха,发觉
1186,erkennen::V,палла,识别
1187,begreifen::V,ӑнлан,理解
1188,verstehen::V,пӗл,明白
1189,lernen::V,вӗрен,学
1190,wissen::V,пӗл,知道
1191,wissen::V,ӑнкар,知道
1192,sich erinnern an::V,аса ил,回忆
1193,vergessen::V,ман,忘记
1194,vergessen::V,манса кай,忘记
1195,messen::V,виҫ,测量
1196,zählen::V,шутла,数
1197,rechnen::V,шутла,计算
1198,lesen::V,вула,读
1199,malen::V,ӳкер,画
1200,zeichnen::V,ӳкер,绘制
1201,schreiben::V,ҫыр,写
1202,besitzen::V,тыт,占有
1203,kaufen::V,ил,买
1204,kaufen::V,туян,买
1205,verkaufen::V,сут,卖
1206,bezahlen::V,тӳле,付钱
1207,zahlen::V,тӳле,支付
1208,beherrschen::V,тыт,统治
1209,ertragen::V,тӳс,忍耐
1210,Bauch::N,,肚子
