,Concept_ID,sq,ab
720,alt[Lebewesen]::A,plak,Ажə
721,jung::A,i ri,аҟата
722,arm::A,varfër,ананамга
723,arm::A,vobektë,ананамга
724,reich::A,pasur,абеиа
725,bekannt::A,njohur,адыр
726,berühmt::A,famshëm,адыр
727,fremd::A,huaj,атəым
728,verschieden::A,ndryshëm,Еиуа-еиҧшым
729,nah::A,afërt,ааигəа
730,fern::A,largët,ахара
731,linker::A,majtë,арма
732,rechter::A,djathtë,арҕьа
733,anderer::A,tjetër,даҽа
734,anderer::A,tjetër,даҽакы
735,erster::A,parë,актәи
736,zweiter::A,dytë,аҩбатəи
737,dritter::A,i tretë,ахҕатәи
738,letzter::A,fundit,аҵыхəтəантəи
739,allein::ADV,vetëm,мацара
740,auf einmal::ADV,njëkohësisht,зныкала
741,auf einmal::ADV,njëkohësisht,зныкҟьара
742,zusammen::ADV,bashkë,аиц...
743,zusammen::ADV,së bashku,аиц...
744,lange::ADV,për një kohë të gjatë,акыраамҭа
745,plötzlich::ADV,befas,иаалырҟьаны
746,sofort::ADV,menjëherë,иаразнакҵәҟьа
747,sofort::ADV,aty për aty,иаразнакҵәҟьа
748,später::ADV,më vonë,уажəшьҭаншəа
749,jetzt::ADV,tash,уажәы
750,heute::ADV,sot,иахьа
751,morgen::ADV,nesër,уаҵәы
752,bald::ADV,shpejt,иласны
753,bald::ADV,së shpejti,иласны
754,dann::ADV,pastaj,нас
755,gestern::ADV,dje,иацы
756,einst::ADV,dikur,зны
757,damals::ADV,atëherë,усҟан
758,danach::ADV,mandej,нас
759,vorher::ADV,më parë,уаанӡа
760,zuerst::ADV,së pari,азнаказы
761,zuerst::ADV,së pari,аҧхьа
762,einmal::ADV,njëherë,зны
763,manchmal::ADV,nganjëherë,зны-зынла
764,oft::ADV,shpesh,лассы-лассы
765,immer::ADV,përherë,енагь
766,immer::ADV,përherë,еснагь
767,immer::ADV,gjithnjë,енагь
768,immer::ADV,gjithnjë,еснагь
769,niemals::ADV,kurrë,ианакəызаалак
770,niemals::ADV,asnjëherë,ианакəызаалак
771,hier::ADV,këtu,ара
772,hier::ADV,këtu,абра
773,hier::ADV,këtu,араҟа
774,hierhin::ADV,knej,ара
775,hierhin::ADV,knej,араҟа
776,von hier::ADV,që këtej,арантә
777,von hier::ADV,prej këtej,арантә
778,dort::ADV,aty,уа
779,dort::ADV,atje,уа
780,dorthin::ADV,anej,уахь
781,dorthin::ADV,anej,анахь
782,geradeaus::ADV,drejt,ишиашоу
783,vorwärts::ADV,mbroth,ҕхьаҟа
784,vorwärts::ADV,përpara,ҕхьаҟа
785,rückwärts::ADV,mbrapsht,шьҭахьла
786,zurück::ADV,prapa,шьҭахьҟа
787,zurück::ADV,mbrapsht,шьҭахьҟа
788,unten::ADV,poshtë,лбаа
789,hinab::ADV,përposh,алада
790,oben::ADV,lart,хыхь
791,oben::ADV,sipër,хыхь
792,hinauf::ADV,lart,аҩада
793,hinauf::ADV,përpjetë,аҩада
794,überall::ADV,kudo,зегьынцьара
795,nicht::ADV,s',-м
796,nicht::ADV,nuk,-м
797,ein wenig::ADV,një tis,ҕыҭк
798,kaum::ADV,mezi,аарлаҳәа
799,kaum::ADV,mezi,афергьҳәа
800,sehr::ADV,fort,даара
801,sehr::ADV,shumë,даара
802,so::ADV,ashtu,ас
803,so::ADV,ashtu,абас
804,so::ADV,kështu,ас
805,so::ADV,kështu,абас
806,noch::ADV,ende,макьана
807,noch::ADV,akoma,макьана
808,nur::ADV,vetëm,заҵәык
809,schon::ADV,tashmë,уажәшьҭа
810,schon::ADV,tashmë,аиҳа ипоу
811,wieder::ADV,përsëri,ҿыц
812,wieder::ADV,përsëri,дырҩегь
813,wieder::ADV,përsëri,дырҩегьых
814,vergebens::ADV,kot,баша
815,vor::PRP,para,аҕхьа
816,hinter::PRP,prapa,нхыҵ
817,hinter::PRP,mbrapa,нхыҵ
818,unter::PRP,nën,амҵа
819,unter::PRP,nën,амҵан
820,durch::PRP,nëpër,
821,neben::PRP,pranë,ааигуара
822,neben::PRP,përbri,ааигуара
823,zwischen::PRP,midis,абжьара
824,zwischen::PRP,ndërmjet,абжьара
825,wegen::PRP,për,-иззы
826,wegen::PRP,për,-ҟнытә
827,dies::PRN,ky,ари
828,dies::PRN,ky,абри
829,das::PRN,ky,Абни
830,das::PRN,ky,убри
831,alles::PRN,gjithçka,зегьы
832,ich::PRN,unë,са
833,ich::PRN,unë,сара
834,du::PRN,ti,бара
835,er::PRN,ai,иара
836,wir::PRN,ne,ҳара
837,ihr::PRN,ju,шәара
838,sie::PRN,ata,дара
839,was::FPRN,ç',
840,was::FPRN,çfarë,
841,wer::FPRN,kush,дарбан
842,wo::FADV,ku,иабыкуу
843,wo::FADV,ku,аба-
844,wo::FADV,ku,ахь-
845,wohin::FADV,për ku,иабыкуу
846,wohin::FADV,për ku,аба-
847,wohin::FADV,për ku,ахь-
848,wie::FADV,si,-шҕа
849,warum::FADV,pse,избан
850,warum::FADV,përse,избан
851,wieviel::FNUM,sa,заҟа
852,eins::NUM,një,акы
853,eins::NUM,një,аӡәы
854,zwei::NUM,dy,ҩба
855,drei::NUM,tre,хҕа
856,vier::NUM,katër,ҕшьба
857,fünf::NUM,pesë,хəба
858,sechs::NUM,gjashtë,фба
859,sieben::NUM,shtatë,Бжьба
860,acht::NUM,tetë,ааба
861,neun::NUM,nëntë,жәба
862,zehn::NUM,dhjetë,жәаба
863,elf::NUM,njëmbëdhjetë,жәеизатәи
864,zwölf::NUM,dymbëdhjetë,жәаҩа
865,zwanzig::NUM,njëzet,ҩажәа
866,dreißig::NUM,tridhjetë,ҩажәижәабатәи
867,vierzig::NUM,dyzet,ҩынҩажәа
868,fünfzig::NUM,pesëdhjetë,ҩынҩажәеижәаба
869,sechzig::NUM,gjashtëdhjetë,хынҩажәа
870,siebzig::NUM,shtatëdhjetë,хынҩажәижәаба
871,achtzig::NUM,tetëdhjetë,ҕшьынҩажәа
872,neunzig::NUM,nëntëdhjetë,ҕшьынҩажәижәаба
873,hundert::NUM,qind,шәкы
874,tausend::NUM,mijë,зқьы
875,und::CNJ,e,-и
876,und::CNJ,dhe,-и
877,oder::CNJ,a,ма
878,oder::CNJ,apo,ма
879,stehen::V,rri,агылазаара
880,sitzen::V,rri,атəара
881,sitzen::V,rri,атəа(заа)ра
882,liegen::V,rri shtrirë,аиара
883,hängen::V,varem,акнаҳара
884,werden::V,bëhem,аҟалара
885,passieren::V,ndodh,аҟалара
886,beginnen::V,filloj,алагара
887,enden::V,përfundoj,алгара
888,wechseln::V,ndërroj,аҽыҧсахра
889,aufgehen[Sonne]::V,hapem,агылара
890,aufgehen[Sonne]::V,hapem,ахашлара
891,aufgehen[Sonne]::V,hapem,аҩаҵхахара
892,untergehen[Sonne]::V,hyj,аҭашəара
893,untergehen[Sonne]::V,perëndoj,аҭашəара
894,scheinen[Sonne]::V,ndriçoj,акаҧхара
895,donnern::V,gjëmoj,адыдра
896,donnern::V,bubulloj,адыдра
897,wehen::V,fryj,асра
898,strömen::V,derdh,акаҭəара
899,fließen::V,rrjedh,ацара
900,sich drehen::V,rrotullohem,ахагьежьра
901,schwanken::V,dyzoj,аҵысра
902,schwingen::V,dridhem,ахызазара
903,schwingen::V,dridhem,акьаандара
904,fallen::V,bie,акаҳара
905,brennen::V,digjem,абылра
906,rauchen::V,nxjerr tym,ахылҵра
907,regnen::V,bie shi,аура
908,gefrieren::V,ngrij,аҵаара
909,tauen::V,shkrij,аӡҭра
910,schmelzen::V,shkrij,ақəӡыҭра
911,schmelzen::V,shkrij,аҭəара
912,trocknen::V,thaj,абара
913,sieden::V,ziej,ашра
914,faulen::V,kalbem,абаара
915,faulen::V,prishem,абаара
916,verfaulen::V,kalbem,абаара
917,verfaulen::V,kalbem,аилашра
918,reißen::V,grisem,аҧжəара
919,reißen::V,shqyhem,аҧжəара
920,versinken::V,humboj,аӡааҟəрылара
921,vergehen::V,kaloj,ацара
922,erscheinen::V,dukem,ацəырҵра
923,verschwinden::V,zhdukem,аҵашəкəара
924,sinken::V,ulem,атəара
925,sinken::V,ulem,алаҟəра
926,abnehmen::V,pakësohem,ацӡаара
927,abnehmen::V,pakësohem,аиҵалара
928,abnehmen::V,zvogëlohem,ацӡаара
929,abnehmen::V,zvogëlohem,аиҵалара
930,zunehmen::V,shtohem,аҽырҭбаара
931,zunehmen::V,shtohem,аиҵыҵра
932,zunehmen::V,shtohem,арацəахара
933,steigen::V,rritem,азҳара
934,steigen::V,rritem,ашьҭыҵра
935,steigen::V,rritem,адухара
936,steigen::V,rritem,ацлара
937,wachsen::V,rritem,азҳара
938,glänzen::V,vezulloj,ацыр-цырра
939,glänzen::V,vezulloj,ацыҩ-цыҩра
940,glänzen::V,vezulloj,аказказра
941,funkeln::V,xixoj,ашап-шапра
942,funkeln::V,xixoj,ацым-цымра
943,funkeln::V,xixëlloj,ашап-шапра
944,funkeln::V,xixëlloj,ацым-цымра
945,lärmen::V,oshtij,ашьҭыбжьгара
946,lärmen::V,oshtij,аҕьҕьаҳәа аилалара
947,lärmen::V,zhurmoj,ашьҭыбжьгара
948,lärmen::V,zhurmoj,аҕьҕьаҳәа аилалара
949,läuten::V,bie,аҵəҵəасра
950,klingeln::V,i bie ziles,аҵəҵəасра
951,klirren::V,kërcëlloj,ахьархьарра
952,klirren::V,kërcëlloj,архьархьарра
953,brausen::V,gjëmoj,аилаҽҽара
954,brausen::V,gjëmoj,еилашуера
955,rauschen::V,fëshfërij,
956,klingen::V,tingëlloj,агара
957,klingen::V,tingëlloj,ашьҭыбжь гара
958,bellen::V,leh,ашра
959,heulen::V,ulërij,ауура
960,blasen::V,fryj,аҭəҳəара
961,pfeifen::V,fishkëllej,ашəшəра
962,schreien::V,bërtas,аҳəҳəара
963,schreien::V,bërtas,ахəаара
964,schreien::V,bërtas,аҟаара
965,stöhnen::V,rënkoj,ақьра
966,zittern::V,trembem,аҵыс-ҵысра
967,leben::V,rroj,аҟазаара
968,leben::V,jetoj,аҟазаара
969,geboren werden::V,lind,Аира
970,atmen::V,marr frymë,аҕсыҕ лагаҩагара
971,trinken::V,pi,ажəра
972,essen::V,ha,акрыфара
973,schlucken::V,gëlltis,албаадара
974,schlucken::V,kapërdij,албаадара
975,müde werden::V,lodhem,ааҕсара
976,einschlafen::V,bie të fle,ацəара
977,schlafen::V,fle,ацəазаара
978,aufwachen::V,zgjohem,аҿыхара
979,aufstehen::V,çohem,Агəылҵра
980,aufstehen::V,ngrihem,Агəылҵра
981,sich erholen::V,qetësohem,аҧсшьара
982,sich erholen::V,shtendosem,аҧсшьара
983,krank werden::V,bie i sëmurë,ачмазаҩхара
984,krank sein::V,jam i sëmurë,аҳəарҧсарра
985,schmerzen::V,dhemb,ахьра
986,husten::V,kollitem,аимҳәара
987,genesen::V,shërohem,абзиахара
988,genesen::V,shërohem,аӷəӷəахара
989,sterben::V,vdes,аҧсра
990,umkommen::V,vdes,аҭахара
991,umkommen::V,mbaroj,аҭахара
992,sich bewegen::V,shkundem,аиҭаҵра
993,sich rühren::V,lëviz,ақəацара
994,sich erheben::V,ngrihem,аҩагылара
995,sich setzen::V,ulem,атəара
996,hinfallen::V,gremisem,акаҳара
997,laufen::V,eci,аныҟəара
998,schreiten::V,çapem,ашьаҿа еихгара
999,spazierengehen::V,shëtis,анеи-ааира
1000,eilen::V,ngas,аццакра
1001,sich beeilen::V,nxitoj,аццакра
1002,sausen::V,eci shpejt,аҧырра
1003,sausen::V,eci shpejt,иҭрысны
1004,sausen::V,eci shpejt,ишьҭҟьаны ацара
1005,rennen::V,vrapoj,аҩра
1006,springen::V,kërcej,аҧара
1007,klettern::V,hipi,ақəлара
1008,schaukeln::V,kolovitem,аҟəараҟəанҽара
1009,kriechen::V,zvarritem,аҳəазара
1010,schwimmen::V,notoj,аӡсара
1011,tauchen::V,zhytem,ахəӡааҵəира
1012,rudern::V,vozis,аҵшьра
1013,fahren::V,shkoj,акала
1014,fliegen::V,fluturoj,аҧырра
1015,gehen::V,eci,аиҭаҵра
1016,gehen::V,shkoj,аиҭаҵра
1017,weggehen::V,vete,ацара
1018,abfahren::V,nisem,адəықəлара
1019,abfahren::V,nisem,ацара
1020,anhalten::V,ndalem,ааныргылара
1021,hineingehen::V,futem,аҭалара
1022,eintreten::V,hyj,аҩналара
1023,kommen::V,vij,аара
1024,kommen::V,vij,ааира
1025,ankommen::V,arrij,ааира
1026,ankommen::V,arrij,аара
1027,ankommen::V,arrij,анеира
1028,ankommen::V,mbërrij,ааира
1029,ankommen::V,mbërrij,аара
1030,ankommen::V,mbërrij,анеира
1031,zurückkommen::V,kthehem,азыхынҳəра
1032,bleiben::V,mbetem,аанхара
1033,bleiben::V,mbetem,анхара
1034,bleiben::V,mbetem,аангылара
1035,bleiben::V,qëndroj,аанхара
1036,bleiben::V,qëndroj,анхара
1037,bleiben::V,qëndroj,аангылара
1038,warten::V,pres,азҧшзаара
1039,erwarten::V,pres,азҧшра
1040,suchen::V,kërkoj,ашьҭазаара
1041,finden::V,gjej,аҧшаара
1042,versuchen::V,mundohem,аҽазкра
1043,vorbereiten::V,përgatis,армазеира
1044,lieben::V,dashuroj,абзиабара
1045,mögen::V,dua,агəаҧхара
1046,lachen::V,qesh,аччара
1047,rühren::V,mallëngjej,арҵəуара
1048,weinen::V,qaj,аҵəуара
1049,schimpfen::V,shaj,ацəҳара
1050,sich ärgern::V,bëhem verem,агəаара
1051,sich fürchten::V,kam frikë,аӡыӡара
1052,sich fürchten::V,frikësohem,аӡыӡара
1053,fürchten::V,kam frikë nga,ацəшəара
1054,fliehen::V,arratisem,абналара
1055,fliehen::V,arratisem,ацəцара
1056,flüchten::V,iki,абналара
1057,flüchten::V,iki,ацəцара
1058,sehen::V,shoh,абара
1059,anschauen::V,shikoj,ахəаҧшра
1060,ansehen::V,shikoj,ахəаҧшра
1061,hören::V,dëgjoj,аҳара
1062,zuhören::V,veshtoj,азыӡырҩра
1063,probieren::V,provoj,аҧышəара
1064,riechen::V,nuhas,афыҩра
1065,fühlen::V,ndiej,анырра
1066,fühlen::V,ndiej,ацәакырра
1067,scheinen::V,ndriçoj,шәа
1068,scheinen::V,ndriçoj,аацәырҵа
1069,zu sehen sein::V,dukem,
1070,vernehmen::V,dëgjoj,аҳара
1071,frieren::V,mërdhij,ашəра
1072,frieren::V,mërdhij,аҵаара
1073,tun::V,bëj,аҟаҵара
1074,können::V,mund,алшара
1075,wollen::V,dua,аҭахра
1076,wollen::V,dëshiroj,аҭахра
1077,anfangen::V,filloj,алагара
1078,beenden::V,kryej,алгара
1079,beenden::V,mbaroj,алгара
1080,aufhören::V,pushoj,аҟəыҵра
1081,gelingen::V,më shkon mbarë,аура
1082,gelingen::V,më shkon mbarë,аманшəалахара
1083,gelingen::V,më shkon mbarë,алҵра
1084,geraten::V,del,нзаарын
1085,öffnen::V,hap,аартра
1086,schließen::V,mbyll,аркра
1087,stellen::V,vë,аргылара
1088,setzen::V,vë,артəара
1089,legen::V,vë,ақəҵара
1090,berühren::V,rrok,акьысра
1091,berühren::V,rrok,алакьысра
1092,verbinden::V,bashkoj,аҿаҳəара
1093,bedecken::V,mbuloj,ақəршəра
1094,aufhängen::V,var,акнаҳара
1095,anzünden::V,ndez,аркра
1096,aufheben::V,ngre,ашьҭыхра
1097,zurücklassen::V,lë pas,аныжьра
1098,verlieren::V,humb,ацəыӡра
1099,fallen lassen::V,lëshoj,ацəкаҳара
1100,machen::V,bëj,ачаҧара
1101,herstellen::V,prodhoj,аиҵдара
1102,bauen::V,ndërtoj,аргылара
1103,reparieren::V,ndreq,арҽеира
1104,reparieren::V,meremetoj,арҽеира
1105,verbessern::V,përmirësoj,аиҕьтəра
1106,ändern::V,ndërroj,аҧсахра
1107,graben::V,gërmoj,ажра
1108,beugen::V,kërrus,арҟəра
1109,beugen::V,kërrus,архəара
1110,biegen::V,përkul,арҟəра
1111,biegen::V,përkul,архəара
1112,drehen::V,dredh,аргьежьра
1113,drehen::V,rrotulloj,аргьежьра
1114,wenden::V,kthej,
1115,umdrehen::V,kthej,аарҳәра
1116,heben::V,ngre,аҩахара
1117,heben::V,ngre,араҳара
1118,hochheben::V,ngre,ахагалара
1119,hochheben::V,ngre,ашьҭҳəара
1120,ergreifen::V,rrëmbej,
1121,halten::V,mbaj,акра
1122,drücken::V,shtyp,ақəрӷəӷəара
1123,schieben::V,shtyj,аҵгəара
1124,schieben::V,shtyj,агəара
1125,kratzen::V,kruaj,ацəҟьара
1126,kratzen::V,gërvisht,ацəҟьара
1127,lecken::V,lëpij,арбзара
1128,beißen::V,kafshoj,ацҳара
1129,abreißen::V,shkëpus,амжəара
1130,abschneiden::V,cungoj,ахҵəара
1131,abschneiden::V,cungoj,аҿахҵəара
1132,binden::V,lidh,аҿаҳəара
1133,stecken::V,fus,алаҵара
1134,stecken::V,ngul,алаҵара
1135,brechen::V,thyej,аҧҵəара
1136,klopfen::V,trokas,асра
1137,hauen::V,godas,ақəкшара
1138,kleben::V,ngjis,аҷабра
1139,reiben::V,fërkoj,арҟəыҷра
1140,streichen::V,lyej,ахьшьра
1141,schleifen::V,mpreh,ахра
1142,schneiden::V,pres,аҧҟара
1143,rütteln::V,shkund,арҵысра
1144,schütteln::V,lëkund,аршəшəара
1145,schwenken::V,valëvit,аҟьара
1146,schütten::V,mbush,аҭаҭəара
1147,füllen::V,mbush,арҭəра
1148,einwickeln::V,mbështjell,алаҳəара
1149,tragen::V,mbaj,аҩагара
1150,tragen::V,mbart,аҩагара
1151,schleppen::V,heq,арҳəазара
1152,schleppen::V,zhgërryej,арҳəазара
1153,ziehen::V,tërheq,ахара
1154,aufbewahren::V,ruaj,аҵəахра
1155,werfen::V,hedh,аршəра
1156,fangen::V,kap,акра
1157,packen::V,rrëmbej,анкра
1158,packen::V,rrëmbej,аҵкаара
1159,verstecken::V,fsheh,аҵəахра
1160,teilen::V,ndaj,ашара
1161,schicken::V,dërgoj,ашьҭра
1162,bringen::V,sjell,аагара
1163,hinzufügen::V,shtoj,ацҵара
1164,bekommen::V,kap,аҧшаара
1165,bekommen::V,kap,архиара
1166,bekommen::V,kap,аура
1167,erhalten::V,marr,аиура
1168,nehmen::V,marr,агара
1169,wählen::V,zgjedh,алҧшаара
1170,auswählen::V,përzgjedh,алхра
1171,bewahren::V,ruaj,
1172,behindern::V,pengoj,аҧырхагахара
1173,verderben::V,prish,алгара
1174,verderben::V,prish,абжьыхра
1175,verderben::V,prish,аҧхасҭатəра
1176,beschädigen::V,dëmtoj,аҧхасҭатəра
1177,zerbrechen::V,thyej,аҧҽра
1178,zerreißen::V,çjerr,аҧжəара
1179,zerreißen::V,zheloj,аҧжəара
1180,zerstören::V,prish,аилаҧыххаара
1181,zerstören::V,shkatërroj,аилаҧыххаара
1182,verbrennen::V,djeg,абылра
1183,geben::V,jap,аҭара
1184,reichen::V,jap,аҭара
1185,schenken::V,fal,аҩгара
1186,schenken::V,dhuroj,аҩгара
1187,versprechen::V,premtoj,ақəргəыӷра
1188,wünschen::V,uroj,
1189,loben::V,lëvdoj,арҽхəара
1190,loben::V,lavdëroj,арҽхəара
1191,küssen::V,puth,агəӡра
1192,wiegen::V,tund,
1193,zudecken::V,mbuloj,аҵахҩара
1194,zudecken::V,mbuloj,ақəршəра
1195,wecken::V,zgjoj,арҿыхара
1196,zeigen::V,dëftej,арбара
1197,führen::V,çoj,аныҟəгара
1198,lehren::V,arsej,арҵара
1199,unterrichten::V,arsimoj,арҧхьара
1200,aufziehen::V,rris,ааӡара
1201,leiten::V,udhëheq,ахагылазаара
1202,antreiben::V,nxis,арццакра
1203,lassen::V,detyroj,арҟаҵара
1204,einladen::V,ftoj,ааҕхьара
1205,einladen::V,ftoj,анаҧхьара
1206,vereinigen::V,bashkoj,аилаҵара
1207,besuchen::V,vizitoj,абара
1208,treffen::V,ndesh,аҧылара
1209,sich versammeln::V,tubohem,аизара
1210,spielen::V,loz,ахəмарра
1211,spielen::V,luaj,ахəмарра
1212,singen::V,këndoj,ашəаҳəара
1213,tanzen::V,kërcej,акəашара
1214,tanzen::V,vallëzoj,акəашара
1215,sich trennen::V,ndahem,аилыҵра
1216,verlassen::V,braktis,акажьра
1217,retten::V,shpëtoj,Аиқəрхара
1218,bewachen::V,ruaj,ахьчара
1219,schützen::V,ruaj,ацəыхьчара
1220,schützen::V,mbroj,ацəыхьчара
1221,verteidigen::V,mbroj,ахьчара
1222,sich schlagen::V,zihem,аисра
1223,schießen::V,shtie,ахысра
1224,siegen::V,fitoj,аиааира
1225,siegen::V,ngadhënjej,аиааира
1226,ärgern::V,zemëroj,аргəаара
1227,schlagen::V,rrah,асра
1228,schlagen::V,rrah,аҭасра
1229,schlagen::V,godas,асра
1230,schlagen::V,godas,аҭасра
1231,treten::V,shtyj,
1232,treten::V,shtyj më këmbë,
1233,stechen::V,ther,алакшара
1234,stechen::V,shpoj,алакшара
1235,stoßen::V,shtyj,агəҭасра
1236,stehlen::V,vjedh,аӡара
1237,stören::V,pengoj,аҧырхагахара
1238,belästigen::V,bezdis,аргəамҵра
1239,verbergen::V,fsheh,аӡара
1240,täuschen::V,mashtroj,ажьара
1241,betrügen::V,kobis,ажьара
1242,töten::V,vras,ашьра
1243,wohnen::V,banoj,анхара
1244,arbeiten::V,punoj,аусура
1245,arbeiten::V,vardoj,аусура
1246,sammeln::V,mbledh,аҟəшəара
1247,sammeln::V,grumbulloj,аҟəшəара
1248,pflücken::V,vjel,аҿыршəара
1249,pflücken::V,vjel,аҿыхра
1250,pflücken::V,mbledh,аҿыршəара
1251,pflücken::V,mbledh,аҿыхра
1252,jagen::V,gjuaj,ашəарыцара
1253,fischen::V,peshkoj,аҧсыӡ икуеит
1254,fischen::V,gjuaj peshk,аҧсыӡ икуеит
1255,fassen::V,zë,акра
1256,hüten::V,kullos,арҳəра
1257,hüten::V,kullos,ахьчара
1258,treiben::V,vë përpara,акацара
1259,anbinden::V,lidh,адҳəалара
1260,füttern::V,grazhdoj,акырҿаҵара
1261,melken::V,mjel,ахьара
1262,hacken::V,grij,аҟəаҟəара
1263,gießen::V,ujis,аҵаҭəара
1264,reifen::V,piqem,ашəра
1265,reifen::V,piqem,аҟалара
1266,zubereiten::V,gatuaj,ацура
1267,kochen::V,ziej,ажəра
1268,backen::V,pjek,аӡра
1269,backen::V,furroj,аӡра
1270,braten::V,fërgoj,аӡра
1271,braten::V,tiganis,аӡра
1272,umrühren::V,trazoj,аилрыхра
1273,stricken::V,thur,аҧара
1274,nähen::V,qep,аӡахра
1275,färben::V,ngjyej,ашəра
1276,färben::V,bojatis,ашəра
1277,reinigen::V,qëroj,арыцқьара
1278,reinigen::V,pastroj,арыцқьара
1279,waschen::V,laj,аӡәӡәара
1280,waschen::V,finjos,аӡәӡәара
1281,abwischen::V,fshij,арбара
1282,spülen::V,kulloj,аҭыршара
1283,fegen::V,fshij,аҧссара
1284,kehren::V,fshij,
1285,baden::V,lahem,аҽыкəабара
1286,sich waschen::V,lahem,аҽыӡəӡəара
1287,ausziehen::V,heq,ашəыхра
1288,ausziehen::V,zbath,ашəыхра
1289,anziehen::V,vesh,ашəҵара
1290,anziehen::V,mbath,ашəҵара
1291,sich anziehen::V,vishem,аҽеилаҳəара
1292,kämmen::V,kreh,аҳəара
1293,schmücken::V,hijeshoj,арҧшӡара
1294,sagen::V,them,аҳəара
1295,sprechen::V,flas,ацəажəара
1296,reden::V,fjalos,ацəажəара
1297,reden::V,fjalos,аицәажәара
1298,reden::V,fjalëtoj,ацəажəара
1299,reden::V,fjalëtoj,аицәажәара
1300,sich unterhalten::V,bisedoj,аицәажәара
1301,fragen::V,pyes,азҵаара
1302,bitten::V,lus,аҳəара
1303,bitten::V,lutem,аҳəара
1304,erzählen::V,rrëfej,аҳəара
1305,mitteilen::V,kumtoj,азыцҳара
1306,nennen::V,quaj,ахьӡҵара
1307,rufen::V,thërras,азҿыҭра
1308,prahlen::V,mburrem,аҽхəара
1309,prahlen::V,kapardisem,аҽхəара
1310,übersetzen::V,përkthej,аиҭагара
1311,denken::V,mendoj,азхəыцра
1312,glauben::V,besoj,ахаҵара
1313,bemerken::V,vërej,агəаҭара
1314,erkennen::V,njoh,адырра
1315,erkennen::V,shquaj,адырра
1316,begreifen::V,marr vesh,аилкаара
1317,verstehen::V,marr vesh,аҳара
1318,lernen::V,mësoj,аҵара
1319,wissen::V,di,адырра
1320,sich erinnern an::V,kujtoj,агəаларшəара
1321,vergessen::V,harroj,ахашҭра
1322,messen::V,mas,ашəара
1323,zählen::V,njeh,аҧхьаӡара
1324,rechnen::V,llogaris,аҳасабра
1325,lesen::V,lexoj,аҧхьара
1326,lesen::V,këndoj,аҧхьара
1327,malen::V,lyej,
1328,zeichnen::V,vizatoj,
1329,schreiben::V,shkruaj,
1330,besitzen::V,kam,амазаара
1331,kaufen::V,blej,Аахəара
1332,verkaufen::V,shes,аҭира
1333,bezahlen::V,paguaj,ахҭынҵара
1334,bezahlen::V,paguaj,ашəара
1335,zahlen::V,paguaj,ашəара
1336,beherrschen::V,zotëroj,
1337,ertragen::V,duroj,ачҳара
