,Concept_ID,lt,he
783,unten::ADV,žemai,למטה
784,unten::ADV,apačioje,למטה
785,hinab::ADV,žemyn,למטה
786,oben::ADV,viršuj,מעל
787,oben::ADV,viršuj,למעלה
788,hinauf::ADV,aukštyn,למעלה
789,hinauf::ADV,į viršų,למעלה
790,überall::ADV,visur,בכל מקום
791,nicht::ADV,ne,לא
792,ein wenig::ADV,truputį,קצת
793,kaum::ADV,vos,בקשי
794,sehr::ADV,labai,מאוד
795,sehr::ADV,baisiai,מאוד
796,so::ADV,taip,כך
797,so::ADV,taip,ככה
798,noch::ADV,dar,עוד
799,noch::ADV,dar,עדין
800,nur::ADV,tik,רק
801,nur::ADV,vien,רק
802,schon::ADV,jau,כבר
803,wieder::ADV,vėl,שוב
804,wieder::ADV,iš naujo,שוב
805,vergebens::ADV,veltui,לריק
806,vergebens::ADV,veltui,לשוא
807,vergebens::ADV,bergždžiai,לריק
808,vergebens::ADV,bergždžiai,לשוא
809,vor::PRP,prieš,מול
810,hinter::PRP,už,מאחורי
811,unter::PRP,po,מתחת
812,durch::PRP,pro,דרך
813,durch::PRP,per,דרך
814,neben::PRP,prie,ליד
815,neben::PRP,prie,על-יד
816,neben::PRP,šalia,ליד
817,neben::PRP,šalia,על-יד
818,zwischen::PRP,tarp,בין
819,wegen::PRP,dėl,בשל
820,wegen::PRP,dėl,בגלל
821,wegen::PRP,dėlei,בשל
822,wegen::PRP,dėlei,בגלל
823,dies::PRN,šis,זה
824,dies::PRN,šitas,זה
825,das::PRN,tat,זה
826,alles::PRN,visas,הכל
827,ich::PRN,aš,אני
828,du::PRN,tu,את
829,du::PRN,tu,אתה
830,er::PRN,jis,הוא
831,wir::PRN,mes,אנחנו
832,ihr::PRN,jūs,לה
833,sie::PRN,ji,הם
834,sie::PRN,jos,הם
835,was::FPRN,kas,מה
836,wer::FPRN,kas,מי
837,wo::FADV,kur,איפה
838,wohin::FADV,kur,לאן
839,wohin::FADV,kur link,לאן
840,wie::FADV,kaip,איך
841,warum::FADV,kod̃ėl,למה
842,warum::FADV,dėl ko,למה
843,wieviel::FNUM,kiek,כמה
844,eins::NUM,vienas,אחד
845,zwei::NUM,du,שתים
846,drei::NUM,trys,שלושה
847,vier::NUM,keturi,ארבעה
848,fünf::NUM,penki,חמשה
849,sechs::NUM,šeši,ששה
850,sieben::NUM,septyni,שבעה
851,acht::NUM,aštuoni,שמונה
852,neun::NUM,devyni,תשעה
853,zehn::NUM,dešimt,עשרה
854,elf::NUM,vienuolika,אחת עשרה
855,zwölf::NUM,dvylika,שתים עשרה
856,zwanzig::NUM,dvidešimt,עשרים
857,dreißig::NUM,trisdešimt,שלושים
858,vierzig::NUM,keturiasdešimt,ארבעים
859,fünfzig::NUM,penkiasdešimt,חמשים
860,sechzig::NUM,šešiasdešimt,ששים
861,siebzig::NUM,septyniasdešimt,שבעים
862,achtzig::NUM,aštuoniasdešimt,שמונים
863,neunzig::NUM,devyniasdešimt,תשעים
864,hundert::NUM,šimtas,מאה
865,tausend::NUM,tūkstantis,אלף
866,und::CNJ,ĩr,ו
867,oder::CNJ,ar,או
868,oder::CNJ,arba,או
869,stehen::V,stovėti,עמד
870,sitzen::V,sėdėti,ישב
871,liegen::V,gulėti,שכב
872,hängen::V,kyboti,היה תלוי
873,hängen::V,kabėti,היה תלוי
874,werden::V,taptis,הפך ל
875,werden::V,darytis,הפך ל
876,passieren::V,atsitikti,קרה
877,passieren::V,pasitaikyti,קרה
878,beginnen::V,prasid́ėti,התחיל
879,enden::V,baigtis,הסתים
880,wechseln::V,keistis,השתנה
881,wechseln::V,pasikeisti,השתנה
882,aufgehen[Sonne]::V,tekėti,זרח
883,aufgehen[Sonne]::V,patekėti,זרח
884,untergehen[Sonne]::V,leistis,שקע
885,untergehen[Sonne]::V,nusileisti,שקע
886,scheinen[Sonne]::V,šviesti,בהק
887,donnern::V,griausti,רעם
888,donnern::V,griaudėti,רעם
889,wehen::V,pūsti,נשב
890,strömen::V,lietis,זרם
891,strömen::V,plūsti,זרם
892,fließen::V,tekėti,זרם
893,sich drehen::V,suktis,הסתובב
894,sich drehen::V,pasisukti,הסתובב
895,schwanken::V,svyruoti,התנודד
896,schwingen::V,suptis,התנענע
897,fallen::V,pulti,נפל
898,fallen::V,kristi,נפל
899,brennen::V,degti,בער
900,rauchen::V,rūkyti,עשן
901,regnen::V,lyti,ירד גשם
902,gefrieren::V,užšalti,קפא
903,tauen::V,tirpti,נמס
904,schmelzen::V,lydytis,התיך
905,trocknen::V,džiūti,התיבש
906,sieden::V,virti,רתח
907,faulen::V,pūti,רקב
908,verfaulen::V,švinkti,רקב
909,reißen::V,plyšti,נקרע
910,reißen::V,trūkti,נקרע
911,versinken::V,skę̃sti,טבע
912,versinken::V,grimzti,טבע
913,vergehen::V,praeiti,עבר
914,erscheinen::V,pasirodyti,נגלה
915,erscheinen::V,pasirodyti,הופיע
916,verschwinden::V,dingti,נעלם
917,verschwinden::V,išnykti,נעלם
918,verschwinden::V,pranykti,נעלם
919,sinken::V,kristi,ירד
920,abnehmen::V,mažėti,הפחית
921,abnehmen::V,silpnėti,הפחית
922,zunehmen::V,didėti,רבה
923,zunehmen::V,padaugėti,רבה
924,steigen::V,kilti,עלה
925,wachsen::V,augti,גדל
926,glänzen::V,blizgėti,נצץ
927,glänzen::V,blizgėti,בהק
928,funkeln::V,žibėti,נצנץ
929,lärmen::V,triukšmauti,רעש
930,läuten::V,skambinti,צלצל
931,klingeln::V,skambinti,צלצל
932,klirren::V,žvangėti,קרקש
933,brausen::V,šniokšti,געש
934,rauschen::V,ošti,רשרש
935,rauschen::V,šlamėti,רשרש
936,klingen::V,skardėti,נשמע
937,bellen::V,loti,נבח
938,heulen::V,kaukti,ילל
939,heulen::V,staugti,ילל
940,blasen::V,pūsti,נשף
941,pfeifen::V,švilpti,שרק
942,pfeifen::V,švilpauti,שרק
943,schreien::V,šaukti,צעק
944,stöhnen::V,dejuoti,נאנק
945,stöhnen::V,aimanuoti,נאנק
946,zittern::V,virpėti,רעד
947,leben::V,gyventi,חי
948,geboren werden::V,gimti,נולד
949,atmen::V,alsuoti,נשם
950,atmen::V,kvėpuoti,נשם
951,trinken::V,gerti,שתה
952,essen::V,valgyti,אכל
953,schlucken::V,praryti,בלע
954,müde werden::V,nuvargti,התעיף
955,müde werden::V,privargti,התעיף
956,einschlafen::V,užmigti,נרדם
957,schlafen::V,miegoti,ישן
958,aufwachen::V,pabusti,התעורר
959,aufstehen::V,keltis,קם
960,aufstehen::V,atsikelti,קם
961,sich erholen::V,pailsėti,נפש
962,sich erholen::V,poilsiauti,נפש
963,krank werden::V,susirgti,חלה
964,krank sein::V,sirgti,היה חולה
965,schmerzen::V,sopėti,כאב
966,schmerzen::V,skaudėti,כאב
967,husten::V,kosėti,השתעל
968,genesen::V,sveikti,הבריא
969,genesen::V,taisytis,הבריא
970,sterben::V,mirti,מת
971,sterben::V,numirti,מת
972,umkommen::V,žūti,נספה
973,sich bewegen::V,judėti,נע
974,sich bewegen::V,pasijudinti,נע
975,sich rühren::V,krutėti,זז
976,sich erheben::V,pakilti,קם
977,sich erheben::V,atsikelti,קם
978,sich setzen::V,sėstis,התישב
979,sich setzen::V,atsisėsti,התישב
980,hinfallen::V,parkristi,נפל
981,hinfallen::V,pargriūti,נפל
982,laufen::V,eiti,הלך ברגל
983,schreiten::V,žengti,פסע
984,schreiten::V,žingsniuoti,פסע
985,spazierengehen::V,pasivaikščioti,טיל
986,eilen::V,skubėti,אץ
987,eilen::V,skubėti,מהר
988,sich beeilen::V,paskub́ėti,מהר
989,sich beeilen::V,pasiskubinti,מהר
990,sausen::V,dumti,אץ
991,sausen::V,lėkti,אץ
992,rennen::V,bėgti,רץ
993,springen::V,šokti,קפץ
994,klettern::V,kopti,טפס
995,schaukeln::V,supti,התנדנד
996,schaukeln::V,linguoti,התנדנד
997,kriechen::V,ropoti,זחל
998,kriechen::V,šliaužti,זחל
999,schwimmen::V,plaukti,שחה
1000,tauchen::V,nerti,צלל
1001,rudern::V,irtis,חתר
1002,rudern::V,irkluoti,חתר
1003,fahren::V,važiuoti,נסע
1004,fahren::V,važinėti,נסע
1005,fliegen::V,lėkti,עף
1006,fliegen::V,skristi,עף
1007,gehen::V,eiti,הלך
1008,weggehen::V,išeiti,עזב
1009,abfahren::V,išvykti,יצא
1010,abfahren::V,išvažiuoti,יצא
1011,anhalten::V,sustoti,עצר
1012,hineingehen::V,įeiti,נכנס
1013,eintreten::V,įžengti,נכנס
1014,kommen::V,ateiti,בא
1015,ankommen::V,ateiti,הגיע
1016,zurückkommen::V,grį̃žti,שב
1017,zurückkommen::V,grį̃žti,חזר
1018,zurückkommen::V,sugrį̃žti,שב
1019,zurückkommen::V,sugrį̃žti,חזר
1020,bleiben::V,likti,נשאר
1021,bleiben::V,pasilikti,נשאר
1022,warten::V,laukti,חכה
1023,warten::V,laukti,המתין
1024,erwarten::V,laukti,צפה
1025,suchen::V,ieškoti,חפש
1026,finden::V,rasti,מצא
1027,finden::V,surasti,מצא
1028,versuchen::V,mėginti,נסה
1029,vorbereiten::V,rengti,הכין
1030,lieben::V,myĺėti,אהב
1031,mögen::V,ḿėgti,אהב
1032,mögen::V,patikti,אהב
1033,lachen::V,juoktis,צחק
1034,rühren::V,jaudinti,נגע ללב
1035,rühren::V,graudinti,נגע ללב
1036,weinen::V,verkti,בכה
1037,schimpfen::V,bartis,גער
1038,sich ärgern::V,pykti,זעם
1039,sich ärgern::V,pykti,כעס
1040,sich ärgern::V,apmaudauti,זעם
1041,sich ärgern::V,apmaudauti,כעס
1042,sich fürchten::V,bijoti,פחד
1043,sich fürchten::V,bijoti,חשש
1044,sich fürchten::V,baimintis,פחד
1045,sich fürchten::V,baimintis,חשש
1046,fürchten::V,bijoti,פחד מ
1047,fürchten::V,bijoti,חשש מ
1048,fürchten::V,baimintis,פחד מ
1049,fürchten::V,baimintis,חשש מ
1050,fliehen::V,bėgti,ברח
1051,fliehen::V,sprukti,ברח
1052,flüchten::V,pabėgti,נמלט
1053,sehen::V,žiūŕėti,ראה
1054,anschauen::V,žiūŕėti,הביט
1055,ansehen::V,žiūrėti į,התבונן
1056,ansehen::V,pažiūrėti į,התבונן
1057,hören::V,girdėti,שמע
1058,zuhören::V,klausytis,הקשיב
1059,probieren::V,ragauti,נסה
1060,probieren::V,paragauti,נסה
1061,riechen::V,uosti,הריח
1062,riechen::V,užuosti,הריח
1063,fühlen::V,justi,חש
1064,fühlen::V,jausti,חש
1065,fühlen::V,pajusti,חש
1066,scheinen::V,rodytis,נדמה
1067,scheinen::V,atrodyti,נדמה
1068,zu sehen sein::V,pasirodyti,נראה
1069,vernehmen::V,išgirsti,נודע ל
1070,frieren::V,šalti,קר ל
1071,tun::V,daryti,פעל
1072,können::V,galėti,יכל
1073,können::V,pajėgti,יכל
1074,wollen::V,norėti,רצה
1075,anfangen::V,pradėti,התחיל
1076,anfangen::V,prasid́ėti,התחיל
1077,beenden::V,baigti,גמר
1078,beenden::V,užbaigti,גמר
1079,aufhören::V,liautis,סים
1080,gelingen::V,pavykti,הצליח
1081,gelingen::V,pasisekti,הצליח
1082,geraten::V,nusisekti,עלה
1083,öffnen::V,atverti,פתח
1084,öffnen::V,atidaryti,פתח
1085,schließen::V,uždaryti,סגר
1086,stellen::V,statyti,העמיד
1087,stellen::V,pastatyti,העמיד
1088,setzen::V,sodinti,הושיב
1089,setzen::V,pasodinti,הושיב
1090,legen::V,dėti,שם
1091,legen::V,pad́ėti,שם
1092,berühren::V,liesti,נגע
1093,berühren::V,paliesti,נגע
1094,verbinden::V,jungti,קשר
1095,verbinden::V,surišti,קשר
1096,bedecken::V,uždengti,כסה
1097,aufhängen::V,pakarti,תלה
1098,aufhängen::V,pakabinti,תלה
1099,anzünden::V,padegti,הצית
1100,aufheben::V,pakelti,אסף
1101,zurücklassen::V,palikti,השאיר
1102,verlieren::V,pamesti,אבד
1103,fallen lassen::V,atsisakyti,שמט
1104,fallen lassen::V,atsisakyti,הפיל
1105,machen::V,dirbti,עשה
1106,herstellen::V,gaminti,יצר
1107,bauen::V,statyti,בנה
1108,bauen::V,pastatyti,בנה
1109,reparieren::V,taisyti,תקן
1110,reparieren::V,remontuoti,תקן
1111,verbessern::V,gerinti,שפר
1112,verbessern::V,ištaisyti,שפר
1113,ändern::V,keisti,שנה
1114,ändern::V,pakeisti,שנה
1115,graben::V,kasti,חפר
1116,beugen::V,lenkti,כפף
1117,beugen::V,palenkti,כפף
1118,biegen::V,lenkti,כופף
1119,biegen::V,palenkti,כופף
1120,drehen::V,sukti,סובב
1121,wenden::V,kreipti,הפך
1122,wenden::V,pakreipti,הפך
1123,umdrehen::V,sukti,סובב
1124,umdrehen::V,apversti,סובב
1125,heben::V,kelti,הרים
1126,heben::V,pakelti,הרים
1127,hochheben::V,pakelti,הרים
1128,ergreifen::V,čiupti,אחז
1129,ergreifen::V,griebti,אחז
1130,halten::V,laikyti,החזיק
1131,halten::V,palaikyti,החזיק
1132,drücken::V,spausti,לחץ
1133,schieben::V,stumti,הזיז
1134,kratzen::V,kasyti,שרט
1135,kratzen::V,kasyti,שפשף
1136,kratzen::V,grandyti,שרט
1137,kratzen::V,grandyti,שפשף
1138,lecken::V,laižyti,לקק
1139,beißen::V,kandžioti,נשך
1140,abreißen::V,nuplėšti,קרע
1141,abschneiden::V,atpjauti,חתך
1142,abschneiden::V,atkirpti,חתך
1143,binden::V,rišti,קשר
1144,binden::V,surišti,קשר
1145,stecken::V,kišti,תקע
1146,stecken::V,įkišti,תקע
1147,brechen::V,lūžti,שבר
1148,brechen::V,laužyti,שבר
1149,klopfen::V,belsti,נקש
1150,klopfen::V,barbenti,נקש
1151,hauen::V,mušti,הכה
1152,kleben::V,lipdyti,הדביק
1153,kleben::V,klijuoti,הדביק
1154,reiben::V,trinti,שפשף
1155,reiben::V,tarkuoti,שפשף
1156,streichen::V,tepti,מרח
1157,streichen::V,užtepti,מרח
1158,schleifen::V,galą́sti,השחיז
1159,schneiden::V,pjauti,גזר
1160,schneiden::V,kirpti,גזר
1161,rütteln::V,purtyti,נענע
1162,schütteln::V,purtyti,נער
1163,schwenken::V,mojuoti,נופף
1164,schwenken::V,mojuoti,טלטל
1165,schütten::V,pilti,שפך
1166,schütten::V,berti,שפך
1167,füllen::V,pildyti,מלא
1168,füllen::V,pripildyti,מלא
1169,einwickeln::V,įvynioti,עטף
1170,einwickeln::V,suvynioti,עטף
1171,tragen::V,nešti,נשא
1172,tragen::V,nešioti,נשא
1173,schleppen::V,vilkti,סחב
1174,ziehen::V,tempti,משך
1175,aufbewahren::V,laikyti,שמר
1176,werfen::V,mesti,זרק
1177,werfen::V,sviesti,זרק
1178,fangen::V,sugauti,תפס
1179,packen::V,čiupti,אחז
1180,packen::V,griebti,אחז
1181,verstecken::V,slėpti,החביא
1182,verstecken::V,slapstyti,החביא
1183,teilen::V,dalyti,חלק
1184,teilen::V,padalyti,חלק
1185,schicken::V,sių̃sti,שלח
1186,schicken::V,pasių̃sti,שלח
1187,bringen::V,atnešti,הביא
1188,hinzufügen::V,pridėti,הוסיף
1189,bekommen::V,gauti,תפס
1190,erhalten::V,gauti,קבל
1191,nehmen::V,paimti,אחז
1192,wählen::V,rinkti,בחר
1193,wählen::V,išsirinkti,בחר
1194,auswählen::V,išrinkti,בחר ב
1195,bewahren::V,išsaugoti,קים
1196,behindern::V,trukdyti,מנע
1197,verderben::V,sugadinti,מנע
1198,beschädigen::V,žaloti,הזיק
1199,beschädigen::V,gadinti,הזיק
1200,zerbrechen::V,sukulti,נשבר
1201,zerbrechen::V,sudaužyti,נשבר
1202,zerreißen::V,perplėšti,קרע
1203,zerreißen::V,suplėšyti,קרע
1204,zerstören::V,suardyti,הרס
1205,zerstören::V,suardyti,השמיד
1206,zerstören::V,sugriauti,הרס
1207,zerstören::V,sugriauti,השמיד
1208,verbrennen::V,deginti,שרף
1209,verbrennen::V,sudeginti,שרף
1210,geben::V,duoti,נתן
1211,geben::V,paduoti,נתן
1212,reichen::V,paduoti,העביר
1213,schenken::V,dovanoti,נתן במתנה
1214,versprechen::V,žadėti,הבטיח
1215,versprechen::V,pažadėti,הבטיח
1216,wünschen::V,norėti,אחל
1217,wünschen::V,linḱėti,אחל
1218,loben::V,girti,שבח
1219,loben::V,pagirti,שבח
1220,küssen::V,bučiuoti,נשק
1221,wiegen::V,supti,נדנד
1222,zudecken::V,užkloti,כסה
1223,zudecken::V,uždengti,כסה
1224,wecken::V,žadinti,עורר
1225,zeigen::V,rodyti,הראה
1226,führen::V,vesti,הביא
1227,führen::V,vesti,הוביל
1228,führen::V,vadovauti,הביא
1229,führen::V,vadovauti,הוביל
1230,lehren::V,mokyti,למד
1231,lehren::V,išmokyti,למד
1232,unterrichten::V,dėstyti,למד
1233,aufziehen::V,išauginti,רומם
1234,leiten::V,valdyti,נהל
1235,leiten::V,vadovauti,נהל
1236,antreiben::V,uiti,המרץ
1237,antreiben::V,raginti,המרץ
1238,antreiben::V,skubinti,המרץ
1239,lassen::V,paliepti,נתן
1240,einladen::V,kviesti,הזמין
1241,einladen::V,pakviesti,הזמין
1242,vereinigen::V,sujungti,אחד
1243,vereinigen::V,sujungti,לכד
1244,vereinigen::V,suvienyti,אחד
1245,vereinigen::V,suvienyti,לכד
1246,besuchen::V,lankyti,בקר
1247,besuchen::V,aplankyti,בקר
1248,treffen::V,sutikti,פגש
1249,treffen::V,pasitikti,פגש
1250,sich versammeln::V,susirinkti,התאסף
1251,spielen::V,groti,שחק
1252,spielen::V,žaisti,שחק
1253,singen::V,dainuoti,שר
1254,tanzen::V,šokti,רקד
1255,sich trennen::V,skirtis,נפרד
1256,sich trennen::V,išsiskirti,נפרד
1257,verlassen::V,palikti,עזב
1258,retten::V,gelbėti,הציל
1259,bewachen::V,sergėti,שמר
1260,schützen::V,ginti,אבטח
1261,schützen::V,apginti,אבטח
1262,verteidigen::V,ginti,הגן
1263,verteidigen::V,apginti,הגן
1264,sich schlagen::V,muštis,התכתש
1265,schießen::V,šauti,ירה
1266,schießen::V,šaudyti,ירה
1267,siegen::V,nugalėti,גבר
1268,siegen::V,nugalėti,נצח
1269,ärgern::V,pykinti,עצבן
1270,schlagen::V,mušti,הכה
1271,schlagen::V,mušti,הלקה
1272,schlagen::V,smogti,הכה
1273,schlagen::V,smogti,הלקה
1274,schlagen::V,trenkti,הכה
1275,schlagen::V,trenkti,הלקה
1276,treten::V,mygti,בעט
1277,stechen::V,gelti,דקר
1278,stechen::V,smeigti,דקר
1279,stoßen::V,stumti,דחק
1280,stoßen::V,pastumti,דחק
1281,stehlen::V,vogti,גנב
1282,stören::V,trikdyti,קטע
1283,stören::V,trikdyti,הפריע
1284,belästigen::V,apsunkinti,הציק
1285,belästigen::V,apsunkinti,הטריד
1286,verbergen::V,slėpti,הצניע
1287,verbergen::V,paslėpti,הצניע
1288,täuschen::V,klaidinti,שגע
1289,betrügen::V,apgauti,הונה
1290,töten::V,žudyti,הרג
1291,töten::V,nužudyti,הרג
1292,wohnen::V,gyventi,גר
1293,arbeiten::V,dirbti,עבד
1294,arbeiten::V,triūsti,עבד
1295,sammeln::V,rinkti,אסף
1296,pflücken::V,skinti,קטף
1297,pflücken::V,raškyti,קטף
1298,jagen::V,medžioti,צד
1299,fischen::V,žvejoti,דג
1300,fassen::V,sučiupti,תפס
1301,hüten::V,ganyti,רעה
1302,treiben::V,ginti,הוציא
1303,anbinden::V,pririšti,קשר
1304,füttern::V,šerti,הלעיט
1305,melken::V,melžti,חלב
1306,hacken::V,kapoti,קצץ
1307,gießen::V,lieti,השקה
1308,gießen::V,laistyti,השקה
1309,reifen::V,nokti,בשל
1310,reifen::V,sirpti,בשל
1311,zubereiten::V,ruošti,הכין
1312,zubereiten::V,gaminti,הכין
1313,kochen::V,virti,בשל
1314,kochen::V,virinti,בשל
1315,backen::V,kepti,אפה
1316,braten::V,kepti,צלה
1317,braten::V,kepti,טגן
1318,braten::V,kepinti,צלה
1319,braten::V,kepinti,טגן
1320,umrühren::V,maišyti,ערבב
1321,umrühren::V,pamaišyti,ערבב
1322,stricken::V,megzti,סרג
1323,nähen::V,siūti,תפר
1324,färben::V,dažyti,צבע
1325,färben::V,nudažyti,צבע
1326,reinigen::V,valyti,נקה
1327,reinigen::V,švarinti,נקה
1328,waschen::V,plauti,רחץ
1329,waschen::V,plauti,כבס
1330,waschen::V,mazgoti,רחץ
1331,waschen::V,mazgoti,כבס
1332,waschen::V,skalbti,רחץ
1333,waschen::V,skalbti,כבס
1334,abwischen::V,nušluostyti,נגב
1335,spülen::V,plauti,שטף
1336,spülen::V,skalauti,שטף
1337,fegen::V,šluoti,טאטא
1338,kehren::V,šluoti,טאטא
1339,baden::V,maudytis,טבל
1340,baden::V,maudytis,שחה
1341,sich waschen::V,praustis,התרחץ
1342,ausziehen::V,numauti,הוריד
1343,ausziehen::V,nuvilkti,הוריד
1344,anziehen::V,mauti,לבש
1345,anziehen::V,apsivilkti,לבש
1346,sich anziehen::V,rengtis,התלבש
1347,sich anziehen::V,apsirengti,התלבש
1348,kämmen::V,šukuoti,סרק
1349,schmücken::V,puošti,קשט
1350,schmücken::V,dabinti,קשט
1351,schmücken::V,gražinti,קשט
1352,sagen::V,tarti,אמר
1353,sprechen::V,kalbėti,דבר
1354,reden::V,šnekėti,דבר
1355,sich unterhalten::V,kalbėtis,שוחח
1356,sich unterhalten::V,šnekučiuotis,שוחח
1357,fragen::V,klausti,שאל
1358,bitten::V,prašyti,בקש
1359,erzählen::V,pasakoti,ספר
1360,mitteilen::V,skelbti,מסר
1361,mitteilen::V,skelbti,הודיע
1362,mitteilen::V,pranešti,מסר
1363,mitteilen::V,pranešti,הודיע
1364,nennen::V,vadinti,קרא בשם
1365,nennen::V,vardyti,קרא בשם
1366,rufen::V,šaukti,גיס
1367,rufen::V,šaukti,הזמין לבוא
1368,rufen::V,kviesti,גיס
1369,rufen::V,kviesti,הזמין לבוא
1370,prahlen::V,girtis,התרברב
1371,übersetzen::V,versti,תרגם
1372,übersetzen::V,išversti,תרגם
1373,denken::V,galvoti,חשב
1374,glauben::V,manyti,האמין
1375,glauben::V,tikėti,האמין
1376,bemerken::V,pamatyti,הבחין
1377,bemerken::V,pastebėti,הבחין
1378,erkennen::V,pažinti,זהה
1379,erkennen::V,atpažinti,זהה
1380,begreifen::V,suvokti,קלט
1381,begreifen::V,suvokti,הבין
1382,verstehen::V,suprasti,הבין
1383,lernen::V,mokytis,למד
1384,wissen::V,žinoti,ידע
1385,sich erinnern an::V,prisiminti,זכר
1386,vergessen::V,užmiršti,שכח
1387,messen::V,matuoti,מדד
1388,zählen::V,skaičiuoti,ספר
1389,rechnen::V,skaičiuoti,חשב
1390,lesen::V,skaityti,קרא
1391,malen::V,tapyti,ציר
1392,zeichnen::V,piešti,שרטט
1393,zeichnen::V,žymėti,שרטט
1394,zeichnen::V,braižyti,שרטט
1395,schreiben::V,rašyti,כתב
1396,besitzen::V,turėti,היה בעל של
1397,kaufen::V,pirkti,קנה
1398,kaufen::V,pirkti,רכש
1399,verkaufen::V,parduoti,מכר
1400,bezahlen::V,apmokėti,שלם
1401,zahlen::V,mokėti,שלם
1402,beherrschen::V,valdyti,שלט
1403,ertragen::V,kę̃sti,סבל
1404,ertragen::V,pakelti,סבל
1405,ertragen::V,iškę̃sti,סבל
