,Concept_ID,et,ru
841,schlafen::V,magama,спать
842,aufwachen::V,ärkama,проснуться
843,aufstehen::V,ärkama,встать
844,aufstehen::V,üles tõusma,встать
845,sich erholen::V,puhkama,отдыхать
846,krank werden::V,haigestuma,заболеть
847,krank werden::V,haigeks jääma,заболеть
848,krank sein::V,haige olema,болеть
849,schmerzen::V,valutama,болеть
850,husten::V,köhima,кашлять
851,genesen::V,toibuma,поправиться
852,sterben::V,surema,умереть
853,umkommen::V,surma saama,погибнуть
854,sich bewegen::V,liikuma,двигаться
855,sich rühren::V,liikuma,шевельнуться
856,sich erheben::V,kerkima,встать
857,sich setzen::V,istet võtma,сесть
858,hinfallen::V,kukkuma,упасть
859,hinfallen::V,maha kukkuma,упасть
860,laufen::V,kõndima,ходить
861,schreiten::V,astuma,шагать
862,spazierengehen::V,jalutama,гулять
863,eilen::V,ruttama,спешить
864,eilen::V,kiirustama,спешить
865,sich beeilen::V,ruttama,торопиться
866,sich beeilen::V,kiirustama,торопиться
867,sausen::V,kihutama,мчаться
868,sausen::V,tormama,мчаться
869,rennen::V,jooksma,бегать
870,rennen::V,kihutama,бегать
871,springen::V,hüppama,прыгать
872,klettern::V,ronima,лазать
873,schaukeln::V,kiikuma,раскачиваться
874,kriechen::V,roomama,ползать
875,schwimmen::V,ujuma,плавать
876,tauchen::V,sukelduma,нырять
877,rudern::V,sõudma,грести
878,fahren::V,sõitma,ехать
879,fliegen::V,lendama,летать
880,gehen::V,käima,идти
881,gehen::V,minema,идти
882,weggehen::V,ära minema,уйти
883,weggehen::V,välja minema,уйти
884,abfahren::V,väljuma,отправиться
885,abfahren::V,ära sõitma,отправиться
886,anhalten::V,peatuma,остановиться
887,hineingehen::V,sisenema,входить
888,hineingehen::V,sisse minema,входить
889,eintreten::V,sisenema,войти
890,eintreten::V,sisse astuma,войти
891,kommen::V,tulema,прийти
892,ankommen::V,saabuma,прибыть
893,zurückkommen::V,tagasi tulema,возвратиться
894,bleiben::V,jääma,остаться
895,warten::V,ootama,ждать
896,erwarten::V,ootama,ожидать
897,erwarten::V,lootma,ожидать
898,suchen::V,otsima,искать
899,finden::V,leidma,найти
900,versuchen::V,püüdma,пытаться
901,versuchen::V,üritama,пытаться
902,versuchen::V,katsetama,пытаться
903,vorbereiten::V,valmistama,подготовить
904,lieben::V,armastama,любить
905,mögen::V,sallima,любить
906,mögen::V,meeldima,любить
907,lachen::V,naerma,смеяться
908,rühren::V,liigutama,растрогать
909,rühren::V,heldima panema,растрогать
910,weinen::V,nutma,плакать
911,schimpfen::V,sõimama,ругаться
912,sich ärgern::V,ärrituma,сердиться
913,sich ärgern::V,vihastuma,сердиться
914,sich fürchten::V,kartma,бояться
915,sich fürchten::V,hirmu tundma,бояться
916,fürchten::V,kartma,бояться
917,fliehen::V,põgenema,убегать
918,flüchten::V,põgenema,убежать
919,sehen::V,nägema,видеть
920,anschauen::V,vaatama,посмотреть
921,ansehen::V,vaatama,смотреть
922,hören::V,kuulma,слышать
923,zuhören::V,kuulama,слушать
924,probieren::V,proovima,пробовать
925,riechen::V,nuusutama,нюхать
926,fühlen::V,tundma,чувствовать
927,scheinen::V,näida,казаться
928,scheinen::V,ilmuda,казаться
929,zu sehen sein::V,ilmuma,виднеться
930,vernehmen::V,üle kuulama,услышать
931,frieren::V,külmetada,мерзнуть
932,tun::V,tegema,делать
933,können::V,võima,мочь
934,können::V,võima,уметь
935,können::V,oskama,мочь
936,können::V,oskama,уметь
937,wollen::V,tahtma,хотеть
938,anfangen::V,hakkama,начать
939,anfangen::V,alustama,начать
940,beenden::V,lõpetama,закончить
941,aufhören::V,lakkama,перестать
942,gelingen::V,õnnestuma,удаться
943,geraten::V,jõudma,оказаться
944,öffnen::V,avama,открыть
945,schließen::V,sulgema,закрыть
946,stellen::V,panema,поставить
947,stellen::V,asetama,поставить
948,setzen::V,panema,посадить
949,legen::V,panema,класть
950,legen::V,asetama,класть
951,berühren::V,riivama,трогать
952,berühren::V,puudutama,трогать
953,verbinden::V,ühendama,связать
954,bedecken::V,katma,покрыть
955,aufhängen::V,riputama,повесить
956,anzünden::V,süütama,зажечь
957,aufheben::V,üles tõstma,поднять
958,zurücklassen::V,jätma,оставить
959,verlieren::V,kaotama,потерять
960,fallen lassen::V,maha pillama,уронить
961,fallen lassen::V,kukkuda laskma,уронить
962,machen::V,tegema,сделать
963,herstellen::V,valmistama,изготовить
964,bauen::V,ehitama,строить
965,reparieren::V,parandama,чинить
966,verbessern::V,parandama,улучшить
967,ändern::V,muutma,изменить
968,ändern::V,ümber tegema,изменить
969,graben::V,kaevama,копать
970,beugen::V,painutama,согнуть
971,biegen::V,painutama,погнуть
972,drehen::V,keerama,вертеть
973,wenden::V,ümber pöörama,повернуть
974,umdrehen::V,ümber keerama,перевернуть
975,heben::V,tõstma,поднимать
976,hochheben::V,üles tõstma,поднять
977,hochheben::V,kõrgele tõstma,поднять
978,ergreifen::V,haarama,схватить
979,halten::V,hoidma,держать
980,drücken::V,pigistama,нажимать
981,schieben::V,lükkama,толкать
982,kratzen::V,kraapima,скрести
983,lecken::V,lakkuma,лизать
984,beißen::V,purema,кусать
985,beißen::V,hammustama,кусать
986,abreißen::V,rebima,оторвать
987,abreißen::V,ära rebima,оторвать
988,abschneiden::V,ära lõikama,отрезать
989,binden::V,siduma,вязать
990,stecken::V,pistma,воткнуть
991,brechen::V,murdma,сломать
992,klopfen::V,koputama,стучать
993,hauen::V,lööma,бить
994,kleben::V,kleepima,клеить
995,reiben::V,hõõruma,тереть
996,streichen::V,silitama,намазать
997,schleifen::V,lihvima,точить
998,schleifen::V,teritama,точить
999,schneiden::V,lõikama,резать
1000,rütteln::V,raputama,шатать
1001,schütteln::V,raputama,трясти
1002,schütteln::V,loksutama,трясти
1003,schwenken::V,vehkima,махать
1004,schwenken::V,lehvitama,махать
1005,schütten::V,kallama,налить
1006,füllen::V,täitma,наполнить
1007,einwickeln::V,sisse mähkima,завернуть
1008,tragen::V,kandma,нести
1009,schleppen::V,tassima,тащить
1010,schleppen::V,lohistama,тащить
1011,ziehen::V,vedama,тянуть
1012,ziehen::V,tõmbama,тянуть
1013,aufbewahren::V,säilitama,хранить
1014,aufbewahren::V,alal hoidma,хранить
1015,werfen::V,viskama,бросать
1016,fangen::V,püüdma,ловить
1017,packen::V,kinni haarama,схватить
1018,packen::V,kinni võtma,схватить
1019,verstecken::V,peitma,спрятать
1020,teilen::V,jagama,разделить
1021,teilen::V,jaotama,разделить
1022,schicken::V,saatma,посылать
1023,bringen::V,viima,принести
1024,hinzufügen::V,lisama,добавить
1025,bekommen::V,saama,достать
1026,erhalten::V,saama,получить
1027,nehmen::V,võtma,взять
1028,wählen::V,valima,выбрать
1029,auswählen::V,valima,отобрать
1030,bewahren::V,hoidma,сохранить
1031,behindern::V,takistama,препятствовать
1032,verderben::V,rikkuma,испортить
1033,beschädigen::V,rikkuma,повредить
1034,zerbrechen::V,katki tegema,разбить
1035,zerreißen::V,katki rebima,разорвать
1036,zerstören::V,purustama,разрушить
1037,verbrennen::V,põletama,сжечь
1038,geben::V,andma,дать
1039,reichen::V,andma,передать
1040,reichen::V,ulatama,передать
1041,schenken::V,kinkima,дарить
1042,versprechen::V,lubama,обещать
1043,versprechen::V,tõotama,обещать
1044,wünschen::V,soovima,желать
1045,loben::V,kiitma,хвалить
1046,küssen::V,suudlema,целовать
1047,wiegen::V,hällitama,качать
1048,zudecken::V,kaanetama,накрыть
1049,zudecken::V,kinni katma,накрыть
1050,wecken::V,äratama,разбудить
1051,zeigen::V,näitama,показать
1052,führen::V,juhatama,вести
1053,lehren::V,õpetama,учить
1054,unterrichten::V,õpetama,преподавать
1055,aufziehen::V,üles kasvatama,воспитать
1056,leiten::V,juhtima,руководить
1057,antreiben::V,ergutama,подгонять
1058,lassen::V,laskma,заставить
1059,einladen::V,kutsuma,пригласить
1060,vereinigen::V,ühendama,объединить
1061,besuchen::V,külastama,посетить
1062,treffen::V,kohtama,встретить
1063,sich versammeln::V,kogunema,собраться
1064,spielen::V,mängima,играть
1065,singen::V,laulma,петь
1066,tanzen::V,tantsima,плясать
1067,tanzen::V,tantsima,танцевать
1068,sich trennen::V,lahku minema,расстаться
1069,verlassen::V,maha jätma,покинуть
1070,retten::V,päästma,спасти
1071,bewachen::V,valvama,охранять
1072,schützen::V,kaitsma,уберегать
1073,verteidigen::V,kaitsma,защитить
1074,sich schlagen::V,kaklema,драться
1075,schießen::V,tulistama,стрелять
1076,siegen::V,võitma,победить
1077,ärgern::V,ärritama,сердить
1078,ärgern::V,vihastama,сердить
1079,schlagen::V,lööma,ударить
1080,treten::V,sõtkuma,пинать
1081,stechen::V,pistma,уколоть
1082,stechen::V,torkama,уколоть
1083,stoßen::V,tõukama,толкнуть
1084,stehlen::V,varastama,украсть
1085,stören::V,segama,помешать
1086,stören::V,häirima,помешать
1087,belästigen::V,ahistama,надоедать
1088,verbergen::V,peitma,скрыть
1089,verbergen::V,varjama,скрыть
1090,täuschen::V,petma,обмануть
1091,täuschen::V,tüssama,обмануть
1092,betrügen::V,petma,смошенничать
1093,betrügen::V,tüssama,смошенничать
1094,betrügen::V,truudust murtma,смошенничать
1095,töten::V,tapma,убить
1096,töten::V,surmama,убить
1097,wohnen::V,elama,проживать
1098,arbeiten::V,töötama,работать
1099,sammeln::V,koguma,собрать
1100,sammeln::V,korjama,собрать
1101,pflücken::V,noppima,рвать
1102,pflücken::V,noppima,срывать
1103,jagen::V,jahtima,охотиться
1104,fischen::V,kalastama,рыбачить
1105,fischen::V,kala püüdma,рыбачить
1106,fassen::V,püüdma,поймать
1107,hüten::V,karjatama,пасти
1108,treiben::V,ajama,гнать
1109,anbinden::V,kinni siduma,привязать
1110,füttern::V,söötma,кормить
1111,melken::V,lüpsma,доить
1112,hacken::V,raiuma,рубить
1113,hacken::V,lõhkuma,рубить
1114,gießen::V,kastma,полить
1115,reifen::V,valmima,созреть
1116,zubereiten::V,valmistama,приготовить
1117,kochen::V,keetma,варить
1118,backen::V,küpsetama,печь
1119,braten::V,praadima,жарить
1120,umrühren::V,segama,перемешать
1121,stricken::V,kuduma,вязать
1122,nähen::V,õmblema,шить
1123,färben::V,värvima,покрасить
1124,reinigen::V,puhastama,очистить
1125,waschen::V,pesema,стирать
1126,abwischen::V,puhtaks pühkima,вытереть
1127,spülen::V,uhtma,полоскать
1128,fegen::V,pühkima,подметать
1129,kehren::V,pühkima,мести
1130,baden::V,suplema,купаться
1131,baden::V,kümblema,купаться
1132,sich waschen::V,end pesema,мыться
1133,ausziehen::V,käest võtma,снять
1134,ausziehen::V,jalast võtma,снять
1135,ausziehen::V,seljast võtma,снять
1136,anziehen::V,jalga panema,надеть
1137,sich anziehen::V,riietuma,одеться
1138,kämmen::V,kammima,причесать
1139,schmücken::V,kaunistama,украсить
1140,sagen::V,ütlema,сказать
1141,sprechen::V,rääkima,говорить
1142,sprechen::V,kõnelema,говорить
1143,reden::V,kõnelema,разговаривать
1144,sich unterhalten::V,vestlema,беседовать
1145,fragen::V,küsima,спросить
1146,bitten::V,paluma,просить
1147,erzählen::V,jutustama,рассказать
1148,mitteilen::V,teatama,сообщить
1149,mitteilen::V,teada andma,сообщить
1150,nennen::V,nimetama,назвать
1151,rufen::V,kutsuma,звать
1152,prahlen::V,hooplema,хвастаться
1153,übersetzen::V,tõlkima,перевести
1154,denken::V,mõtlema,думать
1155,glauben::V,uskuma,верить
1156,bemerken::V,märkama,заметить
1157,erkennen::V,ära tundma,узнать
1158,begreifen::V,aru saama,понять
1159,begreifen::V,aru saama,постичь
1160,verstehen::V,mõistma,услышать
1161,lernen::V,õppima,учиться
1162,wissen::V,teadma,знать
1163,sich erinnern an::V,mäletama,вспомнить
1164,vergessen::V,unustama,забыть
1165,messen::V,mõõtma,мерить
1166,zählen::V,loendama,считать
1167,rechnen::V,arvutama,считать
1168,lesen::V,lugema,читать
1169,malen::V,maalima,рисовать
1170,zeichnen::V,joonistama,рисовать
1171,schreiben::V,kirjutama,писать
1172,besitzen::V,omama,иметь
1173,kaufen::V,ostma,купить
1174,verkaufen::V,müüma,продать
1175,bezahlen::V,tasuma,заплатить
1176,zahlen::V,maksma,платить
1177,beherrschen::V,valitsema,владеть
1178,ertragen::V,taluma,вытерпеть
