,Concept_ID,az,ta
390,Kessel::N,qazan,கெண்டி
391,Essen::N,yemək,உணவருந்துதல்
392,Nahrung::N,qida,உணவு
393,Speise::N,xörək,உணவு வகை
394,Fleisch::N,ət,இறைச்சி
395,Getreide::N,taxıl,மக்காச்சோளம்
396,Brei::N,aş,கஞ்சி
397,Brei::N,sıyıq,கஞ்சி
398,Brot::N,çörək,ரொட்டி
399,Scheibe::N,dilim,துண்டு
400,Fett::N,yağ,கொழுப்பு
401,Butter::N,kərə yağı,வெண்ணெய்
402,Öl::N,yağ,எண்ணெய்
403,Salz::N,duz,உப்பு
404,Suppe::N,şorba,ரசம்
405,Honig::N,bal,தேன்
406,Milch::N,süd,பால்
407,Tee::N,çay,தெனீர்
408,Leder::N,dəri,பதம் செய்யப்பட்ட தோல்
409,Wolle::N,yun,கம்பளி
410,Stoff::N,qumaş,துணி
411,Nadel::N,iynə,ஊசி
412,Faden::N,sap,நூல்
413,Knopf::N,düymə,பொத்தான்
414,Knoten::N,düyün,முடிச்சு
415,Farbe::N,boya,வண்ணக் குழம்பு
416,Kleidung::N,geyim,ஆடைகள்
417,Hemd::N,köynək,சட்டை
418,Kragen::N,yaxa,கழுத்துப் பட்டை
419,Ärmel::N,qol,சட்டைக்கை
420,Hose::N,şalvar,கால்சட்டை
421,Gürtel::N,kəmər,பெல்ட்
422,Mütze::N,şapka,தொப்பி
423,Schuh::N,tufli,காலணி
424,Schuh::N,ayaqqabı,காலணி
425,Stiefel::N,çəkmə,காலணி
426,Ring::N,üzük,மோதிரம்
427,Band::N,lent,நாடா
428,Kamm::N,daraq,கீப்பு
429,Spiegel::N,güzgü,ஆடி
430,Spiegel::N,güzgü,கண்ணாடி
431,Riemen::N,qayış,வார்
432,Schnur::N,ip,கயிறு
433,Leine::N,kəmsik,தோல்வார்
434,Decke::N,ədyal,போர்வை
435,Decke::N,yorğan,போர்வை
436,Kissen::N,yastıq,தலையணை
437,Tuch::N,şarf,துணி
438,Tuch::N,kaşne,துணி
439,Handtuch::N,dəsmal,தண்டு
440,Kraft::N,güc,நிர்பந்தம்
441,Stärke::N,qüvvət,பலம்
442,Gesundheit::N,sağlamlıq,ஆரோக்கியம்
443,Krankheit::N,xəstəlik,நோய்
444,Schmerz::N,ağrı,வலி
445,Schmerz::N,sancı,வலி
446,Wunde::N,yara,காயம்
447,Fieber::N,isitmə,காய்ச்சல்
448,Fieber::N,qızdırma,காய்ச்சல்
449,Arznei::N,ilaç,மருந்து
450,Arznei::N,dərman,மருந்து
451,Brücke::N,körpü,பாலம்
452,Brunnen::N,quyu,கேணி
453,Weide::N,otlaq,மேய்ச்சல் நிலம்
454,Pfad::N,cığır,நடை வழி
455,Weg::N,yol,வழி
456,Straße::N,küçə,சாலை
457,Dorf::N,kənd,கிராமம்
458,Stadt::N,şəhər,நகரம்
459,Brief::N,məktub,கடிதம்
460,Buch::N,kitab,புத்தகம்
461,Buchstabe::N,hərf,எழத்து
462,Zeitung::N,qəzet,செய்தித்தாள்
463,Leben::N,həyat,வாழ்க்கை
464,Tod::N,ölüm,மரணம்
465,Grab::N,qəbir,சமாதி
466,Kirche::N,kilsə,தேவாலயம்
467,Sünde::N,günah,பாவம்
468,Gott::N,tanrı,கடவுள்
469,Arbeiter::N,işçi,தொழிலாளி
470,Chef::N,şef,மேலாளர்
471,Chef::N,rəis,மேலாளர்
472,Meister::N,usta,தலைவன்
473,Arzt::N,həkim,மருத்துவர்
474,Arzt::N,doktor,மருத்துவர்
475,Lehrer::N,müəllim,ஆசிரியர்
476,Geld::N,pul,பணம்
477,Geschäft::N,ticarət,வாணிபம்
478,Laden::N,dükan,கடை
479,Preis::N,qiymət,விலை
480,Ware::N,mal,சாமன்கள்
481,Nutzen::N,fayda,இலாபம்
482,Reichtum::N,zənginlik,சொத்து
483,Welt::N,aləm,உலகம்
484,Welt::N,dünya,உலகம்
485,Land::N,ölkə,நாடு
486,Staat::N,dövlət,நாடு
487,König::N,kral,அரசன்
488,König::N,məlik,அரசன்
489,Macht::N,qüdrət,அதிகாரம்
490,Grenze::N,hüdud,எல்லை
491,Grenze::N,sərhət,எல்லை
492,Krieg::N,hərb,போர்
493,Krieg::N,müharibə,போர்
494,Feind::N,düşmən,எதிரி
495,Gewalt::N,cəbr,வன்முறை
496,Kampf::N,savaş,போராட்டம்
497,Bogen[Waffe]::N,yay,வில்
498,Pfeil::N,ox,அம்பு
499,Gewehr::N,tüfəng,துப்பாக்கி
500,Fehler::N,xəta,தவறு
501,Lüge::N,yalan,பொய்
502,Schaden::N,ziyan,சேதாரம்
503,Unglück::N,bəla,இடையூறு
504,Schuld::N,təqsir,குற்றம்
505,Alter::N,yaş,வயது
506,Schluss::N,son,முடிவு
507,Zeit::N,vaxt,காலம்
508,Zeit::N,zaman,காலம்
509,Tag::N,gün,நாள்
510,Morgen::N,sabah,காலை நேரம்
511,Mittag::N,günorta,மதியம்
512,Abend::N,axşam,மாலைப் பொழுது
513,Nacht::N,gecə,இரவு
514,Woche::N,həftə,வாரம்
515,Monat::N,ay,மாதம்
516,Jahr::N,il,வருடம்
517,Frühling::N,yaz,வசந்தம்
518,Frühling::N,bahar,வசந்தம்
519,Sommer::N,yay,கோடை
520,Herbst::N,payız,இலையுதிர் காலம்
521,Winter::N,qış,குளிர்காலம்
522,Januar::N,Janvar,ஜனவரி
523,Februar::N,Fevral,பிபரவரி மாதம்
524,März::N,Mart,மார்ச் மாதம்
525,April::N,Aprel,ஏப்ரல் மாதம்
526,Mai::N,May,மே மாதம்
527,Juni::N,İyun,ஜூன் மாதம்
528,Juli::N,İyul,ஜூலை மாதம்
529,August::N,Avqust,ஆகஸ்ட் மாதம்
530,September::N,Sentyabr,செப்டம்பர் மாதம்
531,Oktober::N,Oktyabr,அக்டோபர் மாதம்
532,November::N,Noyabr,நவம்பர் மாதம்
533,Dezember::N,Dekabr,டிசம்பர்
534,Montag::N,bazar ertəsi,திங்கட் கிழமை
535,Dienstag::N,çərşənbə axşamı,செவ்வாய்க்கிழமை
536,Mittwoch::N,çərşənbə,புதன் கிழமை
537,Donnerstag::N,cüme axşamı,வியாழக் கிழமை
538,Freitag::N,cüme,வெள்ளிக்கிழமை
539,Samstag::N,şənbə,சனிக்கிழமை
540,Sonntag::N,bazar,ஞாயிறுக் கிழமை
541,groß::A,böyük,பெரிய
542,klein::A,kiçik,சிறிய
543,lang::A,uzun,நீண்ட
544,kurz::A,qısa,குட்டையான
545,breit::A,enli,அகலமான
546,breit::A,geniş,அகலமான
547,schmal::A,dar,குறுகலான
548,dicht::A,sıx,அடர்த்தியான
549,dick[Gegenstand]::A,qalın,தடித்த
550,dünn::A,nazik,சன்னமான
551,fein::A,incə,மெல்லிய
552,fest::A,bərk,உறுதியாள
553,fest::A,möhkəm,உறுதியாள
554,flach::A,düz,தட்டையான
555,glatt::A,hamar,வழுவழுப்பான
556,hart::A,sərt,கடினமான
557,weich::A,yumşaq,மென்மையான
558,rund::A,yuvarlaq,உருண்டையான
559,spitz::A,uclu,திகந்தமாக
560,spitz::A,sivri,திகந்தமாக
561,scharf::A,kəskin,கூரான
562,stumpf::A,küt,உளம் திறந்த
563,schwer::A,ağır,கனமான
564,schön::A,gözəl,அழகான
565,schön::A,gəşəng,அழகான
566,heiß::A,isti,சூடான
567,warm::A,ilıq,இதமான
568,kalt::A,soyuq,குளிர்ச்சியான
569,kühl::A,sərin,குளிர்ச்சியான
570,frisch::A,təzə,சுத்தமான
571,feucht::A,nəm,ஈரமான
572,nass::A,yaş,ஈரமான
573,trocken::A,quru,உலர்ந்த
574,voll::A,dolu,நிரம்பிய
575,leer::A,boş,காலியான
576,offen::A,açıq,திறந்த
577,geschlossen::A,qapalı,மூடப்பட்ட
578,sauber::A,təmiz,சுத்தமான
579,schmutzig::A,kirli,அழக்கான
580,roh::A,çiy,கச்சா
581,reif::A,yetişmiş,பழுத்த
582,lecker::A,dadlı,சுவைமிக்க
583,lecker::A,ləzzətli,சுவைமிக்க
584,süß::A,şirin,இனிப்பான
585,bitter::A,acı,கசப்பான
586,sauer::A,turş,புளிப்பாக
587,hell::A,aydın,பளபளப்பான
588,dunkel::A,qaranlıq,கருமையான
589,schwarz::A,qara,கருப்பு வண்ண
590,weiß::A,ağ,வெண்மையன
591,rot::A,qırmızı,சிவப்பு
592,gelb::A,sarı,மஞ்சள் வண்ணம்
593,blau::A,göy,நீல வண்ண
594,blau::A,mavi,நீல வண்ண
595,grün::A,yaşıl,பச்சை வண்ண
596,grau::A,boz,சாம்பல் நிற
597,bunt::A,əlvan,வண்ண மயமான
598,bunt::A,rəngli,வண்ண மயமான
599,billig::A,ucuz,மலிவான
600,teuer::A,bahalı,விலை அதிகமான
601,wertvoll::A,qiymətli,மதிப்புள்ள
602,blind::A,kor,பார்வையற்ற
603,taub::A,kar,செவிடான
604,kräftig::A,güclü,வலிமையான
605,stark::A,qüvvətli,பலமான
606,schwach::A,zəif,பலவீனமான
607,schwach::A,gücsüz,பலவீனமான
608,fett::A,şişman,பருமனாக
609,schlank::A,zərif,ஒல்லியான
610,hübsch::A,göyçək,அழகிய
611,böse::A,fəna,கேடு விளைவிக்கும்
612,dumm::A,axmaq,முட்டாள்தனமான
613,faul::A,tənbəl,சோம்பலான
614,fleißig::A,çalışqan,ஊக்கந்தளராத
615,geizig::A,xəsis,கஞேசத்தனமான
616,klug::A,ağıllı,சாதுரியமான
617,geschickt::A,bacarıqlı,திறமையள்ள
618,lieb::A,əziz,அன்புக்குரிய
619,lieb::A,sevimli,அன்புக்குரிய
620,lustig::A,məzəli,களிப்புமிக்க
621,lustig::A,gülməli,களிப்புமிக்க
622,sanft::A,mülayim,சாதுவான
623,hungrig::A,ac,பசியுடன்
624,krank::A,xəstə,நோயுற்று
625,nackt::A,çılpaq,ஆடையற்ற
626,traurig::A,qəmgin,சோகமான
627,traurig::A,kədərli,சோகமான
628,lebendig::A,canlı,பிழைப்பு
629,gut::A,yaxşı,நல்ல
630,schlecht::A,pis,கெட்ட
631,richtig::A,doğru,சரியான
632,schlimm::A,fəna,அருவருப்பான
633,wahr::A,gərçək,உண்மையான
634,alt::A,əski,பழைய
635,alt::A,köhnə,பழைய
636,neu::A,yeni,புதிய
637,ehemalig::A,əvvəlki,முன்நாள்
638,alt[Lebewesen]::A,qoca,வயதான
639,jung::A,gənc,இளமையான
640,arm::A,kasıb,ஏழ்மையான
641,arm::A,yoxsul,ஏழ்மையான
642,reich::A,zəngin,செல்வம் படைத்த
643,bekannt::A,tanış,பழக்கப்பட்ட
644,berühmt::A,məşhur,புகழ்பெற்ற
645,fremd::A,yad,அயல் நாட்டு
646,verschieden::A,dürlü,வித்தியாசமான
647,nah::A,yaxın,பக்கத்தில் உள்ள
648,fern::A,uzaq,தொலை தூரத்தில்
649,linker::A,sol,மீந்திருக்கும்
650,rechter::A,sağ,வலதுபக்கம்
651,anderer::A,başqa,மற்ற
652,erster::A,birinci,முதனமையான
653,zweiter::A,ikinci,இரண்டாவது
654,dritter::A,üçüncü,மூன்றாவது
655,letzter::A,sonuncu,கடைசி
656,letzter::A,axırıncı,கடைசி
657,allein::ADV,tək,தனியாக
658,allein::ADV,yalqız,தனியாக
659,auf einmal::ADV,birdən,தடீரென்று
660,zusammen::ADV,birlikdə,சேர்ந்து
661,lange::ADV,uzun,அதிக நோம்
662,plötzlich::ADV,qəfildən,தடீரென்று
663,sofort::ADV,həmən,உடனடியாக
664,sofort::ADV,dərhal,உடனடியாக
665,später::ADV,sonra,பிறகு
666,jetzt::ADV,indi,இப்பொழது
667,heute::ADV,bugün,இன்று
668,morgen::ADV,sabah,நாளைக்கு
669,bald::ADV,yaxında,சீக்கிரம்
670,bald::ADV,tezliklə,சீக்கிரம்
671,dann::ADV,onda,அப்பொழுது
672,gestern::ADV,dünən,நேற்று
673,einst::ADV,əvvəllər,ஒரே முறை
674,damals::ADV,o vaxt,அப்பொழுது
675,danach::ADV,sonra,பிற்பாடு
676,vorher::ADV,qabaqcadan,முன்பாக
677,zuerst::ADV,əvvəl,முதலில்
678,einmal::ADV,bir dəfə,ஒரே முறை
679,manchmal::ADV,hərdənbir,சில நேரங்களில்
