,Concept_ID,is,ku
816,wieviel::FNUM,hve mikill,çend
817,eins::NUM,einn,yek
818,zwei::NUM,tveir,didu
819,drei::NUM,þrír,sisê
820,vier::NUM,fjórir,çar
821,fünf::NUM,fimm,penç
822,sechs::NUM,sex,şeş
823,sieben::NUM,sjö,heft
824,acht::NUM,átta,heşt
825,neun::NUM,níu,neh
826,zehn::NUM,tíu,deh
827,elf::NUM,ellefu,yazdeh
828,zwölf::NUM,tólf,diwazdeh
829,zwanzig::NUM,tuttugu,bîst
830,dreißig::NUM,þrjátíu,sih
831,vierzig::NUM,fjörutíu,çil
832,fünfzig::NUM,fimmtíu,pençi
833,sechzig::NUM,sextíu,şêst
834,siebzig::NUM,sjötíu,heftê
835,achtzig::NUM,áttatíu,heştê
836,neunzig::NUM,níutíu,nod
837,hundert::NUM,hundrað,sêd
838,tausend::NUM,þúsund,hezar
839,und::CNJ,og,û
840,oder::CNJ,eða,an
841,oder::CNJ,eða,yan
842,stehen::V,standa,sekinîn
843,sitzen::V,sitja,rûniştin
844,liegen::V,liggja,paldan
845,hängen::V,hanga,darve kirin
846,werden::V,verða,bûn
847,passieren::V,gerast,hatin holê
848,passieren::V,gerast,hatin serê kesî
849,beginnen::V,byrja,li dest pêkirin
850,enden::V,enda,xalas bû
851,enden::V,lykta,xalas bû
852,wechseln::V,skipta,guherandin
853,wechseln::V,skipta,dêgiş kirin
854,aufgehen[Sonne]::V,koma upp,hilatin
855,untergehen[Sonne]::V,ganga til viðar,çun ava
856,scheinen[Sonne]::V,skína,şewk de
857,donnern::V,þruma,gire-gir
858,wehen::V,blása,ba le de
859,strömen::V,streyma,xwe girtin
860,fließen::V,fljóta,herikîn
861,sich drehen::V,snúast,xwe zivirandin
862,schwanken::V,riða,hejandin
863,schwanken::V,rugga,hejandin
864,schwingen::V,sveiflast,libakirin
865,fallen::V,falla,ketin
866,brennen::V,brenna,şewitîn
867,rauchen::V,reykja,kişandin
868,regnen::V,rigna,bahran tê
869,gefrieren::V,frjósa,qefilandin
870,tauen::V,þiðna,helandin
871,schmelzen::V,bráðna,helandin
872,trocknen::V,þorna,zuwabûn
873,sieden::V,sjóða,kelîn
874,faulen::V,rotna,xerabûn
875,verfaulen::V,rotna,xerabûn
876,reißen::V,rifna,jêkirin
877,versinken::V,sökkva,xerq bûn
878,vergehen::V,líða,derbas bûn
879,erscheinen::V,birtast,peyda bûn
880,verschwinden::V,hverfa,wendabûn
881,sinken::V,síga,noq bûn
882,abnehmen::V,lækka,kêm bûn
883,abnehmen::V,minnka,kêm bûn
884,zunehmen::V,aukast,qelew bûn
885,steigen::V,stíga,hildan
886,wachsen::V,vaxa,mezin bûn
887,glänzen::V,glóa,biriqîn
888,glänzen::V,glampa,biriqîn
889,funkeln::V,leiftra,çikisîn
890,lärmen::V,hafa hátt,guşîn
891,läuten::V,hringja,lê de
892,klingeln::V,hringja,sîl dan
893,klingeln::V,hringja,ringerin
894,klirren::V,glamra,zingzing hat
895,klirren::V,skrölta,zingzing hat
896,brausen::V,ólga,guşîn
897,rauschen::V,suða,guşîn
898,klingen::V,hljóma,deng pe ketin
899,bellen::V,gelta,kewtîn
900,heulen::V,væla,ûrîn
901,heulen::V,ýlfra,ûrîn
902,blasen::V,blása,puf kirin
903,pfeifen::V,blístra,fîkandin
904,schreien::V,æpa,qîrîn
905,stöhnen::V,stynja,nalîn
906,zittern::V,titra,hejîn
907,zittern::V,skjálfa,hejîn
908,leben::V,lifa,jihîn
909,geboren werden::V,fæðast,hatin dinyê
910,geboren werden::V,fæðast,bûn
911,atmen::V,anda,hilmijîn
912,atmen::V,draga andann,hilmijîn
913,trinken::V,drekka,vexwarin
914,essen::V,borða,xwarin
915,schlucken::V,kingja,daqulbandin
916,müde werden::V,þreytast,betilîln
917,müde werden::V,þreytast,qerimîn
918,einschlafen::V,sofna,razan
919,schlafen::V,sofa,razan
920,schlafen::V,sofa,razandin
921,aufwachen::V,vakna,şiyarbûn
922,aufstehen::V,fara á fætur,rabûn
923,sich erholen::V,hvíla sig,baş bûn
924,krank werden::V,veikjast,nexweş kêt
925,krank werden::V,verða veikur,nexweş kêt
926,krank sein::V,vera veikur,nexweş bû
927,schmerzen::V,kenna til,êşandin
928,husten::V,hósta,kuxin
929,genesen::V,batna,baş bûn
930,genesen::V,frískast,baş bûn
931,sterben::V,deyja,mirin
932,umkommen::V,farast,mirin
933,sich bewegen::V,bifast,leqîn
934,sich rühren::V,hreyfast,leqîn
935,sich erheben::V,standa upp,rabûn
936,sich setzen::V,setjast,runiştin
937,hinfallen::V,detta,kêtin
938,laufen::V,labba,meşîn
939,schreiten::V,ganga,meşkirin
940,spazierengehen::V,ganga sér til skemmtunar,gerandin
941,eilen::V,fara hratt,lezandin
942,sich beeilen::V,flýta sér,zûkirin
943,sausen::V,þjóta,fîzîn
944,rennen::V,hlaupa,baz dan
945,springen::V,stökkva,hilpekîn
946,klettern::V,klifra,hilperikîn
947,schaukeln::V,róla,lorandin
948,schaukeln::V,rugga,lorandin
949,kriechen::V,skríða,xuşandin
950,schwimmen::V,synda,avjenîn
951,tauchen::V,kafa,qutxuyardin
952,tauchen::V,kafa,noqîn
953,rudern::V,róa,qaîq ajotin
954,fahren::V,aka,ajotin
955,fahren::V,fara,ajotin
956,fliegen::V,fljúga,firîn
957,gehen::V,fara,çûn
958,gehen::V,ganga,çûn
959,weggehen::V,fara burt,çûn
960,weggehen::V,ganga burt,çûn
961,abfahren::V,aka burt,çûyin
962,anhalten::V,stöðva,rawestîn
963,hineingehen::V,ganga inn,ketin hundir
964,eintreten::V,koma inn,têketin
965,eintreten::V,ganga inn,têketin
966,kommen::V,koma,hatin
967,ankommen::V,koma til,gihan
968,ankommen::V,koma til,gihîştin
969,zurückkommen::V,koma til baka,vegerandin
970,bleiben::V,haldast,sekinîn
971,bleiben::V,vera kyrr,sekinîn
972,warten::V,bíða,payîn
973,erwarten::V,búast við,payîn
974,erwarten::V,eiga von á,payîn
975,suchen::V,leita,lêgerîn
976,finden::V,finna,peyda kirin
977,versuchen::V,reyna,çeribandin
978,vorbereiten::V,undirbúa,amade kirin
979,lieben::V,elska,hez kirin
980,mögen::V,þykja gott,dil kirin
981,mögen::V,falla í geð,dil kirin
982,lachen::V,hlæja,kenîn
983,rühren::V,snerta,hêjan
984,weinen::V,gráta,girîn
985,schimpfen::V,skammast,pevçûn
986,sich ärgern::V,sárna,enirîn
987,sich ärgern::V,gremjast,enirîn
988,sich fürchten::V,óttast,tirsîn
989,fürchten::V,óttast,tirsin
990,fliehen::V,flýja,bazdan
991,flüchten::V,strjúka,revîn
992,sehen::V,sjá,dîtin
993,anschauen::V,horfa á,sêr kirin
994,ansehen::V,líta á,hesibandin
995,hören::V,heyra,guhdar jirin
996,zuhören::V,hlusta,guhdarî kirin
997,probieren::V,smakka,tehm kirin
998,riechen::V,þefa,bihn kirin
999,fühlen::V,finna til,hîs kirin
1000,scheinen::V,virðast,xoyer kir
1001,zu sehen sein::V,vera að sjá,diyar bûn
1002,vernehmen::V,heyra,bihîstin
1003,vernehmen::V,greina,bihîstin
1004,frieren::V,frjósa,qerişîn
1005,tun::V,gera,kirin
1006,können::V,geta,karin
1007,wollen::V,ætla,xwestîn
1008,wollen::V,vilja,xwestîn
1009,anfangen::V,hefja,dest pêkirin
1010,beenden::V,enda,xelas kirin
1011,beenden::V,ljúka,xelas kirin
1012,aufhören::V,lykta,xelas kirin
1013,gelingen::V,heppnast,çe bûn
1014,geraten::V,lukkast,qewîmîn
1015,öffnen::V,opna,vekirin
1016,schließen::V,loka,girtin
1017,stellen::V,láta,danîn
1018,stellen::V,setja,danîn
1019,setzen::V,láta,rûniştin
1020,setzen::V,setja,rûniştin
1021,legen::V,láta,danîn
1022,legen::V,láta,razandin
1023,legen::V,leggja,danîn
1024,legen::V,leggja,razandin
1025,berühren::V,koma við,lêketin
1026,verbinden::V,sameina,anîn pê
1027,bedecken::V,hylja,sergirtin
1028,aufhängen::V,hengja,aliqandin
1029,aufhängen::V,hengja upp,aliqandin
1030,anzünden::V,kveikja í,pêxistin
1031,aufheben::V,taka upp,hildan
1032,aufheben::V,lyfta upp,hildan
1033,zurücklassen::V,skilja eftir,hiştin
1034,zurücklassen::V,skilja eftir,vehiştin
1035,verlieren::V,týna,wendakirin
1036,verlieren::V,glata,wendakirin
1037,fallen lassen::V,missa,xistin bixe
1038,fallen lassen::V,missa,xistin
1039,machen::V,búa til,kirin
1040,machen::V,búa til,çêkirin
1041,herstellen::V,framleiða,çê kirin
1042,herstellen::V,framleiða,peyda kirin
1043,bauen::V,smíða,lêkirin
1044,bauen::V,byggja,lêkirin
1045,reparieren::V,gera við,veherînerîn
1046,verbessern::V,bæta,sererastkirin
1047,ändern::V,breyta,degiş kirin
1048,graben::V,grafa,kolandin
1049,beugen::V,beygja,tewîn
1050,beugen::V,beygja,xwar kirin
1051,biegen::V,sveigja,tewandin
1052,biegen::V,sveigja,xwarkirin
1053,drehen::V,snúa,fitilandin
1054,wenden::V,snúa,zivîrin
1055,wenden::V,venda,zivîrin
1056,umdrehen::V,venda,vegerandin
1057,umdrehen::V,snúa við,vegerandin
1058,heben::V,hefja,hildan
1059,hochheben::V,lyfta upp,hildan
1060,ergreifen::V,grípa,dest avêtin
1061,halten::V,rúma,hîştin
1062,halten::V,rúma,sekinîn
1063,halten::V,halda,hîştin
1064,halten::V,halda,sekinîn
1065,drücken::V,þjá,pêl kirin
1066,drücken::V,þrýsta,pêl kirin
1067,schieben::V,ýta,damdan
1068,kratzen::V,klóra,xurandin
1069,lecken::V,sleikja,alastin
1070,beißen::V,bíta,gez kirin
1071,abreißen::V,rífa af,hilşandin
1072,abreißen::V,rífa frá,hilşandin
1073,abschneiden::V,skera af,jêkirin
1074,abschneiden::V,klippa af,jêkirin
1075,binden::V,binda,girêdan
1076,stecken::V,stinga,têxistin
1077,brechen::V,brjóta,şikandin
1078,klopfen::V,berja,kutandin
1079,klopfen::V,klappa,kutandin
1080,hauen::V,berja,li dan
1081,hauen::V,höggva,li dan
1082,kleben::V,líma,zeliqîn
1083,kleben::V,líma,şirêz kirin
1084,reiben::V,núa,firikandin
1085,streichen::V,smyrja,bax dan
1086,schleifen::V,slípa,çarkirin
1087,schneiden::V,skera,jêkirin
1088,schneiden::V,klippa,jêkirin
1089,rütteln::V,skaka,hejandin
1090,schütteln::V,hrista,daweşîn
1091,schwenken::V,sveifla,têwdan
1092,schütten::V,hella,rijandin
1093,füllen::V,fylla,dagirtin
1094,einwickeln::V,vefja inn í,pêçandin
1095,tragen::V,bera,kişandin
1096,tragen::V,bera,rajtin
1097,schleppen::V,draga,kişandin
1098,ziehen::V,toga,kişandin
1099,ziehen::V,draga,kişandin
1100,aufbewahren::V,geyma,hilandin
1101,werfen::V,kasta,avêtin
1102,fangen::V,grípa,sem kirin
1103,fangen::V,grípa,girtin
1104,packen::V,þrífa í,pê girtin
1105,verstecken::V,fela,hîlanin
1106,teilen::V,deila,parvekirin
1107,schicken::V,senda,şandin
1108,bringen::V,færa,anîn
1109,bringen::V,færa,birin
1110,bringen::V,flytja,anîn
1111,bringen::V,flytja,birin
1112,hinzufügen::V,bæta við,dan ser
1113,hinzufügen::V,bæta við,li tiştekî zêde kirin
1114,bekommen::V,hljóta,standin
1115,bekommen::V,ná,standin
1116,erhalten::V,fá,standin
1117,nehmen::V,taka,girtin
1118,wählen::V,velja,ray dan
1119,auswählen::V,velja úr,bijartin
1120,bewahren::V,gæta,rê li ber girtin
1121,bewahren::V,gæta,lê xwedî derketin
1122,bewahren::V,vernda,rê li ber girtin
1123,bewahren::V,vernda,lê xwedî derketin
1124,behindern::V,varna,bara wi
1125,verderben::V,spilla,heram bûn
1126,beschädigen::V,skemma,xerab kirin
1127,zerbrechen::V,brjóta,şikênandin
1128,zerbrechen::V,brjóta,perçe kirin
1129,zerreißen::V,rífa,qelişandin
1130,zerreißen::V,rífa sundur,qelişandin
1131,zerstören::V,rífa niður,hilşandin
1132,verbrennen::V,brenna,şewitandin
1133,geben::V,gefa,dan
1134,geben::V,gefa,dayin
1135,reichen::V,rétta,besbûn
1136,reichen::V,rétta,têrkirin
1137,schenken::V,gefa,diyarî kirin
1138,versprechen::V,lofa,soz dan
1139,versprechen::V,heita,soz dan
1140,wünschen::V,óska,dil kirin
1141,loben::V,lofa,pesinandin
1142,loben::V,hrósa,pesinandin
1143,küssen::V,kyssa,maçkirin
1144,wiegen::V,rugga,lorandin
1145,wiegen::V,rugga,wezinandin
1146,zudecken::V,þekja,nixumandin
1147,zudecken::V,breiða yfir,nixumandin
1148,wecken::V,vekja,bixwe hesandin
1149,zeigen::V,sýna,şanîdan
1150,führen::V,leiða,raber kirin
1151,lehren::V,kenna,hîn kirin
1152,unterrichten::V,fræða,ders dan
1153,aufziehen::V,ala upp,mesinkirin
1154,leiten::V,stjórna,rêberî kirin
1155,antreiben::V,hvetja,bezandin
1156,lassen::V,láta,berdan
1157,lassen::V,láta,hiştin
1158,einladen::V,bjóða heim,dawet kirin
1159,vereinigen::V,sameina,bi yek kirin
1160,besuchen::V,heimsækja,mêvan bûn
1161,treffen::V,hitta,rast hatin
1162,sich versammeln::V,safnast saman,li hev çivîn
1163,spielen::V,leika sér,listin
1164,singen::V,syngja,stran
1165,tanzen::V,dansa,reqisîn
1166,sich trennen::V,skiljast,hew berdan
1167,verlassen::V,yfirgefa,tanê hişt
1168,verlassen::V,yfirgefa,bêkes
1169,retten::V,bjarga,rihakirin
1170,bewachen::V,gæta,raçavkirin
1171,bewachen::V,hafa vörð á,raçavkirin
1172,schützen::V,vernda,hemet kirin
1173,verteidigen::V,verja,paraztin
1174,sich schlagen::V,slást,li hev bezîn
1175,sich schlagen::V,berjast,li hev bezîn
1176,schießen::V,skjóta,agir kirin
1177,siegen::V,sigra,biser ketin
1178,ärgern::V,ergja,xeyirandin
1179,ärgern::V,skaprauna,xeyirandin
1180,schlagen::V,slá,lêdan
1181,schlagen::V,slá,lêxistin
1182,schlagen::V,lemja,lêdan
1183,schlagen::V,lemja,lêxistin
1184,treten::V,sparka,têlekirin
1185,stechen::V,stinga,têrekirin
1186,stoßen::V,hrinda,lêketin
1187,stehlen::V,stela,dizîn
1188,stehlen::V,stela,dizî birin
1189,stören::V,trufla,aciz kirin
1190,belästigen::V,ónáða,li tela yeki ketin
1191,verbergen::V,leyna,veşartin
1192,verbergen::V,leyna,kemîndanîn
1193,täuschen::V,gabba,xapandin
1194,täuschen::V,gabba,lê zexeli kirin
1195,täuschen::V,blekkja,xapandin
1196,täuschen::V,blekkja,lê zexeli kirin
1197,betrügen::V,svíkja,xapandin
1198,betrügen::V,blekkja,xapandin
1199,töten::V,drepa,kûştin
1200,wohnen::V,búa,rûniştin
1201,arbeiten::V,vinna,kar kirin
1202,arbeiten::V,vinna,şêxulin
1203,sammeln::V,safna,komkirin
1204,pflücken::V,tína,çinîn
1205,pflücken::V,reyta,çinîn
1206,jagen::V,veiða,nêçîr kirin
1207,fischen::V,fiska,masî girtin
1208,fassen::V,veiða,pê girtin
1209,fassen::V,veiða,sêm kirin
1210,hüten::V,gæta,hei jê man
1211,hüten::V,vakta,hei jê man
1212,treiben::V,reka,bêherandin
1213,anbinden::V,binda við,tewilandin
1214,anbinden::V,binda fast,tewilandin
1215,füttern::V,fóðra,xwarine dan lê
1216,melken::V,mjólka,dotin
1217,hacken::V,höggva,kolandin
1218,gießen::V,hella,av dan
1219,reifen::V,þroskast,kemilîn
1220,zubereiten::V,elda,çe kirin
1221,zubereiten::V,tilbúa,çe kirin
1222,kochen::V,sjóða,xwarin çe kirin
1223,kochen::V,sjóða,kelandin
1224,backen::V,baka,pijandin
1225,braten::V,steikja,qelandin
1226,braten::V,steikja,sor kirin
1227,umrühren::V,hræra í,têvdan
1228,stricken::V,prjóna,hûnan
1229,nähen::V,sauma,kêl kirin
1230,färben::V,lita,boyax kirin
1231,reinigen::V,hreinsa,paqijkirin
1232,waschen::V,þvo,şuştin
1233,abwischen::V,þerra,pakîj kirin
1234,spülen::V,skola,şuştin
1235,spülen::V,þvo upp,şuştin
1236,fegen::V,sópa,maliştin
1237,fegen::V,hreinsa,maliştin
1238,kehren::V,sópa,maliştin
1239,baden::V,baða sig,serîşûştin
1240,sich waschen::V,þvo sér,serîşûştin
1241,ausziehen::V,fara úr,jê kirin
1242,anziehen::V,fara í,pê kirin
1243,sich anziehen::V,klæðast,xwe kirin
1244,kämmen::V,greiða,şeh kirin
1245,schmücken::V,prýða,xemilandin
1246,schmücken::V,skreyta,xemilandin
1247,sagen::V,segja,gotin
1248,sagen::V,segja,peyivîn
1249,sprechen::V,tala,peyivîn
1250,reden::V,ræða,axaftin
1251,sich unterhalten::V,spjalla,hev biştaxilin
1252,sich unterhalten::V,ræðast við,hev biştaxilin
1253,fragen::V,spyrja,pirsîn
1254,fragen::V,spyrja,pirs kirin
1255,bitten::V,biðja,tika kirin
1256,erzählen::V,segja frá,behs kirin
1257,mitteilen::V,tilkynna,vegotin
1258,nennen::V,nefna,bi nav kirin
1259,rufen::V,kalla,bakirin
1260,prahlen::V,gorta,pesnê xwe dan
1261,übersetzen::V,þýða,qulibandin
1262,übersetzen::V,þýða,derbas kirin
1263,denken::V,hugsa,fikirîn
1264,glauben::V,trúa,bawer bûn
1265,bemerken::V,taka eftir,bala xwe dan
1266,bemerken::V,taka eftir,çac lê ketin
1267,erkennen::V,þekkja,pêhesîn
1268,begreifen::V,skilja,fêmkirin
1269,verstehen::V,skilja,fêmkirin
1270,lernen::V,læra,halmandin
1271,lernen::V,læra,fêrbun
1272,wissen::V,vita,zanîn
1273,sich erinnern an::V,minnast,bir bûn
1274,vergessen::V,gleyma,ji bir kirin
1275,messen::V,mæla,pê kanîn
1276,zählen::V,telja,hejmardin
1277,rechnen::V,reikna,hesibandin
1278,lesen::V,lesa,xwendin
1279,malen::V,mála,rengandin
1280,malen::V,mála,boyax kirin
1281,zeichnen::V,teikna,işaret kirin
1282,schreiben::V,skrifa,nivîsandin
1283,besitzen::V,hafa,hebûn
1284,kaufen::V,kaupa,kirîn
1285,verkaufen::V,selja,firotin
1286,bezahlen::V,borga,pere dan
1287,zahlen::V,borga,pere dan
1288,zahlen::V,borga,dayin
1289,beherrschen::V,hafa á valdi sínu,zebt kirin
1290,beherrschen::V,hafa á valdi sínu,hukim kirin
1291,ertragen::V,þola,bihêzkirin
