,Concept_ID,es,ga
226,Mücke::N,mosquito,muiscít
227,Mücke::N,mosquito,corrmhíol
228,Fliege::N,mosca,cuil
229,Fliege::N,mosca,cuileog
230,Schmetterling::N,mariposa,féileacán
231,Beere::N,baya,caor
232,Apfel::N,manzana,úll
233,Pilz::N,seta,beacán
234,Pilz::N,seta,muisiriún
235,Pilz::N,hongo,beacán
236,Pilz::N,hongo,muisiriún
237,Zwiebel::N,cebolla,oinniún
238,Saat::N,siembra,síol
239,Korn::N,grano,gráinne
240,Heu::N,heno,féar
241,Schale::N,cáscara,scaimh
242,Grube::N,foso,poll
243,Falle::N,trampa,gaiste
244,Schlinge::N,lazo,sealán
245,Spur::N,huella,rian
246,Asche::N,ceniza,luaith
247,Dreck::N,suciedad,salachar
248,Eisen::N,hierro,iarann
249,Gold::N,oro,ór
250,Silber::N,plata,airgead
251,Kohle::N,carbón,gual
252,Glas::N,vidrio,gloine
253,Glas::N,cristal,gloine
254,Lehm::N,barro,cré
255,Sand::N,arena,gaineamh
256,Mensch::N,hombre,duine
257,Mensch::N,ser humano,duine
258,Mann::N,hombre,fear
259,Frau::N,mujer,bean
260,Kind::N,niño,gasúr
261,Kind::N,niño,páiste
262,Junge::N,chico,buachaill
263,Junge::N,muchacho,buachaill
264,Mädchen::N,chica,cailín
265,Mädchen::N,muchacha,cailín
266,Familie::N,familia,teaghlach
267,Familie::N,familia,comhluadar
268,Großvater::N,abuelo,seanathair
269,Großmutter::N,abuela,seanmháthair
270,Eltern::N,padres,tuismitheoirí
271,Vater::N,padre,athair
272,Mutter::N,madre,máthair
273,Sohn::N,hijo,mac
274,Tochter::N,hija,iníon
275,Bruder::N,hermano,deartháir
276,Schwester::N,hermana,deirfiúr
277,Onkel::N,tío,uncail
278,Tante::N,tía,aintín
279,Ehemann::N,esposo,fear céile
280,Ehefrau::N,esposa,bean chéile
281,Freude::N,placer,áthas
282,Freude::N,alegría,áthas
283,Gelächter::N,risa,gáire
284,Gelächter::N,carcajada,gáire
285,Glück::N,felicidad,séan
286,Glück::N,felicidad,sonas
287,Kummer::N,pena,brón
288,Kummer::N,pena,buairt
289,Wunsch::N,deseo,guí
290,Wunsch::N,deseo,achainí
291,Lust::N,ganas,fonn
292,Geist::N,mente,meon
293,Geist::N,mente,spiorad
294,Geist::N,espíritu,meon
295,Geist::N,espíritu,spiorad
296,Gedanke::N,idea,smaoineamh
297,Gedanke::N,pensamiento,smaoineamh
298,Gedächtnis::N,memoria,cuimhne
299,Verstand::N,razón,ciall
300,Verstand::N,razón,intinn
301,Verstand::N,entendimiento,ciall
302,Verstand::N,entendimiento,intinn
303,Sinn::N,sentido,brí
304,Sinn::N,sentido,ciall
305,Sinn::N,significado,brí
306,Sinn::N,significado,ciall
307,Grund::N,causa,fáth
308,Wahrheit::N,verdad,fírinne
309,Gespräch::N,conversación,comhrá
310,Märchen::N,cuento,scéal
311,Erzählung::N,cuento,scéal
312,Erzählung::N,narración,scéal
313,Nachricht::N,mensaje,teachtaireacht
314,Neuigkeit::N,noticia,scéala
315,Name::N,nombre,ainm
316,Rätsel::N,acertijo,tomhas
317,Rätsel::N,adivinanza,tomhas
318,Rede::N,discurso,óráid
319,Rede::N,discurso,aitheasc
320,Sprache::N,lengua,teanga
321,Stimme::N,voz,guth
322,Wort::N,palabra,focal
323,Zeichen::N,señal,comhartha
324,Ruf::N,llamada,glaoch
325,Lärm::N,ruido,torann
326,Lärm::N,barullo,torann
327,Laut::N,sonido,fuaim
328,Ton::N,tono,ton
329,Lied::N,canción,amhrán
330,Ruhe::N,calma,suaimhneas
331,Ruhe::N,silencio,suaimhneas
332,Leute::N,gente,muintir
333,Volk::N,pueblo,pobal
334,Arbeit::N,trabajo,obair
335,Gast::N,huésped,aoi
336,Gast::N,invitado,aoi
337,Geschenk::N,regalo,féirín
338,Geschenk::N,regalo,bronntanas
339,Spiel::N,juego,cluiche
340,Gesellschaft::N,compañía,comhluadar
341,Hilfe::N,ayuda,cúnamh
342,Hilfe::N,ayuda,cabhair
343,Hilfe::N,socorro,cúnamh
344,Hilfe::N,socorro,cabhair
345,Freund::N,amigo,cara
346,Kamerad::N,camarada,comrádaí
347,Kamerad::N,compañero,comrádaí
348,Angelegenheit::N,asunto,ábhar
349,Anzahl::N,cantidad,líon
350,Art::N,tipo,sórt
351,Art::N,tipo,saghas
352,Art::N,clase,sórt
353,Art::N,clase,saghas
354,Stück::N,pieza,píosa
355,Teil::N,parte,cuid
356,Teil::N,parte,páirt
357,Hälfte::N,mitad,leath
358,Kreis::N,círculo,ciorcal
359,Kreuz::N,cruz,cros
360,Linie::N,línea,líne
361,Strich::N,raya,stríoc
362,Strich::N,trazo,stríoc
363,Abstand::N,distancia,achar
364,Entfernung::N,distancia,fad
365,Gegend::N,región,ceantar
366,Gegend::N,comarca,ceantar
367,Platz::N,espacio,áit
368,Platz::N,espacio,spás
369,Ort::N,sitio,áit
370,Seite::N,lado,taobh
371,Seite::N,costado,taobh
372,Mitte::N,medio,lár
373,Mitte::N,centro,lár
374,Gegenstand::N,objeto,ball
375,Gegenstand::N,objeto,ábhar
376,Sache::N,cosa,ní
377,Sache::N,cosa,rud
378,Rand::N,borde,imeall
379,Rand::N,borde,ciumhais
380,Kante::N,borde,corr
381,Kante::N,borde,colbha
382,Ecke::N,esquina,coirnéal
383,Spitze::N,punta,gob
384,Spitze::N,punta,barr
385,Ende::N,cabo,ceann
386,Ende::N,cabo,foirceann
387,Ende::N,extremo,ceann
388,Ende::N,extremo,foirceann
389,Loch::N,agujero,poll
390,Loch::N,abertura,poll
391,Winkel::N,ángulo,cúinne
392,Winkel::N,ángulo,uillinn
393,Muster::N,dibujo,patrún
394,Größe::N,tamaño,méid
395,Größe::N,tamaño,toise
396,Länge::N,longitud,fad
397,Höhe::N,altura,airde
398,Höhe::N,altitud,airde
399,Gewicht::N,peso,meáchan
400,Menge::N,cantidad,méid
401,Haufen::N,montón,cnap
402,Reihe::N,fila,líne
403,Reihe::N,fila,sraith
404,Boot::N,bote,bád
405,Boot::N,barca,bád
406,Ruder::N,remo,rámh
407,Ruder::N,remo,maide rámha
408,Schlitten::N,trineo,carr sleamhnáin
409,Ski::N,esquí,scí
410,Lagerfeuer::N,hoguera,tine champa
411,Last::N,carga,ualach
412,Gang::N,marcha,siúlóid
413,Schritt::N,paso,céim
414,Schritt::N,paso,coiscéim
415,Norden::N,norte,tuaisceart
416,Süden::N,sur,deisceart
417,Westen::N,oeste,iarthar
418,Osten::N,este,oirthear
419,Holz::N,madera,adhmad
420,Brett::N,tabla,clár
421,Platte::N,placa,leac
422,Platte::N,plancha,leac
423,Stütze::N,sostén,taca
424,Stütze::N,soporte,taca
425,Stange::N,vara,polla
426,Stange::N,vara,cuaille
427,Stange::N,percha,polla
428,Stange::N,percha,cuaille
429,Stock::N,palo,bata
430,Stock::N,palo,maide
431,Stock::N,bastón,bata
432,Stock::N,bastón,maide
433,Stab::N,vara,maide
434,Stab::N,vara,bachall
435,Stab::N,bastón,maide
436,Stab::N,bastón,bachall
437,Rohr::N,tubo,píopa
438,Haus::N,casa,teach
439,Heim::N,hogar,baile
440,Ofen::N,estufa,sornóg
441,Fußboden::N,suelo,urlár
442,Tisch::N,mesa,bord
443,Tisch::N,mesa,tábla
444,Stuhl::N,silla,cathaoir
445,Wiege::N,cuna,cliabhán
446,Bett::N,cama,leaba
447,Regal::N,estantería,seilf
448,Kiste::N,caja,bosca
449,Fenster::N,ventana,fuinneoig
450,Tür::N,puerta,doras
451,Tor::N,puerta,geata
452,Zaun::N,valla,fál
453,Zaun::N,valla,claí
454,Zaun::N,cercado,fál
455,Zaun::N,cercado,claí
456,Dach::N,techo,díon
457,Dach::N,tejado,díon
458,Leiter::N,escalera,dréimire
459,Besen::N,escoba,scuab
460,Spaten::N,pala,spád
461,Spaten::N,pala,rámhainn
462,Schaufel::N,pala,sluasaid
463,Schaufel::N,paleta,sluasaid
464,Gabel::N,tenedor,forc
465,Gabel::N,tenedor,gabhlóg
466,Löffel::N,cuchara,spúnóg
467,Messer::N,cuchillo,scian
468,Nagel::N,clavo,tairne
469,Netz::N,red,líon
470,Netz::N,red,eangach
471,Haken::N,gancho,croch
472,Haken::N,corchete,croch
473,Griff::N,asa,cos
474,Griff::N,asa,hanla
475,Griff::N,mango,cos
476,Griff::N,mango,hanla
477,Schloss::N,cerradura,glas
478,Bild::N,imagen,pictiúr
479,Figur::N,figura,fíor
480,Puppe::N,muñeca,bábóg
481,Beutel::N,bolsa,mála
482,Beutel::N,bolsa,mealbhóg
483,Bündel::N,haz,beart
484,Tasche::N,bolso,mála
485,Eimer::N,cubo,buicéad
486,Deckel::N,tapa,clár
487,Deckel::N,tapa,claibín
488,Deckel::N,tapadera,clár
489,Deckel::N,tapadera,claibín
490,Geschirr::N,vajilla,soithí
491,Geschirr::N,vajilla,gréithe
492,Sack::N,saco,sac
493,Sack::N,saco,mála
494,Tasse::N,taza,cupán
495,Topf::N,olla,pota
496,Topf::N,marmita,pota
497,Kessel::N,caldera,citeal
498,Essen::N,comida,béile
499,Nahrung::N,alimento,bia
500,Speise::N,plato,mias
501,Fleisch::N,carne,feoil
502,Getreide::N,cereales,grán
503,Getreide::N,cereales,arbhar
504,Brei::N,puré,brúitín
505,Brei::N,papilla,brúitín
506,Brot::N,pan,arán
507,Scheibe::N,lonja,píosa
508,Scheibe::N,lonja,slisne
509,Scheibe::N,rebanada,píosa
510,Scheibe::N,rebanada,slisne
511,Fett::N,grasa,saill
512,Fett::N,grasa,méathras
513,Butter::N,mantequilla,im
514,Öl::N,aceite,ola
515,Salz::N,sal,salann
516,Suppe::N,sopa,sú
517,Suppe::N,sopa,anraith
518,Honig::N,miel,mil
519,Milch::N,leche,bainne
520,Tee::N,té,tae
521,Leder::N,cuero,leathar
522,Wolle::N,lana,olann
523,Stoff::N,tela,éadach
524,Stoff::N,tejido,éadach
525,Nadel::N,aguja,snáthaid
526,Faden::N,hilo,snáth
527,Knopf::N,botón,cnaipe
528,Knoten::N,nudo,snaidhm
529,Farbe::N,pintura,péint
530,Kleidung::N,ropa,éadaí
531,Kleidung::N,vestidos,éadaí
532,Hemd::N,camisa,léine
533,Kragen::N,cuello,bóna
534,Ärmel::N,manga,muinchille
535,Hose::N,pantalón,bríste
536,Hose::N,pantalón,treabhsar
537,Gürtel::N,cinturón,crios
538,Mütze::N,gorro,caipín
539,Schuh::N,zapato,bróg
540,Stiefel::N,bota,buatais
541,Ring::N,anillo,fáinne
542,Band::N,cinta,ribín
543,Kamm::N,peine,cíor
544,Spiegel::N,espejo,scáthán
545,Riemen::N,correa,iall
546,Riemen::N,correa,strapa
547,Schnur::N,cuerda,téad
548,Schnur::N,cuerda,sreangán
549,Leine::N,correa,iall
550,Decke::N,manta,pluid
551,Decke::N,manta,blaincéad
552,Kissen::N,almohada,piliúr
553,Kissen::N,almohada,adhartán
554,Tuch::N,pañuelo,scaif
555,Handtuch::N,toalla,tuáille
556,Kraft::N,fuerza,fórsa
557,Stärke::N,fuerza,neart
558,Gesundheit::N,salud,sláinte
559,Krankheit::N,enfermedad,tinneas
560,Krankheit::N,enfermedad,breoiteacht
561,Schmerz::N,dolor,pian
562,Wunde::N,llaga,goin
563,Wunde::N,herida,goin
564,Fieber::N,fiebre,fiabhras
565,Arznei::N,medicina,cógas
566,Arznei::N,medicamento,cógas
567,Brücke::N,puente,droichead
568,Brunnen::N,pozo,tobar
569,Weide::N,pasto,féarach
570,Pfad::N,sendero,cosán
571,Pfad::N,sendero,conair
572,Weg::N,camino,slí
573,Weg::N,camino,bealach
574,Straße::N,vía,bóthar
575,Straße::N,carretera,bóthar
576,Dorf::N,aldea,sráidbhaile
577,Dorf::N,pueblo,sráidbhaile
578,Stadt::N,ciudad,baile
579,Stadt::N,ciudad,cathair
580,Brief::N,carta,litir
581,Buch::N,libro,cín
582,Buch::N,libro,leabhar
583,Buchstabe::N,letra,litir
584,Buchstabe::N,carácter,litir
585,Zeitung::N,diario,nuachtán
586,Zeitung::N,periódico,nuachtán
587,Leben::N,vida,saol
588,Leben::N,vida,beatha
589,Tod::N,muerte,bás
590,Grab::N,tumba,uaigh
591,Grab::N,sepulcro,uaigh
592,Kirche::N,iglesia,eaglais
593,Sünde::N,pecado,peaca
594,Gott::N,dios,dia
595,Arbeiter::N,obrero,oibrí
596,Arbeiter::N,trabajador,oibrí
597,Chef::N,jefe,saoiste
598,Chef::N,jefe,ceannasaí
599,Meister::N,maestro,máistir
600,Arzt::N,médico,lia
601,Arzt::N,médico,dochtúir
602,Lehrer::N,profesor,oide
603,Lehrer::N,profesor,múinteoir
604,Geld::N,dinero,airgead
605,Geschäft::N,negocio,gnó
606,Laden::N,tienda,siopa
607,Preis::N,precio,praghas
608,Ware::N,mercancía,earra
609,Nutzen::N,provecho,tairbhe
610,Reichtum::N,riqueza,rachmas
611,Reichtum::N,riqueza,saibhreas
612,Welt::N,mundo,domhan
613,Land::N,país,tír
614,Staat::N,Estado,stát
615,König::N,rey,rí
616,Macht::N,poder,cumhacht
617,Macht::N,potencia,cumhacht
618,Grenze::N,frontera,críoch
619,Grenze::N,frontera,teorainn
620,Krieg::N,guerra,cogadh
621,Feind::N,enemigo,namhaid
622,Gewalt::N,violencia,foréigean
623,Kampf::N,lucha,troid
624,Kampf::N,combate,troid
625,Bogen[Waffe]::N,arco,bogha
626,Pfeil::N,flecha,saighead
627,Gewehr::N,fusil,gunna
628,Gewehr::N,escopeta,gunna
629,Fehler::N,error,botún
630,Fehler::N,error,meancóg
631,Lüge::N,mentira,bréag
632,Lüge::N,mentira,éitheach
633,Schaden::N,daño,dochar
634,Schaden::N,daño,damáiste
635,Unglück::N,desgracia,drochrath
636,Schuld::N,culpa,locht
637,Schuld::N,culpa,milleán
638,Alter::N,edad,aois
639,Schluss::N,fin,deireadh
640,Schluss::N,final,deireadh
641,Zeit::N,tiempo,am
642,Zeit::N,tiempo,aimsir
643,Tag::N,día,lá
644,Morgen::N,mañana,maidin
645,Mittag::N,mediodía,nóin
646,Abend::N,noche,tráthnóna
647,Nacht::N,noche,oíche
648,Woche::N,semana,seachtain
649,Monat::N,mes,mí
650,Jahr::N,año,bliain
651,Frühling::N,primavera,earrach
652,Sommer::N,verano,samhradh
653,Herbst::N,otoño,fómhar
654,Winter::N,invierno,geimhreadh
655,Januar::N,enero,Eanáir
656,Februar::N,febrero,Feabhra
657,März::N,marzo,Márta
658,April::N,abril,Aibreán
659,Mai::N,mayo,Bealtaine
660,Juni::N,junio,Meitheamh
661,Juli::N,julio,Iúil
662,August::N,agosto,Lúnasa
663,September::N,septiembre,Meán Fómhair
664,Oktober::N,octubre,Deireadh Fómhair
665,November::N,noviembre,Samhain
666,November::N,noviembre,Mí na Samhna
667,Dezember::N,diciembre,Mí na Nollag
668,Montag::N,lunes,Luan
669,Montag::N,lunes,Dé Luain
670,Dienstag::N,martes,Máirt
671,Dienstag::N,martes,Dé Máirt
672,Mittwoch::N,miércoles,Céadaoin
673,Mittwoch::N,miércoles,Dé Céadaoin
674,Donnerstag::N,jueves,Déardaoin
675,Freitag::N,viernes,Aoine
676,Freitag::N,viernes,Dé hAoine
677,Samstag::N,sábado,Satharn
678,Samstag::N,sábado,Dé Sathairn
679,Sonntag::N,domingo,Domhnach
680,Sonntag::N,domingo,Dé Domhnaigh
681,groß::A,grande,mór
682,klein::A,pequeño,beag
683,lang::A,largo,fada
684,kurz::A,corto,gearr
685,kurz::A,corto,gairid
686,breit::A,ancho,leathan
687,breit::A,ancho,fairsing
688,schmal::A,estrecho,cúng
689,dicht::A,denso,dlúth
690,dick[Gegenstand]::A,grueso,tiubh
691,dünn::A,fino,caol
692,dünn::A,fino,tanaí
693,dünn::A,delgado,caol
694,dünn::A,delgado,tanaí
695,fein::A,fino,scáinte
696,fein::A,fino,fíneálta
697,fein::A,delicado,scáinte
698,fein::A,delicado,fíneálta
699,fest::A,firme,daingean
700,fest::A,sólido,daingean
701,flach::A,plano,cothrom
702,glatt::A,liso,mín
703,glatt::A,liso,sleamhain
704,hart::A,duro,crua
705,weich::A,muelle,bog
706,rund::A,redondo,cruinn
707,spitz::A,agudo,gobach
708,spitz::A,agudo,biorach
709,spitz::A,apuntado,gobach
710,spitz::A,apuntado,biorach
711,scharf::A,agudo,géar
712,scharf::A,agudo,faobhrach
713,scharf::A,afilado,géar
714,scharf::A,afilado,faobhrach
715,stumpf::A,sin filo,maol
716,schwer::A,pesado,trom
717,schön::A,bello,álainn
718,schön::A,hermoso,álainn
719,heiß::A,caluroso,te
720,warm::A,cálido,te
721,warm::A,caliente,te
722,kalt::A,frío,fuar
723,kühl::A,fresco,fionnuar
724,frisch::A,fresco,úr
725,frisch::A,fresco,friseáilte
726,feucht::A,húmedo,tais
727,nass::A,mojado,fliuch
728,trocken::A,seco,tirim
729,voll::A,lleno,lán
730,leer::A,vacío,folamh
731,offen::A,abierto,oscailte
732,geschlossen::A,cerrado,dúnta
733,geschlossen::A,cerrado,druidte
734,sauber::A,limpio,glan
735,schmutzig::A,sucio,salach
736,roh::A,crudo,amh
737,reif::A,maduro,aibí
738,lecker::A,rico,blasta
739,lecker::A,sabroso,blasta
740,süß::A,dulce,milis
741,bitter::A,amargo,searbh
742,sauer::A,agrio,géar
743,sauer::A,agrio,searbh
744,hell::A,claro,geal
745,hell::A,claro,soilseach
746,dunkel::A,oscuro,dorcha
747,schwarz::A,negro,dubh
748,weiß::A,blanco,bán
749,rot::A,rojo,dearg
750,gelb::A,amarillo,buí
751,blau::A,azul,gorm
752,grün::A,verde,glas
753,grün::A,verde,uaine
754,grau::A,gris,liath
755,bunt::A,multicolor,ildathach
756,bunt::A,multicolor,dathannach
757,billig::A,barato,saor
758,teuer::A,caro,daor
759,teuer::A,caro,costasach
760,wertvoll::A,valioso,luachmhar
761,wertvoll::A,precioso,luachmhar
762,blind::A,ciego,dall
763,blind::A,ciego,caoch
764,taub::A,sordo,bodhar
765,kräftig::A,fuerte,cumhachtach
766,stark::A,fuerte,tréan
767,stark::A,fuerte,láidir
768,stark::A,vigoroso,tréan
769,stark::A,vigoroso,láidir
770,schwach::A,débil,lag
771,schwach::A,débil,fann
772,fett::A,obeso,ramhar
773,schlank::A,esbelto,caol
774,schlank::A,esbelto,seang
775,hübsch::A,mono,álainn
776,hübsch::A,mono,dathúil
777,hübsch::A,guapo,álainn
778,hübsch::A,guapo,dathúil
779,böse::A,malo,olc
780,dumm::A,tonto,dúr
781,dumm::A,tonto,amaideach
782,dumm::A,estúpido,dúr
783,dumm::A,estúpido,amaideach
784,faul::A,vago,falsa
785,faul::A,vago,leisciúil
786,faul::A,perezoso,falsa
787,faul::A,perezoso,leisciúil
788,fleißig::A,aplicado,dícheallach
789,fleißig::A,diligente,dícheallach
790,geizig::A,avaro,barainneach
791,geizig::A,avaro,sprionlaithe
792,klug::A,sensato,cliste
793,klug::A,inteligente,cliste
794,geschickt::A,hábil,oilte
795,geschickt::A,hábil,ealaíonta
796,lieb::A,querido,dil
797,lieb::A,querido,dílis
798,lustig::A,alegre,aerach
799,lustig::A,alegre,meidhreach
800,sanft::A,suave,bog
801,sanft::A,suave,séimh
802,hungrig::A,hambriento,ocrach
803,krank::A,enfermo,tinn
804,krank::A,enfermo,breoite
805,nackt::A,desnudo,nocht
806,traurig::A,triste,brónach
807,lebendig::A,vivo,beo
808,lebendig::A,viviente,beo
809,gut::A,bueno,maith
810,schlecht::A,malo,dona
811,schlecht::A,malo,droch-
812,richtig::A,justo,ceart
813,richtig::A,correcto,ceart
814,schlimm::A,malo,gránna
815,schlimm::A,malo,tubaisteach
816,schlimm::A,grave,gránna
817,schlimm::A,grave,tubaisteach
818,wahr::A,verídico,fíor
819,wahr::A,verdadero,fíor
820,alt::A,viejo,sean
821,neu::A,nuevo,úr
822,neu::A,nuevo,nua
823,ehemalig::A,antiguo,iar-
824,ehemalig::A,antiguo,sean-
825,alt[Lebewesen]::A,viejo,sean
826,alt[Lebewesen]::A,viejo,aosta
827,jung::A,joven,óg
828,arm::A,pobre,bocht
829,reich::A,rico,saibhir
830,reich::A,rico,rachmasach
831,bekannt::A,conocido,atá eolas air
832,berühmt::A,famoso,cailiúil
833,berühmt::A,famoso,clúiteach
