,Concept_ID,is,lbe
458,Honig::N,hunang,ницӏ
459,Milch::N,mjólk,накӏ
460,Tee::N,te,чяй
461,Leder::N,skinn,бурчу
462,Wolle::N,ull,ппал
463,Stoff::N,dúkur,янна
464,Nadel::N,nál,ххалаххи
465,Faden::N,þráður,ххал
466,Knopf::N,tala,банд
467,Knopf::N,hnappur,банд
468,Knoten::N,hnútur,къурхъ
469,Farbe::N,málning,сир
470,Kleidung::N,búningur,янна
471,Kleidung::N,búningur,лаххия
472,Kleidung::N,klæðnaður,янна
473,Kleidung::N,klæðnaður,лаххия
474,Hemd::N,skyrta,гьухъа
475,Kragen::N,kragi,дарвач
476,Kragen::N,flibbi,дарвач
477,Ärmel::N,ermi,кахха
478,Hose::N,buxur,хӏажак
479,Gürtel::N,belti,мухӏлу
480,Mütze::N,húfa,кьяпа
481,Schuh::N,skór,
482,Stiefel::N,stígvél,чакма
483,Ring::N,hringur,кӏисса
484,Band::N,band,линт
485,Kamm::N,greiða,ттарал
486,Spiegel::N,spegill,дагьани
487,Riemen::N,ól,эн
488,Riemen::N,reim,эн
489,Schnur::N,snúra,хьхьа
490,Leine::N,band,
491,Decke::N,teppi,виргъан
492,Kissen::N,koddi,кӏаралу
493,Tuch::N,klútur,карщи
494,Handtuch::N,þurrka,калихьу
495,Handtuch::N,þurrka,лажинлихьу
496,Handtuch::N,handklæði,калихьу
497,Handtuch::N,handklæði,лажинлихьу
498,Kraft::N,afl,эллаж
499,Kraft::N,kraftur,эллаж
500,Stärke::N,styrkur,гуж
501,Gesundheit::N,heilsa,цӏуллу-сагъшиву
502,Gesundheit::N,heilbrigði,цӏуллу-сагъшиву
503,Krankheit::N,sjúkdómur,къашайшиву
504,Schmerz::N,sársauki,къюву
505,Wunde::N,sár,щаву
506,Fieber::N,hitasótt,кӏиришиву
507,Arznei::N,lyf,дару
508,Brücke::N,brú,ламу
509,Brunnen::N,brunnur,къуй
510,Weide::N,hagi,бизантту
511,Pfad::N,stígur,жегъир ххуллу
512,Weg::N,vegur,ххуллу
513,Straße::N,gata,ххуллу
514,Straße::N,stræti,ххуллу
515,Dorf::N,þorp,щар
516,Dorf::N,þorp,шяравалу
517,Stadt::N,borg,шагьру
518,Brief::N,bréf,чагъар
519,Buch::N,bók,лу
520,Buchstabe::N,bókstafur,хӏарп
521,Zeitung::N,dagblað,кказит
522,Leben::N,líf,оьрму
523,Tod::N,dauði,ажал
524,Tod::N,dauði,бивкӏу
525,Tod::N,dauði,ивчӏаву
526,Grab::N,gröf,гьав
527,Kirche::N,kirkja,килиса
528,Sünde::N,synd,бунагъ
529,Gott::N,guð,зал
530,Arbeiter::N,verkamaður,зузала
531,Chef::N,yfirmaður,ялувма
532,Meister::N,meistari,усттар
533,Arzt::N,læknir,хӏакин
534,Lehrer::N,kennari,учитель
535,Geld::N,peningar,арцу
536,Geschäft::N,viðskipti,даву
537,Laden::N,búð,ттучан
538,Laden::N,verslun,ттучан
539,Preis::N,verð,багъа
540,Ware::N,vara,хъус
541,Nutzen::N,gagn,хайр
542,Nutzen::N,gagn,мюнпат
543,Reichtum::N,auður,давлат
544,Reichtum::N,auður,аваданшиву
545,Welt::N,veröld,дуниял
546,Land::N,land,билаят
547,Staat::N,ríki,паччахӏлугъ
548,König::N,konungur,
549,Macht::N,vald,власть
550,Grenze::N,landamæri,дазу
551,Krieg::N,stríð,дяъви
552,Feind::N,fjandmaður,душман
553,Gewalt::N,ofbeldi,къия
554,Kampf::N,bardagi,лачӏуи уккаву
555,Bogen[Waffe]::N,bogi,ккуртта
556,Pfeil::N,ör,чӏатӏаракӏ
557,Gewehr::N,byssa,ттупанг
558,Fehler::N,villa,гъалатӏ
559,Lüge::N,lygi,щялмахъ
560,Schaden::N,skemmd,зарал
561,Unglück::N,óhamingja,бала
562,Schuld::N,sök,тахсир
563,Alter::N,aldur,оьрму
564,Schluss::N,lok,ахир
565,Schluss::N,endir,ахир
566,Zeit::N,tími,чӏун
567,Tag::N,dagur,кьини
568,Morgen::N,morgunn,кӏюрх
569,Mittag::N,hádegi,ахттайн
570,Mittag::N,hádegi,дяахттайн
571,Mittag::N,hádegi,ахттайн чӏун
572,Abend::N,kvöld,маркӏачӏан
573,Nacht::N,nótt,хьхьу
574,Woche::N,vika,нюжмар
575,Monat::N,mánuður,барз
576,Jahr::N,ár,шин
577,Frühling::N,vor,инт
578,Sommer::N,sumar,гъи
579,Herbst::N,haust,ссут
580,Winter::N,vetur,кӏи
581,Januar::N,janúar,цалчинмур барз
582,Februar::N,február,кӏилчинмур барз
583,März::N,mars,шамилчинмур барз
584,April::N,apríl,апрель
585,April::N,apríl,мукьилчинмур барз
586,Mai::N,maí,май
587,Mai::N,maí,ххюлчинмур барз
588,Juni::N,júní,июнь
589,Juni::N,júní,ряххилчинмур барз
590,Juli::N,júlí,июль
591,Juli::N,júlí,Арулчинмур барз
592,August::N,ágúst,мяйлчинмур барз
593,September::N,september,урчӏилчинмур барз
594,Oktober::N,október,ацӏилчинмур барз
595,November::N,nóvember,ацӏния цалчинмур барз
596,Dezember::N,desember,ацӏния кӏилчинмур барз
597,Montag::N,mánudagur,итин
598,Montag::N,mánudagur,итин кьини
599,Dienstag::N,þriðjudagur,тталат
600,Dienstag::N,þriðjudagur,тталат кьини
601,Mittwoch::N,miðvikudagur,арвахӏ
602,Donnerstag::N,fimmtudagur,хамис
603,Freitag::N,föstudagur,нюжмар
604,Freitag::N,föstudagur,нюжмар кьини
605,Samstag::N,laugardagur,ххуллун
606,Samstag::N,laugardagur,ххуллун кьини
607,Sonntag::N,sunnudagur,алхӏат
608,Sonntag::N,sunnudagur,алхӏат кьини
609,groß::A,stór,бугъарасса
610,klein::A,lítill,чӏивисса
611,lang::A,langur,лахъисса
612,kurz::A,stuttur,кутӏасса
613,breit::A,breiður,уттасса
614,schmal::A,mjór,уттакӏюласса
615,dicht::A,þéttur,ццунсса
616,dick[Gegenstand]::A,þykkur,ганзсса
617,dünn::A,þunnur,кӏюласса
618,fein::A,fíngerður,
619,fest::A,fastur,цӏакьсса
620,fest::A,fastur,кьянкьасса
621,flach::A,flatur,баягъисса
622,flach::A,flatur,цӏубакъасса
623,flach::A,flatur,куртӏ дакъасса
624,glatt::A,háll,дюрчӏусса
625,glatt::A,sléttur,дюрчӏусса
626,hart::A,harður,кьянкьасса
627,weich::A,mjúkur,кӏукӏлусса
628,rund::A,kringlóttur,ккурккисса
629,spitz::A,oddhvass,ярксса
630,spitz::A,oddhvass,дайлсса
631,spitz::A,oddhvass,мицӏ бусса
632,scharf::A,beittur,ярксса
633,scharf::A,beittur,дайлсса
634,scharf::A,beittur,мицӏ бусса
635,stumpf::A,bitlaus,къуркъасса
636,schwer::A,þungur,кӏусса
637,schön::A,fagur,аьнтӏикӏасса
638,schön::A,fallegur,аьнтӏикӏасса
639,heiß::A,heitur,кӏирисса
640,warm::A,hlýr,гъелисса
641,warm::A,heitur,гъелисса
642,kalt::A,kaldur,дяркъусса
643,kühl::A,svalur,дюхлулсса
644,frisch::A,frískur,цӏусса
645,feucht::A,rakur,атилсса
646,feucht::A,rakur,хъавтусса
647,feucht::A,þvalur,атилсса
648,feucht::A,þvalur,хъавтусса
649,nass::A,votur,атилсса
650,nass::A,votur,хъавтусса
651,nass::A,blautur,атилсса
652,nass::A,blautur,хъавтусса
653,trocken::A,þurr,кьавкьсса
654,trocken::A,þurr,кьакьан бувсса
655,voll::A,fullur,бувцӏусса
656,leer::A,tómur,бачӏвасса
657,offen::A,opinn,тӏивтӏусса
658,geschlossen::A,lokaður,лавкьусса
659,sauber::A,þrifinn,марцӏсса
660,schmutzig::A,óhreinn,чапалсса
661,schmutzig::A,sóðalegur,чапалсса
662,roh::A,hrár,шакъавхьсса
663,reif::A,þroskaður,дирсса
664,lecker::A,ljúffengur,нахӏусса
665,lecker::A,ljúffengur,тӏааьнсса
666,süß::A,sætur,нацӏусса
667,bitter::A,beiskur,кьурчӏисса
668,sauer::A,súr,туршсса
669,hell::A,bjartur,чаннасса
670,dunkel::A,dimmur,цӏансса
671,schwarz::A,svartur,лухӏисса
672,weiß::A,hvítur,кӏяласса
673,rot::A,rauður,ятӏулсса
674,gelb::A,gulur,хъахъисса
675,blau::A,blár,някӏсса
676,grün::A,grænn,щюлисса
677,grau::A,grár,оьрусса
678,bunt::A,marglitur,оьрчӏикӏурисса
679,billig::A,ódýr,кьювкьусса
680,teuer::A,dýr,ххирасса
681,wertvoll::A,verðmætur,багьасса
682,blind::A,blindur,мурчӏисса
683,taub::A,heyrnarlaus,къюкӏсса
684,kräftig::A,öflugur,гужсса
685,stark::A,sterkur,кьянкьасса
686,schwach::A,veill,заэвсса
687,fett::A,feitur,бучсса
688,schlank::A,grannur,бювхъусса
689,schlank::A,spengilegur,бювхъусса
690,hübsch::A,snotur,янусса
691,hübsch::A,laglegur,янусса
692,böse::A,illur,оьсса
693,böse::A,vondur,оьсса
694,dumm::A,heimskur,ахӏмакьсса
695,faul::A,latur,танмалсса
696,faul::A,latur,курчӏилсса
697,fleißig::A,iðinn,хӏарачат бусса
698,geizig::A,nískur,янттарцӏансса
699,klug::A,hygginn,аькьлу бусса
700,geschickt::A,fimur,паргалсса
701,geschickt::A,laginn,паргалсса
702,lieb::A,kær,аьзизсса
703,lieb::A,ljúfur,аьзизсса
704,lustig::A,kátur,тяхъасса
705,sanft::A,blíður,иминсса
706,hungrig::A,soltinn,ккашилсса
707,hungrig::A,hungraður,ккашилсса
708,krank::A,sjúkur,къашавайсса
709,nackt::A,nakinn,кӏачӏасса
710,traurig::A,dapur,пашмансса
711,traurig::A,hryggur,пашмансса
712,lebendig::A,lifandi,уттавасса
713,gut::A,góður,ххуйсса
714,schlecht::A,slæmur,оьккисса
715,schlecht::A,lélegur,оьккисса
716,richtig::A,réttur,саргъунсса
717,schlimm::A,slæmur,оьккисса
718,wahr::A,sannur,хӏакьсса
719,alt::A,gamall,кугьнасса
720,neu::A,nýr,цӏусса
721,ehemalig::A,fyrrverandi,хъхъичӏвасса
722,alt[Lebewesen]::A,gamall,агьилсса
723,jung::A,ungur,чӏавасса
724,jung::A,ungur,жагьилсса
725,arm::A,vesall,мискинсса
726,arm::A,fátækur,мискинсса
727,reich::A,ríkur,авадансса
728,reich::A,auðugur,авадансса
729,bekannt::A,kunnugur,дусъсса
730,berühmt::A,frægur,машгьурсса
731,fremd::A,framandi,чил
732,fremd::A,ókunnugur,чил
733,verschieden::A,ýmis,личӏи-личӏисса
734,nah::A,nálægur,гъансса
735,fern::A,fjarri,архсса
736,fern::A,fjarlægur,архсса
737,linker::A,vinstri,кияхсса
738,linker::A,vinstri,кюччахсса
739,rechter::A,hægri,урчӏахсса
740,anderer::A,annar,цамур
741,erster::A,fyrsti,цалчинмур
742,erster::A,fyrsti,цалчиннсса
743,zweiter::A,annar,кӏилчиимур
744,dritter::A,þriðji,шамулчинмур
745,letzter::A,síðasti,махъва-махъмур
746,allein::ADV,einn,ялгъузну
747,allein::ADV,aleinn,ялгъузну
748,auf einmal::ADV,allt í einu,
749,zusammen::ADV,saman,цачӏу
750,zusammen::ADV,saman,архӏал
