,Concept_ID,cy,hi
57,Zeh::N,bys troed,पाँव की उँगली
58,Fuß::N,troed,चरण
59,Fuß::N,troed,पाँव
60,Ferse::N,sawdl,एड़ी
61,Knie::N,glin,जानु
62,Knie::N,glin,घुटना
63,Oberschenkel::N,clun,उरु
64,Bein::N,coes,टाँग
65,Körper::N,corff,तन
66,Körper::N,corff,देह
67,Körper::N,corff,शरीर
68,Haut::N,croen,चर्म
69,Haut::N,croen,त्वचा
70,Blut::N,gwaed,लहू
71,Blut::N,gwaed,ख़ून
72,Ader::N,gwythïen,रग
73,Ader::N,gwythïen,शिरा
74,Sehne::N,gewyn,कंडरा
75,Sehne::N,gewyn,स्नायु
76,Knochen::N,asgwrn,अस्थि
77,Gehirn::N,ymennydd,दिमाग़
78,Gehirn::N,ymennydd,मस्तिष्क
79,Herz::N,calon,दिल
80,Herz::N,calon,हृदय
81,Magen::N,cylla,मेदा
82,Magen::N,cylla,अमाशय
83,Magen::N,stumog,मेदा
84,Magen::N,stumog,अमाशय
85,Leber::N,iau,जिगर
86,Leber::N,iau,यकृत्
87,Atem::N,anadl,दम
88,Atem::N,anadl,साँस
89,Atem::N,anadl,श्वास
90,Hunger::N,newyn,भूख
91,Hunger::N,newyn,क्षुधा
92,Träne::N,deigryn,आँसू
93,Träne::N,deigryn,अश्रु
94,Geschmack::N,cyflas,स्वाद
95,Geschmack::N,cyflas,ज़ायक़ा
96,Geruch::N,aroglau,बू
97,Geruch::N,aroglau,गंध
98,Schlaf::N,cwsg,नींद
99,Schlaf::N,cwsg,निद्रा
100,Traum::N,breuddwyd,सपना
101,Traum::N,breuddwyd,स्वप्न
102,Himmel::N,awyr,आकाश
103,Himmel::N,awyr,आसमान
104,Sonne::N,haul,रवि
105,Sonne::N,haul,सूरज
106,Sonne::N,haul,सूर्य
107,Mond::N,lleuad,चाँद
108,Mond::N,lleuad,चंद्र
109,Stern::N,seren,तारा
110,Stern::N,seren,सितारा
111,Luft::N,awyr,हवा
112,Luft::N,awyr,वायु
113,Wind::N,gwynt,पाद
114,Welle::N,ton,लहर
115,Welle::N,ton,तरंग
116,Wasser::N,dŵr,जल
117,Wasser::N,dŵr,पानी
118,Stein::N,carreg,पत्थर
119,Boden::N,llawr,मिट्टी
120,Erde::N,pridd,भूमि
121,Erde::N,pridd,ज़मीन
122,Staub::N,llwch,धूल
123,Rauch::N,mwg,धूआँ
124,Rauch::N,mwg,धुम्र
125,Funke::N,gwreichioni,चिनगारी
126,Funke::N,gwreichioni,स्फुलिंग
127,Feuer::N,tân,आग
128,Feuer::N,tân,आतिश
129,Feuer::N,tân,अग्नि
130,Licht::N,golau,रोशनी
131,Licht::N,golau,प्रकाश
132,Schatten::N,cysgod,छाया
133,Schatten::N,cysgod,परछाई
134,Wetter::N,tywydd,ऋतु
135,Wetter::N,tywydd,मौसम
136,Nebel::N,niwl,धुँध
137,Nebel::N,niwl,कुहरा
138,Wolke::N,cwmwl,मेघ
139,Wolke::N,cwmwl,अभ्र
140,Regen::N,glaw,मेंह
141,Regen::N,glaw,बारिश
142,Schnee::N,ôd,हिम
143,Schnee::N,ôd,बर्फ़
144,Schnee::N,eira,हिम
145,Schnee::N,eira,बर्फ़
146,Eis::N,iâ,हिम
147,Eis::N,iâ,बर्फ़
148,Frost::N,rhew,ठंड
149,Kälte::N,oerni,सर्दी
150,Kälte::N,oerni,शीतलता
151,Kälte::N,annwyd,सर्दी
152,Kälte::N,annwyd,शीतलता
153,Hitze::N,gwres,ताप
154,Hitze::N,gwres,गरमी
155,Raureif::N,barrug,पाला
156,Regenbogen::N,enfys,इंद्र-धनुष
157,Donner::N,tyrfau,गरज
158,Donner::N,tyrfau,मेघ-गर्जन
159,Strömung::N,cerrynt,बहाव
160,Strömung::N,cerrynt,प्रवाह
161,Tropfen::N,dafn,बूँद
162,Tropfen::N,diferyn,बूँद
163,Schaum::N,ewyn,झाग
164,Schmutz::N,baw,गंद
165,Schmutz::N,baw,कीचड़
166,Schmutz::N,budreddi,गंद
167,Schmutz::N,budreddi,कीचड़
168,See::N,llyn,झील
169,See::N,llyn,सरोवर
170,Sumpf::N,cors,दलदल
171,Sumpf::N,cors,धँसान
172,Moor::N,rhos,झाबर
173,Moor::N,rhos,धँसान
174,Wiese::N,dôl,घास-स्थल
175,Wald::N,coedwig,जंगल
176,Hügel::N,bryn,टीला
177,Hügel::N,bryn,पहाड़
178,Anhöhe::N,bryn,टीला
179,Anhöhe::N,bryn,पहाड़ी
180,Berg::N,mynydd,पहाड़
181,Gipfel::N,copa,शिखर
182,Höhle::N,ogof,गुहा
183,Höhle::N,ogof,गुफ़ा
184,Abhang::N,llethr,ढाल
185,Abhang::N,llethr,ढलान
186,Quelle::N,tarddiad,चश्मा
187,Quelle::N,ffynhonnell,चश्मा
188,Bach::N,nant,सोता
189,Bach::N,nant,नदिका
190,Bach::N,afonig,सोता
191,Bach::N,afonig,नदिका
192,Bach::N,cornant,सोता
193,Bach::N,cornant,नदिका
194,Fluss::N,afon,नदी
195,Fluss::N,afon,सरिता
196,Ufer::N,glan,तट
197,Ufer::N,glan,किनारा
198,Küste::N,traeth,समुद्र-तट
199,Küste::N,arfordir,समुद्र-तट
200,Festland::N,tir,महाद्वीप
201,Meer::N,môr,सागर
202,Meer::N,môr,समुद्र
203,Bucht::N,bae,खाड़ी
204,Insel::N,ynys,टापू
205,Insel::N,ynys,द्वीप
206,Blume::N,blodyn,फूल
207,Blume::N,blodyn,पुष्प
208,Gras::N,glaswellt,घास
209,Wurzel::N,gwreiddyn,मूल
210,Baum::N,coeden,पेड़
211,Baum::N,coeden,वृक्ष
212,Stamm::N,colfen,धड़
213,Stamm::N,boncyff,धड़
214,Rinde::N,rhisgl,छाल
215,Rinde::N,rhisgl,वल्कल
216,Ast::N,cangen,डाल
217,Ast::N,cangen,शाखा
218,Zweig::N,cainc,टहनी
219,Zweig::N,cangen,टहनी
220,Blatt::N,deilen,पत्र
221,Blatt::N,deilen,पत्ता
222,Birke::N,bedwen,भूर्ज
223,Kiefer[Baum]::N,pinwydden,पाइन-वृक्ष
224,Weide[Baum]::N,helygen,बेंत
225,Tanne::N,ffynidwydden,फ़र
226,Horn::N,corn,सींग
227,Horn::N,corn,विषाण
228,Feder::N,plufyn,पर
229,Feder::N,plufyn,पंख
230,Fell::N,ffwr,खाल
231,Fell::N,ffwr,पशु-चर्म
232,Flügel::N,adain,पंख
233,Flügel::N,adain,डैना
234,Klaue::N,crafanc,पंजा
235,Kralle::N,ewin,पंजा
236,Kralle::N,ewin,नाख़ून
237,Schwanz::N,cwt,पूँछ
238,Schwanz::N,cynffon,पूँछ
239,Ei::N,wy,अंडा
240,Nest::N,nyth,नीड़
241,Nest::N,nyth,घोंसला
242,Bau::N,ffau,बिल
243,Bau::N,ffau,माँद
244,Tier::N,anifail,पशु
245,Tier::N,anifail,जानवर
246,Herde::N,praidd,गल्ला
247,Herde::N,diadell,गल्ला
248,Kuh::N,buwch,गौ
249,Kuh::N,buwch,गाय
250,Bulle::N,tarw,साँड़
251,Pferd::N,ceffyl,अश्व
252,Pferd::N,ceffyl,घोड़ा
253,Schaf::N,dafad,भेड़
254,Schwein::N,mochyn,शूकर
255,Hund::N,ci,श्वान
256,Hund::N,ci,कुत्ता
257,Katze::N,cath,बिल्ली
258,Bär::N,arth,रीछ
259,Bär::N,arth,भालू
260,Eichhörnchen::N,gwiwer,गिलहरी
261,Elch::N,elc,एल्क
262,Fuchs::N,cadno,लोमड़ी
263,Hase::N,ysgyfarnog,खरहा
264,Hase::N,ysgyfarnog,ख़रगोश
265,Maus::N,llygoden,मूष
266,Maus::N,llygoden,चूहा
267,Wolf::N,blaidd,वृक
268,Wolf::N,blaidd,भेड़िया
269,Vogel::N,aderyn,पक्षी
270,Vogel::N,aderyn,चिड़िया
271,Schwarm::N,haid,झुंड
272,Huhn::N,cyw,मुर्ग़ी
273,Hahn::N,ceiliog,मुर्ग़ा
274,Gans::N,gŵydd,हंस
275,Gans::N,gŵydd,हंसिनी
276,Adler::N,eryr,उक़ाब
277,Ente::N,hwyad,बतख़
278,Ente::N,hwyad,बत्तक
279,Eule::N,tylluan,उल्लू
280,Kranich::N,garan,सारस
281,Kranich::N,garan,क्रौंंच
282,Kranich::N,crychydd,सारस
283,Kranich::N,crychydd,क्रौंंच
284,Krähe::N,brân,काक
285,Kuckuck::N,cog,कोयल
286,Kuckuck::N,cog,कोकिल
287,Kuckuck::N,cwcw,कोयल
288,Kuckuck::N,cwcw,कोकिल
289,Schwan::N,alarch,हंस
290,Schwan::N,alarch,मराल
291,Fisch::N,pysgod,मछली
292,Fisch::N,pysgod,मत्स्य
293,Barsch::N,draenog,पर्च
294,Hecht::N,penhwyad,पाइक
295,Schlange[Tier]::N,neidr,सर्प
296,Wurm::N,abwydyn,कृमि
297,Wurm::N,abwydyn,कीड़ा
298,Wurm::N,pryf genwair,कृमि
299,Wurm::N,pryf genwair,कीड़ा
300,Spinne::N,cor,लूता
301,Spinne::N,cor,मकड़ी
302,Spinne::N,pryf copyn,लूता
303,Spinne::N,pryf copyn,मकड़ी
304,Ameise::N,morgrugyn,चींटी
305,Laus::N,lleuen,जूँ
306,Mücke::N,gwybedyn,डाँस
307,Fliege::N,cleren,मक्खी
308,Fliege::N,cleren,मक्षिका
309,Schmetterling::N,glöyn byw,तितली
310,Schmetterling::N,iâr fach yr haf,तितली
311,Beere::N,aeronen,बेरी
312,Apfel::N,afal,सेब
313,Pilz::N,madarch,खुंबी
314,Zwiebel::N,nionyn,प्याज़
315,Zwiebel::N,winwnsyn,प्याज़
316,Saat::N,had,बीज
317,Korn::N,grawn,दाना
318,Heu::N,gwair,मूखी घास
319,Schale::N,croen,बकला
320,Schale::N,croen,छिलका
321,Schale::N,plisgyn,बकला
322,Schale::N,plisgyn,छिलका
323,Grube::N,pwll,गड्ढा
324,Grube::N,pydew,गड्ढा
325,Falle::N,magl,जाल
326,Falle::N,magl,फँदा
327,Schlinge::N,cwlwm rhedeg,फँदा
328,Spur::N,ôl,सुराग़
329,Spur::N,ôl,पद-चिह्न
330,Asche::N,lludw,राख
331,Dreck::N,baw,मैल
332,Dreck::N,baw,गंदगी
333,Dreck::N,budreddi,मैल
334,Dreck::N,budreddi,गंदगी
335,Eisen::N,haearn,लोहा
336,Gold::N,aur,सोना
337,Gold::N,aur,स्वर्ण
338,Silber::N,arian,रजत
339,Silber::N,arian,चाँदी
340,Kohle::N,glo,कोयला
341,Glas::N,gwydr,काँच
342,Lehm::N,clai,चिकनी मिट्टी
343,Sand::N,tywod,रेत
344,Sand::N,tywod,बालू
345,Mensch::N,dyn,मानव
346,Mensch::N,dyn,इनसान
347,Mensch::N,dyn,मनुष्य
348,Mann::N,dyn,आदमी
349,Mann::N,dyn,पुरुष
350,Frau::N,merch,औरत
351,Frau::N,merch,महिला
352,Frau::N,merch,स्त्री
353,Frau::N,gwraig,औरत
354,Frau::N,gwraig,महिला
355,Frau::N,gwraig,स्त्री
356,Kind::N,plentyn,बाल
357,Kind::N,plentyn,बच्चा
358,Junge::N,hogyn,लड़का
359,Junge::N,bachgen,लड़का
360,Mädchen::N,merch,लड़की
361,Mädchen::N,merch,कुमारी
362,Mädchen::N,geneth,लड़की
363,Mädchen::N,geneth,कुमारी
364,Familie::N,teulu,परिवार
365,Familie::N,tylwyth,परिवार
366,Großvater::N,taid,दादा
367,Großvater::N,tad-cu,दादा
368,Großmutter::N,nain,नानी
369,Großmutter::N,mam-gu,नानी
370,Eltern::N,rhieni,माँ-बाप
371,Eltern::N,rhieni,माता-पिता
372,Vater::N,tad,बाप
373,Vater::N,tad,पिता
374,Mutter::N,mam,माँ
375,Mutter::N,mam,माता
376,Sohn::N,mab,बेटा
377,Sohn::N,mab,पुत्र
378,Tochter::N,merch,बेटी
379,Tochter::N,merch,पुत्री
380,Bruder::N,brawd,भाई
381,Bruder::N,brawd,भ्राता
382,Schwester::N,chwaer,बहन
383,Schwester::N,chwaer,भगिनी
384,Onkel::N,ewythr,ताऊ
385,Onkel::N,ewythr,काका
386,Tante::N,modryb,बूआ
387,Tante::N,modryb,फूफी
388,Tante::N,modryb,ख़ाला
389,Ehemann::N,gŵr,पति
390,Ehemann::N,gŵr,शौहर
391,Ehefrau::N,gwraig,बीवी
392,Freude::N,gorfoledd,आनंद
393,Freude::N,gorfoledd,प्रसन्नता
394,Gelächter::N,chwerthin,हँसी
395,Gelächter::N,chwerthin,क़हक़हा
396,Glück::N,hapusrwydd,आनंद
397,Glück::N,hapusrwydd,ख़ुशी
398,Kummer::N,galar,शोक
399,Kummer::N,galar,दुःख
400,Wunsch::N,dymuniad,इच्छा
401,Wunsch::N,dymuniad,अभिलाषा
402,Lust::N,chwant,चाह
403,Lust::N,chwant,कामना
404,Geist::N,ysbryd,जान
405,Geist::N,ysbryd,प्राण
406,Gedanke::N,meddwl,विचार
407,Gedächtnis::N,cof,याददाश्त
408,Gedächtnis::N,cof,स्मरण-शक्ति
409,Verstand::N,meddwl,समझ
410,Verstand::N,meddwl,अक़्ल
411,Verstand::N,meddwl,बुद्धि
412,Sinn::N,ystyr,अर्थ
413,Grund::N,achos,वजह
414,Grund::N,achos,कारण
415,Grund::N,rheswm,वजह
416,Grund::N,rheswm,कारण
417,Wahrheit::N,gwir,सत्य
418,Wahrheit::N,gwir,सच्चाई
419,Wahrheit::N,gwirionedd,सत्य
420,Wahrheit::N,gwirionedd,सच्चाई
421,Gespräch::N,sgwrs,चर्चा
422,Gespräch::N,sgwrs,वार्ता
423,Gespräch::N,sgwrs,बात-चीत
424,Märchen::N,chwedl werin,क़िस्सा
425,Erzählung::N,stori,कथा
426,Erzählung::N,stori,कहानी
427,Nachricht::N,neges,सूचना
428,Nachricht::N,neges,समाचार
429,Neuigkeit::N,newydd,ख़बर
430,Neuigkeit::N,newydd,समाचार
431,Name::N,enw,नाम
432,Rätsel::N,pos,पहेली
433,Rede::N,araith,वचन
434,Rede::N,araith,भाषण
435,Sprache::N,iaith,भाषा
436,Sprache::N,iaith,ज़बान
437,Stimme::N,llais,स्वर
438,Stimme::N,llais,आवाज़
439,Wort::N,gair,शब्द
440,Wort::N,gair,लफ़्ज़
441,Zeichen::N,arwydd,निशान
442,Ruf::N,galwad,पुकार
443,Ruf::N,galwad,आह्वान
444,Lärm::N,trwst,शोर
445,Lärm::N,trwst,हुल्लड़
446,Laut::N,sain,स्वर
447,Laut::N,sain,ध्वनि
448,Ton::N,tôn,सुर
449,Ton::N,tôn,स्वर
450,Lied::N,cân,गीत
451,Ruhe::N,tawelwch,आराम
452,Ruhe::N,tawelwch,ख़ामोशी
453,Leute::N,pobl,लोग
454,Volk::N,pobl,क़ौम
455,Volk::N,pobl,प्रजा
456,Arbeit::N,gwaith,काम
457,Gast::N,gwestai,अतिथि
458,Gast::N,gwestai,मेहमान
459,Geschenk::N,rhodd,उपहार
460,Geschenk::N,rhodd,तोहफ़ा
461,Geschenk::N,anrheg,उपहार
462,Geschenk::N,anrheg,तोहफ़ा
463,Spiel::N,chwarae,खेल
464,Spiel::N,chwarae,क्रीड़ा
465,Gesellschaft::N,cwmni,साथ
466,Hilfe::N,cymorth,मदद
467,Hilfe::N,cymorth,सहायता
468,Freund::N,cyfaill,मित्र
469,Kamerad::N,cydymaith,साथी
470,Kamerad::N,cydymaith,कामरेड
471,Angelegenheit::N,pwnc,बात
472,Angelegenheit::N,pwnc,मामला
473,Anzahl::N,cyfrif,तादाद
474,Anzahl::N,cyfrif,संख्या
475,Art::N,bath,तरह
476,Art::N,bath,क़िस्म
477,Stück::N,darn,फाँक
478,Stück::N,darn,टुकड़ा
479,Teil::N,rhan,भाग
480,Teil::N,rhan,हिस्सा
481,Hälfte::N,hanner,अर्धभाग
482,Kreis::N,cylch,चक्कर
483,Kreuz::N,croes,सलीब
484,Kreuz::N,croes,क्रूस
485,Linie::N,llinell,लाइन
486,Strich::N,strôc,लकीर
487,Strich::N,trawiad,लकीर
488,Abstand::N,bwlch,अंतर
489,Abstand::N,bwlch,फ़ासला
490,Abstand::N,pellter,अंतर
491,Abstand::N,pellter,फ़ासला
492,Entfernung::N,pellter,दूरी
493,Entfernung::N,pellter,फ़ासला
494,Gegend::N,cylch,इलाक़ा
495,Platz::N,lle,जगह
496,Platz::N,lle,स्थान
497,Ort::N,lle,स्थल
498,Ort::N,lle,स्थान
499,Seite::N,ochr,ओर
500,Seite::N,ochr,तरफ़
501,Mitte::N,canol,बीच
502,Mitte::N,canol,मध्य
503,Gegenstand::N,eitem,चीज़
504,Gegenstand::N,eitem,पदार्थ
505,Sache::N,peth,चीज़
506,Sache::N,peth,वस्तु
507,Rand::N,cwr,छोर
508,Rand::N,cwr,उपांत
509,Rand::N,ymyl,छोर
510,Rand::N,ymyl,उपांत
511,Kante::N,min,कोर
512,Kante::N,min,किनारा
513,Kante::N,ymyl,कोर
514,Kante::N,ymyl,किनारा
515,Ecke::N,cornel,कोना
516,Ecke::N,cornel,नुक्कड़
517,Spitze::N,blaen,नोक
518,Ende::N,pen,छोर
519,Ende::N,pen,सिरा
520,Loch::N,twll,छेद
521,Loch::N,twll,सूराख़
522,Winkel::N,congl,कोण
523,Winkel::N,congl,कोना
524,Muster::N,patrwm,नमूना
525,Muster::N,patrwm,डिज़ाइन
526,Größe::N,maint,परिमाण
527,Größe::N,maint,विस्तार
528,Größe::N,maintioli,परिमाण
529,Größe::N,maintioli,विस्तार
530,Länge::N,hyd,लंबाई
531,Höhe::N,uchder,ऊँचाई
532,Höhe::N,uchder,उच्चता
533,Gewicht::N,pwysau,भार
534,Gewicht::N,pwysau,वज़न
535,Menge::N,swm,मात्रा
536,Menge::N,maint,मात्रा
537,Haufen::N,pentwr,ढेर
538,Haufen::N,pentwr,अंबार
539,Reihe::N,rhes,क़तार
540,Reihe::N,rhes,पंक्ति
541,Boot::N,cwch,नाव
542,Boot::N,cwch,नौका
543,Ruder::N,rhwyf,चप्पू
544,Schlitten::N,sled,बर्फ़-गाड़ी
545,Schlitten::N,car llusg,बर्फ़-गाड़ी
546,Ski::N,sgi,स्की
547,Lagerfeuer::N,coelcerth,अलाव
548,Lagerfeuer::N,coelcerth,कैंप-फ़ायर
549,Last::N,llwyth,भार
550,Gang::N,tro,चाल
551,Schritt::N,cam,डग
552,Schritt::N,cam,क़दम
553,Norden::N,gogledd,उत्तर
554,Süden::N,de,दक्खिन
555,Westen::N,gorllewin,पश्चिम
556,Osten::N,dwyrain,पूरब
557,Holz::N,pren,काठ
558,Holz::N,pren,काष्ठ
559,Brett::N,bwrdd,पटरा
560,Brett::N,bwrdd,तख़्ता
561,Brett::N,astell,पटरा
562,Brett::N,astell,तख़्ता
563,Platte::N,llech,फलक
564,Platte::N,llech,तख़्ता
565,Stütze::N,ateg,टेक
566,Stütze::N,ateg,थूनी
567,Stütze::N,cynhalydd,टेक
568,Stütze::N,cynhalydd,थूनी
569,Stange::N,polyn,छड़
570,Stange::N,polyn,बाँस
571,Stock::N,ffon,लाठी
572,Stock::N,brigyn,लाठी
573,Stab::N,ffon,लग्गा
574,Rohr::N,pibell,नल
575,Haus::N,tŷ,घर
576,Haus::N,tŷ,मकान
577,Heim::N,cartref,घर
578,Heim::N,cartref,गृह
579,Ofen::N,stof,चूल्हा
580,Fußboden::N,llawr,फ़र्श
581,Tisch::N,bwrdd,मेज़
582,Stuhl::N,cadair,कुरसी
583,Wiege::N,crud,पालना
584,Wiege::N,crud,हिंडोला
585,Bett::N,gwely,खाट
586,Bett::N,gwely,पलंग
587,Regal::N,silff,शेल्फ़
588,Kiste::N,bocs,पेटी
589,Kiste::N,bocs,डिब्बा
590,Kiste::N,blwch,पेटी
591,Kiste::N,blwch,डिब्बा
592,Fenster::N,ffenestr,खिड़की
593,Tür::N,drws,द्वार
594,Tür::N,drws,दरवाज़ा
595,Tor::N,porth,फाटक
596,Zaun::N,ffens,बाड़ा
597,Dach::N,to,छत
598,Dach::N,to,छप्पर
599,Leiter::N,ysgol,सीढ़ी
600,Besen::N,ysgub,झाड़ू
601,Besen::N,ysgub,बुहारी
602,Spaten::N,rhaw,कुदाल
603,Schaufel::N,rhaw,बेलचा
604,Schaufel::N,rhaw,फावड़ा
605,Gabel::N,fforc,काँटा
606,Löffel::N,llwy,चम्मच
607,Messer::N,cyllell,छुरा
608,Messer::N,cyllell,चाक़ू
609,Nagel::N,hoel,कील
610,Nagel::N,hoel,मेख़
611,Netz::N,gwe,जाल
612,Netz::N,rhwyd,जाल
613,Haken::N,bach,अंकुश
614,Griff::N,carn,मूठ
615,Griff::N,carn,हत्था
616,Schloss::N,clo,ताला
617,Bild::N,llun,चित्र
618,Bild::N,pictiwr,चित्र
619,Figur::N,ffigur,मूर्ति
620,Puppe::N,dol,पुतली
621,Puppe::N,dol,गुड़िया
622,Beutel::N,cwd,झोला
623,Bündel::N,bwndel,पुलिंदा
624,Bündel::N,coflaid,पुलिंदा
625,Tasche::N,cod,बेग
626,Tasche::N,cod,बस्ता
627,Eimer::N,bwced,बाल्टी
628,Eimer::N,cunnog,बाल्टी
629,Deckel::N,caead,ढक्कन
630,Geschirr::N,llestri,बरतन-भाँड़े
631,Sack::N,sach,बोरा
632,Tasse::N,cwpan,प्याला
633,Topf::N,pot,देग़चा
634,Topf::N,crochan,देग़चा
635,Kessel::N,tegell,देग़
636,Kessel::N,tegell,बटलोई
637,Essen::N,pryd o fwyd,खाना
638,Nahrung::N,bwyd,भोजन
639,Speise::N,saig,खाना
640,Speise::N,saig,व्यंजन
641,Fleisch::N,cig,मांस
642,Fleisch::N,cig,गोश्त
643,Getreide::N,ŷd,अनाज
644,Getreide::N,llafur,अनाज
645,Brei::N,uwd,भरता
646,Brei::N,uwd,दलिया
647,Brot::N,bara,रोटी
648,Scheibe::N,tafell,कतला
649,Fett::N,saim,वसा
650,Fett::N,saim,चरबी
651,Fett::N,braster,वसा
652,Fett::N,braster,चरबी
653,Butter::N,ymenyn,मक्खन
654,Öl::N,olew,तेल
655,Salz::N,halen,नमक
656,Suppe::N,cawl,सूप
657,Suppe::N,cawl,शोरबा
658,Honig::N,mêl,शहद
659,Milch::N,llaeth,दूध
660,Milch::N,llefrith,दूध
661,Tee::N,te,चाय
662,Leder::N,lledr,चमड़ा
663,Wolle::N,gwlân,ऊन
664,Stoff::N,lliain,कपड़ा
665,Stoff::N,brethyn,कपड़ा
666,Nadel::N,nodwydd,सूई
667,Faden::N,edau,डोरा
668,Faden::N,edefyn,डोरा
669,Knopf::N,botwm,बटन
670,Knopf::N,botwm,घुंडी
671,Knoten::N,cwlwm,गाँठ
672,Knoten::N,cwlwm,गुत्थी
673,Farbe::N,paent,रंग
674,Farbe::N,paent,वर्ण
675,Kleidung::N,dillad,पहनावा
676,Kleidung::N,gwisgoedd,पहनावा
677,Hemd::N,crys,कुरता
678,Hemd::N,crys,क़मीज़
679,Kragen::N,coler,गरदनी
680,Kragen::N,coler,गरेबान
681,Ärmel::N,llawes,आस्तीन
682,Hose::N,trowsus,पैंट
683,Hose::N,trowsus,पतलून
684,Gürtel::N,gwregys,पेटी
685,Gürtel::N,gwregys,मेखला
686,Mütze::N,cap,टोपी
687,Schuh::N,esgid,जूता
688,Stiefel::N,botasen,बूट
689,Ring::N,modrwy,अँगूठी
690,Band::N,rhuban,पट्टी
691,Kamm::N,crib,कंघी
692,Spiegel::N,drych,आईना
693,Spiegel::N,drych,दर्पण
694,Riemen::N,strap,तसमा
695,Riemen::N,strap,पट्टा
696,Schnur::N,llinyn,डोरी
697,Schnur::N,llinyn,सुतली
698,Leine::N,tennyn,रस्सी
699,Decke::N,blanced,रज़ाई
700,Decke::N,gwrthban,रज़ाई
701,Kissen::N,clustog,तकिया
702,Kissen::N,clustog,गाद्दा
703,Kissen::N,gobennydd,तकिया
704,Kissen::N,gobennydd,गाद्दा
705,Tuch::N,sgarff,रूमाल
706,Tuch::N,sgarff,वस्त्र
707,Handtuch::N,tywel,अँगोछा
708,Handtuch::N,lliain sychu,अँगोछा
709,Kraft::N,grym,ज़ोर
710,Kraft::N,grym,शक्ति
711,Stärke::N,nerth,बल
712,Stärke::N,nerth,ताक़त
713,Stärke::N,cryfder,बल
714,Stärke::N,cryfder,ताक़त
715,Gesundheit::N,iechyd,स्वास्थ्य
716,Gesundheit::N,iechyd,तंदुरुस्ती
717,Krankheit::N,afiechyd,रोग
718,Krankheit::N,afiechyd,बीमारी
719,Krankheit::N,anhwylder,रोग
720,Krankheit::N,anhwylder,बीमारी
721,Schmerz::N,poen,दर्द
722,Schmerz::N,poen,पीड़ा
723,Schmerz::N,gwayw,दर्द
724,Schmerz::N,gwayw,पीड़ा
725,Wunde::N,clwyf,घाव
726,Wunde::N,clwyf,ज़ख़्म
727,Fieber::N,twymyn,ज्वर
728,Fieber::N,twymyn,बुख़ार
729,Arznei::N,meddyginiaeth,दवा
730,Arznei::N,meddyginiaeth,औषाधि
731,Brücke::N,pont,पुल
732,Brücke::N,pont,सेतु
733,Brunnen::N,ffynnon,कुआँ
734,Weide::N,porfa,चरागाह
735,Pfad::N,llwybr,पथ
736,Pfad::N,llwybr,पगडंडी
737,Weg::N,ffordd,मार्ग
738,Straße::N,heol,राह
739,Straße::N,heol,रास्ता
740,Straße::N,ffordd,राह
741,Straße::N,ffordd,रास्ता
742,Dorf::N,pentref,गाँव
743,Dorf::N,pentref,ग्राम
744,Stadt::N,tref,शहर
745,Brief::N,llythyr,ख़त
746,Brief::N,llythyr,पत्र
747,Brief::N,llythyr,चिट्ठी
748,Buch::N,llyfr,किताब
749,Buch::N,llyfr,पुस्तक
750,Buchstabe::N,llythyren,अक्षर
751,Zeitung::N,papur newydd,अख़बार
