,Concept_ID,zh,ar
829,aufstehen::V,起床,قام
830,sich erholen::V,休养,استجم
831,krank werden::V,生病,مرض
832,krank sein::V,生病,مرض
833,schmerzen::V,疼痛,آلم
834,husten::V,咳,كح
835,husten::V,咳,سعل
836,genesen::V,痊愈,نقه
837,sterben::V,死,مات
838,umkommen::V,丧命,هلك
839,sich bewegen::V,移动,تحرك
840,sich rühren::V,动弹,تحرك
841,sich erheben::V,站起,قام
842,sich setzen::V,坐,جلس
843,hinfallen::V,跌倒,وقع
844,laufen::V,步行,مشى
845,schreiten::V,迈步,خطا
846,spazierengehen::V,散步,تنزه
847,eilen::V,急忙,عجل
848,sich beeilen::V,赶快,استعجل
849,sausen::V,疾驰,أسرع
850,rennen::V,奔跑,عدا
851,rennen::V,奔跑,ركض
852,springen::V,跳,قفز
853,klettern::V,攀缘,تسلق
854,schaukeln::V,荡秋千,تأرجح
855,kriechen::V,爬行,دب
856,kriechen::V,爬行,زحف
857,schwimmen::V,游泳,سبح
858,tauchen::V,潜水,غطس
859,rudern::V,划船,جذف
860,fahren::V,行驶,ركب
861,fahren::V,行驶,سافر
862,fliegen::V,飞,طار
863,gehen::V,走,سار
864,gehen::V,走,ذهب
865,weggehen::V,离去,ذهب
866,weggehen::V,离去,انصرف
867,abfahren::V,出发,رحل
868,anhalten::V,停住,توقف
869,hineingehen::V,进去,دخل
870,eintreten::V,进入,دخل
871,kommen::V,来,أتى
872,kommen::V,来,جاء
873,ankommen::V,到达,وصل
874,zurückkommen::V,回来,عاد
875,zurückkommen::V,回来,رجع
876,bleiben::V,停留,مكث
877,warten::V,等,انتظر
878,erwarten::V,等候,ترقب
879,erwarten::V,等候,انتظر
880,suchen::V,找,بحث
881,finden::V,找到,وجد
882,versuchen::V,尝试,حاول
883,vorbereiten::V,预备,أعد
884,vorbereiten::V,预备,حضر
885,lieben::V,爱,أحب
886,mögen::V,喜欢,أحب
887,lachen::V,笑,ضحك
888,weinen::V,哭,بكى
889,schimpfen::V,骂,سب
890,schimpfen::V,骂,شتم
891,sich ärgern::V,生气,زعل
892,sich fürchten::V,害怕,هاب
893,fürchten::V,害怕,خاف
894,fürchten::V,害怕,خشي
895,fliehen::V,逃走,هرب
896,flüchten::V,逃跑,فر
897,sehen::V,看,رأى
898,anschauen::V,注视,نظر
899,ansehen::V,注视,نظر
900,hören::V,听,سمع
901,zuhören::V,倾听,أصغى
902,probieren::V,尝,ذاق
903,riechen::V,闻,شم
904,riechen::V,闻,استنشق
905,fühlen::V,感到,شعر
906,scheinen::V,照耀,ظهر
907,zu sehen sein::V,可以看到,ظهر
908,vernehmen::V,审讯,سمع
909,frieren::V,觉得冷,بردان
910,tun::V,作,فعل
911,können::V,能,قدر
912,können::V,能,استطاع
913,wollen::V,要,شاء
914,wollen::V,要,أراد
915,anfangen::V,开始,بدأ
916,beenden::V,结束,أنهى
917,aufhören::V,停止,توقف
918,aufhören::V,停止,انقطع
919,gelingen::V,成功,نجح
920,geraten::V,陷于,طلع
921,öffnen::V,打开,فتح
922,schließen::V,关,أغلق
923,stellen::V,放,وضع
924,stellen::V,放,أقام
925,setzen::V,放,أجلس
926,legen::V,摆,وضع
927,berühren::V,触,مس
928,berühren::V,触,لمس
929,verbinden::V,联结,ربط
930,verbinden::V,联结,وصل
931,bedecken::V,覆盖,غطى
932,aufhängen::V,挂,علق
933,anzünden::V,点,أوقد
934,aufheben::V,拾起,لقط
935,zurücklassen::V,遗留,ترك
936,verlieren::V,丧失,فقد
937,fallen lassen::V,让掉下,أسقط
938,machen::V,做,فعل
939,herstellen::V,生产,صنع
940,herstellen::V,生产,أنتج
941,bauen::V,建造,بنى
942,bauen::V,建造,شيد
943,reparieren::V,修理,صلح
944,verbessern::V,改进,صحح
945,ändern::V,改变,غير
946,graben::V,挖,حفر
947,beugen::V,弯下,ثنى
948,beugen::V,弯下,أحنى
949,biegen::V,弯,لوى
950,drehen::V,转动,أدار
951,drehen::V,转动,دور
952,wenden::V,转动,قلب
953,umdrehen::V,转动,قلب
954,heben::V,举起,رفع
955,hochheben::V,抬高,رفع
956,ergreifen::V,抓住,مسك
957,halten::V,拿着,مسك
958,drücken::V,压,ضغط
959,schieben::V,推,حرك
960,kratzen::V,搔,خدش
961,lecken::V,舔,لعق
962,beißen::V,咬,عض
963,abreißen::V,撕下,قلع
964,abschneiden::V,切断,قطع
965,binden::V,捆,ربط
966,stecken::V,插,دس
967,brechen::V,断裂,كسر
968,klopfen::V,敲,طرق
969,hauen::V,揍,ضرب
970,kleben::V,粘,ألصق
971,reiben::V,摩擦,حك
972,streichen::V,涂,نشر
973,schleifen::V,拖曳,سن
974,schneiden::V,切,قطع
975,rütteln::V,颠簸,رج
976,schütteln::V,摇动,هز
977,schwenken::V,摇动,لوح
978,schütten::V,倒,صب
979,füllen::V,填满,ملأ
980,einwickeln::V,包,لف
981,tragen::V,提,حمل
982,schleppen::V,扛,سحب
983,ziehen::V,拉,سحب
984,aufbewahren::V,保存,حفظ
985,werfen::V,扔,رمى
986,werfen::V,扔,ألقى
987,fangen::V,捕捉,التقط
988,packen::V,抓住,مسك
989,verstecken::V,藏,خبأ
990,teilen::V,分,قسم
991,schicken::V,派遣,بعث
992,schicken::V,派遣,أرسل
993,bringen::V,带来,جلب
994,hinzufügen::V,添加,أضاف
995,bekommen::V,得到,حصل
996,erhalten::V,接到,استلم
997,nehmen::V,拿,أخذ
998,wählen::V,挑选,اختار
999,auswählen::V,选择,انتقى
1000,bewahren::V,保持,حافظ
1001,behindern::V,防碍,عاق
1002,verderben::V,败坏,أفسد
1003,beschädigen::V,损坏,أضر
1004,zerbrechen::V,破碎,كسر
1005,zerreißen::V,撕碎,مزق
1006,zerstören::V,毁坏,دمر
1007,verbrennen::V,燃烧,حرق
1008,geben::V,给,أعطى
1009,reichen::V,递给,ناول
1010,schenken::V,赠送,وهب
1011,versprechen::V,许诺,وعد
1012,wünschen::V,祝,تمنى
1013,loben::V,表扬,مدح
1014,küssen::V,亲,قبل
1015,wiegen::V,轻摇,هدهد
1016,zudecken::V,盖上,غطى
1017,wecken::V,唤起,أيقظ
1018,zeigen::V,指,أرى
1019,führen::V,带领,دل
1020,lehren::V,教,علم
1021,unterrichten::V,讲课,علم
1022,aufziehen::V,抚养,ربى
1023,leiten::V,领导,دل
1024,leiten::V,领导,أدار
1025,antreiben::V,催促,حث
1026,lassen::V,让,حدا
1027,einladen::V,邀请,دعا
1028,vereinigen::V,统一,وحد
1029,besuchen::V,参观,زار
1030,treffen::V,会面,قابل
1031,sich versammeln::V,聚集,اجتمع
1032,spielen::V,玩,لعب
1033,singen::V,唱歌,غنى
1034,tanzen::V,跳舞,رقص
1035,sich trennen::V,分别,افترق
1036,verlassen::V,离开,ترك
1037,retten::V,救,نجى
1038,retten::V,救,أنقذ
1039,bewachen::V,守卫,حرس
1040,schützen::V,保护,حمى
1041,verteidigen::V,保卫,دافع
1042,sich schlagen::V,打架,تضارب
1043,schießen::V,射击,أطلق
1044,siegen::V,获胜,انتصر
1045,ärgern::V,激怒,أزعل
1046,schlagen::V,打,ضرب
1047,treten::V,踢,رفس
1048,stechen::V,刺,شك
1049,stoßen::V,撞,دفع
1050,stehlen::V,盗窃,سرق
1051,stören::V,干扰,ضايق
1052,belästigen::V,打搅,أزعج
1053,verbergen::V,隐藏,كتم
1054,täuschen::V,欺骗,خدع
1055,betrügen::V,欺骗,غش
1056,töten::V,杀,قتل
1057,wohnen::V,居住,سكن
1058,arbeiten::V,工作,عمل
1059,arbeiten::V,工作,اشتغل
1060,sammeln::V,收集,جمع
1061,pflücken::V,采,جنى
1062,pflücken::V,采,قطف
1063,jagen::V,打猎,صاد
1064,fischen::V,捕鱼,اصطاد
1065,fassen::V,捉住,قبض
1066,hüten::V,守护,رعى
1067,treiben::V,漂,ساق
1068,anbinden::V,拴,ربط
1069,füttern::V,喂,علف
1070,melken::V,挤奶,حلب
1071,hacken::V,剁细,فرم
1072,gießen::V,浇,سقى
1073,reifen::V,成熟,نضج
1074,kochen::V,煮,طبخ
1075,backen::V,烤,خبز
1076,braten::V,煎,قلى
1077,braten::V,煎,حمر
1078,umrühren::V,搅拌,قلب
1079,stricken::V,织,حاك
1080,nähen::V,缝,خاط
1081,färben::V,染色,صبغ
1082,färben::V,染色,لون
1083,reinigen::V,清洁,نظف
1084,waschen::V,洗,غسل
1085,abwischen::V,擦掉,مسح
1086,spülen::V,清洗,شطف
1087,fegen::V,扫,كنس
1088,kehren::V,打扫,كنس
1089,baden::V,给...洗澡,استحم
1090,sich waschen::V,洗澡,اغتسل
1091,ausziehen::V,脱,خلع
1092,anziehen::V,穿,لبس
1093,sich anziehen::V,穿衣,اكتسى
1094,kämmen::V,梳,مشط
1095,schmücken::V,装饰,زين
1096,sagen::V,说,قال
1097,sprechen::V,说,تكلم
1098,reden::V,讲,تكلم
1099,sich unterhalten::V,聊天,تحادث
1100,fragen::V,问,سأل
1101,bitten::V,请,رجا
1102,erzählen::V,叙述,حكي
1103,mitteilen::V,通知,بلغ
1104,nennen::V,叫做,سمى
1105,rufen::V,叫,نادى
1106,prahlen::V,吹牛,فشر
1107,prahlen::V,吹牛,تفاخر
1108,übersetzen::V,翻译,ترجم
1109,denken::V,想,فكر
1110,glauben::V,以为,اعتقد
1111,bemerken::V,发觉,لاحظ
1112,erkennen::V,识别,عرف
1113,begreifen::V,理解,فهم
1114,begreifen::V,理解,أدرك
1115,verstehen::V,明白,فهم
1116,lernen::V,学,درس
1117,wissen::V,知道,علم
1118,sich erinnern an::V,回忆,تذكر
1119,vergessen::V,忘记,نسي
1120,messen::V,测量,قاس
1121,zählen::V,数,عد
1122,zählen::V,数,أحصى
1123,rechnen::V,计算,حسب
1124,lesen::V,读,قرأ
1125,malen::V,画,صور
1126,zeichnen::V,绘制,رسم
1127,schreiben::V,写,كتب
1128,besitzen::V,占有,حاز
1129,besitzen::V,占有,ملك
1130,kaufen::V,买,اشترى
1131,verkaufen::V,卖,باع
1132,bezahlen::V,付钱,دفع
1133,zahlen::V,支付,سدد
1134,beherrschen::V,统治,حكم
1135,ertragen::V,忍耐,أطاق
1136,ertragen::V,忍耐,تحمل
1137,vergebens::ADV,,عبثا
1138,klirren::V,,قعقع
1139,rauschen::V,,حف
1140,rühren::V,,أثر
1141,zubereiten::V,,حضر
