,Concept_ID,xal,sk
521,Brunnen::N,худг,studňa
522,Weide::N,малын идг,pastva
523,Pfad::N,цувг,chodník
524,Weg::N,хаалһ,cesta
525,Straße::N,зам,hradská
526,Dorf::N,хотн,dedina
527,Stadt::N,балһсн,mesto
528,Brief::N,бичг,list
529,Buch::N,дегтр,kniha
530,Buchstabe::N,үзг,litera
531,Buchstabe::N,үзг,písmeno
532,Zeitung::N,газет,noviny
533,Leben::N,җирһл,život
534,Tod::N,үкл,smrť
535,Tod::N,өңгрлһн,smrť
536,Grab::N,оршалһна нүкн,hrob
537,Kirche::N,чонҗ,kostol
538,Sünde::N,нүл,hriech
539,Sünde::N,килнц,hriech
540,Gott::N,бурхн,boh
541,Arbeiter::N,көдлмшч,robotník
542,Arbeiter::N,көдлмшч,pracnovík
543,Chef::N,толһач,šéf
544,Chef::N,толһач,riaditeľ
545,Meister::N,урн,majster
546,Arzt::N,эмч,lekár
547,Lehrer::N,багш,učiteľ
548,Geld::N,мөңгн,peniaze
549,Geschäft::N,көдлмш,obchod
550,Laden::N,лавк,obchod
551,Preis::N,үн,cena
552,Ware::N,эд-тавр,tovar
553,Nutzen::N,олз,osoh
554,Nutzen::N,олз,úžitok
555,Reichtum::N,зөөр,bohatstvo
556,Welt::N,орчлң,svet
557,Welt::N,делкә,svet
558,Land::N,орн-нутг,územie
559,Land::N,орн-нутг,krajina
560,Staat::N,государств,štát
561,König::N,хан,kráľ
562,Macht::N,йосн,moc
563,Macht::N,йосн,mocnosť
564,Grenze::N,меҗә,hranica
565,Krieg::N,дән,vojna
566,Feind::N,дәәсн,nepriateľ
567,Gewalt::N,күч һарһлһн,násilie
568,Kampf::N,ноолдан,boj
569,Kampf::N,бәрлдлһн,boj
570,Bogen[Waffe]::N,саадг,luk
571,Pfeil::N,сумн,šíp
572,Pfeil::N,сумн,strela
573,Gewehr::N,бу,puška
574,Fehler::N,алдг,omyl
575,Fehler::N,алдг,chyba
576,Lüge::N,худл,lož
577,Schaden::N,хорлт,ujma
578,Schaden::N,хорлт,škoda
579,Unglück::N,гүрм,nešťastie
580,Schuld::N,гем,vina
581,Schuld::N,гем,previnenie
582,Schuld::N,буру,vina
583,Schuld::N,буру,previnenie
584,Alter::N,насн,vek
585,Schluss::N,чилгч,záver
586,Schluss::N,чилгч,koniec
587,Zeit::N,цаг,čas
588,Tag::N,өдр,deň
589,Morgen::N,өрүн,ráno
590,Mittag::N,үд,poludnie
591,Abend::N,асхн,večer
592,Nacht::N,сө,noc
593,Woche::N,долан хонг,týždeň
594,Monat::N,сар,mesiac
595,Jahr::N,җил,rok
596,Frühling::N,хавр,jar
597,Sommer::N,зун,leto
598,Herbst::N,намр,jeseň
599,Winter::N,үвл,zima
600,Januar::N,январь,január
601,Februar::N,февраль,február
602,März::N,март,marec
603,März::N,моһа сар,marec
604,April::N,апрель,apríl
605,Mai::N,май,máj
606,Juni::N,июнь,jún
607,Juni::N,мөчн сар,jún
608,Juli::N,июль,júl
609,August::N,август,august
610,September::N,һаха сар,september
611,Oktober::N,октябрь,október
612,November::N,ноябрь,november
613,November::N,үкр сар,november
614,Dezember::N,бар сар,december
615,Montag::N,понедельник,pondelok
616,Dienstag::N,вторник,utorok
617,Mittwoch::N,среда,streda
618,Mittwoch::N,үлмҗ өдр,streda
619,Donnerstag::N,четверг,štvrtok
620,Donnerstag::N,пүрвә өдр,štvrtok
621,Freitag::N,пятниц,piatok
622,Samstag::N,суббот,sobota
623,Sonntag::N,нарн өдр,nedeľa
624,Sonntag::N,воскресень,nedeľa
625,groß::A,ик,veľký
626,klein::A,бичкн,malý
627,lang::A,ут,dlhý
628,kurz::A,оһтр,krátky
629,breit::A,өргн,široký
630,schmal::A,уутьхн,úzky
631,dicht::A,нигт,hustý
632,dick[Gegenstand]::A,зузан,tlstý
633,dünn::A,нимгн,tenký
634,fein::A,нәрхн,jemný
635,fest::A,бат,pevný
636,flach::A,хавтха,rovný
637,flach::A,хавтха,plochý
638,glatt::A,тегш,hladký
639,glatt::A,тиньгр,hladký
640,hart::A,хату,tvrdý
641,weich::A,җөөлн,mäkký
642,weich::A,җөөлкн,mäkký
643,rund::A,төгрг,guľatý
644,rund::A,төгрг,okrúhly
645,spitz::A,шовһр,končitý
646,scharf::A,хурц,ostrý
647,stumpf::A,мука,tupý
648,schwer::A,күнд,ťažký
649,schön::A,сәәхн,pekný
650,schön::A,сәәхн,krásny
651,heiß::A,халун,horúci
652,warm::A,дулан,teplý
653,kalt::A,киитн,studený
654,kühl::A,серүн,chladný
655,frisch::A,серүн,svieži
656,feucht::A,чиигтә,vlhký
657,feucht::A,чиигтә,zvlhnutý
658,nass::A,чиигтә,mokrý
659,trocken::A,хагсу,suchý
660,voll::A,дүүрң,plný
661,leer::A,сул,prázdny
662,leer::A,хоосн,prázdny
663,offen::A,секәтә,otvorený
664,geschlossen::A,хаалһата,zavretý
665,sauber::A,цевр,čistý
666,schmutzig::A,киртә,špinavý
667,roh::A,түүкә,surový
668,reif::A,болсн,zrelý
669,lecker::A,әмтәхн,chutný
670,süß::A,әмтәхн,sladký
671,bitter::A,һашун,horký
672,bitter::A,һашута,horký
673,sauer::A,ишклң,kyslý
674,hell::A,герлтә,jasný
675,hell::A,герлтә,svetlý
676,dunkel::A,харңһу,temný
677,schwarz::A,хар,čierny
678,weiß::A,цаһан,biely
679,rot::A,улан,červený
680,gelb::A,шар,žltý
681,blau::A,көк,modrý
682,blau::A,көк,belasý
683,grün::A,көк,zelený
684,grau::A,бор,šedý
685,bunt::A,алг,pestrý
686,bunt::A,эрәтә,pestrý
687,billig::A,кимд,lacný
688,teuer::A,үнтә,drahý
689,wertvoll::A,үнтә,cenný
690,wertvoll::A,эрднь,cenný
691,blind::A,сохр,slepý
692,taub::A,дүлә,hluchý
693,kräftig::A,күчтә,silný
694,stark::A,чаңһ,silný
695,schwach::A,күчн тату,slabý
696,schwach::A,күчн тату,bezvládny
697,fett::A,тарһн,tučný
698,schlank::A,эццн,štíhly
699,hübsch::A,көркхн,šumný
700,hübsch::A,көркхн,švárny
701,böse::A,уурта,zlý
702,dumm::A,тенг,hlúpy
703,faul::A,залху,lenivý
704,fleißig::A,кинән,snaživý
705,fleißig::A,кинән,usilovný
706,fleißig::A,кинмһә,snaživý
707,fleißig::A,кинмһә,usilovný
708,geizig::A,ховдг,skupý
709,geizig::A,ховдг,lakomý
710,klug::A,ухата,múdry
711,klug::A,ухата,bystrý
712,geschickt::A,чадмг,zručný
713,geschickt::A,чадмг,šikovný
714,lieb::A,эңкр,milý
715,lustig::A,сергмҗтә,veselý
716,lustig::A,җирһлтә,veselý
717,sanft::A,номһн,nežný
718,hungrig::A,өлн,lačný
719,hungrig::A,өлн,hladný
720,hungrig::A,харһнсн,lačný
721,hungrig::A,харһнсн,hladný
722,krank::A,өвчтә,chorý
723,krank::A,өвчтә,nemocný
724,krank::A,шалтгта,chorý
725,krank::A,шалтгта,nemocný
726,nackt::A,нүцкн,nahý
727,traurig::A,һундлта,smutný
728,lebendig::A,әмд,živý
729,gut::A,сән,dobrý
730,schlecht::A,му,zlý
731,richtig::A,зөвтә,správny
732,schlimm::A,җигшүртә,zlý
733,schlimm::A,җигшүртә,nepríjemný
734,wahr::A,үнн,pravý
735,wahr::A,үнн,pravdivý
736,wahr::A,мөн,pravý
737,wahr::A,мөн,pravdivý
738,alt::A,хуучн,starý
739,neu::A,шин,nový
740,ehemalig::A,хуучн,bývalý
741,alt[Lebewesen]::A,көгшн,starý
742,jung::A,баһ,mladý
743,arm::A,угатя,chudobný
744,reich::A,байн,bohatý
745,bekannt::A,таньл,známy
746,bekannt::A,таньдг,známy
747,berühmt::A,туурсн,slávny
748,berühmt::A,туурсн,povestný
749,fremd::A,күүнә,cudzí
750,verschieden::A,әдл биш,rôzny
751,verschieden::A,әдл биш,rozličný
752,verschieden::A,йилһәтә,rôzny
753,verschieden::A,йилһәтә,rozličný
754,nah::A,өөрхн,blízky
755,fern::A,хол,ďaleký
756,linker::A,зүн,ľavý
757,rechter::A,барун,pravý
758,anderer::A,талдан,iný
759,anderer::A,талдан,druhý
760,erster::A,негдгч,prvý
761,zweiter::A,хойрдгч,druhý
762,dritter::A,һурвдгч,tretí
763,letzter::A,отхн,ostatný
764,letzter::A,отхн,posledný
765,allein::ADV,һанцарн,sám
766,auf einmal::ADV,нег дәкҗ,zároveň
767,zusammen::ADV,хамдан,spolu
768,zusammen::ADV,хамдан,spoločne
769,lange::ADV,удан,dlho
770,plötzlich::ADV,генткн,náhle
771,sofort::ADV,дарунь,hneď
772,sofort::ADV,дарунь,ihneď
773,später::ADV,сүүлд,neskoršie
774,jetzt::ADV,ода,teraz
775,heute::ADV,эндр,dnes
776,morgen::ADV,маңһдур,zajtra
777,bald::ADV,дарунь,skoro
778,dann::ADV,дәкәд,nato
779,dann::ADV,дәкәд,potom
780,gestern::ADV,өцклдүр,včera
781,einst::ADV,нег саамд,kedysi
782,einst::ADV,нег саамд,niekedy
783,damals::ADV,тиигхд,vtedy
784,danach::ADV,тегәд,potom
785,danach::ADV,тегәд,podľa toho
786,vorher::ADV,урд,napred
787,vorher::ADV,урд,predtým
788,zuerst::ADV,түрүләд,najprv
789,einmal::ADV,нег дәкҗ,raz
790,einmal::ADV,нег дәкҗ,jedenkrát
791,manchmal::ADV,зәрмдән,občas
792,manchmal::ADV,зәрмдән,niekedy
793,oft::ADV,хара биш,často
794,oft::ADV,хатяр биш,často
795,oft::ADV,дару-дарунь,často
796,immer::ADV,оньдинд,vždy
