,Concept_ID,mdf,ka
472,Tee::N,чай,ჩაი
473,Leder::N,кедь,ტყავი
474,Wolle::N,пона,მატყლი
475,Stoff::N,котф,ქსოვილი
476,Nadel::N,салмокс,ნემსი
477,Faden::N,сюре,ძაფი
478,Faden::N,сюре,მკედი
479,Knopf::N,пуня,ღილი
480,Knoten::N,сюлма,ნასკვი
481,Farbe::N,архтомбяль,საღებავი
482,Kleidung::N,щам,ტანსაცმელი
483,Hemd::N,па́нар,ხალათი
484,Hemd::N,па́нар,პერანგი
485,Kragen::N,сиве,საყელო
486,Ärmel::N,ожа,სახელო
487,Hose::N,понкст,შარვალი
488,Gürtel::N,каркс,ქამარი
489,Mütze::N,вазь,ქუდი
490,Schuh::N,башма́к,ფეხსაცმელი
491,Stiefel::N,кя́ме,ჩექმა
492,Ring::N,суркс,ბეჭედი
493,Band::N,керькс,ბაფთი
494,Band::N,лента,ბაფთი
495,Kamm::N,сюрьхцем,სავარცხელი
496,Spiegel::N,ванома,სარკე
497,Riemen::N,шнань каркс,ღვედი
498,Schnur::N,пикс,ლარი
499,Schnur::N,карькскя,ლარი
500,Leine::N,вядьме,ჯაჭვი
501,Decke::N,вельхкс,საბანი
502,Kissen::N,тоду,ბალიში
503,Tuch::N,руця́,მაუდი
504,Tuch::N,руця́,თავშალი
505,Handtuch::N,на́рдама,ხელსახოცი
506,Kraft::N,вий,ძალა
507,Stärke::N,вииши,ღონე
508,Gesundheit::N,шумбраши́,ჯანმრთელობა
509,Krankheit::N,урма́,სენი
510,Krankheit::N,урма́,ავადმყოფობა
511,Krankheit::N,сярядема,სენი
512,Krankheit::N,сярядема,ავადმყოფობა
513,Schmerz::N,маряма,ტკივილი
514,Wunde::N,керф,იარი
515,Wunde::N,керф,ჭრილობა
516,Fieber::N,маштыкс,ციება
517,Arznei::N,надо́бья,წამალი
518,Arznei::N,пъчка́фтома,წამალი
519,Brücke::N,седь,ხიდი
520,Brunnen::N,эши,ჭა
521,Weide::N,ванома васта,საძოვარი
522,Pfad::N,ян,ბილიკი
523,Pfad::N,киня́,ბილიკი
524,Weg::N,ки,გზა
525,Straße::N,ки,შარაგზა
526,Dorf::N,веле,დაბა
527,Dorf::N,веле,სოფელი
528,Stadt::N,ош,ქალაქი
529,Brief::N,сёрма,წერილი
530,Buch::N,книга,წიგნი
531,Buchstabe::N,бу́ква,ასო
532,Zeitung::N,газе́та,გაზეთი
533,Leben::N,эряф,სიცოცხლე
534,Leben::N,эряма,სიცოცხლე
535,Tod::N,кулома́,სიკვდილი
536,Grab::N,калма,სამარე
537,Grab::N,калма,საფლავი
538,Kirche::N,це́рькав,ეკლესია
539,Sünde::N,пежеть,ცოდვა
540,Sünde::N,муворкс,ცოდვა
541,Gott::N,шкай,ღმერთი
542,Arbeiter::N,трудендай,მუშა
543,Arbeiter::N,работник,მუშა
544,Chef::N,азор,გამგე
545,Chef::N,оцюня,გამგე
546,Meister::N,мастяр,ოსტატი
547,Arzt::N,врач,ექიმი
548,Arzt::N,врач,მკურნალი
549,Arzt::N,доктор,ექიმი
550,Arzt::N,доктор,მკურნალი
551,Lehrer::N,учи́тель,მასწავლებელი
552,Geld::N,ярмакт,ფული
553,Geschäft::N,ладяфкс,საქმე
554,Geschäft::N,ладяфкс,ბიზნესი
555,Geschäft::N,ладяф тев,საქმე
556,Geschäft::N,ладяф тев,ბიზნესი
557,Laden::N,ла́вка,დუქანი
558,Laden::N,ла́вка,მაღაზია
559,Preis::N,питне,ფასი
560,Ware::N,миф,საქონელი
561,Ware::N,ра́маф,საქონელი
562,Nutzen::N,пара,ხეირი
563,Nutzen::N,лезкс,ხეირი
564,Reichtum::N,ко́зяши,სიმდიდრე
565,Welt::N,свет,მსოფლიო
566,Land::N,мастор,მხარე
567,Land::N,мастор,ქვეყანა
568,Staat::N,государства,სახელმწიფო
569,König::N,король,მეფე
570,Macht::N,азорондама,ძლიერება
571,Macht::N,азорксши,ძლიერება
572,Grenze::N,ёткаян,ზღვარი
573,Krieg::N,война́,ომი
574,Feind::N,душман,მტერი
575,Feind::N,каршек тюри,მტერი
576,Gewalt::N,наругама,სისასტიკე
577,Kampf::N,тюрема́,ბრძოლა
578,Bogen[Waffe]::N,нал,მშვილდი
579,Pfeil::N,нал,ისარი
580,Pfeil::N,нал,მახვილი
581,Gewehr::N,винто́вка,თოფი
582,Gewehr::N,винто́вка,შაშხანა
583,Fehler::N,эльбядькс,შეცდომა
584,Lüge::N,васькафнема,სიცრუე
585,Schaden::N,зия́н,ვნება
586,Unglück::N,зия́н,ხიფათი
587,Unglück::N,зия́н,უბედურება
588,Schuld::N,муворши,ბრალი
589,Alter::N,эряф кизот,ასაკი
590,Alter::N,эряфонь пинге,ასაკი
591,Schluss::N,пе,ბოლო
592,Schluss::N,пе,დასასრული
593,Zeit::N,пинге,დრო
594,Tag::N,ши,დღე
595,Morgen::N,шобдава,დილა
596,Mittag::N,шикучка,შუადღე
597,Abend::N,иля́дь,საღამო
598,Nacht::N,ве,ღამე
599,Woche::N,недя́ля,კვირა
600,Monat::N,ков,თვე
601,Jahr::N,киза,წელი
602,Frühling::N,тунда́,გაზაფხული
603,Sommer::N,киза,ზაფხული
604,Herbst::N,сёксе,შემოდგომა
605,Winter::N,тяла,ზამთარი
606,Januar::N,кельмеков,იანვარი
607,Februar::N,уфайков,თებერვალი
608,März::N,марайков,მარტი
609,April::N,шудиков,აპრილი
610,Mai::N,панжиков,მაისი
611,Juni::N,лямбеков,ივნისი
612,Juli::N,псиков,ივლისი
613,August::N,сёроньков,აგვისტო
614,September::N,тюжягов,სექტემბერი
615,Oktober::N,кельмазаков,ოქტომბერი
616,November::N,эйндамков,ნოემბერი
617,Dezember::N,кучкаков,დეკემბერი
618,Montag::N,одговши,ორშაბათი
619,Dienstag::N,ша́вши,სამშაბათი
620,Mittwoch::N,вержи,ოთხშაბათი
621,Donnerstag::N,шува́ланя,ხუთშაბათი
622,Freitag::N,пя́денця,პარასკევი
623,Samstag::N,ёткши,შაბათი
624,Sonntag::N,таргоши,კვირა
625,groß::A,оцю,დიდი
626,klein::A,ёмла,მცირე
627,klein::A,ёмла,პატარა
628,lang::A,кува́ка,გრძელი
629,kurz::A,нюрьхкя́ня,მოკლე
630,breit::A,кели,ფართო
631,breit::A,кели,განიერი
632,schmal::A,тяйня,ვიწრო
633,schmal::A,тяйня,წვრილი
634,dicht::A,сиде,მჭიდრო
635,dicht::A,туста,მჭიდრო
636,dick[Gegenstand]::A,эчке,სქელი
637,dünn::A,шува́ня,წვრილი
638,fein::A,шува́ня,თხელი
639,fest::A,кеме,მყარი
640,flach::A,лапш,ბრტყელი
641,glatt::A,вадяв,გლუ
642,glatt::A,такор,გლუ
643,hart::A,калгода,მაგარი
644,weich::A,ляпе,რბილი
645,rund::A,кру́глай,მრგვალი
646,spitz::A,ботаз,წვეტიანი
647,spitz::A,оржа,წვეტიანი
648,scharf::A,оржа,მჭრელი
649,stumpf::A,ношка,ბლაგვი
650,schwer::A,стака,მძიმე
651,schön::A,мазы,ლამაზი
652,heiß::A,пси,ცხელი
653,warm::A,лямбе,თბილი
654,kalt::A,кельме,ცივი
655,kühl::A,эше,გრილი
656,frisch::A,свежай,სუფთა
657,feucht::A,летьке,ნოტიო
658,nass::A,начка,სველი
659,trocken::A,коське,მშრალი
660,voll::A,пяшксе,სავსე
661,leer::A,шава,ცარიელი
662,offen::A,панжада,ღია
663,offen::A,панжада,გაშლილი
664,offen::A,виде,ღია
665,offen::A,виде,გაშლილი
666,geschlossen::A,пякстаф,დახურული
667,geschlossen::A,сёлгф,დახურული
668,sauber::A,ару,სუფთა
669,sauber::A,ару,წმინდა
670,schmutzig::A,рда́зу,ტალახიანი
671,schmutzig::A,пя́ндра,ტალახიანი
672,roh::A,верок,უმი
673,reif::A,ке́нерьф,მწიფე
674,lecker::A,танцти,გემრიელი
675,süß::A,ламбама,ტკბილი
676,bitter::A,сяпи,მწარე
677,sauer::A,шапама,მჟავე
678,hell::A,валда,ნათელი
679,dunkel::A,шобда,ბნელი
680,schwarz::A,равжа,შავი
681,weiß::A,акша,თეთრი
682,rot::A,якстерь,წითელი
683,gelb::A,тюжя́,ყვითელი
684,blau::A,сенем,ლურჯი
685,blau::A,сенем,ცისფერი
686,grün::A,пиже,მწვანე
687,grün::A,сянгяря,მწვანე
688,grau::A,уле,რუხი
689,grau::A,уле,ნაცრისფერი
690,bunt::A,сёрмав,ჭრელი
691,bunt::A,сёрмав,ფერადი
692,billig::A,у́цез,იაფი
693,billig::A,аф пи́тни,იაფი
694,teuer::A,пи́тни,ძვირი
695,wertvoll::A,питни,ღირსიანი
696,blind::A,сокор,ბრმა
697,taub::A,пярав,ყრუ
698,kräftig::A,пяк вии,ძალავანი
699,stark::A,вии,ძლიერი
700,stark::A,вии,ღონიერი
701,schwach::A,лафча,სუსტი
702,fett::A,куя́,სქელი
703,schlank::A,виде ронга,გამხდარი
704,hübsch::A,мазы,ეშხიანი
705,hübsch::A,мазы,მშვენიერი
706,böse::A,кяжи,ავი
707,böse::A,кяжи,ბოროტი
708,dumm::A,аф ёню,ბოთე
709,dumm::A,аф ёню,სულელი
710,dumm::A,шава пря,ბოთე
711,dumm::A,шава пря,სულელი
712,faul::A,нола,ზანტი
713,faul::A,нола,ზარმაცი
714,fleißig::A,ку́лхцонды,ბეჯითი
715,fleißig::A,ку́лхцонды,მუყაითი
716,geizig::A,кирьжя,ძუნწი
717,geizig::A,жаднай,ძუნწი
