,Concept_ID,hr,bg
78,Stern::N,zvijezda,звезда
79,Luft::N,zrak,въздух
80,Wind::N,vjetar,вятър
81,Welle::N,val,вълна
82,Welle::N,talas,вълна
83,Wasser::N,voda,вода
84,Stein::N,kamen,камък
85,Boden::N,tlo,земя
86,Boden::N,tlo,почва
87,Boden::N,zemlja,земя
88,Boden::N,zemlja,почва
89,Erde::N,zemlja,земя
90,Erde::N,zemlja,почва
91,Staub::N,prah,прах
92,Staub::N,prašina,прах
93,Rauch::N,dim,дим
94,Rauch::N,dim,пушек
95,Funke::N,iskra,искра
96,Funke::N,varnica,искра
97,Feuer::N,vatra,огън
98,Licht::N,svjetlo,светлина
99,Schatten::N,hlad,сянка
100,Schatten::N,sjena,сянка
101,Wetter::N,vrijeme,време
102,Nebel::N,magla,мъгла
103,Wolke::N,oblak,облак
104,Regen::N,kiša,дъжд
105,Schnee::N,snijeg,сняг
106,Eis::N,led,лед
107,Frost::N,mraz,мраз
108,Kälte::N,studen,студ
109,Kälte::N,hladnoća,студ
110,Hitze::N,vrućina,жега
111,Hitze::N,vrućina,горещина
112,Raureif::N,inje,скреж
113,Raureif::N,inje,слана
114,Regenbogen::N,duga,дъга
115,Donner::N,grom,гръм
116,Donner::N,grmljavina,гръм
117,Strömung::N,struja,течение
118,Strömung::N,strujanje,течение
119,Tropfen::N,kap,капка
120,Tropfen::N,kaplja,капка
121,Schaum::N,pjena,пяна
122,Schmutz::N,nečistoća,кал
123,Schmutz::N,nečistoća,мръсотия
124,Schmutz::N,prljavština,кал
125,Schmutz::N,prljavština,мръсотия
126,See::N,jezero,езеро
127,Sumpf::N,bara,блато
128,Moor::N,močvara,мочурище
129,Wiese::N,livada,ливада
130,Wald::N,šuma,гора
131,Hügel::N,brijeg,рид
132,Hügel::N,brijeg,хълм
133,Hügel::N,brežuljak,рид
134,Hügel::N,brežuljak,хълм
135,Anhöhe::N,uzvišica,могила
136,Anhöhe::N,uzvišica,възвишение
137,Berg::N,brdo,планина
138,Gipfel::N,vrh,връх
139,Höhle::N,pećina,пещера
140,Höhle::N,spilja,пещера
141,Abhang::N,obronak,склон
142,Abhang::N,obronak,стръмнина
143,Abhang::N,nizbrdica,склон
144,Abhang::N,nizbrdica,стръмнина
145,Quelle::N,izvor,извор
146,Quelle::N,vrelo,извор
147,Bach::N,potok,поток
148,Fluss::N,rijeka,река
149,Ufer::N,obala,бряг
150,Küste::N,obala,бряг
151,Küste::N,obala,крайбрежие
152,Küste::N,morska obala,бряг
153,Küste::N,morska obala,крайбрежие
154,Festland::N,kopno,суша
155,Meer::N,more,море
156,Bucht::N,zaliv,залив
157,Insel::N,ada,остров
158,Insel::N,otok,остров
159,Blume::N,cvijet,цвете
160,Gras::N,trava,трева
161,Wurzel::N,korijen,корен
162,Baum::N,drvo,дърво
163,Baum::N,stablo,дърво
164,Stamm::N,deblo,стъбло
165,Stamm::N,stablo,стъбло
166,Rinde::N,kora,кора
167,Ast::N,grana,клон
168,Zweig::N,grana,клон
169,Blatt::N,list,лист
170,Birke::N,breza,бреза
171,Kiefer[Baum]::N,bor,бор
172,Weide[Baum]::N,iva,върба
173,Weide[Baum]::N,vŕba,върба
174,Tanne::N,jela,ела
175,Horn::N,rog,рог
176,Feder::N,pero,перо
177,Fell::N,koža,кожа
178,Flügel::N,krilo,крило
179,Klaue::N,papak,нокът
180,Kralle::N,pandža,нокът
181,Schwanz::N,rep,опашка
182,Ei::N,jaje,яйце
183,Nest::N,gnijezdo,гнездо
184,Bau::N,jazbina,дупка
185,Tier::N,životinja,животно
186,Herde::N,krdo,стадо
187,Herde::N,stado,стадо
188,Kuh::N,krava,крава
189,Bulle::N,bik,бик
190,Pferd::N,konj,кон
191,Schaf::N,ovca,овца
192,Schwein::N,svinja,свиня
193,Hund::N,pas,куче
194,Hund::N,pseto,куче
195,Katze::N,mačka,котка
196,Bär::N,medvjed,мечка
197,Eichhörnchen::N,vjeverica,катерица
198,Elch::N,los,лос
199,Fuchs::N,lisica,лисица
200,Hase::N,zec,заек
201,Maus::N,miš,мишка
202,Wolf::N,vuk,вълк
203,Wolf::N,kurjak,вълк
204,Vogel::N,ptica,птица
205,Schwarm::N,roj,рой
206,Schwarm::N,roj,рояк
207,Schwarm::N,jato,рой
208,Schwarm::N,jato,рояк
209,Huhn::N,kokoš,кокошка
210,Hahn::N,kokot,петел
211,Hahn::N,pijevac,петел
212,Gans::N,guska,гъска
213,Adler::N,orao,орел
214,Ente::N,patka,патица
215,Eule::N,sova,сова
216,Kranich::N,ždral,жерав
217,Krähe::N,vrana,врана
218,Kuckuck::N,kukavica,кукувица
219,Schwan::N,labud,лебед
220,Fisch::N,riba,риба
221,Barsch::N,grgeč,костур
222,Hecht::N,štuka,щука
223,Schlange[Tier]::N,guja,змия
224,Schlange[Tier]::N,zmija,змия
225,Wurm::N,crv,червей
226,Spinne::N,pauk,паяк
227,Ameise::N,mrav,мравка
228,Laus::N,uš,въшка
229,Mücke::N,komarac,комар
230,Fliege::N,muha,муха
231,Schmetterling::N,leptir,пеперуда
232,Beere::N,boba,плод
233,Beere::N,bobica,плод
234,Apfel::N,jabuka,ябълка
235,Pilz::N,pečurka,гъба
236,Zwiebel::N,luk,лук
237,Zwiebel::N,luk,кромид
238,Zwiebel::N,kapula,лук
239,Zwiebel::N,kapula,кромид
240,Saat::N,sjemenje,семе
241,Korn::N,zrno,зърно
242,Heu::N,sijeno,сено
243,Schale::N,kora,кора
244,Schale::N,ljuska,кора
245,Grube::N,jama,яма
246,Grube::N,jama,дупка
247,Falle::N,zamka,примка
248,Falle::N,klopka,примка
249,Schlinge::N,uzao,клуп
250,Schlinge::N,petlja,клуп
251,Spur::N,trag,диря
252,Spur::N,trag,следа
253,Spur::N,slijed,диря
254,Spur::N,slijed,следа
255,Asche::N,pepeo,пепел
256,Dreck::N,blato,кал
257,Eisen::N,željezo,желязо
258,Gold::N,zlato,злато
259,Silber::N,srebro,сребро
260,Kohle::N,ugalj,въглища
261,Kohle::N,ugljen,въглища
262,Glas::N,staklo,стъкло
263,Lehm::N,glina,глина
264,Lehm::N,ilovača,глина
265,Sand::N,pijesak,пясък
266,Mensch::N,čovjek,човек
267,Mann::N,muškarac,мъж
268,Frau::N,žena,жена
269,Kind::N,čedo,дете
270,Kind::N,dijete,дете
271,Junge::N,momče,момче
272,Junge::N,dječak,момче
273,Mädchen::N,djevojka,момиче
274,Mädchen::N,djevojčica,момиче
275,Familie::N,obitelj,фамилия
276,Familie::N,obitelj,семейство
277,Familie::N,porodica,фамилия
278,Familie::N,porodica,семейство
279,Großvater::N,djed,дядо
280,Großmutter::N,baka,баба
281,Eltern::N,roditelji,родители
282,Vater::N,otac,баща
283,Mutter::N,majka,майка
284,Sohn::N,sin,син
285,Tochter::N,kći,дъщеря
286,Tochter::N,kćerka,дъщеря
287,Bruder::N,brat,брат
288,Schwester::N,sestra,сестра
289,Onkel::N,čika,чичо
290,Onkel::N,čika,вуйчо
291,Onkel::N,ujak,чичо
292,Onkel::N,ujak,вуйчо
293,Tante::N,ujna,леля
294,Tante::N,tetka,леля
295,Ehemann::N,muž,съпруг
296,Ehemann::N,suprug,съпруг
297,Ehefrau::N,žena,съпруга
298,Ehefrau::N,supruga,съпруга
299,Freude::N,radost,радост
300,Gelächter::N,grohot,смях
301,Glück::N,sreća,щастие
302,Kummer::N,jad,тъга
303,Kummer::N,briga,тъга
304,Wunsch::N,želja,желание
305,Lust::N,volja,желание
306,Geist::N,duh,дух
307,Gedanke::N,misao,мисъл
308,Gedächtnis::N,pamćenje,памет
309,Verstand::N,um,ум
310,Verstand::N,um,разум
311,Verstand::N,razum,ум
312,Verstand::N,razum,разум
313,Sinn::N,smisao,смисъл
314,Sinn::N,značenje,смисъл
315,Grund::N,razlog,причина
316,Wahrheit::N,istina,правда
317,Gespräch::N,razgovor,разговор
318,Märchen::N,bajka,приказка
319,Erzählung::N,priča,разказ
320,Erzählung::N,pripovijest,разказ
321,Nachricht::N,vijest,вест
322,Nachricht::N,vijest,известие
323,Neuigkeit::N,novost,новина
324,Name::N,ime,име
325,Rätsel::N,zagonetka,гатанка
326,Rede::N,govor,реч
327,Rede::N,govor,слово
328,Rede::N,besjeda,реч
329,Rede::N,besjeda,слово
330,Sprache::N,jezik,език
331,Stimme::N,glas,глас
332,Wort::N,riječ,дума
333,Zeichen::N,znak,знак
334,Ruf::N,povik,зов
335,Ruf::N,poklik,зов
336,Lärm::N,buka,шум
337,Lärm::N,buka,глъчка
338,Lärm::N,galama,шум
339,Lärm::N,galama,глъчка
340,Laut::N,zvuk,звук
341,Ton::N,ton,тон
342,Lied::N,pjesma,песен
343,Ruhe::N,tišina,тишина
344,Ruhe::N,tišina,спокойствие
345,Ruhe::N,počinak,тишина
346,Ruhe::N,počinak,спокойствие
347,Leute::N,ljudi,хора
348,Volk::N,puk,народ
349,Volk::N,narod,народ
350,Arbeit::N,rad,труд
351,Arbeit::N,rad,работа
352,Arbeit::N,posao,труд
353,Arbeit::N,posao,работа
354,Gast::N,gost,гост
355,Geschenk::N,dar,дар
356,Geschenk::N,dar,подарък
357,Geschenk::N,poklon,дар
358,Geschenk::N,poklon,подарък
359,Spiel::N,igra,игра
360,Gesellschaft::N,društvo,общество
361,Gesellschaft::N,kompanija,общество
362,Hilfe::N,pomoć,помощ
363,Freund::N,prijatelj,приятел
364,Kamerad::N,drug,другар
365,Kamerad::N,drugar,другар
366,Angelegenheit::N,posao,работа
367,Anzahl::N,broj,брой
368,Anzahl::N,broj,количество
369,Anzahl::N,brojnost,брой
370,Anzahl::N,brojnost,количество
371,Art::N,vid,вид
372,Art::N,vrst,вид
373,Stück::N,komad,къс
374,Stück::N,komad,парче
375,Teil::N,dio,дял
376,Teil::N,dio,част
377,Hälfte::N,polovina,половина
378,Kreis::N,krug,кръг
379,Kreuz::N,križ,кръст
380,Linie::N,crta,черта
381,Strich::N,crta,щрих
382,Strich::N,crta,черта
383,Abstand::N,razmak,дистанция
384,Abstand::N,razmak,разстояние
385,Abstand::N,odstojanje,дистанция
386,Abstand::N,odstojanje,разстояние
387,Entfernung::N,udaljenost,разстояние
388,Gegend::N,kraj,местност
389,Gegend::N,predeo,местност
390,Platz::N,mjesto,място
391,Ort::N,mjesto,място
392,Seite::N,bok,страна
393,Seite::N,strana,страна
394,Mitte::N,sredina,среда
395,Gegenstand::N,predmet,предмет
396,Sache::N,posao,вещ
397,Rand::N,rub,ръб
398,Rand::N,kraj,ръб
399,Kante::N,brid,ръб
400,Kante::N,brid,кант
401,Kante::N,ivica,ръб
402,Kante::N,ivica,кант
403,Ecke::N,ugao,ъгъл
404,Spitze::N,vrh,връх
405,Spitze::N,vrh,острие
406,Spitze::N,šiljak,връх
407,Spitze::N,šiljak,острие
408,Ende::N,konac,край
409,Loch::N,rupa,дупка
410,Winkel::N,kut,кът
411,Winkel::N,kut,ъгъл
412,Winkel::N,ugao,кът
413,Winkel::N,ugao,ъгъл
414,Muster::N,uzor,десен
415,Muster::N,uzor,образец
416,Größe::N,veličina,големина
417,Länge::N,duljina,дължина
418,Höhe::N,visina,висота
419,Höhe::N,visina,височина
420,Gewicht::N,težina,тегло
421,Gewicht::N,težina,тежест
422,Menge::N,mnoštvo,количество
423,Menge::N,količina,количество
424,Haufen::N,hrpa,куп
425,Haufen::N,hrpa,грамада
426,Haufen::N,gomila,куп
427,Haufen::N,gomila,грамада
428,Reihe::N,red,ред
429,Reihe::N,red,редица
430,Boot::N,čun,лодка
431,Boot::N,čamac,лодка
432,Ruder::N,veslo,весло
433,Ruder::N,veslo,гребло
434,Schlitten::N,saone,шейна
435,Ski::N,ski,ски
436,Ski::N,smučka,ски
437,Lagerfeuer::N,logorska vatra,огнище
438,Last::N,tovar,товар
439,Gang::N,hod,ход
440,Gang::N,hod,вървеж
441,Schritt::N,korak,стъпка
442,Norden::N,sjever,север
443,Süden::N,jug,юг
444,Westen::N,zapad,запад
445,Osten::N,istok,изток
446,Holz::N,drvo,дърво
447,Brett::N,daska,дъска
448,Platte::N,ploča,
449,Stütze::N,potpora,
450,Stange::N,motka,прът
451,Stange::N,motka,върлина
452,Stock::N,štap,прът
453,Stock::N,štap,тояга
454,Stock::N,palica,прът
455,Stock::N,palica,тояга
456,Stab::N,štap,прът
457,Stab::N,šipka,прът
458,Rohr::N,cijev,цев
459,Rohr::N,cijev,тръба
460,Haus::N,kuća,къща
461,Heim::N,dom,дом
462,Ofen::N,peć,печка
463,Fußboden::N,pod,под
464,Tisch::N,stol,маса
465,Tisch::N,trpeza,маса
466,Stuhl::N,stolac,стол
467,Stuhl::N,stolica,стол
468,Wiege::N,kolijevka,люлка
469,Bett::N,krevet,легло
470,Bett::N,krevet,креват
471,Bett::N,postelja,легло
472,Bett::N,postelja,креват
473,Regal::N,polica,рафт
474,Regal::N,polica,етажерка
475,Kiste::N,sanduk,кутия
476,Kiste::N,sanduk,сандък
477,Fenster::N,prozor,прозорец
478,Tür::N,vrata,врата
479,Tor::N,vrata,врата
480,Tor::N,kapija,врата
481,Zaun::N,plot,ограда
482,Zaun::N,ograda,ограда
483,Dach::N,krov,покрив
484,Leiter::N,ljestve,стълба
485,Leiter::N,ljestvice,стълба
486,Besen::N,metla,метла
487,Spaten::N,ašov,лопата
488,Schaufel::N,lopata,лопата
489,Gabel::N,viljuška,вилица
490,Löffel::N,žlica,лъжица
491,Messer::N,nož,нож
492,Nagel::N,čavao,гвоздей
493,Netz::N,mreža,мрежа
494,Haken::N,kuka,кука
495,Haken::N,kuka,закачалка
496,Griff::N,držak,ръчка
497,Griff::N,držak,дръжка
498,Griff::N,ručica,ръчка
499,Griff::N,ručica,дръжка
500,Schloss::N,brava,брава
501,Schloss::N,brava,ключалка
502,Bild::N,slika,картина
503,Figur::N,figura,фигура
504,Puppe::N,lutka,кукла
505,Beutel::N,kesa,кесия
506,Bündel::N,snop,връзка
507,Bündel::N,svežanj,връзка
508,Tasche::N,torba,чанта
509,Tasche::N,taška,чанта
510,Eimer::N,kabao,кофа
511,Deckel::N,poklopac,капак
512,Deckel::N,poklopac,похлупак
513,Geschirr::N,suđe,съдове
514,Geschirr::N,posuđe,съдове
515,Sack::N,džak,чувал
516,Sack::N,vreća,чувал
517,Tasse::N,šalica,чаша
518,Topf::N,lonac,гърне
519,Topf::N,lonac,тенджера
520,Kessel::N,kazan,котел
521,Essen::N,obrok,ядене
522,Nahrung::N,hrana,храна
523,Speise::N,jelo,ястие
524,Fleisch::N,meso,месо
525,Getreide::N,žito,зърнено храни
526,Getreide::N,žitarice,зърнено храни
527,Brei::N,kaša,каша
528,Brot::N,kruh,хляб
529,Scheibe::N,kriška,резен
530,Fett::N,mast,мазнина
531,Fett::N,salo,мазнина
532,Butter::N,buter,масло
533,Butter::N,maslac,масло
534,Öl::N,ulje,олио
535,Öl::N,ulje,оливия
536,Salz::N,sol,сол
537,Suppe::N,supa,супа
538,Honig::N,med,мед
539,Milch::N,mlijeko,мляко
540,Tee::N,čaj,чай
541,Leder::N,koža,кожа
542,Wolle::N,vuna,вълна
543,Stoff::N,štof,плат
544,Stoff::N,štof,материал
545,Stoff::N,tkanina,плат
546,Stoff::N,tkanina,материал
547,Nadel::N,igla,игла
548,Faden::N,nit,конец
549,Faden::N,konac,конец
550,Knopf::N,dugme,копче
551,Knoten::N,čvor,възел
552,Knoten::N,uzao,възел
553,Farbe::N,farba,боя
554,Kleidung::N,odjeća,дрехи
555,Kleidung::N,odjeća,облекло
556,Hemd::N,košulja,риза
557,Kragen::N,ovratnik,яка
558,Ärmel::N,rukav,ръкав
559,Hose::N,hlače,панталони
560,Gürtel::N,pas,пояс
561,Gürtel::N,pas,колан
562,Gürtel::N,pojas,пояс
563,Gürtel::N,pojas,колан
564,Mütze::N,kapa,каскет
565,Mütze::N,kapa,фуражка
566,Schuh::N,cipela,обувка
567,Stiefel::N,čizma,ботуш
568,Ring::N,prsten,пръстен
569,Band::N,vrpca,лента
570,Band::N,vrpca,връзка
571,Kamm::N,češalj,гребен
572,Spiegel::N,zrcalo,огледало
573,Spiegel::N,ogledalo,огледало
574,Riemen::N,kaiš,каиш
575,Riemen::N,kaiš,ремък
576,Riemen::N,remen,каиш
577,Riemen::N,remen,ремък
578,Schnur::N,vrpca,връв
579,Leine::N,uzica,връв
580,Leine::N,uzica,въже
581,Decke::N,ćebe,покривка
582,Decke::N,pokrivač,покривка
583,Kissen::N,jastuk,възглавница
584,Tuch::N,rubac,сукно
585,Tuch::N,marama,сукно
586,Handtuch::N,ručnik,пешкир
587,Handtuch::N,ručnik,кърпа за лице
588,Kraft::N,snaga,мощ
589,Kraft::N,snaga,сила
590,Stärke::N,jakost,сила
591,Gesundheit::N,zdravlje,здраве
592,Krankheit::N,bolest,болест
593,Schmerz::N,bol,болка
594,Wunde::N,rana,рана
595,Fieber::N,groznica,треска
596,Fieber::N,groznica,температура
597,Arznei::N,lijek,лек
598,Arznei::N,lijek,лекарство
599,Brücke::N,most,мост
600,Brücke::N,ćuprija,мост
601,Brunnen::N,bunar,чешма
602,Brunnen::N,bunar,кладенец
603,Brunnen::N,zdenac,чешма
604,Brunnen::N,zdenac,кладенец
605,Weide::N,paša,паша
606,Weide::N,paša,пасище
607,Weide::N,pašnjak,паша
608,Weide::N,pašnjak,пасище
609,Pfad::N,staza,пътека
610,Weg::N,put,път
611,Straße::N,drum,шосе
612,Straße::N,cesta,шосе
613,Dorf::N,selo,село
614,Stadt::N,grad,град
615,Stadt::N,varoš,град
616,Brief::N,list,писмо
617,Brief::N,pismo,писмо
618,Buch::N,knjiga,книга
619,Buchstabe::N,slovo,буква
620,Zeitung::N,novine,вестник
621,Leben::N,život,живот
622,Tod::N,smrt,смърт
623,Grab::N,raka,гроб
624,Kirche::N,crkva,църква
625,Sünde::N,grijeh,грях
626,Gott::N,bog,бог
627,Arbeiter::N,radnik,работник
628,Chef::N,šef,шеф
629,Chef::N,šef,началник
630,Meister::N,majstor,майстор
631,Arzt::N,liječnik,лекар
632,Lehrer::N,učitelj,учител
633,Geld::N,novac,пари
634,Geschäft::N,posao,сделка
635,Geschäft::N,trgovina,сделка
636,Laden::N,dućan,дюкян
637,Laden::N,dućan,магазин
638,Preis::N,cijena,цена
639,Ware::N,roba,стока
640,Nutzen::N,korist,полза
641,Nutzen::N,korist,облага
642,Reichtum::N,bogatstvo,богатство
643,Welt::N,svijet,свят
644,Land::N,zemlja,страна
645,Staat::N,država,щат
646,Staat::N,država,държава
647,König::N,kralj,крал
648,Macht::N,moć,мощ
649,Macht::N,moć,власт
650,Macht::N,vlast,мощ
651,Macht::N,vlast,власт
652,Grenze::N,granica,граница
653,Krieg::N,rat,война
654,Feind::N,neprijatelj,враг
655,Feind::N,neprijatelj,неприятел
656,Gewalt::N,sila,сила
657,Gewalt::N,sila,насилие
658,Gewalt::N,nasilje,сила
659,Gewalt::N,nasilje,насилие
660,Kampf::N,boj,борба
661,Kampf::N,boj,сражение
662,Kampf::N,borba,борба
663,Kampf::N,borba,сражение
664,Bogen[Waffe]::N,luk,лък
665,Pfeil::N,strijela,стрела
666,Gewehr::N,puška,пушка
667,Fehler::N,pogreška,грешка
668,Fehler::N,griješka,грешка
669,Lüge::N,laž,лъжа
670,Schaden::N,šteta,повреда
671,Unglück::N,nesreća,нещастие
672,Schuld::N,krivnja,вина
673,Alter::N,dob,възраст
674,Schluss::N,kraj,край
675,Schluss::N,konac,край
676,Zeit::N,doba,време
677,Zeit::N,vrijeme,време
678,Tag::N,dan,ден
679,Morgen::N,jutro,утро
680,Morgen::N,jutro,сутрин
681,Mittag::N,podne,обед
682,Mittag::N,podne,пладне
683,Abend::N,veče,вечер
684,Abend::N,večer,вечер
685,Nacht::N,noć,нощ
686,Woche::N,sedmica,седмица
687,Monat::N,mjesec,месец
688,Jahr::N,godina,година
689,Frühling::N,proljeće,пролет
690,Sommer::N,ljeto,лято
691,Herbst::N,jesen,есен
692,Winter::N,zima,зима
693,Januar::N,januar,януари
694,Januar::N,siječanj,януари
695,Februar::N,veljača,февруари
696,Februar::N,februar,февруари
697,März::N,mart,март
698,März::N,ožujak,март
699,April::N,april,април
700,April::N,travanj,април
701,Mai::N,maj,май
702,Mai::N,svibanj,май
703,Juni::N,juni,юни
704,Juni::N,lipanj,юни
705,Juli::N,juli,юли
706,Juli::N,srpanj,юли
707,August::N,august,август
708,August::N,kolovoz,август
709,September::N,rujan,септември
710,September::N,septembar,септември
711,Oktober::N,oktobar,октомври
712,Oktober::N,listopad,октомври
713,November::N,studeni,ноември
714,November::N,novembar,ноември
715,Dezember::N,prosinac,декември
716,Montag::N,ponedjeljak,понеделник
717,Montag::N,ponedjeljnik,понеделник
718,Dienstag::N,utorak,вторник
719,Dienstag::N,utornik,вторник
720,Mittwoch::N,srijeda,сряда
721,Donnerstag::N,četvrtak,четвъртък
722,Freitag::N,petak,петък
723,Samstag::N,subota,събота
724,Sonntag::N,nedjelja,неделя
725,groß::A,velik,едър
726,groß::A,velik,голям
727,klein::A,mali,малък
728,klein::A,mali,дребен
729,klein::A,malen,малък
730,klein::A,malen,дребен
731,lang::A,dug,дълъг
732,lang::A,dugačak,дълъг
733,kurz::A,kratak,къс
734,breit::A,širok,широк
735,schmal::A,uski,тесен
736,schmal::A,uzak,тесен
737,dicht::A,gust,гъст
738,dick[Gegenstand]::A,debeo,дебел
739,dünn::A,tanak,тънък
740,fein::A,fin,фин
741,fein::A,fin,тънък
742,fein::A,tanak,фин
743,fein::A,tanak,тънък
744,fest::A,čvrst,твърд
745,fest::A,čvrst,плътен
746,flach::A,ravan,равен
747,flach::A,ravan,плосък
748,flach::A,plosnat,равен
749,flach::A,plosnat,плосък
750,glatt::A,gladak,гладък
751,hart::A,tvrd,твърд
752,hart::A,tvrd,корав
753,weich::A,mek,мек
754,weich::A,mekan,мек
755,rund::A,okrugao,кръгъл
756,spitz::A,oštar,островръх
757,spitz::A,šiljast,островръх
758,scharf::A,oštar,остър
759,scharf::A,bridak,остър
760,stumpf::A,tup,тъп
761,schwer::A,težak,тежък
762,schön::A,krasan,хубав
763,schön::A,krasan,красив
764,heiß::A,vruć,жарък
765,warm::A,topao,топъл
766,kalt::A,hladan,студен
767,kühl::A,hladan,хладен
768,frisch::A,svjež,свеж
769,feucht::A,vlažan,влажен
770,nass::A,mokar,мокър
771,trocken::A,suh,сух
772,voll::A,pun,пълен
773,leer::A,prazan,празен
774,offen::A,otvoren,откровен
775,geschlossen::A,zatvoren,закрит
776,geschlossen::A,zatvoren,затворен
777,sauber::A,čist,чист
778,schmutzig::A,nečist,мръсен
779,schmutzig::A,blatan,мръсен
780,roh::A,sirov,суров
781,reif::A,zreo,зрял
782,lecker::A,tečan,вкусен
783,lecker::A,ukusan,вкусен
784,süß::A,sladak,сладък
785,bitter::A,gorak,горчив
786,sauer::A,kiseo,кисел
787,hell::A,vedar,ясен
788,hell::A,vedar,светъл
789,hell::A,svijetao,ясен
790,hell::A,svijetao,светъл
791,dunkel::A,taman,тъмен
792,schwarz::A,crn,черен
793,weiß::A,bio,бял
794,weiß::A,bijel,бял
795,rot::A,crven,червен
796,gelb::A,žut,жълт
797,blau::A,plav,син
798,blau::A,modar,син
799,grün::A,zelen,зелен
800,grau::A,siv,сив
801,bunt::A,šaren,шарен
802,bunt::A,šaren,пъстър
803,billig::A,jeftin,евтин
804,teuer::A,skup,скъп
805,wertvoll::A,vrijedan,ценен
806,wertvoll::A,dragocjen,ценен
807,blind::A,slijep,сляп
808,taub::A,gluh,глух
809,kräftig::A,snažan,силен
810,stark::A,jak,здрав
811,stark::A,jak,силен
812,stark::A,snažan,здрав
813,stark::A,snažan,силен
814,schwach::A,slab,слаб
815,fett::A,pretio,тлъст
816,schlank::A,vitak,тънък
817,schlank::A,vitak,строен
818,hübsch::A,zgodan,хубав
819,böse::A,zao,зъл
820,böse::A,opak,зъл
821,dumm::A,glup,глупав
822,faul::A,lijen,ленив
823,faul::A,lijen,мързелив
824,fleißig::A,radin,прилежен
825,fleißig::A,marljiv,прилежен
826,geizig::A,škrt,скъпернически
827,klug::A,razborit,умен
828,klug::A,razborit,разумен
829,geschickt::A,vješt,умел
830,geschickt::A,vješt,сръчен
831,lieb::A,drag,мил
832,lieb::A,drag,драг
833,lustig::A,veseo,весел
834,sanft::A,blag,нежен
835,sanft::A,blag,кротък
836,hungrig::A,gladan,гладен
837,krank::A,bolestan,болен
838,nackt::A,nag,гол
839,traurig::A,tužan,тъжен
840,traurig::A,tužan,печален
841,traurig::A,žalostan,тъжен
842,traurig::A,žalostan,печален
843,lebendig::A,živ,жив
844,gut::A,dobar,добър
845,schlecht::A,loš,лош
846,schlecht::A,rđav,лош
847,richtig::A,tačan,правилен
848,richtig::A,ispravan,правилен
849,schlimm::A,zao,лош
850,schlimm::A,zločest,лош
851,wahr::A,istinit,верен
852,wahr::A,istinit,истински
853,alt::A,star,стар
854,alt::A,star,древен
855,neu::A,nov,нов
856,ehemalig::A,bivši,бивш
857,alt[Lebewesen]::A,star,стар
858,jung::A,mlad,млад
859,arm::A,ubog,беден
860,arm::A,siromašan,беден
861,reich::A,bogat,богат
862,bekannt::A,poznat,познат
863,bekannt::A,poznat,известен
864,berühmt::A,čuven,почут
