,Concept_ID,ja,ar
823,werden::V,なる,أصبح
824,passieren::V,起こる,حدث
825,beginnen::V,始まる,ابتدأ
826,enden::V,終わる,انتهى
827,wechseln::V,変わる,تغير
828,aufgehen[Sonne]::V,出る,شرق
829,untergehen[Sonne]::V,沈む,غرب
830,scheinen[Sonne]::V,輝く,أضاء
831,donnern::V,雷が鳴る,رعد
832,wehen::V,吹く,هب
833,strömen::V,流れる,جرى
834,fließen::V,流れる,سال
835,sich drehen::V,回転する,دار
836,schwanken::V,揺れる,ترنح
837,schwingen::V,振動する,ترجح
838,fallen::V,落ちる,سقط
839,brennen::V,燃える,احترق
840,rauchen::V,煙を出す,دخن
841,regnen::V,雨が降る,أمطر
842,gefrieren::V,凍る,تجمد
843,tauen::V,溶ける,ذاب
844,schmelzen::V,溶ける,ذاب
845,trocknen::V,乾く,نشف
846,sieden::V,沸く,غلى
847,faulen::V,腐る,فسد
848,verfaulen::V,朽ちる,تعفن
849,reißen::V,切れる,انقطع
850,versinken::V,沈む,غرق
851,vergehen::V,経つ,مضى
852,erscheinen::V,現れる,لاح
853,erscheinen::V,現れる,ظهر
854,verschwinden::V,消える,غاب
855,sinken::V,下がる,هبط
856,abnehmen::V,減る,نقص
857,zunehmen::V,増える,ازداد
858,steigen::V,上がる,صعد
859,steigen::V,上がる,ارتفع
860,wachsen::V,伸びる,نما
861,wachsen::V,伸びる,نبت
862,glänzen::V,輝く,لمع
863,funkeln::V,ぴかぴか光る,تلألأ
864,lärmen::V,騒ぐ,ضج
865,lärmen::V,騒ぐ,صخب
866,läuten::V,鳴る,قرع
867,klingeln::V,鳴る,دق
868,klirren::V,がらんがらんと鳴る,قعقع
869,brausen::V,逆巻く,عج
870,rauschen::V,戦ぐ,حف
871,klingen::V,鳴る,رن
872,bellen::V,吠える,نبح
873,heulen::V,きゃんきゃん鳴く,عوى
874,blasen::V,吹く,نفخ
875,pfeifen::V,口笛を吹く,صفر
876,schreien::V,叫ぶ,صرخ
877,stöhnen::V,うめく,أن
878,zittern::V,震える,ارتعش
879,leben::V,生きている,عاش
880,geboren werden::V,生まれる,ولد
881,atmen::V,呼吸する,تنفس
882,trinken::V,飲む,شرب
883,essen::V,食べる,أكل
884,schlucken::V,飲み込む,جرع
885,müde werden::V,眠くなる,تعب
886,einschlafen::V,寝付く,نام
887,schlafen::V,眠る,نام
888,aufwachen::V,目が覚める,استيقظ
889,aufstehen::V,起きる,قام
890,sich erholen::V,休養する,استجم
891,krank werden::V,病気になる,مرض
892,krank sein::V,病気である,مرض
893,schmerzen::V,痛む,آلم
894,husten::V,咳をする,كح
895,husten::V,咳をする,سعل
896,genesen::V,元気になる,نقه
897,sterben::V,死ぬ,مات
898,sterben::V,亡くなる,مات
899,umkommen::V,死亡する,هلك
900,sich bewegen::V,移動する,تحرك
901,sich rühren::V,動く,تحرك
902,sich erheben::V,立ち上がる,قام
903,sich setzen::V,座る,جلس
904,hinfallen::V,転ぶ,وقع
905,laufen::V,歩く,مشى
906,schreiten::V,跨ぐ,خطا
907,spazierengehen::V,散歩する,تنزه
908,eilen::V,急ぐ,عجل
909,sich beeilen::V,焦る,استعجل
910,sausen::V,疾駆する,أسرع
911,rennen::V,走る,عدا
912,rennen::V,走る,ركض
913,springen::V,跳ぶ,قفز
914,klettern::V,よじ登る,تسلق
915,schaukeln::V,ぶらんこに乗る,تأرجح
916,kriechen::V,這う,دب
917,kriechen::V,這う,زحف
918,schwimmen::V,泳ぐ,سبح
919,tauchen::V,潜る,غطس
920,rudern::V,漕ぐ,جذف
921,fahren::V,行く,ركب
922,fahren::V,行く,سافر
923,fahren::V,乗車する,ركب
924,fahren::V,乗車する,سافر
925,fliegen::V,飛ぶ,طار
926,gehen::V,行く,سار
927,gehen::V,行く,ذهب
928,weggehen::V,立ち去る,ذهب
929,weggehen::V,立ち去る,انصرف
930,abfahren::V,出発する,رحل
931,anhalten::V,止まる,توقف
932,hineingehen::V,入る,دخل
933,eintreten::V,中に入る,دخل
934,kommen::V,来る,أتى
935,kommen::V,来る,جاء
936,ankommen::V,着く,وصل
937,ankommen::V,到着する,وصل
938,zurückkommen::V,帰る,عاد
939,zurückkommen::V,帰る,رجع
940,bleiben::V,留まる,مكث
941,warten::V,待つ,انتظر
942,erwarten::V,期待する,ترقب
943,erwarten::V,期待する,انتظر
944,suchen::V,探る,بحث
945,finden::V,見つける,وجد
946,versuchen::V,試す,حاول
947,vorbereiten::V,準備する,أعد
948,vorbereiten::V,準備する,حضر
949,lieben::V,愛する,أحب
950,mögen::V,好きである,أحب
951,lachen::V,笑う,ضحك
952,rühren::V,感情を動かす,أثر
953,weinen::V,泣く,بكى
954,schimpfen::V,叱る,سب
955,schimpfen::V,叱る,شتم
956,sich ärgern::V,怒る,زعل
957,sich ärgern::V,腹を立てる,زعل
958,sich fürchten::V,怖がる,هاب
959,fürchten::V,恐れる,خاف
960,fürchten::V,恐れる,خشي
961,fliehen::V,逃げる,هرب
962,flüchten::V,逃亡する,فر
963,sehen::V,見る,رأى
964,anschauen::V,眺める,نظر
965,ansehen::V,見る,نظر
966,hören::V,聞く,سمع
967,zuhören::V,聴く,أصغى
968,probieren::V,食べてみる,ذاق
969,riechen::V,気取る,شم
970,riechen::V,気取る,استنشق
971,fühlen::V,感じる,شعر
972,scheinen::V,ように見える,ظهر
973,zu sehen sein::V,見える,ظهر
974,vernehmen::V,承る,سمع
975,frieren::V,寒気がする,بردان
976,tun::V,する,فعل
977,können::V,出来る,قدر
978,können::V,出来る,استطاع
979,wollen::V,-たい,شاء
980,wollen::V,-たい,أراد
981,anfangen::V,始める,بدأ
982,beenden::V,終える,أنهى
983,aufhören::V,止める,توقف
984,aufhören::V,止める,انقطع
985,gelingen::V,成功する,نجح
986,geraten::V,当たる,طلع
987,öffnen::V,開く,فتح
988,öffnen::V,開ける,فتح
989,schließen::V,閉める,أغلق
990,stellen::V,置く,وضع
991,stellen::V,置く,أقام
992,stellen::V,据える,وضع
993,stellen::V,据える,أقام
994,setzen::V,座らせる,أجلس
995,legen::V,置く,وضع
996,berühren::V,触る,مس
997,berühren::V,触る,لمس
998,berühren::V,触れる,مس
999,berühren::V,触れる,لمس
1000,verbinden::V,結びつける,ربط
1001,verbinden::V,結びつける,وصل
1002,bedecken::V,覆う,غطى
1003,aufhängen::V,掛ける,علق
1004,anzünden::V,燃やす,أوقد
1005,anzünden::V,火をつける,أوقد
1006,aufheben::V,拾う,لقط
1007,zurücklassen::V,残す,ترك
1008,verlieren::V,無くす,فقد
1009,fallen lassen::V,落とす,أسقط
1010,machen::V,作る,فعل
1011,herstellen::V,製造する,صنع
1012,herstellen::V,製造する,أنتج
1013,bauen::V,建設する,بنى
1014,bauen::V,建設する,شيد
1015,reparieren::V,直す,صلح
1016,reparieren::V,修理する,صلح
1017,verbessern::V,改良する,صحح
1018,ändern::V,変える,غير
1019,graben::V,掘る,حفر
1020,beugen::V,折る,ثنى
1021,beugen::V,折る,أحنى
1022,biegen::V,曲げる,لوى
1023,drehen::V,回す,أدار
1024,drehen::V,回す,دور
1025,wenden::V,裏返す,قلب
1026,umdrehen::V,裏返す,قلب
1027,heben::V,挙げる,رفع
1028,hochheben::V,持ち上げる,رفع
1029,ergreifen::V,取り上げる,مسك
1030,halten::V,持つ,مسك
1031,drücken::V,押す,ضغط
1032,schieben::V,ずらす,حرك
1033,kratzen::V,引っ掻く,خدش
1034,lecken::V,なめる,لعق
1035,beißen::V,噛む,عض
1036,abreißen::V,剝ぎ取る,قلع
1037,abschneiden::V,切り取る,قطع
1038,binden::V,縛る,ربط
1039,stecken::V,差し込む,دس
1040,brechen::V,破る,كسر
1041,klopfen::V,とんとん叩く,طرق
1042,hauen::V,叩く,ضرب
1043,kleben::V,貼る,ألصق
1044,kleben::V,くっ付ける,ألصق
1045,reiben::V,擦る,حك
1046,streichen::V,塗る,نشر
1047,schleifen::V,研ぐ,سن
1048,schneiden::V,切る,قطع
1049,rütteln::V,揺さぶる,رج
1050,schütteln::V,振る,هز
1051,schütteln::V,揺さぶる,هز
1052,schwenken::V,振る,لوح
1053,schütten::V,注ぐ,صب
1054,füllen::V,いっぱいにする,ملأ
1055,einwickeln::V,包む,لف
1056,tragen::V,運ぶ,حمل
1057,schleppen::V,引きずる,سحب
1058,ziehen::V,引く,سحب
1059,aufbewahren::V,預かる,حفظ
1060,werfen::V,投げる,رمى
1061,werfen::V,投げる,ألقى
1062,fangen::V,受ける,التقط
1063,packen::V,掴む,مسك
1064,verstecken::V,隠す,خبأ
1065,teilen::V,分ける,قسم
1066,schicken::V,送る,بعث
1067,schicken::V,送る,أرسل
1068,bringen::V,持って行く,جلب
1069,hinzufügen::V,加える,أضاف
1070,bekommen::V,得る,حصل
1071,erhalten::V,受ける,استلم
1072,nehmen::V,取る,أخذ
1073,wählen::V,選ぶ,اختار
1074,auswählen::V,選ぶ,انتقى
1075,bewahren::V,保存する,حافظ
1076,behindern::V,妨害する,عاق
1077,verderben::V,台無しにする,أفسد
1078,beschädigen::V,損傷する,أضر
1079,zerbrechen::V,割る,كسر
1080,zerreißen::V,引き裂く,مزق
1081,zerstören::V,破壊する,دمر
1082,verbrennen::V,焼く,حرق
1083,geben::V,上げる,أعطى
1084,reichen::V,渡す,ناول
1085,schenken::V,贈る,وهب
1086,versprechen::V,約束する,وعد
1087,wünschen::V,望む,تمنى
1088,loben::V,褒める,مدح
1089,küssen::V,キスする,قبل
1090,wiegen::V,揺する,هدهد
1091,zudecken::V,覆う,غطى
1092,wecken::V,起こす,أيقظ
1093,zeigen::V,見せる,أرى
1094,führen::V,案内する,دل
1095,lehren::V,教える,علم
1096,unterrichten::V,通知する,علم
1097,aufziehen::V,育てる,ربى
1098,leiten::V,導く,دل
1099,leiten::V,導く,أدار
1100,antreiben::V,励ます,حث
1101,lassen::V,～させる,حدا
1102,einladen::V,誘う,دعا
1103,einladen::V,招待する,دعا
1104,vereinigen::V,一つにする,وحد
1105,besuchen::V,訪ねる,زار
1106,treffen::V,出会う,قابل
1107,sich versammeln::V,集まる,اجتمع
1108,spielen::V,遊ぶ,لعب
1109,singen::V,歌う,غنى
1110,tanzen::V,踊る,رقص
1111,sich trennen::V,別れる,افترق
1112,verlassen::V,別れる,ترك
1113,retten::V,救う,نجى
1114,retten::V,救う,أنقذ
1115,retten::V,助ける,نجى
1116,retten::V,助ける,أنقذ
1117,bewachen::V,見張る,حرس
1118,bewachen::V,軽微する,حرس
1119,schützen::V,保護する,حمى
1120,verteidigen::V,守る,دافع
1121,sich schlagen::V,殴る,تضارب
1122,schießen::V,撃つ,أطلق
1123,siegen::V,勝つ,انتصر
1124,ärgern::V,怒らせる,أزعل
1125,schlagen::V,殴る,ضرب
1126,treten::V,蹴る,رفس
1127,stechen::V,突く,شك
1128,stoßen::V,突く,دفع
1129,stehlen::V,盗る,سرق
1130,stören::V,構う,ضايق
1131,belästigen::V,邪魔する,أزعج
1132,verbergen::V,隠す,كتم
1133,täuschen::V,だます,خدع
1134,betrügen::V,だます,غش
1135,töten::V,殺す,قتل
1136,wohnen::V,住む,سكن
1137,arbeiten::V,働く,عمل
1138,arbeiten::V,働く,اشتغل
1139,sammeln::V,集める,جمع
1140,sammeln::V,収集する,جمع
1141,pflücken::V,摘む,جنى
1142,pflücken::V,摘む,قطف
1143,jagen::V,狩りをする,صاد
1144,fischen::V,釣る,اصطاد
1145,fassen::V,捕る,قبض
1146,hüten::V,放牧する,رعى
1147,treiben::V,追う,ساق
1148,anbinden::V,繋ぐ,ربط
1149,füttern::V,餌をやる,علف
1150,melken::V,搾乳する,حلب
1151,hacken::V,刻む,فرم
1152,gießen::V,水をやる,سقى
1153,reifen::V,熟す,نضج
1154,zubereiten::V,調理する,حضر
1155,kochen::V,煮る,طبخ
1156,backen::V,焼く,خبز
1157,braten::V,焼く,قلى
1158,braten::V,焼く,حمر
1159,braten::V,炒める,قلى
1160,braten::V,炒める,حمر
1161,umrühren::V,混ぜる,قلب
1162,stricken::V,編む,حاك
1163,nähen::V,縫う,خاط
1164,färben::V,染める,صبغ
1165,färben::V,染める,لون
1166,reinigen::V,掃除する,نظف
1167,waschen::V,洗う,غسل
1168,waschen::V,洗濯する,غسل
1169,abwischen::V,拭く,مسح
1170,spülen::V,洗う,شطف
1171,spülen::V,すすぐ,شطف
1172,fegen::V,掃除する,كنس
1173,kehren::V,掃く,كنس
1174,baden::V,入浴する,استحم
1175,sich waschen::V,洗う,اغتسل
1176,ausziehen::V,脱ぐ,خلع
1177,anziehen::V,着る,لبس
1178,sich anziehen::V,着る,اكتسى
1179,kämmen::V,梳く,مشط
1180,schmücken::V,飾る,زين
1181,sagen::V,言う,قال
1182,sprechen::V,話す,تكلم
1183,reden::V,話す,تكلم
1184,sich unterhalten::V,話をする,تحادث
1185,fragen::V,聞く,سأل
1186,bitten::V,頼む,رجا
1187,bitten::V,お願いする,رجا
1188,erzählen::V,物語る,حكي
1189,mitteilen::V,伝える,بلغ
1190,nennen::V,名づける,سمى
1191,rufen::V,呼ぶ,نادى
1192,prahlen::V,自慢する,فشر
1193,prahlen::V,自慢する,تفاخر
1194,übersetzen::V,訳す,ترجم
1195,denken::V,考える,فكر
1196,glauben::V,信じる,اعتقد
1197,bemerken::V,気が付く,لاحظ
1198,erkennen::V,認識する,عرف
1199,begreifen::V,分かる,فهم
1200,begreifen::V,分かる,أدرك
1201,verstehen::V,聞き取る,فهم
1202,lernen::V,学ぶ,درس
1203,lernen::V,勉強する,درس
1204,wissen::V,知っている,علم
1205,sich erinnern an::V,思い出す,تذكر
1206,vergessen::V,忘れる,نسي
1207,messen::V,計る,قاس
1208,messen::V,測定する,قاس
1209,zählen::V,数える,عد
1210,zählen::V,数える,أحصى
1211,rechnen::V,計算する,حسب
1212,lesen::V,読む,قرأ
1213,malen::V,描く,صور
1214,zeichnen::V,写生する,رسم
1215,schreiben::V,書く,كتب
1216,besitzen::V,所持する,حاز
1217,besitzen::V,所持する,ملك
1218,kaufen::V,買う,اشترى
1219,verkaufen::V,売る,باع
1220,bezahlen::V,払う,دفع
1221,zahlen::V,支払う,سدد
1222,beherrschen::V,支配する,حكم
1223,ertragen::V,耐える,أطاق
1224,ertragen::V,耐える,تحمل
