,Concept_ID,lez,la
800,enden::V,куьтягь хьун,finem habere
801,wechseln::V,дегиш хьун,mutari
802,aufgehen[Sonne]::V,экъечӏун,oriri
803,untergehen[Sonne]::V,акӏун,occidere
804,scheinen[Sonne]::V,ишигь гун,lucere
805,donnern::V,къукърумар авун,tonare
806,strömen::V,авахьун,fluere
807,fließen::V,авахьун,manare
808,sich drehen::V,элкъуьн,torqueri
809,schwanken::V,юзун,vacillare
810,schwingen::V,галтад хьун,vibrare
811,fallen::V,аватун,cadere
812,brennen::V,кун,ardere
813,brennen::V,ккун,ardere
814,regnen::V,къун,pluere
815,gefrieren::V,муркӏади кьун,congelari
816,tauen::V,цӏурун,rorare
817,schmelzen::V,цӏурун,liquescere
818,trocknen::V,кьурун,arescere
819,sieden::V,ругун,fervere
820,faulen::V,кутӏун,putescere
821,verfaulen::V,чуьруьтмиш хьун,putescere
822,verfaulen::V,кутӏун,putescere
823,reißen::V,атӏун,scindi
824,reißen::V,къазунун,scindi
825,versinken::V,батмиш хьун,mergi
826,vergehen::V,алатун,praeterire
827,erscheinen::V,майдандиз акъатун,apparere
828,verschwinden::V,квахьун,discedere
829,sinken::V,элекьун,labi
830,abnehmen::V,тӏимил хьун,deminui
831,abnehmen::V,гъвечӏи хьун,deminui
832,zunehmen::V,артух хьун,augeri
833,steigen::V,хкаж хьун,augescere
834,wachsen::V,экъечӏун,crescere
835,glänzen::V,цӏарцӏар гун,splendere
836,funkeln::V,нур гун,micare
837,lärmen::V,ван авун,strepere
838,läuten::V,зенг ягъун,sonare
839,klingeln::V,зенг ягъун,tinnire
840,klirren::V,зигринг авун,crepare
841,brausen::V,къати хьун,saevire
842,rauschen::V,вишриш авун,crepare
843,klingen::V,ван авун,sonare
844,bellen::V,элуькьун,latrare
845,heulen::V,къув ягъун,ululare
846,blasen::V,уф гун,flare
847,pfeifen::V,уьфт ягъун,sibilare
848,schreien::V,гьараюн,clamare
849,stöhnen::V,суза авун,gemere
850,zittern::V,зурзун,tremere
851,zittern::V,зурзун,trepidare
852,leben::V,яшамиш хьун,vivere
853,geboren werden::V,хьун,nasci
854,atmen::V,нефес чӏугун,spirare
855,trinken::V,хъун,bibere
856,essen::V,тӏуьн,edere
857,schlucken::V,туькьуьнун,devorare
858,müde werden::V,галатун,fatigari
859,müde werden::V,юргъун хьун,fatigari
860,einschlafen::V,ксун,obdormiscere
861,schlafen::V,ксун,dormire
862,aufwachen::V,ахварай аватун,expergisci
863,aufstehen::V,къарагъун,exsurgere
864,sich erholen::V,ял ягъун,se reficere
865,krank werden::V,кефсуз хьун,aegrescere
866,krank sein::V,тӏа хьун,aegrotare
867,schmerzen::V,тӏа хьун,dolere
868,husten::V,уьгьуь ягъун,tussire
869,genesen::V,сагъ хъхьун,convalescere
870,sterben::V,кьин,mori
871,umkommen::V,терг хьун,perire
872,sich bewegen::V,юзун,se movere
873,sich rühren::V,юзун,micare
874,sich erheben::V,къарагъун,surgere
875,sich setzen::V,ацукьун,considere
876,hinfallen::V,алукьун,cadere
877,laufen::V,къекъуьн,vadere
878,schreiten::V,ккамар къачун,gradi
879,spazierengehen::V,сейр авун,ambulare
880,eilen::V,тади авун,properare
881,sich beeilen::V,гьерекатун,festinare
882,sausen::V,чкурун,currere
883,rennen::V,катун,currere
884,rennen::V,зверун,currere
885,springen::V,хкадарун,salire
886,klettern::V,акьахун,niti
887,kriechen::V,капаралди фин,repere
888,kriechen::V,капаралди фин,serpere
889,schwimmen::V,сирнав авун,nare
890,schwimmen::V,сирнав авун,natare
891,tauchen::V,кьилихъди циз вегьин,mergere
892,rudern::V,кьусуйралди лодка гьалун,remigare
893,rudern::V,цуьруьгъуьлдалди кӏватӏун,remigare
894,fahren::V,фин,vehi
895,fliegen::V,лув гун,volare
896,fliegen::V,цавай фин,volare
897,gehen::V,фин,ire
898,gehen::V,фин,vadere
899,weggehen::V,хъфин,abire
900,weggehen::V,хъфин,discedere
901,abfahren::V,фин,proficisci
902,abfahren::V,рекье гьатун,proficisci
903,anhalten::V,акъвазун,consistere
904,hineingehen::V,гьахьун,inire
905,hineingehen::V,гьахьун,ingredi
906,eintreten::V,гьахьун,intrare
907,kommen::V,атун,venire
908,ankommen::V,атун,advenire
909,zurückkommen::V,хтун,revenire
910,bleiben::V,амукьун,manere
911,warten::V,гуьзлемишун,opperiri
912,erwarten::V,вил алаз акъвазун,opperiri
913,erwarten::V,вил алаз акъвазун,expectare
914,suchen::V,къекъуьн,quaerere
915,finden::V,жугъун,reperire
916,versuchen::V,алахъун,conari
917,versuchen::V,алахъун,temptare
918,vorbereiten::V,гьазурун,parare
919,lieben::V,кӏан хьун,amare
920,mögen::V,рикӏ ацукьун,amare
921,lachen::V,хъуьруьн,ridere
922,weinen::V,шехьун,flere
923,schimpfen::V,сеперар гун,increpare
924,schimpfen::V,экъуьгъунар авун,increpare
925,sich ärgern::V,хъел акатун,indignari
926,sich fürchten::V,кичӏе хьун,vereri
927,fürchten::V,къурхутмиш хьун,timere
928,fliehen::V,катун,fugere
929,flüchten::V,катун,effugere
930,sehen::V,акун,videre
931,anschauen::V,вил вегьин,aspectare
932,ansehen::V,килигун,spectare
933,hören::V,ван хьун,audire
934,zuhören::V,яб гун,auscultare
935,probieren::V,дад акун,gustare
936,riechen::V,ни чӏугун,olfacere
937,fühlen::V,гьисс авун,sentire
938,frieren::V,кьун,algere
939,frieren::V,мекьи хьун,algere
940,tun::V,авун,facere
941,können::V,хьун,posse
942,können::V,акъакьун,posse
943,wollen::V,кӏан хьун,velle
944,anfangen::V,башламишун,incipere
945,beenden::V,куьтягьун,finire
946,aufhören::V,акъвазун,desistere
947,gelingen::V,арадал атун,contingere
948,geraten::V,акъатун,evenire
949,öffnen::V,ахъаюн,aperire
950,schließen::V,акьалун,claudere
951,stellen::V,эцигун,sistere
952,setzen::V,ацукьарун,ponere
953,legen::V,эцигун,ponere
954,berühren::V,хкӏурун,tangere
955,verbinden::V,гилигун,iungere
956,bedecken::V,кӏевун,tegere
957,bedecken::V,кӏевун,operire
958,aufhängen::V,куьрсарун,suspendere
959,anzünden::V,куькӏуьрун,accendere
960,anzünden::V,куькӏуьрун,inflammare
961,aufheben::V,хкажун,tollere
962,zurücklassen::V,тун,relinquere
963,verlieren::V,квадарун,perdere
964,verlieren::V,квадарун,amittere
965,fallen lassen::V,авадрун,dimittere
966,machen::V,авун,facere
967,machen::V,кар авун,facere
968,herstellen::V,расун,fabricare
969,bauen::V,туькӏуьрун,construere
970,reparieren::V,расун,reparare
971,verbessern::V,хъсанрун,emendare
972,ändern::V,табдил авун,mutare
973,graben::V,эгъуьнун,fodere
974,beugen::V,акӏажарун,flectere
975,beugen::V,кангур авун,flectere
976,biegen::V,патахъарун,curvare
977,drehen::V,алчударун,torquere
978,umdrehen::V,элкъуьрун,convertere
979,heben::V,хкажун,tollere
980,hochheben::V,хкажун,levare
981,ergreifen::V,агалчна кьун,capessere
982,halten::V,кьун,tenere
983,drücken::V,чуькьуьн,premere
984,schieben::V,хуртӏ гун,promovere
985,kratzen::V,къадгъунун,radere
986,lecken::V,мез гун,lambere
987,beißen::V,кӏасун,mordere
988,abreißen::V,галудун,avellere
989,abschneiden::V,атӏун,desecare
990,stecken::V,сухун,inserere
991,brechen::V,хун,rumpere
992,brechen::V,кукӏварун,rumpere
993,klopfen::V,тахъ-тахъ авун,pultare
994,hauen::V,ягъун,ferire
995,kleben::V,алкӏурун,agglutinare
996,kleben::V,кукӏурун,agglutinare
997,reiben::V,тӏушунун,terere
998,streichen::V,алтадун,oblinere
999,schleifen::V,кӏвенкӏв авун,acuere
1000,schneiden::V,атӏун,secare
1001,rütteln::V,къарсурун,quassare
1002,schütteln::V,къарсурун,quatere
1003,schwenken::V,элягъун,ventilare
1004,schwenken::V,галтадун,ventilare
1005,schütten::V,цун,fundere
1006,füllen::V,ацӏурун,complere
1007,einwickeln::V,кутун,involvere
1008,einwickeln::V,элкъуьрун,involvere
1009,tragen::V,тухун,ferre
1010,tragen::V,тухун,portare
1011,schleppen::V,галчӏурун,pertrahere
1012,ziehen::V,ялун,trahere
1013,ziehen::V,чӏугун,trahere
1014,aufbewahren::V,хуьн,asservare
1015,werfen::V,гадрун,iacere
1016,fangen::V,кьун,capere
1017,packen::V,кьун,capessere
1018,verstecken::V,кӏевун,abdere
1019,teilen::V,паюн,partiri
1020,teilen::V,паюн,dividere
1021,schicken::V,ракъурун,mittere
1022,bringen::V,гъун,apportare
1023,hinzufügen::V,алава авун,addere
1024,bekommen::V,къачун,adipisci
1025,bekommen::V,жугъурун,adipisci
1026,erhalten::V,къачун,accipere
1027,nehmen::V,къачун,sumere
1028,wählen::V,хкягъун,eligere
1029,auswählen::V,хкягъун,deligere
1030,bewahren::V,хуьн,conservare
1031,behindern::V,манийвал авун,impedire
1032,verderben::V,чӏурун,corrumpere
1033,beschädigen::V,нукьсанвал гун,laedere
1034,zerbrechen::V,хун,rumpere
1035,zerbrechen::V,хун,frangere
1036,zerreißen::V,къазунун,discindere
1037,zerstören::V,чӏурун,delere
1038,zerstören::V,барбатӏун,delere
1039,verbrennen::V,ккун,urere
1040,verbrennen::V,ккун,cremare
1041,geben::V,гун,dare
1042,reichen::V,вугун,praebere
1043,reichen::V,гун,praebere
1044,schenken::V,пишкеш авун,donare
1045,schenken::V,пишкеш авун,largiri
1046,versprechen::V,гаф гун,polliceri
1047,versprechen::V,гаф гун,promittere
1048,wünschen::V,дуьа авун,
1049,loben::V,тариф авун,laudare
1050,küssen::V,темен гун,osculari
1051,wiegen::V,эчӏягъун,
1052,zudecken::V,гьалдун,tegere
1053,wecken::V,ахварай авудун,excitare
1054,zeigen::V,къалурун,monstrare
1055,führen::V,тухун,ducere
1056,lehren::V,кӏелиз тун,docere
1057,unterrichten::V,тарс гун,instituere
1058,aufziehen::V,тербия гун,nutrire
1059,aufziehen::V,тербияламишун,nutrire
1060,leiten::V,идара авун,ducere
1061,antreiben::V,тади кутун,incitare
1062,einladen::V,теклиф авун,invitare
1063,vereinigen::V,сад авун,coniungere
1064,besuchen::V,кьилив атун,visere
1065,treffen::V,гьалтун,convenire
1066,sich versammeln::V,алтӏушун,convenire
1067,spielen::V,къугъун,ludere
1068,singen::V,лугьун,cantare
1069,singen::V,мани лугьун,cantare
1070,tanzen::V,кьуьл авун,saltare
1071,sich trennen::V,къакъатун,digredi
1072,sich trennen::V,къакъатун,discedere
1073,verlassen::V,гъил къачун,deserere
1074,verlassen::V,гъил къачун,relinquere
1075,retten::V,къутармишун,servare
1076,bewachen::V,хуьн,custodire
1077,schützen::V,хуьн,tueri
1078,schützen::V,хуьн,tutari
1079,verteidigen::V,хуьн,defendere
1080,sich schlagen::V,кукӏун,luctari
1081,schießen::V,акъатун,iaculari
1082,siegen::V,гъалиб хьун,vincere
1083,ärgern::V,хъел гъун,irritare
1084,ärgern::V,хъел кутун,irritare
1085,schlagen::V,ягъун,ferire
1086,schlagen::V,галукьарун,ferire
1087,treten::V,кьуьл къекъягъун,calcare
1088,treten::V,кьуьл эцягъун,calcare
1089,stechen::V,акьадарун,pungere
1090,stoßen::V,эцягъун,tundere
1091,stehlen::V,чуьнуьхун,furari
1092,stören::V,хкуьрун,turbare
1093,belästigen::V,хкуьрун,obtundere
1094,belästigen::V,азият гун,obtundere
1095,verbergen::V,далдаламишун,celare
1096,verbergen::V,далдаламишун,occultare
1097,täuschen::V,алцурарун,fallere
1098,täuschen::V,алцуррун,fallere
1099,betrügen::V,алцурарун,fraudare
1100,betrügen::V,гьарамзадавал авун,fraudare
1101,töten::V,яна кьин,necare
1102,töten::V,яна кьин,caedere
1103,wohnen::V,дуланмиш хьун,habitare
1104,arbeiten::V,кӏвалахун,laborare
1105,arbeiten::V,кӏвалах авун,laborare
1106,sammeln::V,кӏватӏун,colligere
1107,pflücken::V,атӏун,carpere
1108,jagen::V,гъуьрч авун,venari
1109,fischen::V,гъетер кьун,piscari
1110,fassen::V,кьун,capere
1111,hüten::V,чӏура хуьн,custodire
1112,treiben::V,гьалун,agere
1113,anbinden::V,акалун,alligare
1114,füttern::V,ем гун,nutrire
1115,melken::V,ацун,mulgere
1116,hacken::V,куьткуьнун,findere
1117,gießen::V,яд гун,rigare
1118,reifen::V,чурун,maturescere
1119,reifen::V,агакьун,maturescere
1120,zubereiten::V,гьазурун,apparare
1121,kochen::V,ругун,coquere
1122,backen::V,чурун,coquere
1123,braten::V,чурун,torrere
1124,umrühren::V,какадарун,commovere
1125,stricken::V,хурун,texere
1126,nähen::V,цун,suere
1127,färben::V,шир ягъун,tingere
1128,reinigen::V,михьун,purgare
1129,waschen::V,чуьхуьн,lavare
1130,abwischen::V,гуьцӏун,abstergere
1131,spülen::V,экъуьрун,perluere
1132,fegen::V,шуткун,verrere
1133,kehren::V,кул алтадун,purgare
1134,baden::V,эхъуьн,lavari
1135,sich waschen::V,жендек чуьхуьн,lavari
1136,ausziehen::V,хутӏунун,exuere
1137,ausziehen::V,галудун,exuere
1138,anziehen::V,алукӏун,induere
1139,sich anziehen::V,алукӏун,vestiri
1140,sich anziehen::V,парталар алукӏун,vestiri
1141,kämmen::V,эвягъун,pectere
1142,schmücken::V,безетмишун,ornare
1143,schmücken::V,безетмишун,decorare
1144,schmücken::V,гуьрчегарун,ornare
1145,schmücken::V,гуьрчегарун,decorare
1146,sagen::V,лугьун,dicere
1147,sprechen::V,рахун,fari
1148,reden::V,рахун,loqui
1149,sich unterhalten::V,ихтилат авун,colloqui
1150,sich unterhalten::V,ихтилат авун,disputare
1151,fragen::V,жузун,rogare
1152,fragen::V,жузун,quaerere
1153,bitten::V,тӏалабун,orare
1154,bitten::V,тӏалабун,rogare
1155,erzählen::V,ахъаюн,narrare
1156,mitteilen::V,хабар гун,communicare
1157,nennen::V,тӏвар гун,appellare
1158,rufen::V,эверун,vocare
1159,prahlen::V,яцӏу гафар авун,gloriari
1160,übersetzen::V,таржума авун,vertere
1161,übersetzen::V,гафладун,vertere
1162,denken::V,фикир авун,cogitare
1163,glauben::V,агъун,credere
1164,bemerken::V,фикир гун,animadvertere
1165,begreifen::V,гъавурда акьун,comprehendere
1166,lernen::V,кӏелун,discere
1167,wissen::V,чир хьун,scire
1168,wissen::V,чирхьун,scire
1169,sich erinnern an::V,рикӏел хуьн,meminisse
1170,vergessen::V,рикӏелай фин,oblivisci
1171,vergessen::V,рикӏелай алатун,oblivisci
1172,messen::V,алцумун,metiri
1173,zählen::V,гьисабун,numerare
1174,rechnen::V,гьисабун,reri
1175,rechnen::V,гьисабун,calculare
1176,lesen::V,кӏелун,legere
1177,malen::V,кхьин,pingere
1178,malen::V,шикилар чӏугун,pingere
1179,zeichnen::V,чӏугун,scribere
1180,schreiben::V,кхьин,scribere
1181,besitzen::V,иеси хьун,possidere
1182,kaufen::V,къачун,emere
1183,kaufen::V,маса къачун,emere
1184,verkaufen::V,гун,vendere
1185,verkaufen::V,маса гун,vendere
1186,bezahlen::V,къимет гун,pendere
1187,bezahlen::V,эвезда авун,pendere
1188,bezahlen::V,гьакъи агакьрун,pendere
1189,zahlen::V,къимет гун,solvere
1190,zahlen::V,эвезда авун,solvere
1191,zahlen::V,гьакъи агакьрун,solvere
1192,beherrschen::V,иеси хьун,regere
1193,beherrschen::V,иеси хьун,imperare
1194,ertragen::V,таб гун,tolerare
1195,ertragen::V,таб гун,sustinere
1196,Oberschenkel::N,,femur
1197,Strömung::N,,fluctus
1198,Moor::N,,palus
1199,Gedächtnis::N,,memoria
1200,Ski::N,,narta
1201,Platte::N,,lamina
1202,Leine::N,,retinaculum
1203,Geschäft::N,,negotium
1204,dick[Gegenstand]::A,,crassus
1205,auf einmal::ADV,,simul
1206,zurück::ADV,,retro
1207,wieder::ADV,,rursus
1208,wehen::V,,flare
1209,rauchen::V,,fumare
1210,schaukeln::V,,oscillare
1211,rühren::V,,commovere
1212,scheinen::V,,videri
1213,zu sehen sein::V,,conspici
1214,vernehmen::V,,comperire
1215,wenden::V,,vertere
1216,binden::V,,ligare
1217,lassen::V,,iubere
1218,erkennen::V,,cognoscere
1219,verstehen::V,,intellegere
