,Concept_ID,bg,kk
697,Dezember::N,декември,желтоқсан
698,Montag::N,понеделник,дүйсенбі
699,Dienstag::N,вторник,сейсенбі
700,Mittwoch::N,сряда,сәрсенбі
701,Donnerstag::N,четвъртък,бейсенбі
702,Freitag::N,петък,жұма
703,Samstag::N,събота,сенбі
704,Sonntag::N,неделя,жексембі
705,groß::A,едър,алпамсадай
706,groß::A,голям,алпамсадай
707,klein::A,малък,кішкене
708,klein::A,малък,қарғадай
709,klein::A,дребен,кішкене
710,klein::A,дребен,қарғадай
711,lang::A,дълъг,сопақ
712,lang::A,дълъг,сорайған
713,kurz::A,къс,кеспелтек
714,breit::A,широк,айдынды
715,schmal::A,тесен,қысық
716,dicht::A,гъст,жиі
717,dick[Gegenstand]::A,дебел,шомбал
718,dünn::A,тънък,жұқа
719,dünn::A,тънък,жіңішке
720,fein::A,фин,қаңылтақ
721,fein::A,тънък,қаңылтақ
722,fest::A,твърд,берік
723,fest::A,твърд,мызғымас
724,fest::A,плътен,берік
725,fest::A,плътен,мызғымас
726,flach::A,равен,жалпак
727,flach::A,плосък,жалпак
728,glatt::A,гладък,типыл
729,hart::A,твърд,қатты
730,hart::A,корав,қатты
731,weich::A,мек,жұмсақ
732,rund::A,кръгъл,домалақ
733,spitz::A,островръх,үшкір
734,scharf::A,остър,сүйрік
735,stumpf::A,тъп,доғал
736,stumpf::A,тъп,өтпейтін
737,schwer::A,тежък,салмақты
738,schön::A,хубав,сұлу
739,schön::A,красив,сұлу
740,heiß::A,жарък,ыссы
741,warm::A,топъл,жылы
742,kalt::A,студен,аязды
743,kühl::A,хладен,салқын
744,frisch::A,свеж,таза
745,frisch::A,свеж,жаңа
746,feucht::A,влажен,нам
747,feucht::A,влажен,дымқылды
748,nass::A,мокър,сулы
749,trocken::A,сух,құрғақ
750,voll::A,пълен,толы
751,leer::A,празен,бос
752,offen::A,откровен,ашып қойылған
753,geschlossen::A,закрит,жабулы
754,geschlossen::A,затворен,жабулы
755,sauber::A,чист,дақсыз
756,sauber::A,чист,мұнтаздай
757,schmutzig::A,мръсен,айғыз
758,schmutzig::A,мръсен,сатпақ
759,schmutzig::A,мръсен,сатал-сатал
760,roh::A,суров,шикі
761,reif::A,зрял,піскен
762,lecker::A,вкусен,дәмді
763,süß::A,сладък,тәтті
764,bitter::A,горчив,ащы
765,sauer::A,кисел,қышқыл
766,hell::A,ясен,жарық
767,hell::A,ясен,жарқын
768,hell::A,светъл,жарық
769,hell::A,светъл,жарқын
770,dunkel::A,тъмен,қараңғы
771,schwarz::A,черен,қара
772,weiß::A,бял,ақ
773,rot::A,червен,қызыл
774,gelb::A,жълт,сары
775,blau::A,син,көк
776,grün::A,зелен,жасыл
777,grau::A,сив,бозамық
778,bunt::A,шарен,алабажак
779,bunt::A,пъстър,алабажак
780,billig::A,евтин,арзан
781,teuer::A,скъп,бағалы
782,wertvoll::A,ценен,құнды
783,wertvoll::A,ценен,қымбат
784,blind::A,сляп,көзсіз
785,blind::A,сляп,көр
786,blind::A,сляп,көр_соқыр
787,taub::A,глух,керең
788,taub::A,глух,саңырау
789,kräftig::A,силен,қуатты
790,kräftig::A,силен,қарымды
791,stark::A,здрав,білекті
792,stark::A,силен,білекті
793,schwach::A,слаб,әлсіз
794,schwach::A,слаб,күшсіз
795,schwach::A,слаб,қайратсыз
796,fett::A,тлъст,семіз
797,schlank::A,тънък,ашаң
798,schlank::A,строен,ашаң
799,hübsch::A,хубав,ажарлы
800,hübsch::A,хубав,шырайлы
801,böse::A,зъл,өш
802,böse::A,зъл,сұм
803,böse::A,зъл,жауыз
804,dumm::A,глупав,көкми
805,dumm::A,глупав,ақымақ
806,dumm::A,глупав,миы жоқ
807,faul::A,ленив,жалқау
808,faul::A,ленив,еріншек
809,faul::A,мързелив,жалқау
810,faul::A,мързелив,еріншек
811,fleißig::A,прилежен,ұқыпты
812,geizig::A,скъпернически,сараң
813,klug::A,умен,жетік
814,klug::A,умен,ақылды
815,klug::A,разумен,жетік
816,klug::A,разумен,ақылды
817,geschickt::A,умел,шебер
818,geschickt::A,сръчен,шебер
819,lieb::A,мил,абзал
820,lieb::A,мил,айналайын
821,lieb::A,драг,абзал
822,lieb::A,драг,айналайын
823,lustig::A,весел,көңілді
