,Concept_ID,cy,cs
810,hinauf::ADV,i'r lan,nahoru
811,überall::ADV,ym mhobman,všude
812,nicht::ADV,ni,ne
813,nicht::ADV,nid,ne
814,ein wenig::ADV,tipyn,trochu
815,ein wenig::ADV,ychydig,trochu
816,kaum::ADV,prin,sotva
817,sehr::ADV,iawn,velmi
818,sehr::ADV,iawn,velice
819,so::ADV,fel,tak
820,so::ADV,fel,takto
821,so::ADV,felly,tak
822,so::ADV,felly,takto
823,noch::ADV,eto,ještě
824,nur::ADV,yn unig,jen
825,nur::ADV,yn unig,jenom
826,schon::ADV,eisoes,už
827,schon::ADV,eisoes,již
828,schon::ADV,yn barod,už
829,schon::ADV,yn barod,již
830,wieder::ADV,drachefn,zase
831,vergebens::ADV,yn ofer,marně
832,vor::PRP,o flaen,před
833,hinter::PRP,ar ôl,za
834,unter::PRP,islaw,pod
835,durch::PRP,trwy,skrz
836,neben::PRP,ar bwys,vedle
837,zwischen::PRP,rhwng,mezi
838,zwischen::PRP,cydrhwng,mezi
839,wegen::PRP,o achos,pro
840,wegen::PRP,oherwydd,pro
841,dies::PRN,hyn,toto
842,dies::PRN,hyn,tohle
843,das::PRN,hynny,to
844,alles::PRN,popeth,všechno
845,ich::PRN,fi,já
846,du::PRN,ti,ty
847,er::PRN,fe,on
848,wir::PRN,ni,my
849,ihr::PRN,chi,vy
850,sie::PRN,hwy,oni
851,was::FPRN,pa beth,co
852,wer::FPRN,pwy,kdo
853,wo::FADV,ble,kde
854,wo::FADV,ym mha le,kde
855,wohin::FADV,i ble,kam
856,wohin::FADV,i ba le,kam
857,wie::FADV,sut,jak
858,warum::FADV,pam,proč
859,wieviel::FNUM,faint,kolik
860,eins::NUM,un,jeden
861,zwei::NUM,dau,dva
862,drei::NUM,tri,tři
863,vier::NUM,pedwar,čtyři
864,fünf::NUM,pump,pět
865,sechs::NUM,chwech,šest
866,sieben::NUM,saith,sedm
867,acht::NUM,wyth,osm
868,neun::NUM,naw,devět
869,zehn::NUM,deg,deset
870,elf::NUM,un ar ddeg,jedenáct
871,zwölf::NUM,deuddeg,dvanáct
872,zwölf::NUM,un deg dau,dvanáct
873,zwanzig::NUM,ugain,dvacet
874,dreißig::NUM,tri deg,třicet
875,dreißig::NUM,deg ar hugain,třicet
876,vierzig::NUM,deugain,čtyřicet
877,fünfzig::NUM,hanner cant,padesát
878,sechzig::NUM,chwe deg,šedesát
879,siebzig::NUM,saith deg,sedmdesát
880,siebzig::NUM,deg a thrigain,sedmdesát
881,achtzig::NUM,wyth deg,osmdesát
882,achtzig::NUM,pedar ugain,osmdesát
883,neunzig::NUM,naw deg,devadesát
884,neunzig::NUM,deg a phedwar ugain,devadesát
885,hundert::NUM,cant,sto
886,tausend::NUM,mil,tisíc
887,und::CNJ,a,a
888,oder::CNJ,neu,nebo
889,stehen::V,sefyll,stát
890,sitzen::V,eistedd,sedět
891,liegen::V,gorwedd,ležet
892,hängen::V,hongian,viset
893,werden::V,dod yn,stát se
894,werden::V,mynd yn,stát se
895,passieren::V,digwydd,stát se
896,beginnen::V,cychwyn,počít
897,enden::V,gorffen,končit
898,enden::V,gorffen,skončit
899,wechseln::V,newid,měnit se
900,aufgehen[Sonne]::V,codi,vyjít
901,untergehen[Sonne]::V,machlud,zapadnout
902,scheinen[Sonne]::V,tywynnu,svítit
903,donnern::V,taranu,hřmět
904,wehen::V,chwythu,vát
905,wehen::V,chwythu,vanout
906,strömen::V,ffrydio,proudit
907,fließen::V,llifo,téct
908,sich drehen::V,troi,točit se
909,sich drehen::V,cylchdroi,točit se
910,schwanken::V,siglo,kolísat
911,schwanken::V,siglo,houpat se
912,schwingen::V,siglo,kývat se
913,fallen::V,cwympo,padat
914,brennen::V,llosgi,hořet
915,rauchen::V,mygu,kouřit
916,regnen::V,glawio,pršet
917,gefrieren::V,rhewi,zamrznout
918,tauen::V,toddi,tát
919,tauen::V,meirioli,tát
920,schmelzen::V,toddi,tavit
921,trocknen::V,sychu,schnout
922,sieden::V,berwi,vřít
923,faulen::V,pydru,hnít
924,faulen::V,braenu,hnít
925,verfaulen::V,pydru,shnít
926,verfaulen::V,dadfeilio,shnít
927,reißen::V,clecian,roztrhat se
928,reißen::V,torri'n glats,roztrhat se
929,versinken::V,suddo,topit se
930,versinken::V,suddo,ponořit se
931,vergehen::V,myned heibio,plynout
932,vergehen::V,pasio,plynout
933,erscheinen::V,ymddangos,objevit se
934,verschwinden::V,diflannu,zmizet
935,sinken::V,syrthio,klesat
936,abnehmen::V,lleihau,ubýt
937,zunehmen::V,cynyddu,přibýt
938,steigen::V,codi,stoupat
939,wachsen::V,tyfu,růst
940,glänzen::V,disgleirio,lesknout se
941,funkeln::V,pefrio,jiskřit se
942,lärmen::V,cadw sŵn,dělat hluk
943,lärmen::V,gwneud twrw,dělat hluk
944,läuten::V,canu,zvonit
945,klingeln::V,canu,zvonit
946,klingeln::V,seinio,zvonit
947,klirren::V,tincian,řinčet
948,brausen::V,rhuo,hučet
949,rauschen::V,siffrwd,šumět
950,rauschen::V,chwithrwd,šumět
951,klingen::V,seinio,znít
952,bellen::V,cyfarth,štěkat
953,heulen::V,udo,výt
954,heulen::V,oernadu,výt
955,blasen::V,chwythu,foukat
956,pfeifen::V,chwibanu,pískat
957,schreien::V,gweiddi,křičet
958,schreien::V,bloeddio,křičet
959,stöhnen::V,griddfan,sténat
960,zittern::V,crynu,třást se
961,leben::V,byw,žít
962,geboren werden::V,cael eich geni,rodit se
963,atmen::V,anadlu,dýchat
964,trinken::V,yfed,pít
965,essen::V,bwyta,jíst
966,schlucken::V,llyncu,polykat
967,müde werden::V,blino,unavit se
968,einschlafen::V,mynd i gysgu,usnout
969,einschlafen::V,syrthio i gysgu,usnout
970,schlafen::V,huno,spát
971,schlafen::V,cysgu,spát
972,aufwachen::V,dihuno,probudit se
973,aufstehen::V,codi,vstát
974,sich erholen::V,ymlacio,zotavovat se
975,sich erholen::V,dadflino,zotavovat se
976,krank werden::V,mynd yn sâl,onemocnět
977,krank werden::V,mynd yn wael,onemocnět
978,krank sein::V,gwaelu,být nemocný
979,schmerzen::V,brifo,bolet
980,husten::V,pesychu,kašlat
981,genesen::V,gwella,uzdravit se
982,genesen::V,cael yn ôl,uzdravit se
983,sterben::V,marw,umřít
984,umkommen::V,trengi,zahynout
985,sich bewegen::V,symud,pohnout se
986,sich rühren::V,syflyd,hnout se
987,sich erheben::V,codi,zdvihnout se
988,sich setzen::V,eistedd,posadit se
989,hinfallen::V,cwympo,upadnout
990,laufen::V,cerdded,běžet
991,schreiten::V,camu,kráčet
992,spazierengehen::V,mynd am dro,procházet se
993,eilen::V,rhuthro,spěchat
994,sich beeilen::V,brysio,pospíšit si
995,sausen::V,rhuthro,fičet
996,rennen::V,rhedeg,pádit
997,springen::V,llamu,skákat
998,springen::V,neidio,skákat
999,klettern::V,dringo,lézt
1000,klettern::V,dringo,šplhat
1001,schaukeln::V,siglo,houpat
1002,kriechen::V,cropian,lézt
1003,kriechen::V,cropian,plazit se
1004,schwimmen::V,nofio,plavat
1005,tauchen::V,plymio,nořit se
1006,tauchen::V,ymsuddo,nořit se
1007,rudern::V,rhwyfo,veslovat
1008,fahren::V,gyrru,jet
1009,fahren::V,gyrru,jezdit
1010,fahren::V,dreifio,jet
1011,fahren::V,dreifio,jezdit
1012,fliegen::V,hedfan,létat
1013,gehen::V,mynd,jít
1014,weggehen::V,mynd,odejít
1015,weggehen::V,ymadael,odejít
1016,abfahren::V,ymadael,odjet
1017,anhalten::V,stopio,zastavit se
1018,hineingehen::V,mynd i mewn,vcházet se
1019,eintreten::V,mynd i,vstoupit
1020,kommen::V,dod,přijít
1021,ankommen::V,cyrraedd,dojít
1022,zurückkommen::V,dychwelyd,vrátit se
1023,bleiben::V,aros,zůstat
1024,bleiben::V,sefyll,zůstat
1025,warten::V,aros,čekat
1026,warten::V,disgwyl,čekat
1027,erwarten::V,disgwyl,čekat na
1028,suchen::V,chwilio am,hledat
1029,finden::V,darganfod,najít
1030,versuchen::V,profi,zkoušet
1031,versuchen::V,ceisio,zkoušet
1032,vorbereiten::V,paratoi,připravit
1033,lieben::V,caru,milovat
1034,mögen::V,hoffi,mít rád
1035,lachen::V,chwerthin,smát se
1036,rühren::V,cynhyrfu,dojmout
1037,weinen::V,wylo,plakat
1038,weinen::V,llefain,plakat
1039,schimpfen::V,grwgnach,nadávat
1040,sich ärgern::V,gofidio,pohoršit se
1041,sich fürchten::V,ofni,bát se
1042,fürchten::V,arswydo,bát se
1043,fliehen::V,ffoi,utéct
1044,flüchten::V,dianc,prchnout
1045,sehen::V,gweld,vidět
1046,anschauen::V,syllu,podívat se na
1047,anschauen::V,edrych,podívat se na
1048,ansehen::V,gwylio,sledovat
1049,hören::V,clywed,slyšet
1050,zuhören::V,gwrando,poslouchat
1051,probieren::V,profi,ochutnávat
1052,riechen::V,arogli,cítit
1053,fühlen::V,teimlo,cítit
1054,fühlen::V,clywed,cítit
1055,scheinen::V,ymddangos,zdát se
1056,zu sehen sein::V,dod i'r golwg,moci být viděn
1057,vernehmen::V,clywed sôn am,uslyšet
1058,frieren::V,bod yn oer,mrznout
1059,tun::V,gwneud,dělat
1060,können::V,gallu,moct
1061,wollen::V,bod mewn angen,chtít
1062,anfangen::V,dechrau,začít
1063,beenden::V,darfod,ukončit
1064,beenden::V,gorffen,ukončit
1065,aufhören::V,peidio,přestat
1066,gelingen::V,llwyddo,podařit se
1067,geraten::V,diweddu,dařit se
1068,öffnen::V,agor,otevřít
1069,schließen::V,cau,zavřít
1070,stellen::V,gosod,postavit
1071,setzen::V,gosod,posadit
1072,legen::V,gosod,klást
1073,legen::V,gosod,položit
1074,berühren::V,cyffwrdd,dotýkat se
1075,verbinden::V,cysylltu,spojit
1076,bedecken::V,gorchuddio,pokrýt
1077,aufhängen::V,crogi,oběsit
1078,aufhängen::V,crogi,pověsit
1079,aufhängen::V,hongian,oběsit
1080,aufhängen::V,hongian,pověsit
1081,anzünden::V,cynnau,zapálit
1082,anzünden::V,cynnau,podpálit
1083,aufheben::V,codi,zvednout
1084,aufheben::V,codi,zdvihnout
1085,zurücklassen::V,gadael,zanechat
1086,verlieren::V,colli,ztratit
1087,fallen lassen::V,gollwng,upustit
1088,machen::V,gwneud,udělat
1089,herstellen::V,cynhyrchu,vyrobit
1090,bauen::V,adeiladu,stavět
1091,bauen::V,adeiladu,budovat
1092,reparieren::V,trwsio,opravit
1093,reparieren::V,atgyweirio,opravit
1094,verbessern::V,diwygio,zlepšit
1095,ändern::V,altro,změnit
1096,graben::V,palu,rýt
1097,graben::V,palu,kopat
1098,graben::V,cloddio,rýt
1099,graben::V,cloddio,kopat
1100,beugen::V,plygu,ohnout
1101,biegen::V,plygu,ohnout
1102,drehen::V,troelli,točit
1103,wenden::V,troi,obrátit
1104,umdrehen::V,troi,obrátit
1105,heben::V,codi,zdvihnout
1106,hochheben::V,dyrchafu,zvednout
1107,ergreifen::V,gafael,chopit se
1108,halten::V,dal,držet
1109,drücken::V,pwyso,stisknout
1110,drücken::V,gwasgu,stisknout
1111,schieben::V,gwthio,posouvat
1112,kratzen::V,crafu,škrábat
1113,lecken::V,llyfu,lízat
1114,beißen::V,cnoi,kousat
1115,beißen::V,brathu,kousat
1116,abreißen::V,tynnu ymaith,utrhat
1117,abreißen::V,tynnu ymaith,odtrhat
1118,abschneiden::V,torri,uřezat
1119,abschneiden::V,torri,ukrojit
1120,binden::V,clymu,přivázat
1121,stecken::V,plannu,strčit
1122,brechen::V,torri,lomit
1123,klopfen::V,taro,ťukat
1124,klopfen::V,taro,klepat
1125,hauen::V,taro,bít
1126,kleben::V,gludio,lepit
1127,reiben::V,rhwbio,třít
1128,streichen::V,taenu,mazat
1129,schleifen::V,hogi,brousit
1130,schneiden::V,torri,řezat
1131,schneiden::V,torri,střihat
1132,rütteln::V,ysgytio,třást
1133,rütteln::V,ysgytio,otřást
1134,schütteln::V,siglo,třást
1135,schütteln::V,siglo,zatřást
1136,schütteln::V,ysgwyd,třást
1137,schütteln::V,ysgwyd,zatřást
1138,schwenken::V,siglo,mávat
1139,schütten::V,tywallt,nasypat
1140,füllen::V,llenwi,naplnit
1141,einwickeln::V,lapio,zavinout
1142,tragen::V,cludo,nést
1143,schleppen::V,llusgo,vléct
1144,ziehen::V,tynnu,tahat
1145,ziehen::V,tynnu,táhnout
1146,aufbewahren::V,cadw,schovat
1147,werfen::V,taflu,házet
1148,fangen::V,dal,chytat
1149,packen::V,cipio,uchvátit
1150,packen::V,crafangu,uchvátit
1151,verstecken::V,celu,schovat
1152,verstecken::V,cuddio,schovat
1153,teilen::V,rhannu,rozdělit
1154,schicken::V,anfon,posílat
1155,bringen::V,dod â,přinést
1156,hinzufügen::V,chwanegu,připojit
1157,bekommen::V,cael,dostat
1158,erhalten::V,derbyn,uchovat
1159,nehmen::V,cymryd,vzít
1160,wählen::V,dewis,zvolit
1161,auswählen::V,dethol,vybrat
1162,bewahren::V,cadw,uchránit
1163,behindern::V,atal,překážet
1164,behindern::V,rhwystro,překážet
1165,verderben::V,difetha,zkazit
1166,beschädigen::V,niweidio,porušit
1167,beschädigen::V,niweidio,poškodit
1168,zerbrechen::V,torri,rozlámat
1169,zerreißen::V,rhwygo,roztrhnout
1170,zerstören::V,dinistrio,zničit
1171,verbrennen::V,llosgi,spálit
1172,geben::V,rhoi,dát
1173,reichen::V,estyn,podat
1174,schenken::V,rhoddi,darovat
1175,versprechen::V,addo,slíbit
1176,wünschen::V,dymuno,přát
1177,loben::V,canmol,chválit
1178,küssen::V,cusanu,líbat
1179,wiegen::V,siglo,chovat
1180,wiegen::V,siglo,kolébat
1181,zudecken::V,gorchuddio,přikrýt
1182,zudecken::V,gorchuddio,přiklopit
1183,wecken::V,deffro,vzbudit
1184,zeigen::V,dangos,ukázat
1185,führen::V,arwain,vést
1186,lehren::V,dysgu,učit
1187,unterrichten::V,hyfforddi,vyučovat
1188,aufziehen::V,dod i fyny,vychovat
1189,leiten::V,arwain,vodit
1190,antreiben::V,annog,nutit
1191,lassen::V,gadael,dát
1192,einladen::V,gwahodd,pozvat
1193,vereinigen::V,uno,spojit
1194,vereinigen::V,cyfuno,spojit
1195,besuchen::V,ymweld â,návštívit
1196,treffen::V,cwrdd,potkat
1197,treffen::V,cyfarfod,potkat
1198,sich versammeln::V,casglu,shromáždit se
1199,sich versammeln::V,cynnull,shromáždit se
1200,spielen::V,chwarae,hrát
1201,singen::V,canu,zpívat
1202,tanzen::V,dawnsio,tančit
1203,sich trennen::V,ymwahanu,rozejít se
1204,verlassen::V,gadael,opustit
1205,retten::V,achub,zachránit
1206,bewachen::V,gwarchod,hlídat
1207,schützen::V,noddi,chránit
1208,verteidigen::V,amddiffyn,obhájit
1209,sich schlagen::V,ffraeo,bít se
1210,sich schlagen::V,terfysgu,bít se
1211,schießen::V,saethu,střílet
1212,siegen::V,ennill,zvítězit
1213,ärgern::V,cythruddo,zlobit
1214,ärgern::V,cythruddo,pohoršit
1215,schlagen::V,curo,udeřit
1216,schlagen::V,curo,praštit
1217,treten::V,cicio,kopnout
1218,stechen::V,pigo,bodnout
1219,stechen::V,pigo,píchnout
1220,stoßen::V,gwthio,strčit
1221,stehlen::V,dwyn,ukrást
1222,stehlen::V,lladrata,ukrást
1223,stören::V,aflonyddu,vyrušit
1224,belästigen::V,trafferthu,obtěžovat
1225,verbergen::V,cuddio,skrýt
1226,täuschen::V,twyllo,klamat
1227,betrügen::V,hocedu,podvést
1228,töten::V,lladd,zabít
1229,wohnen::V,byw,bydlit
1230,arbeiten::V,gweithio,pracovat
1231,sammeln::V,casglu,sebrat
1232,pflücken::V,casglu,česat
1233,jagen::V,hela,uhonit
1234,fischen::V,pysgota,chytat ryby
1235,fassen::V,dal,ulovit
1236,hüten::V,bugeilio,pást
1237,treiben::V,gyrru,hnát
1238,anbinden::V,clymu,přivázat
1239,füttern::V,porthi,krmit
1240,melken::V,godro,dojit
1241,hacken::V,torri,seknout
1242,gießen::V,dyfrhau,zalít
1243,reifen::V,aeddfedu,uzrát
1244,zubereiten::V,coginio,připravit
1245,kochen::V,berwi,vařit
1246,backen::V,pobi,péct
1247,backen::V,crasu,péct
1248,braten::V,ffrio,smažit
1249,umrühren::V,cyffroi,zamíchat
1250,stricken::V,gwau,plést
1251,nähen::V,gwnïo,šít
1252,färben::V,lliwio,nabarvit
1253,reinigen::V,glanhau,očistit
1254,waschen::V,golchi,mýt
1255,abwischen::V,sychu,utřít
1256,spülen::V,streulio,spláchnout
1257,fegen::V,ysgubo,zamést
1258,kehren::V,ysgubo,mést
1259,baden::V,cael bath,koupat se
1260,sich waschen::V,ymolchi,mýt se
1261,ausziehen::V,tynnu,svléct
1262,anziehen::V,gwisgo,obléct
1263,sich anziehen::V,ymwisgo,oblékat se
1264,kämmen::V,cribo,učesat
1265,schmücken::V,harddu,ozdobit
1266,schmücken::V,addurno,ozdobit
1267,sagen::V,dweud,říct
1268,sprechen::V,llefaru,mluvit
1269,reden::V,siarad,hovořit
1270,sich unterhalten::V,sgwrsio,povídat se
1271,fragen::V,gofyn,zeptat se
1272,bitten::V,gofyn am,prosit
1273,erzählen::V,dweud,povídat
1274,mitteilen::V,cyfleu,sdělit
1275,mitteilen::V,cyfleu,oznámit
1276,nennen::V,enwi,nazvat
1277,rufen::V,galw,volat
1278,rufen::V,galw,zavolat
1279,prahlen::V,brolio,chlubit se
1280,prahlen::V,ymffrostio,chlubit se
1281,übersetzen::V,cyfieithu,přeložit
1282,denken::V,meddwl,myslit
1283,glauben::V,credu,věřit
1284,glauben::V,coelio,věřit
1285,bemerken::V,sylwi,zpozorovat
1286,erkennen::V,adnabod,poznat
1287,begreifen::V,amgyffred,pochopit
1288,verstehen::V,deall,porozumět
1289,lernen::V,dysgu,učit se
1290,wissen::V,gwybod,vědět
1291,sich erinnern an::V,cofio,vzpomínat si na
1292,vergessen::V,anghofio,zapomínat
1293,messen::V,mesur,měřit
1294,zählen::V,cyfrif,spočítat
1295,rechnen::V,cyfrifo,počítat
1296,lesen::V,darllen,číst
1297,malen::V,peintio,malovat
1298,zeichnen::V,tynnu,rýsovat
1299,schreiben::V,ysgrifennu,psát
1300,besitzen::V,meddu,mít
1301,besitzen::V,meddu,vlastnit
1302,kaufen::V,prynu,koupit
1303,verkaufen::V,gwerthu,prodat
1304,bezahlen::V,talu am,zaplatit
1305,zahlen::V,talu,platit
1306,beherrschen::V,rheoli,ovládat
1307,beherrschen::V,llywodraethu,ovládat
1308,ertragen::V,dioddef,snést
