,Concept_ID,lbe,lt
725,lustig::A,тяхъасса,smagus
726,lustig::A,тяхъасса,linksmas
727,sanft::A,иминсса,švelnus
728,sanft::A,иминсса,minkštas
729,hungrig::A,ккашилсса,alkanas
730,krank::A,къашавайсса,ligotas
731,krank::A,къашавайсса,sergantis
732,nackt::A,кӏачӏасса,nuogas
733,traurig::A,пашмансса,liūdnas
734,lebendig::A,уттавасса,gyvas
735,gut::A,ххуйсса,geras
736,schlecht::A,оьккисса,blogas
737,schlecht::A,оьккисса,prastas
738,richtig::A,саргъунсса,tikras
739,richtig::A,саргъунсса,teisingas
740,schlimm::A,оьккисса,blogas
741,schlimm::A,оьккисса,prastas
742,wahr::A,хӏакьсса,tikras
743,alt::A,кугьнасса,senas
744,neu::A,цӏусса,naujas
745,ehemalig::A,хъхъичӏвасса,buvęs
746,alt[Lebewesen]::A,агьилсса,pagyvenęs
747,jung::A,чӏавасса,jaunas
748,jung::A,жагьилсса,jaunas
749,arm::A,мискинсса,neturtingas
750,reich::A,авадансса,turtingas
751,bekannt::A,дусъсса,žinomas
752,bekannt::A,дусъсса,pažįstamas
753,berühmt::A,машгьурсса,žymus
754,berühmt::A,машгьурсса,garsus
755,fremd::A,чил,svetimas
756,verschieden::A,личӏи-личӏисса,įvairus
757,nah::A,гъансса,artimas
758,fern::A,архсса,tolimas
759,linker::A,кияхсса,kairys
760,linker::A,кюччахсса,kairys
761,rechter::A,урчӏахсса,dešinys
762,anderer::A,цамур,kitas
763,erster::A,цалчинмур,pirmas
764,erster::A,цалчиннсса,pirmas
765,zweiter::A,кӏилчиимур,antras
766,dritter::A,шамулчинмур,trečias
767,letzter::A,махъва-махъмур,paskutinis
768,allein::ADV,ялгъузну,vienas
769,zusammen::ADV,цачӏу,kartu
770,zusammen::ADV,цачӏу,drauge
771,zusammen::ADV,архӏал,kartu
772,zusammen::ADV,архӏал,drauge
773,lange::ADV,батӏи къабуклай,ilgai
774,lange::ADV,хъунмасса хӏаллай,ilgai
775,plötzlich::ADV,цакуну,staiga
776,sofort::ADV,мугьлат бакъа,tuojau
777,später::ADV,махъ,vėliau
778,später::ADV,махъ,paskiau
779,jetzt::ADV,утти,dabãr
780,jetzt::ADV,цӏана,dabãr
781,heute::ADV,хӏакьину,šiandien
782,morgen::ADV,гьуит,rytoj
783,morgen::ADV,гьунттий,rytoj
784,dann::ADV,яла,po to
785,gestern::ADV,лахьхьу,vakar
786,damals::ADV,та чӏумал,anuomet
787,damals::ADV,та чӏумал,anuokart
788,danach::ADV,яла,po to
789,danach::ADV,яла,paskui
790,vorher::ADV,хьхьнчӏ,anksčiau
791,vorher::ADV,хьхьичӏва,anksčiau
792,zuerst::ADV,бакӏрай,pirma
793,zuerst::ADV,бакӏрай,iš pradžių̃
794,zuerst::ADV,цӏу бутӏуй,pirma
795,zuerst::ADV,цӏу бутӏуй,iš pradžių̃
796,einmal::ADV,цал,kartą
797,einmal::ADV,цал,vieną kartą
798,manchmal::ADV,ваксса-таксса,kai kada
799,oft::ADV,чӏявуну,dažnai
800,immer::ADV,мудан,visada
801,immer::ADV,мудан,visuomet
802,immer::ADV,даиман,visada
803,immer::ADV,даиман,visuomet
804,niemals::ADV,тачӏав,niekada
805,niemals::ADV,тачӏав,niekuomet
806,hier::ADV,шикку,čia
807,hierhin::ADV,шиккун,šen
808,hierhin::ADV,шиккун,čionai
809,von hier::ADV,шичча,iš čia
810,dort::ADV,гикку,ten
811,dort::ADV,гикку,tenai
812,dorthin::ADV,тиккун,ten
813,dorthin::ADV,тиккун,ten link
814,geradeaus::ADV,тӏайланм,tiesiai
815,vorwärts::ADV,хьхьичӏунмай,pirmyn
816,rückwärts::ADV,махъа-хьхьичӏунмай,atbulai
817,zurück::ADV,махъунмай,atgal
818,unten::ADV,лув,žemai
819,unten::ADV,лув,apačioje
820,hinab::ADV,бакӏ-ялавай,žemyn
821,hinab::ADV,бакӏъялавай,žemyn
822,oben::ADV,ялув,viršuj
823,hinauf::ADV,лавай,aukštyn
824,hinauf::ADV,лавай,į viršų
825,überall::ADV,гьариий,visur
826,überall::ADV,хьу-хьуний,visur
827,überall::ADV,гьарца кӏанай,visur
828,nicht::ADV,къа-,ne
829,ein wenig::ADV,чанни,truputį
830,ein wenig::ADV,ца чансса,truputį
831,kaum::ADV,дахьа,vos
832,sehr::ADV,оьну,labai
833,sehr::ADV,оьну,baisiai
834,sehr::ADV,гужну,labai
835,sehr::ADV,гужну,baisiai
836,sehr::ADV,хъинну,labai
837,sehr::ADV,хъинну,baisiai
838,so::ADV,укукн,taip
839,noch::ADV,гьала,dar
840,noch::ADV,уттигу,dar
841,noch::ADV,цакьинва,dar
842,noch::ADV,ттигу-шилагу,dar
843,nur::ADV,анжагь,tik
844,nur::ADV,анжагь,vien
845,wieder::ADV,цӏуницӏа,vėl
846,wieder::ADV,цӏуницӏа,iš naujo
847,vergebens::ADV,аьдада,veltui
848,vergebens::ADV,аьдада,bergždžiai
849,vergebens::ADV,нахӏакь,veltui
850,vergebens::ADV,нахӏакь,bergždžiai
851,vor::PRP,хьхьичӏ,prieš
852,hinter::PRP,махъ,už
853,unter::PRP,лув,po
854,durch::PRP,-х,pro
855,durch::PRP,-х,per
856,neben::PRP,чӏарав,prie
857,neben::PRP,чӏарав,šalia
858,zwischen::PRP,дянив,tarp
859,wegen::PRP,цӏаний,dėl
860,wegen::PRP,цӏаний,dėlei
861,dies::PRN,ва,šis
862,dies::PRN,ва,šitas
863,das::PRN,та,tat
864,das::PRN,кӏа,tat
865,das::PRN,га,tat
866,alles::PRN,щала,visas
867,ich::PRN,на,aš
868,du::PRN,ина,tu
869,er::PRN,му,jis
870,wir::PRN,жу,mes
871,ihr::PRN,зу,jūs
872,was::FPRN,ци,kas
873,wer::FPRN,цу,kas
874,wo::FADV,чув,kur
875,wohin::FADV,чун,kur
876,wohin::FADV,чун,kur link
877,wie::FADV,цукун,kaip
878,warum::FADV,цан,kod̃ėl
879,warum::FADV,цан,dėl ko
880,wieviel::FNUM,циксса,kiek
881,eins::NUM,ца,vienas
882,zwei::NUM,кӏива,du
883,drei::NUM,шамма,trys
884,vier::NUM,мукьа,keturi
885,vier::NUM,мукьва,keturi
886,fünf::NUM,ххюва,penki
887,sechs::NUM,ряхва,šeši
888,sieben::NUM,арула,septyni
889,acht::NUM,мяйва,aštuoni
890,neun::NUM,урчӏва,devyni
891,zehn::NUM,ацӏва,dešimt
892,elf::NUM,ацӏния цава,vienuolika
893,zwölf::NUM,ацӏиия кӏива,dvylika
894,zwanzig::NUM,кьува,dvidešimt
895,dreißig::NUM,зувира,trisdešimt
896,vierzig::NUM,мукьцӏала,keturiasdešimt
897,fünfzig::NUM,ххюцӏала,penkiasdešimt
898,sechzig::NUM,ряхцӏала,šešiasdešimt
899,achtzig::NUM,мяйцӏала,aštuoniasdešimt
900,neunzig::NUM,урчӏцӏала,devyniasdešimt
901,hundert::NUM,ттурш,šimtas
902,hundert::NUM,ттуршва,šimtas
903,tausend::NUM,азарва,tūkstantis
904,und::CNJ,-гу,ĩr
905,oder::CNJ,я,ar
906,oder::CNJ,я,arba
907,oder::CNJ,ягу,ar
908,oder::CNJ,ягу,arba
909,stehen::V,ацӏан,stovėti
910,sitzen::V,щяивкӏун икӏан,sėdėti
911,liegen::V,утту нвхьуну икӏан,gulėti
912,hängen::V,зурчӏай тӏун,kyboti
913,hängen::V,зурчӏай тӏун,kabėti
914,werden::V,хьун,taptis
915,werden::V,хьун,darytis
916,passieren::V,хьун,atsitikti
917,passieren::V,хьун,pasitaikyti
918,beginnen::V,дайдишин,prasid́ėti
919,beginnen::V,дайдирхьуну дикӏан,prasid́ėti
920,enden::V,къуртал дан,baigtis
921,wechseln::V,даххана хьун,keistis
922,wechseln::V,даххана хьун,pasikeisti
923,wechseln::V,даххана дуллан,keistis
924,wechseln::V,даххана дуллан,pasikeisti
925,aufgehen[Sonne]::V,буклай бур,tekėti
926,aufgehen[Sonne]::V,буклай бур,patekėti
927,untergehen[Sonne]::V,лаглай бур,leistis
928,untergehen[Sonne]::V,лаглай бур,nusileisti
929,scheinen[Sonne]::V,битан,šviesti
930,scheinen[Sonne]::V,чани буллан,šviesti
931,donnern::V,тӏий бур,griausti
932,donnern::V,тӏий бур,griaudėti
933,wehen::V,бишлай бур,pūsti
934,strömen::V,экьинан,lietis
935,strömen::V,экьинан,plūsti
936,fließen::V,экьинан,tekėti
937,sich drehen::V,гьанан,suktis
938,sich drehen::V,гьанан,pasisukti
939,schwanken::V,хъюлчу тӏун,svyruoti
940,schwanken::V,хӏуркку тӏун,svyruoti
941,schwingen::V,хъюлчай тӏун,suptis
942,schwingen::V,хъюлчу тӏун,suptis
943,fallen::V,багьлан,pulti
944,fallen::V,багьлан,kristi
945,brennen::V,ччучлан,degti
946,rauchen::V,пуркӏу тӏун,rūkyti
947,regnen::V,лачӏун,lyti
948,regnen::V,лачIлай дур,lyti
949,gefrieren::V,микӏ лачӏун,užšalti
950,tauen::V,баслан,tirpti
951,schmelzen::V,баслан,lydytis
952,trocknen::V,кьакьан,džiūti
953,sieden::V,щаран,virti
954,faulen::V,аьллан,pūti
955,verfaulen::V,аьллан,švinkti
956,verfaulen::V,аьян,švinkti
957,reißen::V,ххя дукан,plyšti
958,reißen::V,ххя дукан,trūkti
959,versinken::V,оькьлан,skę̃sti
960,versinken::V,оькьлан,grimzti
961,versinken::V,оькьан,skę̃sti
962,versinken::V,оькьан,grimzti
963,vergehen::V,лялиян,praeiti
964,erscheinen::V,буккан,pasirodyti
965,erscheinen::V,загьир хьун,pasirodyti
966,verschwinden::V,бат хьун,dingti
967,verschwinden::V,бат хьун,išnykti
968,verschwinden::V,бат хьун,pranykti
969,verschwinden::V,акъа хьун,dingti
970,verschwinden::V,акъа хьун,išnykti
971,verschwinden::V,акъа хьун,pranykti
972,sinken::V,чахь учин,kristi
973,abnehmen::V,чан хьун,mažėti
974,abnehmen::V,чан хьун,silpnėti
975,abnehmen::V,ссуссукьу хьун,mažėti
976,abnehmen::V,ссуссукьу хьун,silpnėti
977,zunehmen::V,гьарза хьун,didėti
978,zunehmen::V,гьарза хьун,padaugėti
979,steigen::V,гьаз хьун,kilti
980,wachsen::V,ххяххан,augti
981,glänzen::V,цӏай буккан,blizgėti
982,funkeln::V,цӏай-цӏай тӏун,žibėti
983,lärmen::V,чӏу буллан,triukšmauti
984,lärmen::V,аьлагъужа буллан,triukšmauti
985,läuten::V,занг ришлан,skambinti
986,läuten::V,занг дуллан,skambinti
987,klingeln::V,занг ришлан,skambinti
988,klingeln::V,занг дуллан,skambinti
989,brausen::V,никъащилан,šniokšti
990,rauschen::V,щурщур тӏун,ošti
991,rauschen::V,щурщур тӏун,šlamėti
992,klingen::V,чӏу буклан,skardėti
993,bellen::V,хӏап тӏун,loti
994,blasen::V,уф тӏун,pūsti
995,pfeifen::V,щютӏа тӏун,švilpti
996,pfeifen::V,щютӏа тӏун,švilpauti
997,schreien::V,чӏу бан,šaukti
998,stöhnen::V,угь-къак тӏун,dejuoti
999,stöhnen::V,угь-къак тӏун,aimanuoti
1000,zittern::V,зурзу чин,virpėti
1001,zittern::V,зурзу тӏун,virpėti
1002,leben::V,ялапар хъанан,gyventi
1003,geboren werden::V,ан,gimti
1004,atmen::V,ссихӏ ласлан,alsuoti
1005,atmen::V,ссихӏ ласлан,kvėpuoti
1006,atmen::V,ссихӏ бигьлан,alsuoti
1007,atmen::V,ссихӏ бигьлан,kvėpuoti
1008,trinken::V,хӏачӏан,gerti
1009,trinken::V,хӏачӏлан,gerti
1010,essen::V,канан,valgyti
1011,schlucken::V,кьюлтӏа тӏун,praryti
1012,müde werden::V,аьхчӏин,nuvargti
1013,müde werden::V,аьхчӏин,privargti
1014,einschlafen::V,шанан икӏан,užmigti
1015,schlafen::V,шанан,miegoti
1016,aufwachen::V,чантӏ учин,pabusti
1017,aufstehen::V,бизан,keltis
1018,aufstehen::V,бизан,atsikelti
1019,sich erholen::V,бигьалаган,pailsėti
1020,sich erholen::V,бигьалаган,poilsiauti
1021,krank werden::V,къашай хьун,susirgti
1022,krank sein::V,къашай хъанан,sirgti
1023,krank sein::V,къашавай икӏан,sirgti
1024,schmerzen::V,цӏун,sopėti
1025,schmerzen::V,цӏун,skaudėti
1026,husten::V,хъугьу чин,kosėti
1027,husten::V,хъугьу тӏун,kosėti
1028,genesen::V,хъин хьун,sveikti
1029,genesen::V,хъин хьун,taisytis
1030,genesen::V,сагъ лаган,sveikti
1031,genesen::V,сагъ лаган,taisytis
1032,sterben::V,ивчӏан,mirti
1033,sterben::V,ивчӏан,numirti
1034,umkommen::V,лиллан,žūti
1035,umkommen::V,литӏлан,žūti
1036,umkommen::V,ажал биян,žūti
1037,umkommen::V,личӏи хьун,žūti
1038,umkommen::V,иакьлу хьун,žūti
1039,umkommen::V,ахир жан хъанан,žūti
1040,umkommen::V,рухӏирачӏа икӏан,žūti
1041,sich bewegen::V,сукку хьун,judėti
1042,sich bewegen::V,сукку хьун,pasijudinti
1043,sich rühren::V,сукку хьун,krutėti
1044,sich erheben::V,бизан,pakilti
1045,sich erheben::V,бизан,atsikelti
1046,sich setzen::V,щяикӏан,sėstis
1047,sich setzen::V,щяикӏан,atsisėsti
1048,sich setzen::V,щябикӏан,sėstis
1049,sich setzen::V,щябикӏан,atsisėsti
1050,hinfallen::V,багьан,parkristi
1051,hinfallen::V,багьан,pargriūti
1052,laufen::V,занан,eiti
1053,schreiten::V,ша ласлан,žengti
1054,schreiten::V,ша ласлан,žingsniuoti
1055,spazierengehen::V,сайр буллан,pasivaikščioti
1056,eilen::V,анавар буккан,skubėti
1057,sich beeilen::V,анавар буккан,paskub́ėti
1058,sich beeilen::V,анавар буккан,pasiskubinti
1059,sausen::V,никъа щилан,dumti
1060,sausen::V,никъа щилан,lėkti
1061,sausen::V,никъа щун,dumti
1062,sausen::V,никъа щун,lėkti
1063,rennen::V,лечлан,bėgti
1064,springen::V,тӏанкӏ дан,šokti
1065,klettern::V,лахълан,kopti
1066,schaukeln::V,гьайжак бигьлан,supti
1067,schaukeln::V,гьайжак бигьлан,linguoti
1068,kriechen::V,ххярк тӏун,ropoti
1069,kriechen::V,ххярк тӏун,šliaužti
1070,schwimmen::V,гьузун,plaukti
1071,tauchen::V,лултту уккан,nerti
1072,rudern::V,бяхлан,irtis
1073,rudern::V,бяхлан,irkluoti
1074,rudern::V,батӏлан,irtis
1075,rudern::V,батӏлан,irkluoti
1076,rudern::V,ххялаххи дуклан,irtis
1077,rudern::V,ххялаххи дуклан,irkluoti
1078,fahren::V,гьан,važiuoti
1079,fahren::V,гьан,važinėti
1080,fliegen::V,лехлан,lėkti
1081,fliegen::V,лехлан,skristi
1082,gehen::V,нан,eiti
1083,weggehen::V,ялагьан,išeiti
1084,abfahren::V,гьан,išvykti
1085,abfahren::V,гьан,išvažiuoti
1086,anhalten::V,бацӏан,sustoti
1087,hineingehen::V,буххан,įeiti
1088,eintreten::V,буххан,įžengti
1089,kommen::V,учӏан,ateiti
1090,ankommen::V,биян,ateiti
1091,ankommen::V,бучӏан,ateiti
1092,zurückkommen::V,зана хъун,grį̃žti
1093,zurückkommen::V,зана хъун,sugrį̃žti
1094,zurückkommen::V,зана бикӏан,grį̃žti
1095,zurückkommen::V,зана бикӏан,sugrį̃žti
1096,bleiben::V,личӏан,likti
1097,bleiben::V,личӏан,pasilikti
1098,warten::V,ялугьлан,laukti
1099,erwarten::V,ялугьлан,laukti
1100,suchen::V,луглан,ieškoti
1101,finden::V,лякъин,rasti
1102,finden::V,лякъин,surasti
1103,versuchen::V,ххал буллан,mėginti
1104,vorbereiten::V,хӏадур бан,rengti
1105,lieben::V,эшкьи хьуиу бикӏан,myĺėti
1106,mögen::V,ххиран бикӏан,ḿėgti
1107,mögen::V,ххиран бикӏан,patikti
1108,lachen::V,хъян,juoktis
1109,weinen::V,аьтӏун,verkti
1110,schimpfen::V,дяъван,bartis
1111,schimpfen::V,ссугайи агьан,bartis
1112,sich ärgern::V,ссибизлан,pykti
1113,sich ärgern::V,ссибизлан,apmaudauti
1114,sich fürchten::V,ингъауслан,bijoti
1115,sich fürchten::V,ингъауслан,baimintis
1116,fürchten::V,хӏучӏ тӏун,bijoti
1117,fürchten::V,хӏучӏ тӏун,baimintis
1118,fliehen::V,ака бан,bėgti
1119,fliehen::V,ака бан,sprukti
1120,flüchten::V,лихъан,pabėgti
1121,sehen::V,чӏалан,žiūŕėti
1122,anschauen::V,урган,žiūŕėti
1123,ansehen::V,буруглан,žiūrėti į
1124,ansehen::V,буруглан,pažiūrėti į
1125,hören::V,баллан,girdėti
1126,zuhören::V,вичӏи дихьлан,klausytis
1127,probieren::V,тӏин ххал буллан,ragauti
1128,probieren::V,тӏин ххал буллан,paragauti
1129,riechen::V,ссунтӏа тӏун,uosti
1130,riechen::V,ссунтӏа тӏун,užuosti
1131,fühlen::V,дакӏнил буслан,justi
1132,fühlen::V,дакӏнил буслан,jausti
1133,fühlen::V,дакӏнил буслан,pajusti
1134,scheinen::V,ххан,rodytis
1135,scheinen::V,ххан,atrodyti
1136,scheinen::V,бизан,rodytis
1137,scheinen::V,бизан,atrodyti
1138,scheinen::V,ххан бикӏлай бикӏан,rodytis
1139,scheinen::V,ххан бикӏлай бикӏан,atrodyti
1140,vernehmen::V,баян,išgirsti
1141,frieren::V,лигьулул хъанан,šalti
1142,tun::V,бан,daryti
1143,können::V,хьун,galėti
1144,können::V,хьун,pajėgti
1145,anfangen::V,дайдишин,pradėti
1146,anfangen::V,дайдишин,prasid́ėti
1147,beenden::V,къуртал бан,baigti
1148,beenden::V,къуртал бан,užbaigti
1149,aufhören::V,кьабагьан,liautis
1150,gelingen::V,бюхъан,pavykti
1151,gelingen::V,бюхъан,pasisekti
1152,öffnen::V,тӏитӏин,atverti
1153,öffnen::V,тӏитӏин,atidaryti
1154,schließen::V,лакьин,uždaryti
1155,stellen::V,дацӏан дан,statyti
1156,stellen::V,дацӏан дан,pastatyti
1157,stellen::V,бишин,statyti
1158,stellen::V,бишин,pastatyti
1159,setzen::V,щяитан,sodinti
1160,setzen::V,щяитан,pasodinti
1161,legen::V,бишин,dėti
1162,legen::V,бишин,pad́ėti
1163,berühren::V,ка щун,liesti
1164,berühren::V,ка щун,paliesti
1165,verbinden::V,бахӏин,jungti
1166,verbinden::V,бахӏин,surišti
1167,verbinden::V,дахӏин,jungti
1168,verbinden::V,дахӏин,surišti
1169,bedecken::V,ялтту бущин,uždengti
1170,bedecken::V,ялтту бакьин,uždengti
1171,aufhängen::V,лахъан,pakarti
1172,aufhängen::V,лахъан,pakabinti
1173,anzünden::V,лахъан,padegti
1174,aufheben::V,гьаз бан,pakelti
1175,zurücklassen::V,кьаитан,palikti
1176,zurücklassen::V,битан,palikti
1177,verlieren::V,дакъа дан,pamesti
1178,fallen lassen::V,рутан,atsisakyti
1179,machen::V,дан,dirbti
1180,herstellen::V,яраг ишла бувиу бан,gaminti
1181,bauen::V,дан,statyti
1182,bauen::V,дан,pastatyti
1183,reparieren::V,дакьин дан,taisyti
1184,reparieren::V,дакьин дан,remontuoti
1185,verbessern::V,ххуй дан,gerinti
1186,verbessern::V,ххуй дан,ištaisyti
1187,ändern::V,баххана бан,keisti
1188,ändern::V,баххана бан,pakeisti
1189,graben::V,дуклан,kasti
1190,beugen::V,лахӏан бан,lenkti
1191,beugen::V,лахӏан бан,palenkti
1192,beugen::V,кьус бикӏан,lenkti
1193,beugen::V,кьус бикӏан,palenkti
1194,biegen::V,баччин,lenkti
1195,biegen::V,баччин,palenkti
1196,biegen::V,лахӏан бан,lenkti
1197,biegen::V,лахӏан бан,palenkti
1198,drehen::V,гьанан,sukti
1199,wenden::V,кӏура баен бан,kreipti
1200,wenden::V,кӏура баен бан,pakreipti
1201,umdrehen::V,кӏура баен бан,sukti
1202,umdrehen::V,кӏура баен бан,apversti
1203,heben::V,гьаз бан,kelti
1204,heben::V,гьаз бан,pakelti
1205,hochheben::V,гьаз бан,pakelti
1206,ergreifen::V,хъап дан,čiupti
1207,ergreifen::V,хъап дан,griebti
1208,ergreifen::V,хъап увиу угьан,čiupti
1209,ergreifen::V,хъап увиу угьан,griebti
1210,halten::V,бугьлан,laikyti
1211,halten::V,бугьлан,palaikyti
1212,drücken::V,кьюч бигьлан,spausti
1213,schieben::V,щун,stumti
1214,lecken::V,ланцӏа тӏун,laižyti
1215,beißen::V,хъапа тӏун,kandžioti
1216,beißen::V,кьацӏа тӏун,kandžioti
1217,abreißen::V,буцан,nuplėšti
1218,abschneiden::V,бухъан,atpjauti
1219,abschneiden::V,бухъан,atkirpti
1220,abschneiden::V,кьукьин,atpjauti
1221,abschneiden::V,кьукьин,atkirpti
1222,binden::V,бахӏин,rišti
1223,binden::V,бахӏин,surišti
1224,binden::V,дахӏин,rišti
1225,binden::V,дахӏин,surišti
1226,brechen::V,гъагъан,lūžti
1227,brechen::V,гъагъан,laužyti
1228,klopfen::V,кьутӏа тӏун,belsti
1229,klopfen::V,кьутӏа тӏун,barbenti
1230,hauen::V,рищун,mušti
1231,kleben::V,лачӏун буллан,lipdyti
1232,kleben::V,лачӏун буллан,klijuoti
1233,reiben::V,ссуку буллан,trinti
1234,reiben::V,ссуку буллан,tarkuoti
1235,streichen::V,дугъан,tepti
1236,streichen::V,дугъан,užtepti
1237,streichen::V,аьгъу дан,tepti
1238,streichen::V,аьгъу дан,užtepti
1239,schneiden::V,духълан,pjauti
1240,schneiden::V,духълан,kirpti
1241,schneiden::V,кьукьлан,pjauti
1242,schneiden::V,кьукьлан,kirpti
1243,schütteln::V,хъюлчу буллан,purtyti
1244,schwenken::V,палцӏ дуллан,mojuoti
1245,schütten::V,рутӏин,pilti
1246,schütten::V,рутӏин,berti
1247,füllen::V,буцӏин бан,pildyti
1248,füllen::V,буцӏин бан,pripildyti
1249,einwickeln::V,кай-кай бан,įvynioti
1250,einwickeln::V,кай-кай бан,suvynioti
1251,tragen::V,ларсун занан,nešti
1252,tragen::V,ларсун занан,nešioti
1253,tragen::V,ларсун ачин,nešti
1254,tragen::V,ларсун ачин,nešioti
1255,schleppen::V,ххилан,vilkti
1256,aufbewahren::V,ядан,laikyti
1257,aufbewahren::V,ядуллан,laikyti
1258,werfen::V,личин,mesti
1259,werfen::V,личин,sviesti
1260,fangen::V,бугьан,sugauti
1261,fangen::V,бугьлан,sugauti
1262,verstecken::V,ладитан,slėpti
1263,verstecken::V,ладитан,slapstyti
1264,verstecken::V,кьюлтӏ дан,slėpti
1265,verstecken::V,кьюлтӏ дан,slapstyti
1266,verstecken::V,дахьлаган дан,slėpti
1267,verstecken::V,дахьлаган дан,slapstyti
1268,teilen::V,бачӏин,dalyti
1269,teilen::V,бачӏин,padalyti
1270,teilen::V,бутӏа бан,dalyti
1271,teilen::V,бутӏа бан,padalyti
1272,schicken::V,тӏайла буккан,sių̃sti
1273,schicken::V,тӏайла буккан,pasių̃sti
1274,bringen::V,диян дан,atnešti
1275,hinzufügen::V,ххи бан,pridėti
1276,bekommen::V,ласун,gauti
1277,erhalten::V,ласун,gauti
1278,nehmen::V,ласун,paimti
1279,wählen::V,бувчӏин,rinkti
1280,wählen::V,бувчӏин,išsirinkti
1281,auswählen::V,бувчӏин,išrinkti
1282,auswählen::V,язи бугьан,išrinkti
1283,bewahren::V,ядан,išsaugoti
1284,behindern::V,дайщишруду дуллан,trukdyti
1285,verderben::V,зия дан,sugadinti
1286,beschädigen::V,зарал буллан,žaloti
1287,beschädigen::V,зарал буллан,gadinti
1288,zerbrechen::V,гьагъан,sukulti
1289,zerbrechen::V,гьагъан,sudaužyti
1290,zerbrechen::V,гьагъан бан,sukulti
1291,zerbrechen::V,гьагъан бан,sudaužyti
1292,zerreißen::V,ххяхха дуккан,perplėšti
1293,zerreißen::V,ххяхха дуккан,suplėšyti
1294,zerstören::V,лекьан дан,suardyti
1295,zerstören::V,лекьан дан,sugriauti
1296,verbrennen::V,ччуччин,deginti
1297,verbrennen::V,ччуччин,sudeginti
1298,geben::V,дулун,duoti
1299,geben::V,дулун,paduoti
1300,reichen::V,дулун,paduoti
1301,schenken::V,пишкаш дан,dovanoti
1302,schenken::V,багъишла дан,dovanoti
1303,schenken::V,ихӏсандалун дуллун,dovanoti
1304,versprechen::V,банна чин,žadėti
1305,versprechen::V,банна чин,pažadėti
1306,loben::V,цӏа дан,girti
1307,loben::V,цӏа дан,pagirti
1308,küssen::V,ппай тӏун,bučiuoti
1309,wiegen::V,гьуркку тӏун,supti
1310,wiegen::V,гьуркку буллан,supti
1311,wiegen::V,гьуркку бан,supti
1312,wecken::V,чантӏ учин ан,žadinti
1313,zeigen::V,ккаккан бан,rodyti
1314,führen::V,буцин,vesti
1315,führen::V,буцин,vadovauti
1316,lehren::V,лахьхьин бан,mokyti
1317,lehren::V,лахьхьин бан,išmokyti
1318,lehren::V,лахьхьин буллан,mokyti
1319,lehren::V,лахьхьин буллан,išmokyti
1320,unterrichten::V,дарс дишаван,dėstyti
1321,aufziehen::V,хъуна ан,išauginti
1322,aufziehen::V,тарбия ан,išauginti
1323,leiten::V,каялувшиву дан,valdyti
1324,leiten::V,каялувшиву дан,vadovauti
1325,einladen::V,хъамалу оьвчин,kviesti
1326,einladen::V,хъамалу оьвчин,pakviesti
1327,vereinigen::V,ца бан,sujungti
1328,vereinigen::V,ца бан,suvienyti
1329,besuchen::V,ялун уххан,lankyti
1330,besuchen::V,ялун уххан,aplankyti
1331,treffen::V,хьуна бакьин,sutikti
1332,treffen::V,хьуна бакьин,pasitikti
1333,sich versammeln::V,батӏин,susirinkti
1334,spielen::V,тӏуркӏу тӏун,groti
1335,spielen::V,тӏуркӏу тӏун,žaisti
1336,singen::V,балай тӏун,dainuoti
1337,tanzen::V,къавтӏун,šokti
1338,sich trennen::V,ппив хьун,skirtis
1339,sich trennen::V,ппив хьун,išsiskirti
1340,verlassen::V,увккун гьан,palikti
1341,retten::V,ххассал бан,gelbėti
1342,bewachen::V,къарал бан,sergėti
1343,schützen::V,ябан,ginti
1344,schützen::V,ябан,apginti
1345,verteidigen::V,буруччин,ginti
1346,verteidigen::V,буруччин,apginti
1347,sich schlagen::V,биян,muštis
1348,schießen::V,битлан,šauti
1349,schießen::V,битлан,šaudyti
1350,siegen::V,ххув хьун,nugalėti
1351,siegen::V,ххувшаву ласун,nugalėti
1352,ärgern::V,ссибизан уллан,pykinti
1353,schlagen::V,рищун,mušti
1354,schlagen::V,рищун,smogti
1355,schlagen::V,рищун,trenkti
1356,stechen::V,кьутӏин,gelti
1357,stechen::V,кьутӏин,smeigti
1358,stoßen::V,щун,stumti
1359,stoßen::V,щун,pastumti
1360,stehlen::V,дацин,vogti
1361,stören::V,кьючин,trikdyti
1362,belästigen::V,бизар уллан,apsunkinti
1363,verbergen::V,лабитан,slėpti
1364,verbergen::V,лабитан,paslėpti
1365,verbergen::V,кӏучӏ бан,slėpti
1366,verbergen::V,кӏучӏ бан,paslėpti
1367,täuschen::V,хъяврин ан,klaidinti
1368,betrügen::V,аьикьин ан,apgauti
1369,töten::V,ивчӏан,žudyti
1370,töten::V,ивчӏан,nužudyti
1371,wohnen::V,оьрму бутлан,gyventi
1372,arbeiten::V,зун,dirbti
1373,arbeiten::V,зун,triūsti
1374,sammeln::V,ттихӏин,rinkti
1375,sammeln::V,вив дишин,rinkti
1376,pflücken::V,риттун,skinti
1377,pflücken::V,риттун,raškyti
1378,jagen::V,авли занан,medžioti
1379,fischen::V,чавахъру бугьлан,žvejoti
1380,fassen::V,бугьан,sučiupti
1381,hüten::V,урттуйн бакьлан,ganyti
1382,treiben::V,дачин дуллан,ginti
1383,treiben::V,лихъан буллан,ginti
1384,anbinden::V,бахӏин,pririšti
1385,füttern::V,канаки буллан,šerti
