,Concept_ID,uk,hr
845,oben::ADV,вгорі,gore
846,hinauf::ADV,вгору,uzbrdo
847,überall::ADV,скрізь,svuda
848,überall::ADV,скрізь,svagdje
849,nicht::ADV,не,ne
850,ein wenig::ADV,трохи,malo
851,ein wenig::ADV,небагато,malo
852,kaum::ADV,ледве,tek
853,kaum::ADV,ледве,jedva
854,sehr::ADV,дуже,jako
855,sehr::ADV,дуже,veoma
856,so::ADV,так,tako
857,so::ADV,так,ovako
858,noch::ADV,ще,još
859,nur::ADV,лише,samo
860,nur::ADV,тільки,samo
861,schon::ADV,вже,već
862,wieder::ADV,знову,opet
863,wieder::ADV,знову,ponovo
864,vergebens::ADV,дарма,uzalud
865,vergebens::ADV,дарма,zabadava
866,vor::PRP,перед,pred
867,vor::PRP,перед,ispred
868,hinter::PRP,ззаду,za
869,hinter::PRP,ззаду,iza
870,hinter::PRP,позаду,za
871,hinter::PRP,позаду,iza
872,unter::PRP,під,pod
873,unter::PRP,під,ispod
874,durch::PRP,крізь,po
875,durch::PRP,крізь,kroz
876,neben::PRP,біля,kraj
877,neben::PRP,біля,pored
878,neben::PRP,біля,pokraj
879,zwischen::PRP,між,među
880,zwischen::PRP,між,između
881,wegen::PRP,з-за,radi
882,wegen::PRP,з-за,zbog
883,wegen::PRP,через,radi
884,wegen::PRP,через,zbog
885,dies::PRN,це,ovo
886,das::PRN,то,to
887,das::PRN,то,ono
888,alles::PRN,все,sve
889,ich::PRN,я,ja
890,du::PRN,ти,ti
891,er::PRN,він,on
892,wir::PRN,ми,mi
893,ihr::PRN,ви,vi
894,sie::PRN,вони,oni
895,was::FPRN,що,što
896,wer::FPRN,хто,tko
897,wo::FADV,де,gdje
898,wohin::FADV,куди,kuda
899,wohin::FADV,куди,kamo
900,wie::FADV,як,kako
901,warum::FADV,чому,zašto
902,wieviel::FNUM,скільки,koliko
903,eins::NUM,один,jedan
904,zwei::NUM,два,dva
905,drei::NUM,три,tri
906,vier::NUM,чотири,četiri
907,fünf::NUM,п’ять,pet
908,sechs::NUM,шість,šest
909,sieben::NUM,сім,sedam
910,acht::NUM,вісім,osam
911,neun::NUM,дев’ять,devet
912,zehn::NUM,десять,deset
913,elf::NUM,одинадцять,jedanaest
914,zwölf::NUM,дванадцять,dvanaest
915,zwanzig::NUM,двадцять,dvadeset
916,dreißig::NUM,тридцять,trideset
917,vierzig::NUM,сорок,četrdeset
918,fünfzig::NUM,п’ятдесят,pedeset
919,sechzig::NUM,шістдесят,šezdeset
920,siebzig::NUM,сімдесят,sedamdeset
921,achtzig::NUM,вісімдесят,osamdeset
922,neunzig::NUM,дев’яносто,devetdeset
923,hundert::NUM,сто,sto
924,tausend::NUM,тисяча,tisuća
925,und::CNJ,і,i
926,und::CNJ,і,te
927,oder::CNJ,або,ili
928,stehen::V,стояти,stajati
929,sitzen::V,сидіти,sjediti
930,liegen::V,лежати,ležati
931,hängen::V,висіти,visiti
932,werden::V,стати,postati
933,werden::V,стати,činiti se
934,werden::V,робитися,postati
935,werden::V,робитися,činiti se
936,passieren::V,трапитися,desiti se
937,passieren::V,трапитися,dogoditi se
938,beginnen::V,початися,početi
939,enden::V,кінчитися,prestati
940,enden::V,кінчитися,svršiti se
941,wechseln::V,мінятися,mijenjati se
942,aufgehen[Sonne]::V,зійти,izići
943,untergehen[Sonne]::V,зайти,zaći
944,scheinen[Sonne]::V,світити,sijati
945,donnern::V,гриміти,grmjeti
946,wehen::V,віяти,duhati
947,strömen::V,литися,strujati
948,fließen::V,текти,teći
949,sich drehen::V,обертатися,obrtati se
950,sich drehen::V,обертатися,vrtjeti se
951,schwanken::V,коливатися,teturati
952,schwanken::V,коливатися,kolebati se
953,schwingen::V,хитатися,njihati
954,schwingen::V,хитатися,titrati
955,schwingen::V,гойдатися,njihati
956,schwingen::V,гойдатися,titrati
957,fallen::V,падати,padati
958,brennen::V,горіти,gorjeti
959,rauchen::V,диміти,dimiti se
960,regnen::V,дощити,kišiti
961,regnen::V,дощити,daždjeti
962,gefrieren::V,змерзнути,smrznuti se
963,tauen::V,танути,kopnjeti
964,tauen::V,танути,kraviti se
965,schmelzen::V,плавитися,topiti se
966,trocknen::V,сохнути,sušiti se
967,sieden::V,кипіти,kipjeti
968,sieden::V,кипіти,ključati
969,faulen::V,гнити,gnjiti
970,verfaulen::V,згнити,sagnjiti
971,reißen::V,рватися,otrgnuti se
972,versinken::V,тонути,tonuti
973,versinken::V,тонути,propasti
974,vergehen::V,проходити,prolaziti
975,erscheinen::V,з’явитися,pojaviti se
976,verschwinden::V,щезнути,nestati
977,verschwinden::V,щезнути,izgubiti se
978,verschwinden::V,зникнути,nestati
979,verschwinden::V,зникнути,izgubiti se
980,sinken::V,спадати,trgnuti
981,sinken::V,спадати,spustiti se
982,abnehmen::V,поменшитися,opasti
983,zunehmen::V,збільшуватися,povećati se
984,steigen::V,підніматися,uzići
985,steigen::V,підніматися,nadoći
986,wachsen::V,рости,rasti
987,glänzen::V,блищати,blistati
988,glänzen::V,блищати,sjati se
989,funkeln::V,блискати,svjetlucati
990,lärmen::V,шуміти,bučati
991,lärmen::V,шуміти,galamiti
992,läuten::V,дзвонити,zvoniti
993,klingeln::V,дзвонити,zvoniti
994,klirren::V,дзвякати,zvečati
995,brausen::V,бушувати,hujati
996,rauschen::V,шелестіти,šumiti
997,rauschen::V,шелестіти,šuškati
998,klingen::V,лунати,zvučati
999,klingen::V,звучати,zvučati
1000,bellen::V,гавкати,lajati
1001,heulen::V,вити,zavijati
1002,blasen::V,дунути,puhati
1003,pfeifen::V,свистіти,fućkati
1004,schreien::V,кричати,vikati
1005,schreien::V,кричати,kričati
1006,stöhnen::V,стогнати,stenjati
1007,zittern::V,тремтіти,drhtati
1008,zittern::V,тремтіти,trepetati
1009,leben::V,жити,živjeti
1010,geboren werden::V,народитися,roditi se
1011,atmen::V,дихати,disati
1012,trinken::V,пити,piti
1013,essen::V,їсти,jesti
1014,schlucken::V,ковтати,gutati
1015,müde werden::V,втомитися,umoriti se
1016,einschlafen::V,заснути,usnuti
1017,einschlafen::V,заснути,zaspati
1018,schlafen::V,спати,spati
1019,aufwachen::V,прокинутися,probuditi se
1020,aufstehen::V,встати,ustati
1021,sich erholen::V,відпочивати,odmoriti se
1022,krank werden::V,захворіти,oboljeti se
1023,krank werden::V,захворіти,razboljeti se
1024,krank sein::V,хворіти,bolovati
1025,schmerzen::V,боліти,boljeti
1026,husten::V,кашляти,kašljati
1027,genesen::V,одужати,ozdraviti
1028,genesen::V,одужати,oporaviti se
1029,genesen::V,видужати,ozdraviti
1030,genesen::V,видужати,oporaviti se
1031,sterben::V,померти,umrijeti
1032,umkommen::V,згинути,skapati
1033,sich bewegen::V,рухатися,gibati se
1034,sich bewegen::V,рухатися,kretati se
1035,sich rühren::V,ворушитися,maknuti se
1036,sich erheben::V,встати,dići se
1037,sich setzen::V,сісти,sjesti
1038,hinfallen::V,упасти,pasti
1039,laufen::V,ходити,hodati
1040,schreiten::V,крокувати,stupati
1041,spazierengehen::V,гуляти,šetati se
1042,eilen::V,спішити,hitati
1043,sich beeilen::V,поспішати,požuriti se
1044,sausen::V,мчатися,juriti
1045,rennen::V,бігати,trčati
1046,springen::V,скакати,skakati
1047,springen::V,стрибати,skakati
1048,klettern::V,лазити,popeti se
1049,klettern::V,лазити,penjati se
1050,schaukeln::V,гойдатися,ljuljati se
1051,kriechen::V,повзати,puzati
1052,kriechen::V,повзати,gmizati
1053,schwimmen::V,пливти,plivati
1054,schwimmen::V,плавати,plivati
1055,tauchen::V,пірнати,roniti
1056,tauchen::V,пірнати,gnjuriti
1057,rudern::V,гребти,veslati
1058,rudern::V,веслувати,veslati
1059,fahren::V,їхати,voziti se
1060,fliegen::V,літати,letjeti
1061,fliegen::V,літати,lijetati
1062,gehen::V,іти,ići
1063,weggehen::V,піти,otići
1064,abfahren::V,від’їхати,krenuti
1065,abfahren::V,від’їхати,otputovati
1066,abfahren::V,відправитися,krenuti
1067,abfahren::V,відправитися,otputovati
1068,anhalten::V,зупинитися,stati
1069,anhalten::V,зупинитися,zaustaviti
1070,hineingehen::V,входити,ulaziti
1071,eintreten::V,увійти,ući
1072,kommen::V,прийти,doći
1073,ankommen::V,прибути,stići
1074,zurückkommen::V,повернутися,vratiti se
1075,zurückkommen::V,повернутися,povratiti se
1076,bleiben::V,залишитися,ostati
1077,warten::V,чекати,čekati
1078,erwarten::V,чекати,očekivati
1079,suchen::V,шукати,tražiti
1080,finden::V,знайти,naći
1081,versuchen::V,випробовувати,pokušati
1082,vorbereiten::V,підготувати,spremiti
1083,vorbereiten::V,підготувати,pripremiti
1084,lieben::V,любити,voljeti
1085,mögen::V,любити,voljeti
1086,mögen::V,подобатися,voljeti
1087,lachen::V,сміятися,smijati se
1088,rühren::V,розчулити,taknuti
1089,weinen::V,плакати,plakati
1090,schimpfen::V,лаятися,psovati
1091,sich ärgern::V,сердитися,ljutiti se
1092,sich fürchten::V,боятися,bojati se
1093,fürchten::V,боятися,bojati se
1094,fliehen::V,тікати,pobjeći
1095,flüchten::V,утекти,utjeći
1096,sehen::V,бачити,vidjeti
1097,anschauen::V,поглянути,ogledati
1098,ansehen::V,дивитися на,gledati
1099,hören::V,чути,čuti
1100,zuhören::V,слухати,slušati
1101,probieren::V,покуштувати,probati
1102,riechen::V,нюхати,osjećati miris
1103,fühlen::V,відчувати,osjećati
1104,scheinen::V,здаватися,činiti se
1105,zu sehen sein::V,виднітися,biti vidljiv
1106,vernehmen::V,почути,saznati
1107,frieren::V,мерзнути,zima je
1108,tun::V,робити,raditi
1109,können::V,могти,moći
1110,wollen::V,хотіти,htjeti
1111,anfangen::V,почати,početi
1112,beenden::V,закінчити,svršiti
1113,beenden::V,закінчити,dovršiti
1114,aufhören::V,перестати,prestati
1115,gelingen::V,вдатися,uspjeti
1116,geraten::V,опинитися,desiti se
1117,öffnen::V,відкрити,otvoriti
1118,schließen::V,закрити,zatvoriti
1119,stellen::V,поставити,metnuti
1120,stellen::V,поставити,postaviti
1121,setzen::V,посадити,posaditi
1122,legen::V,класти,polagati
1123,berühren::V,чіпати,doticati
1124,berühren::V,чіпати,dodirivati
1125,verbinden::V,зв’язати,spojiti
1126,verbinden::V,зв’язати,zavezati
1127,bedecken::V,покрити,pokriti
1128,aufhängen::V,повісити,objesiti
1129,anzünden::V,запалити,upaliti
1130,anzünden::V,запалити,zapaliti
1131,aufheben::V,підняти,podići
1132,aufheben::V,підняти,podignuti
1133,zurücklassen::V,залишити,ostaviti
1134,zurücklassen::V,залишити,pustiti natrag
1135,verlieren::V,загубити,izgubiti
1136,fallen lassen::V,упустити,ispustiti
1137,machen::V,зробити,uraditi
1138,machen::V,зробити,načiniti
1139,machen::V,зробити,napraviti
1140,herstellen::V,виготовити,proizvesti
1141,bauen::V,будувати,graditi
1142,reparieren::V,лагодити,popraviti
1143,verbessern::V,поліпшити,poboljšati
1144,ändern::V,змінити,promijeniti
1145,graben::V,копати,kopati
1146,graben::V,копати,kopkati
1147,beugen::V,зігнути,saviti
1148,biegen::V,погнути,saviti
1149,biegen::V,погнути,sagnuti
1150,drehen::V,вертіти,vrtjeti
1151,wenden::V,повернути,obrnuti
1152,umdrehen::V,перевернути,okrenuti
1153,umdrehen::V,перевернути,prevŕnuti
1154,heben::V,піднімати,dizati
1155,hochheben::V,підняти,dignuti
1156,ergreifen::V,схопити,uhvatiti
1157,ergreifen::V,схопити,prihvatiti
1158,halten::V,тримати,držati
1159,drücken::V,натискати,pritiskivati
1160,schieben::V,пхати,gurati
1161,schieben::V,штовхати,gurati
1162,kratzen::V,шкребти,česati
1163,kratzen::V,шкребти,grepsti
1164,lecken::V,лизати,lizati
1165,beißen::V,кусати,ujesti
1166,beißen::V,кусати,gristi
1167,abreißen::V,відірвати,otkinuti
1168,abschneiden::V,відрізати,odrezati
1169,binden::V,в’язати,vezati
1170,stecken::V,увіткнути,turiti
1171,brechen::V,зламати,slomiti
1172,klopfen::V,стукати,lupati
1173,klopfen::V,стукати,kucati
1174,hauen::V,бити,tući
1175,hauen::V,бити,udarati
1176,kleben::V,клеїти,lijepiti
1177,reiben::V,терти,trti
1178,streichen::V,намазати,namazati
1179,schleifen::V,точити,brusiti
1180,schneiden::V,різати,rezati
1181,rütteln::V,хитати,drmati
1182,schütteln::V,трясти,tresti
1183,schwenken::V,махати,mahati
1184,schütten::V,налити,sipati
1185,schütten::V,налити,lijevati
1186,füllen::V,наповнити,napuniti
1187,einwickeln::V,загорнути,umotati
1188,einwickeln::V,загорнути,zamotati
1189,tragen::V,нести,nositi
1190,schleppen::V,тягти,tegliti
1191,ziehen::V,тягнути,vući
1192,aufbewahren::V,зберігати,čuvati
1193,werfen::V,кидати,bacati
1194,fangen::V,ловити,loviti
1195,fangen::V,ловити,hvatati
1196,packen::V,схопити,ščepati
1197,packen::V,схопити,zgrabiti
1198,verstecken::V,сховати,sakriti
1199,teilen::V,розділити,podijeliti
1200,schicken::V,посилати,slati
1201,bringen::V,принести,donijeti
1202,hinzufügen::V,додати,dodati
1203,hinzufügen::V,додати,pridati
1204,bekommen::V,дістати,dobiti
1205,erhalten::V,одержати,primiti
1206,nehmen::V,взяти,uzeti
1207,wählen::V,вибрати,izabrati
1208,auswählen::V,відібрати,odabrati
1209,bewahren::V,зберегти,sačuvati
1210,behindern::V,перешкоджати,smetati
1211,verderben::V,зіпсувати,pokvariti
1212,beschädigen::V,зашкодити,oštetiti
1213,zerbrechen::V,розбити,razbiti
1214,zerbrechen::V,розбити,prelomiti
1215,zerreißen::V,розірвати,poderati
1216,zerreißen::V,розірвати,rastrgnuti
1217,zerstören::V,зруйнувати,razoriti
1218,zerstören::V,зруйнувати,razrušiti
1219,verbrennen::V,спалити,spaliti
1220,verbrennen::V,спалити,sagorjeti
1221,geben::V,дати,dati
1222,reichen::V,передати,pružiti
1223,schenken::V,дарувати,darivati
1224,versprechen::V,обіцяти,obećati
1225,wünschen::V,бажати,željeti
1226,loben::V,хвалити,hvaliti
1227,küssen::V,цілувати,ljubiti
1228,wiegen::V,качати,njihati
1229,wiegen::V,качати,ljuljati
1230,zudecken::V,накрити,pokriti
1231,wecken::V,розбудити,probuditi
1232,zeigen::V,показати,pokazati
1233,führen::V,вести,voditi
1234,lehren::V,вчити,učiti
1235,unterrichten::V,викладати,poučiti
1236,aufziehen::V,виховати,uzgajati
1237,leiten::V,керувати,upravljati
1238,antreiben::V,підганяти,natjeravati
1239,lassen::V,змусити,dati
1240,einladen::V,запросити,pozvati
1241,vereinigen::V,об’єднати,ujediniti
1242,besuchen::V,завітати,posjetiti
1243,besuchen::V,відвідати,posjetiti
1244,treffen::V,зустріти,sresti
1245,sich versammeln::V,зібратися,okupiti se
1246,spielen::V,грати,igrati se
1247,singen::V,співати,pjevati
1248,tanzen::V,танцювати,plesati
1249,sich trennen::V,розлучитися,razići se
1250,verlassen::V,покинути,ostaviti
1251,verlassen::V,покинути,napustiti
1252,retten::V,врятувати,spasiti
1253,bewachen::V,охороняти,čuvati
1254,bewachen::V,охороняти,stražariti
1255,schützen::V,уберігати,čuvati
1256,verteidigen::V,захистити,obraniti
1257,sich schlagen::V,битися,biti se
1258,sich schlagen::V,битися,udariti se
1259,sich schlagen::V,дратися,biti se
1260,sich schlagen::V,дратися,udariti se
1261,schießen::V,стріляти,pucati
1262,schießen::V,стріляти,strijeljati
1263,siegen::V,перемогти,pobijediti
1264,ärgern::V,сердити,ljutiti
1265,schlagen::V,ударити,biti
1266,schlagen::V,ударити,udariti
1267,treten::V,штовхати,šutnuti
1268,stechen::V,вколоти,ubosti
1269,stoßen::V,штовхнути,gurnuti
1270,stehlen::V,украсти,ukrasti
1271,stören::V,перешкодити,smetati
1272,belästigen::V,докучати,smetati
1273,belästigen::V,докучати,dosaditi
1274,verbergen::V,сховати,skriti
1275,täuschen::V,обдурити,obmanuti
1276,betrügen::V,зшахраювати,prevarati
1277,töten::V,убити,ubiti
1278,wohnen::V,жити,stanovati
1279,wohnen::V,мешкати,stanovati
1280,arbeiten::V,працювати,raditi
1281,sammeln::V,зібрати,sabrati
1282,pflücken::V,зривати,ubrati
1283,jagen::V,полювати,loviti
1284,fischen::V,рибалити,ribati
1285,fischen::V,рибалити,loviti ribu
1286,fassen::V,піймати,uloviti
1287,hüten::V,пасти,pasti
1288,treiben::V,гнати,goniti
1289,anbinden::V,прив’язати,privezati
1290,füttern::V,годувати,hraniti
1291,füttern::V,харчувати,hraniti
1292,melken::V,доїти,musti
1293,hacken::V,рубати,sjeckati
1294,gießen::V,полити,politi
1295,reifen::V,дозріти,sazreti
1296,zubereiten::V,зготовити,prigotoviti
1297,zubereiten::V,приготувати,prigotoviti
1298,kochen::V,варити,kuhati
1299,kochen::V,готувати,kuhati
1300,backen::V,пекти,peći
1301,braten::V,смажити,peći
1302,braten::V,смажити,pržiti
1303,umrühren::V,переміщати,promiješati
1304,stricken::V,в’язати,plesti
1305,nähen::V,шити,šiti
1306,färben::V,пофарбувати,obojiti
1307,reinigen::V,очистити,očistiti
1308,reinigen::V,очистити,počistiti
1309,waschen::V,мити,prati
1310,abwischen::V,витерти,otrti
1311,spülen::V,полоскати,isprati
1312,spülen::V,полоскати,oplakati
1313,fegen::V,підмітати,mesti
1314,fegen::V,підмітати,pomesti
1315,kehren::V,мести,mesti
1316,baden::V,купатися,kupati se
1317,sich waschen::V,митися,umiti se
1318,sich waschen::V,митися,prati se
1319,ausziehen::V,зняти,svući
1320,anziehen::V,надіти,obući
1321,sich anziehen::V,одягтися,obući se
1322,sich anziehen::V,одягнутися,obući se
1323,kämmen::V,зачесати,češljati
1324,schmücken::V,оздобити,uresiti
1325,schmücken::V,оздобити,nakititi
1326,sagen::V,сказати,reći
1327,sagen::V,сказати,kazati
1328,sprechen::V,говорити,govoriti
1329,reden::V,розмовляти,govoriti
1330,reden::V,розмовляти,besjediti
1331,sich unterhalten::V,бесідувати,razgovarati se
1332,fragen::V,запитати,pitati
1333,bitten::V,просити,moliti
1334,erzählen::V,розповісти,ispričati
1335,erzählen::V,розповісти,pripovjediti
1336,mitteilen::V,повідомити,saopćiti
1337,nennen::V,назвати,nazvati
1338,rufen::V,кликати,zvati
1339,rufen::V,кликати,dozvati
1340,prahlen::V,хвалитися,hvalisati se
1341,übersetzen::V,перекласти,prevesti
1342,denken::V,думати,misliti
1343,denken::V,мислити,misliti
1344,glauben::V,вірити,vjerovati
1345,bemerken::V,помітити,zapaziti
1346,bemerken::V,помітити,primijetiti
1347,erkennen::V,пізнати,prepoznati
1348,begreifen::V,осягнути,pojmiti
1349,begreifen::V,осягнути,shvatiti
1350,verstehen::V,почути,razabrati
1351,lernen::V,навчатися,učiti se
1352,wissen::V,знати,znati
1353,sich erinnern an::V,пам’ятати,sjetiti se
1354,vergessen::V,забути,zaboraviti
1355,messen::V,міряти,mjeriti
1356,zählen::V,лічити,brojiti
1357,rechnen::V,рахувати,računati
1358,lesen::V,читати,čitati
1359,malen::V,малювати,slikati
1360,zeichnen::V,рисувати,crtati
1361,schreiben::V,писати,pisati
1362,besitzen::V,мати,imati
1363,besitzen::V,мати,posjedovati
1364,kaufen::V,купити,kupiti
1365,verkaufen::V,продати,prodati
1366,verkaufen::V,продати,raspačati
1367,bezahlen::V,заплатити,platiti
1368,zahlen::V,платити,plaćati
1369,beherrschen::V,володіти,vladati
1370,beherrschen::V,володіти,gospodariti
1371,ertragen::V,витерпіти,trpjeti
1372,ertragen::V,витерпіти,podnijeti
