,Concept_ID,sv,lbe
772,immer::ADV,alltid,даиман
773,niemals::ADV,aldrig,тачӏав
774,hier::ADV,här,шикку
775,hierhin::ADV,hit,шиккун
776,von hier::ADV,härifrån,шичча
777,dort::ADV,där,гикку
778,dorthin::ADV,dit,тиккун
779,geradeaus::ADV,rätt fram,тӏайланм
780,vorwärts::ADV,fram,хьхьичӏунмай
781,vorwärts::ADV,framåt,хьхьичӏунмай
782,rückwärts::ADV,baklänges,махъа-хьхьичӏунмай
783,zurück::ADV,tillbaka,махъунмай
784,unten::ADV,nere,лув
785,unten::ADV,nedanför,лув
786,hinab::ADV,ned,бакӏ-ялавай
787,hinab::ADV,ned,бакӏъялавай
788,hinab::ADV,nedåt,бакӏ-ялавай
789,hinab::ADV,nedåt,бакӏъялавай
790,oben::ADV,ovan,ялув
791,oben::ADV,ovanpå,ялув
792,hinauf::ADV,upp,лавай
793,hinauf::ADV,uppåt,лавай
794,überall::ADV,överallt,гьариий
795,überall::ADV,överallt,хьу-хьуний
796,überall::ADV,överallt,гьарца кӏанай
797,nicht::ADV,ej,къа-
798,nicht::ADV,inte,къа-
799,ein wenig::ADV,litet,чанни
800,ein wenig::ADV,litet,ца чансса
801,kaum::ADV,knappt,дахьа
802,kaum::ADV,knappast,дахьа
803,sehr::ADV,mycket,оьну
804,sehr::ADV,mycket,гужну
805,sehr::ADV,mycket,хъинну
806,so::ADV,så,укукн
807,noch::ADV,än,гьала
808,noch::ADV,än,уттигу
809,noch::ADV,än,цакьинва
810,noch::ADV,än,ттигу-шилагу
811,noch::ADV,ännu,гьала
812,noch::ADV,ännu,уттигу
813,noch::ADV,ännu,цакьинва
814,noch::ADV,ännu,ттигу-шилагу
815,nur::ADV,bara,анжагь
816,nur::ADV,endast,анжагь
817,schon::ADV,redan,
818,wieder::ADV,åter,цӏуницӏа
819,vergebens::ADV,förgäves,аьдада
820,vergebens::ADV,förgäves,нахӏакь
821,vor::PRP,utanför,хьхьичӏ
822,hinter::PRP,bakom,махъ
823,unter::PRP,under,лув
824,durch::PRP,genom,-х
825,durch::PRP,igenom,-х
826,neben::PRP,bredvid,чӏарав
827,neben::PRP,vid sidan av,чӏарав
828,zwischen::PRP,mellan,дянив
829,wegen::PRP,på grund av,цӏаний
830,dies::PRN,detta,ва
831,das::PRN,det,та
832,das::PRN,det,кӏа
833,das::PRN,det,га
834,alles::PRN,allt,щала
835,ich::PRN,jag,на
836,du::PRN,du,ина
837,er::PRN,han,му
838,wir::PRN,vi,жу
839,ihr::PRN,ni,зу
840,sie::PRN,de,
841,was::FPRN,vad,ци
842,wer::FPRN,vem,цу
843,wo::FADV,var,чув
844,wohin::FADV,vart,чун
845,wie::FADV,hur,цукун
846,warum::FADV,varför,цан
847,wieviel::FNUM,hur mycket,циксса
848,eins::NUM,en,ца
849,eins::NUM,ett,ца
850,zwei::NUM,två,кӏива
851,drei::NUM,tre,шамма
852,vier::NUM,fyra,мукьа
853,vier::NUM,fyra,мукьва
854,fünf::NUM,fem,ххюва
855,sechs::NUM,sex,ряхва
856,sieben::NUM,sju,арула
857,acht::NUM,åtta,мяйва
858,neun::NUM,nio,урчӏва
859,zehn::NUM,tio,ацӏва
860,elf::NUM,elva,ацӏния цава
861,zwölf::NUM,tolv,ацӏиия кӏива
862,zwanzig::NUM,tjugo,кьува
863,dreißig::NUM,trettio,зувира
864,vierzig::NUM,fyrtio,мукьцӏала
865,fünfzig::NUM,femtio,ххюцӏала
866,sechzig::NUM,sextio,ряхцӏала
867,siebzig::NUM,sjuttio,
868,achtzig::NUM,åttio,мяйцӏала
869,neunzig::NUM,nittio,урчӏцӏала
870,hundert::NUM,hundra,ттурш
871,hundert::NUM,hundra,ттуршва
872,tausend::NUM,tusen,азарва
873,und::CNJ,och,-гу
874,oder::CNJ,eller,я
875,oder::CNJ,eller,ягу
876,stehen::V,stå,ацӏан
877,sitzen::V,sitta,щяивкӏун икӏан
878,liegen::V,ligga,утту нвхьуну икӏан
879,hängen::V,hänga,зурчӏай тӏун
880,werden::V,bli,хьун
881,passieren::V,ske,хьун
882,passieren::V,hända,хьун
883,beginnen::V,börja,дайдишин
884,beginnen::V,börja,дайдирхьуну дикӏан
885,enden::V,ända,къуртал дан
886,wechseln::V,växla,даххана хьун
887,wechseln::V,växla,даххана дуллан
888,aufgehen[Sonne]::V,gå upp,буклай бур
889,untergehen[Sonne]::V,gå ned,лаглай бур
890,scheinen[Sonne]::V,skina,битан
891,scheinen[Sonne]::V,skina,чани буллан
892,donnern::V,dundra,тӏий бур
893,wehen::V,blåsa,бишлай бур
894,strömen::V,forsa,экьинан
895,strömen::V,strömma,экьинан
896,fließen::V,flyta,экьинан
897,sich drehen::V,snurra,гьанан
898,schwanken::V,vackla,хъюлчу тӏун
899,schwanken::V,vackla,хӏуркку тӏун
900,schwingen::V,svinga,хъюлчай тӏун
901,schwingen::V,svinga,хъюлчу тӏун
902,fallen::V,falla,багьлан
903,brennen::V,brinna,ччучлан
904,rauchen::V,ryka,пуркӏу тӏун
905,regnen::V,regna,лачӏун
906,regnen::V,regna,лачIлай дур
907,gefrieren::V,frysa,микӏ лачӏун
908,tauen::V,töa,баслан
909,schmelzen::V,smälta,баслан
910,trocknen::V,torka,кьакьан
911,sieden::V,koka,щаран
912,sieden::V,sjuda,щаран
913,faulen::V,ruttna,аьллан
914,verfaulen::V,ruttna,аьллан
915,verfaulen::V,ruttna,аьян
916,reißen::V,brista,ххя дукан
917,versinken::V,sjunka,оькьлан
918,versinken::V,sjunka,оькьан
919,vergehen::V,förgå,лялиян
920,erscheinen::V,synas,буккан
921,erscheinen::V,synas,загьир хьун
922,erscheinen::V,visa sig,буккан
923,erscheinen::V,visa sig,загьир хьун
924,verschwinden::V,försvinna,бат хьун
925,verschwinden::V,försvinna,акъа хьун
926,sinken::V,sjunka,чахь учин
927,abnehmen::V,avta,чан хьун
928,abnehmen::V,avta,ссуссукьу хьун
929,abnehmen::V,minskas,чан хьун
930,abnehmen::V,minskas,ссуссукьу хьун
931,zunehmen::V,tilltaga,гьарза хьун
932,steigen::V,stiga,гьаз хьун
933,wachsen::V,växa,ххяххан
934,glänzen::V,glimma,цӏай буккан
935,funkeln::V,tindra,цӏай-цӏай тӏун
936,funkeln::V,gnistra,цӏай-цӏай тӏун
937,lärmen::V,bråka,чӏу буллан
938,lärmen::V,bråka,аьлагъужа буллан
939,lärmen::V,väsnas,чӏу буллан
940,lärmen::V,väsnas,аьлагъужа буллан
941,läuten::V,ringa,занг ришлан
942,läuten::V,ringa,занг дуллан
943,klingeln::V,ringa,занг ришлан
944,klingeln::V,ringa,занг дуллан
945,klirren::V,klirra,
946,brausen::V,brusa,никъащилан
947,rauschen::V,susa,щурщур тӏун
948,klingen::V,låta,чӏу буклан
949,klingen::V,klinga,чӏу буклан
950,bellen::V,skälla,хӏап тӏун
951,heulen::V,yla,
952,heulen::V,tjuta,
953,blasen::V,blåsa,уф тӏун
954,pfeifen::V,vissla,щютӏа тӏун
955,schreien::V,skrika,чӏу бан
956,stöhnen::V,stöna,угь-къак тӏун
957,zittern::V,darra,зурзу чин
958,zittern::V,darra,зурзу тӏун
959,zittern::V,skälva,зурзу чин
960,zittern::V,skälva,зурзу тӏун
961,leben::V,leva,ялапар хъанан
962,geboren werden::V,födas,ан
963,atmen::V,andas,ссихӏ ласлан
964,atmen::V,andas,ссихӏ бигьлан
965,trinken::V,dricka,хӏачӏан
966,trinken::V,dricka,хӏачӏлан
967,essen::V,äta,канан
968,schlucken::V,svälja,кьюлтӏа тӏун
969,müde werden::V,tröttna,аьхчӏин
970,einschlafen::V,somna,шанан икӏан
971,schlafen::V,sova,шанан
972,aufwachen::V,vakna,чантӏ учин
973,aufstehen::V,stiga upp,бизан
974,sich erholen::V,repa sig,бигьалаган
975,sich erholen::V,hämta sig,бигьалаган
976,krank werden::V,insjukna,къашай хьун
977,krank sein::V,vara sjuk,къашай хъанан
978,krank sein::V,vara sjuk,къашавай икӏан
979,schmerzen::V,smärta,цӏун
980,schmerzen::V,göra ont,цӏун
981,husten::V,hosta,хъугьу чин
982,husten::V,hosta,хъугьу тӏун
983,genesen::V,tillfriskna,хъин хьун
984,genesen::V,tillfriskna,сагъ лаган
985,sterben::V,dö,ивчӏан
986,umkommen::V,omkomma,лиллан
987,umkommen::V,omkomma,литӏлан
988,umkommen::V,omkomma,ажал биян
989,umkommen::V,omkomma,личӏи хьун
990,umkommen::V,omkomma,иакьлу хьун
991,umkommen::V,omkomma,ахир жан хъанан
992,umkommen::V,omkomma,рухӏирачӏа икӏан
993,sich bewegen::V,röra sig,сукку хьун
994,sich rühren::V,röra på sig,сукку хьун
995,sich erheben::V,resa sig,бизан
996,sich setzen::V,sätta sig,щяикӏан
997,sich setzen::V,sätta sig,щябикӏан
998,hinfallen::V,falla omkull,багьан
999,laufen::V,löpa,занан
1000,schreiten::V,skrida,ша ласлан
1001,spazierengehen::V,promenera,сайр буллан
1002,eilen::V,ila,анавар буккан
1003,sich beeilen::V,skynda sig,анавар буккан
1004,sausen::V,susa,никъа щилан
1005,sausen::V,susa,никъа щун
1006,rennen::V,löpa,лечлан
1007,rennen::V,springa,лечлан
1008,springen::V,hoppa,тӏанкӏ дан
1009,klettern::V,klättra,лахълан
1010,schaukeln::V,gunga,гьайжак бигьлан
1011,kriechen::V,kräla,ххярк тӏун
1012,schwimmen::V,simma,гьузун
1013,tauchen::V,dyka,лултту уккан
1014,rudern::V,ro,бяхлан
1015,rudern::V,ro,батӏлан
1016,rudern::V,ro,ххялаххи дуклан
1017,fahren::V,köra,гьан
1018,fliegen::V,flyga,лехлан
1019,gehen::V,gå,нан
1020,weggehen::V,gå bort,ялагьан
1021,abfahren::V,resa,гьан
1022,abfahren::V,avresa,гьан
1023,anhalten::V,stanna,бацӏан
1024,hineingehen::V,gå in,буххан
1025,eintreten::V,träda in,буххан
1026,kommen::V,komma,учӏан
1027,ankommen::V,ankomma,биян
1028,ankommen::V,ankomma,бучӏан
1029,zurückkommen::V,återkomma,зана хъун
1030,zurückkommen::V,återkomma,зана бикӏан
1031,bleiben::V,bli,личӏан
1032,bleiben::V,förbli,личӏан
1033,warten::V,vänta,ялугьлан
1034,erwarten::V,vänta,ялугьлан
1035,suchen::V,leta,луглан
1036,finden::V,finna,лякъин
1037,versuchen::V,försöka,ххал буллан
1038,vorbereiten::V,förbereda,хӏадур бан
1039,lieben::V,älska,эшкьи хьуиу бикӏан
1040,mögen::V,tycka om,ххиран бикӏан
1041,lachen::V,skratta,хъян
1042,rühren::V,röra,
1043,weinen::V,gråta,аьтӏун
1044,schimpfen::V,skälla,дяъван
1045,schimpfen::V,skälla,ссугайи агьан
1046,sich ärgern::V,förargas,ссибизлан
1047,sich fürchten::V,vara rädd,ингъауслан
1048,fürchten::V,frukta,хӏучӏ тӏун
1049,fliehen::V,fly,ака бан
1050,fliehen::V,rymma,ака бан
1051,flüchten::V,fly,лихъан
1052,sehen::V,se,чӏалан
1053,anschauen::V,se på,урган
1054,anschauen::V,betrakta,урган
1055,ansehen::V,åse,буруглан
1056,hören::V,höra,баллан
1057,zuhören::V,höra på,вичӏи дихьлан
1058,zuhören::V,lyssna till,вичӏи дихьлан
1059,probieren::V,smaka,тӏин ххал буллан
1060,probieren::V,smaka på,тӏин ххал буллан
1061,riechen::V,lukta,ссунтӏа тӏун
1062,fühlen::V,känna,дакӏнил буслан
1063,scheinen::V,verka,ххан
1064,scheinen::V,verka,бизан
1065,scheinen::V,verka,ххан бикӏлай бикӏан
1066,scheinen::V,tyckas,ххан
1067,scheinen::V,tyckas,бизан
1068,scheinen::V,tyckas,ххан бикӏлай бикӏан
1069,zu sehen sein::V,synas,
1070,zu sehen sein::V,kunna ses,
1071,vernehmen::V,få veta,баян
1072,vernehmen::V,förnimma,баян
1073,frieren::V,frysa,лигьулул хъанан
1074,tun::V,göra,бан
1075,können::V,kunna,хьун
1076,wollen::V,vilja,
1077,anfangen::V,börja,дайдишин
1078,beenden::V,avsluta,къуртал бан
1079,aufhören::V,sluta,кьабагьан
1080,aufhören::V,upphöra,кьабагьан
1081,gelingen::V,lyckas,бюхъан
1082,geraten::V,bli,
1083,öffnen::V,öppna,тӏитӏин
1084,schließen::V,låsa,лакьин
1085,schließen::V,stänga,лакьин
1086,stellen::V,ställa,дацӏан дан
1087,stellen::V,ställa,бишин
1088,setzen::V,sätta,щяитан
1089,legen::V,lägga,бишин
1090,berühren::V,beröra,ка щун
1091,verbinden::V,förbinda,бахӏин
1092,verbinden::V,förbinda,дахӏин
1093,bedecken::V,täcka,ялтту бущин
1094,bedecken::V,täcka,ялтту бакьин
1095,bedecken::V,betäcka,ялтту бущин
1096,bedecken::V,betäcka,ялтту бакьин
1097,aufhängen::V,hänga,лахъан
1098,aufhängen::V,hänga upp,лахъан
1099,anzünden::V,tända,лахъан
1100,anzünden::V,antända,лахъан
1101,anzünden::V,tända på,лахъан
1102,aufheben::V,lyfta,гьаз бан
1103,zurücklassen::V,lämna,кьаитан
1104,zurücklassen::V,lämna,битан
1105,zurücklassen::V,efterlämna,кьаитан
1106,zurücklassen::V,efterlämna,битан
1107,verlieren::V,mista,дакъа дан
1108,verlieren::V,förlora,дакъа дан
1109,fallen lassen::V,tappa,рутан
1110,fallen lassen::V,släppa,рутан
1111,machen::V,göra,дан
1112,herstellen::V,tillverka,яраг ишла бувиу бан
1113,herstellen::V,framställa,яраг ишла бувиу бан
1114,bauen::V,bygga,дан
1115,reparieren::V,reparera,дакьин дан
1116,verbessern::V,rätta,ххуй дан
1117,verbessern::V,förbättra,ххуй дан
1118,ändern::V,ändra,баххана бан
1119,ändern::V,förändra,баххана бан
1120,graben::V,gräva,дуклан
1121,beugen::V,böja,лахӏан бан
1122,beugen::V,böja,кьус бикӏан
1123,biegen::V,böja,баччин
1124,biegen::V,böja,лахӏан бан
1125,biegen::V,kröka,баччин
1126,biegen::V,kröka,лахӏан бан
1127,drehen::V,vrida,гьанан
1128,wenden::V,vända,кӏура баен бан
1129,umdrehen::V,vrida om,кӏура баен бан
1130,heben::V,häva,гьаз бан
1131,hochheben::V,lyfta,гьаз бан
1132,ergreifen::V,gripa,хъап дан
1133,ergreifen::V,gripa,хъап увиу угьан
1134,halten::V,hålla,бугьлан
1135,drücken::V,trycka,кьюч бигьлан
1136,schieben::V,skjuta,щун
1137,kratzen::V,riva,
1138,kratzen::V,skrapa,
1139,lecken::V,slicka,ланцӏа тӏун
1140,beißen::V,bita,хъапа тӏун
1141,beißen::V,bita,кьацӏа тӏун
1142,abreißen::V,slita_av,буцан
1143,abreißen::V,riva_av,буцан
1144,abschneiden::V,skära av,бухъан
1145,abschneiden::V,skära av,кьукьин
1146,binden::V,binda,бахӏин
1147,binden::V,binda,дахӏин
1148,stecken::V,sticka,
1149,brechen::V,bryta,гъагъан
1150,brechen::V,brista,гъагъан
1151,klopfen::V,banka,кьутӏа тӏун
1152,klopfen::V,klappa,кьутӏа тӏун
1153,hauen::V,hugga,рищун
1154,kleben::V,klistra,лачӏун буллан
1155,reiben::V,gnida,ссуку буллан
1156,streichen::V,smörja,дугъан
1157,streichen::V,smörja,аьгъу дан
1158,schleifen::V,slipa,
1159,schneiden::V,skära,духълан
1160,schneiden::V,skära,кьукьлан
1161,schneiden::V,klippa,духълан
1162,schneiden::V,klippa,кьукьлан
1163,rütteln::V,skaka,
1164,schütteln::V,rista,хъюлчу буллан
1165,schwenken::V,svänga,палцӏ дуллан
1166,schütten::V,hälla,рутӏин
1167,füllen::V,fylla,буцӏин бан
1168,einwickeln::V,slå in,кай-кай бан
1169,einwickeln::V,veckla in,кай-кай бан
1170,tragen::V,bära,ларсун занан
1171,tragen::V,bära,ларсун ачин
1172,schleppen::V,släpa,ххилан
1173,ziehen::V,dra,
1174,aufbewahren::V,förvara,ядан
1175,aufbewahren::V,förvara,ядуллан
1176,aufbewahren::V,ta vara på,ядан
1177,aufbewahren::V,ta vara på,ядуллан
1178,werfen::V,kasta,личин
1179,fangen::V,fånga,бугьан
1180,fangen::V,fånga,бугьлан
1181,packen::V,gripa,
1182,packen::V,gripa tag,
1183,verstecken::V,gömma,ладитан
1184,verstecken::V,gömma,кьюлтӏ дан
1185,verstecken::V,gömma,дахьлаган дан
1186,teilen::V,dela,бачӏин
1187,teilen::V,dela,бутӏа бан
1188,schicken::V,skicka,тӏайла буккан
1189,bringen::V,bringa,диян дан
1190,hinzufügen::V,tillägga,ххи бан
1191,bekommen::V,få,ласун
1192,bekommen::V,erhålla,ласун
1193,erhalten::V,få,ласун
1194,erhalten::V,erhålla,ласун
1195,nehmen::V,ta,ласун
1196,nehmen::V,taga,ласун
1197,wählen::V,välja,бувчӏин
1198,auswählen::V,utvälja,бувчӏин
1199,auswählen::V,utvälja,язи бугьан
1200,bewahren::V,bevara,ядан
1201,behindern::V,hindra,дайщишруду дуллан
1202,behindern::V,förhindra,дайщишруду дуллан
1203,verderben::V,förstöra,зия дан
1204,beschädigen::V,skada,зарал буллан
1205,zerbrechen::V,bryta isär,гьагъан
1206,zerbrechen::V,bryta isär,гьагъан бан
1207,zerbrechen::V,bryta sönder,гьагъан
1208,zerbrechen::V,bryta sönder,гьагъан бан
1209,zerreißen::V,riva sönder,ххяхха дуккан
1210,zerreißen::V,slita sönder,ххяхха дуккан
1211,zerstören::V,förstöra,лекьан дан
1212,verbrennen::V,bränna,ччуччин
1213,verbrennen::V,bränna upp,ччуччин
1214,geben::V,ge,дулун
1215,reichen::V,räcka,дулун
1216,schenken::V,skänka,пишкаш дан
1217,schenken::V,skänka,багъишла дан
1218,schenken::V,skänka,ихӏсандалун дуллун
1219,versprechen::V,lova,банна чин
1220,wünschen::V,önska,
1221,loben::V,lova,цӏа дан
1222,loben::V,beröma,цӏа дан
1223,küssen::V,pussa,ппай тӏун
1224,wiegen::V,vagga,гьуркку тӏун
1225,wiegen::V,vagga,гьуркку буллан
1226,wiegen::V,vagga,гьуркку бан
1227,zudecken::V,täcka,
1228,wecken::V,väcka,чантӏ учин ан
1229,zeigen::V,visa,ккаккан бан
1230,führen::V,föra,буцин
1231,lehren::V,lära,лахьхьин бан
1232,lehren::V,lära,лахьхьин буллан
1233,unterrichten::V,undervisa,дарс дишаван
1234,aufziehen::V,uppfostra,хъуна ан
1235,aufziehen::V,uppfostra,тарбия ан
1236,leiten::V,leda,каялувшиву дан
1237,antreiben::V,driva på,
1238,lassen::V,få att,
1239,einladen::V,bjuda,хъамалу оьвчин
1240,einladen::V,inbjuda,хъамалу оьвчин
1241,vereinigen::V,förena,ца бан
1242,besuchen::V,besöka,ялун уххан
1243,treffen::V,möta,хьуна бакьин
1244,treffen::V,träffa,хьуна бакьин
1245,sich versammeln::V,församla sig,батӏин
1246,spielen::V,leka,тӏуркӏу тӏун
1247,spielen::V,spela,тӏуркӏу тӏун
1248,singen::V,sjunga,балай тӏун
1249,tanzen::V,dansa,къавтӏун
1250,sich trennen::V,skiljas,ппив хьун
1251,verlassen::V,lämna,увккун гьан
1252,verlassen::V,överge,увккун гьан
1253,retten::V,rädda,ххассал бан
1254,bewachen::V,bevaka,къарал бан
1255,schützen::V,skydda,ябан
1256,schützen::V,beskydda,ябан
1257,verteidigen::V,försvara,буруччин
1258,sich schlagen::V,slåss,биян
1259,schießen::V,skjuta,битлан
1260,siegen::V,segra,ххув хьун
1261,siegen::V,segra,ххувшаву ласун
1262,ärgern::V,förarga,ссибизан уллан
1263,schlagen::V,slå,рищун
1264,treten::V,sparka,
1265,stechen::V,sticka,кьутӏин
1266,stoßen::V,stöta,щун
1267,stehlen::V,stjäla,дацин
1268,stören::V,störa,кьючин
1269,belästigen::V,genera,бизар уллан
1270,belästigen::V,besvära,бизар уллан
1271,verbergen::V,dölja,лабитан
1272,verbergen::V,dölja,кӏучӏ бан
1273,täuschen::V,vilseleda,хъяврин ан
1274,betrügen::V,bedra,аьикьин ан
1275,töten::V,döda,ивчӏан
1276,wohnen::V,bo,оьрму бутлан
1277,arbeiten::V,arbeta,зун
1278,sammeln::V,samla,ттихӏин
1279,sammeln::V,samla,вив дишин
1280,pflücken::V,plocka,риттун
1281,jagen::V,jaga,авли занан
1282,fischen::V,fiska,чавахъру бугьлан
1283,fassen::V,fånga,бугьан
1284,hüten::V,vakta,урттуйн бакьлан
1285,treiben::V,driva,дачин дуллан
1286,treiben::V,driva,лихъан буллан
1287,anbinden::V,binda fast,бахӏин
1288,füttern::V,fodra,канаки буллан
1289,melken::V,mjölka,ттизин
1290,hacken::V,hacka,мюрш буллан
1291,hacken::V,hacka,мюрш бан
1292,gießen::V,hälla,щин дишин
1293,gießen::V,vattna,щин дишин
1294,reifen::V,mogna,диян
1295,zubereiten::V,tillaga,хӏадур дан
1296,zubereiten::V,tillaga,хӏадур бан
1297,zubereiten::V,tillreda,хӏадур дан
1298,zubereiten::V,tillreda,хӏадур бан
1299,kochen::V,koka,шашан
1300,kochen::V,koka,шашан дуллан
1301,backen::V,baka,бишлан
1302,backen::V,baka,шахьлан
1303,braten::V,steka,цӏарайх дуллан
1304,umrühren::V,röra om,хӏала бан
1305,stricken::V,sticka,щащлан
1306,stricken::V,sticka,щащан
1307,nähen::V,sy,дуруххан
1308,färben::V,färga,ранг щун
1309,reinigen::V,rensa,марцӏ бан
1310,reinigen::V,rengöra,марцӏ бан
1311,waschen::V,tvätta,шюшин
1312,abwischen::V,torka av,лишин
1313,spülen::V,spola,вилаган
1314,spülen::V,skölja,вилаган
1315,fegen::V,feja,башин
1316,kehren::V,sopa,бахьлан
1317,baden::V,bada,щинавун учӏлан
1318,sich waschen::V,tvätta sig,диссун
1319,sich waschen::V,tvätta sig,лажин диссун
1320,sich waschen::V,tvätta sig,лажин дислан
1321,sich waschen::V,tvätta sig,биссун
1322,sich waschen::V,tvätta sig,чурх бислан
1323,ausziehen::V,ta av,ликкан
1324,anziehen::V,ta på,лаххан
1325,sich anziehen::V,klä på sig,янна лаххан
1326,kämmen::V,kamma,ттарал дуккан
1327,schmücken::V,pynta,чӏюлу бан
1328,schmücken::V,smycka,чӏюлу бан
1329,sagen::V,säga,учин
1330,sprechen::V,tala,гъалгъа тӏун
1331,reden::V,tala,гъалгъа тӏун
1332,reden::V,prata,гъалгъа тӏун
1333,sich unterhalten::V,prata,гъалгъа тӏун
1334,fragen::V,fråga,цӏуххин
1335,fragen::V,spörja,цӏуххин
1336,bitten::V,be,тавакъю буллан
1337,erzählen::V,berätta,хавар бусан
1338,mitteilen::V,meddela,баян бан
1339,mitteilen::V,meddela,хавар бан
1340,nennen::V,kalla,цӏа дизан
1341,rufen::V,ropa,оьвтӏун
1342,prahlen::V,pråla,цӏа дуллан
1343,prahlen::V,skryta,цӏа дуллан
1344,übersetzen::V,tolka,таржума бан
1345,übersetzen::V,översätta,таржума бан
1346,denken::V,tänka,пикри буллан
1347,glauben::V,tro,вих хьун
1348,bemerken::V,uppmärksamma,хӏисав хъун
1349,bemerken::V,lägga märke till,хӏисав хъун
1350,erkennen::V,känna igen,увчӏин
1351,begreifen::V,begripa,бувчӏин
1352,verstehen::V,förstå,
1353,lernen::V,lära sig,лахьлан
1354,lernen::V,lära sig,лахьхьин
1355,wissen::V,veta,кӏулну бикӏан
1356,wissen::V,veta,хавар бикӏан
1357,sich erinnern an::V,minnas,дакӏнин бутан
1358,sich erinnern an::V,komma ihåg,дакӏнин бутан
1359,vergessen::V,glömma,хъама битан
1360,messen::V,mäta,дуцин дуллан
1361,messen::V,mäta,дуцин дан
1362,zählen::V,räkna,дуккин
1363,rechnen::V,räkna,хӏисав дан
1364,lesen::V,läsa,ккалан
1365,malen::V,måla,сурат дуллан
1366,zeichnen::V,teckna,сурат дуллан
1367,schreiben::V,skriva,чичин
1368,schreiben::V,skriva,чичлан
1369,besitzen::V,äga,дуну икӏан
1370,besitzen::V,äga,дуну дикӏан
1371,besitzen::V,äga,заллуну икӏан
1372,besitzen::V,besitta,дуну икӏан
1373,besitzen::V,besitta,дуну дикӏан
1374,besitzen::V,besitta,заллуну икӏан
1375,kaufen::V,köpa,машан ласун
1376,verkaufen::V,sälja,баххан
1377,bezahlen::V,betala,арцу дулун
1378,bezahlen::V,betala,багьа булун
1379,zahlen::V,betala,арцу дулун
1380,zahlen::V,betala,багьа булун
1381,beherrschen::V,behärska,дуну икӏан
1382,beherrschen::V,behärska,заллуну икӏан
1383,ertragen::V,tåla,бухӏан
1384,ertragen::V,uthärda,бухӏан
