,Concept_ID,hr,cv
68,Stern::N,zvijezda,ҫӑлтӑр
69,Luft::N,zrak,сывлӑш
70,Wind::N,vjetar,ҫил
71,Welle::N,val,хум
72,Welle::N,talas,хум
73,Wasser::N,voda,шыв
74,Wasser::N,voda,шыв-шур
75,Stein::N,kamen,чул
76,Boden::N,tlo,тӑпра
77,Boden::N,zemlja,тӑпра
78,Erde::N,zemlja,ҫӗр
79,Staub::N,prah,тусан
80,Staub::N,prašina,тусан
81,Rauch::N,dim,тӗтӗм
82,Funke::N,iskra,хӗм
83,Funke::N,varnica,хӗм
84,Feuer::N,vatra,вут
85,Feuer::N,vatra,ҫулӑм
86,Licht::N,svjetlo,ҫутӑ
87,Schatten::N,hlad,сулхӑн
88,Schatten::N,sjena,сулхӑн
89,Wetter::N,vrijeme,ҫанталӑк
90,Nebel::N,magla,тӗтре
91,Wolke::N,oblak,пӗлӗт
92,Regen::N,kiša,ҫумӑр
93,Schnee::N,snijeg,юр
94,Eis::N,led,пӑр
95,Frost::N,mraz,сивӗ
96,Kälte::N,studen,сивӗ
97,Kälte::N,hladnoća,сивӗ
98,Hitze::N,vrućina,вӗри
99,Hitze::N,vrućina,шӑрӑх
100,Raureif::N,inje,пас
101,Regenbogen::N,duga,асамат кӗперӗ
102,Donner::N,grom,аслати
103,Donner::N,grmljavina,аслати
104,Strömung::N,struja,юхӑ
105,Strömung::N,strujanje,юхӑ
106,Tropfen::N,kap,тумлам
107,Tropfen::N,kaplja,тумлам
108,Schaum::N,pjena,кӑпӑк
109,Schmutz::N,nečistoća,пылчӑк
110,Schmutz::N,prljavština,пылчӑк
111,See::N,jezero,кӳлӗ
112,Sumpf::N,bara,шур
113,Sumpf::N,bara,шурлӑх
114,Moor::N,močvara,торфлӑ шурлӑх
115,Wiese::N,livada,улӑх
116,Wiese::N,livada,ҫаран
117,Wald::N,šuma,вӑрман
118,Hügel::N,brijeg,сӑрт
119,Hügel::N,brijeg,тӗмеске
120,Hügel::N,brežuljak,сӑрт
121,Hügel::N,brežuljak,тӗмеске
122,Anhöhe::N,uzvišica,сӑрт
123,Berg::N,brdo,ту
124,Gipfel::N,vrh,тӳпе
125,Höhle::N,pećina,ҫӗр хӑвӑлӗ
126,Höhle::N,spilja,ҫӗр хӑвӑлӗ
127,Abhang::N,obronak,тӑвайкки
128,Abhang::N,nizbrdica,тӑвайкки
129,Quelle::N,izvor,ҫӑл куҫ
130,Quelle::N,vrelo,ҫӑл куҫ
131,Bach::N,potok,пӗчӗк шыв
132,Fluss::N,rijeka,юхан шыв
133,Ufer::N,obala,ҫыран
134,Küste::N,obala,тинӗс ҫыранӗ
135,Küste::N,morska obala,тинӗс ҫыранӗ
136,Festland::N,kopno,тип ҫӗр
137,Meer::N,more,тинӗс
138,Bucht::N,zaliv,тинӗс кукӑрӗ
139,Insel::N,ada,утрав
140,Insel::N,otok,утрав
141,Blume::N,cvijet,чечек
142,Gras::N,trava,курӑк
143,Wurzel::N,korijen,тымар
144,Baum::N,drvo,йывӑҫ
145,Baum::N,stablo,йывӑҫ
146,Stamm::N,deblo,вулӑ
147,Stamm::N,stablo,вулӑ
148,Rinde::N,kora,хуйӑр
149,Ast::N,grana,турат
150,Zweig::N,grana,турат
151,Blatt::N,list,ҫулҫӑ
152,Birke::N,breza,хурӑн
153,Kiefer[Baum]::N,bor,хыр
154,Weide[Baum]::N,iva,хӑва
155,Weide[Baum]::N,vŕba,хӑва
156,Tanne::N,jela,чӑрӑш
157,Horn::N,rog,мӑйрака
158,Feder::N,pero,тӗк
159,Fell::N,koža,ҫӑм
160,Flügel::N,krilo,ҫунат
161,Klaue::N,papak,чӗрне
162,Kralle::N,pandža,ура
163,Schwanz::N,rep,хӳре
164,Ei::N,jaje,ҫӑмарта
165,Nest::N,gnijezdo,йӑва
166,Bau::N,jazbina,йӗнӗ
167,Tier::N,životinja,выльӑх
168,Herde::N,krdo,кӗтӳ
169,Herde::N,stado,кӗтӳ
170,Kuh::N,krava,ӗне
171,Bulle::N,bik,вӑкӑр
172,Pferd::N,konj,лаша
173,Schaf::N,ovca,сурӑх
174,Schwein::N,svinja,сысна
175,Hund::N,pas,йытӑ
176,Hund::N,pseto,йытӑ
177,Katze::N,mačka,кушак
178,Bär::N,medvjed,упа
179,Eichhörnchen::N,vjeverica,пакша
180,Elch::N,los,пӑши
181,Fuchs::N,lisica,тилӗ
182,Hase::N,zec,куян
183,Hase::N,zec,мулкач
184,Maus::N,miš,шӑши
185,Wolf::N,vuk,кашкӑр
186,Wolf::N,kurjak,кашкӑр
187,Vogel::N,ptica,кайӑк
188,Vogel::N,ptica,вӗҫен кайӑк
189,Schwarm::N,roj,ушкӑн
190,Schwarm::N,jato,ушкӑн
191,Huhn::N,kokoš,чӑх
192,Huhn::N,kokoš,чӑхӑ
193,Hahn::N,kokot,автан
194,Hahn::N,pijevac,автан
195,Gans::N,guska,хур
196,Adler::N,orao,ӑмӑрт кайӑк
197,Ente::N,patka,кӑвакал
198,Eule::N,sova,тӑмана
199,Kranich::N,ždral,тӑрна
200,Krähe::N,vrana,ула курак
201,Kuckuck::N,kukavica,куккук
202,Schwan::N,labud,акӑш
203,Fisch::N,riba,пулӑ
204,Barsch::N,grgeč,уланкӑ
205,Hecht::N,štuka,ҫӑрттан
206,Schlange[Tier]::N,guja,ҫӗлен
207,Schlange[Tier]::N,zmija,ҫӗлен
208,Wurm::N,crv,ӑман
209,Spinne::N,pauk,эрешмен
210,Ameise::N,mrav,кӑткӑ
211,Laus::N,uš,пыйтӑ
212,Mücke::N,komarac,вӑрӑм туна
213,Fliege::N,muha,шӑна
214,Schmetterling::N,leptir,лӗпӗш
215,Beere::N,boba,ҫырла
216,Beere::N,bobica,ҫырла
217,Apfel::N,jabuka,улма
218,Apfel::N,jabuka,пан улми
219,Pilz::N,pečurka,кӑмпа
220,Zwiebel::N,luk,сухан
221,Zwiebel::N,kapula,сухан
222,Saat::N,sjemenje,вӑрӑ
223,Korn::N,zrno,тӗшӗ
224,Korn::N,zrno,пӗрчӗ
225,Heu::N,sijeno,утӑ
226,Schale::N,kora,хупӑ
227,Schale::N,ljuska,хупӑ
228,Grube::N,jama,шӑтӑк
229,Falle::N,zamka,тапӑ
230,Falle::N,zamka,капкӑн
231,Falle::N,klopka,тапӑ
232,Falle::N,klopka,капкӑн
233,Schlinge::N,uzao,йӑлӑ
234,Schlinge::N,petlja,йӑлӑ
235,Spur::N,trag,йӗр
236,Spur::N,slijed,йӗр
237,Asche::N,pepeo,кӗл
238,Dreck::N,blato,пылчӑк
239,Eisen::N,željezo,тимӗр
240,Gold::N,zlato,ылтӑн
241,Silber::N,srebro,кӗмӗл
242,Kohle::N,ugalj,кӑмрӑк
243,Kohle::N,ugljen,кӑмрӑк
244,Glas::N,staklo,кӗленче
245,Lehm::N,glina,тӑм
246,Lehm::N,ilovača,тӑм
247,Sand::N,pijesak,хӑйӑр
248,Mensch::N,čovjek,ҫын
249,Mensch::N,čovjek,этем
250,Mann::N,muškarac,ар
251,Frau::N,žena,хӗрарӑм
252,Kind::N,čedo,ача
253,Kind::N,dijete,ача
254,Junge::N,momče,ача
255,Junge::N,momče,ар ҫын ача
256,Junge::N,dječak,ача
257,Junge::N,dječak,ар ҫын ача
258,Mädchen::N,djevojka,хӗр ача
259,Mädchen::N,djevojčica,хӗр ача
260,Familie::N,obitelj,ҫемье
261,Familie::N,obitelj,кил-йыш
262,Familie::N,porodica,ҫемье
263,Familie::N,porodica,кил-йыш
264,Großvater::N,djed,кукаҫи
265,Großmutter::N,baka,кукамай
266,Eltern::N,roditelji,аҫа-ама
267,Vater::N,otac,атте
268,Mutter::N,majka,анне
269,Sohn::N,sin,ывӑл
270,Tochter::N,kći,хӗр
271,Tochter::N,kćerka,хӗр
272,Bruder::N,brat,ар тӑван
273,Schwester::N,sestra,аппа
274,Schwester::N,sestra,йӑмӑк
275,Onkel::N,čika,мучи
276,Onkel::N,čika,пичче
277,Onkel::N,ujak,мучи
278,Onkel::N,ujak,пичче
279,Tante::N,ujna,аппа
280,Tante::N,tetka,аппа
281,Ehemann::N,muž,упӑшка
282,Ehemann::N,suprug,упӑшка
283,Ehefrau::N,žena,арӑм
284,Ehefrau::N,supruga,арӑм
285,Freude::N,radost,савӑнӑҫ
286,Freude::N,radost,хаваслӑх
287,Gelächter::N,grohot,кулӑ
288,Glück::N,sreća,телей
289,Glück::N,sreća,ӑраскал
290,Kummer::N,jad,хурлӑх
291,Kummer::N,briga,хурлӑх
292,Wunsch::N,želja,ӗмӗт
293,Wunsch::N,želja,кӑмӑл
294,Lust::N,volja,кӑмӑл
295,Geist::N,duh,чун-чӗм
296,Geist::N,duh,ыр-усал
297,Geist::N,duh,чун хавалӗ
298,Gedanke::N,misao,шухӑш
299,Gedächtnis::N,pamćenje,ас
300,Verstand::N,um,ӑс
301,Verstand::N,um,ӑс-тӑн
302,Verstand::N,um,ӑс-хакӑл
303,Verstand::N,razum,ӑс
304,Verstand::N,razum,ӑс-тӑн
305,Verstand::N,razum,ӑс-хакӑл
306,Sinn::N,smisao,тупсӑм
307,Sinn::N,smisao,пӗлтерӗш
308,Sinn::N,značenje,тупсӑм
309,Sinn::N,značenje,пӗлтерӗш
310,Grund::N,razlog,сӑлтав
311,Wahrheit::N,istina,чӑнлӑх
312,Gespräch::N,razgovor,калаҫу
313,Märchen::N,bajka,юмах
314,Erzählung::N,priča,акалав
315,Erzählung::N,priča,каласа пани
316,Erzählung::N,pripovijest,акалав
317,Erzählung::N,pripovijest,каласа пани
318,Nachricht::N,vijest,хыпар
319,Neuigkeit::N,novost,ҫӗнӗ хыпар
320,Name::N,ime,ят
321,Rätsel::N,zagonetka,сутмалли юмах
322,Rede::N,govor,сӑмах
323,Rede::N,besjeda,сӑмах
324,Sprache::N,jezik,чӗлхе
325,Stimme::N,glas,сасӑ
326,Wort::N,riječ,сӑмах
327,Zeichen::N,znak,паллӑ
328,Ruf::N,povik,йыхрав
329,Ruf::N,povik,чӗнӳ
330,Ruf::N,poklik,йыхрав
331,Ruf::N,poklik,чӗнӳ
332,Lärm::N,buka,шав
333,Lärm::N,galama,шав
334,Laut::N,zvuk,сасӑ
335,Ton::N,ton,сасӑ
336,Lied::N,pjesma,юрӑ
337,Ruhe::N,tišina,канӑҫлӑх
338,Ruhe::N,tišina,лӑпкӑлӑх
339,Ruhe::N,počinak,канӑҫлӑх
340,Ruhe::N,počinak,лӑпкӑлӑх
341,Leute::N,ljudi,ҫамрӑксем
342,Leute::N,ljudi,ҫамрӑк ҫынсем
343,Volk::N,puk,халӑх
344,Volk::N,narod,халӑх
345,Arbeit::N,rad,ӗҫхӗл
346,Arbeit::N,rad,ӗҫлев
347,Arbeit::N,posao,ӗҫхӗл
348,Arbeit::N,posao,ӗҫлев
349,Gast::N,gost,хӑна
350,Geschenk::N,dar,парне
351,Geschenk::N,dar,кучченеҫ
352,Geschenk::N,poklon,парне
353,Geschenk::N,poklon,кучченеҫ
354,Spiel::N,igra,вӑйӑ
355,Gesellschaft::N,društvo,общество
356,Gesellschaft::N,kompanija,общество
357,Hilfe::N,pomoć,пулӑшу
358,Freund::N,prijatelj,тус
359,Kamerad::N,drug,юлташ
360,Kamerad::N,drug,тус
361,Kamerad::N,drugar,юлташ
362,Kamerad::N,drugar,тус
363,Angelegenheit::N,posao,ӗҫ
364,Anzahl::N,broj,йыш
365,Anzahl::N,broj,хисеп
366,Anzahl::N,brojnost,йыш
367,Anzahl::N,brojnost,хисеп
368,Art::N,vid,тӗс
369,Art::N,vrst,тӗс
370,Stück::N,komad,татӑк
371,Teil::N,dio,пай
372,Hälfte::N,polovina,ҫурӑ
373,Kreis::N,krug,ункӑ
374,Kreis::N,krug,ҫавракӑш
375,Kreuz::N,križ,хӗрес
376,Linie::N,crta,йӗр
377,Strich::N,crta,йӗр
378,Abstand::N,razmak,хушӑ
379,Abstand::N,odstojanje,хушӑ
380,Entfernung::N,udaljenost,хушӑ
381,Gegend::N,kraj,вырӑн
382,Gegend::N,predeo,вырӑн
383,Platz::N,mjesto,хутлӑх
384,Ort::N,mjesto,вырӑн
385,Seite::N,bok,ен
386,Seite::N,bok,аяк
387,Seite::N,bok,айӑк
388,Seite::N,strana,ен
389,Seite::N,strana,аяк
390,Seite::N,strana,айӑк
391,Mitte::N,sredina,варӑ
392,Gegenstand::N,predmet,япала
393,Sache::N,posao,япала
394,Rand::N,rub,вӗҫ
395,Rand::N,rub,хӗрӗ
396,Rand::N,rub,хӗрри
397,Rand::N,kraj,вӗҫ
398,Rand::N,kraj,хӗрӗ
399,Rand::N,kraj,хӗрри
400,Kante::N,brid,хайкача
401,Kante::N,brid,хысак
402,Kante::N,ivica,хайкача
403,Kante::N,ivica,хысак
404,Ecke::N,ugao,кӗтес
405,Spitze::N,vrh,вӗҫ
406,Spitze::N,šiljak,вӗҫ
407,Ende::N,konac,вӗҫ
408,Loch::N,rupa,шӑтӑк
409,Winkel::N,kut,кӗтес
410,Winkel::N,ugao,кӗтес
411,Muster::N,uzor,эреш
412,Größe::N,veličina,пысӑкӑш
413,Länge::N,duljina,вӑрӑмӑш
414,Höhe::N,visina,ҫӳллӗш
415,Gewicht::N,težina,виҫе
416,Gewicht::N,težina,йывӑрӑш
417,Menge::N,mnoštvo,йыш
418,Menge::N,količina,йыш
419,Haufen::N,hrpa,купа
420,Haufen::N,gomila,купа
421,Reihe::N,red,рет
422,Boot::N,čun,кимӗ
423,Boot::N,čamac,кимӗ
424,Ruder::N,veslo,кӗсмен
425,Schlitten::N,saone,ҫуна
426,Ski::N,ski,йӗлтӗр
427,Ski::N,smučka,йӗлтӗр
428,Lagerfeuer::N,logorska vatra,вут
429,Lagerfeuer::N,logorska vatra,кӑвайт
430,Last::N,tovar,сулмаклӑх
431,Last::N,tovar,йывӑр япала
432,Gang::N,hod,куҫӑм
433,Schritt::N,korak,утӑм
434,Schritt::N,korak,пусӑм
435,Norden::N,sjever,ҫурҫӗр
436,Süden::N,jug,кӑнтӑр
437,Westen::N,zapad,анӑҫ
438,Westen::N,zapad,хӗвел анӑҫ
439,Osten::N,istok,хӗвел тухӑҫ
440,Holz::N,drvo,йывӑҫ
441,Brett::N,daska,хӑма
442,Platte::N,ploča,плита
443,Stütze::N,potpora,ура
444,Stange::N,motka,шерте
445,Stock::N,štap,патак
446,Stock::N,palica,патак
447,Stab::N,štap,шӑчӑ
448,Stab::N,šipka,шӑчӑ
449,Rohr::N,cijev,пӑрӑх
450,Haus::N,kuća,ҫурт
451,Heim::N,dom,кил
452,Ofen::N,peć,кӑмака
453,Fußboden::N,pod,урай
454,Tisch::N,stol,сӗтел
455,Tisch::N,trpeza,сӗтел
456,Stuhl::N,stolac,пукан
457,Stuhl::N,stolica,пукан
458,Wiege::N,kolijevka,сӑпка
459,Bett::N,krevet,кравать
460,Bett::N,postelja,кравать
461,Regal::N,polica,ҫӳлӗк
462,Regal::N,polica,сентре
463,Kiste::N,sanduk,ещӗк
464,Kiste::N,sanduk,сунтӑх
465,Fenster::N,prozor,чӳрече
466,Tür::N,vrata,алӑк
467,Tor::N,vrata,хапха
468,Tor::N,kapija,хапха
469,Zaun::N,plot,хӳме
470,Zaun::N,ograda,хӳме
471,Dach::N,krov,тӑрӑ
472,Leiter::N,ljestve,пусма
473,Leiter::N,ljestvice,пусма
474,Besen::N,metla,шӑпӑр
475,Spaten::N,ašov,кӗреҫе
476,Schaufel::N,lopata,кӗреҫе
477,Gabel::N,viljuška,вилка
478,Löffel::N,žlica,кашӑк
479,Messer::N,nož,ҫӗҫӗ
480,Nagel::N,čavao,пӑта
481,Netz::N,mreža,тетел
482,Haken::N,kuka,йӑрхах
483,Haken::N,kuka,ҫекӗл
484,Griff::N,držak,хӑлӑп
485,Griff::N,ručica,хӑлӑп
486,Schloss::N,brava,ҫӑра
487,Bild::N,slika,сӑн
488,Bild::N,slika,сӑнлӑх
489,Bild::N,slika,картина
490,Figur::N,figura,кӗлетке
491,Puppe::N,lutka,пукане
492,Beutel::N,kesa,михӗ
493,Bündel::N,snop,ҫыхӑ
494,Bündel::N,snop,тӗрке
495,Bündel::N,svežanj,ҫыхӑ
496,Bündel::N,svežanj,тӗрке
497,Tasche::N,torba,сумка
498,Tasche::N,taška,сумка
499,Eimer::N,kabao,витре
500,Deckel::N,poklopac,хупӑ
501,Geschirr::N,suđe,савӑт-сапа
502,Geschirr::N,posuđe,савӑт-сапа
503,Sack::N,džak,михӗ
504,Sack::N,vreća,михӗ
505,Tasse::N,šalica,курка
506,Topf::N,lonac,кастрюль
507,Kessel::N,kazan,хуран
508,Essen::N,obrok,апат
509,Nahrung::N,hrana,апат-ҫимӗс
510,Speise::N,jelo,апат
511,Speise::N,jelo,ҫимӗҫ
512,Fleisch::N,meso,аш
513,Fleisch::N,meso,какай
514,Getreide::N,žito,тырӑ
515,Getreide::N,žitarice,тырӑ
516,Brei::N,kaša,пӑтӑ
517,Brot::N,kruh,ҫӑкӑр
518,Scheibe::N,kriška,чӗлӗ
519,Scheibe::N,kriška,касӑк
520,Fett::N,mast,ҫу
521,Fett::N,salo,ҫу
522,Butter::N,buter,ҫу
523,Butter::N,maslac,ҫу
524,Öl::N,ulje,ҫу
525,Salz::N,sol,тӑвар
526,Suppe::N,supa,яшка
527,Honig::N,med,пыл
528,Milch::N,mlijeko,сӗт
529,Tee::N,čaj,чей
530,Leder::N,koža,сӑран
531,Wolle::N,vuna,ҫӑм
532,Stoff::N,štof,тӗртӗм
533,Stoff::N,tkanina,тӗртӗм
534,Nadel::N,igla,йӗп
535,Faden::N,nit,ҫип
536,Faden::N,konac,ҫип
537,Knopf::N,dugme,тӳме
538,Knoten::N,čvor,йӑлӑ
539,Knoten::N,uzao,йӑлӑ
540,Farbe::N,farba,сӑрӑ
541,Kleidung::N,odjeća,тум
542,Kleidung::N,odjeća,ҫипуҫ
543,Kleidung::N,odjeća,тум-тир
544,Hemd::N,košulja,кӗпе
545,Kragen::N,ovratnik,ҫуха
546,Ärmel::N,rukav,ҫанӑ
547,Hose::N,hlače,шӑлавар
548,Gürtel::N,pas,пиҫиххи
549,Gürtel::N,pojas,пиҫиххи
550,Mütze::N,kapa,ҫӗлӗк
551,Schuh::N,cipela,пушмак
552,Schuh::N,cipela,ботинок
553,Stiefel::N,čizma,атӑ
554,Ring::N,prsten,ҫӗрӗ
555,Band::N,vrpca,хаю
556,Band::N,vrpca,йӗсме
557,Kamm::N,češalj,тура
558,Spiegel::N,zrcalo,тӗкӗр
559,Spiegel::N,zrcalo,куҫ кӗски
560,Spiegel::N,ogledalo,тӗкӗр
561,Spiegel::N,ogledalo,куҫ кӗски
562,Riemen::N,kaiš,чӗн
563,Riemen::N,remen,чӗн
564,Schnur::N,vrpca,кантра
565,Leine::N,uzica,касмӑк
566,Decke::N,ćebe,утиял
567,Decke::N,pokrivač,утиял
568,Kissen::N,jastuk,ҫытар
569,Kissen::N,jastuk,минтер
570,Tuch::N,rubac,тутӑр
571,Tuch::N,marama,тутӑр
572,Handtuch::N,ručnik,ал шӑлли
573,Kraft::N,snaga,вӑй
574,Kraft::N,snaga,хӑват
575,Stärke::N,jakost,хал
576,Stärke::N,jakost,хӑват
577,Gesundheit::N,zdravlje,хал
578,Gesundheit::N,zdravlje,сывлӑх
579,Krankheit::N,bolest,чир
580,Schmerz::N,bol,ырату
581,Wunde::N,rana,суран
582,Fieber::N,groznica,сив чир
583,Arznei::N,lijek,эмел
584,Brücke::N,most,кӗпер
585,Brücke::N,ćuprija,кӗпер
586,Brunnen::N,bunar,ҫӑл
587,Brunnen::N,bunar,пусӑ
588,Brunnen::N,zdenac,ҫӑл
589,Brunnen::N,zdenac,пусӑ
590,Weide::N,paša,ҫаран
591,Weide::N,pašnjak,ҫаран
592,Pfad::N,staza,йӗр
593,Pfad::N,staza,сукмак
594,Weg::N,put,ҫул
595,Weg::N,put,ҫул-йӗр
596,Straße::N,drum,ҫӳрев
597,Straße::N,drum,ҫул ҫӳрени
598,Straße::N,cesta,ҫӳрев
599,Straße::N,cesta,ҫул ҫӳрени
600,Dorf::N,selo,ял
601,Stadt::N,grad,хула
602,Stadt::N,varoš,хула
603,Brief::N,list,ҫыру
604,Brief::N,pismo,ҫыру
605,Buch::N,knjiga,кӗнеке
606,Buchstabe::N,slovo,сас палли
607,Zeitung::N,novine,хаҫат
608,Leben::N,život,пурнӑҫ
609,Tod::N,smrt,вилӗм
610,Grab::N,raka,масар шӑтӑкӗ
611,Kirche::N,crkva,чиркӳ
612,Sünde::N,grijeh,ҫылӑх
613,Gott::N,bog,турӑ
614,Arbeiter::N,radnik,рабочи
615,Chef::N,šef,пуҫлӑх
616,Meister::N,majstor,ӑста
617,Meister::N,majstor,мастер
618,Arzt::N,liječnik,врач
619,Arzt::N,liječnik,тухтӑр
620,Lehrer::N,učitelj,учитель
621,Lehrer::N,učitelj,вӗрентекен
622,Geld::N,novac,укҫа
623,Geschäft::N,posao,бизнес
624,Geschäft::N,trgovina,бизнес
625,Laden::N,dućan,магазин
626,Preis::N,cijena,хак
627,Ware::N,roba,тавар
628,Nutzen::N,korist,пайта
629,Reichtum::N,bogatstvo,мул
630,Welt::N,svijet,тӗнче
631,Land::N,zemlja,ҫӗр-шыв
632,Staat::N,država,патшàлӑх
633,König::N,kralj,король
634,Macht::N,moć,власть
635,Macht::N,vlast,власть
636,Grenze::N,granica,чикӗ
637,Krieg::N,rat,вӑрҫӑ
638,Feind::N,neprijatelj,тӑшман
639,Gewalt::N,sila,ирӗксӗрлӳ
640,Gewalt::N,nasilje,ирӗксӗрлӳ
641,Kampf::N,boj,кӗрешӳ
642,Kampf::N,borba,кӗрешӳ
643,Bogen[Waffe]::N,luk,ухӑ
644,Pfeil::N,strijela,ҫӗмрен
645,Pfeil::N,strijela,ухӑ йӗппи
646,Gewehr::N,puška,пӑшал
647,Fehler::N,pogreška,йӑнӑш
648,Fehler::N,griješka,йӑнӑш
649,Lüge::N,laž,суя
650,Lüge::N,laž,ултав
651,Schaden::N,šteta,сиен
652,Unglück::N,nesreća,шар
653,Unglück::N,nesreća,инкек
654,Schuld::N,krivnja,айӑп
655,Alter::N,dob,ҫул шучӗ
656,Schluss::N,kraj,пӗтни
657,Schluss::N,kraj,пӗтмӗш
658,Schluss::N,konac,пӗтни
659,Schluss::N,konac,пӗтмӗш
660,Zeit::N,doba,вӑхӑт
661,Zeit::N,vrijeme,вӑхӑт
662,Tag::N,dan,кун
663,Morgen::N,jutro,ир
664,Mittag::N,podne,кӑнтӑрла
665,Abend::N,veče,каҫ
666,Abend::N,večer,каҫ
667,Nacht::N,noć,каҫ
668,Woche::N,sedmica,эрне
669,Monat::N,mjesec,уйӑх
670,Jahr::N,godina,ҫулталӑк
671,Frühling::N,proljeće,ҫур
672,Frühling::N,proljeće,ҫуркунне
673,Sommer::N,ljeto,ҫу
674,Sommer::N,ljeto,ҫулла
675,Herbst::N,jesen,кӗр
676,Herbst::N,jesen,кӗркунне
677,Winter::N,zima,хӗл
678,Winter::N,zima,хӗлле
679,Januar::N,januar,январь
680,Januar::N,siječanj,январь
681,Februar::N,veljača,февраль
682,Februar::N,veljača,кӗҫӗн кӑрлач
683,Februar::N,februar,февраль
684,Februar::N,februar,кӗҫӗн кӑрлач
685,März::N,mart,март
686,März::N,mart,пуш уйӑхӗ
687,März::N,ožujak,март
688,März::N,ožujak,пуш уйӑхӗ
689,April::N,april,апрель
690,April::N,travanj,апрель
691,Mai::N,maj,май
692,Mai::N,svibanj,май
693,Juni::N,juni,июнь
694,Juni::N,lipanj,июнь
695,Juli::N,juli,июль
696,Juli::N,srpanj,июль
697,August::N,august,август
698,August::N,kolovoz,август
699,September::N,rujan,сентябрь
700,September::N,rujan,авӑн уйӑхӗ
701,September::N,septembar,сентябрь
702,September::N,septembar,авӑн уйӑхӗ
703,Oktober::N,oktobar,октябрь
704,Oktober::N,listopad,октябрь
705,November::N,studeni,ноябрь
706,November::N,novembar,ноябрь
707,Dezember::N,prosinac,раштав
708,Dezember::N,prosinac,декабрь
709,Montag::N,ponedjeljak,тунти кун
710,Montag::N,ponedjeljnik,тунти кун
711,Dienstag::N,utorak,ытлари кун
712,Dienstag::N,utornik,ытлари кун
713,Mittwoch::N,srijeda,юн кун
714,Donnerstag::N,četvrtak,кӗҫнерни кун
715,Freitag::N,petak,эрне кун
716,Samstag::N,subota,шӑмат кун
717,Sonntag::N,nedjelja,вырсарни кун
718,groß::A,velik,пысӑк
719,klein::A,mali,пӗчӗк
720,klein::A,malen,пӗчӗк
721,lang::A,dug,вӑрӑм
722,lang::A,dugačak,вӑрӑм
723,kurz::A,kratak,кӗске
724,breit::A,širok,сарлака
725,schmal::A,uski,ансӑр
726,schmal::A,uzak,ансӑр
727,dicht::A,gust,йӑвӑ
728,dick[Gegenstand]::A,debeo,хулӑн
729,dünn::A,tanak,ҫинҫе
730,dünn::A,tanak,ҫӳхе
731,fein::A,fin,тарай
732,fein::A,fin,вӗлтӗрти
733,fein::A,tanak,тарай
734,fein::A,tanak,вӗлтӗрти
735,fest::A,čvrst,тӗреклӗ
736,flach::A,ravan,лаптак
737,flach::A,plosnat,лаптак
