,Concept_ID,lbe,ku
279,Volk::N,халкь,xelk
280,Arbeit::N,заву,xebat
281,Gast::N,хъамаличу,mêvan
282,Geschenk::N,бухчакарши,diyarî
283,Geschenk::N,лажинккакку,diyarî
284,Spiel::N,тӏуркӏу,lîstik
285,Gesellschaft::N,жямат,komal
286,Gesellschaft::N,ккуран,komal
287,Hilfe::N,кумаг,alîkarî
288,Freund::N,дус,heval
289,Kamerad::N,хӏаласу,heval
290,Angelegenheit::N,иш,pirsgirêk
291,Anzahl::N,аьдад,çend
292,Art::N,жинс,çeh
293,Stück::N,касак,lib
294,Stück::N,касак,parçe
295,Teil::N,бутӏа,parçe
296,Hälfte::N,дачӏи,nîvî
297,Kreis::N,кюрщан,çemil
298,Kreuz::N,ххач,xaç
299,Linie::N,щва,xezik
300,Strich::N,щва,xezik
301,Abstand::N,манзил,dûrahî
302,Entfernung::N,манзил,dûrahî
303,Gegend::N,кӏану,dever
304,Ort::N,кӏану,dever
305,Seite::N,чул,rûpel
306,Seite::N,чулухалу,rûpel
307,Mitte::N,дя,nav
308,Mitte::N,дя,nabênê
309,Gegenstand::N,зат,tişt
310,Sache::N,зат,tişt
311,Rand::N,зума,kevî
312,Ecke::N,мурцӏу,qunç
313,Spitze::N,мицӏ,derzî
314,Ende::N,зума,talî
315,Loch::N,ккутӏ,qul
316,Winkel::N,мурцӏу,kurnîşk
317,Muster::N,накьич,desen
318,Länge::N,лахъишиву,dirêjahî
319,Höhe::N,лахъшиву,bilindayî
320,Gewicht::N,дуццин,giranî
321,Gewicht::N,кӏушиву,giranî
322,Haufen::N,бакӏу,lod
323,Reihe::N,кьюкьа,rêz
324,Boot::N,луткка,kelek
325,Ruder::N,весло,bêrik
326,Ruder::N,чӏатӏа,bêrik
327,Schlitten::N,чана,xîjik
328,Schlitten::N,санкка,xîjik
329,Ski::N,лижарду,lakan
330,Lagerfeuer::N,къавтӏн,agir
331,Last::N,гьиву,bar
332,Gang::N,нанаву,fîtêz
333,Schritt::N,ша,gav
334,Norden::N,ухссав,bakur
335,Norden::N,ухссавнил чулухалу,bakur
336,Süden::N,кьилва,başur
337,Westen::N,баргълагавал,rojava
338,Westen::N,баргълагавал чул,rojava
339,Osten::N,баргъбуккай чулухалу,rojhilat
340,Holz::N,тӏама,dep
341,Brett::N,тахта,dep
342,Platte::N,гъуни,dep
343,Stütze::N,гьалакӏу,destek
344,Stange::N,къазихъ,sing
345,Stock::N,ттархь,çam
346,Stab::N,ччантӏакъу,qat
347,Rohr::N,бургъу,borî
348,Haus::N,къатта,mal
349,Haus::N,къатта,xanî
350,Heim::N,къатта,mal
351,Ofen::N,пач,sobe
352,Fußboden::N,чӏанкъатта,binpê
353,Tisch::N,усттул,mase
354,Stuhl::N,кӏану,kursî
355,Wiege::N,оьрчӏал кӏану,derguş
356,Bett::N,тах,qerewêle
357,Regal::N,чӏаму,rêbaz
358,Kiste::N,яшикӏ,sindoq
359,Kiste::N,къурши,sindoq
360,Fenster::N,чӏавахьулу,çam
361,Fenster::N,чӏавахьулу,şibeke
362,Tür::N,нуз,derî
363,Tür::N,нузкьун,derî
364,Tor::N,къапу,derge
365,Tor::N,дарваза,derge
366,Zaun::N,дайгьузанну,hejik
367,Dach::N,магъи,sere xanî
368,Dach::N,цӏиялу,sere xanî
369,Leiter::N,чуртту,pêling
370,Besen::N,чӏатлу,melkes
371,Spaten::N,бил,mer
372,Schaufel::N,чӏатӏа,bêr
373,Gabel::N,гьиссилу,çetel
374,Löffel::N,къуса,kevçî
375,Messer::N,чӏила,kêr
376,Nagel::N,мяр,bizmar
377,Netz::N,къери,tor
378,Haken::N,къича,çenqel
379,Griff::N,куяму,destî
380,Schloss::N,кьункьула,qonax
381,Bild::N,сурат,dimen
382,Puppe::N,ссихьу,bûk
383,Beutel::N,чантай,kîsik
384,Bündel::N,гьи,pêçek
385,Bündel::N,къар,pêçek
386,Eimer::N,бадра,dewl
387,Deckel::N,къапаза,devik
388,Geschirr::N,пюрунчӏул,ferax
389,Geschirr::N,тӏахӏникӏичӏу,ferax
390,Sack::N,къап,tûr
391,Sack::N,дарваг,tûr
392,Tasse::N,пижан,kada
393,Tasse::N,пинжан,kada
394,Tasse::N,инкираччатӏи,kada
395,Tasse::N,цинцилттал бушкъап,kada
396,Topf::N,кӏункӏур,beroş
397,Kessel::N,чаг,şîril
398,Kessel::N,кӏункӏур,şîril
399,Essen::N,дукия,xwarin
400,Essen::N,дукин,xwarin
401,Nahrung::N,дукра,xwarin
402,Speise::N,дукра,xwarin
403,Fleisch::N,дикӏ,goşt
404,Getreide::N,къама,zad
405,Brei::N,ккурч,hewdêl
406,Brot::N,ччатӏ,
407,Scheibe::N,парча,parçe
408,Fett::N,аьгъушиву,rûn
409,Butter::N,нагь,rûn
410,Butter::N,лагаву,rûn
411,Salz::N,цӏву,xwe
412,Suppe::N,накь,şorbe
413,Honig::N,ницӏ,hingiv
414,Milch::N,накӏ,şîr
415,Tee::N,чяй,çay
416,Leder::N,бурчу,çerm
417,Wolle::N,ппал,herî
418,Stoff::N,янна,paç
419,Nadel::N,ххалаххи,derzî
420,Faden::N,ххал,ta
421,Knopf::N,банд,bişkok
422,Knoten::N,къурхъ,girêk
423,Farbe::N,сир,boyax
424,Kleidung::N,янна,çil
425,Kleidung::N,лаххия,çil
426,Hemd::N,гьухъа,qutik
427,Hemd::N,гьухъа,miltan
428,Kragen::N,дарвач,stûvang
429,Ärmel::N,кахха,hûçik
430,Hose::N,хӏажак,şewel
431,Gürtel::N,мухӏлу,qayiş
432,Mütze::N,кьяпа,fîno
433,Stiefel::N,чакма,gizme
434,Stiefel::N,чакма,çizme
435,Ring::N,кӏисса,xelek
436,Band::N,линт,band
437,Kamm::N,ттарал,şeh
438,Spiegel::N,дагьани,eynik
439,Riemen::N,эн,qayiş
440,Schnur::N,хьхьа,doxin
441,Decke::N,виргъан,bataniye
442,Kissen::N,кӏаралу,balgî
443,Tuch::N,карщи,şar
444,Handtuch::N,калихьу,dezmal
445,Handtuch::N,лажинлихьу,dezmal
446,Kraft::N,эллаж,hêz
447,Kraft::N,эллаж,qewet
448,Stärke::N,гуж,xurtî
449,Gesundheit::N,цӏуллу-сагъшиву,nojdarî
450,Krankheit::N,къашайшиву,nexweşî
451,Schmerz::N,къюву,êş
452,Wunde::N,щаву,kul
453,Fieber::N,кӏиришиву,ta
454,Arznei::N,дару,derman
455,Brücke::N,ламу,kopî
456,Brunnen::N,къуй,çal
457,Brunnen::N,къуй,kani
458,Weide::N,бизантту,beyar
459,Pfad::N,жегъир ххуллу,xaçirek
460,Weg::N,ххуллу,rê
461,Straße::N,ххуллу,rê
462,Dorf::N,щар,gund
463,Dorf::N,шяравалу,gund
464,Stadt::N,шагьру,baçar
465,Brief::N,чагъар,name
466,Buch::N,лу,kitêb
467,Buch::N,лу,pirtûk
468,Buchstabe::N,хӏарп,herf
469,Zeitung::N,кказит,rojname
470,Leben::N,оьрму,jiyan
471,Tod::N,ажал,mirin
472,Tod::N,бивкӏу,mirin
473,Tod::N,ивчӏаву,mirin
474,Grab::N,гьав,mezel
475,Kirche::N,килиса,gilyas
476,Sünde::N,бунагъ,guneh
477,Gott::N,зал,xwedê
478,Arbeiter::N,зузала,hîşçî
479,Chef::N,ялувма,bêg
480,Meister::N,усттар,hoste
481,Arzt::N,хӏакин,doktor
482,Lehrer::N,учитель,mamoste
483,Geld::N,арцу,pere
484,Geschäft::N,даву,firoşgeh
485,Laden::N,ттучан,dikan
486,Preis::N,багъа,buha
487,Ware::N,хъус,tişt
488,Nutzen::N,хайр,fêde
489,Nutzen::N,мюнпат,fêde
490,Reichtum::N,давлат,serwet
491,Reichtum::N,аваданшиву,serwet
492,Welt::N,дуниял,dinya
493,Land::N,билаят,welat
494,Staat::N,паччахӏлугъ,dewlet
495,Macht::N,власть,qewet
496,Macht::N,власть,destihilat
497,Grenze::N,дазу,kevî
498,Krieg::N,дяъви,çeng
499,Krieg::N,дяъви,sêwaş
500,Feind::N,душман,dijmin
501,Gewalt::N,къия,zor
502,Kampf::N,лачӏуи уккаву,şer
503,Bogen[Waffe]::N,ккуртта,kêvan
504,Pfeil::N,чӏатӏаракӏ,çîrik
505,Gewehr::N,ттупанг,tifing
506,Fehler::N,гъалатӏ,şaşî
507,Lüge::N,щялмахъ,derew
508,Schaden::N,зарал,xisar
509,Unglück::N,бала,bêbextî
510,Schuld::N,тахсир,suç
511,Alter::N,оьрму,temen
512,Schluss::N,ахир,girtin
513,Zeit::N,чӏун,çax
514,Tag::N,кьини,roj
515,Morgen::N,кӏюрх,sibeh
516,Mittag::N,ахттайн,nîro
517,Mittag::N,дяахттайн,nîro
518,Mittag::N,ахттайн чӏун,nîro
519,Abend::N,маркӏачӏан,êvar
520,Nacht::N,хьхьу,şev
521,Woche::N,нюжмар,heftî
522,Monat::N,барз,meh
523,Jahr::N,шин,sal
524,Frühling::N,инт,bihar
525,Sommer::N,гъи,havîn
526,Herbst::N,ссут,payîz
527,Winter::N,кӏи,zistan
528,Januar::N,цалчинмур барз,çile
529,Februar::N,кӏилчинмур барз,sibat
530,März::N,шамилчинмур барз,adar
531,April::N,апрель,nîsan
532,April::N,мукьилчинмур барз,nîsan
533,Mai::N,май,gûlan
534,Mai::N,ххюлчинмур барз,gûlan
535,Juni::N,июнь,hezîran
536,Juni::N,ряххилчинмур барз,hezîran
537,Juli::N,июль,tîmeh
538,Juli::N,Арулчинмур барз,tîmeh
539,August::N,мяйлчинмур барз,tebax
540,September::N,урчӏилчинмур барз,îlon
541,Oktober::N,ацӏилчинмур барз,çotmeh
542,November::N,ацӏния цалчинмур барз,mijdar
543,Dezember::N,ацӏния кӏилчинмур барз,kanûn
544,Montag::N,итин,duşemb
545,Montag::N,итин кьини,duşemb
546,Dienstag::N,тталат,sêşem
547,Dienstag::N,тталат кьини,sêşem
548,Mittwoch::N,арвахӏ,çarşemb
549,Donnerstag::N,хамис,pêşemb
550,Freitag::N,нюжмар,în
551,Freitag::N,нюжмар кьини,în
552,Samstag::N,ххуллун,şemî
553,Samstag::N,ххуллун кьини,şemî
554,Sonntag::N,алхӏат,yekşemb
555,Sonntag::N,алхӏат кьини,yekşemb
556,groß::A,бугъарасса,mezin
557,klein::A,чӏивисса,çûçik
558,lang::A,лахъисса,dirêj
559,kurz::A,кутӏасса,kin
560,breit::A,уттасса,fireh
561,schmal::A,уттакӏюласса,tenik
562,dicht::A,ццунсса,gir
563,dick[Gegenstand]::A,ганзсса,şîşman
564,dünn::A,кӏюласса,zirav
565,fest::A,цӏакьсса,saxlem
566,fest::A,кьянкьасса,saxlem
567,flach::A,баягъисса,pahn
568,flach::A,цӏубакъасса,pahn
569,flach::A,куртӏ дакъасса,pahn
570,glatt::A,дюрчӏусса,dûz
571,glatt::A,дюрчӏусса,şayîk
572,hart::A,кьянкьасса,hişk
573,weich::A,кӏукӏлусса,nerm
574,rund::A,ккурккисса,gilover
575,spitz::A,ярксса,pîj
576,spitz::A,дайлсса,pîj
577,spitz::A,мицӏ бусса,pîj
578,scharf::A,ярксса,tûj
579,scharf::A,дайлсса,tûj
580,scharf::A,мицӏ бусса,tûj
581,stumpf::A,къуркъасса,ne tûj
582,schwer::A,кӏусса,giran
583,schön::A,аьнтӏикӏасса,xweş
584,schön::A,аьнтӏикӏасса,xweşik
585,heiß::A,кӏирисса,kelandî
586,warm::A,гъелисса,germ
587,kalt::A,дяркъусса,sar
588,kühl::A,дюхлулсса,jemîrî
589,frisch::A,цӏусса,ter
590,feucht::A,атилсса,şil
591,feucht::A,хъавтусса,şil
592,nass::A,атилсса,şilek
593,nass::A,хъавтусса,şilek
594,trocken::A,кьавкьсса,zuwa
595,trocken::A,кьакьан бувсса,zuwa
596,voll::A,бувцӏусса,tijî
597,leer::A,бачӏвасса,vala
598,offen::A,тӏивтӏусса,vekirî
599,geschlossen::A,лавкьусса,asê
600,sauber::A,марцӏсса,pakij
601,schmutzig::A,чапалсса,lewitî
602,roh::A,шакъавхьсса,xav
603,reif::A,дирсса,gihaştî
604,lecker::A,нахӏусса,xweş
605,lecker::A,тӏааьнсса,xweş
606,süß::A,нацӏусса,şîrîn
607,bitter::A,кьурчӏисса,tahl
608,sauer::A,туршсса,tirş
609,hell::A,чаннасса,ronî
610,dunkel::A,цӏансса,tarî
611,schwarz::A,лухӏисса,reş
612,weiß::A,кӏяласса,sipî
613,rot::A,ятӏулсса,sor
614,gelb::A,хъахъисса,zer
615,blau::A,някӏсса,şîn
616,grün::A,щюлисса,şîn
617,grau::A,оьрусса,gewr
618,bunt::A,оьрчӏикӏурисса,rengîn
619,billig::A,кьювкьусса,erzan
620,teuer::A,ххирасса,biha
621,wertvoll::A,багьасса,hêja
622,wertvoll::A,багьасса,giranbiha
623,blind::A,мурчӏисса,kor
624,taub::A,къюкӏсса,kerr
625,kräftig::A,гужсса,gir
626,kräftig::A,гужсса,xurt
627,stark::A,кьянкьасса,xurt
628,schwach::A,заэвсса,kesad
629,fett::A,бучсса,qelew
630,schlank::A,бювхъусса,zirav
631,hübsch::A,янусса,xweşik
632,böse::A,оьсса,xerab
633,böse::A,оьсса,aciz
634,dumm::A,ахӏмакьсса,gêj
635,faul::A,танмалсса,têmbêl
636,faul::A,курчӏилсса,têmbêl
637,fleißig::A,хӏарачат бусса,jêhatî
638,geizig::A,янттарцӏансса,destgirtî
639,klug::A,аькьлу бусса,baqil
640,geschickt::A,паргалсса,zîrek
641,geschickt::A,паргалсса,ziring
642,lieb::A,аьзизсса,delal
643,lustig::A,тяхъасса,kêfxweş
644,sanft::A,иминсса,nazenîn
645,hungrig::A,ккашилсса,birçî
646,krank::A,къашавайсса,nexweş
647,nackt::A,кӏачӏасса,rût
648,nackt::A,кӏачӏасса,tazî
649,traurig::A,пашмансса,xemgîn
650,lebendig::A,уттавасса,bisaxî
651,gut::A,ххуйсса,baş
652,schlecht::A,оьккисса,xerab
653,richtig::A,саргъунсса,rast
654,richtig::A,саргъунсса,saxlem
655,schlimm::A,оьккисса,nebaş
656,wahr::A,хӏакьсса,rast
657,alt::A,кугьнасса,pîr
658,alt::A,кугьнасса,kevn
659,neu::A,цӏусса,nû
660,ehemalig::A,хъхъичӏвасса,kevnar
661,ehemalig::A,хъхъичӏвасса,peşidar
662,alt[Lebewesen]::A,агьилсса,pîr
663,jung::A,чӏавасса,xort
664,jung::A,жагьилсса,xort
665,arm::A,мискинсса,feqîr
666,arm::A,мискинсса,desteng
667,reich::A,авадансса,dewlemend
668,bekannt::A,дусъсса,naskirî
669,berühmt::A,машгьурсса,navdar
670,fremd::A,чил,xerîb
671,verschieden::A,личӏи-личӏисса,çîhê
672,nah::A,гъансса,nêzîk
673,fern::A,архсса,dûr
674,linker::A,кияхсса,çepê
675,linker::A,кюччахсса,çepê
676,rechter::A,урчӏахсса,rastê
677,anderer::A,цамур,yê din
678,erster::A,цалчинмур,yekemîn
679,erster::A,цалчиннсса,yekemîn
680,zweiter::A,кӏилчиимур,duda
681,dritter::A,шамулчинмур,sisêya
682,letzter::A,махъва-махъмур,paşîn
683,allein::ADV,ялгъузну,tenê
684,zusammen::ADV,цачӏу,tev
685,zusammen::ADV,цачӏу,bi hev re
686,zusammen::ADV,архӏал,tev
687,zusammen::ADV,архӏал,bi hev re
688,lange::ADV,батӏи къабуклай,dirêj
689,lange::ADV,хъунмасса хӏаллай,dirêj
690,plötzlich::ADV,цакуну,ji nişkave
691,sofort::ADV,мугьлат бакъа,yekser
692,später::ADV,махъ,paşiyê
693,jetzt::ADV,утти,nuha
694,jetzt::ADV,цӏана,nuha
695,heute::ADV,хӏакьину,îro
696,morgen::ADV,гьуит,sibeh
697,morgen::ADV,гьунттий,sibeh
698,dann::ADV,яла,paşê
699,gestern::ADV,лахьхьу,do
700,damals::ADV,та чӏумал,hîngî
701,danach::ADV,яла,piştra
702,vorher::ADV,хьхьнчӏ,pîşî
703,vorher::ADV,хьхьичӏва,pîşî
704,zuerst::ADV,бакӏрай,bere
705,zuerst::ADV,цӏу бутӏуй,bere
706,einmal::ADV,цал,çarik
707,manchmal::ADV,ваксса-таксса,çarna
708,oft::ADV,чӏявуну,gelek çaran
709,immer::ADV,мудан,daîm
710,immer::ADV,даиман,daîm
711,niemals::ADV,тачӏав,tu çar
712,hier::ADV,шикку,li vir
713,hierhin::ADV,шиккун,vir
714,von hier::ADV,шичча,ji vir
715,dort::ADV,гикку,li wê derê
716,dorthin::ADV,тиккун,wêda
717,geradeaus::ADV,тӏайланм,rastê rast
718,vorwärts::ADV,хьхьичӏунмай,ber bi pêş
719,rückwärts::ADV,махъа-хьхьичӏунмай,paşpê
720,zurück::ADV,махъунмай,paşdo
721,zurück::ADV,махъунмай,paşvê
722,unten::ADV,лув,jêrî
723,hinab::ADV,бакӏ-ялавай,berjêr
724,hinab::ADV,бакӏъялавай,berjêr
725,oben::ADV,ялув,banî
726,hinauf::ADV,лавай,banî
727,überall::ADV,гьариий,li her derê
728,überall::ADV,хьу-хьуний,li her derê
729,überall::ADV,гьарца кӏанай,li her derê
730,nicht::ADV,къа-,ne
731,nicht::ADV,къа-,nîn
732,nicht::ADV,къа-,tine
733,ein wenig::ADV,чанни,hebkî
734,ein wenig::ADV,ца чансса,hebkî
735,kaum::ADV,дахьа,tema
736,kaum::ADV,дахьа,himangi
737,sehr::ADV,оьну,gelek
738,sehr::ADV,гужну,gelek
739,sehr::ADV,хъинну,gelek
740,so::ADV,укукн,weha
