,Concept_ID,fa,ro
83,Wasser::N,آب,apă
84,Stein::N,سنگ,piatră
85,Boden::N,زمین,sol
86,Boden::N,زمین,pământ
87,Erde::N,خاک,pământ
88,Erde::N,زمین,pământ
89,Staub::N,گرد,praf
90,Staub::N,غبار,praf
91,Rauch::N,دود,fum
92,Funke::N,جرقه,scânteie
93,Feuer::N,آتش,foc
94,Licht::N,نور,lumină
95,Licht::N,روشنی,lumină
96,Schatten::N,سایه,umbră
97,Wetter::N,هوا,timp
98,Wetter::N,هوا,vreme
99,Nebel::N,مه,ceață
100,Nebel::N,مه,negură
101,Wolke::N,ابر,nor
102,Regen::N,باران,ploaie
103,Schnee::N,برف,zăpadă
104,Eis::N,یخ,gheață
105,Frost::N,یخبندان,ger
106,Kälte::N,سرما,frig
107,Hitze::N,گرما,arșiță
108,Hitze::N,گرما,căldură
109,Hitze::N,حرارت,arșiță
110,Hitze::N,حرارت,căldură
111,Raureif::N,برف ریزه,chiciură
112,Regenbogen::N,رنگین‌کمان,curcubeu
113,Donner::N,رعد,tunet
114,Strömung::N,جریان,curent
115,Tropfen::N,قطره,picătură
116,Schaum::N,کف,spumă
117,Schmutz::N,گل,murdărie
118,Schmutz::N,کثافت,murdărie
119,See::N,دریاچه,lac
120,Sumpf::N,مرداب,mlaștină
121,Sumpf::N,باتلاق,mlaștină
122,Moor::N,باتلاق,bărăgan
123,Wiese::N,چمن,fânaț
124,Wiese::N,چمن,livadă
125,Wald::N,جنگل,codru
126,Wald::N,جنگل,pădure
127,Hügel::N,تل,deal
128,Hügel::N,تل,movilă
129,Hügel::N,تپه,deal
130,Hügel::N,تپه,movilă
131,Anhöhe::N,بلندی,deal
132,Anhöhe::N,بلندی,ridicătură
133,Berg::N,کوه,munte
134,Gipfel::N,قله,pisc
135,Höhle::N,غار,peșteră
136,Abhang::N,سرازیری,pantă
137,Abhang::N,سرازیری,versant
138,Quelle::N,چشمه,izvor
139,Bach::N,نهر,gârlă
140,Fluss::N,رود,râu
141,Fluss::N,رود,fluviu
142,Ufer::N,ساحل,mal
143,Ufer::N,ساحل,țărm
144,Ufer::N,کرانه,mal
145,Ufer::N,کرانه,țărm
146,Küste::N,ساحل,coastă
147,Festland::N,خشکی,uscat
148,Meer::N,دریا,mare
149,Bucht::N,خلیج,golf
150,Insel::N,جزیره,insulă
151,Blume::N,گل,floare
152,Gras::N,علف,iarbă
153,Wurzel::N,ریشه,rădăcină
154,Baum::N,درخت,copac
155,Baum::N,درخت,arbore
156,Stamm::N,تنه,tulpină
157,Rinde::N,توژ,scoarță
158,Rinde::N,پوست,scoarță
159,Ast::N,شاخه,cracă
160,Ast::N,شاخه,creangă
161,Zweig::N,شاخه,ramură
162,Zweig::N,شاخه,creangă
163,Blatt::N,برگ,frunză
164,Birke::N,غان,mesteacăn
165,Kiefer[Baum]::N,کاج,pin
166,Weide[Baum]::N,بید,salcie
167,Weide[Baum]::N,بید,răchită
168,Tanne::N,صنوبر,brad
169,Horn::N,شاخ,corn
170,Feder::N,پر,pană
171,Fell::N,خز,piele
172,Flügel::N,پر,aripă
173,Flügel::N,بال,aripă
174,Klaue::N,چنگ,gheară
175,Klaue::N,پنجه,gheară
176,Kralle::N,پنجه,labă
177,Kralle::N,پنجه,gheară
178,Schwanz::N,دم,coadă
179,Ei::N,تخم,ou
180,Nest::N,لانه,cuib
181,Bau::N,بنا,bârlog
182,Bau::N,بنا,vizuină
183,Bau::N,ساختمان,bârlog
184,Bau::N,ساختمان,vizuină
185,Tier::N,هیوان,animal
186,Herde::N,رمه,turmă
187,Herde::N,رمه,cireadă
188,Kuh::N,گاو,vacă
189,Bulle::N,گاو نر,taur
190,Pferd::N,اسب,cal
191,Schaf::N,گوسفند,oaie
192,Schwein::N,خوک,porc
193,Hund::N,سگ,câine
194,Katze::N,گربه,pisică
195,Bär::N,خرس,urs
196,Eichhörnchen::N,سنجاب,veveriță
197,Elch::N,گوزن شمالی,elan
198,Fuchs::N,روباه,vulpe
199,Hase::N,خرگوش,iepure
200,Maus::N,موش,șoarece
201,Wolf::N,گرگ,lup
202,Vogel::N,پرنده,pasăre
203,Schwarm::N,دسته,cârd
204,Huhn::N,مرغ,găină
205,Hahn::N,خروس,cocoș
206,Gans::N,غاز,gâscă
207,Adler::N,عقاب,vultur
208,Ente::N,اردک,rață
209,Ente::N,مرغابی,rață
210,Eule::N,جغد,bufniță
211,Kranich::N,درنا,cocor
212,Krähe::N,زاغ,cioară
213,Krähe::N,کلاغ,cioară
214,Kuckuck::N,فاخته,cuc
215,Schwan::N,قو,lebădă
216,Fisch::N,ماهی,pește
217,Barsch::N,ماهی خاردار,biban
218,Hecht::N,اردک ماهی,știucă
219,Schlange[Tier]::N,مار,șarpe
220,Wurm::N,کرم,vierme
221,Spinne::N,عنکبوت,păianjen
222,Ameise::N,مورچه,furnică
223,Laus::N,شپش,păduche
224,Mücke::N,پشه,țânțar
225,Fliege::N,مگس,muscă
226,Schmetterling::N,پروانه,fluture
227,Beere::N,گیله,boabă
228,Apfel::N,سیب,măr
229,Pilz::N,قارچ,burete
230,Pilz::N,قارچ,ciupercă
231,Zwiebel::N,پیاز,ceapă
232,Saat::N,بذر,semănătură
233,Korn::N,تخم,grâu
234,Korn::N,دانه,grâu
235,Heu::N,علف خشک,fân
236,Schale::N,پوست,coajă
237,Grube::N,گودال,groapă
238,Falle::N,دام,cursă
239,Falle::N,دام,capcană
240,Schlinge::N,حلقه,laț
241,Spur::N,رد,dâră
242,Asche::N,خاکستر,cenușă
243,Dreck::N,کثافت,noroi
244,Dreck::N,کثافت,murdărie
245,Eisen::N,آهن,fier
246,Gold::N,زر,aur
247,Gold::N,طلا,aur
248,Silber::N,نقره,argint
249,Kohle::N,زغال,cărbune
250,Glas::N,شیشه,sticlă
251,Lehm::N,گل,lut
252,Lehm::N,گل,humă
253,Sand::N,شن,nisip
254,Sand::N,ماسه,nisip
255,Mensch::N,آدم,om
256,Mensch::N,آدم,persoană
257,Mensch::N,انسان,om
258,Mensch::N,انسان,persoană
259,Mann::N,مرد,om
260,Mann::N,مرد,bărbat
261,Frau::N,زن,femeie
262,Kind::N,بچه,copil
263,Kind::N,کودک,copil
264,Junge::N,پسر,băiat
265,Junge::N,پسر,flăcău
266,Mädchen::N,دختر,fată
267,Familie::N,فامیل,familie
268,Familie::N,خانواده,familie
269,Großvater::N,پدربزرگ,bunic
270,Großvater::N,پدربزرگ,tată mare
271,Großmutter::N,مادر‌بزرگ,bunică
272,Großmutter::N,مادر‌بزرگ,mamă mare
273,Eltern::N,والدین,părinți
274,Eltern::N,پدر‌و‌مادر,părinți
275,Vater::N,پدر,tată
276,Vater::N,پدر,părinte
277,Mutter::N,مادر,mamă
278,Sohn::N,پسر,fiu
279,Sohn::N,پسر,fecior
280,Tochter::N,دختر,fiică
281,Bruder::N,برادر,frate
282,Schwester::N,خواهر,soră
283,Onkel::N,عمو,unchi
284,Onkel::N,دایی,unchi
285,Tante::N,عمه,mătușă
286,Tante::N,خاله,mătușă
287,Ehemann::N,همسر,soț
288,Ehemann::N,همسر,bărbat
289,Ehefrau::N,همسر,soție
290,Freude::N,شادی,bucurie
291,Gelächter::N,خنده,râset
292,Gelächter::N,قاه‌قاه,râset
293,Glück::N,اقبال,fericire
294,Kummer::N,غم,mâhnire
295,Kummer::N,غصه,mâhnire
296,Wunsch::N,آرزو,dorință
297,Wunsch::N,آرزو,deziderat
298,Lust::N,هوس,poftă
299,Lust::N,هوس,înclinare
300,Geist::N,روح,duh
301,Geist::N,روح,minte
302,Geist::N,روح,suflet
303,Gedanke::N,فکر,gând
304,Gedanke::N,فکر,cuget
305,Gedächtnis::N,حافظه,memorie
306,Verstand::N,هوش,minte
307,Verstand::N,هوش,intelect
308,Sinn::N,معنا,sens
309,Sinn::N,معنا,înțeles
310,Sinn::N,مفهوم,sens
311,Sinn::N,مفهوم,înțeles
312,Grund::N,سبب,cauză
313,Grund::N,سبب,pricină
314,Grund::N,دلیل,cauză
315,Grund::N,دلیل,pricină
316,Wahrheit::N,حقیقت,adevăr
317,Gespräch::N,صحبت,convorbire
318,Gespräch::N,صحبت,conversație
319,Gespräch::N,گفتگو,convorbire
320,Gespräch::N,گفتگو,conversație
321,Märchen::N,قصه,basm
322,Märchen::N,قصه,poveste
323,Märchen::N,افسانه,basm
324,Märchen::N,افسانه,poveste
325,Erzählung::N,داستان,poveste
326,Nachricht::N,خبر,veste
327,Neuigkeit::N,خبر تازه,noutate
328,Neuigkeit::N,خبر تازه,actualitate
329,Name::N,اسم,nume
330,Rätsel::N,معما,ghicitoare
331,Rede::N,سخن,discurs
332,Sprache::N,زبان,limbă
333,Sprache::N,زبان,limbaj
334,Stimme::N,صدا,glas
335,Wort::N,کلمه,cuvânt
336,Zeichen::N,نشان,semn
337,Zeichen::N,نشان,semnal
338,Zeichen::N,علامت,semn
339,Zeichen::N,علامت,semnal
340,Ruf::N,صدا,chemare
341,Lärm::N,هیاهو,zgomot
342,Lärm::N,هیاهو,tărăboi
343,Laut::N,صدا,sunet
344,Ton::N,آهنگ,ton
345,Lied::N,آواز,cântec
346,Lied::N,ترانه,cântec
347,Ruhe::N,آرامش,odihnă
348,Ruhe::N,آرامش,liniște
349,Leute::N,مردم,lume
350,Leute::N,مردم,oameni
351,Volk::N,خلق,popor
352,Volk::N,خلق,națiune
353,Arbeit::N,کار,lucru
354,Gast::N,مهمان,musafir
355,Geschenk::N,هدیه,dar
356,Geschenk::N,هدیه,cadou
357,Spiel::N,بازی,joc
358,Gesellschaft::N,جمعیت,societate
359,Hilfe::N,کمک,ajutor
360,Freund::N,دوست,amic
361,Freund::N,دوست,prieten
362,Kamerad::N,رفیق,tovarăș
363,Angelegenheit::N,امر,afacere
364,Angelegenheit::N,قضیه,afacere
365,Anzahl::N,عده,număr
366,Anzahl::N,عده,cantitate
367,Anzahl::N,شمار,număr
368,Anzahl::N,شمار,cantitate
369,Art::N,نوع,fel
370,Art::N,نوع,specie
371,Stück::N,تکه,bucată
372,Stück::N,قطعه,bucată
373,Teil::N,بخش,parte
374,Teil::N,بخش,porție
375,Teil::N,قسمت,parte
376,Teil::N,قسمت,porție
377,Hälfte::N,نیم,jumătate
378,Kreis::N,حلقه,cerc
379,Kreis::N,دایره,cerc
380,Kreuz::N,صلیب,cruce
381,Linie::N,خط,linie
382,Linie::N,سطر,linie
383,Strich::N,خط,linie
384,Strich::N,خط,trăsătură
385,Abstand::N,فاصله,distanță
386,Abstand::N,فاصله,depărtare
387,Entfernung::N,مسافت,distanță
388,Entfernung::N,مسافت,depărtare
389,Gegend::N,منطقه,regiune
390,Platz::N,گنجایش,loc
391,Ort::N,جا,loc
392,Ort::N,محل,loc
393,Ort::N,مکان,loc
394,Seite::N,طرف,latură
395,Mitte::N,وسط,centru
396,Mitte::N,میان,centru
397,Gegenstand::N,چیز,obiect
398,Sache::N,چیز,lucru
399,Sache::N,چیز,chestie
400,Rand::N,کنار,bordură
401,Rand::N,حاشیه,bordură
402,Kante::N,لبه,muchie
403,Kante::N,لبه,bordură
404,Ecke::N,گوشه,colț
405,Spitze::N,سر,vârf
406,Spitze::N,سر,creștet
407,Spitze::N,نوک,vârf
408,Spitze::N,نوک,creștet
409,Ende::N,ته,capăt
410,Ende::N,آخر,capăt
411,Loch::N,سوراخ,gaură
412,Winkel::N,کنج,colț
413,Muster::N,نقش,desen
414,Größe::N,قد,mărime
415,Größe::N,بزرگی,mărime
416,Länge::N,طول,lungime
417,Höhe::N,بلندی,înălțime
418,Gewicht::N,وزن,greutate
419,Menge::N,مقدار,cantitate
420,Menge::N,اندازه,cantitate
421,Haufen::N,توده,grămadă
422,Reihe::N,ردیف,șir
423,Reihe::N,ردیف,rând
424,Boot::N,قایق,barcă
425,Boot::N,قایق,luntre
426,Ruder::N,پارو,vâslă
427,Ruder::N,پارو,lopată
428,Schlitten::N,سورتمه,sanie
429,Ski::N,اسکی,schi
430,Lagerfeuer::N,آتش,foc de tabără
431,Last::N,بار,povară
432,Last::N,بار,sarcină
433,Last::N,سنگینی,povară
434,Last::N,سنگینی,sarcină
435,Gang::N,راه رفتن,mers
436,Gang::N,راه رفتن,umblet
437,Schritt::N,قدم,pas
438,Norden::N,شمال,nord
439,Norden::N,شمال,miazănoapte
440,Süden::N,جنوب,sud
441,Süden::N,جنوب,miazăzi
442,Westen::N,غرب,apus
443,Osten::N,شرق,est
444,Osten::N,شرق,răsărit
445,Holz::N,چوب,lemn
446,Brett::N,تخته,scândură
447,Platte::N,صفحه,placă
448,Stütze::N,تکیه,proptea
449,Stange::N,میله,bară
450,Stange::N,میله,prăjină
451,Stock::N,چوب,băț
452,Stock::N,چوب,baston
453,Stab::N,عصا,baston
454,Stab::N,عصا,prăjină
455,Rohr::N,لوله,tub
456,Rohr::N,لوله,țeavă
457,Haus::N,منزل,casă
458,Heim::N,خانه,casă
459,Heim::N,خانه,cămin
460,Heim::N,کاشانه,casă
461,Heim::N,کاشانه,cămin
462,Ofen::N,بخاری,sobă
463,Fußboden::N,کف اتاق,podea
464,Fußboden::N,کف اتاق,dușumea
465,Tisch::N,میز,masă
466,Stuhl::N,صندلی,scaun
467,Wiege::N,گهواره,leagăn
468,Bett::N,تختخواب,pat
469,Regal::N,قفسه,rafturi
470,Kiste::N,صندوق,ladă
471,Kiste::N,صندوق,cutie
472,Fenster::N,پنجره,fereastră
473,Tür::N,در,ușă
474,Tür::N,درب,ușă
475,Tor::N,دروازه,poartă
476,Zaun::N,حصار,gard
477,Dach::N,بام,acoperiș
478,Leiter::N,نردبان,scară
479,Besen::N,جارو,mătură
480,Spaten::N,بیل,cazma
481,Spaten::N,بیل,hârleț
482,Schaufel::N,بیل,lopată
483,Schaufel::N,پارو,lopată
484,Gabel::N,چنگال,furculiță
485,Löffel::N,قاشق,lingură
486,Messer::N,کارد,cuțit
487,Nagel::N,میخ,cui
488,Netz::N,تور,plasă
489,Netz::N,شبکه,plasă
490,Haken::N,قلاب,cârlig
491,Griff::N,دسته,mâner
492,Schloss::N,قفل,lacăt
493,Bild::N,عکس,tablou
494,Bild::N,عکس,imagine
495,Bild::N,تصویر,tablou
496,Bild::N,تصویر,imagine
497,Figur::N,تندیس,chip
498,Figur::N,تندیس,figură
499,Puppe::N,عروسک,păpușă
500,Beutel::N,کیسه,pungă
501,Beutel::N,کیسه,săculeț
502,Bündel::N,بسته,mănunchi
503,Tasche::N,کیف,geantă
504,Eimer::N,سطل,găleată
505,Deckel::N,در,capac
506,Geschirr::N,ظرف,vase
507,Geschirr::N,ظرف,tacâmuri
508,Sack::N,گونی,sac
509,Tasse::N,فنجان,ceașcă
510,Topf::N,دیگ,oală
511,Topf::N,قابلمه,oală
512,Kessel::N,دیگ,cazan
513,Kessel::N,دیگ,căldare
514,Essen::N,خوراک,mâncare
515,Nahrung::N,غذا,hrană
516,Nahrung::N,غذا,aliment
517,Speise::N,خوراک,bucate
518,Speise::N,خوراک,fel de bucate
519,Fleisch::N,گوشت,carne
520,Getreide::N,غله,cereale
521,Brei::N,فرنی,pireu
522,Brei::N,حریره,pireu
523,Brot::N,نان,pâine
524,Scheibe::N,قاچ,felie
525,Scheibe::N,قاچ,bucată
526,Scheibe::N,لزگه,felie
527,Scheibe::N,لزگه,bucată
528,Fett::N,چربی,untură
529,Fett::N,چربی,grăsime
530,Butter::N,کره,unt
531,Öl::N,روغن,ulei
532,Salz::N,نمک,sare
533,Suppe::N,آش,supă
534,Suppe::N,آش,ciorbă
535,Suppe::N,سوپ,supă
536,Suppe::N,سوپ,ciorbă
537,Honig::N,عسل,miere
538,Milch::N,شیر,lapte
539,Tee::N,چای,ceai
540,Leder::N,چرم,piele
541,Wolle::N,پشم,lână
542,Stoff::N,پارچه,stofă
543,Nadel::N,سوزن,ac
544,Faden::N,نخ,ață
545,Knopf::N,دکمه,buton
546,Knoten::N,گره,nod
547,Farbe::N,رنگ,vopsea
548,Kleidung::N,لباس,haine
549,Kleidung::N,لباس,îmbrăcăminte
550,Kleidung::N,پوشاک,haine
551,Kleidung::N,پوشاک,îmbrăcăminte
552,Hemd::N,پیراهن,cămașă
553,Kragen::N,یقه,guler
554,Ärmel::N,آستین,mânecă
555,Hose::N,شلوار,pantaloni
556,Gürtel::N,کمر‌بند,cordon
557,Mütze::N,کلاه,șapcă
558,Schuh::N,کفش,gheată
559,Stiefel::N,چکمه,cizmă
560,Ring::N,حلقه,inel
561,Ring::N,حلقه,verigă
562,Ring::N,انگشتر,inel
563,Ring::N,انگشتر,verigă
564,Band::N,نوار,panglică
565,Band::N,نوار,șiret
566,Band::N,روبان,panglică
567,Band::N,روبان,șiret
568,Kamm::N,شانه,pieptene
569,Spiegel::N,آینه,oglindă
570,Riemen::N,تسمه,curea
571,Schnur::N,ریسمان,funie
572,Schnur::N,ریسمان,sfoară
573,Leine::N,قلاده,lesă
574,Leine::N,قلاده,curea
575,Decke::N,پتو,pătură
576,Kissen::N,بالش,pernă
577,Tuch::N,شال,batic
578,Handtuch::N,حوله,prosop
579,Handtuch::N,حوله,ștergar
580,Kraft::N,نیرو,forță
581,Kraft::N,نیرو,putere
582,Stärke::N,زور,tărie
583,Stärke::N,زور,vigoare
584,Gesundheit::N,سلامتی,sănătate
585,Gesundheit::N,تندرستی,sănătate
586,Krankheit::N,بیماری,boală
587,Krankheit::N,بیماری,maladie
588,Schmerz::N,درد,durere
589,Wunde::N,زخم,rană
590,Fieber::N,تب,febră
591,Arznei::N,دارو,leac
592,Arznei::N,دارو,medicament
593,Brücke::N,پل,pod
594,Brücke::N,پل,punte
595,Brunnen::N,چاه,puț
596,Weide::N,چراگاه,izlaz
597,Weide::N,چراگاه,pășune
598,Pfad::N,راه,cărare
599,Weg::N,راه,drum
600,Weg::N,طریق,drum
601,Straße::N,راه,cale
602,Straße::N,راه,stradă
603,Straße::N,جاده,cale
604,Straße::N,جاده,stradă
605,Dorf::N,ده,sat
606,Dorf::N,روستا,sat
607,Stadt::N,شهر,oraș
608,Brief::N,نامه,scrisoare
609,Buch::N,کتاب,carte
610,Buchstabe::N,حرف,literă
611,Buchstabe::N,حرف,caracter
612,Zeitung::N,روزنامه,ziar
613,Zeitung::N,روزنامه,gazetă
614,Leben::N,عمر,viață
615,Leben::N,زندگی,viață
616,Tod::N,مرگ,moarte
617,Grab::N,گور,groapă
618,Grab::N,گور,mormânt
619,Grab::N,مزار,groapă
620,Grab::N,مزار,mormânt
621,Kirche::N,کلیسا,biserică
622,Sünde::N,بزه,păcat
623,Sünde::N,گناه,păcat
624,Gott::N,خدا,zeu
625,Arbeiter::N,کارگر,muncitor
626,Chef::N,رئیس,șef
627,Meister::N,استاد,meșter
628,Meister::N,استاد,maestru
629,Arzt::N,پزشک,medic
630,Arzt::N,پزشک,doctor
631,Lehrer::N,معلم,profesor
632,Lehrer::N,معلم,învățător
633,Lehrer::N,آموزگار,profesor
634,Lehrer::N,آموزگار,învățător
635,Geld::N,پول,bani
636,Geld::N,پول,parale
637,Geschäft::N,کار,treabă
638,Geschäft::N,کار,afacere
639,Geschäft::N,بیزنس,treabă
640,Geschäft::N,بیزنس,afacere
641,Laden::N,دکان,magazin
642,Laden::N,دکان,prăvălie
643,Laden::N,مغازه,magazin
644,Laden::N,مغازه,prăvălie
645,Preis::N,بها,preț
646,Preis::N,قیمت,preț
647,Ware::N,جنس,marfă
648,Ware::N,کالا,marfă
649,Nutzen::N,مزیت,folos
650,Nutzen::N,مزیت,profit
651,Nutzen::N,امتیاز,folos
652,Nutzen::N,امتیاز,profit
653,Reichtum::N,مال,avuție
654,Reichtum::N,مال,bogăție
655,Reichtum::N,ثروت,avuție
656,Reichtum::N,ثروت,bogăție
657,Welt::N,دنیا,lume
658,Land::N,کشور,țară
659,Land::N,مملکت,țară
660,Staat::N,دولت,stat
661,König::N,شاه,rege
662,König::N,پادشاه,rege
663,Macht::N,قدرت,putere
664,Macht::N,قدرت,putință
665,Macht::N,اختیار,putere
666,Macht::N,اختیار,putință
667,Grenze::N,مرز,hotar
668,Grenze::N,مرز,graniță
669,Grenze::N,مرز,frontieră
670,Krieg::N,جنگ,război
671,Feind::N,دشمن,dușman
672,Gewalt::N,زور,violență
673,Gewalt::N,خشونت,violență
674,Kampf::N,نبرد,luptă
675,Kampf::N,مبارزه,luptă
676,Bogen[Waffe]::N,کمان,arc
677,Pfeil::N,تیر,săgeată
678,Gewehr::N,تفنگ,armă
679,Gewehr::N,تفنگ,pușcă
680,Fehler::N,غلط,eroare
681,Fehler::N,غلط,greșeală
682,Fehler::N,اشتباه,eroare
683,Fehler::N,اشتباه,greșeală
684,Lüge::N,دروغ,minciună
685,Schaden::N,آسیب,daună
686,Schaden::N,آسیب,pagubă
687,Schaden::N,خسارت,daună
688,Schaden::N,خسارت,pagubă
689,Unglück::N,بلا,nenorocire
690,Schuld::N,گناه,vină
691,Schuld::N,تقصیر,vină
692,Alter::N,سن,etate
693,Alter::N,سن,vârstă
694,Alter::N,عمر,etate
695,Alter::N,عمر,vârstă
696,Schluss::N,انتها,sfârșit
697,Zeit::N,وقت,timp
698,Zeit::N,وقت,vreme
699,Zeit::N,زمان,timp
700,Zeit::N,زمان,vreme
701,Tag::N,روز,zi
702,Morgen::N,صبح,dimineață
703,Mittag::N,ظهر,prânz
704,Mittag::N,ظهر,amiază
705,Abend::N,شب,seară
706,Abend::N,عصر,seară
707,Nacht::N,شب,noapte
708,Woche::N,هفته,săptămână
709,Monat::N,ماه,lună
710,Jahr::N,سال,an
711,Frühling::N,بهار,primăvară
712,Sommer::N,تابستان,vară
713,Herbst::N,پاییز,toamnă
714,Winter::N,زمستان,iarnă
715,Januar::N,ژانویه,ianuarie
716,Februar::N,فوریه,februarie
717,März::N,مارس,martie
718,April::N,آوریل,aprilie
719,Mai::N,مه,mai
720,Juni::N,ژوئن,iunie
721,Juli::N,ژویه,iulie
722,August::N,اوت,august
723,September::N,سپتامبر,septembrie
724,Oktober::N,اکتبر,octombrie
725,November::N,نوامبر,noiembrie
726,Dezember::N,دسامبر,decembrie
727,Montag::N,دو‌شنبه,luni
728,Dienstag::N,سه‌شنبه,marți
729,Mittwoch::N,چهار‌شنبه,miercuri
730,Donnerstag::N,پنج شنبه,joi
731,Freitag::N,جمعه,vineri
732,Samstag::N,شنبه,sâmbătă
733,Sonntag::N,یکشنبه,duminică
734,groß::A,بزرگ,mare
735,klein::A,کوچک,mic
736,lang::A,بلند,lung
737,kurz::A,کوتاه,scurt
738,breit::A,پهن,lat
739,breit::A,پهن,larg
740,schmal::A,تنگ,strâmt
741,schmal::A,نازک,strâmt
742,dicht::A,چگال,des
743,dicht::A,انبوه,des
744,dick[Gegenstand]::A,ضخیم,gros
745,dünn::A,نازک,subțire
746,fein::A,ریز,fin
747,fein::A,ریز,subțire
748,fein::A,باریک,fin
749,fein::A,باریک,subțire
750,fest::A,محکم,tare
751,fest::A,محکم,solid
752,flach::A,صاف,șes
753,flach::A,صاف,plan
754,flach::A,مسطح,șes
755,flach::A,مسطح,plan
756,glatt::A,لیز,lins
757,hart::A,سفت,dur
758,weich::A,نرم,moale
759,weich::A,ملایم,moale
760,rund::A,گرد,rotund
761,rund::A,گرد,circular
762,spitz::A,تیز,ascuțit
763,spitz::A,نوک‌تیز,ascuțit
764,scharf::A,تیز,tăios
765,scharf::A,تیز,ascuțit
766,scharf::A,برنده,tăios
767,scharf::A,برنده,ascuțit
768,stumpf::A,کند,tocit
769,schwer::A,سنگین,greu
770,schön::A,زیبا,frumos
771,heiß::A,داغ,cald
772,heiß::A,داغ,fierbinte
773,warm::A,گرم,cald
774,warm::A,گرم,fierbinte
775,kalt::A,سرد,rece
776,kühl::A,خنک,rece
777,kühl::A,خنک,răcoros
778,frisch::A,تازه,răcoros
779,frisch::A,تازه,proaspăt
780,feucht::A,مرطوب,umed
781,feucht::A,مرطوب,jilav
782,nass::A,تر,ud
783,nass::A,خیش,ud
784,trocken::A,خشک,sec
785,trocken::A,خشک,uscat
786,voll::A,پر,plin
787,leer::A,خالی,gol
788,offen::A,باز,deschis
789,geschlossen::A,بسته,închis
790,sauber::A,پاک,curat
791,sauber::A,تمیز,curat
792,schmutzig::A,کثیف,murdar
793,schmutzig::A,آلوده,murdar
794,roh::A,خام,crud
795,reif::A,رسیده,copt
796,lecker::A,لذیذ,gustos
797,lecker::A,خوشمزه,gustos
798,süß::A,شیرین,dulce
799,bitter::A,تلخ,amar
800,sauer::A,ترش,acru
801,hell::A,روشن,clar
802,hell::A,روشن,luminos
803,dunkel::A,تاریک,obscur
804,dunkel::A,تاریک,întunecos
805,schwarz::A,سیاه,negru
806,weiß::A,سفید,alb
807,rot::A,سرخ,roșu
808,rot::A,قرمز,roșu
809,gelb::A,زرد,galben
810,blau::A,آبی,albastru
811,grün::A,سبز,verde
812,grau::A,طوسی,gri
813,grau::A,طوسی,cenușiu
814,grau::A,خاکستری,gri
815,grau::A,خاکستری,cenușiu
816,bunt::A,رنگارنگ,colorat
817,billig::A,ارزان,ieftin
