,Concept_ID,el,kn
210,Schlinge::N,θηλειά,ಉರುಲು
211,Spur::N,ίχνος,ಜಾಡು
212,Asche::N,στάχτη,ಬೂದಿ
213,Dreck::N,βρωμιά,ಹೊಲಸು
214,Eisen::N,σίδερο,ಕಬ್ಬಿಣ
215,Gold::N,μάλαμα,ಚಿನ್ನ
216,Gold::N,χρυσάφι,ಚಿನ್ನ
217,Silber::N,ασήμι,ಬೆಳ್ಳಿ
218,Silber::N,άργυρος,ಬೆಳ್ಳಿ
219,Kohle::N,κάρβουνο,ಕಲ್ಲಿದ್ದಲು
220,Glas::N,γυαλί,ಗಾಜು
221,Lehm::N,πηλός,ಜೇಡಿಮಣ್ಣು
222,Sand::N,άμμος,ಮರಳು
223,Mensch::N,άνθρωπος,ಪುರುಷ
224,Mann::N,άνδρας,ಆಳು
225,Frau::N,γυναίκα,ಹೆಣ್ಣು
226,Kind::N,παιδί,ಮಗು
227,Junge::N,αγόρι,ಹುಡುಗ
228,Mädchen::N,κοπέλα,ಹುಡುಗಿ
229,Mädchen::N,κορίτσι,ಹುಡುಗಿ
230,Familie::N,οικογένεια,ಕುಟುಂಬ
231,Großvater::N,παππούς,ಅಜ್ಜ
232,Großmutter::N,γιαγιά,ಅಮ್ಮ
233,Eltern::N,γονείς,ಹೆತ್ತವರು
234,Vater::N,πατέρας,ತಂದೆ
235,Mutter::N,μητέρα,ಅಮ್ಮ
236,Sohn::N,γιος,ಮಗ 
237,Tochter::N,κόρη,ಮಗಳು
238,Bruder::N,αδελφός,ತಮ್ಮ
239,Schwester::N,αδελφή,ತಂಗಿ
240,Onkel::N,θείος,ಸೋದರಮಾವ
241,Onkel::N,θείος,ದೊಡ್ಡಪ್ಪ
242,Tante::N,θεία,ಚಿಕ್ಕಮ್ಮ
243,Ehemann::N,σύζυγος,ಗಂಡ
244,Ehefrau::N,σύζυγος,ಹೆಂಡತಿ
245,Freude::N,χαρά,ನಲಿವು
246,Gelächter::N,γέλια,ನಗೆ
247,Glück::N,ευτυχία,ಆನಂದ
248,Kummer::N,έγνοια,ದುಃಖ
249,Wunsch::N,επιθυμία,ಬಯಕೆ
250,Lust::N,όρεξη,ಇಷ್ಟ
251,Geist::N,πνέυμα,ಆತ್ಮ
252,Gedanke::N,σκέψη,ಯೋಚನೆ
253,Gedächtnis::N,μνήμη,ಸ್ಮರಣೆ
254,Verstand::N,νους,ಮನಸ್ಸು
255,Sinn::N,νόημα,ಅರ್ಥ
256,Grund::N,λόγος,ಕಾರಣ
257,Wahrheit::N,αλήθεια,ಸತ್ಯ
258,Gespräch::N,συνομιλία,ಸಂಭಾಷಣೆ
259,Märchen::N,παραμύθι,ಸುಳ್ಳು ಕಥೆ
260,Erzählung::N,διήγημα,ಕಥೆ
261,Nachricht::N,είδηση,ಸಂದೇಶ
262,Neuigkeit::N,νέο,ಸುದ್ದಿ
263,Name::N,όνομα,ಹೆಸರು
264,Rätsel::N,αίνιγμα,ಒಗಟು
265,Rede::N,λόγος,ಮಾತು
266,Rede::N,ομιλία,ಮಾತು
267,Sprache::N,γλώσσα,ಭಾಷೆ
268,Stimme::N,φωνή,ಧ್ವನಿ
269,Wort::N,λέξη,ಮಾತು
270,Zeichen::N,σημείο,ಗುರುತು
271,Ruf::N,κραυγή,ಕೂಗು
272,Lärm::N,θόρυβος,ಸದ್ದು
273,Laut::N,ήχος,ಶಬ್ದ
274,Ton::N,ήχος,ನಾದ
275,Ton::N,τόνος,ನಾದ
276,Lied::N,τραγούδι,ಗಾನ
277,Ruhe::N,ησυχία,ಶಾಂತಿ
278,Leute::N,κόσμος,ಮಂದಿ
279,Leute::N,άνθρωποι,ಮಂದಿ
280,Volk::N,λαός,ಜನಾಂಗ
281,Arbeit::N,εργασία,ಕೆಲಸ
282,Gast::N,επισκέπτης,ಅತಿಥಿ
283,Geschenk::N,δώρο,ಕಾಣಿಕೆ
284,Spiel::N,παιχνίδι,ಆಟ
285,Gesellschaft::N,κοινωνία,ಸಂಗ
286,Hilfe::N,βοήθεια,ಸಹಾಯ
287,Freund::N,φίλος,ಸ್ನೇಹಿತ
288,Kamerad::N,σύντροφος,ಜೊತೆಗಾರ
289,Angelegenheit::N,υπόθεση,ವಿಚಾರ
290,Anzahl::N,αριθμός,ಎಣಿಕೆ
291,Art::N,είδος,ತರ
292,Stück::N,κομμάτι,ತುಂಡು
293,Teil::N,μέρος,ಭಾಗ
294,Hälfte::N,μισό,ಅರ್ಧ
295,Kreis::N,κύκλος,ವೃತ್ತ
296,Kreuz::N,σταυρός,ಶಿಲುಬೆ
297,Linie::N,γραμμή,ರೀಖೆ
298,Strich::N,γραμμή,ಗೀಟು
299,Abstand::N,απόσταση,ಅಂತರ
300,Entfernung::N,απόσταση,ದೂರ
301,Gegend::N,περιοχή,ವಿಸ್ತೀರ್ಣ
302,Gegend::N,τοποθεσία,ವಿಸ್ತೀರ್ಣ
303,Platz::N,χώρος,ಅಂತರ
304,Ort::N,τόπος,ಸ್ಥಳ
305,Seite::N,πλευρά,ಪಕ್ಷ
306,Mitte::N,μέση,ನಡು
307,Gegenstand::N,αντικείμενο,ವಸ್ತು
308,Sache::N,πράγμα,ವಸ್ತು
309,Rand::N,άκρη,ಅಂಚು
310,Rand::N,χείλος,ಅಂಚು
311,Kante::N,άκρη,ಅಂಚು
312,Ecke::N,γωνιά,ಮೂಲೆ
313,Spitze::N,μύτη,ತುದಿ
314,Ende::N,άκρη,ಕೊನೆ
315,Loch::N,τρύπα,ತೂತು
316,Winkel::N,γωνία,ಕೋನ
317,Muster::N,σχέδιο,ನಮೂನೆ
318,Größe::N,μέγεθος,ಪ್ರಮಾಣ
319,Länge::N,μήκος,ಉದ್ದ
320,Höhe::N,ύψος,ಎತ್ತರ
321,Gewicht::N,βάρος,ತೂಕ
322,Menge::N,ποσότητα,ಮೊತ್ತ
323,Haufen::N,σωρός,ರಾಶಿ
324,Reihe::N,αράδα,ಸಾಲು
325,Boot::N,βάρκα,ದೋಣಿ
326,Ruder::N,κουπί,ಹುಟ್ಟು
327,Schlitten::N,έλκηθρο,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
328,Ski::N,σκι,ಜಾರುಪಟ್ಟಿ
329,Lagerfeuer::N,φωτιά,ಶಿಬಿರಾಗ್ನಿ
330,Last::N,φορτίο,ಹೊರೆ
331,Gang::N,δρόμος,ತಿರುಗಾಟ
332,Schritt::N,βήμα,ಹೆಜ್ಜೆ
333,Norden::N,βορράς,ಉತ್ತರ
334,Süden::N,νότος,ದಕ್ಷಿಣ
335,Westen::N,δύση,ಪಶ್ಚಿಮ
336,Osten::N,ανατολή,ಮೂಡಲು
337,Holz::N,ξύλο,ಚೌಬೀನೆ
338,Brett::N,σανίδι,ಹಲಗೆ
339,Platte::N,πλάκα,ಹಲಗೆ
340,Stütze::N,στήριγμα,ಆಸರೆ
341,Stange::N,ραβδί,ಕಂಬ
342,Stange::N,κοντός,ಕಂಬ
343,Stock::N,ξύλο,ಕೋಲು
344,Stock::N,μπαστούνι,ಕೋಲು
345,Stab::N,ραβδί,ದೊಣ್ಣೆ
346,Rohr::N,σωλήνας,ನಳಿಕೆ
347,Haus::N,σπίτι,ಮನೆ
348,Heim::N,σπίτι,ಗೃಹ
349,Ofen::N,σόμπα,ಒಲೆ
350,Ofen::N,θερμάστρα,ಒಲೆ
351,Fußboden::N,πάτωμα,ನೆಲ
352,Tisch::N,τραπέζι,ಮೇಜು
353,Stuhl::N,καρέκλα,ಕುರ್ಚಿ
354,Wiege::N,κούνια,ತೊಟ್ಟಿಲು
355,Bett::N,κρεβάτι,ಹಾಸಿಗೆ
356,Regal::N,ράφι,ಬೀರು
357,Kiste::N,κιβώτιο,ಪಟ್ಟಿಗೆ
358,Fenster::N,παράθυρο,ಕಿಟಕಿ
359,Tür::N,πόρτα,ಬಾಗಿಲು
360,Tor::N,πύλη,ಹೆಬ್ಬಾಗಿಲು
361,Zaun::N,φράχτης,ಬೇಲಿ
362,Dach::N,στέγη,ಮಾಳಿಗೆ
363,Leiter::N,σκάλα,ಏಣಿ
364,Leiter::N,κλίμακα,ಏಣಿ
365,Besen::N,σκούπα,ಪೊರಕೆ
366,Spaten::N,φτυάρι,ಗುದ್ದಲಿ
367,Schaufel::N,φτυάρι,ಸನಿಕೆ
368,Gabel::N,πιρούνι,ಕವಲು
369,Löffel::N,κουτάλι,ಚಮಚ
370,Messer::N,μαχαίρι,ಚಾಕು
371,Nagel::N,καρφί,ಆಣಿ
372,Netz::N,δίχτυ,ಬಲೆ
373,Haken::N,γάντζος,ಕೊಂಡಿ
374,Haken::N,αγκίστρι,ಕೊಂಡಿ
375,Griff::N,λαβή,ಹಿಡಿ
376,Schloss::N,κλειδαριά,ವೀಗ
377,Bild::N,εικόνα,ಚಿತ್ರ
378,Figur::N,ανάστημα,ಆಕಾರ
379,Puppe::N,κούκλα,ಗೊಂಬೆ
380,Beutel::N,πουγγί,ಸಂಚಿ
381,Bündel::N,δεμάτι,ಕಟ್ಟು
382,Tasche::N,τσάντα,ಚೀಲ
383,Eimer::N,κουβάς,ಬಾನೆ
384,Deckel::N,καπάκι,ಮುಚ್ಚಳ
385,Geschirr::N,σκεύη,ಭಕ್ಷ್ಯಗಳು
386,Sack::N,σάκος,ಮೂಟೆ
387,Tasse::N,φλιτζάνι,ಬಟ್ಟಲು
388,Topf::N,χύτρα,ಮಡಕೆ
389,Kessel::N,καζάνι,ಕೆಟಲ್
390,Essen::N,φαγητό,ಊಟ
391,Nahrung::N,τροφή,ಆಹಾರ
392,Speise::N,φαγητό,ಊಟ
393,Fleisch::N,κρέας,ಮಾಂಸ
394,Getreide::N,σιτάρι,ಧಾನ್ಯ
395,Brei::N,χυλός,ಗಂಜಿ
396,Brot::N,ψωμί,ರೊಟ್ಟಿ
397,Brot::N,άρτος,ರೊಟ್ಟಿ
398,Scheibe::N,φέτα,ಹೋಳು
399,Fett::N,πάχος,ಕೊಬ್ಬು
400,Butter::N,βούτυρο,ಬೆಣ್ಣೆ
401,Öl::N,λάδι,ಎಣ್ಣೆ
402,Salz::N,αλάτι,ಉಪ್ಪು
403,Suppe::N,σούπα,ಎಸರು
404,Honig::N,μέλι,ಮಧು
405,Milch::N,γάλα,ಹಾಲು
406,Tee::N,τσάι,ಚಹ
407,Leder::N,πετσί,ಚಕ್ಕಳ
408,Wolle::N,μαλλί,ಉಣ್ಣೆ
409,Stoff::N,ύφασμα,ಬಟ್ಟೆ
410,Nadel::N,βελόνα,ಸೂಜಿ
411,Faden::N,κλωστή,ದಾರ
412,Knopf::N,κουμπί,ಗುಂಡು
413,Knoten::N,κόμπος,ಗಂಟು
414,Farbe::N,μπογιά,ಬಣ್ಣ
415,Kleidung::N,ρούχα,ಅರಿವೆ
416,Kleidung::N,ενδυμασία,ಅರಿವೆ
417,Hemd::N,πουκάμισο,ಅಂಗಿ
418,Kragen::N,κολάρο,ಕುತ್ತಿಗೆಪಟ್ಟಿ
419,Ärmel::N,μανίκι,ತೋಳು
420,Hose::N,πανταλόνι,ಇಜಾರ
421,Gürtel::N,ζώνη,ಬೆಲ್ಟು
422,Mütze::N,σκούφος,ಟೋಪಿ
423,Schuh::N,παπούτσι,ಪಾದರಕ್ಷೆ
424,Stiefel::N,μπότα,ಬೂಟು
425,Ring::N,δαχτυλίδι,ಉಂಗುರ
426,Band::N,κορδέλα,ರಿಬ್ಬನ್
427,Kamm::N,χτένα,ಹಣಿಗೆ
428,Spiegel::N,καθρέφτης,ಕನ್ನಡಿ
429,Riemen::N,λουρί,ಬಾರು
430,Schnur::N,κορδόνι,ಹುರಿ
431,Leine::N,σχοινί,ಹಗ್ಗ
432,Decke::N,κουβέρτα,ಕಂಬಳಿ
433,Kissen::N,μαξιλάρι,ದಿಂಬು
434,Tuch::N,πανί,ಕೊರಳ ಬಟ್ಟೆ
435,Tuch::N,μαντήλι,ಕೊರಳ ಬಟ್ಟೆ
436,Handtuch::N,πετσέτα,ಚೌಕ
437,Kraft::N,δύναμη,ಬಲ
438,Stärke::N,ισχύς,ಶಕ್ತಿ
439,Stärke::N,δύναμη,ಶಕ್ತಿ
440,Gesundheit::N,υγεία,ಆರೋಗ್ಯ
441,Krankheit::N,αρρώστια,ರೋಗ
442,Schmerz::N,πόνος,ನೋವು
443,Wunde::N,πληγή,ಗಾಯ
444,Fieber::N,πυρετός,ಜ್ವರ
445,Arznei::N,φάρμακο,ಔಷಧ
446,Brücke::N,γέφυρα,ಸೇತುವೆ
447,Brunnen::N,πηγάδι,ಬಾವಿ
448,Weide::N,βοσκή,ಗೋಮಾಳ
449,Pfad::N,μονοπάτι,ದಾರಿ
450,Weg::N,δρόμος,ಹಾದಿ
451,Straße::N,οδός,ರಸ್ತೆ
452,Straße::N,δρόμος,ರಸ್ತೆ
453,Dorf::N,χωριό,ಹಳ್ಳಿ
454,Stadt::N,πόλη,ಪಟ್ಟಣ
455,Brief::N,γράμμα,ಕಾಗದ
456,Brief::N,επιστολή,ಕಾಗದ
457,Buch::N,βιβλίο,ಪುಸ್ತಕ
458,Buchstabe::N,γράμμα,ಅಕ್ಷರ
459,Zeitung::N,εφημερίδα,ವಾರ್ತಾಪತ್ರಿಕೆ
460,Leben::N,ζωή,ಜೀವನ
461,Leben::N,βίος,ಜೀವನ
462,Tod::N,θάνατος,ಮರಣ
463,Grab::N,τάφος,ಗೋರಿ
464,Kirche::N,εκκλησία,ಚರ್ಚು
465,Sünde::N,αμαρτία,ಪಾಪ
466,Gott::N,θεός,ದೇವರು
467,Arbeiter::N,εργάτης,ಕೆಲಸಗಾರ
468,Chef::N,προϊστάμενος,ದಣಿ
469,Meister::N,μάστορας,ಶಿಕ್ಷಕ
470,Meister::N,αρχιτεχνίτης,ಶಿಕ್ಷಕ
471,Arzt::N,γιατρός,ವೈದ್ಯ
472,Lehrer::N,δάσκαλος,ಉಪಾಧ್ಯಾಯ
473,Geld::N,λεφτά,ಹಣ
474,Geld::N,χρήματα,ಹಣ
475,Geschäft::N,συναλλαγή,ವಾಣಿಜ್ಯ
476,Laden::N,μαγαζί,ಅಂಗಡಿ
477,Laden::N,κατάστημα,ಅಂಗಡಿ
478,Preis::N,τιμή,ಬೆಲೆ
479,Ware::N,εμπόρευμα,ಸರಕು
480,Nutzen::N,όφελος,ಲಾಭ
481,Reichtum::N,πλούτος,ಸಂಪತ್ತು
482,Welt::N,κόσμος,ಭೂಲೋಕ
483,Land::N,χώρα,ದೇಶ
484,Staat::N,κράτος,ರಾಜ್ಯ
485,Staat::N,πολιτεία,ರಾಜ್ಯ
486,König::N,βασιλιάς,ರಾಜ
487,Macht::N,εξουσία,ಅಧಿಕಾರ
488,Grenze::N,σύνορα,ಗಡಿ
489,Krieg::N,πόλεμος,ಯುದ್ಧ
490,Feind::N,εχθρός,ಶತ್ರು
491,Gewalt::N,βία,ಹಿಂಸೆ
492,Kampf::N,αγώνας,ಹೋರಾಟ
493,Bogen[Waffe]::N,τόξο,ಬಿಲ್ಲು
494,Pfeil::N,σαΐτα,ಅಂಬು
495,Gewehr::N,τουφέκι,ಬಂದೂಕು
496,Fehler::N,λάθος,ತಪ್ಪು
497,Fehler::N,σφάλμα,ತಪ್ಪು
498,Lüge::N,ψέμα,ಸುಳ್ಳು
499,Lüge::N,ψεύδος,ಸುಳ್ಳು
500,Schaden::N,ζημία,ಹಾನಿ
501,Unglück::N,δυστυχία,ಅಪಾಯ
502,Schuld::N,ενοχή,ದೋಷ
503,Schuld::N,φταίξιμο,ದೋಷ
504,Alter::N,ηλικία,ಮುಪ್ಪು
505,Schluss::N,τέλος,ಮುಕ್ತಾಯ
506,Zeit::N,χρόνος,ಕಾಲ
507,Tag::N,μέρα,ದಿನ
508,Tag::N,ημέρα,ದಿನ
509,Morgen::N,πρωί,ಮುಂಜಾನೆ
510,Mittag::N,μεσημέρι,ನಡುಹಗಲು
511,Abend::N,βράδυ,ಸಂಜೆ
512,Nacht::N,νύχτα,ರಾತ್ರಿ
513,Woche::N,εβδομάδα,ವಾರ
514,Monat::N,μήνας,ತಿಂಗಳು
515,Jahr::N,έτος,ಸಂವತ್ಸರ
516,Jahr::N,χρόνος,ಸಂವತ್ಸರ
517,Frühling::N,άνοιξη,ವಸಂತ
518,Sommer::N,καλοκαίρι,ಬಿಸಿಲುಕಾಲ
519,Herbst::N,φθινόπωρο,ಶರತ್ಕಾಲ
520,Winter::N,χειμώνας,ಚಳಿಗಾಲ
521,Januar::N,Ιανουάριος,ನಾಲ್ಚಳಿ
522,Februar::N,Φεβρουάριος,ಅಯ್ಚಳಿ
523,März::N,Μάρτιος,ಮೊಬ್ಬೇಸಿಗೆ
524,April::N,Απρίλιος,ಇಬ್ಬೇಸಿಗೆ
525,Mai::N,Μάιος,ಮುಬ್ಬೇಸಿಗೆ
526,Juni::N,Ιούνιος,ಮೊಮ್ಮಳೆ
527,Juli::N,Ιούλιος,ಇಮ್ಮಳೆ
528,August::N,Αύγουστος,ಮುಮ್ಮಳೆ
