,Concept_ID,,fa
274,Zeichen::N,,نشان
275,Zeichen::N,,علامت
276,Ruf::N,,صدا
277,Lärm::N,,هیاهو
278,Laut::N,,صدا
279,Ton::N,,آهنگ
280,Lied::N,,آواز
281,Lied::N,,ترانه
282,Ruhe::N,,آرامش
283,Leute::N,,مردم
284,Volk::N,,خلق
285,Arbeit::N,,کار
286,Gast::N,,مهمان
287,Geschenk::N,,هدیه
288,Spiel::N,,بازی
289,Gesellschaft::N,,جمعیت
290,Hilfe::N,,کمک
291,Freund::N,,دوست
292,Kamerad::N,,رفیق
293,Angelegenheit::N,,امر
294,Angelegenheit::N,,قضیه
295,Anzahl::N,,عده
296,Anzahl::N,,شمار
297,Art::N,,نوع
298,Stück::N,,تکه
299,Stück::N,,قطعه
300,Teil::N,,بخش
301,Teil::N,,قسمت
302,Hälfte::N,,نیم
303,Kreis::N,,حلقه
304,Kreis::N,,دایره
305,Kreuz::N,,صلیب
306,Linie::N,,خط
307,Linie::N,,سطر
308,Strich::N,,خط
309,Abstand::N,,فاصله
310,Entfernung::N,,مسافت
311,Gegend::N,,منطقه
312,Platz::N,,گنجایش
313,Ort::N,,جا
314,Ort::N,,محل
315,Ort::N,,مکان
316,Seite::N,,طرف
317,Mitte::N,,وسط
318,Mitte::N,,میان
319,Gegenstand::N,,چیز
320,Sache::N,,چیز
321,Rand::N,,کنار
322,Rand::N,,حاشیه
323,Kante::N,,لبه
324,Ecke::N,,گوشه
325,Spitze::N,,سر
326,Spitze::N,,نوک
327,Ende::N,,ته
328,Ende::N,,آخر
329,Loch::N,,سوراخ
330,Winkel::N,,کنج
331,Muster::N,,نقش
332,Größe::N,,قد
333,Größe::N,,بزرگی
334,Länge::N,,طول
335,Höhe::N,,بلندی
336,Gewicht::N,,وزن
337,Menge::N,,مقدار
338,Menge::N,,اندازه
339,Haufen::N,,توده
340,Reihe::N,,ردیف
341,Boot::N,,قایق
342,Ruder::N,,پارو
343,Schlitten::N,,سورتمه
344,Ski::N,,اسکی
345,Lagerfeuer::N,,آتش
346,Last::N,,بار
347,Last::N,,سنگینی
348,Gang::N,,راه رفتن
349,Schritt::N,,قدم
350,Norden::N,,شمال
351,Süden::N,,جنوب
352,Westen::N,,غرب
353,Osten::N,,شرق
354,Holz::N,,چوب
355,Brett::N,,تخته
356,Platte::N,,صفحه
357,Stütze::N,,تکیه
358,Stange::N,,میله
359,Stock::N,,چوب
360,Stab::N,,عصا
361,Rohr::N,,لوله
362,Haus::N,,منزل
363,Heim::N,,خانه
364,Heim::N,,کاشانه
365,Ofen::N,,بخاری
366,Fußboden::N,,کف اتاق
367,Tisch::N,,میز
368,Stuhl::N,,صندلی
369,Wiege::N,,گهواره
370,Bett::N,,تختخواب
371,Regal::N,,قفسه
372,Kiste::N,,صندوق
373,Fenster::N,,پنجره
374,Tür::N,,در
375,Tür::N,,درب
376,Tor::N,,دروازه
377,Zaun::N,,حصار
378,Dach::N,,بام
379,Leiter::N,,نردبان
380,Besen::N,,جارو
381,Spaten::N,,بیل
382,Schaufel::N,,بیل
383,Schaufel::N,,پارو
384,Gabel::N,,چنگال
385,Löffel::N,,قاشق
386,Messer::N,,کارد
387,Nagel::N,,میخ
388,Netz::N,,تور
389,Netz::N,,شبکه
390,Haken::N,,قلاب
391,Griff::N,,دسته
392,Schloss::N,,قفل
393,Bild::N,,عکس
394,Bild::N,,تصویر
395,Figur::N,,تندیس
396,Puppe::N,,عروسک
397,Beutel::N,,کیسه
398,Bündel::N,,بسته
399,Tasche::N,,کیف
400,Eimer::N,,سطل
401,Deckel::N,,در
402,Geschirr::N,,ظرف
403,Sack::N,,گونی
404,Tasse::N,,فنجان
405,Topf::N,,دیگ
406,Topf::N,,قابلمه
407,Kessel::N,,دیگ
408,Essen::N,,خوراک
409,Nahrung::N,,غذا
410,Speise::N,,خوراک
411,Fleisch::N,,گوشت
412,Getreide::N,,غله
413,Brei::N,,فرنی
414,Brei::N,,حریره
415,Brot::N,,نان
416,Scheibe::N,,قاچ
417,Scheibe::N,,لزگه
418,Fett::N,,چربی
419,Butter::N,,کره
420,Öl::N,,روغن
421,Salz::N,,نمک
422,Suppe::N,,آش
423,Suppe::N,,سوپ
424,Honig::N,,عسل
425,Milch::N,,شیر
426,Tee::N,,چای
427,Leder::N,,چرم
428,Wolle::N,,پشم
429,Stoff::N,,پارچه
430,Nadel::N,,سوزن
431,Faden::N,,نخ
432,Knopf::N,,دکمه
433,Knoten::N,,گره
434,Farbe::N,,رنگ
435,Kleidung::N,,لباس
436,Kleidung::N,,پوشاک
437,Hemd::N,,پیراهن
438,Kragen::N,,یقه
439,Ärmel::N,,آستین
440,Hose::N,,شلوار
441,Gürtel::N,,کمر‌بند
442,Mütze::N,,کلاه
443,Schuh::N,,کفش
444,Stiefel::N,,چکمه
445,Ring::N,,حلقه
446,Ring::N,,انگشتر
447,Band::N,,نوار
448,Band::N,,روبان
449,Kamm::N,,شانه
450,Spiegel::N,,آینه
451,Riemen::N,,تسمه
452,Schnur::N,,ریسمان
453,Leine::N,,قلاده
454,Decke::N,,پتو
455,Kissen::N,,بالش
456,Tuch::N,,شال
457,Handtuch::N,,حوله
458,Kraft::N,,نیرو
459,Stärke::N,,زور
460,Gesundheit::N,,سلامتی
461,Gesundheit::N,,تندرستی
462,Krankheit::N,,بیماری
463,Schmerz::N,,درد
464,Wunde::N,,زخم
465,Fieber::N,,تب
466,Arznei::N,,دارو
467,Brücke::N,,پل
468,Brunnen::N,,چاه
469,Weide::N,,چراگاه
470,Pfad::N,,راه
471,Weg::N,,راه
472,Weg::N,,طریق
473,Straße::N,,راه
474,Straße::N,,جاده
475,Dorf::N,,ده
476,Dorf::N,,روستا
477,Stadt::N,,شهر
478,Brief::N,,نامه
479,Buch::N,,کتاب
480,Buchstabe::N,,حرف
481,Zeitung::N,,روزنامه
482,Leben::N,,عمر
483,Leben::N,,زندگی
484,Tod::N,,مرگ
485,Grab::N,,گور
486,Grab::N,,مزار
487,Kirche::N,,کلیسا
488,Sünde::N,,بزه
489,Sünde::N,,گناه
490,Gott::N,,خدا
491,Arbeiter::N,,کارگر
492,Chef::N,,رئیس
493,Meister::N,,استاد
494,Arzt::N,,پزشک
495,Lehrer::N,,معلم
496,Lehrer::N,,آموزگار
497,Geld::N,,پول
498,Geschäft::N,,کار
499,Geschäft::N,,بیزنس
500,Laden::N,,دکان
501,Laden::N,,مغازه
502,Preis::N,,بها
503,Preis::N,,قیمت
504,Ware::N,,جنس
505,Ware::N,,کالا
506,Nutzen::N,,مزیت
507,Nutzen::N,,امتیاز
508,Reichtum::N,,مال
509,Reichtum::N,,ثروت
510,Welt::N,,دنیا
511,Land::N,,کشور
512,Land::N,,مملکت
513,Staat::N,,دولت
514,König::N,,شاه
515,König::N,,پادشاه
516,Macht::N,,قدرت
517,Macht::N,,اختیار
518,Grenze::N,,مرز
519,Krieg::N,,جنگ
520,Feind::N,,دشمن
521,Gewalt::N,,زور
522,Gewalt::N,,خشونت
523,Kampf::N,,نبرد
524,Kampf::N,,مبارزه
525,Bogen[Waffe]::N,,کمان
526,Pfeil::N,,تیر
527,Gewehr::N,,تفنگ
528,Fehler::N,,غلط
529,Fehler::N,,اشتباه
530,Lüge::N,,دروغ
531,Schaden::N,,آسیب
532,Schaden::N,,خسارت
533,Unglück::N,,بلا
534,Schuld::N,,گناه
535,Schuld::N,,تقصیر
536,Alter::N,,سن
537,Alter::N,,عمر
538,Schluss::N,,انتها
539,Zeit::N,,وقت
540,Zeit::N,,زمان
541,Tag::N,,روز
542,Morgen::N,,صبح
543,Mittag::N,,ظهر
544,Abend::N,,شب
545,Abend::N,,عصر
546,Nacht::N,,شب
547,Woche::N,,هفته
548,Monat::N,,ماه
549,Jahr::N,,سال
550,Frühling::N,,بهار
551,Sommer::N,,تابستان
552,Herbst::N,,پاییز
553,Winter::N,,زمستان
554,Januar::N,,ژانویه
555,Februar::N,,فوریه
556,März::N,,مارس
557,April::N,,آوریل
558,Mai::N,,مه
559,Juni::N,,ژوئن
560,Juli::N,,ژویه
561,August::N,,اوت
562,September::N,,سپتامبر
563,Oktober::N,,اکتبر
564,November::N,,نوامبر
565,Dezember::N,,دسامبر
566,Montag::N,,دو‌شنبه
567,Dienstag::N,,سه‌شنبه
568,Mittwoch::N,,چهار‌شنبه
569,Donnerstag::N,,پنج شنبه
570,Freitag::N,,جمعه
571,Samstag::N,,شنبه
572,Sonntag::N,,یکشنبه
573,groß::A,,بزرگ
574,klein::A,,کوچک
575,lang::A,,بلند
576,kurz::A,,کوتاه
577,breit::A,,پهن
578,schmal::A,,تنگ
579,schmal::A,,نازک
580,dicht::A,,چگال
581,dicht::A,,انبوه
582,dick[Gegenstand]::A,,ضخیم
583,dünn::A,,نازک
584,fein::A,,ریز
585,fein::A,,باریک
586,fest::A,,محکم
587,flach::A,,صاف
588,flach::A,,مسطح
589,glatt::A,,لیز
590,hart::A,,سفت
591,weich::A,,نرم
592,weich::A,,ملایم
593,rund::A,,گرد
594,spitz::A,,تیز
595,spitz::A,,نوک‌تیز
596,scharf::A,,تیز
597,scharf::A,,برنده
598,stumpf::A,,کند
599,schwer::A,,سنگین
600,schön::A,,زیبا
601,heiß::A,,داغ
602,warm::A,,گرم
603,kalt::A,,سرد
604,kühl::A,,خنک
605,frisch::A,,تازه
606,feucht::A,,مرطوب
607,nass::A,,تر
608,nass::A,,خیش
609,trocken::A,,خشک
610,voll::A,,پر
611,leer::A,,خالی
612,offen::A,,باز
613,geschlossen::A,,بسته
614,sauber::A,,پاک
615,sauber::A,,تمیز
616,schmutzig::A,,کثیف
617,schmutzig::A,,آلوده
618,roh::A,,خام
619,reif::A,,رسیده
620,lecker::A,,لذیذ
621,lecker::A,,خوشمزه
622,süß::A,,شیرین
623,bitter::A,,تلخ
624,sauer::A,,ترش
625,hell::A,,روشن
626,dunkel::A,,تاریک
627,schwarz::A,,سیاه
628,weiß::A,,سفید
629,rot::A,,سرخ
630,rot::A,,قرمز
631,gelb::A,,زرد
632,blau::A,,آبی
633,grün::A,,سبز
634,grau::A,,طوسی
635,grau::A,,خاکستری
636,bunt::A,,رنگارنگ
637,billig::A,,ارزان
638,teuer::A,,گران
639,wertvoll::A,,قیمتی
640,wertvoll::A,,گرانبها
641,blind::A,,کور
642,blind::A,,نابینا
643,taub::A,,کر
644,taub::A,,ناشنوا
645,kräftig::A,,قوی
646,stark::A,,قوی
647,stark::A,,نیرومند
648,schwach::A,,ضعیف
649,fett::A,,چرب
650,schlank::A,,باریک‌اندام
651,hübsch::A,,قشنگ
652,hübsch::A,,خوشگل
653,böse::A,,بد
654,dumm::A,,احمق
655,faul::A,,لش
656,faul::A,,تنبل
657,fleißig::A,,زرنگ
658,geizig::A,,خسیس
659,klug::A,,عاقل
660,klug::A,,باهوش
661,geschickt::A,,ماهر
662,lieb::A,,عزیز
663,lustig::A,,شاد
664,lustig::A,,خوشحال
665,sanft::A,,لطیف
666,hungrig::A,,گرسنه
667,krank::A,,مریض
668,krank::A,,بیمار
669,nackt::A,,لخت
670,nackt::A,,برهنه
671,traurig::A,,غمگین
672,lebendig::A,,زنده
673,gut::A,,خوب
674,schlecht::A,,بد
675,richtig::A,,درست
676,schlimm::A,,وخيم
677,wahr::A,,درست
678,wahr::A,,حقیقی
679,alt::A,,کهنه
680,neu::A,,نو
681,ehemalig::A,,قبلی
682,alt[Lebewesen]::A,,پیر
683,jung::A,,جوان
684,arm::A,,فقیر
685,reich::A,,پولدار
686,reich::A,,ثروتمند
687,bekannt::A,,آشنا
688,bekannt::A,,معلوم
689,berühmt::A,,مشهور
690,fremd::A,,خارجی
691,fremd::A,,بیگانه
692,verschieden::A,,مختلف
693,verschieden::A,,متفاوت
694,nah::A,,نزدیک
695,fern::A,,دور
696,linker::A,,چپ
697,rechter::A,,راست
698,anderer::A,,دیگر
699,erster::A,,اول
700,zweiter::A,,دوم
701,dritter::A,,سوم
702,letzter::A,,آخر
703,allein::ADV,,تنها
704,auf einmal::ADV,,همزمان
705,zusammen::ADV,,باهم
706,lange::ADV,,مدت‌ها
707,lange::ADV,,مدت زیادی
708,plötzlich::ADV,,ناگهان
709,sofort::ADV,,فوراً
710,später::ADV,,بعدها
711,jetzt::ADV,,حالا
712,jetzt::ADV,,اکنون
713,heute::ADV,,امروز
714,morgen::ADV,,فردا
715,bald::ADV,,زود
716,bald::ADV,,بزودی
717,dann::ADV,,سپس
718,dann::ADV,,آنوقت
719,gestern::ADV,,دیروز
720,einst::ADV,,وقتی
721,einst::ADV,,زمانی
722,damals::ADV,,آنوقت
723,damals::ADV,,آنزمان
724,danach::ADV,,بعد
725,vorher::ADV,,قبلاً
726,zuerst::ADV,,اول
727,zuerst::ADV,,ابتداء
728,einmal::ADV,,یکدفعه
729,manchmal::ADV,,گاهی
730,manchmal::ADV,,بعضی اوقات
731,oft::ADV,,اغلب
732,immer::ADV,,همیشه
733,niemals::ADV,,هرگز
734,hier::ADV,,اینجا
735,hierhin::ADV,,به اینجا
736,von hier::ADV,,از اینجا
737,dort::ADV,,آنجا
738,dorthin::ADV,,به آنجا
739,geradeaus::ADV,,راست
740,vorwärts::ADV,,جلو
741,vorwärts::ADV,,به پیش
742,rückwärts::ADV,,عقب
743,zurück::ADV,,پس
744,zurück::ADV,,عقب
745,zurück::ADV,,بالعکس
746,unten::ADV,,زیر
747,unten::ADV,,پایین
748,hinab::ADV,,به پایین
749,oben::ADV,,بالا
750,hinauf::ADV,,به بالا
751,überall::ADV,,همه‌جا
752,nicht::ADV,,نه
753,ein wenig::ADV,,کمی
754,kaum::ADV,,به سختی
755,sehr::ADV,,خیلی
756,sehr::ADV,,بسیار
757,so::ADV,,چنین
758,so::ADV,,اینطور
759,noch::ADV,,هنوز
760,nur::ADV,,فقط
761,nur::ADV,,تنها
762,schon::ADV,,قبلاً
763,schon::ADV,,به این زودی
764,wieder::ADV,,باز
765,wieder::ADV,,دوباره
766,vergebens::ADV,,بیهوده
767,vor::PRP,,در جلوی
768,hinter::PRP,,پشت
769,unter::PRP,,تحت
770,durch::PRP,,از وسط
771,durch::PRP,,از ميان
772,neben::PRP,,کنار
773,neben::PRP,,پهلوی
774,zwischen::PRP,,بین
775,zwischen::PRP,,میان
776,wegen::PRP,,برای
777,wegen::PRP,,بخاطر
778,dies::PRN,,این
779,das::PRN,,آن
780,alles::PRN,,تمام
781,alles::PRN,,همه‌چیر
782,ich::PRN,,من
783,du::PRN,,تو
784,er::PRN,,او
785,wir::PRN,,ما
786,ihr::PRN,,شما
787,sie::PRN,,آنها
788,was::FPRN,,چه
789,wer::FPRN,,کی
790,wo::FADV,,کجا
791,wohin::FADV,,بکجا
792,wie::FADV,,چطور
793,wie::FADV,,چگونه
794,warum::FADV,,چرا
795,warum::FADV,,برای چه
796,wieviel::FNUM,,چند
797,wieviel::FNUM,,چقدر
798,eins::NUM,,یک
799,zwei::NUM,,دو
800,drei::NUM,,سه
801,vier::NUM,,چهار
802,fünf::NUM,,پنج
803,sechs::NUM,,شش
804,sieben::NUM,,هفت
805,acht::NUM,,هشت
806,neun::NUM,,نه
807,zehn::NUM,,ده
808,elf::NUM,,یازده
809,zwölf::NUM,,دوازده
810,zwanzig::NUM,,بیست
811,dreißig::NUM,,سی
812,vierzig::NUM,,چهل
813,fünfzig::NUM,,پنجاه
814,sechzig::NUM,,شصت
815,siebzig::NUM,,هفتاد
816,achtzig::NUM,,هشتاد
817,neunzig::NUM,,نود
818,hundert::NUM,,صد
819,tausend::NUM,,هزار
820,und::CNJ,,و
821,oder::CNJ,,یا
822,stehen::V,,ایستادن
823,sitzen::V,,نشستن
824,liegen::V,,خوابیدن
825,liegen::V,,دراز کشیدن
826,hängen::V,,آویزان بودن
827,werden::V,,شدن
828,passieren::V,,گذشتن
829,passieren::V,,اتفاق افتادن
830,beginnen::V,,شروع شدن
831,enden::V,,تمام شدن
832,wechseln::V,,عوض شدن
833,aufgehen[Sonne]::V,,برآمدن
834,aufgehen[Sonne]::V,,طلوع کردن
835,untergehen[Sonne]::V,,غروب کردن
836,scheinen[Sonne]::V,,تابیدن
837,donnern::V,,رعد زدن
838,wehen::V,,دمیدن
839,strömen::V,,روان شدن
840,fließen::V,,روان شدن
841,sich drehen::V,,چرخیدن
842,schwanken::V,,خم و راست شدن
843,schwingen::V,,تاب خوردن
844,schwingen::V,,نوسان کردن
845,fallen::V,,افتادن
846,fallen::V,,سقوط کردن
847,brennen::V,,سوزاندن
848,rauchen::V,,دود کردن
849,regnen::V,,باران آمدن
850,gefrieren::V,,یخ بستن
851,tauen::V,,آب شدن
852,schmelzen::V,,آب شدن
853,trocknen::V,,خشک شدن
854,sieden::V,,جوشیدن
855,faulen::V,,فاسد شدن
856,verfaulen::V,,پوسیدن
857,reißen::V,,پاره شدن
858,versinken::V,,غرق شدن
859,vergehen::V,,گذشتن
860,erscheinen::V,,ظاهر شدن
861,verschwinden::V,,گم شدن
862,verschwinden::V,,از بین رفتن
863,sinken::V,,پایین آمدن
864,abnehmen::V,,کم شدن
865,zunehmen::V,,زیاد شدن
866,steigen::V,,بالا رفتن
867,wachsen::V,,قد کشیدن
868,glänzen::V,,برق زدن
869,funkeln::V,,جرقه زدن
870,lärmen::V,,شلوغ کردن
871,läuten::V,,زنگ زدن
872,klingeln::V,,زنگ زدن
873,klirren::V,,جرنگ جرنگ صدا کردن
874,brausen::V,,طوفانی بودن
875,rauschen::V,,خش‌خش کردن
876,klingen::V,,صدا دادن
877,bellen::V,,عوعو کردن
878,heulen::V,,زوزه کشیدن
879,blasen::V,,فوت کردن
880,pfeifen::V,,سوت زدن
881,schreien::V,,فریاد زدن
882,stöhnen::V,,نالیدن
883,zittern::V,,لرزیدن
884,leben::V,,زیستن
885,leben::V,,زندگی کردن
886,geboren werden::V,,متولد شدن
887,atmen::V,,تنفس کردن
888,trinken::V,,نوشیدن
889,essen::V,,خوردن
890,schlucken::V,,بلعیدن
891,schlucken::V,,قورت دادن
892,müde werden::V,,خسته شدن
893,einschlafen::V,,خواب رفتن
894,schlafen::V,,خوابیدن
895,aufwachen::V,,از خواب بیدار شدن
896,aufstehen::V,,بیدار شدن
897,sich erholen::V,,استراحت کردن
898,krank werden::V,,مریض شدن
899,krank sein::V,,بیمار بودن
900,schmerzen::V,,درد کردن
901,husten::V,,سرفه کردن
902,genesen::V,,بهبود یافتن
903,sterben::V,,مردن
904,umkommen::V,,کشته شدن
905,sich bewegen::V,,حرکت کردن
906,sich rühren::V,,تکان خوردن
907,sich erheben::V,,برخواستن
908,sich setzen::V,,نشستن
909,hinfallen::V,,زمین خوردن
910,laufen::V,,پیاده رفتن
911,schreiten::V,,قدم زدن
912,spazierengehen::V,,گردش رفتن
913,eilen::V,,شتاب کردن
914,sich beeilen::V,,عجله کردن
915,sausen::V,,صفیر کشیدن
916,rennen::V,,دویدن
917,springen::V,,پریدن
918,klettern::V,,بالا رفتن
919,schaukeln::V,,تاب خوردن
920,kriechen::V,,خزیدن
921,schwimmen::V,,شنا کردن
922,tauchen::V,,غواصی کردن
923,rudern::V,,پارو زدن
924,fahren::V,,سواره رفتن
925,fliegen::V,,پریدن
926,gehen::V,,رفتن
927,weggehen::V,,رفتن
928,abfahren::V,,حرکت کردن
929,anhalten::V,,ایست کردن
930,hineingehen::V,,داخل شدن
931,eintreten::V,,وارد شدن
932,kommen::V,,آمدن
933,ankommen::V,,رسیدن
934,zurückkommen::V,,برگشتن
935,bleiben::V,,ماندن
936,warten::V,,منتظر بودن
937,erwarten::V,,انتظار داشتن
938,suchen::V,,جستجو کردن
939,finden::V,,یافتن
940,finden::V,,پیدا کردن
941,versuchen::V,,سعی کردن
942,versuchen::V,,کوشش کردن
943,vorbereiten::V,,آماده کردن
944,lieben::V,,عاشق بودن
945,mögen::V,,میل داشتن
946,mögen::V,,دوست داشتن
947,lachen::V,,خندیدن
948,rühren::V,,به رقت آوردن
949,weinen::V,,گریه کردن
