,Concept_ID,et,he
815,strömen::V,voolama,זרם
816,fließen::V,voolama,זרם
817,sich drehen::V,pöörduma,הסתובב
818,schwanken::V,kõikuma,התנודד
819,schwingen::V,võnkuma,התנענע
820,fallen::V,langema,נפל
821,brennen::V,põlema,בער
822,rauchen::V,suitsema,עשן
823,regnen::V,sadama,ירד גשם
824,gefrieren::V,kinni külmuma,קפא
825,tauen::V,sulama,נמס
826,schmelzen::V,sulama,התיך
827,trocknen::V,kuivama,התיבש
828,sieden::V,keema,רתח
829,faulen::V,mädanema,רקב
830,verfaulen::V,mädanema,רקב
831,reißen::V,rebenema,נקרע
832,versinken::V,uppuma,טבע
833,vergehen::V,mööduma,עבר
834,erscheinen::V,ilmuma,נגלה
835,erscheinen::V,ilmuma,הופיע
836,verschwinden::V,kaduma,נעלם
837,sinken::V,vajuma,ירד
838,sinken::V,langema,ירד
839,abnehmen::V,vähenema,הפחית
840,abnehmen::V,kahenema,הפחית
841,zunehmen::V,kasvama,רבה
842,steigen::V,tõusma,עלה
843,steigen::V,üles minema,עלה
844,wachsen::V,kasvama,גדל
845,glänzen::V,läikimä,נצץ
846,glänzen::V,läikimä,בהק
847,funkeln::V,sädelema,נצנץ
848,lärmen::V,lärmama,רעש
849,läuten::V,helisema,צלצל
850,klingeln::V,helisema,צלצל
851,klirren::V,kõlisema,קרקש
852,brausen::V,kohisema,געש
853,rauschen::V,kohisema,רשרש
854,klingen::V,kõlama,נשמע
855,bellen::V,haukuma,נבח
856,heulen::V,uluma,ילל
857,blasen::V,puhuma,נשף
858,pfeifen::V,vilistama,שרק
859,schreien::V,karjuma,צעק
860,stöhnen::V,oigama,נאנק
861,zittern::V,värisema,רעד
862,leben::V,elama,חי
863,leben::V,elus olema,חי
864,geboren werden::V,sündima,נולד
865,atmen::V,hingama,נשם
866,trinken::V,jooma,שתה
867,essen::V,sööma,אכל
868,schlucken::V,neelama,בלע
869,müde werden::V,väsima,התעיף
870,einschlafen::V,uinuma,נרדם
871,schlafen::V,magama,ישן
872,aufwachen::V,ärkama,התעורר
873,aufstehen::V,ärkama,קם
874,aufstehen::V,üles tõusma,קם
875,sich erholen::V,puhkama,נפש
876,krank werden::V,haigestuma,חלה
877,krank werden::V,haigeks jääma,חלה
878,krank sein::V,haige olema,היה חולה
879,schmerzen::V,valutama,כאב
880,husten::V,köhima,השתעל
881,genesen::V,toibuma,הבריא
882,sterben::V,surema,מת
883,umkommen::V,surma saama,נספה
884,sich bewegen::V,liikuma,נע
885,sich rühren::V,liikuma,זז
886,sich erheben::V,kerkima,קם
887,sich setzen::V,istet võtma,התישב
888,hinfallen::V,kukkuma,נפל
889,hinfallen::V,maha kukkuma,נפל
890,laufen::V,kõndima,הלך ברגל
891,schreiten::V,astuma,פסע
892,spazierengehen::V,jalutama,טיל
893,eilen::V,ruttama,אץ
894,eilen::V,ruttama,מהר
895,eilen::V,kiirustama,אץ
896,eilen::V,kiirustama,מהר
897,sich beeilen::V,ruttama,מהר
898,sich beeilen::V,kiirustama,מהר
899,sausen::V,kihutama,אץ
900,sausen::V,tormama,אץ
901,rennen::V,jooksma,רץ
902,rennen::V,kihutama,רץ
903,springen::V,hüppama,קפץ
904,klettern::V,ronima,טפס
905,schaukeln::V,kiikuma,התנדנד
906,kriechen::V,roomama,זחל
907,schwimmen::V,ujuma,שחה
908,tauchen::V,sukelduma,צלל
909,rudern::V,sõudma,חתר
910,fahren::V,sõitma,נסע
911,fliegen::V,lendama,עף
912,gehen::V,käima,הלך
913,gehen::V,minema,הלך
914,weggehen::V,ära minema,עזב
915,weggehen::V,välja minema,עזב
916,abfahren::V,väljuma,יצא
917,abfahren::V,ära sõitma,יצא
918,anhalten::V,peatuma,עצר
919,hineingehen::V,sisenema,נכנס
920,hineingehen::V,sisse minema,נכנס
921,eintreten::V,sisenema,נכנס
922,eintreten::V,sisse astuma,נכנס
923,kommen::V,tulema,בא
924,ankommen::V,saabuma,הגיע
925,zurückkommen::V,tagasi tulema,שב
926,zurückkommen::V,tagasi tulema,חזר
927,bleiben::V,jääma,נשאר
928,warten::V,ootama,חכה
929,warten::V,ootama,המתין
930,erwarten::V,ootama,צפה
931,erwarten::V,lootma,צפה
932,suchen::V,otsima,חפש
933,finden::V,leidma,מצא
934,versuchen::V,püüdma,נסה
935,versuchen::V,üritama,נסה
936,versuchen::V,katsetama,נסה
937,vorbereiten::V,valmistama,הכין
938,lieben::V,armastama,אהב
939,mögen::V,sallima,אהב
940,mögen::V,meeldima,אהב
941,lachen::V,naerma,צחק
942,rühren::V,liigutama,נגע ללב
943,rühren::V,heldima panema,נגע ללב
944,weinen::V,nutma,בכה
945,schimpfen::V,sõimama,גער
946,sich ärgern::V,ärrituma,זעם
947,sich ärgern::V,ärrituma,כעס
948,sich ärgern::V,vihastuma,זעם
949,sich ärgern::V,vihastuma,כעס
950,sich fürchten::V,kartma,פחד
951,sich fürchten::V,kartma,חשש
952,sich fürchten::V,hirmu tundma,פחד
953,sich fürchten::V,hirmu tundma,חשש
954,fürchten::V,kartma,פחד מ
955,fürchten::V,kartma,חשש מ
956,fliehen::V,põgenema,ברח
957,flüchten::V,põgenema,נמלט
958,sehen::V,nägema,ראה
959,anschauen::V,vaatama,הביט
960,ansehen::V,vaatama,התבונן
961,hören::V,kuulma,שמע
962,zuhören::V,kuulama,הקשיב
963,probieren::V,proovima,נסה
964,riechen::V,nuusutama,הריח
965,fühlen::V,tundma,חש
966,scheinen::V,näida,נדמה
967,scheinen::V,ilmuda,נדמה
968,zu sehen sein::V,ilmuma,נראה
969,vernehmen::V,üle kuulama,נודע ל
970,frieren::V,külmetada,קר ל
971,tun::V,tegema,פעל
972,können::V,võima,יכל
973,können::V,oskama,יכל
974,wollen::V,tahtma,רצה
975,anfangen::V,hakkama,התחיל
976,anfangen::V,alustama,התחיל
977,beenden::V,lõpetama,גמר
978,aufhören::V,lakkama,סים
979,gelingen::V,õnnestuma,הצליח
980,geraten::V,jõudma,עלה
981,öffnen::V,avama,פתח
982,schließen::V,sulgema,סגר
983,stellen::V,panema,העמיד
984,stellen::V,asetama,העמיד
985,setzen::V,panema,הושיב
986,legen::V,panema,שם
987,legen::V,asetama,שם
988,berühren::V,riivama,נגע
989,berühren::V,puudutama,נגע
990,verbinden::V,ühendama,קשר
991,bedecken::V,katma,כסה
992,aufhängen::V,riputama,תלה
993,anzünden::V,süütama,הצית
994,aufheben::V,üles tõstma,אסף
995,zurücklassen::V,jätma,השאיר
996,verlieren::V,kaotama,אבד
997,fallen lassen::V,maha pillama,שמט
998,fallen lassen::V,maha pillama,הפיל
999,fallen lassen::V,kukkuda laskma,שמט
1000,fallen lassen::V,kukkuda laskma,הפיל
1001,machen::V,tegema,עשה
1002,herstellen::V,valmistama,יצר
1003,bauen::V,ehitama,בנה
1004,reparieren::V,parandama,תקן
1005,verbessern::V,parandama,שפר
1006,ändern::V,muutma,שנה
1007,ändern::V,ümber tegema,שנה
1008,graben::V,kaevama,חפר
1009,beugen::V,painutama,כפף
1010,biegen::V,painutama,כופף
1011,drehen::V,keerama,סובב
1012,wenden::V,ümber pöörama,הפך
1013,umdrehen::V,ümber keerama,סובב
1014,heben::V,tõstma,הרים
1015,hochheben::V,üles tõstma,הרים
1016,hochheben::V,kõrgele tõstma,הרים
1017,ergreifen::V,haarama,אחז
1018,halten::V,hoidma,החזיק
1019,drücken::V,pigistama,לחץ
1020,schieben::V,lükkama,הזיז
1021,kratzen::V,kraapima,שרט
1022,kratzen::V,kraapima,שפשף
1023,lecken::V,lakkuma,לקק
1024,beißen::V,purema,נשך
1025,beißen::V,hammustama,נשך
1026,abreißen::V,rebima,קרע
1027,abreißen::V,ära rebima,קרע
1028,abschneiden::V,ära lõikama,חתך
1029,binden::V,siduma,קשר
1030,stecken::V,pistma,תקע
1031,brechen::V,murdma,שבר
1032,klopfen::V,koputama,נקש
1033,hauen::V,lööma,הכה
1034,kleben::V,kleepima,הדביק
1035,reiben::V,hõõruma,שפשף
1036,streichen::V,silitama,מרח
1037,schleifen::V,lihvima,השחיז
1038,schleifen::V,teritama,השחיז
1039,schneiden::V,lõikama,גזר
1040,rütteln::V,raputama,נענע
1041,schütteln::V,raputama,נער
1042,schütteln::V,loksutama,נער
1043,schwenken::V,vehkima,נופף
1044,schwenken::V,vehkima,טלטל
1045,schwenken::V,lehvitama,נופף
1046,schwenken::V,lehvitama,טלטל
1047,schütten::V,kallama,שפך
1048,füllen::V,täitma,מלא
1049,einwickeln::V,sisse mähkima,עטף
1050,tragen::V,kandma,נשא
1051,schleppen::V,tassima,סחב
1052,schleppen::V,lohistama,סחב
1053,ziehen::V,vedama,משך
1054,ziehen::V,tõmbama,משך
1055,aufbewahren::V,säilitama,שמר
1056,aufbewahren::V,alal hoidma,שמר
1057,werfen::V,viskama,זרק
1058,fangen::V,püüdma,תפס
1059,packen::V,kinni haarama,אחז
1060,packen::V,kinni võtma,אחז
1061,verstecken::V,peitma,החביא
1062,teilen::V,jagama,חלק
1063,teilen::V,jaotama,חלק
1064,schicken::V,saatma,שלח
1065,bringen::V,viima,הביא
1066,hinzufügen::V,lisama,הוסיף
1067,bekommen::V,saama,תפס
1068,erhalten::V,saama,קבל
1069,nehmen::V,võtma,אחז
1070,wählen::V,valima,בחר
1071,auswählen::V,valima,בחר ב
1072,bewahren::V,hoidma,קים
1073,behindern::V,takistama,מנע
1074,verderben::V,rikkuma,מנע
1075,beschädigen::V,rikkuma,הזיק
1076,zerbrechen::V,katki tegema,נשבר
1077,zerreißen::V,katki rebima,קרע
1078,zerstören::V,purustama,הרס
1079,zerstören::V,purustama,השמיד
1080,verbrennen::V,põletama,שרף
1081,geben::V,andma,נתן
1082,reichen::V,andma,העביר
1083,reichen::V,ulatama,העביר
1084,schenken::V,kinkima,נתן במתנה
1085,versprechen::V,lubama,הבטיח
1086,versprechen::V,tõotama,הבטיח
1087,wünschen::V,soovima,אחל
1088,loben::V,kiitma,שבח
1089,küssen::V,suudlema,נשק
1090,wiegen::V,hällitama,נדנד
1091,zudecken::V,kaanetama,כסה
1092,zudecken::V,kinni katma,כסה
1093,wecken::V,äratama,עורר
1094,zeigen::V,näitama,הראה
1095,führen::V,juhatama,הביא
1096,führen::V,juhatama,הוביל
1097,lehren::V,õpetama,למד
1098,unterrichten::V,õpetama,למד
1099,aufziehen::V,üles kasvatama,רומם
1100,leiten::V,juhtima,נהל
1101,antreiben::V,ergutama,המרץ
1102,lassen::V,laskma,נתן
1103,einladen::V,kutsuma,הזמין
1104,vereinigen::V,ühendama,אחד
1105,vereinigen::V,ühendama,לכד
1106,besuchen::V,külastama,בקר
1107,treffen::V,kohtama,פגש
1108,sich versammeln::V,kogunema,התאסף
1109,spielen::V,mängima,שחק
1110,singen::V,laulma,שר
1111,tanzen::V,tantsima,רקד
1112,sich trennen::V,lahku minema,נפרד
1113,verlassen::V,maha jätma,עזב
1114,retten::V,päästma,הציל
1115,bewachen::V,valvama,שמר
1116,schützen::V,kaitsma,אבטח
1117,verteidigen::V,kaitsma,הגן
1118,sich schlagen::V,kaklema,התכתש
1119,schießen::V,tulistama,ירה
1120,siegen::V,võitma,גבר
1121,siegen::V,võitma,נצח
1122,ärgern::V,ärritama,עצבן
1123,ärgern::V,vihastama,עצבן
1124,schlagen::V,lööma,הכה
1125,schlagen::V,lööma,הלקה
1126,treten::V,sõtkuma,בעט
1127,stechen::V,pistma,דקר
1128,stechen::V,torkama,דקר
1129,stoßen::V,tõukama,דחק
1130,stehlen::V,varastama,גנב
1131,stören::V,segama,קטע
1132,stören::V,segama,הפריע
1133,stören::V,häirima,קטע
1134,stören::V,häirima,הפריע
1135,belästigen::V,ahistama,הציק
1136,belästigen::V,ahistama,הטריד
1137,verbergen::V,peitma,הצניע
1138,verbergen::V,varjama,הצניע
1139,täuschen::V,petma,שגע
1140,täuschen::V,tüssama,שגע
1141,betrügen::V,petma,הונה
1142,betrügen::V,tüssama,הונה
1143,betrügen::V,truudust murtma,הונה
1144,töten::V,tapma,הרג
1145,töten::V,surmama,הרג
1146,wohnen::V,elama,גר
1147,arbeiten::V,töötama,עבד
1148,sammeln::V,koguma,אסף
1149,sammeln::V,korjama,אסף
1150,pflücken::V,noppima,קטף
1151,jagen::V,jahtima,צד
1152,fischen::V,kalastama,דג
1153,fischen::V,kala püüdma,דג
1154,fassen::V,püüdma,תפס
1155,hüten::V,karjatama,רעה
1156,treiben::V,ajama,הוציא
1157,anbinden::V,kinni siduma,קשר
1158,füttern::V,söötma,הלעיט
1159,melken::V,lüpsma,חלב
1160,hacken::V,raiuma,קצץ
1161,hacken::V,lõhkuma,קצץ
1162,gießen::V,kastma,השקה
1163,reifen::V,valmima,בשל
1164,zubereiten::V,valmistama,הכין
1165,kochen::V,keetma,בשל
1166,backen::V,küpsetama,אפה
1167,braten::V,praadima,צלה
1168,braten::V,praadima,טגן
1169,umrühren::V,segama,ערבב
1170,stricken::V,kuduma,סרג
1171,nähen::V,õmblema,תפר
1172,färben::V,värvima,צבע
1173,reinigen::V,puhastama,נקה
1174,waschen::V,pesema,רחץ
1175,waschen::V,pesema,כבס
1176,abwischen::V,puhtaks pühkima,נגב
1177,spülen::V,uhtma,שטף
1178,fegen::V,pühkima,טאטא
1179,kehren::V,pühkima,טאטא
1180,baden::V,suplema,טבל
1181,baden::V,suplema,שחה
1182,baden::V,kümblema,טבל
1183,baden::V,kümblema,שחה
1184,sich waschen::V,end pesema,התרחץ
1185,ausziehen::V,käest võtma,הוריד
1186,ausziehen::V,jalast võtma,הוריד
1187,ausziehen::V,seljast võtma,הוריד
1188,anziehen::V,jalga panema,לבש
1189,sich anziehen::V,riietuma,התלבש
1190,kämmen::V,kammima,סרק
1191,schmücken::V,kaunistama,קשט
1192,sagen::V,ütlema,אמר
1193,sprechen::V,rääkima,דבר
1194,sprechen::V,kõnelema,דבר
1195,reden::V,kõnelema,דבר
1196,sich unterhalten::V,vestlema,שוחח
1197,fragen::V,küsima,שאל
1198,bitten::V,paluma,בקש
1199,erzählen::V,jutustama,ספר
1200,mitteilen::V,teatama,מסר
1201,mitteilen::V,teatama,הודיע
1202,mitteilen::V,teada andma,מסר
1203,mitteilen::V,teada andma,הודיע
1204,nennen::V,nimetama,קרא בשם
1205,rufen::V,kutsuma,גיס
1206,rufen::V,kutsuma,הזמין לבוא
1207,prahlen::V,hooplema,התרברב
1208,übersetzen::V,tõlkima,תרגם
1209,denken::V,mõtlema,חשב
1210,glauben::V,uskuma,האמין
1211,bemerken::V,märkama,הבחין
1212,erkennen::V,ära tundma,זהה
1213,begreifen::V,aru saama,קלט
1214,begreifen::V,aru saama,הבין
1215,verstehen::V,mõistma,הבין
1216,lernen::V,õppima,למד
1217,wissen::V,teadma,ידע
1218,sich erinnern an::V,mäletama,זכר
1219,vergessen::V,unustama,שכח
1220,messen::V,mõõtma,מדד
1221,zählen::V,loendama,ספר
1222,rechnen::V,arvutama,חשב
1223,lesen::V,lugema,קרא
1224,malen::V,maalima,ציר
1225,zeichnen::V,joonistama,שרטט
1226,schreiben::V,kirjutama,כתב
1227,besitzen::V,omama,היה בעל של
1228,kaufen::V,ostma,קנה
1229,kaufen::V,ostma,רכש
1230,verkaufen::V,müüma,מכר
1231,bezahlen::V,tasuma,שלם
1232,zahlen::V,maksma,שלם
1233,beherrschen::V,valitsema,שלט
1234,ertragen::V,taluma,סבל
