,Concept_ID,ba,de
751,scheinen[Sonne]::V,яҡтыртып тороу,scheinen
752,donnern::V,күкрәү,donnern
753,wehen::V,иҫеү,wehen
754,strömen::V,ташыу,strömen
755,fließen::V,ағыу,fließen
756,sich drehen::V,әйләнеү,sich drehen
757,schwanken::V,тирбәлеү,schwanken
758,schwingen::V,бәүетеү,schwingen
759,fallen::V,йығылыу,fallen
760,brennen::V,яныу,brennen
761,rauchen::V,төтәү,rauchen
762,regnen::V,ямғыр яуа,regnen
763,gefrieren::V,туңыү,gefrieren
764,tauen::V,иреү,tauen
765,schmelzen::V,иреү,schmelzen
766,trocknen::V,кибеү,trocknen
767,sieden::V,ҡайнау,sieden
768,faulen::V,сереу,faulen
769,verfaulen::V,сереу,verfaulen
770,reißen::V,өҙөү,reißen
771,reißen::V,йыртылыу,reißen
772,versinken::V,батыу,versinken
773,vergehen::V,үтеү,vergehen
774,erscheinen::V,килеп сығыу,erscheinen
775,verschwinden::V,юғалыу,verschwinden
776,sinken::V,түбәнәйеү,sinken
777,abnehmen::V,кәметеү,abnehmen
778,zunehmen::V,артыу,zunehmen
779,steigen::V,күтәрелеү,steigen
780,wachsen::V,үҫеү,wachsen
781,glänzen::V,ялтырау,glänzen
782,funkeln::V,баҙлау,funkeln
783,lärmen::V,шаулау,lärmen
784,läuten::V,ҡағыу,läuten
785,klingeln::V,ҡағыу,klingeln
786,klingeln::V,шылтыратыу,klingeln
787,klirren::V,шылтыратыу,klirren
788,brausen::V,ҡотороноу,brausen
789,rauschen::V,шыптырлау,rauschen
790,klingen::V,яңғырау,klingen
791,bellen::V,өрөү,bellen
792,heulen::V,олоу,heulen
793,blasen::V,өрөү,blasen
794,pfeifen::V,һызғырып ебәреү,pfeifen
795,schreien::V,ҡысҡырыу,schreien
796,stöhnen::V,уңғырашыу,stöhnen
797,zittern::V,ҡалтырау,zittern
798,leben::V,йәшәү,leben
799,geboren werden::V,тыуыу,geboren werden
800,atmen::V,тын алыү,atmen
801,trinken::V,эсеү,trinken
802,essen::V,ашау,essen
803,schlucken::V,йотоу,schlucken
804,müde werden::V,арыу,müde werden
805,einschlafen::V,йоҡлап китеү,einschlafen
806,schlafen::V,йоҡлау,schlafen
807,aufwachen::V,уяныу,aufwachen
808,aufstehen::V,тороу,aufstehen
809,sich erholen::V,ял итеү,sich erholen
810,krank werden::V,сирләү,krank werden
811,krank sein::V,сирләү,krank sein
812,schmerzen::V,ауыртыу,schmerzen
813,husten::V,йүтәлләү,husten
814,genesen::V,һауығыу,genesen
815,sterben::V,үлеү,sterben
816,umkommen::V,һәләк булыу,umkommen
817,sich bewegen::V,хәрәкәт итеү,sich bewegen
818,sich rühren::V,ҡуҙғалыу,sich rühren
819,sich erheben::V,тороу,sich erheben
820,sich setzen::V,ултырыу,sich setzen
821,hinfallen::V,ҡолау,hinfallen
822,laufen::V,йөрөү,laufen
823,schreiten::V,атлау,schreiten
824,spazierengehen::V,ял итеп йороү,spazierengehen
825,eilen::V,ашығыу,eilen
826,eilen::V,ҡабаланыу,eilen
827,sich beeilen::V,ашығыу,sich beeilen
828,sich beeilen::V,ҡабаланыу,sich beeilen
829,sausen::V,елеү,sausen
830,rennen::V,йүгеп йөрөү,rennen
831,springen::V,һикереү,springen
832,klettern::V,үрмәләү,klettern
833,klettern::V,үрмәләп менеү,klettern
834,schaukeln::V,сайҡалыу,schaukeln
835,kriechen::V,шыуышыу,kriechen
836,schwimmen::V,йоҙөү,schwimmen
837,tauchen::V,сумыу,tauchen
838,rudern::V,ишеү,rudern
839,fahren::V,йөрөү,fahren
840,fliegen::V,осоу,fliegen
841,gehen::V,барыу,gehen
842,weggehen::V,китеү,weggehen
843,abfahren::V,сығыу,abfahren
844,anhalten::V,тукталыу,anhalten
845,hineingehen::V,инеү,hineingehen
846,eintreten::V,инеү,eintreten
847,kommen::V,килеү,kommen
848,ankommen::V,килеү,ankommen
849,zurückkommen::V,ҡайтыу,zurückkommen
850,bleiben::V,ҡалыу,bleiben
851,warten::V,көтөп тороу,warten
852,erwarten::V,көтөү,erwarten
853,suchen::V,эҙләү,suchen
854,finden::V,табыу,finden
855,versuchen::V,тырышып ҡарау,versuchen
856,vorbereiten::V,әҙерләү,vorbereiten
857,lieben::V,яратыу,lieben
858,mögen::V,һөйөү,mögen
859,mögen::V,яратыу,mögen
860,lachen::V,көлөү,lachen
861,rühren::V,ҡағылыу,rühren
862,weinen::V,илау,weinen
863,schimpfen::V,һүгенеү,schimpfen
864,schimpfen::V,тиргәнеү,schimpfen
865,schimpfen::V,һуҡраныу,schimpfen
866,sich ärgern::V,асыуланыу,sich ärgern
867,sich fürchten::V,ҡурҡыу,sich fürchten
868,fürchten::V,ҡурҡыу,fürchten
869,fliehen::V,ҡасыу,fliehen
870,flüchten::V,ҡасыу,flüchten
871,sehen::V,күреү,sehen
872,anschauen::V,ҡарау,anschauen
873,ansehen::V,ҡарау,ansehen
874,ansehen::V,тикшереү,ansehen
875,hören::V,ишетеү,hören
876,zuhören::V,тыңлау,zuhören
877,probieren::V,татыу,probieren
878,riechen::V,еҫкәү,riechen
879,fühlen::V,тойоу,fühlen
880,scheinen::V,кеүек күренеү,scheinen
881,scheinen::V,тойолоу,scheinen
882,zu sehen sein::V,күренеү,zu sehen sein
883,vernehmen::V,ишетеү,vernehmen
884,frieren::V,туңыү,frieren
885,tun::V,яһау,tun
886,tun::V,әшләү,tun
887,können::V,алыу,können
888,können::V,мөмкин булыу,können
889,wollen::V,теләү,wollen
890,anfangen::V,башлау,anfangen
891,beenden::V,бөтөрөү,beenden
892,beenden::V,тамамлау,beenden
893,aufhören::V,туктау,aufhören
894,gelingen::V,уңышлы булыу,gelingen
895,geraten::V,булып сығыу,geraten
896,öffnen::V,асыу,öffnen
897,schließen::V,йомоу,schließen
898,stellen::V,ҡуйыу,stellen
899,setzen::V,урынлаштырыу,setzen
900,legen::V,һалыу,legen
901,berühren::V,тейеү,berühren
902,berühren::V,ҡағылыу,berühren
903,verbinden::V,ҡушыу,verbinden
904,verbinden::V,бәйләү,verbinden
905,bedecken::V,ҡаплау,bedecken
906,aufhängen::V,элеү,aufhängen
907,anzünden::V,тоҡандырыу,anzünden
908,aufheben::V,мендереү,aufheben
909,zurücklassen::V,ҡалдырыу,zurücklassen
910,verlieren::V,юғалтыу,verlieren
911,fallen lassen::V,төшөрөп ебәреү,fallen lassen
912,machen::V,яһау,machen
913,machen::V,эшләү,machen
914,herstellen::V,эшләп сығарыу,herstellen
915,bauen::V,төҙөү,bauen
916,reparieren::V,төҙәтеү,reparieren
917,verbessern::V,яҡшыртыу,verbessern
918,ändern::V,үҙгәртеү,ändern
919,graben::V,ҡаҙыу,graben
920,beugen::V,бөгөү,beugen
921,biegen::V,бөгөү,biegen
922,drehen::V,өйрөлтөү,drehen
923,drehen::V,әйләндереү,drehen
924,wenden::V,әйләндереү,wenden
925,umdrehen::V,түңкәреү,umdrehen
926,heben::V,күтәреү,heben
927,heben::V,мендереү,heben
928,hochheben::V,күтәреү,hochheben
929,ergreifen::V,тотоп алыу,ergreifen
930,halten::V,тотоу,halten
931,drücken::V,ҡыҫыу,drücken
932,schieben::V,этеү,schieben
933,schieben::V,төртөү,schieben
934,kratzen::V,ҡырыу,kratzen
935,lecken::V,ялау,lecken
936,beißen::V,тешләү,beißen
937,abreißen::V,өҙөү,abreißen
938,abschneiden::V,ҡырҡыу,abschneiden
939,binden::V,бәйләү,binden
940,stecken::V,ҡаҙау,stecken
941,brechen::V,боҙоу,brechen
942,klopfen::V,шаҡылдау,klopfen
943,hauen::V,туҡмау,hauen
944,kleben::V,йәбештереү,kleben
945,reiben::V,ыуыу,reiben
946,reiben::V,ышҡыу,reiben
947,streichen::V,яғыу,streichen
948,schleifen::V,үткерләү,schleifen
949,schneiden::V,ҡырҡыу,schneiden
950,rütteln::V,һелкетеү,rütteln
951,schütteln::V,һелкетеү,schütteln
952,schwenken::V,болғау,schwenken
953,schütten::V,ҡойоу,schütten
954,füllen::V,тултырыу,füllen
955,einwickeln::V,төрөү,einwickeln
956,tragen::V,алып барыу,tragen
957,schleppen::V,һөйрәү,schleppen
958,ziehen::V,тартыу,ziehen
959,aufbewahren::V,һаҡлау,aufbewahren
960,werfen::V,ырғытыу,werfen
961,fangen::V,тотоу,fangen
962,packen::V,етеү,packen
963,packen::V,тотоп алыу,packen
964,verstecken::V,йәшереү,verstecken
965,teilen::V,бүлеү,teilen
966,schicken::V,ебәреү,schicken
967,bringen::V,килтереү,bringen
968,hinzufügen::V,өтәү,hinzufügen
969,bekommen::V,алыу,bekommen
970,erhalten::V,алыу,erhalten
971,nehmen::V,алыу,nehmen
972,wählen::V,һайлаү,wählen
973,auswählen::V,һайлап алыу,auswählen
974,bewahren::V,һаҡлау,bewahren
975,behindern::V,тотҡарлыҡ яһау,behindern
976,verderben::V,боҙоу,verderben
977,beschädigen::V,боҙоу,beschädigen
978,zerbrechen::V,ҡыйратыу,zerbrechen
979,zerreißen::V,йыртыу,zerreißen
980,zerstören::V,емереү,zerstören
981,verbrennen::V,үртәү,verbrennen
982,geben::V,биреү,geben
983,reichen::V,биреү,reichen
984,schenken::V,бүләк итеү,schenken
985,versprechen::V,вәғәҙә биреү,versprechen
986,wünschen::V,теләу,wünschen
987,loben::V,маҡтау,loben
988,küssen::V,үбеү,küssen
989,wiegen::V,бәүетеү,wiegen
990,wiegen::V,тирбәтеү,wiegen
991,zudecken::V,ҡаплау,zudecken
992,wecken::V,уятыу,wecken
993,zeigen::V,күрһәтеү,zeigen
994,führen::V,етәкләү,führen
995,lehren::V,уҡытыу,lehren
996,lehren::V,өйрәтеү,lehren
997,unterrichten::V,уҡытыу,unterrichten
998,aufziehen::V,тәрбиәле,aufziehen
999,leiten::V,етәкләү,leiten
1000,leiten::V,етәкселек итеү,leiten
1001,antreiben::V,ашыҡтырыу,antreiben
1002,lassen::V,мәжбүр итеү,lassen
1003,einladen::V,саҡырыу,einladen
1004,vereinigen::V,берләштереү,vereinigen
1005,besuchen::V,килеп сығыу,besuchen
1006,treffen::V,тойоү,treffen
1007,treffen::V,осратыу,treffen
1008,treffen::V,ҡаршылау,treffen
1009,sich versammeln::V,йыйылыу,sich versammeln
1010,spielen::V,тартыу,spielen
1011,singen::V,йырлау,singen
1012,tanzen::V,бейеү,tanzen
1013,sich trennen::V,айырылышыу,sich trennen
1014,verlassen::V,ташлау,verlassen
1015,verlassen::V,ташлап китеү,verlassen
1016,retten::V,ҡотҡарыу,retten
1017,bewachen::V,һаҡлау,bewachen
1018,schützen::V,һаҡлау,schützen
1019,verteidigen::V,яҡлау,verteidigen
1020,sich schlagen::V,һуғышыу,sich schlagen
1021,schießen::V,атыу,schießen
1022,siegen::V,еңеү,siegen
1023,ärgern::V,асыуландырыу,ärgern
1024,schlagen::V,бәреү,schlagen
1025,schlagen::V,туҡмау,schlagen
1026,treten::V,тибеү,treten
1027,treten::V,типкеләү,treten
1028,stechen::V,сәнсеү,stechen
1029,stoßen::V,этеү,stoßen
1030,stoßen::V,төртөү,stoßen
1031,stehlen::V,урлау,stehlen
1032,stören::V,ҡамасаулау,stören
1033,belästigen::V,бимазалау,belästigen
1034,belästigen::V,ҡамасаулау,belästigen
1035,verbergen::V,йәшереү,verbergen
1036,täuschen::V,ултыртыу,täuschen
1037,betrügen::V,алдау,betrügen
1038,töten::V,үлтереү,töten
1039,wohnen::V,йәшәү,wohnen
1040,arbeiten::V,эшләү,arbeiten
1041,sammeln::V,йыйыу,sammeln
1042,pflücken::V,өҙөү,pflücken
1043,jagen::V,аулау,jagen
1044,fischen::V,аулау,fischen
1045,fassen::V,тотоу,fassen
1046,hüten::V,көтөү,hüten
1047,treiben::V,ҡыуыу,treiben
1048,anbinden::V,бәйләү,anbinden
1049,füttern::V,ашатыу,füttern
1050,melken::V,һауыү,melken
1051,hacken::V,турау,hacken
1052,hacken::V,тапау,hacken
1053,gießen::V,ҡойоу,gießen
1054,reifen::V,өлғөрөү,reifen
1055,zubereiten::V,бешереү,zubereiten
1056,kochen::V,бешереү,kochen
1057,backen::V,бешереү,backen
1058,braten::V,ҡурыу,braten
1059,umrühren::V,ҡатнаштырыу,umrühren
1060,stricken::V,бәйләү,stricken
1061,nähen::V,тегеү,nähen
1062,färben::V,буяу,färben
1063,reinigen::V,таҙартыу,reinigen
1064,waschen::V,йыуыу,waschen
1065,abwischen::V,һөртөү,abwischen
1066,spülen::V,сайҡау,spülen
1067,fegen::V,һепереү,fegen
1068,kehren::V,һепереү,kehren
1069,baden::V,һыу инеү,baden
1070,sich waschen::V,йыуыныу,sich waschen
1071,ausziehen::V,сисеү,ausziehen
1072,anziehen::V,кейеү,anziehen
1073,sich anziehen::V,кейенеү,sich anziehen
1074,kämmen::V,тарау,kämmen
1075,schmücken::V,биҙәү,schmücken
1076,sagen::V,әйтеү,sagen
1077,sprechen::V,әйтеү,sprechen
1078,sprechen::V,һөйләшеү,sprechen
1079,reden::V,һөйләшеү,reden
1080,sich unterhalten::V,әңгәмәләшеү,sich unterhalten
1081,fragen::V,һорау,fragen
1082,bitten::V,үтенеү,bitten
1083,erzählen::V,һөйләү,erzählen
1084,mitteilen::V,әйтеү,mitteilen
1085,nennen::V,атау,nennen
1086,nennen::V,исемләү,nennen
1087,rufen::V,саҡырыу,rufen
1088,prahlen::V,маҡтаныу,prahlen
1089,prahlen::V,шапырыныу,prahlen
1090,übersetzen::V,тәржемә итеү,übersetzen
1091,denken::V,уйлау,denken
1092,glauben::V,ышаныу,glauben
1093,bemerken::V,күреү,bemerken
1094,erkennen::V,таныу,erkennen
1095,begreifen::V,аңлау,begreifen
1096,verstehen::V,аңлау,verstehen
1097,lernen::V,өйрәнеү,lernen
1098,wissen::V,белеү,wissen
1099,sich erinnern an::V,хәтергә алыу,sich erinnern an
1100,vergessen::V,онотоу,vergessen
1101,messen::V,үлсәү,messen
1102,zählen::V,һанау,zählen
1103,rechnen::V,һанау,rechnen
1104,lesen::V,уҡыу,lesen
1105,malen::V,һүрәт яһау,malen
1106,malen::V,рәсем төшөрөү,malen
1107,zeichnen::V,һүрәт яһау,zeichnen
1108,zeichnen::V,рәсем төшөрөү,zeichnen
1109,schreiben::V,яҙыу,schreiben
1110,besitzen::V,биләү,besitzen
1111,kaufen::V,һатып алыу,kaufen
1112,verkaufen::V,һатыу,verkaufen
1113,bezahlen::V,түләү,bezahlen
1114,zahlen::V,түләү,zahlen
1115,beherrschen::V,биләү,beherrschen
1116,ertragen::V,түҙеү,ertragen
