,Concept_ID,ar,ta
676,oft::ADV,كثيرا,அடிக்கடி
677,immer::ADV,دائما,எப்பொழுதும்
678,niemals::ADV,لا أبدا,ஒருபோதும் இல்லை
679,hier::ADV,هنا,இங்கே
680,hierhin::ADV,إلى هنا,இவ்விடத்திற்கு
681,von hier::ADV,من هنا,இனி
682,dort::ADV,هناك,அங்கே
683,dorthin::ADV,إلى هناك,அவ்விடத்திற்கு
684,geradeaus::ADV,إلى الأمام,முன்னாலிருக்கும்
685,vorwärts::ADV,إلى الأمام,முன்புறமாக
686,rückwärts::ADV,إلى الوراء,பின்னோக்கி
687,zurück::ADV,عودا,பின்பக்கம்
688,zurück::ADV,إلى الخلف,பின்பக்கம்
689,unten::ADV,تحت,கீழாக
690,unten::ADV,في الأسفل,கீழாக
691,hinab::ADV,إلى تحت,கீழ் நோக்கி
692,oben::ADV,فوق,மேலே
693,oben::ADV,في الأعلى,மேலே
694,hinauf::ADV,إلى فوق,மேலே
695,hinauf::ADV,إلى الأعلى,மேலே
696,überall::ADV,في كل مكان,எல்லா இடத்திலும்
697,nicht::ADV,لا,இல்லை
698,nicht::ADV,لم,இல்லை
699,ein wenig::ADV,قليلا,கொஞ்சம்
700,kaum::ADV,كاد لا,அரிதாக
701,sehr::ADV,جدا,மிக்க
702,sehr::ADV,كثيرا,மிக்க
703,so::ADV,كذا,மிகவும்
704,so::ADV,كذلك,மிகவும்
705,noch::ADV,ما زال,இப்பொழுதும்
706,nur::ADV,فقط,மட்டும்
707,schon::ADV,قد,ஏற்கனவே
708,wieder::ADV,من جديد,மறுபடியும்
709,wieder::ADV,مرة أخرى,மறுபடியும்
710,vergebens::ADV,عبثا,வீண்
711,vor::PRP,أمام,முன்
712,hinter::PRP,خلف,பின்பக்கம்
713,hinter::PRP,وراء,பின்பக்கம்
714,unter::PRP,تحت,கீழே
715,durch::PRP,عبر,ஊடே
716,durch::PRP,خلال,ஊடே
717,neben::PRP,جنب,அடுத்து
718,neben::PRP,بجانب,அடுத்து
719,zwischen::PRP,بين,இடையில்
720,wegen::PRP,بسبب,ஏனெனில்
721,dies::PRN,هذا,இது
722,das::PRN,ذلك,அது
723,alles::PRN,الكل,ஒவ்வொன்றும்
724,ich::PRN,أنا,நான்
725,du::PRN,أنت,நீ
726,er::PRN,هو,அவன்
727,wir::PRN,نحن,நாம்
728,wir::PRN,نحن,நாங்கள்
729,ihr::PRN,أنتم,நீங்கள்
730,ihr::PRN,أنتن,நீங்கள்
731,sie::PRN,هم,அவர்கள்
732,sie::PRN,هن,அவர்கள்
733,was::FPRN,ما,என்ன
734,wer::FPRN,من,யார்
735,wo::FADV,أين,எங்கே
736,wohin::FADV,إلى أين,எதற்கு
737,wie::FADV,كيف,எப்படி
738,warum::FADV,لماذا,ஏன்
739,wieviel::FNUM,كم,எவ்வளவு
740,eins::NUM,واحد,ஒன்று
741,zwei::NUM,اثنين,இரண்டு
742,drei::NUM,ثلاثة,மூன்று
743,vier::NUM,أربعة,நான்கு
744,fünf::NUM,خمسة,ஐந்து
745,sechs::NUM,ستة,ஆறு
746,sieben::NUM,سبعة,ஏழு
747,acht::NUM,ثمانية,எட்டு
748,neun::NUM,تسعة,ஒன்பது
749,zehn::NUM,عشرة,பத்து
750,elf::NUM,أحد عشر,பதினொன்று
751,zwölf::NUM,اثنا عشر,பன்னிரண்டு
752,zwanzig::NUM,عشرون,இருபது
753,dreißig::NUM,ثلاثون,முப்பது
754,vierzig::NUM,أربعون,நாற்பது
755,fünfzig::NUM,خمسون,ஐமபது
756,sechzig::NUM,ستون,அறுபது
757,siebzig::NUM,سبعون,எழுபது
758,achtzig::NUM,ثمانون,எண்பது
759,neunzig::NUM,تسعون,தொன்னூறு
760,hundert::NUM,مئة,நூறு
761,tausend::NUM,ألف,ஆயிரம்
762,und::CNJ,و,மற்றும்
763,oder::CNJ,أو,அல்லது
764,stehen::V,وقف,நில்
765,sitzen::V,جلس,உட்கார்
766,liegen::V,رقد,படு
767,hängen::V,تعلق,தொங்கச் செய்
768,werden::V,صار,ஆகு
769,werden::V,أصبح,ஆகு
770,passieren::V,حدث,நிகழ்
771,beginnen::V,ابتدأ,ஆரம்பி
772,enden::V,انتهى,முடி
773,wechseln::V,تغير,மாற்று
774,aufgehen[Sonne]::V,شرق,உயர எழு
775,untergehen[Sonne]::V,غرب,பொறுத்து
776,scheinen[Sonne]::V,أضاء,பிரகாசி
777,donnern::V,رعد,இடி
778,wehen::V,هب,வீசு
779,strömen::V,جرى,பாயதல்
780,fließen::V,سال,நீரோட்டம் போக்கில் போ
781,sich drehen::V,دار,சுழல்
782,schwanken::V,ترنح,தள்ளாடு
783,schwingen::V,ترجح,ஆடு
784,fallen::V,سقط,விழு
785,brennen::V,احترق,எரி
786,rauchen::V,دخن,பகை பிடி
787,regnen::V,أمطر,மழை பெய்
788,gefrieren::V,تجمد,உறைந்துவிடு
789,tauen::V,ذاب,உருகு
790,schmelzen::V,ذاب,உருகு
791,trocknen::V,نشف,உலர்த்து
792,sieden::V,غلى,கொதிக்க வை
793,faulen::V,فسد,அழுகச் செய்
794,verfaulen::V,تعفن,அழுகச் செய்
795,reißen::V,انقطع,திடீரென அறு
796,versinken::V,غرق,மூழ்கு
797,vergehen::V,مضى,கடந்துசெல்
798,erscheinen::V,لاح,தோன்றச்
799,erscheinen::V,ظهر,தோன்றச்
800,verschwinden::V,غاب,மறைந்து போ
801,sinken::V,هبط,பதைவுறு
802,abnehmen::V,نقص,குறை
803,zunehmen::V,ازداد,உயர்த்து
804,steigen::V,صعد,உயர எழு
805,steigen::V,ارتفع,உயர எழு
806,wachsen::V,نما,வளர்
807,wachsen::V,نبت,வளர்
808,glänzen::V,لمع,மிளிர்
809,funkeln::V,تلألأ,பிரகாசி
810,lärmen::V,ضج,கொம்பு
811,lärmen::V,صخب,கொம்பு
812,läuten::V,قرع,மணியொலியிசை
813,klingeln::V,دق,மணி அடி
814,klirren::V,قعقع,கிலுங்கு
815,brausen::V,عج,இரைதல்
816,rauschen::V,حف,சலசலப்பு
817,klingen::V,رن,சிலம்புதல்
818,bellen::V,نبح,குரை
819,heulen::V,عوى,ஊளையிடு
820,blasen::V,نفخ,ஊது
821,pfeifen::V,صفر,சீழ்க்கை எழப்பு
822,schreien::V,صرخ,கூச்சலிடு
823,stöhnen::V,أن,வேதனை
824,zittern::V,ارتعش,நடுங்கு
825,leben::V,عاش,உயிருடனிரு
826,geboren werden::V,ولد,பிற
827,atmen::V,تنفس,சுவாசி
828,trinken::V,شرب,குடி
829,essen::V,أكل,சாப்பிடு
830,schlucken::V,جرع,முழுங்கு
831,müde werden::V,تعب,கையயர்தல்
832,einschlafen::V,نام,தூங்க
833,schlafen::V,نام,தூங்கு
834,aufwachen::V,استيقظ,எழுப்பு
835,aufstehen::V,قام,எழுந்திரு
836,sich erholen::V,استجم,இளைப்பாறு
837,krank werden::V,مرض,விழுதல்
838,krank sein::V,مرض,நருக்கலாயிருக்க
839,schmerzen::V,آلم,நோவுறு
840,husten::V,كح,இருமு
841,husten::V,سعل,இருமு
842,genesen::V,نقه,குணம் அடை
843,sterben::V,مات,மரணமடை
844,umkommen::V,هلك,நசி
845,sich bewegen::V,تحرك,நகர்த்து
846,sich rühren::V,تحرك,அசை
847,sich erheben::V,قام,எழுந்து நில்
848,sich setzen::V,جلس,உட்கார்
849,hinfallen::V,وقع,விழு
850,laufen::V,مشى,நட
851,schreiten::V,خطا,கவடுவைத்தல்
852,spazierengehen::V,تنزه,உலவு
853,eilen::V,عجل,விரைந்து
854,sich beeilen::V,استعجل,அவசரப்படுத்து
855,sausen::V,أسرع,விரைந்து செல்
856,rennen::V,عدا,ஓடு
857,rennen::V,ركض,ஓடு
858,springen::V,قفز,குதி
859,klettern::V,تسلق,ஏறு
860,schaukeln::V,تأرجح,தள்ளாடு
861,kriechen::V,دب,மெதுவாக நடந்து செல்
862,kriechen::V,زحف,மெதுவாக நடந்து செல்
863,schwimmen::V,سبح,நீந்து
864,tauchen::V,غطس,மூழ்கி நீச்சலடி
865,rudern::V,جذف,துடுப்புப் போடு
866,fahren::V,ركب,ஓட்டு
867,fahren::V,سافر,ஓட்டு
868,fliegen::V,طار,பற
869,gehen::V,سار,போ
870,gehen::V,ذهب,போ
871,weggehen::V,ذهب,விலகிச் செல்
872,weggehen::V,انصرف,விலகிச் செல்
873,abfahren::V,رحل,புறப்பட்டுச் செல்
874,anhalten::V,توقف,நின்றுவிடு
875,hineingehen::V,دخل,மறையச் செய்
876,eintreten::V,دخل,நுழை
877,kommen::V,أتى,வா
878,kommen::V,جاء,வா
879,ankommen::V,وصل,வநது சேர்
880,zurückkommen::V,عاد,திரும்பி வா
881,zurückkommen::V,رجع,திரும்பி வா
882,bleiben::V,مكث,இரு
883,warten::V,انتظر,தாமதி
884,erwarten::V,ترقب,எதிர்நோக்கு
885,erwarten::V,انتظر,எதிர்நோக்கு
886,suchen::V,بحث,தேடு
887,finden::V,وجد,கண்டுபிடி
888,versuchen::V,حاول,முயற்சி செய்
889,vorbereiten::V,أعد,ஆயத்தம் செய்
890,vorbereiten::V,حضر,ஆயத்தம் செய்
891,lieben::V,أحب,அன்பு செலுத்து
892,mögen::V,أحب,விரும்பு
893,lachen::V,ضحك,சிரி
894,rühren::V,أثر,இதயத்தைத் தொடு
895,weinen::V,بكى,அழு
896,schimpfen::V,سب,சாபமிடு
897,schimpfen::V,شتم,சாபமிடு
898,sich ärgern::V,زعل,கோப்பபடு
899,sich fürchten::V,هاب,பயப்படு
900,fürchten::V,خاف,பயப்படுத்து
901,fürchten::V,خشي,பயப்படுத்து
902,fliehen::V,هرب,ஓடு
903,flüchten::V,فر,தப்பிவிடு
904,sehen::V,رأى,பார்
905,anschauen::V,نظر,கூர்ந்து கவனி
906,ansehen::V,نظر,கவனி
907,hören::V,سمع,கேள்
908,zuhören::V,أصغى,சுவைத்துப் பார்
909,probieren::V,ذاق,ருசி
910,riechen::V,شم,முகர்ந்து பார்
911,riechen::V,استنشق,முகர்ந்து பார்
912,fühlen::V,شعر,தொட்டுணர்
913,scheinen::V,ظهر,காணப்படு
914,zu sehen sein::V,ظهر,தோன்றுதல்
915,vernehmen::V,سمع,கேள்
916,frieren::V,بردان,குதுகுதுகு
917,tun::V,فعل,செய்
918,können::V,قدر,இயல்வது
919,können::V,استطاع,இயல்வது
920,wollen::V,شاء,விரும்பு
921,wollen::V,أراد,விரும்பு
922,anfangen::V,بدأ,தொடங்கு
923,beenden::V,أنهى,முடி
924,aufhören::V,توقف,நிறுத்து
925,aufhören::V,انقطع,நிறுத்து
926,gelingen::V,نجح,வெற்றி
927,geraten::V,طلع,ஏற்படுத்து
928,öffnen::V,فتح,திற
929,schließen::V,أغلق,மூடு
930,stellen::V,وضع,வை
931,stellen::V,أقام,வை
932,setzen::V,أجلس,வை
933,legen::V,وضع,பரப்பி வை
934,berühren::V,مس,பதி
935,berühren::V,لمس,பதி
936,verbinden::V,ربط,சேர்
937,verbinden::V,وصل,சேர்
938,bedecken::V,غطى,உறைபோடு
939,aufhängen::V,علق,தொங்கவிடு
940,anzünden::V,أوقد,எரியூட்டு
941,aufheben::V,لقط,பொறுக்கி எடு
942,zurücklassen::V,ترك,விட்டுச் செல்
943,verlieren::V,فقد,இழ
944,fallen lassen::V,أسقط,அளவில் குறைவு
945,machen::V,فعل,தயார்செய்
946,herstellen::V,صنع,உற்பத்தி செய்
947,herstellen::V,أنتج,உற்பத்தி செய்
948,bauen::V,بنى,கட்டு
949,bauen::V,شيد,கட்டு
950,reparieren::V,صلح,பழுது பார்
951,verbessern::V,صحح,மேம்படுத்து
952,ändern::V,غير,மாற்றி அமை
953,graben::V,حفر,குழி வெட்டு
954,beugen::V,ثنى,வனை
955,beugen::V,أحنى,வனை
956,biegen::V,لوى,வனை
957,drehen::V,أدار,சுழல்
958,drehen::V,دور,சுழல்
959,wenden::V,قلب,குடைகவிழு
960,umdrehen::V,قلب,சுற்றும் முற்றும் பார்
961,heben::V,رفع,தூக்கு
962,hochheben::V,رفع,தூக்கு
963,ergreifen::V,مسك,பறி
964,halten::V,مسك,பிடித்துக் கொள்
965,drücken::V,ضغط,அழுத்து
966,schieben::V,حرك,தள்ளு
967,kratzen::V,خدش,கீறு
968,lecken::V,لعق,நக்கு
969,beißen::V,عض,கடி
970,abreißen::V,قلع,கிழி
971,abschneiden::V,قطع,வெட்டி எடு
972,binden::V,ربط,கட்டு
973,stecken::V,دس,பதிய வை
974,brechen::V,كسر,உடை
975,klopfen::V,طرق,தட்டு
976,hauen::V,ضرب,அடி
977,kleben::V,ألصق,ஒட்டு
978,reiben::V,حك,தேய்
979,streichen::V,نشر,பரவச்செய்
980,schleifen::V,سن,அரை
981,schneiden::V,قطع,துண்டாக்கு
982,rütteln::V,رج,மெல்ல தள்ளு
983,schütteln::V,هز,குலுக்கு
984,schwenken::V,لوح,ஊஞ்சலாடு
985,schütten::V,صب,ஊற்று
986,füllen::V,ملأ,நிரப்பு
987,einwickeln::V,لف,சுற்று
988,tragen::V,حمل,எடுத்துச் செல்
989,schleppen::V,سحب,இழுத்துச் செல்
990,ziehen::V,سحب,இழு
991,aufbewahren::V,حفظ,வைத்துக் கொள்
992,werfen::V,رمى,வீசி எறி
993,werfen::V,ألقى,வீசி எறி
994,fangen::V,التقط,பிடி
995,packen::V,مسك,பிடித்துக்கொள்
996,verstecken::V,خبأ,மறை
997,teilen::V,قسم,பாகங்களாகப் பிரி
998,schicken::V,بعث,அனுப்பு
999,schicken::V,أرسل,அனுப்பு
1000,bringen::V,جلب,கொண்டு வா
1001,hinzufügen::V,أضاف,சேர்
1002,bekommen::V,حصل,பெறு
1003,erhalten::V,استلم,பெறு
1004,nehmen::V,أخذ,எடு
1005,wählen::V,اختار,தேர்ந்தெடு
1006,auswählen::V,انتقى,தேர்ல்தெடு
1007,bewahren::V,حافظ,கெடாது பேணு
1008,behindern::V,عاق,தடங்கல் செய்
1009,verderben::V,أفسد,நாசமாக்கு
1010,beschädigen::V,أضر,சேதப்படுத்து
1011,zerbrechen::V,كسر,உடை
1012,zerreißen::V,مزق,கிழி
1013,zerstören::V,دمر,அழி
1014,verbrennen::V,حرق,எரியூட்டு
1015,geben::V,أعطى,கொடு
1016,reichen::V,ناول,வழங்கு
1017,schenken::V,وهب,மொயத்தல்
1018,versprechen::V,وعد,உறுதியளி
1019,wünschen::V,تمنى,ஆசைப்படு
1020,loben::V,مدح,புகழ்ச்சி கூறு
1021,küssen::V,قبل,முத்தமிடு
1022,wiegen::V,هدهد,ஆட்டுத்தல்
1023,zudecken::V,غطى,உறைபோடு
1024,wecken::V,أيقظ,எழுப்பு
1025,zeigen::V,أرى,காட்டு
1026,führen::V,دل,வழிகாட்டி
1027,lehren::V,علم,சொல்லிக் கொடு
1028,unterrichten::V,علم,அறிவுரை கூறு
1029,aufziehen::V,ربى,வளர்
1030,leiten::V,دل,அழைத்துச் செல்
1031,leiten::V,أدار,அழைத்துச் செல்
1032,antreiben::V,حث,தூண்டு
1033,lassen::V,حدا,விடு
1034,einladen::V,دعا,அழை
1035,vereinigen::V,وحد,ஒன்றாகச் சேர்
1036,besuchen::V,زار,வருகை புரி
1037,treffen::V,قابل,சந்தி
1038,sich versammeln::V,اجتمع,தொகுப்பு
1039,spielen::V,لعب,விளையாடு
1040,singen::V,غنى,பாடு
1041,tanzen::V,رقص,நடனமாடு
1042,sich trennen::V,افترق,தனிப்படடுத்து
1043,verlassen::V,ترك,கைவிடு
1044,retten::V,نجى,காப்பாற்று
1045,retten::V,أنقذ,காப்பாற்று
1046,bewachen::V,حرس,காவல் செய்
1047,schützen::V,حمى,பாதுகாப்பு செய்
1048,verteidigen::V,دافع,எதிர்த்து நில்
1049,sich schlagen::V,تضارب,பூசலிடு
1050,schießen::V,أطلق,சுட்டுக் கொல்
1051,siegen::V,انتصر,வெற்றி பெறு
1052,ärgern::V,أزعل,எரிச்சலூட்டு
1053,schlagen::V,ضرب,அடி
1054,treten::V,رفس,உதை
1055,stechen::V,شك,கொட்டு
1056,stoßen::V,دفع,நெருக்கு
1057,stehlen::V,سرق,திருடு
1058,stören::V,ضايق,தொல்லைகொடு
1059,belästigen::V,أزعج,தொல்லை கொடு
1060,verbergen::V,كتم,மறை
1061,täuschen::V,خدع,ஏமாற்று
1062,betrügen::V,غش,ஏமாற்று
1063,töten::V,قتل,கொல்
1064,wohnen::V,سكن,தங்கியிரு
1065,arbeiten::V,عمل,வேலை செய்
1066,arbeiten::V,اشتغل,வேலை செய்
1067,sammeln::V,جمع,ஒன்றுசேர்
1068,pflücken::V,جنى,கொய்து எடு
1069,pflücken::V,قطف,கொய்து எடு
1070,jagen::V,صاد,வேட்டையாடு
1071,fischen::V,اصطاد,மீன் பிடி
1072,fassen::V,قبض,பிடி
1073,hüten::V,رعى,காவல் செய்
1074,treiben::V,ساق,ஓட்டு
1075,anbinden::V,ربط,கட்டு
1076,füttern::V,علف,உணவளி
1077,melken::V,حلب,பால் கற
1078,hacken::V,فرم,வெட்டி எடு
1079,gießen::V,سقى,நீர்ப் பாய்ச்சு
1080,reifen::V,نضج,பழு
1081,zubereiten::V,حضر,சமையல் செய்
1082,kochen::V,طبخ,வேகவை
1083,backen::V,خبز,வெப்பத்தில் வாட்டு
1084,braten::V,قلى,பொரியச் செய்
1085,braten::V,حمر,பொரியச் செய்
1086,umrühren::V,قلب,கலக்கு
1087,stricken::V,حاك,பின்னியிழை
1088,nähen::V,خاط,தையல் வேலை செய்
1089,färben::V,صبغ,வண்ணம் பெறச் செய்
1090,färben::V,لون,வண்ணம் பெறச் செய்
1091,reinigen::V,نظف,சுத்தம் செய்
1092,waschen::V,غسل,கழுவு
1093,abwischen::V,مسح,துடை
1094,spülen::V,شطف,அலசு
1095,fegen::V,كنس,பெறுக்கு
1096,kehren::V,كنس,பெறுக்கு
1097,baden::V,استحم,குளி
1098,sich waschen::V,اغتسل,கழுவு
1099,ausziehen::V,خلع,கழற்று
1100,anziehen::V,لبس,புனைதல்
1101,sich anziehen::V,اكتسى,உடுத்துதல்
1102,kämmen::V,مشط,தலை வாரிக் கொள்
1103,schmücken::V,زين,அழகுபடுத்து
1104,sagen::V,قال,சொல்
1105,sprechen::V,تكلم,பேசு
1106,reden::V,تكلم,பெசு
1107,sich unterhalten::V,تحادث,இயல்பாக பேசிக்கொண்டிரு
1108,fragen::V,سأل,கேள்
1109,bitten::V,رجا,வேண்டு
1110,erzählen::V,حكي,சொல்
1111,mitteilen::V,بلغ,சொல்
1112,nennen::V,سمى,பெயரிடுதல்
1113,rufen::V,نادى,கூச்சலிடு
1114,prahlen::V,فشر,தற்பெருமை பேசு
1115,prahlen::V,تفاخر,தற்பெருமை பேசு
1116,übersetzen::V,ترجم,மொழிபெயர்ப்பு செய்
1117,denken::V,فكر,யோசி
1118,glauben::V,اعتقد,நம்பு
1119,bemerken::V,لاحظ,கவனி
1120,erkennen::V,عرف,அடையாளம் கண்டுகொள்
1121,begreifen::V,فهم,பற்றிக்கொள்
1122,begreifen::V,أدرك,பற்றிக்கொள்
1123,verstehen::V,فهم,புரிந்து கொள்
1124,lernen::V,درس,கற்றுக்கொள்
1125,wissen::V,علم,தெரிந்திரு
1126,sich erinnern an::V,تذكر,நினைவு கூர்
1127,vergessen::V,نسي,மற
1128,messen::V,قاس,அளவிடு
1129,zählen::V,عد,எண்ணு
1130,zählen::V,أحصى,எண்ணு
1131,rechnen::V,حسب,கணக்கிடு
1132,lesen::V,قرأ,படி
1133,malen::V,صور,வண்ணச்சித்திரம்
1134,zeichnen::V,رسم,வரை
1135,schreiben::V,كتب,எழுது
1136,besitzen::V,حاز,உடைமையாகக் கொண்டிரு
1137,besitzen::V,ملك,உடைமையாகக் கொண்டிரு
1138,kaufen::V,اشترى,வாங்கு
1139,verkaufen::V,باع,விற்பனை செய்
1140,bezahlen::V,دفع,இறுத்தல்
1141,zahlen::V,سدد,பணம் செலுத்து
1142,beherrschen::V,حكم,ஆட்சிசெய்
1143,ertragen::V,أطاق,தாங்கு
1144,ertragen::V,تحمل,தாங்கு
