,Concept_ID,ru,fr
861,schwanken::V,колебаться,osciller
862,schwanken::V,колебаться,chanceler
863,schwingen::V,качаться,vibrer
864,schwingen::V,качаться,osciller
865,fallen::V,падать,tomber
866,brennen::V,гореть,brûler
867,brennen::V,гореть,flamber
868,rauchen::V,дымить,fumer
869,regnen::V,дождить,pleuvoir
870,gefrieren::V,замерзнуть,geler
871,tauen::V,таять,dégeler
872,schmelzen::V,плавиться,fondre
873,trocknen::V,сохнуть,sécher
874,sieden::V,кипеть,bouillir
875,faulen::V,гнить,pourrir
876,faulen::V,гнить,se putréfier
877,verfaulen::V,сгнить,pourrir
878,reißen::V,рваться,rompre
879,reißen::V,рваться,se déchirer
880,versinken::V,тонуть,s'enfoncer
881,vergehen::V,проходить,passer
882,erscheinen::V,появиться,apparaître
883,verschwinden::V,исчезнуть,disparaître
884,sinken::V,спадать,descendre
885,sinken::V,спадать,s'abaisser
886,abnehmen::V,уменьшиться,diminuer
887,zunehmen::V,увеличиваться,augmenter
888,steigen::V,подниматься,monter
889,wachsen::V,расти,croître
890,glänzen::V,блестеть,briller
891,funkeln::V,сверкать,étinceler
892,lärmen::V,шуметь,faire du bruit
893,läuten::V,звонить,sonner
894,klingeln::V,звонить,sonner
895,klirren::V,звякать,cliqueter
896,brausen::V,бушевать,mugir
897,rauschen::V,шелестеть,bruire
898,klingen::V,звучать,sonner
899,bellen::V,лаять,aboyer
900,heulen::V,выть,hurler
901,blasen::V,дунуть,souffler
902,pfeifen::V,свистеть,siffler
903,schreien::V,кричать,crier
904,stöhnen::V,стонать,gémir
905,zittern::V,дрожать,trembler
906,leben::V,жить,vivre
907,geboren werden::V,родиться,naître
908,atmen::V,дышать,respirer
909,trinken::V,пить,boire
910,essen::V,есть,manger
911,essen::V,кушать,manger
912,schlucken::V,глотать,avaler
913,müde werden::V,устать,se lasser
914,müde werden::V,устать,se fatiguer
915,einschlafen::V,заснуть,s'endormir
916,schlafen::V,спать,dormir
917,aufwachen::V,проснуться,se réveiller
918,aufstehen::V,встать,se lever
919,sich erholen::V,отдыхать,se reposer
920,sich erholen::V,отдыхать,se détendre
921,krank werden::V,заболеть,tomber malade
922,krank sein::V,болеть,être malade
923,schmerzen::V,болеть,faire mal
924,husten::V,кашлять,tousser
925,genesen::V,поправиться,guérir
926,genesen::V,поправиться,se remettre
927,sterben::V,умереть,mourir
928,umkommen::V,погибнуть,périr
929,sich bewegen::V,двигаться,bouger
930,sich rühren::V,шевельнуться,broncher
931,sich erheben::V,встать,se lever
932,sich setzen::V,сесть,s'asseoir
933,hinfallen::V,упасть,tomber
934,laufen::V,ходить,marcher
935,laufen::V,ходить,aller à pied
936,schreiten::V,шагать,marcher
937,spazierengehen::V,гулять,se promener
938,eilen::V,спешить,courir
939,sich beeilen::V,торопиться,se hâter
940,sich beeilen::V,торопиться,se dépêcher
941,sausen::V,мчаться,filer
942,rennen::V,бегать,courir
943,springen::V,прыгать,sauter
944,klettern::V,лазать,grimper
945,schaukeln::V,раскачиваться,se balancer
946,kriechen::V,ползать,ramper
947,schwimmen::V,плавать,nager
948,tauchen::V,нырять,plonger
949,rudern::V,грести,ramer
950,fahren::V,ехать,aller
951,fahren::V,ехать,rouler
952,fliegen::V,летать,voler
953,gehen::V,идти,aller
954,weggehen::V,уйти,s'en aller
955,abfahren::V,отправиться,partir
956,anhalten::V,остановиться,s'arrêter
957,hineingehen::V,входить,entrer
958,eintreten::V,войти,entrer
959,kommen::V,прийти,venir
960,ankommen::V,прибыть,arriver
961,zurückkommen::V,возвратиться,revenir
962,bleiben::V,остаться,rester
963,bleiben::V,остаться,demeurer
964,warten::V,ждать,attendre
965,erwarten::V,ожидать,attendre
966,suchen::V,искать,chercher
967,finden::V,найти,trouver
968,versuchen::V,пытаться,essayer
969,vorbereiten::V,подготовить,préparer
970,lieben::V,любить,aimer
971,mögen::V,любить,aimer
972,mögen::V,любить,vouloir
973,lachen::V,смеяться,rire
974,rühren::V,растрогать,toucher
975,rühren::V,растрогать,attendrir
976,weinen::V,плакать,pleurer
977,schimpfen::V,ругаться,gronder
978,sich ärgern::V,сердиться,se fâcher
979,sich fürchten::V,бояться,avoir peur
980,fürchten::V,бояться,craindre
981,fürchten::V,бояться,avoir peur de
982,fliehen::V,убегать,fuir
983,flüchten::V,убежать,s'enfuir
984,sehen::V,видеть,voir
985,anschauen::V,посмотреть,regarder
986,ansehen::V,смотреть,regarder
987,hören::V,слышать,entendre
988,zuhören::V,слушать,écouter
989,probieren::V,пробовать,goûter
990,riechen::V,нюхать,sentir
991,fühlen::V,чувствовать,sentir
992,scheinen::V,казаться,sembler
993,scheinen::V,казаться,paraître
994,zu sehen sein::V,виднеться,se voir
995,zu sehen sein::V,виднеться,être visible
996,vernehmen::V,услышать,entendre
997,vernehmen::V,услышать,percevoir
998,frieren::V,мерзнуть,avoir froid
999,tun::V,делать,faire
1000,können::V,мочь,savoir
1001,können::V,мочь,pouvoir
1002,können::V,уметь,savoir
1003,können::V,уметь,pouvoir
1004,wollen::V,хотеть,vouloir
1005,anfangen::V,начать,commencer
1006,beenden::V,закончить,finir
1007,beenden::V,закончить,terminer
1008,aufhören::V,перестать,cesser
1009,aufhören::V,перестать,arrêter
1010,gelingen::V,удаться,réussir
1011,geraten::V,оказаться,réussir
1012,öffnen::V,открыть,ouvrir
1013,schließen::V,закрыть,fermer
1014,stellen::V,поставить,poser
1015,stellen::V,поставить,mettre
1016,setzen::V,посадить,placer
1017,legen::V,класть,placer
1018,berühren::V,трогать,toucher
1019,verbinden::V,связать,lier
1020,bedecken::V,покрыть,couvrir
1021,aufhängen::V,повесить,accrocher
1022,anzünden::V,зажечь,allumer
1023,aufheben::V,поднять,ramasser
1024,zurücklassen::V,оставить,laisser
1025,verlieren::V,потерять,perdre
1026,fallen lassen::V,уронить,lâcher
1027,fallen lassen::V,уронить,laisser tomber
1028,machen::V,сделать,faire
1029,herstellen::V,изготовить,produire
1030,herstellen::V,изготовить,fabriquer
1031,bauen::V,строить,bâtir
1032,bauen::V,строить,construire
1033,reparieren::V,чинить,réparer
1034,verbessern::V,улучшить,améliorer
1035,ändern::V,изменить,changer
1036,ändern::V,изменить,modifier
1037,graben::V,копать,creuser
1038,beugen::V,согнуть,plier
1039,beugen::V,согнуть,ployer
1040,biegen::V,погнуть,courber
1041,drehen::V,вертеть,tordre
1042,drehen::V,вертеть,tourner
1043,wenden::V,повернуть,retourner
1044,umdrehen::V,перевернуть,tourner
1045,heben::V,поднимать,soulever
1046,hochheben::V,поднять,lever
1047,ergreifen::V,схватить,saisir
1048,ergreifen::V,схватить,prendre
1049,halten::V,держать,tenir
1050,drücken::V,нажимать,presser
1051,schieben::V,толкать,pousser
1052,kratzen::V,скрести,gratter
1053,kratzen::V,скрести,égratigner
1054,lecken::V,лизать,lécher
1055,beißen::V,кусать,mordre
1056,abreißen::V,оторвать,arracher
1057,abschneiden::V,отрезать,couper
1058,binden::V,вязать,lier
1059,binden::V,вязать,attacher
1060,stecken::V,воткнуть,enfoncer
1061,brechen::V,сломать,rompre
1062,klopfen::V,стучать,frapper
1063,hauen::V,бить,frapper
1064,kleben::V,клеить,coller
1065,reiben::V,тереть,frotter
1066,streichen::V,намазать,empâter
1067,schleifen::V,точить,affiler
1068,schleifen::V,точить,aiguiser
1069,schneiden::V,резать,couper
1070,schneiden::V,резать,trancher
1071,rütteln::V,шатать,cahoter
1072,schütteln::V,трясти,secouer
1073,schwenken::V,махать,agiter
1074,schütten::V,налить,verser
1075,füllen::V,наполнить,remplir
1076,einwickeln::V,завернуть,envelopper
1077,tragen::V,нести,porter
1078,schleppen::V,тащить,traîner
1079,ziehen::V,тянуть,tirer
1080,aufbewahren::V,хранить,garder
1081,aufbewahren::V,хранить,conserver
1082,werfen::V,бросать,jeter
1083,werfen::V,бросать,lancer
1084,fangen::V,ловить,attraper
1085,packen::V,схватить,agripper
1086,verstecken::V,спрятать,cacher
1087,teilen::V,разделить,diviser
1088,schicken::V,посылать,envoyer
1089,bringen::V,принести,apporter
1090,hinzufügen::V,добавить,ajouter
1091,bekommen::V,достать,obtenir
1092,erhalten::V,получить,recevoir
1093,nehmen::V,взять,prendre
1094,wählen::V,выбрать,choisir
1095,auswählen::V,отобрать,choisir
1096,auswählen::V,отобрать,sélectionner
1097,bewahren::V,сохранить,préserver
1098,behindern::V,препятствовать,gêner
1099,verderben::V,испортить,gâter
1100,verderben::V,испортить,corrompre
1101,beschädigen::V,повредить,endommager
1102,zerbrechen::V,разбить,casser
1103,zerreißen::V,разорвать,déchirer
1104,zerstören::V,разрушить,détruire
1105,verbrennen::V,сжечь,brûler
1106,geben::V,дать,donner
1107,reichen::V,передать,tendre
1108,schenken::V,дарить,offrir
1109,versprechen::V,обещать,promettre
1110,wünschen::V,желать,souhaiter
1111,loben::V,хвалить,louer
1112,küssen::V,целовать,embrasser
1113,wiegen::V,качать,bercer
1114,zudecken::V,накрыть,couvrir
1115,wecken::V,разбудить,éveiller
1116,wecken::V,разбудить,réveiller
1117,zeigen::V,показать,montrer
1118,zeigen::V,показать,faire voir
1119,führen::V,вести,guider
1120,lehren::V,учить,apprendre
1121,unterrichten::V,преподавать,instruire
1122,aufziehen::V,воспитать,élever
1123,leiten::V,руководить,diriger
1124,leiten::V,руководить,conduire
1125,antreiben::V,подгонять,pousser
1126,lassen::V,заставить,faire
1127,einladen::V,пригласить,inviter
1128,vereinigen::V,объединить,unir
1129,vereinigen::V,объединить,réunir
1130,besuchen::V,посетить,visiter
1131,besuchen::V,посетить,aller voir
1132,treffen::V,встретить,rencontrer
1133,sich versammeln::V,собраться,s'assembler
1134,spielen::V,играть,jouer
1135,singen::V,петь,chanter
1136,tanzen::V,плясать,danser
1137,tanzen::V,танцевать,danser
1138,sich trennen::V,расстаться,se séparer
1139,verlassen::V,покинуть,quitter
1140,retten::V,спасти,sauver
1141,bewachen::V,охранять,garder
1142,schützen::V,уберегать,protéger
1143,verteidigen::V,защитить,défendre
1144,sich schlagen::V,драться,se taper
1145,schießen::V,стрелять,tirer
1146,siegen::V,победить,vaincre
1147,ärgern::V,сердить,agacer
1148,schlagen::V,ударить,battre
1149,schlagen::V,ударить,frapper
1150,treten::V,пинать,botter
1151,treten::V,пинать,donner un coup de pied à
1152,stechen::V,уколоть,piquer
1153,stoßen::V,толкнуть,heurter
1154,stehlen::V,украсть,voler
1155,stören::V,помешать,gêner
1156,stören::V,помешать,déranger
1157,belästigen::V,надоедать,molester
1158,belästigen::V,надоедать,importuner
1159,verbergen::V,скрыть,cacher
1160,verbergen::V,скрыть,dissimuler
1161,täuschen::V,обмануть,abuser
1162,täuschen::V,обмануть,tromper
1163,betrügen::V,смошенничать,duper
1164,betrügen::V,смошенничать,frauder
1165,töten::V,убить,tuer
1166,wohnen::V,проживать,habiter
1167,wohnen::V,проживать,demeurer
1168,arbeiten::V,работать,travailler
1169,sammeln::V,собрать,collectionner
1170,pflücken::V,рвать,cueillir
1171,pflücken::V,срывать,cueillir
1172,jagen::V,охотиться,chasser
1173,fischen::V,рыбачить,pêcher
1174,fassen::V,поймать,capturer
1175,hüten::V,пасти,garder
1176,treiben::V,гнать,mener
1177,anbinden::V,привязать,attacher
1178,füttern::V,кормить,faire manger
1179,melken::V,доить,traire
1180,hacken::V,рубить,fendre
1181,gießen::V,полить,arroser
1182,reifen::V,созреть,mûrir
1183,zubereiten::V,приготовить,préparer
1184,kochen::V,варить,cuire
1185,backen::V,печь,cuire
1186,braten::V,жарить,rôtir
1187,umrühren::V,перемешать,remuer
1188,stricken::V,вязать,tricoter
1189,nähen::V,шить,coudre
1190,färben::V,покрасить,teindre
1191,reinigen::V,очистить,nettoyer
1192,waschen::V,стирать,laver
1193,abwischen::V,вытереть,essuyer
1194,spülen::V,полоскать,rincer
1195,fegen::V,подметать,balayer
1196,kehren::V,мести,balayer
1197,baden::V,купаться,se baigner
1198,sich waschen::V,мыться,se laver
1199,ausziehen::V,снять,ôter
1200,ausziehen::V,снять,enlever
1201,anziehen::V,надеть,mettre
1202,sich anziehen::V,одеться,s'habiller
1203,kämmen::V,причесать,peigner
1204,schmücken::V,украсить,orner
1205,schmücken::V,украсить,décorer
1206,sagen::V,сказать,dire
1207,sprechen::V,говорить,parler
1208,reden::V,разговаривать,parler
1209,sich unterhalten::V,беседовать,bavarder
1210,sich unterhalten::V,беседовать,s'entretenir
1211,fragen::V,спросить,demander
1212,bitten::V,просить,prier
1213,erzählen::V,рассказать,raconter
1214,mitteilen::V,сообщить,communiquer
1215,nennen::V,назвать,nommer
1216,nennen::V,назвать,appeler
1217,rufen::V,звать,appeler
1218,prahlen::V,хвастаться,se vanter
1219,übersetzen::V,перевести,traduire
1220,denken::V,думать,penser
1221,glauben::V,верить,croire
1222,bemerken::V,заметить,remarquer
1223,bemerken::V,заметить,apercevoir
1224,erkennen::V,узнать,reconnaître
1225,begreifen::V,понять,concevoir
1226,begreifen::V,постичь,concevoir
1227,verstehen::V,услышать,entendre
1228,verstehen::V,услышать,comprendre
1229,lernen::V,учиться,apprendre
1230,wissen::V,знать,savoir
1231,sich erinnern an::V,вспомнить,se souvenir de
1232,vergessen::V,забыть,oublier
1233,messen::V,мерить,mesurer
1234,zählen::V,считать,compter
1235,rechnen::V,считать,calculer
1236,lesen::V,читать,lire
1237,malen::V,рисовать,peindre
1238,zeichnen::V,рисовать,dessiner
1239,schreiben::V,писать,écrire
1240,besitzen::V,иметь,posséder
1241,kaufen::V,купить,acheter
1242,verkaufen::V,продать,vendre
1243,bezahlen::V,заплатить,payer
1244,zahlen::V,платить,payer
1245,beherrschen::V,владеть,dominer
1246,beherrschen::V,владеть,maîtriser
1247,ertragen::V,вытерпеть,tolérer
1248,ertragen::V,вытерпеть,supporter
