,Concept_ID,cv,ar
714,hübsch::A,хитре,جميل
715,böse::A,усал,رديء
716,dumm::A,ухмах,أبله
717,dumm::A,ухмах,أحمق
718,faul::A,наян,كسلان
719,faul::A,юлхав,كسلان
720,faul::A,ӳркенчӗк,كسلان
721,fleißig::A,хастар,مجتهد
722,geizig::A,хытӑ,بخيل
723,klug::A,ӑслӑ,ذكي
724,klug::A,ӑслӑ,عاقل
725,geschickt::A,ӑста,ماهر
726,lieb::A,савнӑ,عزيز
727,lustig::A,хаваслӑ,مرح
728,sanft::A,ачаш,حليم
729,hungrig::A,выҫӑ,جائع
730,krank::A,чирлӗ,مريض
731,nackt::A,ҫара,عار
732,traurig::A,салхуллӑ,حزين
733,lebendig::A,чӗрӗ,حي
734,gut::A,аван,جيد
735,gut::A,лайӑх,جيد
736,schlecht::A,япӑх,سيء
737,schlecht::A,начар,سيء
738,richtig::A,тӗрӗс,صحيح
739,schlimm::A,йӗрӗнчӗк,خبيث
740,wahr::A,чӑн,حق
741,alt::A,кивӗ,قديم
742,neu::A,ҫӗнӗ,جديد
743,ehemalig::A,пулнӑ,سابق
744,alt[Lebewesen]::A,ватӑ,مسن
745,jung::A,яш,شاب
746,jung::A,яш,صغير
747,jung::A,ҫамрӑк,شاب
748,jung::A,ҫамрӑк,صغير
749,arm::A,чухӑн,فقير
750,reich::A,пуян,غني
751,bekannt::A,пӗлӗш,معلوم
752,berühmt::A,чаплӑ,مشهور
753,fremd::A,ют,أجنبي
754,verschieden::A,расна,مختلف
755,nah::A,ҫывӑх,قريب
756,nah::A,ҫывӑхри,قريب
757,fern::A,инҫе,بعيد
758,fern::A,аякри,بعيد
759,linker::A,сулахай,يسار
760,rechter::A,сылтӑм,يمين
761,anderer::A,урӑх,آخر
762,erster::A,пӗрремӗш,أول
763,zweiter::A,иккӗмӗш,ثان
764,dritter::A,виҫҫӗмӗш,ثالث
765,letzter::A,юлашки,أخير
766,allein::ADV,пӗччен,وحده
767,auf einmal::ADV,кӗмӗрккен,بالمرة
768,zusammen::ADV,пӗрле,معا
769,lange::ADV,вӑрах,مدة طويلة
770,plötzlich::ADV,сасартӑк,فجأة
771,sofort::ADV,тӳрех,حالا
772,sofort::ADV,тӳрех,فورا
773,später::ADV,кайран,فيما بعد
774,jetzt::ADV,халь,الآن
775,jetzt::ADV,халь,حاليا
776,jetzt::ADV,халӗ,الآن
777,jetzt::ADV,халӗ,حاليا
778,heute::ADV,паян,اليوم
779,morgen::ADV,ыран,غدا
780,bald::ADV,халех,قريبا
781,bald::ADV,кӗҫех,قريبا
782,dann::ADV,унтан,ثم
783,gestern::ADV,ӗнер,أمس
784,gestern::ADV,ӗнер,البارحة
785,einst::ADV,пӗррехинче,قديما
786,damals::ADV,ун чухне,حينئذ
787,damals::ADV,апла пулсан,حينئذ
788,danach::ADV,унтан,ثم
789,danach::ADV,унтан,بعد ذلك
790,vorher::ADV,малтан,من قبل
791,vorher::ADV,малтан,قبل ذلك
792,zuerst::ADV,пирвай,أولا
793,einmal::ADV,пӗррехинче,مرة
794,manchmal::ADV,хӑш чухне,أحيانا
795,oft::ADV,тӑтӑш,كثيرا
796,immer::ADV,ялан,دائما
797,niemals::ADV,нихӑҫан та,لا أبدا
798,hier::ADV,кунта,هنا
799,hierhin::ADV,кунта,إلى هنا
800,von hier::ADV,кунтан,من هنا
801,dort::ADV,унта,هناك
802,dort::ADV,ҫавӑнта,هناك
803,dorthin::ADV,унта,إلى هناك
804,dorthin::ADV,ҫавӑнта,إلى هناك
805,geradeaus::ADV,тикӗс,إلى الأمام
806,vorwärts::ADV,малалла,إلى الأمام
807,rückwärts::ADV,хыҫала,إلى الوراء
808,zurück::ADV,каялла,عودا
809,zurück::ADV,каялла,إلى الخلف
810,unten::ADV,аялта,تحت
811,unten::ADV,аялта,في الأسفل
812,hinab::ADV,аялта,إلى تحت
813,oben::ADV,ҫӳлте,فوق
814,oben::ADV,ҫӳлте,في الأعلى
815,hinauf::ADV,ҫӳле,إلى فوق
816,hinauf::ADV,ҫӳле,إلى الأعلى
817,überall::ADV,таҫта та,في كل مكان
818,überall::ADV,пур ҫӗрте те,في كل مكان
819,überall::ADV,кирек ӑҫта та,في كل مكان
820,nicht::ADV,мар,لا
821,nicht::ADV,мар,لم
822,ein wenig::ADV,пӑртак,قليلا
823,kaum::ADV,аран,كاد لا
824,sehr::ADV,питӗ,جدا
825,sehr::ADV,питӗ,كثيرا
826,so::ADV,апла,كذا
827,so::ADV,апла,كذلك
828,noch::ADV,татах,ما زال
829,nur::ADV,ҫех,فقط
830,schon::ADV,ӗнтӗ,قد
831,wieder::ADV,каллех,من جديد
832,wieder::ADV,каллех,مرة أخرى
833,vergebens::ADV,харам,عبثا
834,vor::PRP,умӗнче,أمام
835,hinter::PRP,кайра,خلف
836,hinter::PRP,кайра,وراء
837,unter::PRP,айне,تحت
838,unter::PRP,айӗпе,تحت
839,unter::PRP,айӗнче,تحت
840,unter::PRP,ҫитеспе,تحت
841,durch::PRP,витӗр,عبر
842,durch::PRP,витӗр,خلال
843,neben::PRP,патӗнче,جنب
844,neben::PRP,патӗнче,بجانب
845,zwischen::PRP,хушшинче,بين
846,wegen::PRP,пула,بسبب
847,wegen::PRP,пирки,بسبب
848,dies::PRN,ку,هذا
849,dies::PRN,ҫак,هذا
850,das::PRN,ҫав,ذلك
851,alles::PRN,пурте,الكل
852,alles::PRN,йӑлт,الكل
853,ich::PRN,эп,أنا
854,du::PRN,эс,أنت
855,er::PRN,вӑл,هو
856,wir::PRN,эпир,نحن
857,ihr::PRN,эсир,أنتم
858,ihr::PRN,эсир,أنتن
859,sie::PRN,вӗсем,هم
860,sie::PRN,вӗсем,هن
861,was::FPRN,мӗн,ما
862,was::FPRN,мӗскер,ما
863,was::FPRN,мӗн те пулин,ما
864,wer::FPRN,кам,من
865,wo::FADV,ӑҫта,أين
866,wohin::FADV,ӑҫта,إلى أين
867,wie::FADV,епле,كيف
868,wie::FADV,мӗнле,كيف
869,warum::FADV,ма,لماذا
870,warum::FADV,мӗншӗн,لماذا
871,wieviel::FNUM,миҫе,كم
872,eins::NUM,пӗр,واحد
873,eins::NUM,пӗрре,واحد
874,zwei::NUM,ик,اثنين
875,zwei::NUM,икӗ,اثنين
876,zwei::NUM,иккӗ,اثنين
877,drei::NUM,виҫ,ثلاثة
878,drei::NUM,виҫӗ,ثلاثة
879,drei::NUM,виҫҫӗ,ثلاثة
880,vier::NUM,тӑват,أربعة
881,fünf::NUM,пилӗк,خمسة
882,fünf::NUM,пиллӗк,خمسة
883,sechs::NUM,улт,ستة
884,sechs::NUM,ултӑ,ستة
885,sechs::NUM,улттӑ,ستة
886,sieben::NUM,ҫич,سبعة
887,sieben::NUM,ҫичӗ,سبعة
888,sieben::NUM,ҫиччӗ,سبعة
889,acht::NUM,сакӑр,ثمانية
890,acht::NUM,саккӑр,ثمانية
891,neun::NUM,тӑхӑр,تسعة
892,neun::NUM,тӑххӑр,تسعة
893,zehn::NUM,вунӑ,عشرة
894,zehn::NUM,вуннӑ,عشرة
895,elf::NUM,вун пӗр,أحد عشر
896,zwölf::NUM,вун ик,اثنا عشر
897,zwölf::NUM,вун икӗ,اثنا عشر
898,zwölf::NUM,вун иккӗ,اثنا عشر
899,zwanzig::NUM,ҫирӗм,عشرون
900,dreißig::NUM,вӑтӑр,ثلاثون
901,vierzig::NUM,хӗрӗх,أربعون
902,fünfzig::NUM,аллӑ,خمسون
903,sechzig::NUM,утмӑл,ستون
904,siebzig::NUM,ҫитмӗл,سبعون
905,achtzig::NUM,сакӑр вунӑ,ثمانون
906,achtzig::NUM,сакӑр вуннӑ,ثمانون
907,neunzig::NUM,тӑхӑр вун,تسعون
908,neunzig::NUM,тӑхӑр вунӑ,تسعون
909,neunzig::NUM,тӑхӑр вуннӑ,تسعون
910,hundert::NUM,ҫӗр,مئة
911,tausend::NUM,пин,ألف
912,und::CNJ,та,و
913,oder::CNJ,е,أو
914,stehen::V,тӑр,وقف
915,sitzen::V,лар,جلس
916,liegen::V,вырт,رقد
917,hängen::V,усӑнса тӑр,تعلق
918,hängen::V,ҫакӑнса тӑр,تعلق
919,werden::V,пул,صار
920,werden::V,пул,أصبح
921,passieren::V,пул,حدث
922,beginnen::V,пуҫлан,ابتدأ
923,enden::V,пӗт,انتهى
924,enden::V,вӗҫлен,انتهى
925,wechseln::V,улшӑн,تغير
926,aufgehen[Sonne]::V,тух,شرق
927,untergehen[Sonne]::V,анса лар,غرب
928,scheinen[Sonne]::V,пӑх,أضاء
929,donnern::V,кӗмсӗртет,رعد
930,donnern::V,авӑт,رعد
931,wehen::V,варкӑш,هب
932,strömen::V,тӑкӑн,جرى
933,fließen::V,юх,سال
934,sich drehen::V,ҫаврӑн,دار
935,schwanken::V,чӳхен,ترنح
936,schwingen::V,суллан,ترجح
937,fallen::V,кип,سقط
938,fallen::V,тӳр кип,سقط
939,fallen::V,татӑлса ан,سقط
940,brennen::V,ҫун,احترق
941,rauchen::V,мӑкӑрлан,دخن
942,rauchen::V,тӗтӗм кӑлар,دخن
943,regnen::V,ҫумӑр ҫӑвать,أمطر
944,gefrieren::V,шӑн,تجمد
945,tauen::V,ирӗл,ذاب
946,schmelzen::V,ирӗл,ذاب
947,trocknen::V,тип,نشف
948,sieden::V,вӗре,غلى
949,faulen::V,ҫӗр,فسد
950,verfaulen::V,ҫӗр,تعفن
951,reißen::V,ҫурӑл,انقطع
952,versinken::V,пут,غرق
953,vergehen::V,ирт,مضى
954,erscheinen::V,курӑн,لاح
955,erscheinen::V,курӑн,ظهر
956,erscheinen::V,курӑнса кай,لاح
957,erscheinen::V,курӑнса кай,ظهر
958,verschwinden::V,ҫухал,غاب
959,sinken::V,чак,هبط
960,abnehmen::V,чак,نقص
961,zunehmen::V,пысӑклан,ازداد
962,steigen::V,ҫӗклен,صعد
963,steigen::V,ҫӗклен,ارتفع
964,wachsen::V,ӳс,نما
965,wachsen::V,ӳс,نبت
966,glänzen::V,ҫиҫ,لمع
967,funkeln::V,ялкӑш,تلألأ
968,funkeln::V,йӑлтӑртат,تلألأ
969,lärmen::V,шавла,ضج
970,lärmen::V,шавла,صخب
971,läuten::V,шӑнкӑравла,قرع
972,klingeln::V,шӑнкӑравла,دق
973,klirren::V,калтлат,قعقع
974,klirren::V,шӑнкӑлтат,قعقع
975,brausen::V,ахӑр,عج
976,rauschen::V,вашӑлтат,حف
977,rauschen::V,чашӑлтат,حف
978,klingen::V,янӑра,رن
979,bellen::V,вӗр,نبح
980,heulen::V,ула,عوى
981,blasen::V,вӗр,نفخ
982,pfeifen::V,шӑхӑр,صفر
983,schreien::V,кӑшкӑр,صرخ
984,stöhnen::V,йынӑш,أن
985,zittern::V,чӗтре,ارتعش
986,leben::V,пурӑн,عاش
987,geboren werden::V,ҫурал,ولد
988,atmen::V,сывла,تنفس
989,trinken::V,ӗҫ,شرب
990,essen::V,ҫи,أكل
991,schlucken::V,ҫӑт,جرع
992,müde werden::V,ӗшен,تعب
993,einschlafen::V,ыйха пут,نام
994,einschlafen::V,ҫывӑрса кай,نام
995,schlafen::V,ҫывӑр,نام
996,aufwachen::V,вӑран,استيقظ
997,aufstehen::V,тӑр,قام
998,sich erholen::V,кан,استجم
999,krank werden::V,чирле,مرض
1000,krank sein::V,чирле,مرض
1001,schmerzen::V,сур,آلم
1002,schmerzen::V,ырат,آلم
1003,husten::V,ӳсӗр,كح
1004,husten::V,ӳсӗр,سعل
1005,genesen::V,сывал,نقه
1006,genesen::V,тӳрлен,نقه
1007,sterben::V,вил,مات
1008,umkommen::V,вил,هلك
1009,sich bewegen::V,куҫ,تحرك
1010,sich rühren::V,хускал,تحرك
1011,sich erheben::V,тӑр,قام
1012,sich setzen::V,лар,جلس
1013,hinfallen::V,ӳк,وقع
1014,laufen::V,ут,مشى
1015,schreiten::V,ут,خطا
1016,spazierengehen::V,уҫӑлса ҫӳре,تنزه
1017,spazierengehen::V,уткаласа ҫӳре,تنزه
1018,eilen::V,васка,عجل
1019,eilen::V,хыпалан,عجل
1020,sich beeilen::V,васка,استعجل
1021,sich beeilen::V,хыпалан,استعجل
1022,sausen::V,ыткӑн,أسرع
1023,sausen::V,вӗҫтер,أسرع
1024,rennen::V,чуп,عدا
1025,rennen::V,чуп,ركض
1026,springen::V,сик,قفز
1027,klettern::V,улӑх,تسلق
1028,schaukeln::V,йӳрӗн,تأرجح
1029,kriechen::V,шу,دب
1030,kriechen::V,шу,زحف
1031,kriechen::V,упален,دب
1032,kriechen::V,упален,زحف
1033,schwimmen::V,иш,سبح
1034,tauchen::V,чӑм,غطس
1035,rudern::V,авӑс,جذف
1036,fahren::V,пыр,ركب
1037,fahren::V,пыр,سافر
1038,fliegen::V,вӗҫ,طار
1039,gehen::V,кай,سار
1040,gehen::V,кай,ذهب
1041,weggehen::V,кай,ذهب
1042,weggehen::V,кай,انصرف
1043,abfahren::V,тапран,رحل
1044,anhalten::V,чарӑн,توقف
1045,hineingehen::V,кӗр,دخل
1046,eintreten::V,кӗр,دخل
1047,kommen::V,кил,أتى
1048,kommen::V,кил,جاء
1049,ankommen::V,ҫит,وصل
1050,zurückkommen::V,таврӑн,عاد
1051,zurückkommen::V,таврӑн,رجع
1052,zurückkommen::V,каялла кил,عاد
1053,zurückkommen::V,каялла кил,رجع
1054,bleiben::V,юл,مكث
1055,warten::V,кӗт,انتظر
1056,erwarten::V,кӗт,ترقب
1057,erwarten::V,кӗт,انتظر
1058,suchen::V,шыра,بحث
1059,finden::V,туп,وجد
1060,versuchen::V,пикен,حاول
1061,vorbereiten::V,хатӗрле,أعد
1062,vorbereiten::V,хатӗрле,حضر
1063,lieben::V,юрат,أحب
1064,mögen::V,кӑмӑлла,أحب
1065,mögen::V,килӗштер,أحب
1066,lachen::V,кул,ضحك
1067,lachen::V,ахӑлтат,ضحك
1068,rühren::V,ҫулӑх,أثر
1069,weinen::V,йӗр,بكى
1070,weinen::V,макӑр,بكى
1071,schimpfen::V,вӑрҫ,سب
1072,schimpfen::V,вӑрҫ,شتم
1073,schimpfen::V,ятлаҫ,سب
1074,schimpfen::V,ятлаҫ,شتم
1075,sich ärgern::V,ҫиллен,زعل
1076,sich fürchten::V,шиклен,هاب
1077,fürchten::V,хӑра,خاف
1078,fürchten::V,хӑра,خشي
1079,fliehen::V,тар,هرب
1080,flüchten::V,чупса тар,فر
1081,sehen::V,кур,رأى
1082,anschauen::V,пӑхса ил,نظر
1083,ansehen::V,пӑх,نظر
1084,hören::V,илт,سمع
1085,zuhören::V,итле,أصغى
1086,zuhören::V,тӑнла,أصغى
1087,probieren::V,астив,ذاق
1088,riechen::V,шӑршла,شم
1089,riechen::V,шӑршла,استنشق
1090,fühlen::V,туй,شعر
1091,fühlen::V,сис,شعر
1092,scheinen::V,туйӑн,ظهر
1093,zu sehen sein::V,курӑн,ظهر
1094,vernehmen::V,пӑл,سمع
1095,frieren::V,йӳтен,بردان
1096,tun::V,ту,فعل
1097,können::V,пултар,قدر
1098,können::V,пултар,استطاع
1099,wollen::V,те,شاء
1100,wollen::V,те,أراد
1101,anfangen::V,пуҫла,بدأ
1102,beenden::V,пӗтер,أنهى
1103,aufhören::V,пӑрах,توقف
1104,aufhören::V,пӑрах,انقطع
1105,gelingen::V,ӑн,نجح
1106,geraten::V,пул,طلع
1107,öffnen::V,уҫ,فتح
1108,schließen::V,хуп,أغلق
1109,stellen::V,ларт,وضع
1110,stellen::V,ларт,أقام
1111,stellen::V,тӑрат,وضع
1112,stellen::V,тӑрат,أقام
1113,setzen::V,ларт,أجلس
1114,legen::V,хур,وضع
1115,berühren::V,перӗн,مس
1116,berühren::V,перӗн,لمس
1117,verbinden::V,сып,ربط
1118,verbinden::V,сып,وصل
1119,bedecken::V,вит,غطى
1120,aufhängen::V,ҫак,علق
1121,anzünden::V,ҫут,أوقد
1122,aufheben::V,ҫӗкле,لقط
1123,zurücklassen::V,манса хӑвар,ترك
1124,verlieren::V,ҫӗтер,فقد
1125,fallen lassen::V,ӳкер,أسقط
1126,machen::V,ту,فعل
1127,herstellen::V,ӑстала,صنع
1128,herstellen::V,ӑстала,أنتج
1129,bauen::V,ту,بنى
1130,bauen::V,ту,شيد
1131,reparieren::V,юса,صلح
1132,verbessern::V,лайӑхлат,صحح
1133,ändern::V,улӑштар,غير
1134,graben::V,чав,حفر
1135,graben::V,чакала,حفر
1136,beugen::V,кукӑрт,ثنى
1137,beugen::V,кукӑрт,أحنى
1138,biegen::V,ав,لوى
1139,biegen::V,кукӑрт,لوى
1140,drehen::V,ҫавӑр,أدار
1141,drehen::V,ҫавӑр,دور
1142,wenden::V,ӳпӗнтер,قلب
1143,umdrehen::V,ҫавӑр,قلب
1144,heben::V,хӑпарт,رفع
1145,hochheben::V,йӑт,رفع
1146,ergreifen::V,тыт,مسك
1147,halten::V,тыт,مسك
1148,drücken::V,пус,ضغط
1149,schieben::V,тӗк,حرك
1150,schieben::V,тӗрт,حرك
1151,kratzen::V,хыр,خدش
1152,lecken::V,ҫула,لعق
1153,beißen::V,ҫырт,عض
1154,beißen::V,хып,عض
1155,abreißen::V,тат,قلع
1156,abschneiden::V,кас,قطع
1157,binden::V,ҫых,ربط
1158,stecken::V,чик,دس
1159,brechen::V,хуҫ,كسر
1160,klopfen::V,такка,طرق
1161,hauen::V,шакка,ضرب
1162,kleben::V,ҫыпӑҫтар,ألصق
1163,reiben::V,сӑтӑр,حك
1164,streichen::V,сӗр,نشر
1165,schleifen::V,хӑйра,سن
1166,schneiden::V,кас,قطع
1167,rütteln::V,лӑка,رج
1168,rütteln::V,силлентер,رج
1169,schütteln::V,лӑка,هز
1170,schütteln::V,силлентер,هز
1171,schwenken::V,сулла,لوح
1172,schütten::V,тултар,صب
1173,füllen::V,тултар,ملأ
1174,einwickeln::V,чӗрке,لف
1175,tragen::V,ҫӗкле,حمل
1176,schleppen::V,сӗтӗр,سحب
1177,ziehen::V,тӑс,سحب
1178,aufbewahren::V,усра,حفظ
1179,werfen::V,пӑрах,رمى
1180,werfen::V,пӑрах,ألقى
1181,fangen::V,тыт,التقط
1182,packen::V,тыт,مسك
1183,verstecken::V,пытарса хур,خبأ
1184,teilen::V,уйӑр,قسم
1185,teilen::V,пайла,قسم
1186,schicken::V,яр,بعث
1187,schicken::V,яр,أرسل
1188,bringen::V,кӳр,جلب
1189,hinzufügen::V,хуш,أضاف
1190,bekommen::V,ил,حصل
1191,bekommen::V,туян,حصل
1192,erhalten::V,ил,استلم
1193,erhalten::V,туян,استلم
1194,nehmen::V,ил,أخذ
1195,wählen::V,суйла,اختار
1196,auswählen::V,суйла,انتقى
1197,bewahren::V,упра,حافظ
1198,behindern::V,кансӗрле,عاق
1199,behindern::V,чӑрмантар,عاق
1200,verderben::V,пӑс,أفسد
1201,beschädigen::V,пӑс,أضر
1202,zerbrechen::V,ват,كسر
1203,zerbrechen::V,ҫӗмӗр,كسر
1204,zerreißen::V,ҫур,مزق
1205,zerstören::V,иш,دمر
1206,verbrennen::V,ҫунтар,حرق
1207,geben::V,пар,أعطى
1208,reichen::V,пар,ناول
1209,schenken::V,парнеле,وهب
1210,versprechen::V,тума пул,وعد
1211,versprechen::V,сӑмах пар,وعد
1212,wünschen::V,сун,تمنى
1213,loben::V,ырла,مدح
1214,küssen::V,чуп ту,قبل
1215,wiegen::V,сиктер,هدهد
1216,wiegen::V,силле,هدهد
1217,zudecken::V,вит,غطى
1218,wecken::V,вӑрат,أيقظ
1219,zeigen::V,кӑтарт,أرى
1220,führen::V,илсе пыр,دل
1221,führen::V,ҫавӑтса пыр,دل
1222,lehren::V,вёрент,علم
1223,unterrichten::V,вёрент,علم
1224,aufziehen::V,вӗрент,ربى
1225,leiten::V,тытса пыр,دل
1226,leiten::V,тытса пыр,أدار
1227,antreiben::V,васкат,حث
1228,lassen::V,пусахла,حدا
1229,lassen::V,хуш,حدا
1230,einladen::V,чӗн,دعا
1231,vereinigen::V,пӗрлештер,وحد
1232,besuchen::V,ҫит,زار
1233,besuchen::V,кӗрсе кур,زار
1234,treffen::V,тӗл пул,قابل
1235,sich versammeln::V,пуҫтарӑн,اجتمع
1236,spielen::V,выля,لعب
1237,singen::V,юрла,غنى
1238,tanzen::V,ташла,رقص
1239,sich trennen::V,уйрӑл,افترق
1240,verlassen::V,хӑвар,ترك
1241,retten::V,ҫӑл,نجى
1242,retten::V,ҫӑл,أنقذ
1243,bewachen::V,хуралла,حرس
1244,schützen::V,сыхла,حمى
1245,verteidigen::V,хӳтӗле,دافع
1246,sich schlagen::V,ҫапӑҫ,تضارب
1247,schießen::V,пер,أطلق
1248,siegen::V,ҫӗн,انتصر
1249,siegen::V,ҫӗнтер,انتصر
1250,ärgern::V,тарӑхтар,أزعل
1251,ärgern::V,ҫиллентер,أزعل
1252,schlagen::V,ҫап,ضرب
1253,treten::V,тап,رفس
1254,stechen::V,чик,شك
1255,stoßen::V,чыш,دفع
1256,stehlen::V,вӑрла,سرق
1257,stören::V,кансӗрле,ضايق
1258,belästigen::V,аптӑрат,أزعج
1259,belästigen::V,хупла,أزعج
1260,verbergen::V,пытар,كتم
1261,täuschen::V,суй,خدع
1262,betrügen::V,ултала,غش
1263,töten::V,вӗлер,قتل
1264,wohnen::V,чуна пар,سكن
1265,wohnen::V,парӑнса тӑр,سكن
1266,arbeiten::V,ӗҫле,عمل
1267,arbeiten::V,ӗҫле,اشتغل
1268,sammeln::V,пух,جمع
1269,pflücken::V,тат,جنى
1270,pflücken::V,тат,قطف
1271,jagen::V,сунара ҫӳре,صاد
1272,fischen::V,пулӑ тыт,اصطاد
1273,fassen::V,тыт,قبض
1274,hüten::V,кӗт,رعى
1275,treiben::V,хӑвала,ساق
1276,anbinden::V,кӑкар,ربط
1277,füttern::V,ҫитер,علف
1278,melken::V,су,حلب
1279,hacken::V,вакла,فرم
1280,gießen::V,шӑвар,سقى
1281,reifen::V,пиҫ,نضج
1282,zubereiten::V,пӗҫер,حضر
1283,kochen::V,пӗҫер,طبخ
1284,backen::V,пӗҫер,خبز
1285,braten::V,ӑшала,قلى
1286,braten::V,ӑшала,حمر
1287,umrühren::V,хутӑштар,قلب
1288,stricken::V,ҫых,حاك
1289,nähen::V,ҫӗле,خاط
1290,färben::V,пӗвет,صبغ
1291,färben::V,пӗвет,لون
1292,reinigen::V,тасат,نظف
1293,waschen::V,ҫу,غسل
1294,abwischen::V,шӑл,مسح
1295,spülen::V,чӳхе,شطف
1296,fegen::V,шӑл,كنس
1297,kehren::V,шӑл,كنس
1298,baden::V,шыва кӗр,استحم
1299,sich waschen::V,ҫӑвӑн,اغتسل
1300,ausziehen::V,салан,خلع
1301,anziehen::V,тӑхӑн,لبس
1302,sich anziehen::V,тӑхӑн,اكتسى
1303,kämmen::V,тура,مشط
1304,schmücken::V,илемлет,زين
1305,sagen::V,те,قال
1306,sprechen::V,кала,تكلم
1307,reden::V,сӑмахла,تكلم
1308,reden::V,калаҫ,تكلم
1309,sich unterhalten::V,пупле,تحادث
1310,fragen::V,ыйт,سأل
1311,bitten::V,ыйт,رجا
1312,erzählen::V,каласа пар,حكي
1313,mitteilen::V,пӗлтер,بلغ
1314,mitteilen::V,хыпарла,بلغ
1315,nennen::V,те,سمى
1316,nennen::V,чӗн,سمى
1317,rufen::V,чӗн,نادى
1318,prahlen::V,мухтан,فشر
1319,prahlen::V,мухтан,تفاخر
1320,prahlen::V,вӗҫкӗнлен,فشر
1321,prahlen::V,вӗҫкӗнлен,تفاخر
1322,übersetzen::V,куҫар,ترجم
1323,denken::V,шухӑшла,فكر
1324,glauben::V,ӗнен,اعتقد
1325,bemerken::V,асӑрха,لاحظ
1326,erkennen::V,палла,عرف
1327,begreifen::V,ӑнлан,فهم
1328,begreifen::V,ӑнлан,أدرك
1329,verstehen::V,пӗл,فهم
1330,lernen::V,вӗрен,درس
1331,wissen::V,пӗл,علم
1332,wissen::V,ӑнкар,علم
1333,sich erinnern an::V,аса ил,تذكر
1334,vergessen::V,ман,نسي
1335,vergessen::V,манса кай,نسي
1336,messen::V,виҫ,قاس
1337,zählen::V,шутла,عد
1338,zählen::V,шутла,أحصى
1339,rechnen::V,шутла,حسب
1340,lesen::V,вула,قرأ
1341,malen::V,ӳкер,صور
1342,zeichnen::V,ӳкер,رسم
1343,schreiben::V,ҫыр,كتب
1344,besitzen::V,тыт,حاز
1345,besitzen::V,тыт,ملك
1346,kaufen::V,ил,اشترى
1347,kaufen::V,туян,اشترى
1348,verkaufen::V,сут,باع
1349,bezahlen::V,тӳле,دفع
1350,zahlen::V,тӳле,سدد
1351,beherrschen::V,тыт,حكم
1352,ertragen::V,тӳс,أطاق
1353,ertragen::V,тӳс,تحمل
1354,Bauch::N,,بطن
