,Concept_ID,ab,lt
707,lustig::A,агурҕьа,linksmas
708,lustig::A,агурҿыхага,smagus
709,lustig::A,агурҿыхага,linksmas
710,sanft::A,атата,švelnus
711,sanft::A,атата,minkštas
712,sanft::A,аҟəымшəышə,švelnus
713,sanft::A,аҟəымшəышə,minkštas
714,sanft::A,ақьыҧш,švelnus
715,sanft::A,ақьыҧш,minkštas
716,hungrig::A,амлашь,alkanas
717,krank::A,ачымазаҩ,ligotas
718,krank::A,ачымазаҩ,sergantis
719,nackt::A,аҟьантаз,nuogas
720,traurig::A,алахьеиқəҵага,liūdnas
721,lebendig::A,абза,gyvas
722,gut::A,абзиа,geras
723,schlecht::A,-хəарҭам,blogas
724,schlecht::A,-хəарҭам,prastas
725,richtig::A,иашоу,tikras
726,richtig::A,иашоу,teisingas
727,schlimm::A,абааҧсы,blogas
728,schlimm::A,абааҧсы,prastas
729,wahr::A,агəҭылса,tikras
730,wahr::A,абзиаҵəҟьа,tikras
731,alt::A,Ажə,senas
732,neu::A,аҿыц,naujas
733,ehemalig::A,анкьатәи,buvęs
734,alt[Lebewesen]::A,абырг,pagyvenęs
735,alt[Lebewesen]::A,ақабада,pagyvenęs
736,alt[Lebewesen]::A,Ажə,pagyvenęs
737,jung::A,аҟата,jaunas
738,arm::A,ананамга,neturtingas
739,reich::A,абеиа,turtingas
740,bekannt::A,адыр,žinomas
741,bekannt::A,адыр,pažįstamas
742,berühmt::A,адыр,žymus
743,berühmt::A,адыр,garsus
744,fremd::A,атəым,svetimas
745,verschieden::A,Еиуа-еиҧшым,įvairus
746,nah::A,ааигəа,artimas
747,fern::A,ахара,tolimas
748,linker::A,арма,kairys
749,rechter::A,арҕьа,dešinys
750,anderer::A,даҽа,kitas
751,anderer::A,даҽакы,kitas
752,erster::A,актәи,pirmas
753,zweiter::A,аҩбатəи,antras
754,dritter::A,ахҕатәи,trečias
755,letzter::A,аҵыхəтəантəи,paskutinis
756,allein::ADV,мацара,vienas
757,auf einmal::ADV,зныкала,iš karto
758,auf einmal::ADV,зныкҟьара,iš karto
759,zusammen::ADV,аиц...,kartu
760,zusammen::ADV,аиц...,drauge
761,lange::ADV,акыраамҭа,ilgai
762,plötzlich::ADV,иаалырҟьаны,staiga
763,sofort::ADV,иаразнакҵәҟьа,tuojau
764,später::ADV,уажəшьҭаншəа,vėliau
765,später::ADV,уажəшьҭаншəа,paskiau
766,jetzt::ADV,уажәы,dabãr
767,heute::ADV,иахьа,šiandien
768,morgen::ADV,уаҵәы,rytoj
769,bald::ADV,иласны,greitai
770,bald::ADV,иласны,netrukus
771,dann::ADV,нас,po to
772,gestern::ADV,иацы,vakar
773,einst::ADV,зны,kadaise
774,einst::ADV,зны,kitą kartą
775,damals::ADV,усҟан,anuomet
776,damals::ADV,усҟан,anuokart
777,danach::ADV,нас,po to
778,danach::ADV,нас,paskui
779,vorher::ADV,уаанӡа,anksčiau
780,zuerst::ADV,азнаказы,pirma
781,zuerst::ADV,азнаказы,iš pradžių̃
782,zuerst::ADV,аҧхьа,pirma
783,zuerst::ADV,аҧхьа,iš pradžių̃
784,einmal::ADV,зны,kartą
785,einmal::ADV,зны,vieną kartą
786,manchmal::ADV,зны-зынла,kai kada
787,oft::ADV,лассы-лассы,dažnai
788,immer::ADV,енагь,visada
789,immer::ADV,енагь,visuomet
790,immer::ADV,еснагь,visada
791,immer::ADV,еснагь,visuomet
792,niemals::ADV,ианакəызаалак,niekada
793,niemals::ADV,ианакəызаалак,niekuomet
794,hier::ADV,ара,čia
795,hier::ADV,абра,čia
796,hier::ADV,араҟа,čia
797,hierhin::ADV,ара,šen
798,hierhin::ADV,ара,čionai
799,hierhin::ADV,араҟа,šen
800,hierhin::ADV,араҟа,čionai
801,von hier::ADV,арантә,iš čia
802,dort::ADV,уа,ten
803,dort::ADV,уа,tenai
804,dorthin::ADV,уахь,ten
805,dorthin::ADV,уахь,ten link
806,dorthin::ADV,анахь,ten
807,dorthin::ADV,анахь,ten link
808,geradeaus::ADV,ишиашоу,tiesiai
809,vorwärts::ADV,ҕхьаҟа,pirmyn
810,rückwärts::ADV,шьҭахьла,atbulai
811,zurück::ADV,шьҭахьҟа,atgal
812,unten::ADV,лбаа,žemai
813,unten::ADV,лбаа,apačioje
814,hinab::ADV,алада,žemyn
815,oben::ADV,хыхь,viršuj
816,hinauf::ADV,аҩада,aukštyn
817,hinauf::ADV,аҩада,į viršų
818,überall::ADV,зегьынцьара,visur
819,nicht::ADV,-м,ne
820,ein wenig::ADV,ҕыҭк,truputį
821,kaum::ADV,аарлаҳәа,vos
822,kaum::ADV,афергьҳәа,vos
823,sehr::ADV,даара,labai
824,sehr::ADV,даара,baisiai
825,so::ADV,ас,taip
826,so::ADV,абас,taip
827,noch::ADV,макьана,dar
828,nur::ADV,заҵәык,tik
829,nur::ADV,заҵәык,vien
830,schon::ADV,уажәшьҭа,jau
831,schon::ADV,аиҳа ипоу,jau
832,wieder::ADV,ҿыц,vėl
833,wieder::ADV,ҿыц,iš naujo
834,wieder::ADV,дырҩегь,vėl
835,wieder::ADV,дырҩегь,iš naujo
836,wieder::ADV,дырҩегьых,vėl
837,wieder::ADV,дырҩегьых,iš naujo
838,vergebens::ADV,баша,veltui
839,vergebens::ADV,баша,bergždžiai
840,vor::PRP,аҕхьа,prieš
841,hinter::PRP,нхыҵ,už
842,unter::PRP,амҵа,po
843,unter::PRP,амҵан,po
844,neben::PRP,ааигуара,prie
845,neben::PRP,ааигуара,šalia
846,zwischen::PRP,абжьара,tarp
847,wegen::PRP,-иззы,dėl
848,wegen::PRP,-иззы,dėlei
849,wegen::PRP,-ҟнытә,dėl
850,wegen::PRP,-ҟнытә,dėlei
851,dies::PRN,ари,šis
852,dies::PRN,ари,šitas
853,dies::PRN,абри,šis
854,dies::PRN,абри,šitas
855,das::PRN,Абни,tat
856,das::PRN,убри,tat
857,alles::PRN,зегьы,visas
858,ich::PRN,са,aš
859,ich::PRN,сара,aš
860,du::PRN,бара,tu
861,er::PRN,иара,jis
862,wir::PRN,ҳара,mes
863,ihr::PRN,шәара,jūs
864,sie::PRN,дара,ji
865,sie::PRN,дара,jos
866,wer::FPRN,дарбан,kas
867,wo::FADV,иабыкуу,kur
868,wo::FADV,аба-,kur
869,wo::FADV,ахь-,kur
870,wohin::FADV,иабыкуу,kur
871,wohin::FADV,иабыкуу,kur link
872,wohin::FADV,аба-,kur
873,wohin::FADV,аба-,kur link
874,wohin::FADV,ахь-,kur
875,wohin::FADV,ахь-,kur link
876,wie::FADV,-шҕа,kaip
877,warum::FADV,избан,kod̃ėl
878,warum::FADV,избан,dėl ko
879,wieviel::FNUM,заҟа,kiek
880,eins::NUM,акы,vienas
881,eins::NUM,аӡәы,vienas
882,zwei::NUM,ҩба,du
883,drei::NUM,хҕа,trys
884,vier::NUM,ҕшьба,keturi
885,fünf::NUM,хəба,penki
886,sechs::NUM,фба,šeši
887,sieben::NUM,Бжьба,septyni
888,acht::NUM,ааба,aštuoni
889,neun::NUM,жәба,devyni
890,zehn::NUM,жәаба,dešimt
891,elf::NUM,жәеизатәи,vienuolika
892,zwölf::NUM,жәаҩа,dvylika
893,zwanzig::NUM,ҩажәа,dvidešimt
894,dreißig::NUM,ҩажәижәабатәи,trisdešimt
895,vierzig::NUM,ҩынҩажәа,keturiasdešimt
896,fünfzig::NUM,ҩынҩажәеижәаба,penkiasdešimt
897,sechzig::NUM,хынҩажәа,šešiasdešimt
898,siebzig::NUM,хынҩажәижәаба,septyniasdešimt
899,achtzig::NUM,ҕшьынҩажәа,aštuoniasdešimt
900,neunzig::NUM,ҕшьынҩажәижәаба,devyniasdešimt
901,hundert::NUM,шәкы,šimtas
902,tausend::NUM,зқьы,tūkstantis
903,und::CNJ,-и,ĩr
904,oder::CNJ,ма,ar
905,oder::CNJ,ма,arba
906,stehen::V,агылазаара,stovėti
907,sitzen::V,атəара,sėdėti
908,sitzen::V,атəа(заа)ра,sėdėti
909,liegen::V,аиара,gulėti
910,hängen::V,акнаҳара,kyboti
911,hängen::V,акнаҳара,kabėti
912,werden::V,аҟалара,taptis
913,werden::V,аҟалара,darytis
914,passieren::V,аҟалара,atsitikti
915,passieren::V,аҟалара,pasitaikyti
916,beginnen::V,алагара,prasid́ėti
917,enden::V,алгара,baigtis
918,wechseln::V,аҽыҧсахра,keistis
919,wechseln::V,аҽыҧсахра,pasikeisti
920,aufgehen[Sonne]::V,агылара,tekėti
921,aufgehen[Sonne]::V,агылара,patekėti
922,aufgehen[Sonne]::V,ахашлара,tekėti
923,aufgehen[Sonne]::V,ахашлара,patekėti
924,aufgehen[Sonne]::V,аҩаҵхахара,tekėti
925,aufgehen[Sonne]::V,аҩаҵхахара,patekėti
926,untergehen[Sonne]::V,аҭашəара,leistis
927,untergehen[Sonne]::V,аҭашəара,nusileisti
928,scheinen[Sonne]::V,акаҧхара,šviesti
929,donnern::V,адыдра,griausti
930,donnern::V,адыдра,griaudėti
931,wehen::V,асра,pūsti
932,strömen::V,акаҭəара,lietis
933,strömen::V,акаҭəара,plūsti
934,fließen::V,ацара,tekėti
935,sich drehen::V,ахагьежьра,suktis
936,sich drehen::V,ахагьежьра,pasisukti
937,schwanken::V,аҵысра,svyruoti
938,schwingen::V,ахызазара,suptis
939,schwingen::V,акьаандара,suptis
940,fallen::V,акаҳара,pulti
941,fallen::V,акаҳара,kristi
942,brennen::V,абылра,degti
943,rauchen::V,ахылҵра,rūkyti
944,regnen::V,аура,lyti
945,gefrieren::V,аҵаара,užšalti
946,tauen::V,аӡҭра,tirpti
947,schmelzen::V,ақəӡыҭра,lydytis
948,schmelzen::V,аҭəара,lydytis
949,trocknen::V,абара,džiūti
950,sieden::V,ашра,virti
951,faulen::V,абаара,pūti
952,verfaulen::V,абаара,švinkti
953,verfaulen::V,аилашра,švinkti
954,reißen::V,аҧжəара,plyšti
955,reißen::V,аҧжəара,trūkti
956,versinken::V,аӡааҟəрылара,skę̃sti
957,versinken::V,аӡааҟəрылара,grimzti
958,vergehen::V,ацара,praeiti
959,erscheinen::V,ацəырҵра,pasirodyti
960,verschwinden::V,аҵашəкəара,dingti
961,verschwinden::V,аҵашəкəара,išnykti
962,verschwinden::V,аҵашəкəара,pranykti
963,sinken::V,атəара,kristi
964,sinken::V,алаҟəра,kristi
965,abnehmen::V,ацӡаара,mažėti
966,abnehmen::V,ацӡаара,silpnėti
967,abnehmen::V,аиҵалара,mažėti
968,abnehmen::V,аиҵалара,silpnėti
969,zunehmen::V,аҽырҭбаара,didėti
970,zunehmen::V,аҽырҭбаара,padaugėti
971,zunehmen::V,аиҵыҵра,didėti
972,zunehmen::V,аиҵыҵра,padaugėti
973,zunehmen::V,арацəахара,didėti
974,zunehmen::V,арацəахара,padaugėti
975,steigen::V,азҳара,kilti
976,steigen::V,ашьҭыҵра,kilti
977,steigen::V,адухара,kilti
978,steigen::V,ацлара,kilti
979,wachsen::V,азҳара,augti
980,glänzen::V,ацыр-цырра,blizgėti
981,glänzen::V,ацыҩ-цыҩра,blizgėti
982,glänzen::V,аказказра,blizgėti
983,funkeln::V,ашап-шапра,žibėti
984,funkeln::V,ацым-цымра,žibėti
985,lärmen::V,ашьҭыбжьгара,triukšmauti
986,lärmen::V,аҕьҕьаҳәа аилалара,triukšmauti
987,läuten::V,аҵəҵəасра,skambinti
988,klingeln::V,аҵəҵəасра,skambinti
989,klirren::V,ахьархьарра,žvangėti
990,klirren::V,архьархьарра,žvangėti
991,brausen::V,аилаҽҽара,šniokšti
992,brausen::V,еилашуера,šniokšti
993,klingen::V,агара,skardėti
994,klingen::V,ашьҭыбжь гара,skardėti
995,bellen::V,ашра,loti
996,heulen::V,ауура,kaukti
997,heulen::V,ауура,staugti
998,blasen::V,аҭəҳəара,pūsti
999,pfeifen::V,ашəшəра,švilpti
1000,pfeifen::V,ашəшəра,švilpauti
1001,schreien::V,аҳəҳəара,šaukti
1002,schreien::V,ахəаара,šaukti
1003,schreien::V,аҟаара,šaukti
1004,stöhnen::V,ақьра,dejuoti
1005,stöhnen::V,ақьра,aimanuoti
1006,zittern::V,аҵыс-ҵысра,virpėti
1007,leben::V,аҟазаара,gyventi
1008,geboren werden::V,Аира,gimti
1009,atmen::V,аҕсыҕ лагаҩагара,alsuoti
1010,atmen::V,аҕсыҕ лагаҩагара,kvėpuoti
1011,trinken::V,ажəра,gerti
1012,essen::V,акрыфара,valgyti
1013,schlucken::V,албаадара,praryti
1014,müde werden::V,ааҕсара,nuvargti
1015,müde werden::V,ааҕсара,privargti
1016,einschlafen::V,ацəара,užmigti
1017,schlafen::V,ацəазаара,miegoti
1018,aufwachen::V,аҿыхара,pabusti
1019,aufstehen::V,Агəылҵра,keltis
1020,aufstehen::V,Агəылҵра,atsikelti
1021,sich erholen::V,аҧсшьара,pailsėti
1022,sich erholen::V,аҧсшьара,poilsiauti
1023,krank werden::V,ачмазаҩхара,susirgti
1024,krank sein::V,аҳəарҧсарра,sirgti
1025,schmerzen::V,ахьра,sopėti
1026,schmerzen::V,ахьра,skaudėti
1027,husten::V,аимҳәара,kosėti
1028,genesen::V,абзиахара,sveikti
1029,genesen::V,абзиахара,taisytis
1030,genesen::V,аӷəӷəахара,sveikti
1031,genesen::V,аӷəӷəахара,taisytis
1032,sterben::V,аҧсра,mirti
1033,sterben::V,аҧсра,numirti
1034,umkommen::V,аҭахара,žūti
1035,sich bewegen::V,аиҭаҵра,judėti
1036,sich bewegen::V,аиҭаҵра,pasijudinti
1037,sich rühren::V,ақəацара,krutėti
1038,sich erheben::V,аҩагылара,pakilti
1039,sich erheben::V,аҩагылара,atsikelti
1040,sich setzen::V,атəара,sėstis
1041,sich setzen::V,атəара,atsisėsti
1042,hinfallen::V,акаҳара,parkristi
1043,hinfallen::V,акаҳара,pargriūti
1044,laufen::V,аныҟəара,eiti
1045,schreiten::V,ашьаҿа еихгара,žengti
1046,schreiten::V,ашьаҿа еихгара,žingsniuoti
1047,spazierengehen::V,анеи-ааира,pasivaikščioti
1048,eilen::V,аццакра,skubėti
1049,sich beeilen::V,аццакра,paskub́ėti
1050,sich beeilen::V,аццакра,pasiskubinti
1051,sausen::V,аҧырра,dumti
1052,sausen::V,аҧырра,lėkti
1053,sausen::V,иҭрысны,dumti
1054,sausen::V,иҭрысны,lėkti
1055,sausen::V,ишьҭҟьаны ацара,dumti
1056,sausen::V,ишьҭҟьаны ацара,lėkti
1057,rennen::V,аҩра,bėgti
1058,springen::V,аҧара,šokti
1059,klettern::V,ақəлара,kopti
1060,schaukeln::V,аҟəараҟəанҽара,supti
1061,schaukeln::V,аҟəараҟəанҽара,linguoti
1062,kriechen::V,аҳəазара,ropoti
1063,kriechen::V,аҳəазара,šliaužti
1064,schwimmen::V,аӡсара,plaukti
1065,tauchen::V,ахəӡааҵəира,nerti
1066,rudern::V,аҵшьра,irtis
1067,rudern::V,аҵшьра,irkluoti
1068,fahren::V,акала,važiuoti
1069,fahren::V,акала,važinėti
1070,fliegen::V,аҧырра,lėkti
1071,fliegen::V,аҧырра,skristi
1072,gehen::V,аиҭаҵра,eiti
1073,weggehen::V,ацара,išeiti
1074,abfahren::V,адəықəлара,išvykti
1075,abfahren::V,адəықəлара,išvažiuoti
1076,abfahren::V,ацара,išvykti
1077,abfahren::V,ацара,išvažiuoti
1078,anhalten::V,ааныргылара,sustoti
1079,hineingehen::V,аҭалара,įeiti
1080,eintreten::V,аҩналара,įžengti
1081,kommen::V,аара,ateiti
1082,kommen::V,ааира,ateiti
1083,ankommen::V,ааира,ateiti
1084,ankommen::V,аара,ateiti
1085,ankommen::V,анеира,ateiti
1086,zurückkommen::V,азыхынҳəра,grį̃žti
1087,zurückkommen::V,азыхынҳəра,sugrį̃žti
1088,bleiben::V,аанхара,likti
1089,bleiben::V,аанхара,pasilikti
1090,bleiben::V,анхара,likti
1091,bleiben::V,анхара,pasilikti
1092,bleiben::V,аангылара,likti
1093,bleiben::V,аангылара,pasilikti
1094,warten::V,азҧшзаара,laukti
1095,erwarten::V,азҧшра,laukti
1096,suchen::V,ашьҭазаара,ieškoti
1097,finden::V,аҧшаара,rasti
1098,finden::V,аҧшаара,surasti
1099,versuchen::V,аҽазкра,mėginti
1100,vorbereiten::V,армазеира,rengti
1101,lieben::V,абзиабара,myĺėti
1102,mögen::V,агəаҧхара,ḿėgti
1103,mögen::V,агəаҧхара,patikti
1104,lachen::V,аччара,juoktis
1105,rühren::V,арҵəуара,jaudinti
1106,rühren::V,арҵəуара,graudinti
1107,weinen::V,аҵəуара,verkti
1108,schimpfen::V,ацəҳара,bartis
1109,sich ärgern::V,агəаара,pykti
1110,sich ärgern::V,агəаара,apmaudauti
1111,sich fürchten::V,аӡыӡара,bijoti
1112,sich fürchten::V,аӡыӡара,baimintis
1113,fürchten::V,ацəшəара,bijoti
1114,fürchten::V,ацəшəара,baimintis
1115,fliehen::V,абналара,bėgti
1116,fliehen::V,абналара,sprukti
1117,fliehen::V,ацəцара,bėgti
1118,fliehen::V,ацəцара,sprukti
1119,flüchten::V,абналара,pabėgti
1120,flüchten::V,ацəцара,pabėgti
1121,sehen::V,абара,žiūŕėti
1122,anschauen::V,ахəаҧшра,žiūŕėti
1123,ansehen::V,ахəаҧшра,žiūrėti į
1124,ansehen::V,ахəаҧшра,pažiūrėti į
1125,hören::V,аҳара,girdėti
1126,zuhören::V,азыӡырҩра,klausytis
1127,probieren::V,аҧышəара,ragauti
1128,probieren::V,аҧышəара,paragauti
1129,riechen::V,афыҩра,uosti
1130,riechen::V,афыҩра,užuosti
1131,fühlen::V,анырра,justi
1132,fühlen::V,анырра,jausti
1133,fühlen::V,анырра,pajusti
1134,fühlen::V,ацәакырра,justi
1135,fühlen::V,ацәакырра,jausti
1136,fühlen::V,ацәакырра,pajusti
1137,scheinen::V,шәа,rodytis
1138,scheinen::V,шәа,atrodyti
1139,scheinen::V,аацәырҵа,rodytis
1140,scheinen::V,аацәырҵа,atrodyti
1141,vernehmen::V,аҳара,išgirsti
1142,frieren::V,ашəра,šalti
1143,frieren::V,аҵаара,šalti
1144,tun::V,аҟаҵара,daryti
1145,können::V,алшара,galėti
1146,können::V,алшара,pajėgti
1147,wollen::V,аҭахра,norėti
1148,anfangen::V,алагара,pradėti
1149,anfangen::V,алагара,prasid́ėti
1150,beenden::V,алгара,baigti
1151,beenden::V,алгара,užbaigti
1152,aufhören::V,аҟəыҵра,liautis
1153,gelingen::V,аура,pavykti
1154,gelingen::V,аура,pasisekti
1155,gelingen::V,аманшəалахара,pavykti
1156,gelingen::V,аманшəалахара,pasisekti
1157,gelingen::V,алҵра,pavykti
1158,gelingen::V,алҵра,pasisekti
1159,geraten::V,нзаарын,nusisekti
1160,öffnen::V,аартра,atverti
1161,öffnen::V,аартра,atidaryti
1162,schließen::V,аркра,uždaryti
1163,stellen::V,аргылара,statyti
1164,stellen::V,аргылара,pastatyti
1165,setzen::V,артəара,sodinti
1166,setzen::V,артəара,pasodinti
1167,legen::V,ақəҵара,dėti
1168,legen::V,ақəҵара,pad́ėti
1169,berühren::V,акьысра,liesti
1170,berühren::V,акьысра,paliesti
1171,berühren::V,алакьысра,liesti
1172,berühren::V,алакьысра,paliesti
1173,verbinden::V,аҿаҳəара,jungti
1174,verbinden::V,аҿаҳəара,surišti
1175,bedecken::V,ақəршəра,uždengti
1176,aufhängen::V,акнаҳара,pakarti
1177,aufhängen::V,акнаҳара,pakabinti
1178,anzünden::V,аркра,padegti
1179,aufheben::V,ашьҭыхра,pakelti
1180,zurücklassen::V,аныжьра,palikti
1181,verlieren::V,ацəыӡра,pamesti
1182,fallen lassen::V,ацəкаҳара,atsisakyti
1183,machen::V,ачаҧара,dirbti
1184,herstellen::V,аиҵдара,gaminti
1185,bauen::V,аргылара,statyti
1186,bauen::V,аргылара,pastatyti
1187,reparieren::V,арҽеира,taisyti
1188,reparieren::V,арҽеира,remontuoti
1189,verbessern::V,аиҕьтəра,gerinti
1190,verbessern::V,аиҕьтəра,ištaisyti
1191,ändern::V,аҧсахра,keisti
1192,ändern::V,аҧсахра,pakeisti
1193,graben::V,ажра,kasti
1194,beugen::V,арҟəра,lenkti
1195,beugen::V,арҟəра,palenkti
1196,beugen::V,архəара,lenkti
1197,beugen::V,архəара,palenkti
1198,biegen::V,арҟəра,lenkti
1199,biegen::V,арҟəра,palenkti
1200,biegen::V,архəара,lenkti
1201,biegen::V,архəара,palenkti
1202,drehen::V,аргьежьра,sukti
1203,umdrehen::V,аарҳәра,sukti
1204,umdrehen::V,аарҳәра,apversti
1205,heben::V,аҩахара,kelti
1206,heben::V,аҩахара,pakelti
1207,heben::V,араҳара,kelti
1208,heben::V,араҳара,pakelti
1209,hochheben::V,ахагалара,pakelti
1210,hochheben::V,ашьҭҳəара,pakelti
1211,halten::V,акра,laikyti
1212,halten::V,акра,palaikyti
1213,drücken::V,ақəрӷəӷəара,spausti
1214,schieben::V,аҵгəара,stumti
1215,schieben::V,агəара,stumti
1216,kratzen::V,ацəҟьара,kasyti
1217,kratzen::V,ацəҟьара,grandyti
1218,lecken::V,арбзара,laižyti
1219,beißen::V,ацҳара,kandžioti
1220,abreißen::V,амжəара,nuplėšti
1221,abschneiden::V,ахҵəара,atpjauti
1222,abschneiden::V,ахҵəара,atkirpti
1223,abschneiden::V,аҿахҵəара,atpjauti
1224,abschneiden::V,аҿахҵəара,atkirpti
1225,binden::V,аҿаҳəара,rišti
1226,binden::V,аҿаҳəара,surišti
1227,stecken::V,алаҵара,kišti
1228,stecken::V,алаҵара,įkišti
1229,brechen::V,аҧҵəара,lūžti
1230,brechen::V,аҧҵəара,laužyti
1231,klopfen::V,асра,belsti
1232,klopfen::V,асра,barbenti
1233,hauen::V,ақəкшара,mušti
1234,kleben::V,аҷабра,lipdyti
1235,kleben::V,аҷабра,klijuoti
1236,reiben::V,арҟəыҷра,trinti
1237,reiben::V,арҟəыҷра,tarkuoti
1238,streichen::V,ахьшьра,tepti
1239,streichen::V,ахьшьра,užtepti
1240,schleifen::V,ахра,galą́sti
1241,schneiden::V,аҧҟара,pjauti
1242,schneiden::V,аҧҟара,kirpti
1243,rütteln::V,арҵысра,purtyti
1244,schütteln::V,аршəшəара,purtyti
1245,schwenken::V,аҟьара,mojuoti
1246,schütten::V,аҭаҭəара,pilti
1247,schütten::V,аҭаҭəара,berti
1248,füllen::V,арҭəра,pildyti
1249,füllen::V,арҭəра,pripildyti
1250,einwickeln::V,алаҳəара,įvynioti
1251,einwickeln::V,алаҳəара,suvynioti
1252,tragen::V,аҩагара,nešti
1253,tragen::V,аҩагара,nešioti
1254,schleppen::V,арҳəазара,vilkti
1255,ziehen::V,ахара,tempti
1256,aufbewahren::V,аҵəахра,laikyti
1257,werfen::V,аршəра,mesti
1258,werfen::V,аршəра,sviesti
1259,fangen::V,акра,sugauti
1260,packen::V,анкра,čiupti
1261,packen::V,анкра,griebti
1262,packen::V,аҵкаара,čiupti
1263,packen::V,аҵкаара,griebti
1264,verstecken::V,аҵəахра,slėpti
1265,verstecken::V,аҵəахра,slapstyti
1266,teilen::V,ашара,dalyti
1267,teilen::V,ашара,padalyti
1268,schicken::V,ашьҭра,sių̃sti
1269,schicken::V,ашьҭра,pasių̃sti
1270,bringen::V,аагара,atnešti
1271,hinzufügen::V,ацҵара,pridėti
1272,bekommen::V,аҧшаара,gauti
1273,bekommen::V,архиара,gauti
1274,bekommen::V,аура,gauti
1275,erhalten::V,аиура,gauti
1276,nehmen::V,агара,paimti
1277,wählen::V,алҧшаара,rinkti
1278,wählen::V,алҧшаара,išsirinkti
1279,auswählen::V,алхра,išrinkti
1280,behindern::V,аҧырхагахара,trukdyti
1281,verderben::V,алгара,sugadinti
1282,verderben::V,абжьыхра,sugadinti
1283,verderben::V,аҧхасҭатəра,sugadinti
1284,beschädigen::V,аҧхасҭатəра,žaloti
1285,beschädigen::V,аҧхасҭатəра,gadinti
1286,zerbrechen::V,аҧҽра,sukulti
1287,zerbrechen::V,аҧҽра,sudaužyti
1288,zerreißen::V,аҧжəара,perplėšti
1289,zerreißen::V,аҧжəара,suplėšyti
1290,zerstören::V,аилаҧыххаара,suardyti
1291,zerstören::V,аилаҧыххаара,sugriauti
1292,verbrennen::V,абылра,deginti
1293,verbrennen::V,абылра,sudeginti
1294,geben::V,аҭара,duoti
1295,geben::V,аҭара,paduoti
1296,reichen::V,аҭара,paduoti
1297,schenken::V,аҩгара,dovanoti
1298,versprechen::V,ақəргəыӷра,žadėti
1299,versprechen::V,ақəргəыӷра,pažadėti
1300,loben::V,арҽхəара,girti
1301,loben::V,арҽхəара,pagirti
1302,küssen::V,агəӡра,bučiuoti
1303,zudecken::V,аҵахҩара,užkloti
1304,zudecken::V,аҵахҩара,uždengti
1305,zudecken::V,ақəршəра,užkloti
1306,zudecken::V,ақəршəра,uždengti
1307,wecken::V,арҿыхара,žadinti
1308,zeigen::V,арбара,rodyti
1309,führen::V,аныҟəгара,vesti
1310,führen::V,аныҟəгара,vadovauti
1311,lehren::V,арҵара,mokyti
1312,lehren::V,арҵара,išmokyti
1313,unterrichten::V,арҧхьара,dėstyti
1314,aufziehen::V,ааӡара,išauginti
1315,leiten::V,ахагылазаара,valdyti
1316,leiten::V,ахагылазаара,vadovauti
1317,antreiben::V,арццакра,uiti
1318,antreiben::V,арццакра,raginti
1319,antreiben::V,арццакра,skubinti
1320,lassen::V,арҟаҵара,paliepti
1321,einladen::V,ааҕхьара,kviesti
1322,einladen::V,ааҕхьара,pakviesti
1323,einladen::V,анаҧхьара,kviesti
1324,einladen::V,анаҧхьара,pakviesti
1325,vereinigen::V,аилаҵара,sujungti
1326,vereinigen::V,аилаҵара,suvienyti
1327,besuchen::V,абара,lankyti
1328,besuchen::V,абара,aplankyti
1329,treffen::V,аҧылара,sutikti
1330,treffen::V,аҧылара,pasitikti
1331,sich versammeln::V,аизара,susirinkti
1332,spielen::V,ахəмарра,groti
1333,spielen::V,ахəмарра,žaisti
1334,singen::V,ашəаҳəара,dainuoti
1335,tanzen::V,акəашара,šokti
1336,sich trennen::V,аилыҵра,skirtis
1337,sich trennen::V,аилыҵра,išsiskirti
1338,verlassen::V,акажьра,palikti
1339,retten::V,Аиқəрхара,gelbėti
1340,bewachen::V,ахьчара,sergėti
1341,schützen::V,ацəыхьчара,ginti
1342,schützen::V,ацəыхьчара,apginti
1343,verteidigen::V,ахьчара,ginti
1344,verteidigen::V,ахьчара,apginti
1345,sich schlagen::V,аисра,muštis
1346,schießen::V,ахысра,šauti
1347,schießen::V,ахысра,šaudyti
1348,siegen::V,аиааира,nugalėti
1349,ärgern::V,аргəаара,pykinti
1350,schlagen::V,асра,mušti
1351,schlagen::V,асра,smogti
1352,schlagen::V,асра,trenkti
1353,schlagen::V,аҭасра,mušti
1354,schlagen::V,аҭасра,smogti
1355,schlagen::V,аҭасра,trenkti
1356,stechen::V,алакшара,gelti
1357,stechen::V,алакшара,smeigti
1358,stoßen::V,агəҭасра,stumti
1359,stoßen::V,агəҭасра,pastumti
1360,stehlen::V,аӡара,vogti
1361,stören::V,аҧырхагахара,trikdyti
1362,belästigen::V,аргəамҵра,apsunkinti
1363,verbergen::V,аӡара,slėpti
1364,verbergen::V,аӡара,paslėpti
1365,täuschen::V,ажьара,klaidinti
1366,betrügen::V,ажьара,apgauti
1367,töten::V,ашьра,žudyti
1368,töten::V,ашьра,nužudyti
1369,wohnen::V,анхара,gyventi
1370,arbeiten::V,аусура,dirbti
1371,arbeiten::V,аусура,triūsti
1372,sammeln::V,аҟəшəара,rinkti
1373,pflücken::V,аҿыршəара,skinti
1374,pflücken::V,аҿыршəара,raškyti
1375,pflücken::V,аҿыхра,skinti
1376,pflücken::V,аҿыхра,raškyti
1377,jagen::V,ашəарыцара,medžioti
