,Concept_ID,kn,lv
176,Eis::N,ಮಂಜುಗಡ್ಡೆ,йи
177,Eis::N,ಮಂಜುಗಡ್ಡೆ,ledus
178,Frost::N,ಮಂಜು,кӧдзыд
179,Frost::N,ಮಂಜು,sals
180,Kälte::N,ಹಿಮ,кӧдзыд
181,Kälte::N,ಹಿಮ,saltums
182,Kälte::N,ಹಿಮ,aukstums
183,Hitze::N,ಉಷ್ಣ,пӧсь
184,Hitze::N,ಉಷ್ಣ,гожӧд
185,Hitze::N,ಉಷ್ಣ,karstums
186,Raureif::N,ಇಬ್ಬನಿ,пуж
187,Raureif::N,ಇಬ್ಬನಿ,гыӧр
188,Raureif::N,ಇಬ್ಬನಿ,sarma
189,Regenbogen::N,ಇಂದ್ರಚಾಪ,ӧшкамӧшка
190,Regenbogen::N,ಇಂದ್ರಚಾಪ,varavīksne
191,Donner::N,ಗುಡುಗು,гым
192,Donner::N,ಗುಡುಗು,pērkons
193,Strömung::N,ಪ್ರವಾಹ,ва ныр
194,Strömung::N,ಪ್ರವಾಹ,визувтӧм
195,Strömung::N,ಪ್ರವಾಹ,straume
196,Strömung::N,ಪ್ರವಾಹ,strāvojums
197,Tropfen::N,ತೊಟ್ಟು,войт
198,Tropfen::N,ತೊಟ್ಟು,lāse
199,Schaum::N,ನೊರೆ,быг
200,Schaum::N,ನೊರೆ,быгзьӧм
201,Schaum::N,ನೊರೆ,putas
202,Schmutz::N,ಕಸ,няйт
203,Schmutz::N,ಕಸ,dubļi
204,See::N,ಸರೋವರ,ты
205,See::N,ಸರೋವರ,ezers
206,Sumpf::N,ಜೌಗುಸ್ಥಳ,гыбад
207,Sumpf::N,ಜೌಗುಸ್ಥಳ,кад
208,Sumpf::N,ಜೌಗುಸ್ಥಳ,dumbrājs
209,Sumpf::N,ಜೌಗುಸ್ಥಳ,staignājs
210,Moor::N,ಬಂಜರು ಭೂಮಿ,нюр
211,Moor::N,ಬಂಜರು ಭೂಮಿ,purvs
212,Moor::N,ಬಂಜರು ಭೂಮಿ,muklājs
213,Wiese::N,ಹುಲ್ಲುಗಾವಲು,видз
214,Wiese::N,ಹುಲ್ಲುಗಾವಲು,pļava
215,Wald::N,ಕಾಡು,вӧр
216,Wald::N,ಕಾಡು,mežs
217,Hügel::N,ಗುಡ್ಡೆ,дзиб
218,Hügel::N,ಗುಡ್ಡೆ,мыльк
219,Hügel::N,ಗುಡ್ಡೆ,нӧрыс
220,Hügel::N,ಗುಡ್ಡೆ,paugurs
221,Anhöhe::N,ದಿಬ್ಬ,мыльк
222,Anhöhe::N,ದಿಬ್ಬ,нӧрыс
223,Anhöhe::N,ದಿಬ್ಬ,paugurs
224,Berg::N,ಮಲೆ,чой
225,Berg::N,ಮಲೆ,керӧс
226,Berg::N,ಮಲೆ,kalns
227,Berg::N,ಪರ್ವತ,чой
228,Berg::N,ಪರ್ವತ,керӧс
229,Berg::N,ಪರ್ವತ,kalns
230,Gipfel::N,ಶೃಂಗ,чук
231,Gipfel::N,ಶೃಂಗ,virsotne
232,Höhle::N,ಗುಹೆ,рудӧг
233,Höhle::N,ಗುಹೆ,ala
234,Abhang::N,ಇಳಿಜಾರು,ньывк
235,Abhang::N,ಇಳಿಜಾರು,бокша
236,Abhang::N,ಇಳಿಜಾರು,nogāze
237,Quelle::N,ಮೂಲ,ӧшмӧс
238,Quelle::N,ಮೂಲ,avots
239,Bach::N,ತೊರೆ,шор
240,Bach::N,ತೊರೆ,urga
241,Bach::N,ತೊರೆ,strauts
242,Fluss::N,ನದಿ,ю
243,Fluss::N,ನದಿ,upe
244,Ufer::N,ತೀರ,вадор
245,Ufer::N,ತೀರ,krasts
246,Küste::N,ದಂಡೆ,вадор
247,Küste::N,ದಂಡೆ,piekraste
248,Festland::N,ಭೂಮಿ,му
249,Festland::N,ಭೂಮಿ,sauszeme
250,Meer::N,ಕಡಲು,саридз
251,Meer::N,ಕಡಲು,jūra
252,Bucht::N,ಖಾರಿ,куръя
253,Bucht::N,ಖಾರಿ,līcis
254,Insel::N,ದ್ವೀಪ,ді
255,Insel::N,ದ್ವೀಪ,sala
256,Blume::N,ಸುಮ,дзоридз
257,Blume::N,ಸುಮ,puķe
258,Blume::N,ಸುಮ,zieds
259,Gras::N,ಹುಲ್ಲು,турун
260,Gras::N,ಹುಲ್ಲು,zāle
261,Wurzel::N,ಬೇರು,вуж
262,Wurzel::N,ಬೇರು,sakne
263,Baum::N,ಮರ,пу
264,Baum::N,ಮರ,koks
265,Stamm::N,ಕಾಂಡ,пучер
266,Stamm::N,ಕಾಂಡ,stumbrs
267,Rinde::N,ತೂಗಟಿ,кырсь
268,Rinde::N,ತೂಗಟಿ,miza
269,Ast::N,ಶಾಖೆ,ув
270,Ast::N,ಶಾಖೆ,zars
271,Zweig::N,ರೆಂಬೆ,вож
272,Zweig::N,ರೆಂಬೆ,nozare
273,Blatt::N,ಎಲೆ,кор
274,Blatt::N,ಎಲೆ,lapa
275,Birke::N,ಬರ್ಚ್ ಮರ,кыдз
276,Birke::N,ಬರ್ಚ್ ಮರ,bērzs
277,Kiefer[Baum]::N,ದೇವದಾರು ಮರ,пожӧм
278,Kiefer[Baum]::N,ದೇವದಾರು ಮರ,priede
279,Weide[Baum]::N,ವಿಲೋಮರ,бадь
280,Weide[Baum]::N,ವಿಲೋಮರ,kārkls
281,Tanne::N,ಭದ್ರದಾರು,коз
282,Tanne::N,ಭದ್ರದಾರು,egle
283,Horn::N,ಕೊಂಬು,сюр
284,Horn::N,ಕೊಂಬು,rags
285,Feder::N,ಪುಕ್ಕ,гӧн
286,Feder::N,ಪುಕ್ಕ,тывборд
287,Feder::N,ಪುಕ್ಕ,spalva
288,Fell::N,ರೋಮ,ку
289,Fell::N,ರೋಮ,āda
290,Flügel::N,ರೆಕ್ಕೆ,борд
291,Flügel::N,ರೆಕ್ಕೆ,spārns
292,Klaue::N,ಪಂಜ,гыж
293,Klaue::N,ಪಂಜ,nags
294,Kralle::N,ಉಗುರು,гыж
295,Kralle::N,ಉಗುರು,nags
296,Schwanz::N,ಬಾಲ,бӧж
297,Schwanz::N,ಬಾಲ,ļipa
298,Ei::N,ಮೊಟ್ಟೆ,кольк
299,Ei::N,ಮೊಟ್ಟೆ,ola
300,Nest::N,ಗೂಡು,поз
301,Nest::N,ಗೂಡು,ligzda
302,Bau::N,ಅಡಗುದಾಣ,горс
303,Bau::N,ಅಡಗುದಾಣ,пырмӧс
304,Bau::N,ಅಡಗುದಾಣ,гу
305,Bau::N,ಅಡಗುದಾಣ,ala
306,Tier::N,ಪ್ರಾಣಿ,пемӧс
307,Tier::N,ಪ್ರಾಣಿ,dzīvnieks
308,Herde::N,ಗುಂಪು,стада
309,Herde::N,ಗುಂಪು,кельӧб
310,Herde::N,ಗುಂಪು,ganāmpulks
311,Kuh::N,ಹಸು,мӧс
312,Kuh::N,ಹಸು,govs
313,Bulle::N,ಗೂಳಿ,ӧш
314,Bulle::N,ಗೂಳಿ,bullis
315,Pferd::N,ಕುದುರೆ,вӧв
316,Pferd::N,ಕುದುರೆ,zirgs
317,Schaf::N,ಕುರಿ,ыж
318,Schaf::N,ಕುರಿ,aita
319,Schwein::N,ಹಂದಿ,порсь
320,Schwein::N,ಹಂದಿ,cūka
321,Hund::N,ನಾಯಿ,пон
322,Hund::N,ನಾಯಿ,suns
323,Katze::N,ಬೆಕ್ಕು,кань
324,Katze::N,ಬೆಕ್ಕು,kaķis
325,Bär::N,ಕರಡಿ,ош
326,Bär::N,ಕರಡಿ,lācis
327,Eichhörnchen::N,ಉಡುತೆ,ур
328,Eichhörnchen::N,ಉಡುತೆ,vāvere
329,Elch::N,ಕಡವೆ,йӧра
330,Elch::N,ಕಡವೆ,alnis
331,Fuchs::N,ನರಿ,руч
332,Fuchs::N,ನರಿ,lapsa
333,Hase::N,ಮೊಲ,кӧч
334,Hase::N,ಮೊಲ,zaķis
335,Maus::N,ಇಲಿ,шыр
336,Maus::N,ಇಲಿ,pele
337,Wolf::N,ತೋಳ,кӧин
338,Wolf::N,ತೋಳ,vilks
339,Vogel::N,ಪಕ್ಷಿ,кай
340,Vogel::N,ಪಕ್ಷಿ,лэбач
341,Vogel::N,ಪಕ್ಷಿ,putns
342,Schwarm::N,ಗುಂಪು,чукӧр
343,Schwarm::N,ಗುಂಪು,spiets
344,Huhn::N,ಚಿಕ್,курӧг
345,Huhn::N,ಚಿಕ್,vista
346,Hahn::N,ಹುಂಜ,петук
347,Hahn::N,ಹುಂಜ,gailis
348,Gans::N,ವರಟೆ,дзодзӧг
349,Gans::N,ವರಟೆ,zoss
350,Adler::N,ಗರುಡ,кутш
351,Adler::N,ಗರುಡ,ērglis
352,Ente::N,ಬಾತು,утка
353,Ente::N,ಬಾತು,pīle
354,Eule::N,ಗೂಬೆ,сюзь
355,Eule::N,ಗೂಬೆ,pūce
356,Kranich::N,ಕೊಕ್ಕರ,тури
357,Kranich::N,ಕೊಕ್ಕರ,dzērve
358,Krähe::N,ಕಾಗೆ,рака
359,Krähe::N,ಕಾಗೆ,vārna
360,Kuckuck::N,ಕೋಗಿಲೆ,кӧк
361,Kuckuck::N,ಕೋಗಿಲೆ,dzeguze
362,Schwan::N,ಹಂಸಪಕ್ಷಿ,юсь
363,Schwan::N,ಹಂಸಪಕ್ಷಿ,gulbis
364,Fisch::N,ಮೀನು,чери
365,Fisch::N,ಮೀನು,zivs
366,Barsch::N,ಪರ್ಚ್ ಮೀನು,ёкыш
367,Barsch::N,ಪರ್ಚ್ ಮೀನು,asaris
368,Hecht::N,ಪೈಕ್ ಮೀನು,сир
369,Hecht::N,ಪೈಕ್ ಮೀನು,līdaka
370,Schlange[Tier]::N,ಹಾವು,кый
371,Schlange[Tier]::N,ಹಾವು,čūska
372,Wurm::N,ಹುಳು,номыр
373,Wurm::N,ಹುಳು,tārps
374,Spinne::N,ಊರ್ಣನಾಭ,черань
375,Spinne::N,ಊರ್ಣನಾಭ,zirneklis
376,Ameise::N,ಇರುವೆ,кодзувкот
377,Ameise::N,ಇರುವೆ,skudra
378,Laus::N,ಹೇನು,той
379,Laus::N,ಹೇನು,uts
380,Mücke::N,ಸೊಳ್ಳೆ,ном
381,Mücke::N,ಸೊಳ್ಳೆ,ods
382,Fliege::N,ನೊಣ,гут
383,Fliege::N,ನೊಣ,muša
384,Schmetterling::N,ಪತಂಗ,бобув
385,Schmetterling::N,ಪತಂಗ,tauriņš
386,Beere::N,ನಯವಣ್ಣು,тусь
387,Beere::N,ನಯವಣ್ಣು,вотӧс
388,Beere::N,ನಯವಣ್ಣು,oga
389,Apfel::N,ಸೇಬು,яблӧг
390,Apfel::N,ಸೇಬು,ābols
391,Pilz::N,ಅಣಬೆ,тшак
392,Pilz::N,ಅಣಬೆ,sēne
393,Zwiebel::N,ನೀರುಳ್ಳಿ,луккок
394,Zwiebel::N,ನೀರುಳ್ಳಿ,йӧнгыль
395,Zwiebel::N,ನೀರುಳ್ಳಿ,sīpols
396,Saat::N,ಬಿತ್ತ,тусь
397,Saat::N,ಬಿತ್ತ,кӧйдыс
398,Saat::N,ಬಿತ್ತ,sēkla
399,Korn::N,ಬೀಜ,тусь
400,Korn::N,ಬೀಜ,grauds
401,Heu::N,ಕರಡ,турун
402,Heu::N,ಕರಡ,siens
403,Schale::N,ಹೊಟ್ಟು,кор
404,Schale::N,ಹೊಟ್ಟು,čaula
405,Schale::N,ಹೊಟ್ಟು,čaumala
406,Grube::N,ಗುಂಡಿ,гу
407,Grube::N,ಗುಂಡಿ,bedre
408,Falle::N,ಬೋನು,лэч
409,Falle::N,ಬೋನು,slazds
410,Falle::N,ಬೋನು,lamatas
411,Schlinge::N,ಉರುಲು,лэч
412,Schlinge::N,ಉರುಲು,cilpa
413,Spur::N,ಜಾಡು,туй
414,Spur::N,ಜಾಡು,pēda
415,Asche::N,ಬೂದಿ,пӧм
416,Asche::N,ಬೂದಿ,pelni
417,Dreck::N,ಹೊಲಸು,няйт
418,Dreck::N,ಹೊಲಸು,dubļi
419,Eisen::N,ಕಬ್ಬಿಣ,кӧрт
420,Eisen::N,ಕಬ್ಬಿಣ,dzelzs
421,Gold::N,ಚಿನ್ನ,зарни
422,Gold::N,ಚಿನ್ನ,zelts
423,Silber::N,ಬೆಳ್ಳಿ,эзысь
424,Silber::N,ಬೆಳ್ಳಿ,sudrabs
425,Kohle::N,ಕಲ್ಲಿದ್ದಲು,шом
426,Kohle::N,ಕಲ್ಲಿದ್ದಲು,ogle
427,Glas::N,ಗಾಜು,стеклӧ
428,Glas::N,ಗಾಜು,stikls
429,Lehm::N,ಜೇಡಿಮಣ್ಣು,сёй
430,Lehm::N,ಜೇಡಿಮಣ್ಣು,māls
431,Sand::N,ಮರಳು,лыа
432,Sand::N,ಮರಳು,smiltis
433,Mensch::N,ಪುರುಷ,морт
434,Mensch::N,ಪುರುಷ,cilvēks
435,Mann::N,ಆಳು,аймӧрт
436,Mann::N,ಆಳು,мужичӧй
437,Mann::N,ಆಳು,vīrietis
438,Frau::N,ಹೆಣ್ಣು,ань
439,Frau::N,ಹೆಣ್ಣು,нывбаба
440,Frau::N,ಹೆಣ್ಣು,sieviete
441,Kind::N,ಮಗು,кага
442,Kind::N,ಮಗು,bērns
443,Junge::N,ಹುಡುಗ,пи
444,Junge::N,ಹುಡುಗ,zēns
445,Junge::N,ಹುಡುಗ,puika
446,Junge::N,ಹುಡುಗ,puisis
447,Mädchen::N,ಹುಡುಗಿ,ныв
448,Mädchen::N,ಹುಡುಗಿ,meiča
449,Mädchen::N,ಹುಡುಗಿ,skuķis
450,Mädchen::N,ಹುಡುಗಿ,meitene
451,Familie::N,ಕುಟುಂಬ,семья
452,Familie::N,ಕುಟುಂಬ,ģimene
453,Großvater::N,ಅಜ್ಜ,пӧль
454,Großvater::N,ಅಜ್ಜ,vecaistēvs
455,Großmutter::N,ಅಮ್ಮ,баб
456,Großmutter::N,ಅಮ್ಮ,vecāmāte
457,Eltern::N,ಹೆತ್ತವರು,ай-мам
458,Eltern::N,ಹೆತ್ತವರು,бать-мам
459,Eltern::N,ಹೆತ್ತವರು,vecāki
460,Vater::N,ತಂದೆ,бать
461,Vater::N,ತಂದೆ,ай
462,Vater::N,ತಂದೆ,tēvs
463,Mutter::N,ಅಮ್ಮ,мам
464,Mutter::N,ಅಮ್ಮ,māte
465,Sohn::N,ಮಗ ,пи
466,Sohn::N,ಮಗ ,dēls
467,Tochter::N,ಮಗಳು,ныв
468,Tochter::N,ಮಗಳು,meita
469,Bruder::N,ತಮ್ಮ,вок
470,Bruder::N,ತಮ್ಮ,brālis
471,Schwester::N,ತಂಗಿ,чой
472,Schwester::N,ತಂಗಿ,māsa
473,Onkel::N,ಸೋದರಮಾವ,дядь
474,Onkel::N,ಸೋದರಮಾವ,tēvocis
475,Onkel::N,ದೊಡ್ಡಪ್ಪ,дядь
476,Onkel::N,ದೊಡ್ಡಪ್ಪ,tēvocis
477,Tante::N,ಚಿಕ್ಕಮ್ಮ,тьӧт
478,Tante::N,ಚಿಕ್ಕಮ್ಮ,tante
479,Ehemann::N,ಗಂಡ,верӧс
480,Ehemann::N,ಗಂಡ,vīrs
481,Ehefrau::N,ಹೆಂಡತಿ,гӧтыр
482,Ehefrau::N,ಹೆಂಡತಿ,sieva
483,Freude::N,ನಲಿವು,радлун
484,Freude::N,ನಲಿವು,prieks
485,Gelächter::N,ನಗೆ,серам
486,Gelächter::N,ನಗೆ,smiekli
487,Glück::N,ಆನಂದ,шуд
488,Glück::N,ಆನಂದ,laime
489,Kummer::N,ದುಃಖ,шог
490,Kummer::N,ದುಃಖ,bēdas
491,Kummer::N,ದುಃಖ,raizes
492,Wunsch::N,ಬಯಕೆ,кӧсйӧм
493,Wunsch::N,ಬಯಕೆ,vēlme
494,Wunsch::N,ಬಯಕೆ,vēlējums
495,Lust::N,ಇಷ್ಟ,кыскӧм
496,Lust::N,ಇಷ್ಟ,радейтӧм
497,Lust::N,ಇಷ್ಟ,kāre
498,Geist::N,ಆತ್ಮ,лов
499,Geist::N,ಆತ್ಮ,gars
500,Gedanke::N,ಯೋಚನೆ,мӧвп
501,Gedanke::N,ಯೋಚನೆ,doma
502,Gedächtnis::N,ಸ್ಮರಣೆ,паметь
503,Gedächtnis::N,ಸ್ಮರಣೆ,atmiņa
504,Verstand::N,ಮನಸ್ಸು,вежӧр
505,Verstand::N,ಮನಸ್ಸು,prāts
506,Sinn::N,ಅರ್ಥ,мог
507,Sinn::N,ಅರ್ಥ,вежӧртас
508,Sinn::N,ಅರ್ಥ,nozīme
509,Grund::N,ಕಾರಣ,помка
510,Grund::N,ಕಾರಣ,pamats
511,Grund::N,ಕಾರಣ,iemesls
512,Wahrheit::N,ಸತ್ಯ,збыль
513,Wahrheit::N,ಸತ್ಯ,збыльтор
514,Wahrheit::N,ಸತ್ಯ,taisnība
515,Wahrheit::N,ಸತ್ಯ,patiesība
516,Gespräch::N,ಸಂಭಾಷಣೆ,сёрни
517,Gespräch::N,ಸಂಭಾಷಣೆ,saruna
518,Märchen::N,ಸುಳ್ಳು ಕಥೆ,мойд
519,Märchen::N,ಸುಳ್ಳು ಕಥೆ,pasaka
520,Erzählung::N,ಕಥೆ,висьт
521,Erzählung::N,ಕಥೆ,stāsts
522,Erzählung::N,ಕಥೆ,nostāsts
523,Nachricht::N,ಸಂದೇಶ,юӧртӧм
524,Nachricht::N,ಸಂದೇಶ,ziņa
525,Neuigkeit::N,ಸುದ್ದಿ,выльтор
526,Neuigkeit::N,ಸುದ್ದಿ,jaunums
527,Name::N,ಹೆಸರು,ним
528,Name::N,ಹೆಸರು,vārds
529,Rätsel::N,ಒಗಟು,нӧдкыв
530,Rätsel::N,ಒಗಟು,mīkla
531,Rede::N,ಮಾತು,сёрни
532,Rede::N,ಮಾತು,runa
533,Sprache::N,ಭಾಷೆ,кыв
534,Sprache::N,ಭಾಷೆ,valoda
535,Stimme::N,ಧ್ವನಿ,гӧлӧс
536,Stimme::N,ಧ್ವನಿ,вом шы
537,Stimme::N,ಧ್ವನಿ,balss
538,Wort::N,ಮಾತು,кыв
539,Wort::N,ಮಾತು,vārds
540,Zeichen::N,ಗುರುತು,пас
541,Zeichen::N,ಗುರುತು,zīme
542,Ruf::N,ಕೂಗು,чукӧстчӧм
543,Ruf::N,ಕೂಗು,корӧм
544,Ruf::N,ಕೂಗು,sauciens
545,Lärm::N,ಸದ್ದು,шы
546,Lärm::N,ಸದ್ದು,зык
547,Lärm::N,ಸದ್ದು,зычитӧм
548,Lärm::N,ಸದ್ದು,troksnis
549,Laut::N,ಶಬ್ದ,шы
550,Laut::N,ಶಬ್ದ,skaņa
551,Ton::N,ನಾದ,шы
552,Ton::N,ನಾದ,tonis
553,Lied::N,ಗಾನ,сьылан
554,Lied::N,ಗಾನ,сьыланкыв
555,Lied::N,ಗಾನ,dziesma
556,Ruhe::N,ಶಾಂತಿ,чӧв
557,Ruhe::N,ಶಾಂತಿ,miers
558,Leute::N,ಮಂದಿ,йӧз
559,Leute::N,ಮಂದಿ,войтыр
560,Leute::N,ಮಂದಿ,ļaudis
561,Leute::N,ಮಂದಿ,cilvēki
562,Volk::N,ಜನಾಂಗ,йӧз
563,Volk::N,ಜನಾಂಗ,войтыр
564,Volk::N,ಜನಾಂಗ,tauta
565,Arbeit::N,ಕೆಲಸ,удж
566,Arbeit::N,ಕೆಲಸ,darbs
567,Gast::N,ಅತಿಥಿ,гӧсть
