,Concept_ID,cs,pt
850,zurück::ADV,nazpět,atrás
851,unten::ADV,dole,debaixo
852,unten::ADV,dole,em baixo
853,hinab::ADV,dolů,para baixo
854,oben::ADV,nahoře,em cima
855,oben::ADV,navrchu,em cima
856,hinauf::ADV,nahoru,para cima
857,überall::ADV,všude,em toda parte
858,nicht::ADV,ne,não
859,ein wenig::ADV,trochu,um pouco
860,ein wenig::ADV,trochu,um bocado
861,kaum::ADV,sotva,apenas
862,sehr::ADV,velmi,muito
863,sehr::ADV,velice,muito
864,so::ADV,tak,tão
865,so::ADV,tak,assim
866,so::ADV,takto,tão
867,so::ADV,takto,assim
868,noch::ADV,ještě,ainda
869,nur::ADV,jen,só
870,nur::ADV,jen,apenas
871,nur::ADV,jen,somente
872,nur::ADV,jenom,só
873,nur::ADV,jenom,apenas
874,nur::ADV,jenom,somente
875,schon::ADV,už,já
876,schon::ADV,již,já
877,wieder::ADV,zase,outra vez
878,vergebens::ADV,marně,em vão
879,vor::PRP,před,diante de
880,hinter::PRP,za,atrás de
881,unter::PRP,pod,sob
882,unter::PRP,pod,debaixo de
883,durch::PRP,skrz,por
884,durch::PRP,skrz,através de
885,neben::PRP,vedle,junto de
886,neben::PRP,vedle,ao lado de
887,zwischen::PRP,mezi,entre
888,wegen::PRP,pro,por
889,wegen::PRP,pro,por causa de
890,dies::PRN,toto,isto
891,dies::PRN,tohle,isto
892,das::PRN,to,isso
893,das::PRN,to,aquilo
894,alles::PRN,všechno,todo
895,ich::PRN,já,eu
896,du::PRN,ty,tu
897,er::PRN,on,ele
898,wir::PRN,my,nós
899,ihr::PRN,vy,vós
900,ihr::PRN,vy,vocês
901,sie::PRN,oni,eles
902,was::FPRN,co,quê
903,wer::FPRN,kdo,quem
904,wo::FADV,kde,onde
905,wohin::FADV,kam,aonde
906,wohin::FADV,kam,para onde
907,wie::FADV,jak,como
908,warum::FADV,proč,porquê
909,warum::FADV,proč,por que
910,wieviel::FNUM,kolik,quanto
911,eins::NUM,jeden,um
912,zwei::NUM,dva,dois
913,drei::NUM,tři,três
914,vier::NUM,čtyři,quatro
915,fünf::NUM,pět,cinco
916,sechs::NUM,šest,seis
917,sieben::NUM,sedm,sete
918,acht::NUM,osm,oito
919,neun::NUM,devět,nove
920,zehn::NUM,deset,dez
921,elf::NUM,jedenáct,onze
922,zwölf::NUM,dvanáct,doze
923,zwanzig::NUM,dvacet,vinte
924,dreißig::NUM,třicet,trinta
925,vierzig::NUM,čtyřicet,quarenta
926,fünfzig::NUM,padesát,cinquenta
927,sechzig::NUM,šedesát,sessenta
928,siebzig::NUM,sedmdesát,setenta
929,achtzig::NUM,osmdesát,oitenta
930,neunzig::NUM,devadesát,noventa
931,hundert::NUM,sto,cem
932,hundert::NUM,sto,cento
933,tausend::NUM,tisíc,mil
934,und::CNJ,a,e
935,oder::CNJ,nebo,ou
936,stehen::V,stát,estar em pé
937,sitzen::V,sedět,estar sentado
938,liegen::V,ležet,jazer
939,liegen::V,ležet,estar deitado
940,hängen::V,viset,pender
941,hängen::V,viset,estar pendurado
942,werden::V,stát se,tornar-se
943,passieren::V,stát se,acontecer
944,beginnen::V,počít,começar
945,enden::V,končit,acabar
946,enden::V,končit,terminar
947,enden::V,skončit,acabar
948,enden::V,skončit,terminar
949,wechseln::V,měnit se,variar
950,wechseln::V,měnit se,alternar
951,aufgehen[Sonne]::V,vyjít,nascer
952,untergehen[Sonne]::V,zapadnout,pôr-se
953,scheinen[Sonne]::V,svítit,brilhar
954,donnern::V,hřmět,trovejar
955,wehen::V,vát,soprar
956,wehen::V,vanout,soprar
957,strömen::V,proudit,correr
958,fließen::V,téct,fluir
959,sich drehen::V,točit se,girar
960,schwanken::V,kolísat,oscilar
961,schwanken::V,houpat se,oscilar
962,schwingen::V,kývat se,vibrar
963,fallen::V,padat,cair
964,brennen::V,hořet,arder
965,rauchen::V,kouřit,fumegar
966,regnen::V,pršet,chover
967,gefrieren::V,zamrznout,gelar
968,gefrieren::V,zamrznout,congelar
969,tauen::V,tát,derreter
970,tauen::V,tát,descongelar
971,schmelzen::V,tavit,fundir-se
972,trocknen::V,schnout,secar
973,sieden::V,vřít,ferver
974,faulen::V,hnít,estragar-se
975,verfaulen::V,shnít,apodrecer
976,reißen::V,roztrhat se,romper-se
977,versinken::V,topit se,afundar-se
978,versinken::V,ponořit se,afundar-se
979,vergehen::V,plynout,passar
980,erscheinen::V,objevit se,aparecer
981,verschwinden::V,zmizet,desaparecer
982,sinken::V,klesat,descer
983,abnehmen::V,ubýt,diminuir
984,abnehmen::V,ubýt,decrescer
985,zunehmen::V,přibýt,crescer
986,zunehmen::V,přibýt,aumentar
987,steigen::V,stoupat,subir
988,wachsen::V,růst,crescer
989,glänzen::V,lesknout se,brilhar
990,funkeln::V,jiskřit se,cintilar
991,lärmen::V,dělat hluk,fazer barulho
992,läuten::V,zvonit,chocalhar
993,klingeln::V,zvonit,tocar
994,klirren::V,řinčet,tinir
995,brausen::V,hučet,bramar
996,rauschen::V,šumět,murmurar
997,rauschen::V,šumět,rumorejar
998,klingen::V,znít,soar
999,bellen::V,štěkat,ladrar
1000,heulen::V,výt,uivar
1001,blasen::V,foukat,soprar
1002,pfeifen::V,pískat,assobiar
1003,schreien::V,křičet,gritar
1004,stöhnen::V,sténat,gemer
1005,zittern::V,třást se,tremer
1006,leben::V,žít,viver
1007,geboren werden::V,rodit se,nascer
1008,atmen::V,dýchat,respirar
1009,trinken::V,pít,beber
1010,essen::V,jíst,comer
1011,schlucken::V,polykat,engolir
1012,müde werden::V,unavit se,cansar-se
1013,einschlafen::V,usnout,adormecer
1014,schlafen::V,spát,dormir
1015,aufwachen::V,probudit se,acordar
1016,aufstehen::V,vstát,levantar-se
1017,sich erholen::V,zotavovat se,descansar
1018,krank werden::V,onemocnět,adoecer
1019,krank werden::V,onemocnět,ficar doente
1020,krank sein::V,být nemocný,estar doente
1021,schmerzen::V,bolet,doer
1022,husten::V,kašlat,tossir
1023,genesen::V,uzdravit se,convalescer
1024,sterben::V,umřít,morrer
1025,umkommen::V,zahynout,perecer
1026,sich bewegen::V,pohnout se,mover-se
1027,sich rühren::V,hnout se,mexer-se
1028,sich erheben::V,zdvihnout se,levantar-se
1029,sich setzen::V,posadit se,sentar-se
1030,hinfallen::V,upadnout,cair
1031,laufen::V,běžet,andar
1032,laufen::V,běžet,caminhar
1033,schreiten::V,kráčet,andar
1034,schreiten::V,kráčet,caminhar
1035,spazierengehen::V,procházet se,passear
1036,eilen::V,spěchat,apressar-se
1037,sich beeilen::V,pospíšit si,apressar-se
1038,sich beeilen::V,pospíšit si,despachar-se
1039,sausen::V,fičet,correr
1040,rennen::V,pádit,correr
1041,springen::V,skákat,saltar
1042,klettern::V,lézt,trepar
1043,klettern::V,šplhat,trepar
1044,schaukeln::V,houpat,baloiçar
1045,kriechen::V,lézt,rastejar
1046,kriechen::V,lézt,arrastar-se
1047,kriechen::V,plazit se,rastejar
1048,kriechen::V,plazit se,arrastar-se
1049,schwimmen::V,plavat,nadar
1050,tauchen::V,nořit se,mergulhar
1051,rudern::V,veslovat,remar
1052,fahren::V,jet,ir
1053,fahren::V,jezdit,ir
1054,fliegen::V,létat,voar
1055,gehen::V,jít,ir
1056,gehen::V,jít,andar
1057,weggehen::V,odejít,partir
1058,weggehen::V,odejít,ir-se embora
1059,abfahren::V,odjet,sair
1060,abfahren::V,odjet,partir
1061,anhalten::V,zastavit se,parar
1062,hineingehen::V,vcházet se,entrar
1063,eintreten::V,vstoupit,entrar
1064,kommen::V,přijít,vir
1065,ankommen::V,dojít,chegar
1066,zurückkommen::V,vrátit se,voltar
1067,zurückkommen::V,vrátit se,regressar
1068,bleiben::V,zůstat,ficar
1069,bleiben::V,zůstat,permanecer
1070,warten::V,čekat,esperar
1071,erwarten::V,čekat na,esperar
1072,erwarten::V,čekat na,aguardar
1073,suchen::V,hledat,buscar
1074,suchen::V,hledat,procurar
1075,finden::V,najít,achar
1076,finden::V,najít,encontrar
1077,versuchen::V,zkoušet,tentar
1078,vorbereiten::V,připravit,preparar
1079,lieben::V,milovat,amar
1080,lieben::V,milovat,querer
1081,mögen::V,mít rád,gostar de
1082,lachen::V,smát se,rir
1083,lachen::V,smát se,rir-se
1084,rühren::V,dojmout,comover
1085,weinen::V,plakat,chorar
1086,schimpfen::V,nadávat,ralhar
1087,sich ärgern::V,pohoršit se,zangar-se
1088,sich fürchten::V,bát se,ter medo de
1089,sich fürchten::V,bát se,ter receio de
1090,fürchten::V,bát se,temer
1091,fürchten::V,bát se,recear
1092,fliehen::V,utéct,fugir
1093,flüchten::V,prchnout,refugiar-se
1094,sehen::V,vidět,ver
1095,anschauen::V,podívat se na,olhar
1096,ansehen::V,sledovat,mirar
1097,hören::V,slyšet,ouvir
1098,zuhören::V,poslouchat,escutar
1099,probieren::V,ochutnávat,provar
1100,probieren::V,ochutnávat,saborear
1101,riechen::V,cítit,cheirar
1102,fühlen::V,cítit,sentir
1103,scheinen::V,zdát se,parecer
1104,zu sehen sein::V,moci být viděn,estar à vista
1105,vernehmen::V,uslyšet,ouvir
1106,frieren::V,mrznout,ter frio
1107,tun::V,dělat,fazer
1108,können::V,moct,saber
1109,wollen::V,chtít,querer
1110,anfangen::V,začít,iniciar
1111,beenden::V,ukončit,acabar
1112,beenden::V,ukončit,terminar
1113,aufhören::V,přestat,cessar
1114,aufhören::V,přestat,desistir
1115,gelingen::V,podařit se,sair bem
1116,gelingen::V,podařit se,dar bom resultado
1117,geraten::V,dařit se,sair
1118,geraten::V,dařit se,dar resultado
1119,öffnen::V,otevřít,abrir
1120,schließen::V,zavřít,fechar
1121,stellen::V,postavit,pôr
1122,stellen::V,postavit,colocar
1123,setzen::V,posadit,pôr
1124,setzen::V,posadit,meter
1125,legen::V,klást,pôr
1126,legen::V,klást,meter
1127,legen::V,položit,pôr
1128,legen::V,položit,meter
1129,berühren::V,dotýkat se,tocar
1130,verbinden::V,spojit,unir
1131,verbinden::V,spojit,ligar
1132,bedecken::V,pokrýt,cobrir
1133,aufhängen::V,oběsit,pendurar
1134,aufhängen::V,pověsit,pendurar
1135,anzünden::V,zapálit,acender
1136,anzünden::V,podpálit,acender
1137,aufheben::V,zvednout,apanhar
1138,aufheben::V,zvednout,levantar
1139,aufheben::V,zdvihnout,apanhar
1140,aufheben::V,zdvihnout,levantar
1141,zurücklassen::V,zanechat,deixar
1142,verlieren::V,ztratit,perder
1143,fallen lassen::V,upustit,deixar cair
1144,machen::V,udělat,fazer
1145,herstellen::V,vyrobit,produzir
1146,bauen::V,stavět,edificar
1147,bauen::V,stavět,construir
1148,bauen::V,budovat,edificar
1149,bauen::V,budovat,construir
1150,reparieren::V,opravit,reparar
1151,reparieren::V,opravit,consertar
1152,verbessern::V,zlepšit,melhorar
1153,ändern::V,změnit,mudar
1154,ändern::V,změnit,alterar
1155,graben::V,rýt,cavar
1156,graben::V,kopat,cavar
1157,beugen::V,ohnout,curvar
1158,biegen::V,ohnout,vergar
1159,drehen::V,točit,girar
1160,wenden::V,obrátit,virar
1161,wenden::V,obrátit,voltar
1162,umdrehen::V,obrátit,virar
1163,umdrehen::V,obrátit,revolver
1164,heben::V,zdvihnout,levantar
1165,hochheben::V,zvednout,erguer
1166,hochheben::V,zvednout,levantar
1167,ergreifen::V,chopit se,apanhar
1168,halten::V,držet,segurar
1169,drücken::V,stisknout,apertar
1170,schieben::V,posouvat,empurrar
1171,kratzen::V,škrábat,raspar
1172,lecken::V,lízat,lamber
1173,beißen::V,kousat,morder
1174,abreißen::V,utrhat,arrancar
1175,abreißen::V,odtrhat,arrancar
1176,abschneiden::V,uřezat,talhar
1177,abschneiden::V,ukrojit,talhar
1178,binden::V,přivázat,ligar
1179,stecken::V,strčit,meter
1180,stecken::V,strčit,enfiar
1181,brechen::V,lomit,romper
1182,brechen::V,lomit,quebrar
1183,klopfen::V,ťukat,bater
1184,klopfen::V,klepat,bater
1185,hauen::V,bít,bater
1186,kleben::V,lepit,colar
1187,reiben::V,třít,esfregar
1188,streichen::V,mazat,barrar
1189,schleifen::V,brousit,afiar
1190,schneiden::V,řezat,cortar
1191,schneiden::V,střihat,cortar
1192,rütteln::V,třást,sacudir
1193,rütteln::V,otřást,sacudir
1194,schütteln::V,třást,abanar
1195,schütteln::V,třást,sacudir
1196,schütteln::V,zatřást,abanar
1197,schütteln::V,zatřást,sacudir
1198,schwenken::V,mávat,agitar
1199,schütten::V,nasypat,deitar
1200,füllen::V,naplnit,encher
1201,einwickeln::V,zavinout,envolver
1202,einwickeln::V,zavinout,embrulhar
1203,tragen::V,nést,levar
1204,tragen::V,nést,trazer
1205,schleppen::V,vléct,arrastar
1206,ziehen::V,tahat,puxar
1207,ziehen::V,táhnout,puxar
1208,aufbewahren::V,schovat,guardar
1209,aufbewahren::V,schovat,conservar
1210,werfen::V,házet,lançar
1211,fangen::V,chytat,apanhar
1212,packen::V,uchvátit,agarrar
1213,verstecken::V,schovat,esconder
1214,teilen::V,rozdělit,partir
1215,teilen::V,rozdělit,dividir
1216,schicken::V,posílat,enviar
1217,bringen::V,přinést,trazer
1218,hinzufügen::V,připojit,acrescentar
1219,bekommen::V,dostat,obter
1220,erhalten::V,uchovat,receber
1221,nehmen::V,vzít,tomar
1222,wählen::V,zvolit,eleger
1223,wählen::V,zvolit,escolher
1224,auswählen::V,vybrat,escolher
1225,auswählen::V,vybrat,seleccionar
1226,bewahren::V,uchránit,guardar
1227,bewahren::V,uchránit,conservar
1228,behindern::V,překážet,impedir
1229,verderben::V,zkazit,estragar
1230,verderben::V,zkazit,corromper
1231,beschädigen::V,porušit,danificar
1232,beschädigen::V,poškodit,danificar
1233,zerbrechen::V,rozlámat,romper
1234,zerbrechen::V,rozlámat,quebrar
1235,zerreißen::V,roztrhnout,rasgar
1236,zerstören::V,zničit,destruir
1237,verbrennen::V,spálit,queimar
1238,geben::V,dát,dar
1239,reichen::V,podat,passar
1240,schenken::V,darovat,oferecer
1241,versprechen::V,slíbit,prometer
1242,wünschen::V,přát,desejar
1243,loben::V,chválit,louvar
1244,küssen::V,líbat,beijar
1245,wiegen::V,chovat,embalar
1246,wiegen::V,kolébat,embalar
1247,zudecken::V,přikrýt,tapar
1248,zudecken::V,přikrýt,cobrir
1249,zudecken::V,přiklopit,tapar
1250,zudecken::V,přiklopit,cobrir
1251,wecken::V,vzbudit,acordar
1252,wecken::V,vzbudit,despertar
1253,zeigen::V,ukázat,mostrar
1254,führen::V,vést,guiar
1255,führen::V,vést,conduzir
1256,lehren::V,učit,ensinar
1257,unterrichten::V,vyučovat,instruir
1258,aufziehen::V,vychovat,criar
1259,leiten::V,vodit,dirigir
1260,leiten::V,vodit,conduzir
1261,antreiben::V,nutit,impelir
1262,lassen::V,dát,fazer
1263,einladen::V,pozvat,convidar
1264,vereinigen::V,spojit,unir
1265,vereinigen::V,spojit,reunir
1266,besuchen::V,návštívit,ir ver
1267,besuchen::V,návštívit,visitar
1268,treffen::V,potkat,encontrar
1269,sich versammeln::V,shromáždit se,reunir-se
1270,spielen::V,hrát,jogar
1271,spielen::V,hrát,brincar
1272,singen::V,zpívat,cantar
1273,tanzen::V,tančit,bailar
1274,sich trennen::V,rozejít se,apartar-se
1275,verlassen::V,opustit,deixar
1276,verlassen::V,opustit,abandonar
1277,retten::V,zachránit,salvar
1278,bewachen::V,hlídat,vigiar
1279,bewachen::V,hlídat,guardar
1280,schützen::V,chránit,proteger
1281,verteidigen::V,obhájit,defender
1282,sich schlagen::V,bít se,brigar
1283,sich schlagen::V,bít se,bater-se
1284,schießen::V,střílet,disparar
1285,siegen::V,zvítězit,vencer
1286,ärgern::V,zlobit,irritar
1287,ärgern::V,zlobit,aborrecer
1288,ärgern::V,pohoršit,irritar
1289,ärgern::V,pohoršit,aborrecer
1290,schlagen::V,udeřit,bater
1291,schlagen::V,praštit,bater
1292,treten::V,kopnout,pisar
1293,stechen::V,bodnout,picar
1294,stechen::V,píchnout,picar
1295,stoßen::V,strčit,empurrar
1296,stehlen::V,ukrást,furtar
1297,stören::V,vyrušit,perturbar
1298,belästigen::V,obtěžovat,incomodar
1299,belästigen::V,obtěžovat,importunar
1300,verbergen::V,skrýt,ocultar
1301,verbergen::V,skrýt,esconder
1302,täuschen::V,klamat,iludir
1303,täuschen::V,klamat,enganar
1304,betrügen::V,podvést,burlar
1305,betrügen::V,podvést,enganar
1306,töten::V,zabít,matar
1307,wohnen::V,bydlit,morar
1308,arbeiten::V,pracovat,trabalhar
1309,sammeln::V,sebrat,recolher
1310,sammeln::V,sebrat,coleccionar
1311,pflücken::V,česat,colher
1312,jagen::V,uhonit,caçar
1313,fischen::V,chytat ryby,pescar
1314,fassen::V,ulovit,apanhar
1315,hüten::V,pást,guardar
1316,treiben::V,hnát,conduzir
1317,anbinden::V,přivázat,atar
1318,füttern::V,krmit,dar de comer a
1319,melken::V,dojit,ordenhar
1320,hacken::V,seknout,rachar
1321,gießen::V,zalít,regar
1322,reifen::V,uzrát,amadurecer
1323,zubereiten::V,připravit,preparar
1324,kochen::V,vařit,cozer
1325,backen::V,péct,cozer
1326,braten::V,smažit,assar
1327,braten::V,smažit,fritar
1328,umrühren::V,zamíchat,remexer
1329,stricken::V,plést,tricotar
1330,stricken::V,plést,fazer malha
1331,nähen::V,šít,coser
1332,nähen::V,šít,costurar
1333,färben::V,nabarvit,tingir
1334,färben::V,nabarvit,colorir
1335,reinigen::V,očistit,limpar
1336,reinigen::V,očistit,purificar
1337,waschen::V,mýt,lavar
1338,abwischen::V,utřít,limpar
1339,abwischen::V,utřít,esfregar
1340,spülen::V,spláchnout,lavar
1341,spülen::V,spláchnout,enxaguar
1342,fegen::V,zamést,varrer
1343,kehren::V,mést,varrer
1344,baden::V,koupat se,banhar
1345,baden::V,koupat se,tomar banho
1346,sich waschen::V,mýt se,lavar-se
1347,ausziehen::V,svléct,despir
1348,anziehen::V,obléct,vestir
1349,sich anziehen::V,oblékat se,vestir-se
1350,kämmen::V,učesat,pentear
1351,schmücken::V,ozdobit,adornar
1352,sagen::V,říct,dizer
1353,sprechen::V,mluvit,falar
1354,reden::V,hovořit,falar
1355,sich unterhalten::V,povídat se,conversar
1356,fragen::V,zeptat se,perguntar
1357,bitten::V,prosit,pedir
1358,erzählen::V,povídat,contar
1359,mitteilen::V,sdělit,comunicar
1360,mitteilen::V,sdělit,participar
1361,mitteilen::V,oznámit,comunicar
1362,mitteilen::V,oznámit,participar
1363,nennen::V,nazvat,nomear
1364,nennen::V,nazvat,apelidar
1365,rufen::V,volat,chamar
1366,rufen::V,zavolat,chamar
1367,prahlen::V,chlubit se,gabar-se
1368,prahlen::V,chlubit se,vangloriar-se
1369,übersetzen::V,přeložit,traduzir
1370,denken::V,myslit,pensar
1371,glauben::V,věřit,crer
1372,bemerken::V,zpozorovat,notar
1373,bemerken::V,zpozorovat,observar
1374,erkennen::V,poznat,reconhecer
1375,begreifen::V,pochopit,apreender
1376,begreifen::V,pochopit,compreender
1377,verstehen::V,porozumět,entender
1378,verstehen::V,porozumět,compreender
1379,lernen::V,učit se,aprender
1380,wissen::V,vědět,saber
1381,sich erinnern an::V,vzpomínat si na,lembrar-se de
1382,sich erinnern an::V,vzpomínat si na,recordar-se de
1383,vergessen::V,zapomínat,esquecer
1384,messen::V,měřit,medir
1385,zählen::V,spočítat,contar
1386,rechnen::V,počítat,calcular
1387,lesen::V,číst,ler
1388,malen::V,malovat,pintar
1389,zeichnen::V,rýsovat,desenhar
1390,schreiben::V,psát,escrever
1391,besitzen::V,mít,possuir
1392,besitzen::V,vlastnit,possuir
1393,kaufen::V,koupit,comprar
1394,verkaufen::V,prodat,vender
1395,bezahlen::V,zaplatit,pagar
1396,zahlen::V,platit,pagar
1397,beherrschen::V,ovládat,imperar
1398,ertragen::V,snést,suportar
