,Concept_ID,ps,myv
288,Grund::N,اساس,тувтал
289,Wahrheit::N,حقیقت,видечи
290,Gespräch::N,مرکه,кортнема
291,Gespräch::N,خبرې اترې,кортнема
292,Märchen::N,افسانه,ёвкс
293,Erzählung::N,قصه,ёвтнема
294,Erzählung::N,کیسه,ёвтнема
295,Nachricht::N,خبر,куля
296,Neuigkeit::N,نوی خبر,куля
297,Name::N,نوم,лем
298,Rätsel::N,کیسۍ,содамоёвкс
299,Rätsel::N,چیستان,содамоёвкс
300,Rede::N,وینا,кортамо
301,Sprache::N,ژبه,кель
302,Stimme::N,غږ,ваигель
303,Stimme::N,اواز,ваигель
304,Wort::N,لغت,вал
305,Wort::N,کلمه,вал
306,Zeichen::N,نښه,теште
307,Zeichen::N,اشاره,теште
308,Ruf::N,ږغ,тердема
309,Ruf::N,بلنه,тердема
310,Lärm::N,غالمغال,шалнома
311,Laut::N,ږغ,вайгель
312,Ton::N,اواز,гайнема
313,Lied::N,غزله,моро
314,Lied::N,سندره,моро
315,Ruhe::N,ارامي,оймамо
316,Leute::N,خلک,ломанть
317,Volk::N,ولس,народ
318,Arbeit::N,کار,тев
319,Gast::N,مېلمه,инже
320,Geschenk::N,تحفه,казне
321,Geschenk::N,سوغات,казне
322,Spiel::N,لوبه,налксема
323,Gesellschaft::N,ډله,община
324,Hilfe::N,کومک,лездамо
325,Hilfe::N,مرسته,лездамо
326,Freund::N,ملګری,оя
327,Freund::N,ملګری,ялга
328,Kamerad::N,انډيوال,оя
329,Kamerad::N,انډيوال,ялга
330,Angelegenheit::N,موضوع,тев
331,Anzahl::N,شمېر,ламоксчи
332,Anzahl::N,تعداد,ламоксчи
333,Art::N,ډول,вид
334,Stück::N,ټوټه,пакш
335,Stück::N,ټوټه,пелькс
336,Teil::N,برخه,часть
337,Teil::N,برخه,пелькс
338,Hälfte::N,نیم,пель
339,Hälfte::N,نیم,пелькс
340,Kreis::N,دایره,кирькс
341,Kreuz::N,صلیب,крёст
342,Linie::N,خط,кикс
343,Linie::N,لیکه,кикс
344,Strich::N,کرښه,межа
345,Abstand::N,فاصله,ютко
346,Entfernung::N,واټن,ютко
347,Gegend::N,سیمه,тарка
348,Gegend::N,سیمه,пертьпелькс
349,Gegend::N,منطقه,тарка
350,Gegend::N,منطقه,пертьпелькс
351,Platz::N,ځای,васолкс
352,Ort::N,ځای,тарка
353,Seite::N,مخ,ён
354,Seite::N,مخ,чире
355,Seite::N,اړخ,ён
356,Seite::N,اړخ,чире
357,Mitte::N,وسط,куншка
358,Mitte::N,مینځ,куншка
359,Gegenstand::N,شی,предмет
360,Sache::N,شی,тев
361,Sache::N,شی,веща
362,Sache::N,څيز,тев
363,Sache::N,څيز,веща
364,Rand::N,څنډه,пе
365,Rand::N,څنډه,чире
366,Rand::N,کناره,пе
367,Rand::N,کناره,чире
368,Kante::N,اړخ,ирдез
369,Ecke::N,ګوټ,ужо
370,Spitze::N,څوکه,пряне
371,Spitze::N,څوکه,пе
372,Ende::N,څوکه,пе
373,Loch::N,سوری,варя
374,Winkel::N,کنج,ужо
375,Winkel::N,کوتی,ужо
376,Muster::N,نمونه,сёрма
377,Größe::N,قد,сэрь
378,Größe::N,قد,покшолма
379,Größe::N,لويوالی,сэрь
380,Größe::N,لويوالی,покшолма
381,Länge::N,طول,кувалмо
382,Länge::N,اوږد والی,кувалмо
383,Höhe::N,جګوالی,сэрь
384,Höhe::N,جګوالی,пандо
385,Gewicht::N,وزن,сталмо
386,Menge::N,اندازه,лововкс
387,Haufen::N,کوټه,мар
388,Haufen::N,کوټه,валявкс
389,Reihe::N,صف,ряд
390,Reihe::N,کتار,ряд
391,Boot::N,قايق,венч
392,Ruder::N,چپه,милё
393,Schlitten::N,ښویېدونی,нурдт
394,Ski::N,سکي,сокс
395,Lagerfeuer::N,اور,толбандя
396,Last::N,بار,сталмо
397,Last::N,بار,кандома
398,Last::N,پېټی,сталмо
399,Last::N,پېټی,кандома
400,Gang::N,تګ,молема
401,Gang::N,تګ,якамо
402,Schritt::N,ګام,эскелькс
403,Norden::N,شمال,якшамо ёнкс
404,Süden::N,سوېل,лембе ёнкс
405,Westen::N,لوېدېځ,чивалгома
406,Osten::N,شرق,чилисема
407,Osten::N,ختیځ,чилисема
408,Holz::N,لرګی,чувто
409,Brett::N,تخته,лаз
410,Platte::N,تخته,плита
411,Stütze::N,تکیوان,неже
412,Stange::N,ډاګه,олга
413,Stock::N,لرګی,мандо
414,Stab::N,چيخله,олога
415,Rohr::N,نل,турба
416,Haus::N,کور,кудо
417,Heim::N,کور,кудо
418,Ofen::N,تودنۍ,каштомо
419,Fußboden::N,غولی,киякс
420,Tisch::N,مېز,столь
421,Stuhl::N,چوکۍ,стул
422,Wiege::N,زانګو,лавсь
423,Wiege::N,زانګو,нурямот
424,Bett::N,کټ,ацамо
425,Bett::N,چپرکټ,ацамо
426,Regal::N,تاخچۍ,лався
427,Regal::N,تاخچۍ,лавсяланго
428,Kiste::N,صندوق,горобия
429,Kiste::N,صندوق,сундук
430,Fenster::N,کړکۍ,вальма
431,Tür::N,دروازه,кенкш
432,Tor::N,دروازه,ортат
433,Zaun::N,کټاره,пирявт
434,Zaun::N,کټاره,пирвякс
435,Dach::N,بام,кудопря
436,Leiter::N,زينه,кузтема
437,Besen::N,جارو,тенсть
438,Spaten::N,یوم,койме
439,Schaufel::N,بېلچه,кече
440,Schaufel::N,بېلچه,келей койме
441,Gabel::N,پنجه,сянгине
442,Löffel::N,کاشوغه,пенч
443,Messer::N,چاقو,пеель
444,Nagel::N,ميخ,эске
445,Netz::N,جال,алтыма
446,Haken::N,څنګک,кечказ
447,Griff::N,لاستی,кедне
448,Schloss::N,کلپ,замок
449,Schloss::N,کلپ,панжома
450,Bild::N,رسم,картина
451,Figur::N,قدوقامت,рунго
452,Puppe::N,ګوډۍ,няка
453,Beutel::N,کڅوړه,кескав
454,Bündel::N,دسته,керькс
455,Tasche::N,بکس,юдма
456,Tasche::N,توبره,юдма
457,Eimer::N,سطل,ведра
458,Deckel::N,سرپوښ,велькс
459,Geschirr::N,لوښی,кедьге
460,Sack::N,جوال,кескав
461,Tasse::N,پیاله,чакш
462,Topf::N,دېګی,кастрюля
463,Kessel::N,دېګ,котёл
464,Essen::N,خوراک,ярсамо
465,Nahrung::N,خوراک,ярсамопель
466,Speise::N,خواړه,ярсамопель
467,Fleisch::N,غوښه,сывель
468,Getreide::N,غله,сюро
469,Brei::N,اوګره,каша
470,Brot::N,ډوډۍ,кши
471,Scheibe::N,مړۍ,кочом
472,Scheibe::N,مړۍ,сускомо
473,Fett::N,غوړي,куя
474,Butter::N,کوچ,ой
475,Öl::N,تېل,ой
476,Salz::N,مالګه,сал
477,Suppe::N,شوربا,ям
478,Honig::N,شات,медь
479,Milch::N,شوده,ловсо
480,Tee::N,چای,чай
481,Leder::N,څرمن,киське
482,Wolle::N,پشم,пона
483,Stoff::N,ټوټه,коцт
484,Nadel::N,ستن,салмукс
485,Faden::N,تار,суре
486,Knopf::N,تڼۍ,пов
487,Knopf::N,تکمه,пов
488,Knoten::N,غوټه,сюлмо
489,Farbe::N,رنګ,артомапель
490,Kleidung::N,کالي,оршамот
491,Hemd::N,کميس,панар
492,Kragen::N,غاړه,сиве
493,Ärmel::N,لستوڼی,ожа
494,Hose::N,پطلون,понкст
495,Gürtel::N,کمربند,каркс
496,Mütze::N,خولۍ,чапка
497,Schuh::N,بوټ,туфля
498,Stiefel::N,موزه,кем
499,Ring::N,ګوته,суркс
500,Band::N,فيته,лента
501,Kamm::N,ګمنځ,сурсеме
502,Spiegel::N,ایینه,чавачамо
503,Spiegel::N,هنداره,чавачамо
504,Riemen::N,تسمه,кшнань каркс
505,Schnur::N,مزی,пикс
506,Leine::N,رسۍ,ведьме
507,Decke::N,بړستن,вельтямо
508,Kissen::N,بالښت,тодов
509,Tuch::N,ټیکری,паця
510,Handtuch::N,دسمال,нардамо
511,Kraft::N,زور,вий
512,Kraft::N,توان,вий
513,Stärke::N,قوت,виевчи
514,Gesundheit::N,صحت,шумбрачи
515,Gesundheit::N,روغتیا,шумбрачи
516,Krankheit::N,مرض,орма
517,Krankheit::N,مرض,сэредема
518,Krankheit::N,ناروغي,орма
519,Krankheit::N,ناروغي,сэредема
520,Schmerz::N,درد,сэредькс
521,Wunde::N,ټپ,керявкс
522,Wunde::N,زخم,керявкс
523,Fieber::N,تبه,маштыкс
524,Arznei::N,دوا,ормаменькс
525,Arznei::N,دارو,ормаменькс
526,Brücke::N,پول,сэдь
527,Brücke::N,پول,мадамо
528,Brunnen::N,څاه,лисьма
529,Brunnen::N,کوهی,лисьма
530,Weide::N,وله,ракшань ванома тарка
531,Pfad::N,تړه,ян
532,Weg::N,لیار,ки
533,Straße::N,سړک,ки
534,Dorf::N,کلی,веле
535,Stadt::N,ښار,ош
536,Brief::N,لیک,сёрма
537,Brief::N,مکتوب,сёрма
538,Buch::N,کتاب,книга
539,Buchstabe::N,حرف,буква
540,Buchstabe::N,توری,буква
541,Zeitung::N,اخبار,газета
542,Leben::N,ژوند,эрямо
543,Tod::N,مرګ,кулома
544,Tod::N,مړینه,кулома
545,Grab::N,قبر,калмо
546,Grab::N,ډورۍ,калмо
547,Kirche::N,کلیسا,церькова
548,Sünde::N,ګناه,чумочи
549,Gott::N,خدای,паз
550,Arbeiter::N,کاریګر,робочей
551,Chef::N,آمر,прявт
552,Meister::N,استاد,кол тевень тенця
553,Arzt::N,طبیب,врач
554,Arzt::N,ډاکټر,врач
555,Lehrer::N,معلم,учитель
556,Lehrer::N,معلم,тонавтыця
557,Lehrer::N,ښوونکی,учитель
558,Lehrer::N,ښوونکی,тонавтыця
559,Geld::N,پیسې,ярмак
560,Geschäft::N,سوداګري,ладязь тев
561,Laden::N,دکان,лавка
562,Laden::N,مغازه,лавка
563,Preis::N,بیه,питне
564,Ware::N,مال,миевкс
565,Ware::N,مال,рамавкс
566,Nutzen::N,ګټه,паро
567,Nutzen::N,ګټه,лезэ
568,Reichtum::N,شتمني,сюпавчи
569,Welt::N,نړۍ,мир
570,Welt::N,نړۍ,мастор ланго
571,Welt::N,دنیا,мир
572,Welt::N,دنیا,мастор ланго
573,Land::N,هېواد,мастор
574,Staat::N,دولت,государства
575,König::N,باچا,король
576,König::N,پادشاه,король
577,Macht::N,قدرت,азорксчи
578,Grenze::N,حد,буен тешкс
579,Grenze::N,سرحد,буен тешкс
580,Krieg::N,جګړه,война
581,Feind::N,دښمن,душман
582,Gewalt::N,زور,нарьгамо
583,Gewalt::N,تشدد,нарьгамо
584,Kampf::N,جنګ,тюрема
585,Kampf::N,مبارزه,тюрема
586,Bogen[Waffe]::N,لیندۍ,нал
587,Pfeil::N,غشی,нал
588,Gewehr::N,ټوپک,ружия
589,Gewehr::N,ټوپک,винтовка
590,Fehler::N,خطا,ильведькс
591,Fehler::N,خطا,ильведевкс
592,Fehler::N,غلطي,ильведькс
593,Fehler::N,غلطي,ильведевкс
594,Lüge::N,دروغ,манчема
595,Lüge::N,دروغ,кенгелема
596,Schaden::N,زیان,зыян
597,Schaden::N,تاوان,зыян
598,Unglück::N,بدبختي,зыян
599,Schuld::N,ګناه,чумочи
600,Alter::N,منګ,шка
601,Schluss::N,اخر,пе
602,Zeit::N,وخت,шка
603,Zeit::N,وخت,пинге
604,Tag::N,ورځ,чи
605,Morgen::N,سبا,валске
606,Morgen::N,سهار,валске
607,Mittag::N,غرمه,чикуншка
608,Abend::N,ماښام,чокшнэ
609,Nacht::N,شپه,ве
610,Woche::N,اونۍ,недля
611,Monat::N,مياشت,ков
612,Jahr::N,کال,ие
613,Frühling::N,پسرلی,тундо
614,Sommer::N,دوبی,кизэ
615,Herbst::N,منی,сёксь
616,Herbst::N,خزان,сёксь
617,Winter::N,ژمی,теле
618,Januar::N,جنوري,якшамков
619,Februar::N,فبروري,февраль
620,März::N,مارچ,март
621,April::N,اپریل,апрель
622,Mai::N,مې,май
623,Juni::N,جون,июнь
624,Juli::N,جولای,июль
625,August::N,اګست,август
626,September::N,سپټامبر,сентября
627,Oktober::N,اکتوبر,октября
628,November::N,نومبر,ноября
629,Dezember::N,دسمبر,декабря
630,Montag::N,دوشنبه,пондельник
631,Dienstag::N,سه شنبه,овторник
632,Mittwoch::N,چارشنبه,серёда
633,Donnerstag::N,پنجشنبه,цетьверьг
634,Freitag::N,جمعه,пеця
635,Samstag::N,خالي,субута
636,Samstag::N,خالي,шлямочи
637,Sonntag::N,یکشنبه,недлячи
638,groß::A,لوی,ине
639,groß::A,لوی,покш
640,klein::A,وړوکی,вишка
641,lang::A,اوړد,кувака
642,kurz::A,لنډ,нурькине
643,breit::A,پراخه,келей
644,schmal::A,تنګ,теине
645,dicht::A,ګڼ,тусто
646,dick[Gegenstand]::A,پنډ,эчке
647,dünn::A,نری,човине
648,fein::A,نازک,човине
649,fest::A,کلک,кеме
650,fest::A,ټینګ,кеме
651,flach::A,هوار,лапужа
652,glatt::A,ښوی,валаня
653,hart::A,کلک,калгодо
654,weich::A,نرم,чевте
655,weich::A,پوست,чевте
656,rund::A,ګرد,кеверь
657,spitz::A,تېره,пшти
658,scharf::A,تېز,пшти
659,scharf::A,تېره,пшти
660,stumpf::A,پڅ,ношка
661,schwer::A,دروند,стака
662,schön::A,ښکلی,мазый
663,heiß::A,تود,пси
664,warm::A,تود,лембе
665,kalt::A,ېخ,якшамо
666,kalt::A,سوړ,якшамо
667,kühl::A,ېخ,экше
668,kühl::A,سوړ,экше
669,frisch::A,تازه,свежа
670,feucht::A,مرطوب,летьке
671,nass::A,لوند,начко
672,trocken::A,وچ,коське
673,voll::A,ډک,пешксе
674,leer::A,خالی,чаво
675,offen::A,خلاص,панжадо
676,offen::A,خلاص,виде
677,offen::A,پرانیستی,панжадо
678,offen::A,پرانیستی,виде
679,geschlossen::A,تړلی,пекстазь
680,geschlossen::A,تړلی,сёлгозь
681,sauber::A,پاک,ванькс
682,schmutzig::A,چټل,ливезев
683,roh::A,خام,верек
684,reif::A,پوخ,кенерезь
685,reif::A,رسېدلی,кенерезь
686,lecker::A,خوندور,тантей
687,lecker::A,مزه دار,тантей
688,süß::A,خوږ,ламбамо
689,süß::A,شیرین,ламбамо
690,bitter::A,تریخ,сэпей
691,sauer::A,ټاک,чапамо
692,sauer::A,تريو,чапамо
693,hell::A,روڼ,валдо
694,hell::A,روښان,валдо
695,dunkel::A,تیاره,чопода
696,schwarz::A,تور,раужо
697,weiß::A,سپين,ашо
698,rot::A,سور,якстере
699,gelb::A,زېړ,ожо
700,blau::A,شین,сэнь
701,blau::A,اسماني رنګه,сэнь
702,grün::A,زرغون,пиже
703,grau::A,خړ,шержев
704,bunt::A,رنګارنګ,сёрмав
705,billig::A,ارزان,аволь питней
706,teuer::A,ګران,питней
707,wertvoll::A,قیمتي,питней
708,blind::A,ړوند,сокор
709,taub::A,کوڼ,амариця
710,kräftig::A,قوی,пек виев
711,stark::A,قوی,виев
712,stark::A,تکړه,виев
713,schwach::A,ضعیف,лавшо
714,schwach::A,کمزوری,лавшо
715,fett::A,چاغ,куя
716,schlank::A,خوش اندام,виде ронга
717,hübsch::A,ښکلی,мазый
718,hübsch::A,ښایسته,мазый
719,böse::A,شریر,кежей
720,böse::A,قهرناک,кежей
721,dumm::A,احمق,чавола
722,dumm::A,احمق,превтеме
723,faul::A,لټ,нузякс
724,faul::A,تنبل,нузякс
725,fleißig::A,زحمت کښ,мелень путыця
726,geizig::A,بخیل,скупой
727,klug::A,عاقل,превей
728,klug::A,هوښیار,превей
729,geschickt::A,ماهر,маштозь теезь
730,lieb::A,عزیز,вадря
731,lieb::A,محبوب,вадря
732,lustig::A,خوشحال,весёла
733,sanft::A,پوست,сэтьме
734,sanft::A,ملایم,сэтьме
735,hungrig::A,وږی,вачо
736,krank::A,مريض,сэредиця
737,krank::A,ناروغ,сэредиця
738,nackt::A,لوڅ,штапо
739,traurig::A,غمجن,нусманя
740,lebendig::A,ژوندی,эриця
741,gut::A,ښه,паро
742,schlecht::A,بد,берянь
743,schlecht::A,خراب,берянь
744,richtig::A,سم,виде
745,richtig::A,صحیح,виде
746,schlimm::A,بد,берянь
747,schlimm::A,مخوف,берянь
748,wahr::A,واقعي,алкуксонь
749,alt::A,زوړ,ташто
750,neu::A,نوی,од
751,ehemalig::A,پخوانی,икелень
752,alt[Lebewesen]::A,زوړ,сыре
753,jung::A,ځوان,од
754,arm::A,غریب,кажов
755,arm::A,بې وزله,кажов
756,reich::A,شتمن,сюпав
757,reich::A,دولتمند,сюпав
758,bekannt::A,اشنا,содавикс
759,berühmt::A,مشهور,содавикс
760,fremd::A,پردی,лия
761,fremd::A,پردی,асодавикс
762,fremd::A,بېګانه,лия
763,fremd::A,بېګانه,асодавикс
764,verschieden::A,مختلف,эрьва
765,nah::A,نژدې,а васолонь
766,fern::A,لیری,умонь
767,fern::A,لیری,кезэрень
768,linker::A,چپ,керш
769,linker::A,کیڼ,керш
770,rechter::A,ښی,вить
771,anderer::A,بل,лия
772,erster::A,لومړی,васень
773,erster::A,لومړی,васенце
774,zweiter::A,دوهم,омбоце
775,dritter::A,درېم,колмоце
776,letzter::A,آخرنی,меельце
777,letzter::A,وروستی,меельце
778,allein::ADV,یوازې,башка
779,allein::ADV,یوازې,ськамонзо
780,auf einmal::ADV,په یوه وخت کی,вейсэ
781,zusammen::ADV,یو ځای,вейс
782,zusammen::ADV,یو ځای,вейсэ
783,lange::ADV,ډېر وخت,кувать
784,lange::ADV,ډېره موده,кувать
785,plötzlich::ADV,ناببره,апак учо
